"Charlie Blackmon_COL","Nolan Arenado_COL","Mark Reynolds_COL","Carlos Gonzalez_COL","Dexter Fowler_STL","Matt Carpenter_STL","Randal Grichuk_STL","Jedd Gyorko_STL","Ian Desmond_COL","Trevor Story_COL","David Dahl_COL","DJ LeMahieu_COL","Stephen Piscotty_STL","Aledmys Diaz_STL","Freddie Freeman_ATL","Matt Kemp_ATL","Kolten Wong_STL","Brandon Phillips_ATL","Ender Inciarte_ATL","Gerardo Parra_COL","Buster Posey_SF","Yadier Molina_STL","Hunter Pence_SF","Jhonny Peralta_STL","Tommy Pham_STL","Pat Valaika_COL","Eduardo Nunez_SF","Brandon Belt_SF","Greg Garcia_STL","Joe Panik_SF","Jose Martinez_STL","Stephen Cardullo_COL","Raimel Tapia_COL","Denard Span_SF","Matt Adams_ATL","Dustin Garneau_COL","Magneuris Sierra_STL","Harrison Bader_STL","Brandon Crawford_SF","Dansby Swanson_ATL","Alexi Amarista_COL","Tom Murphy_COL","Carson Kelly_STL","Nick Markakis_ATL","Eric Fryer_STL","Tony Wolters_COL","Tyler Flowers_ATL","Adonis Garcia_ATL","Jarrett Parker_SF","Nick Hundley_SF","Mac Williamson_SF","Christian Arroyo_SF","Ryan Hanigan_COL","Cristhian Adames_COL","Kurt Suzuki_ATL","Danny Santana_ATL","Kelby Tomlinson_SF","Jace Peterson_ATL","Micah Johnson_ATL","Aaron Hill_SF","Justin Ruggiano_SF","Rio Ruiz_ATL","Gorkys Hernandez_SF","Conor Gillaspie_SF","Michael Morse_SF","Tim Federowicz_SF","Anthony Recker_ATL","Chris Marrero_SF","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
39,40,36,37,0,0,0,0,19,27,0,41,0,0,0,0,0,0,0,24,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,15,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,22,23,18,0,0,0,0,26,22,0,0,21,0,0,0,0,22,0,8,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31,33,34,29,0,0,0,0,22,37,0,0,29,0,0,0,0,35,0,10,12,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,35,0,0,20,31,0,0,0,0,0,0,14,3,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,32,0,0,0,34,0,0,20,21,0,0,0,0,0,0,14,3,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,27,31,30,26,0,0,0,0,21,29,0,0,34,0,0,0,0,30,0,4,11,0,0,0,8,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,34,0,0,0,36,0,0,23,25,0,0,0,0,0,0,12,2,0,18,0,0,0,6,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,0,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,42,0,0,0,44,0,0,25,31,0,0,0,0,0,0,18,3,0,25,0,0,0,8,0,0,0,0,0,0,2,0,0
24,26,21,22,0,0,0,0,8,20,0,24,0,0,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,37,34,0,33,0,0,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,8,7,24,0,0,0,0,2,0,0,3,9,0,20,4,5,0,0,6,0,0,0
0,0,0,0,31,35,34,32,0,0,0,0,22,35,0,0,30,0,0,0,0,38,0,10,13,0,0,0,7,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,0,0,0,30,28,0,29,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,14,0,13,0,0,0,0,2,0,0,4,0,0,17,7,4,0,0,8,0,0,0
0,0,0,0,10,9,10,5,0,0,0,0,8,10,0,0,4,0,0,0,0,10,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,13,10,12,0,0,0,0,0,12,0,0,11,0,0,0,0,13,0,0,13,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,10,9,0,0,0,0,8,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,30,0,0,0,44,39,0,39,0,0,0,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6,14,7,25,0,0,0,0,2,0,0,4,8,0,21,6,5,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,28,0,0,0,39,43,0,38,0,0,0,23,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,14,7,24,0,0,0,0,3,0,0,4,8,0,18,7,5,0,0,9,0,0,0
0,0,0,0,10,9,8,6,0,0,0,0,8,6,0,0,8,0,0,0,0,7,0,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,39,38,0,43,0,0,0,21,0,0,0,0,28,0,0,0,0,0,0,0,0,0,7,15,7,24,0,0,0,0,2,0,0,2,8,0,19,8,7,0,0,7,0,0,0
0,0,0,0,6,5,7,6,0,0,0,0,6,6,0,0,6,0,0,0,0,7,0,2,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,21,23,0,21,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,9,7,11,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
15,15,14,12,0,0,0,0,7,13,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,6,4,6,0,0,0,0,0,6,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,18,0,0,0,29,30,0,28,0,0,0,23,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,12,7,13,0,0,0,0,0,0,0,3,8,0,8,2,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,42,0,0,0,42,0,0,24,30,0,0,0,0,0,0,17,3,0,23,0,0,0,7,0,0,0,0,0,0,2,0,0
9,10,7,9,0,0,0,0,7,4,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,0,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,42,0,0,0,44,0,0,25,31,0,0,0,0,0,0,18,3,0,25,0,0,0,8,0,0,0,0,0,0,2,0,0
0,0,0,0,4,3,3,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,19,22,0,0,0,0,7,16,0,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,0,25,0,0,25,18,0,0,0,0,0,0,0,2,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,31,0,0,18,31,0,0,0,0,0,0,12,2,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,6,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,14,14,0,15,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,17,0,7,0,0,0,0,2,0,0,2,3,0,6,3,2,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,25,24,0,24,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,8,27,0,0,0,0,2,0,0,0,9,0,14,5,6,0,0,0,0,0,0
4,5,5,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,18,0,0,0,12,0,0,0,0,0,0,18,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,25,0,0,12,15,0,0,0,0,0,0,12,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,8,0,8,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,10,0,4,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,21,18,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,2,0,0,3,4,0,21,3,4,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,7,0,8,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,4,2,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,9,9,0,7,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
