"Sport","Entry","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (116/150)","2016-10-02 13:00:00",19253,171.62,"$10.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (85/150)","2016-10-02 13:00:00",22776,169.46,"$9.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (143/150)","2016-10-02 13:00:00",22883,169.4,"$9.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (12/150)","2016-10-02 13:00:00",24365,168.54,"$9.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (70/150)","2016-10-02 13:00:00",31341,165.14,"$8.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (14/150)","2016-10-02 13:00:00",33581,164.18,"$8.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (34/150)","2016-10-02 13:00:00",34004,164,"$8.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (134/150)","2016-10-02 13:00:00",37523,162.64,"$8.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (20/150)","2016-10-02 13:00:00",40291,161.64,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (141/150)","2016-10-02 13:00:00",40658,161.52,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (23/150)","2016-10-02 13:00:00",41062,161.4,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (99/150)","2016-10-02 13:00:00",43576,160.56,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (140/150)","2016-10-02 13:00:00",44508,160.22,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (9/150)","2016-10-02 13:00:00",49070,158.82,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (19/150)","2016-10-02 13:00:00",51495,158.1,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (54/150)","2016-10-02 13:00:00",52377,157.86,"$7.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (43/150)","2016-10-02 13:00:00",55658,156.96,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (100/150)","2016-10-02 13:00:00",57879,156.34,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (24/150)","2016-10-02 13:00:00",58842,156.1,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (30/150)","2016-10-02 13:00:00",58990,156.06,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (82/150)","2016-10-02 13:00:00",60268,155.74,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (146/150)","2016-10-02 13:00:00",66114,154.34,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (136/150)","2016-10-02 13:00:00",66344,154.3,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (65/150)","2016-10-02 13:00:00",73955,152.62,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (104/150)","2016-10-02 13:00:00",74757,152.48,"$6.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (132/150)","2016-10-02 13:00:00",87660,149.9,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (58/150)","2016-10-02 13:00:00",90096,149.46,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (18/150)","2016-10-02 13:00:00",94157,148.7,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (8/150)","2016-10-02 13:00:00",96504,148.28,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (60/150)","2016-10-02 13:00:00",97088,148.18,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (130/150)","2016-10-02 13:00:00",97875,148.02,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (56/150)","2016-10-02 13:00:00",99256,147.8,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (25/150)","2016-10-02 13:00:00",99641,147.72,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (16/150)","2016-10-02 13:00:00",103076,147.18,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (49/150)","2016-10-02 13:00:00",103282,147.12,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (90/150)","2016-10-02 13:00:00",109968,146.08,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (36/150)","2016-10-02 13:00:00",110389,146,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (144/150)","2016-10-02 13:00:00",111836,145.76,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (88/150)","2016-10-02 13:00:00",113182,145.56,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (76/150)","2016-10-02 13:00:00",118108,144.8,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (148/150)","2016-10-02 13:00:00",121001,144.38,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (105/150)","2016-10-02 13:00:00",124826,143.8,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (29/150)","2016-10-02 13:00:00",130859,142.92,"$5.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (114/150)","2016-10-02 13:00:00",139289,141.76,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (137/150)","2016-10-02 13:00:00",139289,141.76,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (3/150)","2016-10-02 13:00:00",140713,141.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (2/150)","2016-10-02 13:00:00",143101,141.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (95/150)","2016-10-02 13:00:00",145544,140.9,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (62/150)","2016-10-02 13:00:00",147569,140.62,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (68/150)","2016-10-02 13:00:00",148876,140.48,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (112/150)","2016-10-02 13:00:00",149112,140.42,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (89/150)","2016-10-02 13:00:00",152818,139.94,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (147/150)","2016-10-02 13:00:00",154171,139.78,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (72/150)","2016-10-02 13:00:00",162861,138.66,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (5/150)","2016-10-02 13:00:00",168364,138,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (98/150)","2016-10-02 13:00:00",172230,137.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (57/150)","2016-10-02 13:00:00",176848,136.96,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (106/150)","2016-10-02 13:00:00",181562,136.38,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (109/150)","2016-10-02 13:00:00",182396,136.28,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (129/150)","2016-10-02 13:00:00",182396,136.28,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (66/150)","2016-10-02 13:00:00",182508,136.26,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (7/150)","2016-10-02 13:00:00",185031,135.94,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (37/150)","2016-10-02 13:00:00",194575,134.84,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (122/150)","2016-10-02 13:00:00",203077,133.88,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (83/150)","2016-10-02 13:00:00",203396,133.82,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (139/150)","2016-10-02 13:00:00",210404,133.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (142/150)","2016-10-02 13:00:00",216533,132.38,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (111/150)","2016-10-02 13:00:00",217690,132.22,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (86/150)","2016-10-02 13:00:00",231517,130.68,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (115/150)","2016-10-02 13:00:00",239720,129.76,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (128/150)","2016-10-02 13:00:00",242433,129.44,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (52/150)","2016-10-02 13:00:00",253049,128.28,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (61/150)","2016-10-02 13:00:00",253193,128.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (21/150)","2016-10-02 13:00:00",254897,128.08,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (81/150)","2016-10-02 13:00:00",256179,127.92,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (64/150)","2016-10-02 13:00:00",272503,126.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (46/150)","2016-10-02 13:00:00",272722,126.08,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (123/150)","2016-10-02 13:00:00",274716,125.86,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (74/150)","2016-10-02 13:00:00",281078,125.16,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (101/150)","2016-10-02 13:00:00",283790,124.84,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (44/150)","2016-10-02 13:00:00",285196,124.7,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (87/150)","2016-10-02 13:00:00",286319,124.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (31/150)","2016-10-02 13:00:00",286478,124.54,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (27/150)","2016-10-02 13:00:00",287041,124.5,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (39/150)","2016-10-02 13:00:00",287951,124.4,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (73/150)","2016-10-02 13:00:00",291899,123.92,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (6/150)","2016-10-02 13:00:00",292742,123.82,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (63/150)","2016-10-02 13:00:00",297941,123.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (35/150)","2016-10-02 13:00:00",303177,122.64,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (41/150)","2016-10-02 13:00:00",306679,122.26,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (96/150)","2016-10-02 13:00:00",306850,122.22,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (50/150)","2016-10-02 13:00:00",308597,122.02,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (145/150)","2016-10-02 13:00:00",318331,120.92,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (55/150)","2016-10-02 13:00:00",324906,120.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (113/150)","2016-10-02 13:00:00",333265,119.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (38/150)","2016-10-02 13:00:00",339755,118.4,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (150/150)","2016-10-02 13:00:00",342663,118.02,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (135/150)","2016-10-02 13:00:00",344791,117.78,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (59/150)","2016-10-02 13:00:00",357033,116.22,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (117/150)","2016-10-02 13:00:00",362134,115.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (42/150)","2016-10-02 13:00:00",370477,114.46,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (78/150)","2016-10-02 13:00:00",381998,112.84,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (22/150)","2016-10-02 13:00:00",383550,112.62,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (79/150)","2016-10-02 13:00:00",387382,112.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (121/150)","2016-10-02 13:00:00",391773,111.42,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (28/150)","2016-10-02 13:00:00",393127,111.22,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (138/150)","2016-10-02 13:00:00",399172,110.3,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (77/150)","2016-10-02 13:00:00",400614,110.08,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (53/150)","2016-10-02 13:00:00",409889,108.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (67/150)","2016-10-02 13:00:00",416475,107.38,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (92/150)","2016-10-02 13:00:00",421591,106.42,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (48/150)","2016-10-02 13:00:00",423521,106.04,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (26/150)","2016-10-02 13:00:00",424364,105.9,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (133/150)","2016-10-02 13:00:00",427675,105.24,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (71/150)","2016-10-02 13:00:00",428066,105.18,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (108/150)","2016-10-02 13:00:00",434698,103.8,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (32/150)","2016-10-02 13:00:00",440180,102.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (75/150)","2016-10-02 13:00:00",440623,102.42,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (103/150)","2016-10-02 13:00:00",441050,102.32,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (97/150)","2016-10-02 13:00:00",441839,102.12,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (120/150)","2016-10-02 13:00:00",442046,102.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (13/150)","2016-10-02 13:00:00",444336,101.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (94/150)","2016-10-02 13:00:00",445066,101.36,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (17/150)","2016-10-02 13:00:00",450492,99.94,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (124/150)","2016-10-02 13:00:00",450725,99.9,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (91/150)","2016-10-02 13:00:00",457614,97.8,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (51/150)","2016-10-02 13:00:00",460544,96.8,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (149/150)","2016-10-02 13:00:00",463275,95.8,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (93/150)","2016-10-02 13:00:00",463994,95.52,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (126/150)","2016-10-02 13:00:00",469781,93.1,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (10/150)","2016-10-02 13:00:00",470901,92.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (118/150)","2016-10-02 13:00:00",471193,92.44,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (107/150)","2016-10-02 13:00:00",480321,86.58,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (84/150)","2016-10-02 13:00:00",480651,86.3,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (125/150)","2016-10-02 13:00:00",481858,85.16,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (131/150)","2016-10-02 13:00:00",482524,84.48,"$0.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (39/150)","2016-09-25 13:00:00",1762,204.04,"$35.00","$0.00",490196,"$3.00","$1,250,000.00",135550
"NFL","NFL $1.25M Play-Action [$1,250,000 Guaranteed] (55/150)","2016-09-25 13:00:00",2723,199.66,"$30.00","$0.00",490196,"$3.00","$1,250,000.00",135550
