"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"OF","Yoenis Cespedes",4000,"NYM@WAS",0,"NYM",NA,0,1.73,0,NA
"2B/3B","Logan Forsythe",4000,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"2B/SS","Kelby Tomlinson",4000,"SF@@COL",0,"SF",NA,0,NA,0,NA
"OF","Yasmany Tomas",4000,"ARI@LAD",0,"Ari",NA,0,0,2.4,NA
"OF","Joc Pederson",4000,"LAD@@ARI",0,"LAD",7.22,10.6,9,10.4,9
"OF","Alex Gordon",3900,"KC@@TEX",0,"KC",5.52,6,0,6.8,0
"OF","Khris Davis",3900,"OAK@SEA",0,"Oak",NA,0,1.96,2.6,NA
"1B","Albert Pujols",3900,"LAA@TOR",0,"LAA",6.75,7.3,15,7.3,15
"OF","Adam Eaton",3900,"WAS@@NYM",0,"Was",7.11,8.2,7.92,8.5,6
"3B","Kyle Seager",3900,"SEA@@OAK",0,"Sea",NA,0,NA,0,NA
"3B","Justin Turner",3900,"LAD@@ARI",0,"LAD",7,9.3,5,9.7,5
"OF","David Peralta",3800,"ARI@LAD",0,"Ari",7.49,9,8,8.3,8
"OF","Jorge Soler",3800,"KC@@TEX",0,"KC",NA,0,NA,1.7,NA
"3B","Joey Gallo",3800,"TEX@KC",0,"Tex",6.26,7.1,18,9,18
"1B/OF","Brandon Moss",3800,"KC@@TEX",0,"KC",5.4,6.6,0,6.3,0
"OF","Rajai Davis",3700,"OAK@SEA",0,"Oak",NA,0,2.14,0,NA
"C","Yasmani Grandal",3700,"LAD@@ARI",0,"LAD",5.77,9.2,16,8.5,16
"OF","Stephen Cardullo",3700,"COL@SF",0,"Col",NA,0,1.9,2,NA
"3B","Ryan Schimpf",3700,"SD@MIA",0,"SD",NA,0,1.9,5.8,NA
"OF","Kole Calhoun",3700,"LAA@TOR",0,"LAA",6.62,6.8,4,7.5,4
"2B","Chase Utley",3700,"LAD@@ARI",0,"LAD",5.33,7.3,0,7.4,0
"OF","Raimel Tapia",3700,"COL@SF",0,"Col",NA,0,NA,0,NA
"SS","Troy Tulowitzki",3700,"TOR@@LAA",0,"Tor",NA,0,NA,0,NA
"OF","Peter O'Brien",3700,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"OF","Franklin Gutierrez",3700,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"OF","Gorkys Hernandez",3700,"SF@@COL",0,"SF",5.74,8.5,5,7.5,5
"3B","Anthony Rendon",3700,"WAS@@NYM",0,"Was",6.25,6.1,6.2,7.8,0
"2B/OF","Whit Merrifield",3700,"KC@@TEX",0,"KC",5.06,6.3,0,4.5,0
"1B/3B","Conor Gillaspie",3600,"SF@@COL",0,"SF",NA,0,0,2.1,NA
"OF/SS","Chris Owings",3600,"ARI@LAD",0,"Ari",NA,0,0,2.1,NA
"OF","Delino DeShields",3600,"TEX@KC",0,"Tex",NA,0,1.75,2.4,NA
"C","Salvador Perez",3600,"KC@@TEX",0,"KC",NA,0,1.46,5.9,NA
"2B","Devon Travis",3600,"TOR@@LAA",0,"Tor",5.2,6.1,23,8.3,23
"OF","Curtis Granderson",3600,"NYM@WAS",0,"NYM",5.27,6.3,5.94,6.6,0
"3B","Jose Reyes",3600,"NYM@WAS",0,"NYM",5.32,5.4,5.07,6.1,3
"OF","Marcell Ozuna",3600,"MIA@@SD",0,"Mia",7.6,8.3,11,7.5,11
"2B","Brandon Drury",3600,"ARI@LAD",0,"Ari",5.64,6.5,0,7.6,0
"OF","Cameron Maybin",3600,"LAA@TOR",0,"LAA",NA,0,1.66,2.3,NA
"C","Dustin Garneau",3600,"COL@SF",0,"Col",NA,0,1.82,2.2,NA
"2B","Yangervis Solarte",3600,"SD@MIA",0,"SD",6.75,6.3,9,6.7,9
"2B/OF","Aaron Hill",3600,"SF@@COL",0,"SF",NA,0,1.68,2.5,NA
"3B","Cheslor Cuthbert",3500,"KC@@TEX",0,"KC",3.86,6,0,1.8,0
"C","JT Realmuto",3500,"MIA@@SD",0,"Mia",6.38,7.5,7,7.7,7
"1B","CJ Cron",3500,"LAA@TOR",0,"LAA",5.91,7,2,7.7,2
"C","Tom Murphy",3500,"COL@SF",0,"Col",NA,0,NA,0,NA
"OF","Mitch Haniger",3500,"SEA@@OAK",0,"Sea",7.56,7.8,19,6.9,19
"3B","Trevor Plouffe",3500,"OAK@SEA",0,"Oak",5.61,6.2,3,7.1,3
"2B/SS","Chris Taylor",3500,"LAD@@ARI",0,"LAD",NA,0,1.63,2,NA
"1B","Kendrys Morales",3500,"TOR@@LAA",0,"Tor",7.85,7.3,5,8.9,5
"1B","Cody Bellinger",3500,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"OF","Manuel Margot",3500,"SD@MIA",0,"SD",7.39,6.9,10,7.7,10
"SS","Alcides Escobar",3500,"KC@@TEX",0,"KC",4.36,5.1,2,5.7,2
"SS","Marcus Semien",3400,"OAK@SEA",0,"Oak",NA,0,NA,0,NA
"1B/3B","Ryon Healy",3400,"OAK@SEA",0,"Oak",7.14,6.9,10,7.4,10
"OF","Hunter Renfroe",3400,"SD@MIA",0,"SD",6.41,6.3,16,6.9,16
"C","Russell Martin",3400,"TOR@@LAA",0,"Tor",5.35,6.4,4,8.2,4
"2B/3B","Martin Prado",3400,"MIA@@SD",0,"Mia",5.63,7,5,6.9,5
"OF","Jurickson Profar",3400,"TEX@KC",0,"Tex",5.83,5.9,7,6.8,7
"3B","Mike Moustakas",3400,"KC@@TEX",0,"KC",5.86,7.9,14,7.2,14
"OF","Paulo Orlando",3400,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"1B/3B","Luis Valbuena",3400,"LAA@TOR",0,"LAA",NA,0,NA,0,NA
"3B","David Wright",3400,"NYM@WAS",0,"NYM",NA,0,NA,0,NA
"SS","Asdrubal Cabrera",3400,"NYM@WAS",0,"NYM",5.63,6.5,6.82,6.9,0
"OF","Billy Burns",3400,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"OF","Trayce Thompson",3400,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"OF","Jayson Werth",3400,"WAS@@NYM",0,"Was",5.94,5.1,5.84,7.1,0
"OF","Alex Dickerson",3400,"SD@MIA",0,"SD",NA,0,NA,0,NA
"OF","Jeremy Hazelbaker",3400,"ARI@LAD",0,"Ari",5.75,8.3,0,8.8,0
"2B/3B","Cory Spangenberg",3300,"SD@MIA",0,"SD",NA,0,NA,0,NA
"1B/3B","Jefry Marte",3300,"LAA@TOR",0,"LAA",6.02,6,0,7.2,0
"C/OF","Chris Herrmann",3300,"ARI@LAD",0,"Ari",NA,0,3,2.5,NA
"OF","Jay Bruce",3300,"NYM@WAS",0,"NYM",5.34,7.3,6.73,7,3
"2B/C","Austin Barnes",3300,"LAD@@ARI",0,"LAD",NA,0,1.73,2.1,NA
"OF","Michael Taylor",3300,"WAS@@NYM",0,"Was",NA,0,1.47,2.1,NA
"OF","Andrew Toles",3300,"LAD@@ARI",0,"LAD",6.65,9.2,5,8,5
"2B","Neil Walker",3300,"NYM@WAS",0,"NYM",5.57,6.6,6.35,6.6,18
"1B","Lucas Duda",3300,"NYM@WAS",0,"NYM",NA,0,NA,0,NA
"1B","Danny Valencia",3300,"SEA@@OAK",0,"Sea",NA,0,1.66,2.1,NA
"1B","Justin Bour",3300,"MIA@@SD",0,"Mia",6.25,8.1,18,8,18
"SS","Pat Valaika",3300,"COL@SF",0,"Col",NA,0,NA,2,NA
"1B","Ryan Zimmerman",3200,"WAS@@NYM",0,"Was",6.65,6,7.12,7,21
"SS","Taylor Motter",3200,"SEA@@OAK",0,"Sea",5.82,6.8,25,6.2,25
"OF","Socrates Brito",3200,"ARI@LAD",0,"Ari",NA,0,NA,0,NA
"C","Robinson Chirinos",3200,"TEX@KC",0,"Tex",4.6,5.7,18,6.9,18
"C","Tim Federowicz",3200,"SF@@COL",0,"SF",NA,0,NA,0,NA
"3B/OF","Rob Segedin",3200,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"OF","Steve Pearce",3200,"TOR@@LAA",0,"Tor",NA,0,1.79,2.6,NA
"OF","Leonys Martin",3200,"SEA@@OAK",0,"Sea",NA,0,NA,0,NA
"3B","Derek Dietrich",3200,"MIA@@SD",0,"Mia",NA,0,1.69,2.3,NA
"C","Tony Wolters",3200,"COL@SF",0,"Col",5.94,6.1,4,6.1,4
"C","Stephen Vogt",3200,"OAK@SEA",0,"Oak",6.47,7.4,3,7.4,3
"OF","Michael Conforto",3200,"NYM@WAS",0,"NYM",5.09,7.7,6.65,7.5,22
"3B","Yunel Escobar",3100,"LAA@TOR",0,"LAA",NA,0,1.5,2,NA
"C","Brett Nicholas",3100,"TEX@KC",0,"Tex",NA,0,NA,0,NA
"OF","Travis Jankowski",3100,"SD@MIA",0,"SD",NA,0,1.93,7.4,NA
"1B","Ryan O'Hearn",3100,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"OF","Kevin Pillar",3100,"TOR@@LAA",0,"Tor",6,7.3,16,8.3,16
"OF","Andre Ethier",3100,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"OF","Ben Revere",3100,"LAA@TOR",0,"LAA",4.62,5.5,0,6.5,0
"1B/OF","Ryan Rua",3000,"TEX@KC",0,"Tex",5.38,6.2,9,7.5,9
"OF","Terrance Gore",3000,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"OF","Jorge Bonifacio",3000,"KC@@TEX",0,"KC",5.25,5.8,17,3.9,17
"OF","Jarrod Dyson",3000,"SEA@@OAK",0,"Sea",6.65,8.3,9,9.5,9
"SS","Andrelton Simmons",3000,"LAA@TOR",0,"LAA",5.5,5.9,6,6.1,6
"1B","Adam Lind",3000,"WAS@@NYM",0,"Was",NA,0,1.51,2.4,NA
"C","Josh Phegley",3000,"OAK@SEA",0,"Oak",NA,0,1.7,1.9,NA
"C","Matt Wieters",3000,"WAS@@NYM",0,"Was",6.26,6.1,5.78,6.3,0
"1B/OF","Mark Canha",3000,"OAK@SEA",0,"Oak",NA,0,NA,0,NA
"2B","Danny Espinosa",2900,"LAA@TOR",0,"LAA",NA,0,0,2,NA
"2B/SS","Cristhian Adames",2900,"COL@SF",0,"Col",NA,0,1.78,2,NA
"1B","Yonder Alonso",2900,"OAK@SEA",0,"Oak",6.97,6.9,5,6.7,5
"3B/OF","Enrique Hernandez",2900,"LAD@@ARI",0,"LAD",NA,0,NA,2,NA
"1B/3B","Wilmer Flores",2900,"NYM@WAS",0,"NYM",NA,0,NA,0,NA
"OF","Dalton Pompey",2900,"TOR@@LAA",0,"Tor",NA,0,NA,0,NA
"1B/OF","Scott Van Slyke",2900,"LAD@@ARI",0,"LAD",NA,0,0,2.1,NA
"1B","Rowdy Tellez",2900,"TOR@@LAA",0,"Tor",NA,0,NA,0,NA
"OF","Ben Gamel",2900,"SEA@@OAK",0,"Sea",NA,0,NA,0,NA
"1B","Justin Smoak",2900,"TOR@@LAA",0,"Tor",6.14,6.7,3,8,3
"OF","Chris Marrero",2900,"SF@@COL",0,"SF",NA,0,0,2.5,NA
"2B/SS","Christian Colon",2900,"KC@@TEX",0,"KC",NA,0,1.4,0.8,NA
"OF","Destin Hood",2900,"MIA@@SD",0,"Mia",NA,0,NA,0,NA
"C","Mike Zunino",2900,"SEA@@OAK",0,"Sea",6.2,5.7,5,5.3,5
"C","Travis d'Arnaud",2800,"NYM@WAS",0,"NYM",NA,0,1.38,0,NA
"C","Christian Bethancourt",2800,"SD@MIA",0,"SD",NA,0,1.67,NA,NA
"2B/SS","Hanser Alberto",2800,"TEX@KC",0,"Tex",NA,0,NA,0,NA
"3B/SS","Alexi Amarista",2800,"COL@SF",0,"Col",NA,0,1.78,2.2,NA
"1B/OF","Tyler Moore",2800,"MIA@@SD",0,"Mia",NA,0,NA,0,NA
"C","Austin Hedges",2800,"SD@MIA",0,"SD",NA,0,0,4,NA
"C","Chris Iannetta",2800,"ARI@LAD",0,"Ari",4.71,5.5,0,5.6,0
"2B","Jed Lowrie",2800,"OAK@SEA",0,"Oak",6.12,6.3,0,6.4,0
"OF","Ichiro Suzuki",2800,"MIA@@SD",0,"Mia",NA,0,0,2,NA
"OF","Guillermo Heredia",2700,"SEA@@OAK",0,"Sea",4.2,6.2,2,6.5,2
"OF","Jake Smolinski",2700,"OAK@SEA",0,"Oak",NA,0,NA,0,NA
"3B/SS","Stephen Drew",2700,"WAS@@NYM",0,"Was",NA,0,NA,0,NA
"SS","Erick Aybar",2700,"SD@MIA",0,"SD",4.89,5.7,3,3.7,3
"2B","Raul Mondesi",2700,"KC@@TEX",0,"KC",NA,0,NA,0,NA
"2B/3B","TJ Rivera",2700,"NYM@WAS",0,"NYM",NA,0,1.37,1.7,NA
"C","Jarrod Saltalamacchia",2700,"TOR@@LAA",0,"Tor",NA,0,1.49,2.2,NA
"OF","Ezequiel Carrera",2700,"TOR@@LAA",0,"Tor",5.87,6.5,15,8.1,15
"OF","Brandon Nimmo",2700,"NYM@WAS",0,"NYM",NA,0,NA,0,NA
"2B/OF","Daniel Descalso",2700,"ARI@LAD",0,"Ari",5.36,6.3,0,6.5,0
"3B/SS","Adeiny Hechavarria",2700,"MIA@@SD",0,"Mia",4.76,5.6,3,5.7,3
"C","AJ Ellis",2600,"MIA@@SD",0,"Mia",NA,0,1.57,1.8,NA
"SS","Wilmer Difo",2600,"WAS@@NYM",0,"Was",NA,0,1.51,2.5,NA
"OF/SS","Allen Cordoba",2600,"SD@MIA",0,"SD",4.14,6,3,1.5,3
"C","Bruce Maxwell",2600,"OAK@SEA",0,"Oak",NA,0,NA,0,NA
"3B/SS","Luis Sardinas",2600,"SD@MIA",0,"SD",4.43,5.2,0,0.4,0
"SS","Nick Ahmed",2600,"ARI@LAD",0,"Ari",5.18,5.5,0,5.4,0
"2B/SS","Shawn O'Malley",2600,"SEA@@OAK",0,"Sea",NA,0,NA,0,NA
"SS","JT Riddle",2500,"MIA@@SD",0,"Mia",NA,0,NA,0,NA
"OF","Matt Joyce",2500,"OAK@SEA",0,"Oak",5.86,6.7,4,7.1,4
"OF","Jabari Blash",2500,"SD@MIA",0,"SD",NA,0,NA,0,NA
"C","Carlos Ruiz",2500,"SEA@@OAK",0,"Sea",NA,0,1.46,1.6,NA
"OF","Juan Lagares",2500,"NYM@WAS",0,"NYM",3.65,4.1,4.79,4.9,0
"OF","Chris Heisey",2500,"WAS@@NYM",0,"Was",NA,0,1.48,2.1,NA
"2B/3B","Adam Rosales",2400,"OAK@SEA",0,"Oak",4.91,5,0,6.6,0
"3B/OF","Chris Coghlan",2400,"TOR@@LAA",0,"Tor",4.44,6.2,0,8,0
"C","Kevin Plawecki",2400,"NYM@WAS",0,"NYM",3.8,4,4.2,4.4,0
"C","Hector Sanchez",2400,"SD@MIA",0,"SD",NA,0,1.51,1.3,NA
"2B/3B","Darwin Barney",2400,"TOR@@LAA",0,"Tor",NA,0,1.35,2,NA
"OF","Matt Olson",2400,"OAK@SEA",0,"Oak",3.44,5.9,0,6.1,0
"2B/OF","Drew Robinson",2400,"TEX@KC",0,"Tex",NA,0,NA,0,NA
"C","Martin Maldonado",2400,"LAA@TOR",0,"LAA",5.19,4.3,0,5.1,0
"C","Juan Graterol",2400,"LAA@TOR",0,"LAA",NA,0,1.38,2,NA
"C","Carlos Perez",2300,"LAA@TOR",0,"LAA",NA,0,NA,0,NA
"C","Drew Butera",2300,"KC@@TEX",0,"KC",4.36,3.9,0,0.4,0
"OF","Brett Eibner",2300,"LAD@@ARI",0,"LAD",NA,0,NA,0,NA
"C","Jose Lobaton",2300,"WAS@@NYM",0,"Was",NA,0,1.39,1.8,NA
"C","Jeff Mathis",2300,"ARI@LAD",0,"Ari",NA,0,1.28,1.6,NA
"3B/SS","Miguel Rojas",2300,"MIA@@SD",0,"Mia",NA,0,1.45,0,NA
"2B/3B","Ryan Goins",2200,"TOR@@LAA",0,"Tor",4.79,4.4,16,6.4,16
"2B","Chad Pinder",2200,"OAK@SEA",0,"Oak",NA,0,0,2.2,NA
"3B/OF","Ty Kelly",2200,"TOR@@LAA",0,"Tor",NA,0,NA,0,NA
"2B/OF","Mike Freeman",2200,"SEA@@OAK",0,"Sea",NA,3.5,NA,5.2,2
"2B/SS","Grant Green",2100,"WAS@@NYM",0,"Was",NA,0,NA,0,NA
"2B/SS","Cliff Pennington",2100,"LAA@TOR",0,"LAA",3.49,3.8,0,4.8,0
"C","Luis Torrens",2100,"SD@MIA",0,"SD",3.75,4.9,0,0.9,0
"OF","Jaff Decker",2100,"OAK@SEA",0,"Oak",4.99,7.4,0,7,0
"C","Rene Rivera",2100,"NYM@WAS",0,"NYM",NA,0,1.17,1.5,NA
