"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg","Actual","Projection_reg_split"
"QB","Derek Carr (7809649)","Derek Carr",7809649,6100,"Car@Oak 04:25PM ET","Oak","Derek","Carr","Car",20.18,19.3,0,0,1,19.3561079347142,22.3,19.3561079347142
"RB","Spencer Ware (7809751)","Spencer Ware",7809751,6100,"KC@Den 08:30PM ET","KC","Spencer","Ware","Den",14.37,18.8,7,0.0777777777777778,1,16.5679774609057,11.6,16.5679774609057
"WR","Brandon Marshall (7809894)","Brandon Marshall",7809894,6100,"NE@NYJ 04:25PM ET","NYJ","Brandon","Marshall","NE",15,16.3,1,0.272206303724928,1,15.4637117992093,18.7,15.4637117992093
"WR","Steve Smith Sr. (7809791)","Steve Smith",7809791,6000,"Cin@Bal 01:00PM ET","Bal","Steve","Smith","Cin",13.97,13,3,0.155875299760192,1,13.2009525039913,6,13.2009525039913
"WR","Tyrell Williams (7809859)","Tyrell Williams",7809859,6000,"SD@Hou 01:00PM ET","SD","Tyrell","Williams","Hou",14.18,10.4,1,0.179624664879357,1,11.8599704152169,21,11.8599704152169
"QB","Tyrod Taylor (7809603)","Tyrod Taylor",7809603,5900,"Jax@Buf 01:00PM ET","Buf","Tyrod","Taylor","Jax",18.18,15.9,0,0,1,16.6187611649438,20.4,16.6187611649438
"WR","Jarvis Landry (7809843)","Jarvis Landry",7809843,5900,"SF@Mia 01:00PM ET","Mia","Jarvis","Landry","SF",17.32,14.3,1,0.282392026578073,1,15.3657062193314,8.7,15.3657062193314
"RB","LeGarrette Blount (7809762)","LeGarrette Blount",7809762,5900,"NE@NYJ 04:25PM ET","NE","LeGarrette","Blount","NYJ",11.37,8.4,8,0.0174418604651163,1,9.54327670162314,6.7,9.54327670162314
"WR","Rishard Matthews (7809773)","Rishard Matthews",7809773,5800,"Ten@Chi 01:00PM ET","Ten","Rishard","Matthews","Chi",12.94,14.1,3,0.177111716621253,1,13.3612488050673,15.4,13.3612488050673
"RB","Lamar Miller (7809723)","Lamar Miller",7809723,5800,"SD@Hou 01:00PM ET","Hou","Lamar","Miller","SD",16.09,12.7,5,0.087431693989071,1,13.9526289326908,9.5,13.9526289326908
"TE","Greg Olsen (7809977)","Greg Olsen",7809977,5800,"Car@Oak 04:25PM ET","Car","Greg","Olsen","Oak",16.82,17.3,1,0.230978260869565,1,16.801543173646,8.5,16.801543173646
"RB","Todd Gurley (7809714)","Todd Gurley",7809714,5700,"LA@NO 01:00PM ET","LA","Todd","Gurley","NO",15.23,12.4,5,0.106936416184971,1,13.4154767768926,12.9,13.4154767768926
"QB","Colin Kaepernick (7809631)","Colin Kaepernick",7809631,5700,"SF@Mia 01:00PM ET","SF","Colin","Kaepernick","Mia",18.93,17.6,0,0,1,17.8793113464315,37.1,17.8793113464315
"RB","Thomas Rawls (7809735)","Thomas Rawls",7809735,5700,"Sea@TB 04:05PM ET","Sea","Thomas","Rawls","TB",13.73,11.6,8,0.0315457413249211,0,12.3261819935453,3.8,12.3261819935453
"QB","Blake Bortles (7809605)","Blake Bortles",7809605,5600,"Jax@Buf 01:00PM ET","Jax","Blake","Bortles","Buf",18.46,16.7,0,0,1,17.1804147157114,21.1,17.1804147157114
"TE","Tyler Eifert (7809925)","Tyler Eifert",7809925,5600,"Cin@Bal 01:00PM ET","Cin","Tyler","Eifert","Bal",14.9,14.5,6,0.0681198910081744,0,14.4292125011846,17.8,14.4292125011846
"RB","Rashad Jennings (7809697)","Rashad Jennings",7809697,5600,"NYG@Cle 01:00PM ET","NYG","Rashad","Jennings","Cle",14.39,20,5,0.0654911838790932,1,17.2374606616213,7.9,17.2374606616213
"WR","Terrelle Pryor Sr. (7809819)","Terrelle Pryor",7809819,5600,"NYG@Cle 01:00PM ET","Cle","Terrelle","Pryor","NYG",14.26,14.7,1,0.255,1,14.2625559912278,22.1,14.2625559912278
"RB","Devontae Booker (7809756)","Devontae Booker",7809756,5600,"KC@Den 08:30PM ET","Den","Devontae","Booker","KC",13.67,14.2,5,0.0718390804597701,1,13.7320380043582,11.1,13.7320380043582
"WR","Sterling Shepard (7809822)","Sterling Shepard",7809822,5500,"NYG@Cle 01:00PM ET","NYG","Sterling","Shepard","Cle",13.03,12.8,2,0.183879093198992,1,12.6842703684762,2.2,12.6842703684762
"QB","Ryan Tannehill (7809633)","Ryan Tannehill",7809633,5500,"SF@Mia 01:00PM ET","Mia","Ryan","Tannehill","SF",17.35,16.4,0,0,1,16.5351393565158,26.8,16.5351393565158
"RB","Latavius Murray (7809744)","Latavius Murray",7809744,5500,"Car@Oak 04:25PM ET","Oak","Latavius","Murray","Car",13.15,10.8,5,0.0763546798029557,1,11.6347805987007,17.8,11.6347805987007
"RB","Matt Forte (7809758)","Matt Forte",7809758,5500,"NE@NYJ 04:25PM ET","NYJ","Matt","Forte","NE",15.19,12.9,5,0.0974212034383954,1,13.6735242912006,8,13.6735242912006
"QB","Andy Dalton (7809609)","Andy Dalton",7809609,5400,"Cin@Bal 01:00PM ET","Cin","Andy","Dalton","Bal",17.99,17.5,0,0,1,17.4176986562868,14.7,17.4176986562868
"RB","Tim Hightower (7809705)","Tim Hightower",7809705,5400,"LA@NO 01:00PM ET","NO","Tim","Hightower","LA",11.81,9.4,8,0.0401891252955083,1,10.2842679933058,18.5,10.2842679933058
"WR","Kenny Britt (7809827)","Kenny Britt",7809827,5400,"LA@NO 01:00PM ET","LA","Kenny","Britt","NO",14.7,11.5,1,0.219653179190751,1,12.6906305773571,16.2,12.6906305773571
"QB","Jameis Winston (7809644)","Jameis Winston",7809644,5400,"Sea@TB 04:05PM ET","TB","Jameis","Winston","Sea",16.89,16.2,0,0,1,16.2260537715238,17,16.2260537715238
"RB","Jordan Howard (7809670)","Jordan Howard",7809670,5300,"Ten@Chi 01:00PM ET","Chi","Jordan","Howard","Ten",13.42,12.4,6,0.0980392156862745,1,12.632664784295,15.7,12.632664784295
"QB","Joe Flacco (7809608)","Joe Flacco",7809608,5300,"Cin@Bal 01:00PM ET","Bal","Joe","Flacco","Cin",17.4,15.5,0,0,1,16.0611389888624,14.3,16.0611389888624
"WR","Mike Wallace (7809794)","Mike Wallace",7809794,5300,"Cin@Bal 01:00PM ET","Bal","Mike","Wallace","Cin",12.79,10.2,1,0.206235011990408,1,11.1486665135864,8.6,11.1486665135864
"QB","Carson Palmer (7809613)","Carson Palmer",7809613,5300,"Ari@Atl 01:00PM ET","Ari","Carson","Palmer","Atl",18.81,20.2,0,0,1,19.259217788429,18.6,19.259217788429
"TE","Jimmy Graham (7809969)","Jimmy Graham",7809969,5300,"Sea@TB 04:05PM ET","Sea","Jimmy","Graham","TB",15.3,12.1,2,0.205047318611987,1,13.2805429377329,11.7,13.2805429377329
"QB","Jay Cutler (7809599)","Jay Cutler",7809599,5200,"Ten@Chi 01:00PM ET","Chi","Jay","Cutler","Ten",0,0,0,0,1,0,0,0
"RB","Derrick Henry (7809669)","Derrick Henry",7809669,5200,"Ten@Chi 01:00PM ET","Ten","Derrick","Henry","Chi",5.07,5.5,9,0.0299727520435967,0,5.22155806026795,12,5.22155806026795
"QB","Jared Goff (7809629)","Jared Goff",7809629,5200,"LA@NO 01:00PM ET","LA","Jared","Goff","NO",14.8,14.5,0,0,1,14.3859632198257,18.6,14.3859632198257
"WR","Willie Snead (7809831)","Willie Snead",7809831,5200,"LA@NO 01:00PM ET","NO","Willie","Snead","LA",13.53,13.9,3,0.153664302600473,1,13.5062806743447,14.8,13.5062806743447
"QB","Brock Osweiler (7809638)","Brock Osweiler",7809638,5100,"SD@Hou 01:00PM ET","Hou","Brock","Osweiler","SD",14.57,16.3,14,0.00273224043715847,1,15.2777398893657,15.1,15.2777398893657
"WR","Will Fuller (7809861)","Will Fuller",7809861,5100,"SD@Hou 01:00PM ET","Hou","Will","Fuller","SD",10.26,10.5,2,0.150273224043716,0,10.2196680313151,10,10.2196680313151
"RB","C.J. Prosise (7809736)","C.J. Prosise",7809736,5100,"Sea@TB 04:05PM ET","Sea","C.J.","Prosise","TB",0,0,6,0.0630914826498423,1,0,0,0
"QB","Trevor Siemian (7809655)","Trevor Siemian",7809655,5100,"KC@Den 08:30PM ET","Den","Trevor","Siemian","KC",13.86,14.7,0,0,1,14.0895588657918,32,14.0895588657918
"QB","Ryan Fitzpatrick (7809658)","Ryan Fitzpatrick",7809658,5100,"NE@NYJ 04:25PM ET","NYJ","Ryan","Fitzpatrick","NE",15.92,14.3,0,0,1,14.7602162803056,17.9,14.7602162803056
"QB","Matt Cassel (7809598)","Matt Cassel",7809598,5000,"Ten@Chi 01:00PM ET","Ten","Matt","Cassel","Chi",0,0,0,0,1,0,0,0
"QB","Matt Barkley (7809600)","Matt Barkley",7809600,5000,"Ten@Chi 01:00PM ET","Chi","Matt","Barkley","Ten",11.78,13.8,0,0,1,12.6943488051921,25.6,12.6943488051921
"QB","Chad Henne (7809602)","Chad Henne",7809602,5000,"Jax@Buf 01:00PM ET","Jax","Chad","Henne","Buf",0,0,0,0,1,0,0,0
"QB","EJ Manuel (7809604)","EJ Manuel",7809604,5000,"Jax@Buf 01:00PM ET","Buf","EJ","Manuel","Jax",0,0,0,0,1,0,0,0
"QB","Brandon Allen (7809606)","Brandon Allen",7809606,5000,"Jax@Buf 01:00PM ET","Jax","Brandon","Allen","Buf",0,0,0,0,1,0,0,0
"QB","Cardale Jones (7809607)","Cardale Jones",7809607,5000,"Jax@Buf 01:00PM ET","Buf","Cardale","Jones","Jax",0,0,0,0,1,0,0,0
"WR","Sammy Watkins (7809788)","Sammy Watkins",7809788,5000,"Jax@Buf 01:00PM ET","Buf","Sammy","Watkins","Jax",9.81,9.6,9,0.033112582781457,0,9.5294212568668,11,9.5294212568668
"QB","Ryan Mallett (7809610)","Ryan Mallett",7809610,5000,"Cin@Bal 01:00PM ET","Bal","Ryan","Mallett","Cin",0,0,0,0,1,0,0,0
"QB","AJ McCarron (7809611)","AJ McCarron",7809611,5000,"Cin@Bal 01:00PM ET","Cin","AJ","McCarron","Bal",0,0,0,0,1,0,0,0
"QB","Jeff Driskel (7809612)","Jeff Driskel",7809612,5000,"Cin@Bal 01:00PM ET","Cin","Jeff","Driskel","Bal",0,0,0,0,1,0,0,0
"QB","Drew Stanton (7809614)","Drew Stanton",7809614,5000,"Ari@Atl 01:00PM ET","Ari","Drew","Stanton","Atl",0,0,0,0,1,0,0,0
"QB","Matt Schaub (7809616)","Matt Schaub",7809616,5000,"Ari@Atl 01:00PM ET","Atl","Matt","Schaub","Ari",0,0,0,0,1,0,0,0
"QB","Josh McCown (7809617)","Josh McCown",7809617,5000,"NYG@Cle 01:00PM ET","Cle","Josh","McCown","NYG",16.1,15.2,0,0,1,15.3336899950847,17.9,15.3336899950847
"QB","Josh Johnson (7809619)","Josh Johnson",7809619,5000,"NYG@Cle 01:00PM ET","NYG","Josh","Johnson","Cle",0,0,0,0,1,0,0,0
"QB","Robert Griffin III (7809620)","Robert Griffin III",7809620,5000,"NYG@Cle 01:00PM ET","Cle","Robert","Griffin III","NYG",0,0,0,0,0,0,0,0
"QB","Ryan Nassib (7809621)","Ryan Nassib",7809621,5000,"NYG@Cle 01:00PM ET","NYG","Ryan","Nassib","Cle",0,0,0,0,1,0,0,0
"QB","Cody Kessler (7809622)","Cody Kessler",7809622,5000,"NYG@Cle 01:00PM ET","Cle","Cody","Kessler","NYG",0,0,0,0,1,0,0,0
"QB","Kevin Hogan (7809623)","Kevin Hogan",7809623,5000,"NYG@Cle 01:00PM ET","Cle","Kevin","Hogan","NYG",0,0,0,0,1,0,0,0
"QB","Joe Callahan (7809624)","Joe Callahan",7809624,5000,"NYG@Cle 01:00PM ET","Cle","Joe","Callahan","NYG",0,0,0,0,1,0,0,0
"QB","Luke McCown (7809626)","Luke McCown",7809626,5000,"LA@NO 01:00PM ET","NO","Luke","McCown","LA",0,0,0,0,1,0,0,0
"QB","Case Keenum (7809627)","Case Keenum",7809627,5000,"LA@NO 01:00PM ET","LA","Case","Keenum","NO",0,0,0,0,1,0,0,0
"QB","Sean Mannion (7809628)","Sean Mannion",7809628,5000,"LA@NO 01:00PM ET","LA","Sean","Mannion","NO",0,0,0,0,1,0,0,0
"RB","Mark Ingram (7809709)","Mark Ingram",7809709,5000,"LA@NO 01:00PM ET","NO","Mark","Ingram","LA",11.68,12,5,0.0803782505910166,1,11.6598495071674,32.7,11.6598495071674
"QB","Matt Moore (7809630)","Matt Moore",7809630,5000,"SF@Mia 01:00PM ET","Mia","Matt","Moore","SF",0,0,0,0,1,0,0,0
"QB","Christian Ponder (7809632)","Christian Ponder",7809632,5000,"SF@Mia 01:00PM ET","SF","Christian","Ponder","Mia",0,0,0,0,1,0,0,0
"QB","Blaine Gabbert (7809634)","Blaine Gabbert",7809634,5000,"SF@Mia 01:00PM ET","SF","Blaine","Gabbert","Mia",0,0,14,0.0032258064516129,1,0,0,0
"QB","Kellen Clemens (7809635)","Kellen Clemens",7809635,5000,"SD@Hou 01:00PM ET","SD","Kellen","Clemens","Hou",0,0,0,0,1,0,0,0
"QB","Brandon Weeden (7809637)","Brandon Weeden",7809637,5000,"SD@Hou 01:00PM ET","Hou","Brandon","Weeden","SD",0,0,0,0,1,0,0,0
"QB","Tom Savage (7809639)","Tom Savage",7809639,5000,"SD@Hou 01:00PM ET","Hou","Tom","Savage","SD",0,0,0,0,1,0,0,0
"QB","Mike Glennon (7809641)","Mike Glennon",7809641,5000,"Sea@TB 04:05PM ET","TB","Mike","Glennon","Sea",0,0,0,0,1,0,0,0
"QB","Ryan Griffin (7809642)","Ryan Griffin",7809642,5000,"Sea@TB 04:05PM ET","TB","Ryan","Griffin","Sea",0,0,4,0.128415300546448,1,0,0,0
"QB","Trevone Boykin (7809643)","Trevone Boykin",7809643,5000,"Sea@TB 04:05PM ET","Sea","Trevone","Boykin","TB",0,0,0,0,1,0,0,0
"QB","Derek Anderson (7809645)","Derek Anderson",7809645,5000,"Car@Oak 04:25PM ET","Car","Derek","Anderson","Oak",0,0,0,0,1,0,0,0
"QB","Joe Webb (7809646)","Joe Webb",7809646,5000,"Car@Oak 04:25PM ET","Car","Joe","Webb","Oak",0,0,10,0.00271739130434783,1,0,0,0
"QB","Matt McGloin (7809648)","Matt McGloin",7809648,5000,"Car@Oak 04:25PM ET","Oak","Matt","McGloin","Car",0,0,0,0,1,0,0,0
"QB","Connor Cook (7809650)","Connor Cook",7809650,5000,"Car@Oak 04:25PM ET","Oak","Connor","Cook","Car",0,0,0,0,1,0,0,0
"RB","Jonathan Stewart (7809741)","Jonathan Stewart",7809741,5000,"Car@Oak 04:25PM ET","Car","Jonathan","Stewart","Oak",14.62,12.5,8,0.0326086956521739,1,13.2067256059731,21.6,13.2067256059731
"QB","Alex Smith (7809651)","Alex Smith",7809651,5000,"KC@Den 08:30PM ET","KC","Alex","Smith","Den",14.76,15.5,15,0.00277777777777778,1,14.9193579609852,15,14.9193579609852
"QB","Austin Davis (7809652)","Austin Davis",7809652,5000,"KC@Den 08:30PM ET","Den","Austin","Davis","KC",0,0,0,0,1,0,0,0
"QB","Nick Foles (7809653)","Nick Foles",7809653,5000,"KC@Den 08:30PM ET","KC","Nick","Foles","Den",0,0,0,0,1,0,0,0
"QB","Tyler Bray (7809654)","Tyler Bray",7809654,5000,"KC@Den 08:30PM ET","KC","Tyler","Bray","Den",0,0,0,0,1,0,0,0
"QB","Paxton Lynch (7809656)","Paxton Lynch",7809656,5000,"KC@Den 08:30PM ET","Den","Paxton","Lynch","KC",0,0,0,0,1,0,0,0
"RB","Charcandrick West (7809757)","Charcandrick West",7809757,5000,"KC@Den 08:30PM ET","KC","Charcandrick","West","Den",5.26,6.7,6,0.0805555555555556,0,5.96456503929383,0.8,5.96456503929383
"WR","Jeremy Maclin (7809884)","Jeremy Maclin",7809884,5000,"KC@Den 08:30PM ET","KC","Jeremy","Maclin","Den",0,0,2,0.155555555555556,1,0,0,0
"QB","Bryce Petty (7809659)","Bryce Petty",7809659,5000,"NE@NYJ 04:25PM ET","NYJ","Bryce","Petty","NE",0,0,0,0,1,0,0,0
"QB","Jimmy Garoppolo (7809660)","Jimmy Garoppolo",7809660,5000,"NE@NYJ 04:25PM ET","NE","Jimmy","Garoppolo","NYJ",0,0,12,0.00290697674418605,1,0,0,0
"QB","Christian Hackenberg (7809661)","Christian Hackenberg",7809661,5000,"NE@NYJ 04:25PM ET","NYJ","Christian","Hackenberg","NE",0,0,0,0,1,0,0,0
"TE","Delanie Walker (7809906)","Delanie Walker",7809906,4900,"Ten@Chi 01:00PM ET","Ten","Delanie","Walker","Chi",14.08,11.7,2,0.190735694822888,1,12.5326239236721,14,12.5326239236721
"WR","Travis Benjamin (7809852)","Travis Benjamin",7809852,4900,"SD@Hou 01:00PM ET","SD","Travis","Benjamin","Hou",10.52,9.1,3,0.163538873994638,1,9.561143927664,1.8,9.561143927664
"RB","Doug Martin (7809731)","Doug Martin",7809731,4900,"Sea@TB 04:05PM ET","TB","Doug","Martin","Sea",12.48,13.2,9,0.0278481012658228,1,12.6666771024831,10,12.6666771024831
"RB","Carlos Hyde (7809717)","Carlos Hyde",7809717,4800,"SF@Mia 01:00PM ET","SF","Carlos","Hyde","Mia",14.87,14.2,6,0.0580645161290323,1,8,20.5,14.251029380666
"WR","Tyreek Hill (7809893)","Tyreek Hill",7809893,4800,"KC@Den 08:30PM ET","KC","Tyreek","Hill","Den",9.73,12.3,4,0.125,1,10.9816968567782,32.5,10.9816968567782
"WR","Cameron Meredith (7809775)","Cameron Meredith",7809775,4700,"Ten@Chi 01:00PM ET","Chi","Cameron","Meredith","Ten",11.46,10.7,3,0.145658263305322,0,10.8487982983635,3.9,10.8487982983635
"RB","Tevin Coleman (7809696)","Tevin Coleman",7809696,4700,"Ari@Atl 01:00PM ET","Atl","Tevin","Coleman","Ari",9.34,9.8,5,0.0681818181818182,1,9.43628852522021,9.3,9.43628852522021
"WR","DeVante Parker (7809845)","DeVante Parker",7809845,4700,"SF@Mia 01:00PM ET","Mia","DeVante","Parker","SF",12.35,11.8,2,0.192691029900332,1,11.839480801532,9.4,11.839480801532
"WR","Chris Hogan (7809899)","Chris Hogan",7809899,4700,"NE@NYJ 04:25PM ET","NE","Chris","Hogan","NYJ",10.63,6.3,5,0.101744186046512,1,8.06677366678998,11,8.06677366678998
"RB","Mike Gillislee (7809675)","Mike Gillislee",7809675,4600,"Jax@Buf 01:00PM ET","Buf","Mike","Gillislee","Jax",0,0,8,0.0364238410596026,1,0,0,0
"WR","Brandon LaFell (7809793)","Brandon LaFell",7809793,4600,"Cin@Bal 01:00PM ET","Cin","Brandon","LaFell","Bal",12.19,11.5,2,0.155313351498638,1,11.6050736152466,6.8,11.6050736152466
"RB","Bilal Powell (7809761)","Bilal Powell",7809761,4600,"NE@NYJ 04:25PM ET","NYJ","Bilal","Powell","NE",7.49,8.8,3,0.134670487106017,1,8.08548236637584,5.3,8.08548236637584
"RB","Jacquizz Rodgers (7809733)","Jacquizz Rodgers",7809733,4500,"Sea@TB 04:05PM ET","TB","Jacquizz","Rodgers","Sea",0,0,8,0.0329113924050633,0,0,0,0
"TE","Martellus Bennett (7809991)","Martellus Bennett",7809991,4500,"NE@NYJ 04:25PM ET","NE","Martellus","Bennett","NYJ",10.52,6.4,3,0.159883720930233,1,8.07426890266542,5.6,8.07426890266542
"WR","Robert Woods (7809786)","Robert Woods",7809786,4400,"Jax@Buf 01:00PM ET","Buf","Robert","Woods","Jax",0,0,1,0.211920529801325,1,0,0,0
"RB","James White (7809765)","James White",7809765,4400,"NE@NYJ 04:25PM ET","NE","James","White","NYJ",7.43,9.2,2,0.171511627906977,1,8.27981057904172,6.2,8.27981057904172
"WR","Michael Floyd (7809807)","Michael Floyd",7809807,4300,"Ari@Atl 01:00PM ET","Ari","Michael","Floyd","Atl",7.53,12.3,4,0.132387706855792,0,10.0302126668806,5.1,10.0302126668806
"WR","Mohamed Sanu (7809809)","Mohamed Sanu",7809809,4300,"Ari@Atl 01:00PM ET","Atl","Mohamed","Sanu","Ari",11.62,11.7,2,0.178977272727273,1,11.4686916022411,15,11.4686916022411
"RB","Alfred Blue (7809724)","Alfred Blue",7809724,4300,"SD@Hou 01:00PM ET","Hou","Alfred","Blue","SD",2.37,0,11,0.0109289617486339,0,1.02500796820791,0,1.02500796820791
"RB","Chris Ivory (7809673)","Chris Ivory",7809673,4200,"Jax@Buf 01:00PM ET","Jax","Chris","Ivory","Buf",10.67,5.8,7,0.0468384074941452,1,7.80872615248199,12.5,7.80872615248199
"WR","J.J. Nelson (7809811)","J.J. Nelson",7809811,4200,"Ari@Atl 01:00PM ET","Ari","J.J.","Nelson","Atl",7.38,10.9,5,0.0898345153664303,0,9.19436650965763,5,9.19436650965763
"WR","Corey Coleman (7809824)","Corey Coleman",7809824,4200,"NYG@Cle 01:00PM ET","Cle","Corey","Coleman","NYG",12.67,12.6,5,0.0925,0,12.4184340648433,12.8,12.4184340648433
