"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg","Actual","Projection_reg_split"
"WR","Keith Mumphery (7809853)","Keith Mumphery",7809853,3000,"SD@Hou 01:00PM ET","Hou","Keith","Mumphery","SD",2.88,0,12,0.00546448087431694,0,1.24557930313873,0,1.24557930313873
"WR","Geremy Davis (7809854)","Geremy Davis",7809854,3000,"SD@Hou 01:00PM ET","SD","Geremy","Davis","Hou",0,0,0,0,0,0,0,0
"WR","Isaiah Burse (7809856)","Isaiah Burse",7809856,3000,"SD@Hou 01:00PM ET","SD","Isaiah","Burse","Hou",0,0,14,0.00268096514745308,0,0,0,0
"WR","Braxton Miller (7809857)","Braxton Miller",7809857,3000,"SD@Hou 01:00PM ET","Hou","Braxton","Miller","SD",8.63,5.9,7,0.0628415300546448,0,6.98151025812904,2.3,6.98151025812904
"WR","Jeremy Butler (7809858)","Jeremy Butler",7809858,3000,"SD@Hou 01:00PM ET","SD","Jeremy","Butler","Hou",0,1.3,14,0.00268096514745308,0,0.715902789814131,1.6,0.715902789814131
"WR","Jaelen Strong (7809860)","Jaelen Strong",7809860,3000,"SD@Hou 01:00PM ET","Hou","Jaelen","Strong","SD",0,0,6,0.0655737704918033,0,0,0,0
"RB","Will Tukuafu (7809732)","Will Tukuafu",7809732,3000,"Sea@TB 04:05PM ET","Sea","Will","Tukuafu","TB",0,0,14,0.00315457413249211,0,0,0,0
"RB","Mike James (7809734)","Mike James",7809734,3000,"Sea@TB 04:05PM ET","TB","Mike","James","Sea",0,1.4,12,0.0126582278481013,0,0.770972235184448,0,0.770972235184448
"RB","Troymaine Pope (7809737)","Troymaine Pope",7809737,3000,"Sea@TB 04:05PM ET","Sea","Troymaine","Pope","TB",0,0,0,0,0,0,0,0
"RB","Alex Collins (7809738)","Alex Collins",7809738,3000,"Sea@TB 04:05PM ET","Sea","Alex","Collins","TB",6.41,4.4,9,0.00946372239747634,0,5.19533453140483,0,5.19533453140483
"WR","Jermaine Kearse (7809863)","Jermaine Kearse",7809863,3000,"Sea@TB 04:05PM ET","Sea","Jermaine","Kearse","TB",8.26,9.9,3,0.167192429022082,0,9.02426573191351,2.8,9.02426573191351
"WR","Cecil Shorts III (7809865)","Cecil Shorts III",7809865,3000,"Sea@TB 04:05PM ET","TB","Cecil","Shorts III","Sea",0,0,0,0,0,0,0,0
"WR","Paul Richardson (7809866)","Paul Richardson",7809866,3000,"Sea@TB 04:05PM ET","Sea","Paul","Richardson","TB",4.54,4.9,5,0.0694006309148265,0,4.66192019684343,2.7,4.66192019684343
"WR","Freddie Martino (7809867)","Freddie Martino",7809867,3000,"Sea@TB 04:05PM ET","TB","Freddie","Martino","Sea",0,0,13,0.010126582278481,0,0,0,0
"WR","Tanner McEvoy (7809870)","Tanner McEvoy",7809870,3000,"Sea@TB 04:05PM ET","Sea","Tanner","McEvoy","TB",0,0,9,0.00946372239747634,0,0,0,0
"RB","Mike Tolbert (7809740)","Mike Tolbert",7809740,3000,"Car@Oak 04:25PM ET","Car","Mike","Tolbert","Oak",0,2,9,0.0244565217391304,0,1.10138890740635,3.4,1.10138890740635
"RB","Fozzy Whittaker (7809742)","Fozzy Whittaker",7809742,3000,"Car@Oak 04:25PM ET","Car","Fozzy","Whittaker","Oak",5.8,3.8,6,0.078804347826087,0,4.60109724289313,1.4,4.60109724289313
"RB","Taiwan Jones (7809743)","Taiwan Jones",7809743,3000,"Car@Oak 04:25PM ET","Oak","Taiwan","Jones","Car",0,0,12,0.00492610837438424,0,0,2.5,0
"RB","Jamize Olawale (7809745)","Jamize Olawale",7809745,3000,"Car@Oak 04:25PM ET","Oak","Jamize","Olawale","Car",8.42,1.3,9,0.0221674876847291,0,4.35749228024056,1.8,4.35749228024056
"WR","Brenton Bersin (7809874)","Brenton Bersin",7809874,3000,"Car@Oak 04:25PM ET","Car","Brenton","Bersin","Oak",0,0,10,0.00271739130434783,0,0,0,0
"WR","Andre Holmes (7809875)","Andre Holmes",7809875,3000,"Car@Oak 04:25PM ET","Oak","Andre","Holmes","Car",2.99,4.7,8,0.0369458128078818,0,3.88141744503855,0,3.88141744503855
"WR","Corey Brown (7809876)","Corey Brown",7809876,3000,"Car@Oak 04:25PM ET","Car","Corey","Brown","Oak",0,4.6,5,0.105978260869565,0,2.53319448703462,0,2.53319448703462
"WR","Seth Roberts (7809880)","Seth Roberts",7809880,3000,"Car@Oak 04:25PM ET","Oak","Seth","Roberts","Car",7.96,7.5,3,0.130541871921182,0,7.57285119894893,14.1,7.57285119894893
"WR","Johnny Holton (7809881)","Johnny Holton",7809881,3000,"Car@Oak 04:25PM ET","Oak","Johnny","Holton","Car",0,0,12,0.00492610837438424,0,0,4,0
"RB","Anthony Sherman (7809749)","Anthony Sherman",7809749,3000,"KC@Den 08:30PM ET","KC","Anthony","Sherman","Den",0,0,11,0.0111111111111111,0,0,0,0
"RB","Knile Davis (7809750)","Knile Davis",7809750,3000,"KC@Den 08:30PM ET","KC","Knile","Davis","Den",0,0,11,0.0111111111111111,0,0,0.6,0
"RB","Juwan Thompson (7809752)","Juwan Thompson",7809752,3000,"KC@Den 08:30PM ET","Den","Juwan","Thompson","KC",0,1.2,0,0,0,0.660833344443813,0,0.660833344443813
"RB","Bishop Sankey (7809754)","Bishop Sankey",7809754,3000,"KC@Den 08:30PM ET","KC","Bishop","Sankey","Den",0,0,0,0,0,0,0,0
"RB","Andy Janovich (7809755)","Andy Janovich",7809755,3000,"KC@Den 08:30PM ET","Den","Andy","Janovich","KC",0,0,9,0.0172413793103448,0,0,0.9,0
"WR","Jordan Norwood (7809882)","Jordan Norwood",7809882,3000,"KC@Den 08:30PM ET","Den","Jordan","Norwood","KC",3.55,4.9,3,0.0862068965517241,0,4.23375231138949,-1,4.23375231138949
"WR","Bennie Fowler (7809886)","Bennie Fowler",7809886,3000,"KC@Den 08:30PM ET","Den","Bennie","Fowler","KC",2.93,0,7,0.0459770114942529,0,1.26720394381822,14.6,1.26720394381822
"WR","Jordan Taylor (7809887)","Jordan Taylor",7809887,3000,"KC@Den 08:30PM ET","Den","Jordan","Taylor","KC",0,2.1,8,0.0316091954022989,0,1.15645835277667,7.6,1.15645835277667
"WR","De'Anthony Thomas (7809890)","De'Anthony Thomas",7809890,3000,"KC@Den 08:30PM ET","KC","De'Anthony","Thomas","Den",0,0,10,0.0138888888888889,0,0,1.4,0
"WR","Cody Latimer (7809891)","Cody Latimer",7809891,3000,"KC@Den 08:30PM ET","Den","Cody","Latimer","KC",0,0,10,0.014367816091954,0,0,0,0
"WR","Demarcus Robinson (7809892)","Demarcus Robinson",7809892,3000,"KC@Den 08:30PM ET","KC","Demarcus","Robinson","Den",0,0,0,0,0,0,0,0
"RB","C.J. Spiller (7809759)","C.J. Spiller",7809759,3000,"NE@NYJ 04:25PM ET","NYJ","C.J.","Spiller","NE",0,0,11,0.00286532951289398,0,0,0,0
"RB","James Develin (7809760)","James Develin",7809760,3000,"NE@NYJ 04:25PM ET","NE","James","Develin","NYJ",0,0,0,0,0,0,1.5,0
"RB","Brandon Bolden (7809763)","Brandon Bolden",7809763,3000,"NE@NYJ 04:25PM ET","NE","Brandon","Bolden","NYJ",0,0,10,0.0116279069767442,0,0,0,0
"RB","D.J. Foster (7809766)","D.J. Foster",7809766,3000,"NE@NYJ 04:25PM ET","NE","D.J.","Foster","NYJ",0,0,11,0.00581395348837209,0,0,0,0
"WR","Matthew Slater (7809895)","Matthew Slater",7809895,3000,"NE@NYJ 04:25PM ET","NE","Matthew","Slater","NYJ",0,0,12,0.00290697674418605,0,0,0,0
"WR","Charone Peake (7809900)","Charone Peake",7809900,3000,"NE@NYJ 04:25PM ET","NYJ","Charone","Peake","NE",2.22,2,7,0.0544412607449857,0,2.06152295357579,0,2.06152295357579
"WR","Devin Smith (7809901)","Devin Smith",7809901,3000,"NE@NYJ 04:25PM ET","NYJ","Devin","Smith","NE",0,0,0,0,0,0,0,0
"WR","Malcolm Mitchell (7809902)","Malcolm Mitchell",7809902,3000,"NE@NYJ 04:25PM ET","NE","Malcolm","Mitchell","NYJ",4.92,1.3,7,0.0552325581395349,0,2.84376743267613,21.2,2.84376743267613
"WR","Robby Anderson (7809903)","Robby Anderson",7809903,3000,"NE@NYJ 04:25PM ET","NYJ","Robby","Anderson","NE",6.71,8,4,0.106017191977077,0,7.30758240881322,4.4,7.30758240881322
"WR","Jalin Marshall (7809904)","Jalin Marshall",7809904,3000,"NE@NYJ 04:25PM ET","NYJ","Jalin","Marshall","NE",4.94,4.2,8,0.0487106017191977,0,4.44943120468714,2.6,4.44943120468714
"TE","Hunter Henry (7809967)","Hunter Henry",7809967,2900,"SD@Hou 01:00PM ET","SD","Hunter","Henry","Hou",5.92,4.9,6,0.0938337801608579,1,5.2587602795974,10,5.2587602795974
"TE","Jacob Tamme (7809931)","Jacob Tamme",7809931,2800,"Ari@Atl 01:00PM ET","Atl","Jacob","Tamme","Ari",0,0,4,0.0852272727272727,1,0,0,0
"TE","Austin Hooper (7809937)","Austin Hooper",7809937,2800,"Ari@Atl 01:00PM ET","Atl","Austin","Hooper","Ari",7.27,6.1,7,0.0596590909090909,1,6.50345892238749,2.8,6.50345892238749
"TE","Charles Clay (7809916)","Charles Clay",7809916,2700,"Jax@Buf 01:00PM ET","Buf","Charles","Clay","Jax",8.12,7.7,2,0.188741721854305,1,7.75218893986394,3.7,7.75218893986394
"TE","Garrett Celek (7809953)","Garrett Celek",7809953,2600,"SF@Mia 01:00PM ET","SF","Garrett","Celek","Mia",5.27,4,4,0.103225806451613,0,4.48201494243115,8.9,4.48201494243115
"TE","Virgil Green (7809983)","Virgil Green",7809983,2600,"KC@Den 08:30PM ET","Den","Virgil","Green","KC",7.15,5.4,4,0.0804597701149425,1,6.06607366716449,0,6.06607366716449
"TE","Anthony Fasano (7809905)","Anthony Fasano",7809905,2500,"Ten@Chi 01:00PM ET","Ten","Anthony","Fasano","Chi",2,0,7,0.0326975476839237,0,0.864985627179673,0,0.864985627179673
"TE","Logan Paulsen (7809908)","Logan Paulsen",7809908,2500,"Ten@Chi 01:00PM ET","Chi","Logan","Paulsen","Ten",6.76,4.8,9,0.0224089635854342,0,5.56698479764255,0,5.56698479764255
"TE","Patrick Scales (7809909)","Patrick Scales",7809909,2500,"Ten@Chi 01:00PM ET","Chi","Patrick","Scales","Ten",0,0,0,0,0,0,0,0
"TE","Beau Brinkley (7809910)","Beau Brinkley",7809910,2500,"Ten@Chi 01:00PM ET","Ten","Beau","Brinkley","Chi",0,0,0,0,0,0,0,0
"TE","Daniel Brown (7809911)","Daniel Brown",7809911,2500,"Ten@Chi 01:00PM ET","Chi","Daniel","Brown","Ten",0,0,0,0,0,0,11.4,0
"TE","Jace Amaro (7809912)","Jace Amaro",7809912,2500,"Ten@Chi 01:00PM ET","Ten","Jace","Amaro","Chi",0,0,11,0.0108991825613079,0,0,0,0
"TE","Phillip Supernaw (7809913)","Phillip Supernaw",7809913,2500,"Ten@Chi 01:00PM ET","Ten","Phillip","Supernaw","Chi",0,0,10,0.0163487738419619,0,0,0,0
"TE","Ben Braunecker (7809914)","Ben Braunecker",7809914,2500,"Ten@Chi 01:00PM ET","Chi","Ben","Braunecker","Ten",0,4,13,0.00280112044817927,0,2.20277781481271,2.4,2.20277781481271
"TE","Marcedes Lewis (7809915)","Marcedes Lewis",7809915,2500,"Jax@Buf 01:00PM ET","Jax","Marcedes","Lewis","Buf",0,0,6,0.0702576112412178,1,0,0,0
"TE","Gerald Christian (7809917)","Gerald Christian",7809917,2500,"Jax@Buf 01:00PM ET","Buf","Gerald","Christian","Jax",0,0,0,0,0,0,0,0
"TE","Neal Sterling (7809919)","Neal Sterling",7809919,2500,"Jax@Buf 01:00PM ET","Jax","Neal","Sterling","Buf",0,0,13,0.00468384074941452,0,0,3.6,0
"TE","Nick O'Leary (7809920)","Nick O'Leary",7809920,2500,"Jax@Buf 01:00PM ET","Buf","Nick","O'Leary","Jax",2.4,1.4,10,0.0264900662251656,0,1.80895498780006,0,1.80895498780006
"TE","Ben Koyack (7809921)","Ben Koyack",7809921,2500,"Jax@Buf 01:00PM ET","Jax","Ben","Koyack","Buf",4.44,3.4,8,0.0210772833723653,0,3.79262923492968,4.3,3.79262923492968
"TE","Clark Harris (7809922)","Clark Harris",7809922,2500,"Cin@Bal 01:00PM ET","Cin","Clark","Harris","Bal",0,0,0,0,0,0,0,0
"TE","Ryan Hewitt (7809924)","Ryan Hewitt",7809924,2500,"Cin@Bal 01:00PM ET","Cin","Ryan","Hewitt","Bal",0,0,0,0,0,0,1.5,0
"TE","Crockett Gillmore (7809926)","Crockett Gillmore",7809926,2500,"Cin@Bal 01:00PM ET","Bal","Crockett","Gillmore","Cin",0,3.3,8,0.0335731414868106,0,1.81729169722049,0,1.81729169722049
"TE","Tyler Kroft (7809927)","Tyler Kroft",7809927,2500,"Cin@Bal 01:00PM ET","Cin","Tyler","Kroft","Bal",3.84,1.4,8,0.0299727520435967,0,2.43174463936942,0,2.43174463936942
"TE","C.J. Uzomah (7809928)","C.J. Uzomah",7809928,2500,"Cin@Bal 01:00PM ET","Cin","C.J.","Uzomah","Bal",0,0,5,0.0790190735694823,1,0,0,0
"TE","Darren Waller (7809929)","Darren Waller",7809929,2500,"Cin@Bal 01:00PM ET","Bal","Darren","Waller","Cin",0,0,12,0.0119904076738609,0,0,3.4,0
"TE","Nick Boyle (7809930)","Nick Boyle",7809930,2500,"Cin@Bal 01:00PM ET","Bal","Nick","Boyle","Cin",0,0,0,0,0,0,0,0
"TE","Darren Fells (7809932)","Darren Fells",7809932,2500,"Ari@Atl 01:00PM ET","Ari","Darren","Fells","Atl",2.88,1.7,8,0.0354609929078014,0,2.18175987443413,0,2.18175987443413
"TE","Jermaine Gresham (7809933)","Jermaine Gresham",7809933,2500,"Ari@Atl 01:00PM ET","Ari","Jermaine","Gresham","Atl",4.44,5.3,6,0.0638297872340425,1,4.83894869696572,14.5,4.83894869696572
"TE","Levine Toilolo (7809934)","Levine Toilolo",7809934,2500,"Ari@Atl 01:00PM ET","Atl","Levine","Toilolo","Ari",5.72,1.6,10,0.0340909090909091,0,3.35497001965895,2.8,3.35497001965895
"TE","Joshua Perkins (7809935)","Joshua Perkins",7809935,2500,"Ari@Atl 01:00PM ET","Atl","Joshua","Perkins","Ari",0,0,0,0,0,0,0,0
"TE","Hakeem Valles (7809936)","Hakeem Valles",7809936,2500,"Ari@Atl 01:00PM ET","Ari","Hakeem","Valles","Atl",0,0,12,0.00472813238770686,0,0,0,0
"TE","Larry Donnell (7809939)","Larry Donnell",7809939,2500,"NYG@Cle 01:00PM ET","NYG","Larry","Donnell","Cle",0,0,7,0.052896725440806,0,0,0,0
"TE","Randall Telfer (7809941)","Randall Telfer",7809941,2500,"NYG@Cle 01:00PM ET","Cle","Randall","Telfer","NYG",0,0,10,0.0125,0,0,0,0
"TE","Seth DeValve (7809942)","Seth DeValve",7809942,2500,"NYG@Cle 01:00PM ET","Cle","Seth","DeValve","NYG",0,0,11,0.0075,0,0,6.9,0
"TE","Danny Vitale (7809943)","Danny Vitale",7809943,2500,"NYG@Cle 01:00PM ET","Cle","Danny","Vitale","NYG",0,0,0,0,0,0,0.6,0
"TE","Jerell Adams (7809944)","Jerell Adams",7809944,2500,"NYG@Cle 01:00PM ET","NYG","Jerell","Adams","Cle",3.49,3.3,11,0.0277078085642317,0,3.32669161664902,0,3.32669161664902
"TE","John Phillips (7809945)","John Phillips",7809945,2500,"LA@NO 01:00PM ET","NO","John","Phillips","LA",0,0,13,0.00236406619385343,0,0,0,0
"TE","Cory Harkey (7809948)","Cory Harkey",7809948,2500,"LA@NO 01:00PM ET","LA","Cory","Harkey","NO",0,0,0,0,0,0,0,0
"TE","Josh Hill (7809949)","Josh Hill",7809949,2500,"LA@NO 01:00PM ET","NO","Josh","Hill","LA",2.84,3.7,9,0.0307328605200946,0,3.26584906929689,13.4,3.26584906929689
"TE","Tyler Higbee (7809950)","Tyler Higbee",7809950,2500,"LA@NO 01:00PM ET","LA","Tyler","Higbee","NO",1.64,1.1,7,0.0491329479768786,0,1.31505211336083,0,1.31505211336083
"TE","Temarrick Hemingway (7809951)","Temarrick Hemingway",7809951,2500,"LA@NO 01:00PM ET","LA","Temarrick","Hemingway","NO",0,0,0,0,0,0,0,0
"TE","Kyle Nelson (7809952)","Kyle Nelson",7809952,2500,"SF@Mia 01:00PM ET","SF","Kyle","Nelson","Mia",0,0,0,0,0,0,0,0
"TE","MarQueis Gray (7809954)","MarQueis Gray",7809954,2500,"SF@Mia 01:00PM ET","Mia","MarQueis","Gray","SF",0,2.1,7,0.0398671096345515,0,1.15645835277667,3.2,1.15645835277667
"TE","Dion Sims (7809956)","Dion Sims",7809956,2500,"SF@Mia 01:00PM ET","Mia","Dion","Sims","SF",5.23,2.8,6,0.0564784053156146,0,3.80388188544374,15.3,3.80388188544374
"TE","Blake Bell (7809957)","Blake Bell",7809957,2500,"SF@Mia 01:00PM ET","SF","Blake","Bell","Mia",0,0,11,0.0161290322580645,0,0,0,0
"TE","Je'Ron Hamm (7809958)","Je'Ron Hamm",7809958,2500,"SF@Mia 01:00PM ET","SF","Je'Ron","Hamm","Mia",0,0,0,0,0,0,0,0
"TE","Dominique Jones (7809959)","Dominique Jones",7809959,2500,"SF@Mia 01:00PM ET","Mia","Dominique","Jones","SF",0,2.5,8,0.0365448504983389,0,1.37673613425794,0,1.37673613425794
"TE","Thomas Duarte (7809960)","Thomas Duarte",7809960,2500,"SF@Mia 01:00PM ET","Mia","Thomas","Duarte","SF",0,0,0,0,0,0,0,0
"TE","Sean McGrath (7809962)","Sean McGrath",7809962,2500,"SD@Hou 01:00PM ET","SD","Sean","McGrath","Hou",0,0,13,0.00536193029490617,0,0,0,0
"TE","Ryan Griffin (7809963)","Ryan Griffin",7809963,2500,"SD@Hou 01:00PM ET","Hou","Ryan","Griffin","SD",5.24,3.6,4,0.128415300546448,1,4.24876237654218,7.6,4.24876237654218
"TE","Asante Cleveland (7809965)","Asante Cleveland",7809965,2500,"SD@Hou 01:00PM ET","SD","Asante","Cleveland","Hou",0,0,0,0,0,0,0,0
"TE","Stephen Anderson (7809966)","Stephen Anderson",7809966,2500,"SD@Hou 01:00PM ET","Hou","Stephen","Anderson","SD",3.06,3.3,8,0.0327868852459016,0,3.14071970680539,1.8,3.14071970680539
"TE","Brandon Myers (7809968)","Brandon Myers",7809968,2500,"Sea@TB 04:05PM ET","TB","Brandon","Myers","Sea",0,0,10,0.020253164556962,0,0,0,0
"TE","Andrew DePaola (7809970)","Andrew DePaola",7809970,2500,"Sea@TB 04:05PM ET","TB","Andrew","DePaola","Sea",0,0,0,0,0,0,0,0
"TE","Luke Stocker (7809971)","Luke Stocker",7809971,2500,"Sea@TB 04:05PM ET","TB","Luke","Stocker","Sea",1.29,0,13,0.010126582278481,0,0.557915729530889,1.3,0.557915729530889
"TE","Luke Willson (7809972)","Luke Willson",7809972,2500,"Sea@TB 04:05PM ET","Sea","Luke","Willson","TB",2.53,0,7,0.0378548895899054,0,1.09420681838229,2.1,1.09420681838229
"TE","Brandon Williams (7809973)","Brandon Williams",7809973,2500,"Sea@TB 04:05PM ET","Sea","Brandon","Williams","TB",0,0,11,0.00630914826498423,0,0,0,0
"TE","Nick Vannett (7809975)","Nick Vannett",7809975,2500,"Sea@TB 04:05PM ET","Sea","Nick","Vannett","TB",0,0,11,0.00630914826498423,0,0,0,0
"TE","Alan Cross (7809976)","Alan Cross",7809976,2500,"Sea@TB 04:05PM ET","TB","Alan","Cross","Sea",0,0,13,0.010126582278481,0,0,2,0
"TE","Ed Dickson (7809978)","Ed Dickson",7809978,2500,"Car@Oak 04:25PM ET","Car","Ed","Dickson","Oak",3.8,1.5,7,0.0407608695652174,0,2.46951437219615,0,2.46951437219615
"TE","Mychal Rivera (7809979)","Mychal Rivera",7809979,2500,"Car@Oak 04:25PM ET","Oak","Mychal","Rivera","Car",0,1.9,10,0.0197044334975369,0,1.04631946203604,3.3,1.04631946203604
"TE","Clive Walford (7809980)","Clive Walford",7809980,2500,"Car@Oak 04:25PM ET","Oak","Clive","Walford","Car",6.87,5.4,4,0.0862068965517241,0,5.94497567935934,13.3,5.94497567935934
"TE","Chris Manhertz (7809981)","Chris Manhertz",7809981,2500,"Car@Oak 04:25PM ET","Car","Chris","Manhertz","Oak",0,0,0,0,0,0,0,0
"TE","Ryan O'Malley (7809982)","Ryan O'Malley",7809982,2500,"Car@Oak 04:25PM ET","Oak","Ryan","O'Malley","Car",0,0,0,0,0,0,0,0
"TE","James Winchester (7809985)","James Winchester",7809985,2500,"KC@Den 08:30PM ET","KC","James","Winchester","Den",0,0,0,0,0,0,0,0
"TE","A.J. Derby (7809986)","A.J. Derby",7809986,2500,"KC@Den 08:30PM ET","Den","A.J.","Derby","KC",0,3.6,11,0.0114942528735632,0,1.98250003333144,8.3,1.98250003333144
"TE","James O'Shaughnessy (7809987)","James O'Shaughnessy",7809987,2500,"KC@Den 08:30PM ET","KC","James","O'Shaughnessy","Den",0,0,14,0.00555555555555556,0,0,0.9,0
"TE","Jeff Heuerman (7809988)","Jeff Heuerman",7809988,2500,"KC@Den 08:30PM ET","Den","Jeff","Heuerman","KC",1.63,0,13,0.00862068965517241,0,0.704963286151434,0,0.704963286151434
"TE","Ross Travis (7809989)","Ross Travis",7809989,2500,"KC@Den 08:30PM ET","KC","Ross","Travis","Den",0,0,9,0.0166666666666667,0,0,0,0
"TE","Demetrius Harris (7809990)","Demetrius Harris",7809990,2500,"KC@Den 08:30PM ET","KC","Demetrius","Harris","Den",1.79,1.1,8,0.0527777777777778,0,1.3799260353993,2,1.3799260353993
"TE","Matt Lengel (7809993)","Matt Lengel",7809993,2500,"NE@NYJ 04:25PM ET","NE","Matt","Lengel","NYJ",0,0,0,0,0,0,0,0
"TE","Brandon Bostick (7809994)","Brandon Bostick",7809994,2500,"NE@NYJ 04:25PM ET","NYJ","Brandon","Bostick","NE",0,0,9,0.0114613180515759,0,0,3.4,0
"TE","Eric Tomlinson (7809995)","Eric Tomlinson",7809995,2500,"NE@NYJ 04:25PM ET","NYJ","Eric","Tomlinson","NE",0,0,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins (7809996)","Austin Seferian-Jenkins",7809996,2500,"NE@NYJ 04:25PM ET","NYJ","Austin","Seferian-Jenkins","NE",4.77,1.5,10,0.00573065902578797,0,2.88903240137829,1.9,2.88903240137829
