"Position","Name...ID","Name","ID","Salary","GameInfo","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"QB","Aaron Rodgers (9490540)","Aaron Rodgers",9490540,7300,"CIN@GB 04:25PM ET","GB","CIN",22.62,23,0,0,0,0,0,0
"QB","Drew Brees (9489948)","Drew Brees",9489948,7200,"NO@CAR 01:00PM ET","NO","CAR",17.45,20.8,0,0,0,0,0,0
"WR","Keenan Allen (9490614)","Keenan Allen",9490614,7200,"KC@LAC 04:25PM ET","LAC","KC",17.09,16.7,0,0,0,0,0,0
"QB","Matt Ryan (9490074)","Matt Ryan",9490074,7100,"ATL@DET 01:00PM ET","ATL","DET",19.02,19.9,0,0,0,0,0,0
"WR","Amari Cooper (9490644)","Amari Cooper",9490644,7100,"OAK@WAS 08:30PM ET","OAK","WAS",19.35,15.1,0,0,0,0,0,0
"RB","LeSean McCoy (9489887)","LeSean McCoy",9489887,7000,"DEN@BUF 01:00PM ET","BUF","DEN",20.56,15.9,0,0,0,0,0,0
"WR","Michael Thomas (9489961)","Michael Thomas",9489961,7000,"NO@CAR 01:00PM ET","NO","CAR",17.16,16.3,0,0,0,0,0,0
"WR","Golden Tate (9490123)","Golden Tate",9490123,6900,"ATL@DET 01:00PM ET","DET","ATL",15.59,12.9,0,0,0,0,0,0
"RB","Ty Montgomery (9490542)","Ty Montgomery",9490542,6900,"CIN@GB 04:25PM ET","GB","CIN",19.83,16.3,0,0,0,0,0,0
"TE","Rob Gronkowski (9490312)","Rob Gronkowski",9490312,6800,"HOU@NE 01:00PM ET","NE","HOU",15.54,15.3,0,0,0,0,0,0
"WR","Jarvis Landry (9490329)","Jarvis Landry",9490329,6800,"MIA@NYJ 01:00PM ET","MIA","NYJ",15.58,13.3,0,0,0,0,0,0
"QB","Derek Carr (9490633)","Derek Carr",9490633,6800,"OAK@WAS 08:30PM ET","OAK","WAS",20.51,19.1,0,0,0,0,0,0
"WR","Kelvin Benjamin (9489991)","Kelvin Benjamin",9489991,6700,"NO@CAR 01:00PM ET","CAR","NO",17.18,17.6,0,0,0,0,0,0
"RB","Devonta Freeman (9490076)","Devonta Freeman",9490076,6700,"ATL@DET 01:00PM ET","ATL","DET",16.65,16.1,0,0,0,0,0,0
"QB","Cam Newton (9489980)","Cam Newton",9489980,6600,"NO@CAR 01:00PM ET","CAR","NO",19.74,22.3,0,0,0,0,0,0
"WR","Tyreek Hill (9490582)","Tyreek Hill",9490582,6600,"KC@LAC 04:25PM ET","KC","LAC",15.54,15.7,0,0,0,0,0,0
"WR","Stefon Diggs (9490205)","Stefon Diggs",9490205,6500,"TB@MIN 01:00PM ET","MIN","TB",13.83,11.4,0,0,0,0,0,0
"WR","Doug Baldwin (9490486)","Doug Baldwin",9490486,6400,"SEA@TEN 04:05PM ET","SEA","TEN",16.61,15.1,0,0,0,0,0,0
"QB","Philip Rivers (9490603)","Philip Rivers",9490603,6400,"KC@LAC 04:25PM ET","LAC","KC",16.77,17.6,0,0,0,0,0,0
"WR","DeVante Parker (9490331)","DeVante Parker",9490331,6300,"MIA@NYJ 01:00PM ET","MIA","NYJ",14.27,11.2,0,0,0,0,0,0
"QB","Russell Wilson (9490472)","Russell Wilson",9490472,6300,"SEA@TEN 04:05PM ET","SEA","TEN",16.86,19.7,0,0,0,0,0,0
"QB","Ben Roethlisberger (9490044)","Ben Roethlisberger",9490044,6200,"PIT@CHI 01:00PM ET","PIT","CHI",19.37,17.9,0,0,0,0,0,0
"QB","Matthew Stafford (9490105)","Matthew Stafford",9490105,6200,"ATL@DET 01:00PM ET","DET","ATL",18.28,19.1,0,0,0,0,0,0
"WR","DeAndre Hopkins (9490273)","DeAndre Hopkins",9490273,6200,"HOU@NE 01:00PM ET","HOU","NE",15.78,15.1,0,0,0,0,0,0
"RB","Christian McCaffrey (9489983)","Christian McCaffrey",9489983,6100,"NO@CAR 01:00PM ET","CAR","NO",17.71,11.6,0,0,0,0,0,0
"WR","Chris Hogan (9490304)","Chris Hogan",9490304,6100,"HOU@NE 01:00PM ET","NE","HOU",11.67,9.1,0,0,0,0,0,0
"QB","Jay Cutler (9490319)","Jay Cutler",9490319,6100,"MIA@NYJ 01:00PM ET","MIA","NYJ",17.35,16.1,0,0,0,0,0,0
"QB","Kirk Cousins (9490661)","Kirk Cousins",9490661,6100,"OAK@WAS 08:30PM ET","WAS","OAK",19.21,23.6,0,0,0,0,0,0
"QB","Jameis Winston (9490226)","Jameis Winston",9490226,6000,"TB@MIN 01:00PM ET","TB","MIN",16.91,18.7,0,0,0,0,0,0
"QB","Marcus Mariota (9490443)","Marcus Mariota",9490443,6000,"SEA@TEN 04:05PM ET","TEN","SEA",17.28,18.9,0,0,0,0,0,0
"WR","Randall Cobb (9490554)","Randall Cobb",9490554,6000,"CIN@GB 04:25PM ET","GB","CIN",0,0,0,0,0,0,0,0
"TE","Travis Kelce (9490594)","Travis Kelce",9490594,6000,"KC@LAC 04:25PM ET","KC","LAC",15.25,13,0,0,0,0,0,0
"RB","Marshawn Lynch (9490636)","Marshawn Lynch",9490636,6000,"OAK@WAS 08:30PM ET","OAK","WAS",15.04,16.3,0,0,0,0,0,0
"WR","Demaryius Thomas (9489929)","Demaryius Thomas",9489929,5900,"DEN@BUF 01:00PM ET","DEN","BUF",15.77,17.8,0,0,0,0,0,0
"RB","Dalvin Cook (9490197)","Dalvin Cook",9490197,5900,"TB@MIN 01:00PM ET","MIN","TB",16.17,14.2,0,0,0,0,0,0
"QB","Carson Wentz (9490414)","Carson Wentz",9490414,5900,"NYG@PHI 01:00PM ET","PHI","NYG",18.8,18.7,0,0,0,0,0,0
"WR","Alshon Jeffery (9490424)","Alshon Jeffery",9490424,5900,"NYG@PHI 01:00PM ET","PHI","NYG",15.82,14.3,0,0,0,0,0,0
"QB","Alex Smith (9490571)","Alex Smith",9490571,5900,"KC@LAC 04:25PM ET","KC","LAC",17.72,16.8,0,0,0,0,0,0
"WR","Terrelle Pryor Sr. (9490671)","Terrelle Pryor",9490671,5900,"OAK@WAS 08:30PM ET","WAS","OAK",14.62,15.5,0,0,0,0,0,0
"RB","C.J. Anderson (9489919)","CJ Anderson",9489919,5800,"DEN@BUF 01:00PM ET","DEN","BUF",16.85,15.4,0,0,0,0,0,0
"WR","Emmanuel Sanders (9489931)","Emmanuel Sanders",9489931,5800,"DEN@BUF 01:00PM ET","DEN","BUF",15.4,15.5,0,0,0,0,0,0
"QB","Andrew Luck (9490168)","Andrew Luck",9490168,5800,"CLE@IND 01:00PM ET","IND","CLE",0,0,0,0,0,0,0,0
"WR","Martavis Bryant (9490057)","Martavis Bryant",9490057,5700,"PIT@CHI 01:00PM ET","PIT","CHI",13.31,14.6,0,0,0,0,0,0
"QB","Sam Bradford (9490195)","Sam Bradford",9490195,5700,"TB@MIN 01:00PM ET","MIN","TB",0,0,0,0,0,0,0,0
"WR","Adam Thielen (9490207)","Adam Thielen",9490207,5700,"TB@MIN 01:00PM ET","MIN","TB",13.94,11.7,0,0,0,0,0,0
"RB","Mike Gillislee (9490290)","Mike Gillislee",9490290,5700,"HOU@NE 01:00PM ET","NE","HOU",13.64,14,0,0,0,0,0,0
"RB","Tarik Cohen (9490013)","Tarik Cohen",9490013,5600,"PIT@CHI 01:00PM ET","CHI","PIT",13.38,14.2,0,0,0,0,0,0
"QB","Jimmy Garoppolo (9490289)","Jimmy Garoppolo",9490289,5600,"HOU@NE 01:00PM ET","NE","HOU",0,0,0,0,0,0,0,0
"WR","Davante Adams (9490556)","Davante Adams",9490556,5600,"CIN@GB 04:25PM ET","GB","CIN",15.66,12.2,0,0,0,0,0,0
"QB","Trevor Siemian (9489916)","Trevor Siemian",9489916,5500,"DEN@BUF 01:00PM ET","DEN","BUF",16.46,17.9,0,0,0,0,0,0
"RB","DeMarco Murray (9490445)","DeMarco Murray",9490445,5500,"SEA@TEN 04:05PM ET","TEN","SEA",10.89,9,0,0,0,0,0,0
"QB","Derek Anderson (9489981)","Derek Anderson",9489981,5400,"NO@CAR 01:00PM ET","CAR","NO",0,0,0,0,0,0,0,0
"RB","James White (9490292)","James White",9490292,5400,"HOU@NE 01:00PM ET","NE","HOU",11.86,10.1,0,0,0,0,0,0
"WR","Danny Amendola (9490306)","Danny Amendola",9490306,5400,"HOU@NE 01:00PM ET","NE","HOU",8.35,8,0,0,0,0,0,0
"TE","Jordan Reed (9490681)","Jordan Reed",9490681,5400,"OAK@WAS 08:30PM ET","WAS","OAK",15.84,16.9,0,0,0,0,0,0
"RB","Tevin Coleman (9490078)","Tevin Coleman",9490078,5300,"ATL@DET 01:00PM ET","ATL","DET",13.17,9.5,0,0,0,0,0,0
"QB","Eli Manning (9490380)","Eli Manning",9490380,5300,"NYG@PHI 01:00PM ET","NYG","PHI",15.81,17.6,0,0,0,0,0,0
"RB","Derrick Henry (9490447)","Derrick Henry",9490447,5300,"SEA@TEN 04:05PM ET","TEN","SEA",11.19,14.9,0,0,0,0,0,0
"WR","T.Y. Hilton (9490177)","TY Hilton",9490177,5200,"CLE@IND 01:00PM ET","IND","CLE",13.74,12.9,0,0,0,0,0,0
"RB","Theo Riddick (9490111)","Theo Riddick",9490111,5100,"ATL@DET 01:00PM ET","DET","ATL",12.7,11.3,0,0,0,0,0,0
"QB","Andy Dalton (9490506)","Andy Dalton",9490506,5100,"CIN@GB 04:25PM ET","CIN","GB",16.44,18.4,0,0,0,0,0,0
"QB","DeShone Kizer (9490134)","DeShone Kizer",9490134,5000,"CLE@IND 01:00PM ET","CLE","IND",15.87,17.2,0,0,0,0,0,0
"RB","Lamar Miller (9490267)","Lamar Miller",9490267,5000,"HOU@NE 01:00PM ET","HOU","NE",13.15,11.1,0,0,0,0,0,0
"WR","Brandon Marshall (9490397)","Brandon Marshall",9490397,5000,"NYG@PHI 01:00PM ET","NYG","PHI",9.48,10.1,0,0,0,0,0,1
"TE","Zach Ertz (9490436)","Zach Ertz",9490436,5000,"NYG@PHI 01:00PM ET","PHI","NYG",14.12,11.9,0,0,0,0,0,0
"QB","Tyrod Taylor (9489884)","Tyrod Taylor",9489884,4900,"DEN@BUF 01:00PM ET","BUF","DEN",13.92,16.4,0,0,0,0,0,0
"TE","Greg Olsen (9490001)","Greg Olsen",9490001,4900,"NO@CAR 01:00PM ET","CAR","NO",0,0,0,0,0,0,0,0
"RB","Jordan Howard (9490011)","Jordan Howard",9490011,4900,"PIT@CHI 01:00PM ET","CHI","PIT",13.13,10.7,0,0,0,0,0,0
"RB","Chris Carson (9490478)","Chris Carson",9490478,4900,"SEA@TEN 04:05PM ET","SEA","TEN",11.08,10.3,0,0,0,0,0,0
"WR","Jamison Crowder (9490673)","Jamison Crowder",9490673,4900,"OAK@WAS 08:30PM ET","WAS","OAK",14.05,13.7,0,0,0,0,0,1
"RB","Isaiah Crowell (9490137)","Isaiah Crowell",9490137,4800,"CLE@IND 01:00PM ET","CLE","IND",13.07,14.9,0,0,0,0,0,0
"WR","Corey Coleman (9490147)","Corey Coleman",9490147,4800,"CLE@IND 01:00PM ET","CLE","IND",0,0,0,0,0,0,0,1
"QB","Jacoby Brissett (9490169)","Jacoby Brissett",9490169,4800,"CLE@IND 01:00PM ET","IND","CLE",14.8,14.6,0,0,0,0,0,0
"RB","Jonathan Stewart (9489985)","Jonathan Stewart",9489985,4700,"NO@CAR 01:00PM ET","CAR","NO",9.88,8.3,0,0,0,0,0,0
"QB","Mike Glennon (9490008)","Mike Glennon",9490008,4700,"PIT@CHI 01:00PM ET","CHI","PIT",14.75,15.2,0,0,0,0,0,0
"RB","Ameer Abdullah (9490109)","Ameer Abdullah",9490109,4700,"ATL@DET 01:00PM ET","DET","ATL",13.75,12.6,0,0,0,0,0,0
"QB","Deshaun Watson (9490258)","Deshaun Watson",9490258,4700,"HOU@NE 01:00PM ET","HOU","NE",12.64,14.4,0,0,0,0,0,0
"WR","Sterling Shepard (9490395)","Sterling Shepard",9490395,4700,"NYG@PHI 01:00PM ET","NYG","PHI",9.74,11.6,0,0,0,0,0,1
"QB","AJ McCarron (9490505)","AJ McCarron",9490505,4700,"CIN@GB 04:25PM ET","CIN","GB",0,0,0,0,0,0,0,0
"QB","Patrick Mahomes II (9490572)","Patrick Mahomes II",9490572,4700,"KC@LAC 04:25PM ET","KC","LAC",0,0,0,0,0,0,0,0
"QB","Colt McCoy (9490662)","Colt McCoy",9490662,4700,"OAK@WAS 08:30PM ET","WAS","OAK",0,0,0,0,0,0,0,0
"QB","Chase Daniel (9489949)","Chase Daniel",9489949,4600,"NO@CAR 01:00PM ET","NO","CAR",0,0,0,0,0,0,0,0
"WR","Kenny Golladay (9490121)","Kenny Golladay",9490121,4600,"ATL@DET 01:00PM ET","DET","ATL",9.73,6.7,0,0,0,0,0,1
"QB","Kevin Hogan (9490136)","Kevin Hogan",9490136,4600,"CLE@IND 01:00PM ET","CLE","IND",0,0,0,0,0,0,0,0
"RB","Jacquizz Rodgers (9490230)","Jacquizz Rodgers",9490230,4600,"TB@MIN 01:00PM ET","TB","MIN",11.8,8.2,0,0,0,0,0,0
"WR","DeSean Jackson (9490238)","DeSean Jackson",9490238,4600,"TB@MIN 01:00PM ET","TB","MIN",11.82,12.8,0,0,0,0,0,1
"WR","Jermaine Kearse (9490355)","Jermaine Kearse",9490355,4600,"MIA@NYJ 01:00PM ET","NYJ","MIA",11,11.4,0,0,0,0,0,1
"TE","Jimmy Graham (9490496)","Jimmy Graham",9490496,4600,"SEA@TEN 04:05PM ET","SEA","TEN",11.17,11.4,0,0,0,0,0,0
"WR","Tyrell Williams (9490616)","Tyrell Williams",9490616,4600,"KC@LAC 04:25PM ET","LAC","KC",10.24,11,0,0,0,0,0,1
"RB","Mark Ingram (9489951)","Mark Ingram",9489951,4500,"NO@CAR 01:00PM ET","NO","CAR",12.02,9.7,0,0,0,0,0,0
"WR","Willie Snead (9489963)","Willie Snead",9489963,4500,"NO@CAR 01:00PM ET","NO","CAR",0,0,0,0,0,0,0,1
"QB","Mitchell Trubisky (9490009)","Mitchell Trubisky",9490009,4500,"PIT@CHI 01:00PM ET","CHI","PIT",0,0,0,0,0,0,0,0
"QB","Landry Jones (9490045)","Landry Jones",9490045,4500,"PIT@CHI 01:00PM ET","PIT","CHI",0,0,0,0,0,0,0,0
"RB","James Conner (9490049)","James Conner",9490049,4500,"PIT@CHI 01:00PM ET","PIT","CHI",1.31,2.2,0,0,0,0,0,0
"WR","Mohamed Sanu (9490088)","Mohamed Sanu",9490088,4500,"ATL@DET 01:00PM ET","ATL","DET",11.06,11,0,0,0,0,0,1
"QB","Case Keenum (9490196)","Case Keenum",9490196,4500,"TB@MIN 01:00PM ET","MIN","TB",14.03,13.2,0,0,0,0,0,0
"RB","Doug Martin (9490228)","Doug Martin",9490228,4500,"TB@MIN 01:00PM ET","TB","MIN",0,0,0,0,0,0,0,0
"QB","Matt Moore (9490320)","Matt Moore",9490320,4500,"MIA@NYJ 01:00PM ET","MIA","NYJ",0,0,0,0,0,0,0,0
"QB","Josh McCown (9490346)","Josh McCown",9490346,4500,"MIA@NYJ 01:00PM ET","NYJ","MIA",12.4,15.9,0,0,0,0,0,0
"QB","Geno Smith (9490382)","Geno Smith",9490382,4500,"NYG@PHI 01:00PM ET","NYG","PHI",0,0,0,0,0,0,0,0
"RB","Joe Mixon (9490511)","Joe Mixon",9490511,4500,"CIN@GB 04:25PM ET","CIN","GB",9.31,9.2,0,0,0,0,0,0
"QB","Cardale Jones (9490604)","Cardale Jones",9490604,4500,"KC@LAC 04:25PM ET","LAC","KC",0,0,0,0,0,0,0,0
"RB","Samaje Perine (9490665)","Samaje Perine",9490665,4500,"OAK@WAS 08:30PM ET","WAS","OAK",3.06,2.6,0,0,0,0,0,0
"RB","Chris Thompson (9490667)","Chris Thompson",9490667,4500,"OAK@WAS 08:30PM ET","WAS","OAK",8.88,10,0,0,0,0,0,0
"QB","Ryan Fitzpatrick (9490227)","Ryan Fitzpatrick",9490227,4400,"TB@MIN 01:00PM ET","TB","MIN",0,0,0,0,0,0,0,0
"QB","Tom Savage (9490257)","Tom Savage",9490257,4400,"HOU@NE 01:00PM ET","HOU","NE",0,0,0,0,0,0,0,0
"WR","Kenny Stills (9490333)","Kenny Stills",9490333,4400,"MIA@NYJ 01:00PM ET","MIA","NYJ",10.81,8.7,0,0,0,0,0,1
"TE","Delanie Walker (9490463)","Delanie Walker",9490463,4400,"SEA@TEN 04:05PM ET","TEN","SEA",13.9,10.5,0,0,0,0,0,0
"RB","Jamaal Williams (9490544)","Jamaal Williams",9490544,4400,"CIN@GB 04:25PM ET","GB","CIN",2.35,4.9,0,0,0,0,0,0
"WR","Kendall Wright (9490023)","Kendall Wright",9490023,4300,"PIT@CHI 01:00PM ET","CHI","PIT",13.31,14.3,0,0,0,0,0,1
"QB","Matt Schaub (9490075)","Matt Schaub",9490075,4300,"ATL@DET 01:00PM ET","ATL","DET",0,0,0,0,0,0,0,0
"QB","Scott Tolzien (9490170)","Scott Tolzien",9490170,4300,"CLE@IND 01:00PM ET","IND","CLE",0,0,0,0,0,0,0,0
"RB","Matt Forte (9490351)","Matt Forte",9490351,4300,"MIA@NYJ 01:00PM ET","NYJ","MIA",9.47,9.1,0,0,0,0,0,0
"QB","Nick Foles (9490415)","Nick Foles",9490415,4300,"NYG@PHI 01:00PM ET","PHI","NYG",0,0,0,0,0,0,0,0
"QB","Matt Cassel (9490444)","Matt Cassel",9490444,4300,"SEA@TEN 04:05PM ET","TEN","SEA",0,0,0,0,0,0,0,0
"QB","Austin Davis (9490473)","Austin Davis",9490473,4300,"SEA@TEN 04:05PM ET","SEA","TEN",0,0,0,0,0,0,0,0
"WR","Tyler Lockett (9490490)","Tyler Lockett",9490490,4300,"SEA@TEN 04:05PM ET","SEA","TEN",9.4,10.1,0,0,0,0,0,1
"QB","Connor Cook (9490634)","Connor Cook",9490634,4300,"OAK@WAS 08:30PM ET","OAK","WAS",0,0,0,0,0,0,0,0
"QB","Brock Osweiler (9489917)","Brock Osweiler",9489917,4200,"DEN@BUF 01:00PM ET","DEN","BUF",0,0,0,0,0,0,0,0
"RB","Jamaal Charles (9489921)","Jamaal Charles",9489921,4200,"DEN@BUF 01:00PM ET","DEN","BUF",8.71,7.3,0,0,0,0,0,0
"WR","Devin Funchess (9489993)","Devin Funchess",9489993,4200,"NO@CAR 01:00PM ET","CAR","NO",11.01,12.6,0,0,0,0,0,1
"QB","Jake Rudock (9490106)","Jake Rudock",9490106,4200,"ATL@DET 01:00PM ET","DET","ATL",0,0,0,0,0,0,0,0
"WR","Marvin Jones Jr. (9490125)","Marvin Jones",9490125,4200,"ATL@DET 01:00PM ET","DET","ATL",11.29,8.8,0,0,0,0,0,1
"RB","Duke Johnson Jr. (9490139)","Duke Johnson",9490139,4200,"CLE@IND 01:00PM ET","CLE","IND",12.04,7.2,0,0,0,0,0,0
"RB","Frank Gore (9490171)","Frank Gore",9490171,4200,"CLE@IND 01:00PM ET","IND","CLE",13.07,9.2,0,0,0,0,0,0
"TE","Kyle Rudolph (9490217)","Kyle Rudolph",9490217,4200,"TB@MIN 01:00PM ET","MIN","TB",9.12,10.3,0,0,0,0,0,0
"RB","Bilal Powell (9490349)","Bilal Powell",9490349,4200,"MIA@NYJ 01:00PM ET","NYJ","MIA",11.35,8.5,0,0,0,0,0,0
"WR","Nelson Agholor (9490426)","Nelson Agholor",9490426,4200,"NYG@PHI 01:00PM ET","PHI","NYG",9.89,7,0,0,0,0,0,1
"WR","Rishard Matthews (9490453)","Rishard Matthews",9490453,4200,"SEA@TEN 04:05PM ET","TEN","SEA",13.81,11.6,0,0,0,0,0,1
"QB","Brett Hundley (9490541)","Brett Hundley",9490541,4200,"CIN@GB 04:25PM ET","GB","CIN",0,0,0,0,0,0,0,0
"RB","Rob Kelley (9490663)","Rob Kelley",9490663,4200,"OAK@WAS 08:30PM ET","WAS","OAK",0,10.3,0,0,0,0,0,0
"WR","Ted Ginn Jr. (9489965)","Ted Ginn",9489965,4100,"NO@CAR 01:00PM ET","NO","CAR",11.51,9.6,0,0,0,0,0,1
"TE","Coby Fleener (9489973)","Coby Fleener",9489973,4100,"NO@CAR 01:00PM ET","NO","CAR",8.01,10.1,0,0,0,0,0,0
"WR","Kenny Britt (9490149)","Kenny Britt",9490149,4100,"CLE@IND 01:00PM ET","CLE","IND",9.11,8.1,0,0,0,0,0,1
"QB","Christian Hackenberg (9490347)","Christian Hackenberg",9490347,4100,"MIA@NYJ 01:00PM ET","NYJ","MIA",0,0,0,0,0,0,0,0
"WR","Paul Richardson (9490488)","Paul Richardson",9490488,4100,"SEA@TEN 04:05PM ET","SEA","TEN",7.14,8.3,0,0,0,0,0,1
"RB","Jalen Richard (9490640)","Jalen Richard",9490640,4100,"OAK@WAS 08:30PM ET","OAK","WAS",4.97,7.2,0,0,0,0,0,0
"QB","Joe Webb (9489885)","Joe Webb",9489885,4000,"DEN@BUF 01:00PM ET","BUF","DEN",0,0,0,0,0,0,0,0
"QB","Nathan Peterman (9489886)","Nathan Peterman",9489886,4000,"DEN@BUF 01:00PM ET","BUF","DEN",0,0,0,0,0,0,0,0
"QB","Paxton Lynch (9489918)","Paxton Lynch",9489918,4000,"DEN@BUF 01:00PM ET","DEN","BUF",0,0,0,0,0,0,0,0
"QB","Taysom Hill (9489950)","Taysom Hill",9489950,4000,"NO@CAR 01:00PM ET","NO","CAR",0,0,0,0,0,0,0,0
"RB","Alvin Kamara (9489955)","Alvin Kamara",9489955,4000,"NO@CAR 01:00PM ET","NO","CAR",9.2,9,0,0,0,0,0,0
"QB","Brad Kaaya (9489982)","Brad Kaaya",9489982,4000,"NO@CAR 01:00PM ET","CAR","NO",0,0,0,0,0,0,0,0
"QB","Mark Sanchez (9490010)","Mark Sanchez",9490010,4000,"PIT@CHI 01:00PM ET","CHI","PIT",0,0,0,0,0,0,0,0
"QB","Joshua Dobbs (9490046)","Joshua Dobbs",9490046,4000,"PIT@CHI 01:00PM ET","PIT","CHI",0,0,0,0,0,0,0,0
"WR","Taylor Gabriel (9490090)","Taylor Gabriel",9490090,4000,"ATL@DET 01:00PM ET","ATL","DET",7.18,10.9,0,0,0,0,0,1
"QB","Cody Kessler (9490135)","Cody Kessler",9490135,4000,"CLE@IND 01:00PM ET","CLE","IND",0,0,0,0,0,0,0,0
"WR","Rashard Higgins (9490145)","Rashard Higgins",9490145,4000,"CLE@IND 01:00PM ET","CLE","IND",10.69,9.4,0,0,0,0,0,1
"WR","Josh Gordon (9490151)","Josh Gordon",9490151,4000,"CLE@IND 01:00PM ET","CLE","IND",0,0,0,0,0,0,0,1
"QB","Kyle Sloter (9490194)","Kyle Sloter",9490194,4000,"TB@MIN 01:00PM ET","MIN","TB",0,0,0,0,0,0,0,0
"RB","Jerick McKinnon (9490201)","Jerick McKinnon",9490201,4000,"TB@MIN 01:00PM ET","MIN","TB",4.57,4.9,0,0,0,0,0,0
"RB","D'Onta Foreman (9490259)","D'Onta Foreman",9490259,4000,"HOU@NE 01:00PM ET","HOU","NE",6.58,4,0,0,0,0,0,0
"RB","Rex Burkhead (9490294)","Rex Burkhead",9490294,4000,"HOU@NE 01:00PM ET","NE","HOU",0,0,0,0,0,0,0,0
"WR","Phillip Dorsett (9490308)","Phillip Dorsett",9490308,4000,"HOU@NE 01:00PM ET","NE","HOU",2.74,3.5,0,0,0,0,0,1
"RB","Kenyan Drake (9490323)","Kenyan Drake",9490323,4000,"MIA@NYJ 01:00PM ET","MIA","NYJ",1.59,4.5,0,0,0,0,0,0
"QB","Bryce Petty (9490348)","Bryce Petty",9490348,4000,"MIA@NYJ 01:00PM ET","NYJ","MIA",0,1,0,0,0,0,0,0
"QB","Davis Webb (9490381)","Davis Webb",9490381,4000,"NYG@PHI 01:00PM ET","NYG","PHI",0,0,0,0,0,0,0,0
"RB","Shane Vereen (9490389)","Shane Vereen",9490389,4000,"NYG@PHI 01:00PM ET","NYG","PHI",8.67,8.3,0,0,0,0,0,0
"WR","Eric Decker (9490455)","Eric Decker",9490455,4000,"SEA@TEN 04:05PM ET","TEN","SEA",13.36,11.9,0,0,0,0,0,1
"RB","Thomas Rawls (9490474)","Thomas Rawls",9490474,4000,"SEA@TEN 04:05PM ET","SEA","TEN",5.72,4.1,0,0,0,0,0,0
"TE","Martellus Bennett (9490564)","Martellus Bennett",9490564,4000,"CIN@GB 04:25PM ET","GB","CIN",11.36,13.7,0,0,0,0,0,0
"QB","Tyler Bray (9490573)","Tyler Bray",9490573,4000,"KC@LAC 04:25PM ET","KC","LAC",0,0,0,0,0,0,0,0
"RB","Charcandrick West (9490578)","Charcandrick West",9490578,4000,"KC@LAC 04:25PM ET","KC","LAC",4.23,2.8,0,0,0,0,0,0
"QB","Kellen Clemens (9490605)","Kellen Clemens",9490605,4000,"KC@LAC 04:25PM ET","LAC","KC",0,0,0,0,0,0,0,0
"RB","Branden Oliver (9490608)","Branden Oliver",9490608,4000,"KC@LAC 04:25PM ET","LAC","KC",3.03,3.5,0,0,0,0,0,0
"QB","EJ Manuel (9490635)","EJ Manuel",9490635,4000,"OAK@WAS 08:30PM ET","OAK","WAS",0,0,0,0,0,0,0,0
"RB","DeAndre Washington (9490638)","DeAndre Washington",9490638,4000,"OAK@WAS 08:30PM ET","OAK","WAS",6.44,5.5,0,0,0,0,0,0
"RB","Adrian Peterson (9489953)","Adrian Peterson",9489953,3900,"NO@CAR 01:00PM ET","NO","CAR",6.25,4.6,0,0,0,0,0,0
