"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR"
"TE","Richard Rodgers (7989190)","Richard Rodgers",7989190,2500,"Min@GB 01:00PM ET","GB","Richard","Rodgers","Min",3.55,3.4,5,0.0795660036166365,3.2663024307008,3.37788463359633,0
"TE","David Morgan (7989191)","David Morgan",7989191,2500,"Min@GB 01:00PM ET","Min","David","Morgan","GB",0,0,0,0,0,0,0
"TE","Sean McGrath (7989194)","Sean McGrath",7989194,2500,"SD@Cle 01:00PM ET","SD","Sean","McGrath","Cle",0,0,12,0.00412371134020619,0,0,0
"TE","Randall Telfer (7989195)","Randall Telfer",7989195,2500,"SD@Cle 01:00PM ET","Cle","Randall","Telfer","SD",0,0,10,0.0120967741935484,0,0,0
"TE","Asante Cleveland (7989196)","Asante Cleveland",7989196,2500,"SD@Cle 01:00PM ET","SD","Asante","Cleveland","Cle",0,0,0,0,0,0,0
"TE","Seth DeValve (7989197)","Seth DeValve",7989197,2500,"SD@Cle 01:00PM ET","Cle","Seth","DeValve","SD",2.55,1.2,9,0.0201612903225806,1.65890426529335,1.69629156906088,0
"TE","Danny Vitale (7989198)","Danny Vitale",7989198,2500,"SD@Cle 01:00PM ET","Cle","Danny","Vitale","SD",0,0,0,0,0,0,0
"TE","Logan Paulsen (7989201)","Logan Paulsen",7989201,2500,"Was@Chi 01:00PM ET","Chi","Logan","Paulsen","Was",1.51,1.3,12,0.01953125,1.30844078617473,1.35086982508795,0
"TE","Patrick Scales (7989202)","Patrick Scales",7989202,2500,"Was@Chi 01:00PM ET","Chi","Patrick","Scales","Was",0,0,0,0,0,0,0
"TE","MyCole Pruitt (7989204)","MyCole Pruitt",7989204,2500,"Was@Chi 01:00PM ET","Chi","MyCole","Pruitt","Was",0,0,0,0,0,0,0
"TE","Daniel Brown (7989205)","Daniel Brown",7989205,2500,"Was@Chi 01:00PM ET","Chi","Daniel","Brown","Was",4.28,6.9,11,0.02734375,5.48761380369376,5.71855727410529,0
"TE","Derek Carrier (7989206)","Derek Carrier",7989206,2500,"Was@Chi 01:00PM ET","Was","Derek","Carrier","Chi",0,0,13,0.00392927308447937,0,0,0
"TE","Ben Braunecker (7989207)","Ben Braunecker",7989207,2500,"Was@Chi 01:00PM ET","Chi","Ben","Braunecker","Was",0,1.3,14,0.00390625,0.71926289647264,0.764014051962784,0
"TE","Ed Dickson (7989209)","Ed Dickson",7989209,2500,"Atl@Car 01:00PM ET","Car","Ed","Dickson","Atl",2.69,1.4,8,0.037037037037037,1.82418586012805,1.86824266147124,0
"TE","Levine Toilolo (7989210)","Levine Toilolo",7989210,2500,"Atl@Car 01:00PM ET","Atl","Levine","Toilolo","Car",5.44,2,10,0.0335429769392034,3.22915944132478,3.28964160186898,0
"TE","Chris Manhertz (7989211)","Chris Manhertz",7989211,2500,"Atl@Car 01:00PM ET","Car","Chris","Manhertz","Atl",0,0,0,0,0,0,0
"TE","Joshua Perkins (7989212)","Joshua Perkins",7989212,2500,"Atl@Car 01:00PM ET","Atl","Joshua","Perkins","Car",0,0,0,0,0,0,0
"TE","Austin Hooper (7989213)","Austin Hooper",7989213,2500,"Atl@Car 01:00PM ET","Atl","Austin","Hooper","Car",0,0,8,0.0607966457023061,0,0,0
"TE","Mychal Rivera (7989214)","Mychal Rivera",7989214,2500,"Ind@Oak 04:05PM ET","Oak","Mychal","Rivera","Ind",3.29,1.7,7,0.0397111913357401,2.22428002521707,2.27774132096017,0
"TE","Clive Walford (7989218)","Clive Walford",7989218,2500,"Ind@Oak 04:05PM ET","Oak","Clive","Walford","Ind",7.1,5,4,0.0884476534296029,5.53670238936257,5.69790365678265,0
"TE","Darren Fells (7989219)","Darren Fells",7989219,2500,"Ari@Sea 04:25PM ET","Ari","Darren","Fells","Sea",1.86,1.6,7,0.0385356454720617,1.61098894303492,1.66320693273497,0
"TE","Jermaine Gresham (7989221)","Jermaine Gresham",7989221,2500,"Ari@Sea 04:25PM ET","Ari","Jermaine","Gresham","Sea",6.46,7.6,5,0.10597302504817,6.72551040124206,6.97719818799291,0
"TE","Luke Willson (7989222)","Luke Willson",7989222,2500,"Ari@Sea 04:25PM ET","Sea","Luke","Willson","Ari",2.23,1.4,7,0.0400890868596882,1.64470120498702,1.68946540608212,0
"TE","Brandon Williams (7989223)","Brandon Williams",7989223,2500,"Ari@Sea 04:25PM ET","Sea","Brandon","Williams","Ari",0,0,14,0.0044543429844098,0,0,0
"TE","Nick Vannett (7989224)","Nick Vannett",7989224,2500,"Ari@Sea 04:25PM ET","Sea","Nick","Vannett","Ari",0,0,11,0.0089086859688196,0,0,0
"TE","Hakeem Valles (7989225)","Hakeem Valles",7989225,2500,"Ari@Sea 04:25PM ET","Ari","Hakeem","Valles","Sea",0,0,11,0.00578034682080925,0,0,0
"TE","Kyle Nelson (7989226)","Kyle Nelson",7989226,2500,"SF@LA 04:25PM ET","SF","Kyle","Nelson","LA",0,0,0,0,0,0,0
"TE","Blake Bell (7989229)","Blake Bell",7989229,2500,"SF@LA 04:25PM ET","SF","Blake","Bell","LA",0,0,11,0.0207373271889401,0,0,0
"TE","Je'Ron Hamm (7989230)","Je'Ron Hamm",7989230,2500,"SF@LA 04:25PM ET","SF","Je'Ron","Hamm","LA",2.87,3.6,14,0.00921658986175115,3.11163311854496,3.23114583596521,0
"TE","Tyler Higbee (7989231)","Tyler Higbee",7989231,2500,"SF@LA 04:25PM ET","LA","Tyler","Higbee","SF",1.56,0,6,0.053388090349076,0.608687091347854,0.606288083493553,0
"TE","Temarrick Hemingway (7989232)","Temarrick Hemingway",7989232,2500,"SF@LA 04:25PM ET","LA","Temarrick","Hemingway","SF",0,0,0,0,0,0,0
"TE","Clark Harris (7989233)","Clark Harris",7989233,2500,"Cin@Hou 08:25PM ET","Cin","Clark","Harris","Hou",0,0,0,0,0,0,0
"TE","Ryan Hewitt (7989235)","Ryan Hewitt",7989235,2500,"Cin@Hou 08:25PM ET","Cin","Ryan","Hewitt","Hou",0,0,13,0.00401606425702811,0,0,0
"TE","Tyler Ott (7989237)","Tyler Ott",7989237,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Ott","Hou",0,0,0,0,0,0,0
"TE","Tyler Kroft (7989239)","Tyler Kroft",7989239,2500,"Cin@Hou 08:25PM ET","Cin","Tyler","Kroft","Hou",7.39,0,10,0.0220883534136546,2.883460003244,2.87209547244702,0
"TE","C.J. Uzomah (7989240)","C.J. Uzomah",7989240,2500,"Cin@Hou 08:25PM ET","Cin","C.J.","Uzomah","Hou",0,0,6,0.0582329317269076,0,0,0
"TE","Stephen Anderson (7989241)","Stephen Anderson",7989241,2500,"Cin@Hou 08:25PM ET","Hou","Stephen","Anderson","Cin",2.34,2,8,0.0330739299610895,2.01958893928738,2.08483835902923,0
"TE","David Johnson (7989243)","David Johnson",7989243,2500,"Bal@Pit 04:30PM ET","Pit","David","Johnson","Bal",0,0,11,0.0203327171903882,0,0,0
"TE","Crockett Gillmore (7989245)","Crockett Gillmore",7989245,2500,"Bal@Pit 04:30PM ET","Bal","Crockett","Gillmore","Pit",0,3.4,10,0.0242214532871972,1.88114911385152,1.99819059744113,0
"TE","Xavier Grimble (7989246)","Xavier Grimble",7989246,2500,"Bal@Pit 04:30PM ET","Pit","Xavier","Grimble","Bal",0,0,9,0.0369685767097967,0,0,0
"TE","Darren Waller (7989247)","Darren Waller",7989247,2500,"Bal@Pit 04:30PM ET","Bal","Darren","Waller","Pit",3.72,0,11,0.0224913494809689,1.45148460244488,1.4457638914077,0
"TE","Nick Boyle (7989248)","Nick Boyle",7989248,2500,"Bal@Pit 04:30PM ET","Bal","Nick","Boyle","Pit",0,0,13,0.00865051903114187,0,0,0
"TE","Jesse James (7989249)","Jesse James",7989249,2500,"Bal@Pit 04:30PM ET","Pit","Jesse","James","Bal",7.87,2.5,4,0.0979667282809612,4.45394621687534,4.52790344421962,0
"TE","Virgil Green (7989250)","Virgil Green",7989250,2500,"Den@KC 08:30PM ET","Den","Virgil","Green","KC",0,0,4,0.0658682634730539,0,0,0
"TE","James Winchester (7989252)","James Winchester",7989252,2500,"Den@KC 08:30PM ET","KC","James","Winchester","Den",0,0,0,0,0,0,0
"TE","A.J. Derby (7989253)","A.J. Derby",7989253,2500,"Den@KC 08:30PM ET","Den","A.J.","Derby","KC",0,0,8,0.0399201596806387,0,0,0
"TE","James O'Shaughnessy (7989254)","James O'Shaughnessy",7989254,2500,"Den@KC 08:30PM ET","KC","James","O'Shaughnessy","Den",0,0,12,0.0082815734989648,0,0,0
"TE","Jeff Heuerman (7989255)","Jeff Heuerman",7989255,2500,"Den@KC 08:30PM ET","Den","Jeff","Heuerman","KC",6.27,0,12,0.0139720558882236,2.44645388637887,2.43681172019524,0
"TE","Ross Travis (7989256)","Ross Travis",7989256,2500,"Den@KC 08:30PM ET","KC","Ross","Travis","Den",0,0,10,0.0124223602484472,0,0,0
"TE","Demetrius Harris (7989257)","Demetrius Harris",7989257,2500,"Den@KC 08:30PM ET","KC","Demetrius","Harris","Den",1.54,1.2,8,0.0434782608695652,1.26481839204891,1.30375889961954,0
"TE","Brandon Pettigrew (7989259)","Brandon Pettigrew",7989259,2500,"Det@Dal 08:30PM ET","Det","Brandon","Pettigrew","Dal",0,0,0,0,0,0,0
"TE","Clay Harbor (7989260)","Clay Harbor",7989260,2500,"Det@Dal 08:30PM ET","Det","Clay","Harbor","Dal",0,0,11,0.00579150579150579,0,0,0
"TE","Matthew Mulligan (7989261)","Matthew Mulligan",7989261,2500,"Det@Dal 08:30PM ET","Det","Matthew","Mulligan","Dal",0,0,0,0,0,0,0
"TE","Gavin Escobar (7989262)","Gavin Escobar",7989262,2500,"Det@Dal 08:30PM ET","Dal","Gavin","Escobar","Det",2.5,0,9,0.00900900900900901,0.975460082288227,0.971615518419155,0
