"Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Opp.Rank","Opp.Pos.Rank","Wk-1.Fpts","Wk-2.Fpts","Wk-3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Value"
1,"0",4000,25.3,0.01,0.02,-0.04,0,0.1,0,0,-2,3,5.1,4.5,0.9,8.4,7.3,10.2,8,2,18.3,7,14,13,1.9,0,1.6,28,47,4,0.157190635451505,3,2,1,0
2,"0",4000,18.8,-0.13,-0.09,-0.26,0,0,0,0,0,5,6.1,6,0.9,7.3,13.3,10.1,9,5.1,15.1,10.6,2,2,18.1,0,0,26,51,3,0.1328125,4,4,2,0
2,"0",4000,20.8,0.03,0,0.02,0.7,0.2,0.2,0,8.5,5.7,6.1,6.1,0.7,8.9,8.4,10.1,11,4.6,15.6,9.1,25,17,9.6,13.5,2.1,40,59,0,0.150510204081633,2,3,9,0
2,"0",3900,26.8,0.09,0.34,0.15,0,0.2,0,0,2.5,2.3,4.7,1.2,0.4,10.1,0.5,8.7,2,-2.6,19.9,2.5,32,31,0,0,0,20,40,2,0.107238605898123,5,4,4,0
0,"0",3900,19,-0.02,0.14,0.09,0,0.2,0,0,9,3,2.2,3.6,0.7,9.5,9.7,5.9,6,-1.5,13.2,4.4,10,23,0,0,10.4,10,15,2,0.0424929178470255,6,6,3,0
2,"0",3900,19,-0.02,0.14,0.09,0.3,0.3,0,0,5,6.3,5.9,5.4,0.4,7.2,11.4,9.5,9,3.1,16,9.9,10,23,9.8,15.6,8.8,40,59,1,0.1671388101983,2,2,4,0
1,"0",3900,28,0.15,0.01,0.04,0.3,0.8,0,0,5.3,7,5.2,4.7,0.1,7,9.6,7.1,8,3.3,10.8,9.4,28,18,9.5,9,10.3,31,48,1,0.142857142857143,3,3,4,0
4,"0",3900,25.5,0.03,-0.2,0,0,0,0,0,0,7.3,7.2,5.5,1.1,7.3,10.3,10.6,9,6.3,14.9,10.5,25,29,14.1,0,12.7,43,68,1,0.186301369863014,3,1,4,1
3,"0",3900,20,-0.04,0.2,0.03,1.3,1.8,2.4,0.3,4.6,8,8.1,6,0.9,4.6,10.1,10.2,14,2.4,18,11,18,26,4.9,2.8,0,39,72,2,0.229299363057325,2,1,3,0
3,"0",3800,20.8,-0.2,-0.07,-0.14,0.3,0.1,0,0,11,5,5,4.1,0.6,10.1,10,10.4,7,3.1,17.7,8.1,1,5,12.2,10.8,7,33,44,2,0.134969325153374,3,3,2,0
2,"0",3800,26.3,-0.18,0.16,-0.06,0,0,0,0,0,3.7,5.3,4.7,1,6,7.4,10.4,8,5.2,15.6,8.7,17,9,0,9,1.4,38,52,6,0.156626506024096,2,3,1,0
0,"0",3700,24.3,-0.01,-0.08,0.17,0,0,0,0,0,5.3,5.3,5.4,0.6,9,7.4,8.5,9,4.1,12.8,9.2,16,32,0,5.6,0,25,43,1,0.136942675159236,3,3,4,0
0,"0",3700,28,0.15,0.01,0.04,0,0,0,0,0,4.3,4,4.1,0.5,7.3,8.4,7.2,7,2,12.3,6.7,28,18,14.6,3.8,6.8,14,36,3,0.107142857142857,6,4,2,0
1,"0",3600,24.8,-0.09,-0.06,-0.03,0.3,0.2,0,0,7.5,4,3.8,4,0.4,8.4,7.1,5.7,7,1.4,9.9,8.2,5,19,10.2,4,7.2,23,39,0,0.125806451612903,4,4,5,0
0,"0",3600,19,-0.1,-0.04,0,0,0,0,0,0,4,4,4.6,0.2,10.4,12.9,9.3,8,1.4,17.1,7.6,6,8,12.7,2.1,0,21,36,4,0.135849056603774,3,3,1,0
2,"0",3500,22.8,0.03,0.09,-0.09,0,0,0,0,0,5.3,5.3,4.2,0.4,8.1,10.6,9.6,7,1.4,17.8,8.4,24,7,0,8.3,0,17,39,3,0.141304347826087,4,3,1,0
2,"0",3500,20.8,-0.2,-0.07,-0.14,0,0.4,0,0,3.8,5,4,3.1,0.4,7.1,7.3,7.7,5,1.2,14.2,5.3,1,5,4.7,10.5,6.6,30,38,2,0.116564417177914,4,4,2,0
2,"0",3500,31,-0.03,0.68,0.06,0,0,0.3,0,0,1.7,2.3,3.8,0.6,9.8,4.8,6.1,6,-0.4,12.5,9.9,31,29,2.4,0,11.9,17,22,3,0.0723684210526316,6,6,2,0
5,"0",3500,20.5,0.03,-0.06,-0.05,0,0,0,0,0,6,7.8,6.8,0.7,6.1,9.3,11.4,11,2.4,20.4,10.9,11,10,19.1,5.2,0,41,70,3,0.25,1,1,1,0
1,"0",3400,18.8,0.04,-0.23,0.02,0,0.1,0.2,0,2,4.3,4.7,3.9,0.2,6.7,7.9,6,7,2.1,9.9,6.4,12,14,15.4,6.3,0,20,42,2,0.110526315789474,5,4,2,0
3,"0",3400,26,0.07,0.1,0.06,0.3,0.1,0,0.1,-5,5.3,4.7,3.3,0.4,4.9,6.9,5.8,5,1.6,10,5.9,28,30,6.5,12.7,0,19,33,1,0.100609756097561,7,5,4,0
5,"0",3400,17.3,0.06,-0.14,-0.02,0,0,0.2,0,0,5.7,5.6,6,1,9.3,8,12.5,10,4.5,20.4,11.3,9,12,3.4,0,0,32,41,2,0.126153846153846,3,4,2,0
0,"0",3400,20,-0.04,0.2,0.03,0,0,0,0,0,6.3,4.7,4.3,0.3,10,8.5,9.6,7,3.7,15.4,6.6,18,26,3.6,8.8,0,26,42,3,0.133757961783439,5,4,1,0
0,"0",3300,18.8,0.04,-0.23,0.02,0,0,0,0,0,4,3.2,3.2,0.1,5.9,4.6,3.7,5,0.1,7.3,5.3,12,14,3.5,1.9,0,18,33,0,0.0868421052631579,6,5,6,0
1,"0",3300,25.8,-0.13,-0.33,0,0,0,0,0,0,3.7,4.4,3.8,0.3,10.3,3.3,8.3,6,3.5,13,7,3,24,1.5,3.9,4.5,25,37,1,0.1280276816609,3,4,5,0
1,"0",3300,28.3,0.09,-0.12,0.2,0,0.1,0.2,0,3,4.7,4.4,4,0.6,9,5.4,7.2,7,3,11.4,7.5,19,20,0,4.8,8.3,20,34,1,0.0944444444444444,4,3,6,0
1,"0",3300,26,0.07,0.1,0.06,0,0,0,0,0,4,4.6,7,0.9,8,5.6,6.6,11,3.4,9.8,11,28,30,2.2,5.8,8.9,27,45,0,0.13719512195122,4,3,6,0
0,"1",3300,24.3,-0.01,-0.08,0.17,0,0,0,0,0,2.3,2.5,0.7,0.3,6.3,4.3,5.6,1,0.8,10.3,1.1,16,32,1.2,10,0,3,7,2,0.0222929936305732,11,10,3,0
0,"0",3200,25.8,-0.13,-0.33,0,0,0,0,0,0,2.3,2.9,1,0.6,5.4,4.6,4.4,2,-0.7,9.6,1.7,3,24,0,1.9,2.9,12,23,3,0.0795847750865052,6,5,3,0
3,"0",3200,25.3,0.13,0.07,-0.01,0,0.1,0,0.1,1,4.3,5.8,4.5,0.4,6.6,9.2,7.5,8,2.2,12.7,9.6,29,16,15.8,9.8,2.1,31,65,1,0.197568389057751,4,1,7,0
0,"0",3100,18.8,0.09,-0.04,-0.08,0,0.2,0.2,0,0,4.3,4.1,3.4,0.9,5.8,7.8,6.6,6,0.1,13.1,6.3,20,4,0,3.3,20.1,24,42,3,0.117647058823529,4,4,2,0
0,"0",3000,24.5,0.1,-0.26,0.03,0,0,0,0,0,1.7,2.9,0.7,0.6,9.3,4.6,5.7,1,1.5,9.9,1.3,21,22,2.9,4.5,6.4,18,22,1,0.0583554376657825,7,7,6,0
0,"0",3000,28,0.15,0.01,0.04,0,0,0,0,0,2.7,4,2.4,0.6,5.4,1.6,4.9,4,0.1,9.8,4.8,28,18,1.3,2.1,1.3,20,36,1,0.107142857142857,5,4,4,0
0,"0",3000,26.8,0.09,0.34,0.15,0,0,0,0,0,2.7,2.5,2.6,0,11.1,3.8,5.8,4,1,10.6,5,32,31,4.9,0,0,6,13,1,0.0348525469168901,8,9,6,0
0,"0",3000,26.3,-0.18,0.16,-0.06,0,0,0,0,0,1,1,1,0.1,8.4,2.2,2.8,2,-0.7,6.4,1.5,17,9,0,3.7,0,6,9,1,0.0271084337349398,6,6,6,0
0,"1",3000,20.8,0.03,0,0.02,0,0,0,0,0,0.7,1.1,0.4,0.1,12.9,0.9,2.8,1,-1.3,6.9,0,25,17,0,2.6,0,5,9,1,0.0229591836734694,9,8,4,0
0,"0",3000,20.8,0.03,0,0.02,0,0,0,0,0,1,1.3,0,0.2,4,1.2,1.2,0,0.3,2.1,0,25,17,0,0,0,5,7,0,0.0178571428571429,9,10,9,0
0,"0",3000,25.3,0.13,0.07,-0.01,0,0,0,0,0,3.7,3.7,1.6,1,8.1,5,5,3,3.4,6.6,2.3,29,16,0,6.8,0,6,10,0,0.0303951367781155,8,9,10,0
0,"0",3000,22.8,0.03,0.09,-0.09,0,0,0,0,0,3.3,2.6,2.9,0.6,5.5,4.6,6.2,5,3,9.4,5.6,24,7,0,0,0,6,15,3,0.0543478260869565,9,6,1,0
0,"0",3000,25.3,0.01,0.02,-0.04,0.3,0.1,0.3,0,3,4.7,4.7,4.5,0.3,7,4.5,6.2,8,2,10.4,8.1,14,13,3.2,0,9.1,25,38,0,0.127090301003344,4,4,5,0
0,"0",3000,19,-0.02,0.14,0.09,0,0,0,0,0,4.3,3.8,2.5,0.3,4.7,2.9,2.8,4,0.4,5.1,4.4,10,23,0,0,0,4,15,0,0.0424929178470255,10,6,8,0
0,"0",3000,17.3,0.06,-0.14,-0.02,0,0,0,0,0,1,0.4,3.2,0,1.3,0.5,0.2,5,-0.3,0.7,7,9,12,0,0,0,1,3,0,0.00923076923076923,11,11,6,0
0,"0",3000,17.3,0.06,-0.14,-0.02,0,0.2,0,0,7,2.3,1.3,4.8,0,6.3,2.2,1.6,8,-0.4,3.6,6.9,9,12,0,0,1.4,4,8,0,0.0246153846153846,8,8,6,0
0,"0",3000,20.8,-0.2,-0.07,-0.14,0,0,0,0,0,1.3,2.4,0.9,0,5.3,0.6,2.1,1,-0.9,5.2,1.6,1,5,0,1.9,0,7,20,0,0.0613496932515337,7,6,5,0
0,"0",3000,20,-0.04,0.2,0.03,0,0,0,0,0,1,1,0.9,0,3,1,1,1,0.1,1.8,1.5,18,26,1.6,1.3,0,1,1,0,0.00318471337579618,10,11,5,0
0,"0",3000,20.5,0.03,-0.06,-0.05,0,0,0,0,0,1.3,1.3,3.8,0,7.4,1.6,1.7,6,0.3,3,6.8,11,10,0,0,0,4,9,0,0.0321428571428571,9,8,6,0
2,"0",3000,20.5,0.03,-0.06,-0.05,0,0,0,0,0,7.3,5.4,6.5,0.4,7,10.7,7.3,11,1.7,12.9,10,11,10,8.2,19.6,0,29,50,0,0.178571428571429,2,2,6,0
1,"0",3000,31,-0.03,0.68,0.06,0,0,0,0,0,2,2.5,3.8,0,6.3,1.7,2.8,6,1,4.5,7.1,31,29,2.3,0,0,7,14,0,0.0460526315789474,7,7,7,1
0,"0",3000,24.8,-0.09,-0.06,-0.03,0,0,0,0,0,6,5,4.6,0.7,6.8,6.6,6.3,8,3.6,9,8.9,5,19,4.6,5.6,9.7,28,47,0,0.151612903225806,3,3,5,0
0,"0",3000,24.8,-0.09,-0.06,-0.03,0,0,0,0,0,2.3,2.3,1.4,0.3,10.2,5,3.7,2,1.2,6.1,3.7,5,19,7.2,2.5,5.3,11,19,0,0.0612903225806452,7,6,5,0
0,"0",3000,18.3,-0.01,-0.1,-0.09,0,0,0,0,0,6,4.5,2.4,0.9,5.4,6.4,5.4,4,2,8.9,3.8,8,6,0,0,10.5,20,39,1,0.128289473684211,5,4,2,0
0,"0",3000,18.3,-0.01,-0.1,-0.09,0,0,0,0,0,4,4,1.8,0,17.3,8.9,8.9,3,8.9,8.9,3.8,8,6,0,0,0,2,4,0,0.0131578947368421,9,9,7,0
0,"0",3000,18.3,-0.01,-0.1,-0.09,0,0.1,0,0,5,5.3,5.3,4.7,1.2,5.5,5.4,6.7,8,2.8,10.5,7.5,8,6,2.7,8.1,5.5,27,50,1,0.164473684210526,4,2,2,0
0,"0",3000,25.5,0.03,-0.2,0,0,0,0,0,0,2.3,1.6,1.3,0.3,2.5,1.4,0.8,2,-0.3,1.9,2.1,25,29,0,0,2.7,4,13,0,0.0356164383561644,8,7,8,0
0,"0",3000,22.5,0.02,0.08,-0.01,0,0,0,0,0,3,2.7,0.4,0.3,4.9,5.5,3.8,1,-1,8.6,0,17,13,0,3.5,13,9,16,1,0.0414507772020725,6,6,4,0
0,"0",3000,26,-0.2,0.13,-0.22,0,0,0,0,0,1.7,1.9,2.6,0.6,4.7,2.4,3.6,4,0.4,6.9,4.1,6,3,0,4.7,1,10,15,2,0.0401069518716578,8,8,3,0
0,"0",3000,19.5,0.11,0.07,0.09,0,0.1,0.3,0.1,-2,1.7,2.3,4.1,0.9,3.9,2.3,2.1,7,0.6,3.7,6.3,25,25,2,0,4.8,9,15,0,0.0460122699386503,7,7,7,0
0,"0",3000,26,-0.2,0.13,-0.22,0,0,0,0,0,6.3,5.2,3.9,1.2,5.9,10.1,8.5,6,4.9,12.1,6.5,6,3,0,6.2,15.9,26,50,3,0.133689839572193,3,3,2,0
