"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"3B","Cheslor Cuthbert",3800,"KC@Tex 08:05PM ET",2.714,"KC",NA,NA,1.89,1.9,0
"3B","Joey Gallo",3800,"KC@Tex 08:05PM ET",7.933,"Tex",4.83,NA,6.68,5.7,7
"SS","Alcides Escobar",3800,"KC@Tex 08:05PM ET",3.5,"KC",5.51,NA,5.82,6,5
"3B","Mike Moustakas",3700,"KC@Tex 08:05PM ET",8.714,"KC",8.05,NA,8.88,7.2,3
"OF","Paulo Orlando",3700,"KC@Tex 08:05PM ET",3.231,"KC",5.3,NA,6.85,5.4,0
"OF","Billy Burns",3700,"KC@Tex 08:05PM ET",0,"KC",NA,NA,NA,0,0
"3B","Jhonny Peralta",3600,"StL@Mil 08:10PM ET",1.875,"StL",5.47,NA,6.32,4.9,0
"3B","Travis Shaw",3600,"StL@Mil 08:10PM ET",9.867,"Mil",6.6,NA,7.11,7,21
"3B/OF","Hernan Perez",3600,"StL@Mil 08:10PM ET",4,"Mil",4.68,NA,1.76,1.4,2
"OF","Delino DeShields",3600,"KC@Tex 08:05PM ET",1.857,"Tex",5.4,NA,6.27,1.8,7
"SS","Orlando Arcia",3500,"StL@Mil 08:10PM ET",5,"Mil",3.65,NA,5.54,5.5,0
"OF","Matt Adams",3500,"StL@Mil 08:10PM ET",2,"StL",NA,NA,1.62,1.2,0
"2B","Kolten Wong",3400,"StL@Mil 08:10PM ET",3.769,"StL",5.43,NA,5.83,5.8,14
"2B/OF","Nick Franklin",3400,"StL@Mil 08:10PM ET",3.75,"Mil",NA,NA,1.61,0.7,0
"OF","Jurickson Profar",3400,"KC@Tex 08:05PM ET",3.6,"Tex",NA,NA,1.61,1.6,0
"1B","Jesus Aguilar",3300,"StL@Mil 08:10PM ET",3.385,"Mil",NA,NA,1.59,0.7,0
"OF","Harrison Bader",3300,"StL@Mil 08:10PM ET",0,"StL",NA,NA,NA,0,0
"1B","Ryan O'Hearn",3300,"KC@Tex 08:05PM ET",0,"KC",NA,NA,NA,0,0
"1B/OF","Jose Martinez",3200,"StL@Mil 08:10PM ET",4.273,"StL",5.54,NA,1.59,1.3,0
"C","Robinson Chirinos",3200,"KC@Tex 08:05PM ET",8.6,"Tex",NA,NA,1.68,0.6,0
"OF","Terrance Gore",3200,"KC@Tex 08:05PM ET",0,"KC",NA,NA,NA,0,0
"C","Andrew Susac",3100,"StL@Mil 08:10PM ET",0,"Mil",NA,NA,NA,0,0
"2B/3B","Greg Garcia",3100,"StL@Mil 08:10PM ET",2.769,"StL",5.67,NA,1.4,0.5,3
"OF","Kirk Nieuwenhuis",3100,"StL@Mil 08:10PM ET",1.571,"Mil",NA,NA,1.61,0.9,11
"C","Brett Nicholas",3100,"KC@Tex 08:05PM ET",0,"Tex",NA,NA,NA,0,0
"2B/SS","Christian Colon",3100,"KC@Tex 08:05PM ET",0.667,"KC",NA,NA,1.63,0.9,0
"1B/OF","Ryan Rua",3000,"KC@Tex 08:05PM ET",2,"Tex",5.35,NA,6.61,3.8,3
"C","Manny Pina",2900,"StL@Mil 08:10PM ET",7.444,"Mil",NA,NA,NA,3.3,0
"C","Carson Kelly",2900,"StL@Mil 08:10PM ET",0,"StL",NA,NA,NA,0,0
"2B","Raul Mondesi",2900,"KC@Tex 08:05PM ET",4.615,"KC",5.75,NA,6.86,5.3,2
"C","Eric Fryer",2800,"StL@Mil 08:10PM ET",2.667,"StL",NA,NA,1.44,0.5,0
"C","Jett Bandy",2800,"StL@Mil 08:10PM ET",7.9,"Mil",3.77,NA,5.45,1.1,16
"2B/SS","Hanser Alberto",2800,"KC@Tex 08:05PM ET",0,"Tex",NA,NA,NA,0,0
"C","Drew Butera",2500,"KC@Tex 08:05PM ET",0,"KC",NA,NA,1.61,0.4,0
"2B/OF","Drew Robinson",2400,"KC@Tex 08:05PM ET",0,"Tex",NA,NA,NA,0,0
