Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Brandon LaFell,WR,NE,vs BUF,16th,4300,5.9,30.8,8.4,14.19,14.19,100,19,3.3,10.6,2.5
Pierre Garcon,WR,WAS,@ CAR,7th,4300,4.1,25.1,11.6,11.1,11.1,100,34,2.6,7.3,1.7
Marvin Jones,WR,CIN,@ ARI,21st,4300,1,28.6,10.9,10.23,10.23,100,38,2.4,10,2.3
Martellus Bennett,TE,CHI,vs DEN,12th,4200,0.9,26.1,10.4,9.29,9.29,100,38,2.2,4.6,1.1
Karlos Williams,RB,BUF,@ NE,1st,4200,2.5,14.9,11.9,9.92,9.92,100,0,2.4,1.1,0.3
Terrance Williams,WR,DAL,@ MIA,20th,4100,2.5,21.7,9.8,8.92,8.92,100,23,2.2,17.9,4.4
Seahawks,DST,SEA,vs SF,31st,4000,5.7,21.6,9.9,11.01,11.01,100,41,2.8,6,1.5
Anquan Boldin,WR,SF,@ SEA,3rd,4000,3.7,23.2,12.6,10.21,10.21,100,38,2.6,14.3,3.6
Danny Amendola,WR,NE,vs BUF,16th,4000,9.4,27.4,11.1,15.37,15.37,100,2,3.8,23.7,5.9
Charles Clay,TE,BUF,@ NE,14th,4000,3.8,23,9.6,10.16,10.16,100,0,2.5,2.4,0.6
Matt Jones,RB,WAS,@ CAR,15th,4000,3.1,27.7,9.6,11.3,11.3,100,31,2.8,2.2,0.6
Melvin Gordon,RB,SD,vs KC,5th,3900,1.1,30.8,8,11.03,11.03,100,56,2.8,5.9,1.5
Ronnie Hillman,RB,DEN,@ CHI,17th,3900,2,27.8,10.9,10.61,10.61,100,0,2.7,14.4,3.7
Alfred Morris,RB,WAS,@ CAR,15th,3900,0,19.8,6.4,5.85,5.85,100,0,1.5,0,
Stevie Johnson,WR,SD,vs KC,13th,3900,6,24.8,12.5,12.25,12.25,100,0,3.1,12.4,3.2
Broncos,DST,DEN,@ CHI,2nd,3900,4.5,21.6,10.8,10.23,10.23,100,50,2.6,7,1.8
Thomas Rawls,RB,SEA,vs SF,9th,3800,3.2,29.6,11.7,11.96,11.96,100,0,3.1,43.5,11.4
Jamison Crowder,WR,WAS,@ CAR,7th,3800,2.4,24.3,8.6,9.7,9.7,100,53,2.6,1.5,0.4
Alfred Blue,RB,HOU,vs NYJ,2nd,3800,3,18.9,8.7,8.3,8.3,100,0,2.2,18.2,4.8
Shaun Draughn,RB,SF,@ SEA,19th,3800,0,22,7.1,7.35,7.35,100,0,1.9,15.7,4.1
Andre Johnson,WR,IND,@ ATL,4th,3700,2,23.6,7.2,9.24,9.24,100,0,2.5,2.3,0.6
Andre Ellington,RB,ARI,vs CIN,10th,3700,0,23.5,7.6,6.65,6.65,100,0,1.8,1.7,0.5
Antonio Andrews,RB,TEN,@ JAC,7th,3700,8.4,11.7,8.1,9.5,9.5,100,0,2.6,11.4,3.1
C.J. Anderson,RB,DEN,@ CHI,17th,3700,0,29.6,10,8.23,8.23,100,29,2.2,9.2,2.5
Devin Funchess,WR,CAR,vs WAS,24th,3600,2.3,15.8,6.9,6.85,6.85,100,38,1.9,16.4,4.6
Torrey Smith,WR,SF,@ SEA,3rd,3600,0,21.1,8,6.09,6.09,100,0,1.7,2.6,0.7
Jacob Tamme,TE,ATL,vs IND,24th,3600,6.1,20.2,8.9,10.81,10.81,100,38,3,2.6,0.7
Rams,DST,STL,@ BAL,25th,3600,2.2,24.7,8.4,9.66,9.66,100,4,2.7,6,1.7
Eric Ebron,TE,DET,vs OAK,31st,3500,6,20.4,9.3,10.8,10.8,100,62,3.1,0,
Marquess Wilson,WR,CHI,vs DEN,2nd,3500,0,24.6,7.6,7.57,7.57,100,0,2.2,17.2,4.9
Julius Thomas,TE,JAC,vs TEN,28th,3500,0.6,26.7,10.4,9.28,9.28,100,10,2.7,13.8,3.9
Marlon Brown,WR,BAL,vs STL,15th,3500,2.2,11.8,2.8,5.43,5.43,100,0,1.6,,
Doug Baldwin,WR,SEA,vs SF,26th,3500,0.2,27.8,17.4,9.37,9.37,100,43,2.7,12,3.4
Mike Wallace,WR,MIN,vs GB,27th,3500,2.1,20.4,6.6,8.24,8.24,100,62,2.4,0.6,0.2
Ted Ginn Jr.,WR,CAR,vs WAS,24th,3500,4.1,23,12.5,10.45,10.45,100,11,3,15.9,4.5
Cardinals,DST,ARI,vs CIN,24th,3500,2.5,22.3,10.4,9.13,9.13,100,30,2.6,5,1.4
Tevin Coleman,RB,ATL,vs IND,18th,3400,0,20.9,4.1,4.06,4.06,100,48,1.2,3.8,1.1
Ameer Abdullah,RB,DET,vs OAK,31st,3400,1.6,9.4,7.4,6.24,6.24,100,0,1.8,5.6,1.6
Robert Woods,WR,BUF,@ NE,18th,3400,2.3,24.5,8.7,9.66,9.66,100,37,2.8,8.4,2.5
David Johnson,RB,ARI,vs CIN,10th,3400,0,25.4,13.7,7,7,100,64,2.1,10.6,3.1
Kenny Britt,WR,STL,@ BAL,30th,3400,0.5,22.7,7.8,7.91,7.91,100,51,2.3,4.4,1.3
Marcel Reece,RB,OAK,@ DET,22nd,3400,1.2,7.2,,4.77,4.77,100,0,1.4,,
Roddy White,WR,ATL,vs IND,10th,3400,0.7,19,6.6,6.84,6.84,100,0,2,6.4,1.9
Darren Sproles,RB,PHI,vs TB,6th,3400,0,20.4,10.1,6.58,6.58,100,39,1.9,14.9,4.4
Panthers,DST,CAR,vs WAS,16th,3400,3.4,25.3,10.3,10.66,10.66,100,5,3.1,16,4.7
Falcons,DST,ATL,vs IND,11th,3400,0,19.6,5.7,5.75,5.75,100,0,1.7,8,2.4
Joique Bell,RB,DET,vs OAK,31st,3300,1.3,24.1,8.1,8.92,8.92,100,0,2.7,5,1.5
Crockett Gillmore,TE,BAL,vs STL,15th,3300,5.6,15.8,10.1,9.03,9.03,100,19,2.7,18.1,5.5
Javorius Allen,RB,BAL,vs STL,15th,3300,2.6,8,9.4,4.36,4.36,100,31,1.3,16.5,5
Nelson Agholor,WR,PHI,vs TB,15th,3300,0.7,13,4.3,4.8,4.8,100,39,1.5,4.1,1.2
Theo Riddick,RB,DET,vs OAK,31st,3300,0.1,25.3,11.3,8.54,8.54,100,52,2.6,13.6,4.1
Charles Sims,RB,TB,@ PHI,8th,3300,3,18.9,11.4,8.33,8.33,100,56,2.5,15.9,4.8
Cole Beasley,WR,DAL,@ MIA,20th,3300,2.2,19,8.5,7.8,7.8,100,60,2.4,2.4,0.7
Jermaine Kearse,WR,SEA,vs SF,26th,3300,0.4,14.8,9.4,5.24,5.24,100,24,1.6,6.4,1.9
Leonard Hankerson,WR,ATL,vs IND,10th,3300,2.5,14.8,11.4,9.85,9.85,100,0,3,13.6,4.1
Dexter McCluster,RB,TEN,@ JAC,7th,3300,0,6.6,8.5,0,0,100,0,0,3.8,1.2
Bryan Walters,WR,JAC,vs TEN,12th,3300,2.8,16.6,6.8,7.43,7.43,100,0,2.3,5.5,1.7
Chris Hogan,WR,BUF,@ NE,18th,3200,0,21,7.2,6.59,6.59,100,10,2.1,15.5,4.8
Jay Ajayi,RB,MIA,vs DAL,25th,3200,0,26.1,4.7,6.26,6.26,100,41,2,5.6,1.8
Quinton Patton,WR,SF,@ SEA,3rd,3200,0,13.4,4.7,4.2,4.2,100,37,1.3,3.5,1.1
Dorial Green-Beckham,WR,TEN,@ JAC,25th,3200,4.4,18.5,8.5,9.06,9.06,100,13,2.8,7,2.2
Chris Thompson,RB,WAS,@ CAR,15th,3200,4.1,16.4,7.1,8.17,8.17,100,57,2.6,4.7,1.5
Chris Givens,WR,BAL,vs STL,15th,3200,7.6,17.2,4.5,10.84,10.84,100,0,3.4,4.5,1.4
Griff Whalen,WR,IND,@ ATL,4th,3200,1.2,5.4,3.6,2.58,2.58,100,0,0.8,4,1.3
Chris Polk,RB,HOU,vs NYJ,2nd,3200,0.8,14,4.8,5.21,5.21,100,0,1.6,,
Coby Fleener,TE,IND,@ ATL,30th,3200,1.1,24.5,8.2,8.9,8.9,100,22,2.8,7.5,2.3
Patriots,DST,NE,vs BUF,4th,3200,4.5,19.5,8.1,9.51,9.51,100,19,3,8,2.5
Richard Rodgers,TE,GB,@ MIN,22nd,3100,5.2,16.3,10.2,8.93,8.93,100,30,2.9,3.7,1.2
Zach Ertz,TE,PHI,vs TB,29th,3100,0,26.7,11.8,8.89,8.89,100,0,2.9,3.2,1
Harry Douglas,WR,TEN,@ JAC,25th,3100,1.6,20.8,6.3,7.99,7.99,100,0,2.6,3.6,1.2
Eagles,DST,PHI,vs TB,26th,3100,2.6,24.8,7.5,9.98,9.98,100,31,3.2,-1,
Packers,DST,GB,@ MIN,12th,3100,1.3,21.1,7.3,7.91,7.91,100,0,2.6,12,3.9
Albert Wilson,WR,KC,@ SD,17th,3000,0,15.3,6.8,4.5,4.5,100,7,1.5,9.6,3.2
James White,RB,NE,vs BUF,27th,3000,2,19.4,10.5,7.82,7.82,100,43,2.6,18.6,6.2
Josh Huff,WR,PHI,vs TB,15th,3000,2.8,13.6,5.4,6.45,6.45,100,23,2.2,10.9,3.6
Javontee Herndon,WR,SD,vs KC,13th,3000,0,0,5.5,0,0,100,0,0,7.7,2.6
Justin Hardy,WR,ATL,vs IND,10th,3000,0,11.9,4.5,3.12,3.12,100,0,1,1.7,0.6
J.J. Nelson,WR,ARI,vs CIN,5th,3000,0,17.2,5.5,0,0,100,0,0,27.2,9.1
Cecil Shorts III,WR,HOU,vs NYJ,9th,3000,3.7,22.6,10.1,10,10,100,0,3.3,14.54,4.8
Andre Holmes,WR,OAK,@ DET,28th,3000,0,18,4.5,4.18,4.18,100,0,1.4,0,
Jamize Olawale,RB,OAK,@ DET,22nd,3000,4.2,6.3,,4.89,4.89,100,0,1.6,,
Christine Michael,RB,DAL,@ MIA,21st,3000,0,18.6,4,4.2,4.2,100,46,1.4,,
Denard Robinson,RB,JAC,vs TEN,12th,3000,0,17.2,5.7,4.24,4.24,100,0,1.4,2.7,0.9
Aaron Dobson,WR,NE,vs BUF,16th,3000,4.9,7.9,4.5,5.88,5.88,100,0,2,2.7,0.9
Kenny Stills,WR,MIA,vs DAL,6th,3000,0,20.1,5.9,6.31,6.31,100,26,2.1,13.2,4.4
Jeremy Butler,WR,BAL,vs STL,15th,3000,0,0,8.4,0,0,100,0,0,8.5,2.8
De'Anthony Thomas,WR,KC,@ SD,17th,3000,0.9,9.6,4.5,3.81,3.81,100,0,1.3,0.7,0.2
Cody Latimer,WR,DEN,@ CHI,19th,3000,0.4,5.5,2.6,2.08,2.08,100,0,0.7,10.7,3.6
Seth Roberts,WR,OAK,@ DET,28th,3000,0,11.4,7.2,2.81,2.81,100,49,0.9,7.4,2.5
Jaelen Strong,WR,HOU,vs NYJ,9th,3000,0,9.3,4.8,3.09,3.09,100,31,1,0,
Jeff Janis,WR,GB,@ MIN,14th,3000,0.6,11.1,1.1,4.12,4.12,100,8,1.4,0,
Devin Smith,WR,NYJ,@ HOU,11th,3000,0.8,4.7,3.6,3.12,3.12,100,0,1,0,
Tyler Lockett,WR,SEA,vs SF,26th,3000,0,23,10.6,6.77,6.77,100,0,2.3,21.3,7.1
Jerick McKinnon,RB,MIN,vs GB,16th,3000,0,16.4,5.2,3.6,3.6,100,0,1.2,3.5,1.2
Terron Ward,RB,ATL,vs IND,18th,3000,0,4.6,3.2,0,0,100,28,0,4.8,1.6
David Cobb,RB,TEN,@ JAC,7th,3000,1,5.7,3.1,3.83,3.83,100,0,1.3,-0.3,
Chris Conley,WR,KC,@ SD,17th,3000,0,9.4,4.8,3.05,3.05,100,52,1,2.7,0.9
Ka'Deem Carey,RB,CHI,vs DEN,29th,3000,1.7,8.6,4.7,4.04,4.04,100,15,1.3,3.2,1.1
Marqise Lee,WR,JAC,vs TEN,12th,3000,0.6,17.7,4.9,6.34,6.34,100,44,2.1,,
Adam Humphries,WR,TB,@ PHI,23rd,3000,0,12.2,5.4,0,0,100,36,0,9,3
DeVante Parker,WR,MIA,vs DAL,6th,3000,0,17.7,12.1,4.93,4.93,100,38,1.6,,
Bengals,DST,CIN,@ ARI,5th,3000,4.1,18.2,8.6,8.82,8.82,100,4,2.9,5,1.7
Andre Roberts,WR,WAS,@ CAR,7th,3000,0,8,3.8,0,0,100,0,0,6,2
Riley Cooper,WR,PHI,vs TB,15th,3000,0.5,15.8,5.5,5.57,5.57,100,0,1.9,6.2,2.1
Fred Jackson,RB,SEA,vs SF,9th,3000,0,10.6,5.2,0,0,100,0,0,4.2,1.4
Jets,DST,NYJ,@ HOU,22nd,3000,6,18.9,7.1,10.28,10.28,100,16,3.4,3,1
Greg Jennings,WR,MIA,vs DAL,6th,3000,0,13.4,3.8,3.81,3.81,100,0,1.3,0,
Lance Moore,WR,DET,vs OAK,8th,3000,2.9,11.6,6.8,5.82,5.82,100,0,1.9,3.1,1
Jason Avant,WR,KC,@ SD,17th,3000,0,8.8,2.7,0,0,100,0,0,4.6,1.5
Miles Austin,WR,PHI,vs TB,15th,3000,0,12.4,3.8,3.45,3.45,100,0,1.2,0,
Jerricho Cotchery,WR,CAR,vs WAS,24th,3000,0.4,10.6,7.7,3.79,3.79,100,0,1.3,9.7,3.2
Eddie Royal,WR,CHI,vs DEN,2nd,3000,0,24.2,7.4,7.37,7.37,100,33,2.5,,
Wes Welker,WR,STL,@ BAL,30th,3000,2.6,15.5,3.3,6.87,6.87,100,0,2.3,3.3,1.1
Ahmad Bradshaw,RB,IND,@ ATL,26th,3000,0,18.2,7.2,5.99,5.99,100,0,2,21.2,7.1
Mike Tolbert,RB,CAR,vs WAS,32nd,3000,1.1,6.8,,4.52,4.52,100,0,1.5,,
Jonathan Grimes,RB,HOU,vs NYJ,2nd,3000,0.4,9.1,6.6,3.28,3.28,100,15,1.1,9.5,3.2
Keshawn Martin,WR,NE,vs BUF,16th,3000,2.4,6.3,6.9,3.67,3.67,100,0,1.2,,
Jarius Wright,WR,MIN,vs GB,27th,3000,0,18.3,5.3,3.47,3.47,100,0,1.2,9,3
Brandon Bolden,RB,NE,vs BUF,27th,3000,3,9,6.3,5.05,5.05,100,0,1.7,1.5,0.5
Russell Shepard,WR,TB,@ PHI,23rd,3000,0,9.2,1.7,0,0,100,22,0,7.4,2.5
Mohamed Sanu,WR,CIN,@ ARI,21st,3000,0,20.6,5.7,5.56,5.56,100,26,1.9,4.1,1.4
Knile Davis,RB,KC,@ SD,28th,3000,0,19.6,1.4,3.43,3.43,100,0,1.1,,
Kyle Juszczyk,RB,BAL,vs STL,15th,3000,1.5,8.9,,5.95,5.95,100,0,2,,
Charles Johnson,WR,MIN,vs GB,27th,3000,0,16.2,3.6,4.81,4.81,100,0,1.6,,
Brian Quick,WR,STL,@ BAL,30th,3000,0,17.6,2.2,4.23,4.23,100,30,1.4,,
Dontrelle Inman,WR,SD,vs KC,13th,3000,0.1,22.9,8.4,7.7,7.7,100,7,2.6,8.1,2.7
Jeremy Kerley,WR,NYJ,@ HOU,11th,3000,0,17.8,2.7,4.79,4.79,100,43,1.6,0,
Kenjon Barner,RB,PHI,vs TB,6th,3000,0,6,3.8,0,0,100,12,0,3.7,1.2
Bilal Powell,RB,NYJ,@ HOU,11th,3000,0,18.2,12.3,0,0,100,7,0,13.9,4.6
Brent Celek,TE,PHI,vs TB,29th,2900,2,14.9,7.3,6.31,6.31,100,0,2.2,14.9,5.1
Kyle Rudolph,TE,MIN,vs GB,25th,2900,1.9,20.8,8.2,8.15,8.15,100,47,2.8,25.6,8.8
Justin Perillo,TE,GB,@ MIN,22nd,2700,3.3,7.5,4.5,4.74,4.74,100,26,1.8,,
Owen Daniels,TE,DEN,@ CHI,8th,2700,0,16.2,7.4,5.18,5.18,100,0,1.9,10.9,4
Ravens,DST,BAL,vs STL,15th,2700,2.6,17.3,5.4,7.54,7.54,100,47,2.8,15,5.6
Chiefs,DST,KC,@ SD,23rd,2600,1.1,22.4,10.9,8.24,8.24,100,34,3.2,20,7.7
Raiders,DST,OAK,@ DET,13th,2600,2.9,14.9,6.7,6.93,6.93,100,22,2.7,5,1.9
Jaguars,DST,JAC,vs TEN,32nd,2600,0,16.3,5.6,5.09,5.09,100,0,2,10,3.8
Gavin Escobar,TE,DAL,@ MIA,11th,2500,0,15.5,2.8,4.54,4.54,100,24,1.8,4,1.6
Dion Sims,TE,MIA,vs DAL,13th,2500,0,13.2,3,3.63,3.63,100,0,1.5,,
