"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"WR","Jordy Nelson (0000000)","Jordy Nelson",0,6800,"Sea@GB 00:00PM ET","GB","Jordy","Nelson","Sea",18.9,16.5,1,0.247983870967742,0
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,6800,"Chi@Det 00:00PM ET","Det","Matthew","Stafford","Chi",25.72,18.8,0,0,0
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6800,"Sea@GB 00:00PM ET","Sea","Doug","Baldwin","GB",16.68,14.5,1,0.245478036175711,0
"WR","Michael Thomas (0000000)","Michael Thomas",0,6700,"NO@TB 00:00PM ET","NO","Michael","Thomas","TB",19.26,14.6,1,0.185258964143426,0
"QB","Jameis Winston (0000000)","Jameis Winston",0,6700,"NO@TB 00:00PM ET","TB","Jameis","Winston","NO",18.41,19.3,0,0,0
"QB","Philip Rivers (0000000)","Philip Rivers",0,6600,"SD@Car 00:00PM ET","SD","Philip","Rivers","Car",18.84,20,0,0,0
"WR","Golden Tate (0000000)","Golden Tate",0,6600,"Chi@Det 00:00PM ET","Det","Golden","Tate","Chi",16.31,14.2,1,0.226244343891403,0
"QB","Russell Wilson (0000000)","Russell Wilson",0,6600,"Sea@GB 00:00PM ET","Sea","Russell","Wilson","GB",19.56,19.7,13,0.00516795865633075,0
"QB","Matt Ryan (0000000)","Matt Ryan",0,6500,"Atl@LA 00:00PM ET","Atl","Matt","Ryan","LA",20.69,19.5,0,0,0
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,6500,"Min@Jax 00:00PM ET","Min","Stefon","Diggs","Jax",16.08,15.5,1,0.225806451612903,0
"QB","Aaron Rodgers (0000000)","Aaron Rodgers",0,6400,"Sea@GB 00:00PM ET","GB","Aaron","Rodgers","Sea",24.32,18.6,0,0,0
"WR","Brandin Cooks (0000000)","Brandin Cooks",0,6400,"NO@TB 00:00PM ET","NO","Brandin","Cooks","TB",18.68,14.3,2,0.171314741035857,0
"QB","Derek Carr (0000000)","Derek Carr",0,6400,"Oak@KC 00:00PM ET","Oak","Derek","Carr","KC",19.73,18.8,0,0,0
"RB","Jordan Howard (0000000)","Jordan Howard",0,6400,"Chi@Det 00:00PM ET","Chi","Jordan","Howard","Det",17.26,14,5,0.0944700460829493,0
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,6300,"Hou@Ind 00:00PM ET","Ind","Donte","Moncrief","Hou",12.49,14.2,3,0.107456140350877,0
"RB","Spencer Ware (0000000)","Spencer Ware",0,6300,"Oak@KC 00:00PM ET","KC","Spencer","Ware","Oak",14.64,16.8,6,0.0810185185185185,0
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,6300,"Was@Phi 00:00PM ET","Was","Kirk","Cousins","Phi",19.03,19.3,0,0,0
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,6200,"Oak@KC 00:00PM ET","Oak","Michael","Crabtree","KC",16.23,14.5,1,0.249480249480249,0
"RB","Doug Martin (0000000)","Doug Martin",0,6200,"NO@TB 00:00PM ET","TB","Doug","Martin","NO",13.39,11.5,8,0.03125,0
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,6200,"SD@Car 00:00PM ET","Car","Kelvin","Benjamin","SD",13.78,13.3,2,0.222222222222222,0
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,6200,"Den@Ten 00:00PM ET","Ten","Marcus","Mariota","Den",0,16.7,0,0,0
"QB","Andy Dalton (0000000)","Andy Dalton",0,6100,"Cin@Cle 00:00PM ET","Cin","Andy","Dalton","Cle",18.26,20.2,0,0,0
"WR","Tyrell Williams (0000000)","Tyrell Williams",0,6100,"SD@Car 00:00PM ET","SD","Tyrell","Williams","Car",14.39,15.7,1,0.200471698113208,0
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,6100,"Atl@LA 00:00PM ET","Atl","Devonta","Freeman","LA",15,15.1,3,0.116113744075829,0
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6000,"Den@Ten 00:00PM ET","Den","Demaryius","Thomas","Ten",14.94,16.8,2,0.281862745098039,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,6000,"Cin@Cle 00:00PM ET","Cin","Tyler","Eifert","Cle",15.56,14.3,5,0.0850111856823266,0
"WR","Alshon Jeffery (0000000)","Alshon Jeffery",0,6000,"Chi@Det 00:00PM ET","Chi","Alshon","Jeffery","Det",0,0,1,0.170506912442396,0
"TE","Jordan Reed (0000000)","Jordan Reed",0,5900,"Was@Phi 00:00PM ET","Was","Jordan","Reed","Phi",0,10.6,3,0.170081967213115,0
"QB","Dak Prescott (0000000)","Dak Prescott",0,5900,"Dal@NYG 00:00PM ET","Dal","Dak","Prescott","NYG",18.33,18.4,0,0,0
"RB","Jay Ajayi (0000000)","Jay Ajayi",0,5900,"Ari@Mia 00:00PM ET","Mia","Jay","Ajayi","Ari",14.82,13.9,4,0.0840108401084011,0
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,5900,"Cin@Cle 00:00PM ET","Cle","Terrelle","Pryor","Cin",0,14.1,1,0.261958997722096,0
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins",0,5800,"Hou@Ind 00:00PM ET","Hou","DeAndre","Hopkins","Ind",13.7,15,1,0.266514806378132,0
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,5800,"Cin@Cle 00:00PM ET","Cin","Jeremy","Hill","Cle",13.59,18.6,7,0.0514541387024608,0
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5800,"NYJ@SF 00:00PM ET","SF","Colin","Kaepernick","NYJ",19.73,18.7,0,0,0
"QB","Carson Palmer (0000000)","Carson Palmer",0,5700,"Ari@Mia 00:00PM ET","Ari","Carson","Palmer","Mia",18.17,18,0,0,0
"TE","Travis Kelce (0000000)","Travis Kelce",0,5700,"Oak@KC 00:00PM ET","KC","Travis","Kelce","Oak",14.61,13,1,0.217592592592593,0
"RB","Thomas Rawls (0000000)","Thomas Rawls",0,5700,"Sea@GB 00:00PM ET","Sea","Thomas","Rawls","GB",12.74,12,8,0.0310077519379845,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,5700,"Den@Ten 00:00PM ET","Den","Emmanuel","Sanders","Ten",14.02,15.7,1,0.286764705882353,0
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,5600,"Ari@Mia 00:00PM ET","Mia","Jarvis","Landry","Ari",14.84,13.3,1,0.284552845528455,0
"QB","Joe Flacco (0000000)","Joe Flacco",0,5600,"Bal@NE 00:00PM ET","Bal","Joe","Flacco","NE",17.96,14.6,0,0,0
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,5600,"Pit@Buf 00:00PM ET","Pit","DeAngelo","Williams","Buf",0,3.4,6,0.0488322717622081,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5600,"NYJ@SF 00:00PM ET","NYJ","Ryan","Fitzpatrick","SF",16.81,0,0,0,0
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers",0,5600,"NO@TB 00:00PM ET","TB","Jacquizz","Rodgers","NO",0,4.4,8,0.03125,0
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,5600,"Was@Phi 00:00PM ET","Was","Jamison","Crowder","Phi",13.63,14.2,2,0.172131147540984,0
"QB","Eli Manning (0000000)","Eli Manning",0,5500,"Dal@NYG 00:00PM ET","NYG","Eli","Manning","Dal",18.56,18.6,0,0,0
"RB","Theo Riddick (0000000)","Theo Riddick",0,5500,"Chi@Det 00:00PM ET","Det","Theo","Riddick","Chi",18.15,0,4,0.156108597285068,0
"WR","Davante Adams (0000000)","Davante Adams",0,5500,"Sea@GB 00:00PM ET","GB","Davante","Adams","Sea",14.57,11.6,2,0.19758064516129,0
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,5500,"Sea@GB 00:00PM ET","Sea","Jimmy","Graham","GB",14.57,12.6,2,0.209302325581395,0
"WR","Steve Smith (0000000)","Steve Smith",0,5500,"Bal@NE 00:00PM ET","Bal","Steve","Smith","NE",13.07,13.6,3,0.160320641282565,0
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,5400,"Was@Phi 00:00PM ET","Phi","Jordan","Matthews","Was",0,16.6,1,0.204954954954955,0
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,5400,"SD@Car 00:00PM ET","Car","Jonathan","Stewart","SD",11.48,11.6,7,0.037037037037037,0
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,5400,"Pit@Buf 00:00PM ET","Buf","Tyrod","Taylor","Pit",18.83,16.8,0,0,0
"QB","Alex Smith (0000000)","Alex Smith",0,5400,"Oak@KC 00:00PM ET","KC","Alex","Smith","Oak",16.07,18.8,15,0.00231481481481481,0
"WR","Sammy Watkins (0000000)","Sammy Watkins",0,5300,"Pit@Buf 00:00PM ET","Buf","Sammy","Watkins","Pit",11.94,15,6,0.061624649859944,0
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5300,"Hou@Ind 00:00PM ET","Hou","Brock","Osweiler","Ind",15.06,15.2,14,0.00227790432801822,0
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,5300,"Bal@NE 00:00PM ET","NE","LeGarrette","Blount","Bal",11.22,7.1,9,0.0158013544018059,0
"RB","Mark Ingram (0000000)","Mark Ingram",0,5300,"NO@TB 00:00PM ET","NO","Mark","Ingram","TB",13.64,13,5,0.0816733067729084,0
"WR","DeVante Parker (0000000)","DeVante Parker",0,5300,"Ari@Mia 00:00PM ET","Mia","DeVante","Parker","Ari",11.75,11.1,2,0.181571815718157,0
"RB","Derrick Henry (0000000)","Derrick Henry",0,5200,"Den@Ten 00:00PM ET","Ten","Derrick","Henry","Den",0,6,9,0.0279187817258883,0
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,5200,"Was@Phi 00:00PM ET","Was","DeSean","Jackson","Phi",11.92,13.7,4,0.163934426229508,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5200,"Ari@Mia 00:00PM ET","Mia","Ryan","Tannehill","Ari",16.69,14,0,0,0
"WR","Kenny Britt (0000000)","Kenny Britt",0,5200,"Atl@LA 00:00PM ET","LA","Kenny","Britt","Atl",14.71,13.9,1,0.225490196078431,0
"WR","Cole Beasley (0000000)","Cole Beasley",0,5200,"Dal@NYG 00:00PM ET","Dal","Cole","Beasley","NYG",11.56,11,1,0.219512195121951,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,5200,"Oak@KC 00:00PM ET","Oak","Latavius","Murray","KC",14.9,13.8,5,0.0831600831600832,0
"WR","Willie Snead (0000000)","Willie Snead",0,5200,"NO@TB 00:00PM ET","NO","Willie","Snead","TB",14.24,13,3,0.153386454183267,0
"WR","Rishard Matthews (0000000)","Rishard Matthews",0,5100,"Den@Ten 00:00PM ET","Ten","Rishard","Matthews","Den",0,13.5,3,0.185279187817259,0
"QB","Carson Wentz (0000000)","Carson Wentz",0,5100,"Was@Phi 00:00PM ET","Phi","Carson","Wentz","Was",16.16,15.9,0,0,0
"RB","Lamar Miller (0000000)","Lamar Miller",0,5100,"Hou@Ind 00:00PM ET","Hou","Lamar","Miller","Ind",13.65,13,5,0.0842824601366743,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5100,"Min@Jax 00:00PM ET","Min","Sam","Bradford","Jax",16.19,14.7,13,0.00230414746543779,0
"QB","Tony Romo (0000000)","Tony Romo",0,5100,"Dal@NYG 00:00PM ET","Dal","Tony","Romo","NYG",0,0,0,0,0
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,5100,"Oak@KC 00:00PM ET","KC","Jeremy","Maclin","Oak",0,13.3,4,0.12962962962963,0
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5100,"Den@Ten 00:00PM ET","Den","Trevor","Siemian","Ten",0,16.3,0,0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@KC 00:00PM ET","Oak","Matt","McGloin","KC",0,0,0,0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"Oak@KC 00:00PM ET","KC","Tyler","Bray","Oak",0,0,0,0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@KC 00:00PM ET","Oak","Connor","Cook","KC",0,0,0,0,0
"WR","Tyreek Hill (0000000)","Tyreek Hill",0,5000,"Oak@KC 00:00PM ET","KC","Tyreek","Hill","Oak",12.59,10,2,0.145833333333333,1
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Pit@Buf 00:00PM ET","Pit","Landry","Jones","Buf",0,0,0,0,0
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"Pit@Buf 00:00PM ET","Buf","EJ","Manuel","Pit",0,0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Pit@Buf 00:00PM ET","Pit","Zach","Mettenberger","Buf",0,0,0,0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"Pit@Buf 00:00PM ET","Buf","Cardale","Jones","Pit",0,0,0,0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Den@Ten 00:00PM ET","Ten","Matt","Cassel","Den",0,0,0,0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Den@Ten 00:00PM ET","Den","Austin","Davis","Ten",0,0,0,0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Den@Ten 00:00PM ET","Den","Paxton","Lynch","Ten",14.96,0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"NO@TB 00:00PM ET","NO","Luke","McCown","TB",0,0,0,0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"NO@TB 00:00PM ET","TB","Mike","Glennon","NO",0,0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"NO@TB 00:00PM ET","TB","Ryan","Griffin","NO",0,0,0,0,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Was@Phi 00:00PM ET","Phi","Chase","Daniel","Was",0,0,0,0,0
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Was@Phi 00:00PM ET","Was","Colt","McCoy","Phi",0,0,0,0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Was@Phi 00:00PM ET","Was","Nate","Sudfeld","Phi",0,0,0,0,0
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Ari@Mia 00:00PM ET","Mia","Matt","Moore","Ari",0,0,0,0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"Ari@Mia 00:00PM ET","Ari","Drew","Stanton","Mia",0,0,0,0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"SD@Car 00:00PM ET","Car","Derek","Anderson","SD",0,0,0,0,0
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"SD@Car 00:00PM ET","SD","Kellen","Clemens","Car",0,0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"SD@Car 00:00PM ET","Car","Joe","Webb","SD",0,0,11,0.00231481481481481,0
"TE","Greg Olsen (0000000)","Greg Olsen",0,5000,"SD@Car 00:00PM ET","Car","Greg","Olsen","SD",14.34,16.2,1,0.231481481481481,0
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Cin@Cle 00:00PM ET","Cle","Josh","McCown","Cin",0,0,0,0,0
"QB","Robert Griffin (0000000)","Robert Griffin",0,5000,"Cin@Cle 00:00PM ET","Cle","Robert","Griffin","Cin",0,16.8,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Cin@Cle 00:00PM ET","Cin","AJ","McCarron","Cle",0,0,0,0,0
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cin@Cle 00:00PM ET","Cle","Cody","Kessler","Cin",0,0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Cin@Cle 00:00PM ET","Cin","Jeff","Driskel","Cle",0,0,0,0,0
"QB","Kevin Hogan (0000000)","Kevin Hogan",0,5000,"Cin@Cle 00:00PM ET","Cle","Kevin","Hogan","Cin",0,0,0,0,0
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,5000,"Cin@Cle 00:00PM ET","Cin","Brandon","LaFell","Cle",11.98,11.4,2,0.167785234899329,1
"QB","Jay Cutler (0000000)","Jay Cutler",0,5000,"Chi@Det 00:00PM ET","Chi","Jay","Cutler","Det",0,0,0,0,0
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Chi@Det 00:00PM ET","Det","Dan","Orlovsky","Chi",0,0,0,0,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"Chi@Det 00:00PM ET","Chi","Matt","Barkley","Det",16.26,15.6,0,0,0
"QB","David Fales (0000000)","David Fales",0,5000,"Chi@Det 00:00PM ET","Chi","David","Fales","Det",0,0,0,0,0
"QB","Jake Rudock (0000000)","Jake Rudock",0,5000,"Chi@Det 00:00PM ET","Det","Jake","Rudock","Chi",0,0,0,0,0
"RB","Ameer Abdullah (0000000)","Ameer Abdullah",0,5000,"Chi@Det 00:00PM ET","Det","Ameer","Abdullah","Chi",0,0,9,0.0113122171945701,0
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Hou@Ind 00:00PM ET","Ind","Scott","Tolzien","Hou",0,0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Hou@Ind 00:00PM ET","Hou","Brandon","Weeden","Ind",0,0,0,0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Hou@Ind 00:00PM ET","Hou","Tom","Savage","Ind",0,0,0,0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Min@Jax 00:00PM ET","Min","Shaun","Hill","Jax",0,0,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Min@Jax 00:00PM ET","Jax","Chad","Henne","Min",0,0,0,0,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"Oak@KC 00:00PM ET","KC","Nick","Foles","Oak",0,0,0,0,0
"QB","Taylor Heinicke (0000000)","Taylor Heinicke",0,5000,"Min@Jax 00:00PM ET","Min","Taylor","Heinicke","Jax",0,0,0,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Min@Jax 00:00PM ET","Jax","Brandon","Allen","Min",0,0,0,0,0
"RB","Adrian Peterson (0000000)","Adrian Peterson",0,5000,"Min@Jax 00:00PM ET","Min","Adrian","Peterson","Jax",0,0,10,0.0115207373271889,0
"WR","Allen Robinson (0000000)","Allen Robinson",0,5000,"Min@Jax 00:00PM ET","Jax","Allen","Robinson","Min",13.12,13.7,1,0.244444444444444,1
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"NYJ@SF 00:00PM ET","SF","Christian","Ponder","NYJ",0,0,0,0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"NYJ@SF 00:00PM ET","SF","Blaine","Gabbert","NYJ",0,0,14,0.00266666666666667,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"NYJ@SF 00:00PM ET","NYJ","Bryce","Petty","SF",0,15.2,0,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"NYJ@SF 00:00PM ET","NYJ","Christian","Hackenberg","SF",0,0,0,0,0
"RB","Bilal Powell (0000000)","Bilal Powell",0,5000,"NYJ@SF 00:00PM ET","NYJ","Bilal","Powell","SF",8.43,12.2,3,0.12289156626506,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Atl@LA 00:00PM ET","Atl","Matt","Schaub","LA",0,0,0,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"Atl@LA 00:00PM ET","LA","Case","Keenum","Atl",0,0,0,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"Atl@LA 00:00PM ET","LA","Sean","Mannion","Atl",0,0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"Atl@LA 00:00PM ET","LA","Jared","Goff","Atl",14.76,15.1,0,0,0
"RB","Todd Gurley (0000000)","Todd Gurley",0,5000,"Atl@LA 00:00PM ET","LA","Todd","Gurley","Atl",13.13,16.8,5,0.107843137254902,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"Sea@GB 00:00PM ET","GB","Brett","Hundley","Sea",0,0,0,0,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Sea@GB 00:00PM ET","Sea","Trevone","Boykin","GB",0,0,0,0,0
"WR","Randall Cobb (0000000)","Randall Cobb",0,5000,"Sea@GB 00:00PM ET","GB","Randall","Cobb","Sea",13.49,11,3,0.171370967741935,1
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Dal@NYG 00:00PM ET","NYG","Josh","Johnson","Dal",0,0,0,0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Dal@NYG 00:00PM ET","Dal","Mark","Sanchez","NYG",0,0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"Dal@NYG 00:00PM ET","NYG","Ryan","Nassib","Dal",0,0,0,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Bal@NE 00:00PM ET","Bal","Ryan","Mallett","NE",0,0,0,0,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5000,"Bal@NE 00:00PM ET","NE","Jimmy","Garoppolo","Bal",0,0,13,0.00225733634311512,0
"QB","Blake Bortles (0000000)","Blake Bortles",0,5000,"Min@Jax 00:00PM ET","Jax","Blake","Bortles","Min",17.79,14.3,0,0,0
"RB","Charcandrick West (0000000)","Charcandrick West",0,4900,"Oak@KC 00:00PM ET","KC","Charcandrick","West","Oak",6.22,4.7,7,0.0694444444444444,0
"WR","Tyler Boyd (0000000)","Tyler Boyd",0,4900,"Cin@Cle 00:00PM ET","Cin","Tyler","Boyd","Cle",13.47,13.2,3,0.147651006711409,1
"WR","Marvin Jones (0000000)","Marvin Jones",0,4900,"Chi@Det 00:00PM ET","Det","Marvin","Jones","Chi",0,12.5,2,0.19683257918552,1
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,4900,"NYJ@SF 00:00PM ET","SF","Carlos","Hyde","NYJ",15.57,12.5,6,0.0693333333333333,0
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4900,"NYJ@SF 00:00PM ET","NYJ","Quincy","Enunwa","SF",9.92,8.8,2,0.185542168674699,1
"RB","Rashad Jennings (0000000)","Rashad Jennings",0,4900,"Dal@NYG 00:00PM ET","NYG","Rashad","Jennings","Dal",11.83,9.2,5,0.0728051391862955,0
"RB","Alfred Morris (0000000)","Alfred Morris",0,4900,"Dal@NYG 00:00PM ET","Dal","Alfred","Morris","NYG",2.56,3.9,9,0.010840108401084,0
"WR","Mike Wallace (0000000)","Mike Wallace",0,4900,"Bal@NE 00:00PM ET","Bal","Mike","Wallace","NE",13.95,11.7,1,0.192384769539078,1
"TE","Zach Ertz (0000000)","Zach Ertz",0,4900,"Was@Phi 00:00PM ET","Phi","Zach","Ertz","Was",10.99,11.6,2,0.15990990990991,0
"WR","Dontrelle Inman (0000000)","Dontrelle Inman",0,4800,"SD@Car 00:00PM ET","SD","Dontrelle","Inman","Car",9.91,9.9,2,0.17688679245283,1
"RB","Frank Gore (0000000)","Frank Gore",0,4800,"Hou@Ind 00:00PM ET","Ind","Frank","Gore","Hou",11.96,13.3,6,0.0899122807017544,0
"RB","Devontae Booker (0000000)","Devontae Booker",0,4800,"Den@Ten 00:00PM ET","Den","Devontae","Booker","Ten",14.59,12.6,5,0.0686274509803922,0
"RB","C.J. Prosise (0000000)","C.J. Prosise",0,4700,"Sea@GB 00:00PM ET","Sea","C.J.","Prosise","GB",0,0,6,0.0516795865633075,0
