"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR","TierRank"
"WR","Eric Weems (8009349)","Eric Weems",8009349,3000,"NO@Atl 04:25PM ET","Atl","Eric","Weems","NO",0,0,0,0,0,0,0,0
"WR","Nick Williams (8009353)","Nick Williams",8009353,3000,"NO@Atl 04:25PM ET","Atl","Nick","Williams","NO",0,0,12,0.00978473581213307,0,0,0,0
"WR","Brandon Coleman (8009354)","Brandon Coleman",8009354,3000,"NO@Atl 04:25PM ET","NO","Brandon","Coleman","Atl",4.26,1.4,7,0.0542264752791069,2.46632611344637,2.57116691853772,0,0
"WR","Justin Hardy (8009355)","Justin Hardy",8009355,3000,"NO@Atl 04:25PM ET","Atl","Justin","Hardy","NO",4.83,7.5,9,0.0489236790606654,6.08487047885206,6.25623884090568,0,0
"WR","Corey Fuller (8009356)","Corey Fuller",8009356,3000,"NO@Atl 04:25PM ET","NO","Corey","Fuller","Atl",0,0,0,0,0,0,0,0
"WR","Tommylee Lewis (8009359)","Tommylee Lewis",8009359,3000,"NO@Atl 04:25PM ET","NO","Tommylee","Lewis","Atl",0,0,11,0.0175438596491228,0,0,0,0
"WR","Jake Lampman (8009362)","Jake Lampman",8009362,3000,"NO@Atl 04:25PM ET","NO","Jake","Lampman","Atl",0,0,0,0,0,0,0,0
"RB","Cedric Peerman (8009216)","Cedric Peerman",8009216,3000,"Bal@Cin 01:00PM ET","Cin","Cedric","Peerman","Bal",0,0,0,0,0,0,0,0
"RB","Kyle Juszczyk (8009218)","Kyle Juszczyk",8009218,3000,"Bal@Cin 01:00PM ET","Bal","Kyle","Juszczyk","Cin",3.95,3.7,0,0,3.62274066527961,3.74127885424168,0,0
"RB","Javorius Allen (8009220)","Javorius Allen",8009220,3000,"Bal@Cin 01:00PM ET","Bal","Javorius","Allen","Cin",0,0,12,0.00963081861958266,0,0,0,0
"WR","Kamar Aiken (8009366)","Kamar Aiken",8009366,3000,"Bal@Cin 01:00PM ET","Bal","Kamar","Aiken","Cin",4.53,5.3,5,0.0818619582664527,4.74241323729033,4.88773971457109,0,0
"WR","Michael Campanaro (8009368)","Michael Campanaro",8009368,3000,"Bal@Cin 01:00PM ET","Bal","Michael","Campanaro","Cin",0,0,0,0,0,0,0,0
"WR","James Wright (8009369)","James Wright",8009369,3000,"Bal@Cin 01:00PM ET","Cin","James","Wright","Bal",2.94,3.2,9,0.0390334572490706,2.94452048073772,3.03670968202701,0,0
"WR","Chris Moore (8009370)","Chris Moore",8009370,3000,"Bal@Cin 01:00PM ET","Bal","Chris","Moore","Cin",0,0,9,0.0272873194221509,0,0,0,0
"WR","Alex Erickson (8009371)","Alex Erickson",8009371,3000,"Bal@Cin 01:00PM ET","Cin","Alex","Erickson","Bal",0,2.1,12,0.0148698884758364,1.167988944542,1.18663516817588,0,0
"WR","Breshad Perriman (8009372)","Breshad Perriman",8009372,3000,"Bal@Cin 01:00PM ET","Bal","Breshad","Perriman","Cin",7.9,5.4,4,0.0963081861958267,6.13311090718589,6.35242897688728,0,0
"WR","Cody Core (8009373)","Cody Core",8009373,3000,"Bal@Cin 01:00PM ET","Cin","Cody","Core","Bal",4.69,6.5,8,0.0408921933085502,5.4732220384349,5.63267429837082,0,0
"RB","Shane Vereen (8009224)","Shane Vereen",8009224,3000,"NYG@Was 04:25PM ET","NYG","Shane","Vereen","Was",0,0,8,0.0358974358974359,0,0,0,0
"RB","Bobby Rainey (8009225)","Bobby Rainey",8009225,3000,"NYG@Was 04:25PM ET","NYG","Bobby","Rainey","Was",0,12.8,6,0.0427350427350427,7.11917070958936,7.23282388221491,0,5
"RB","George Winn (8009226)","George Winn",8009226,3000,"NYG@Was 04:25PM ET","NYG","George","Winn","Was",0,0,0,0,0,0,0,0
"RB","Mack Brown (8009228)","Mack Brown",8009228,3000,"NYG@Was 04:25PM ET","Was","Mack","Brown","NYG",0,0,14,0.00172117039586919,0,0,0,0
"WR","Dwayne Harris (8009377)","Dwayne Harris",8009377,3000,"NYG@Was 04:25PM ET","NYG","Dwayne","Harris","Was",0,6.9,14,0.00341880341880342,3.83767796063801,3.89894412400647,0,0
"WR","Tavarres King (8009379)","Tavarres King",8009379,3000,"NYG@Was 04:25PM ET","NYG","Tavarres","King","Was",0,2.7,13,0.00512820512820513,1.50170007155401,1.52567378765471,0,0
"WR","Ryan Grant (8009380)","Ryan Grant",8009380,3000,"NYG@Was 04:25PM ET","Was","Ryan","Grant","NYG",0,2.5,7,0.0378657487091222,1.39046302921667,1.4126609144951,0,0
"WR","Maurice Harris (8009383)","Maurice Harris",8009383,3000,"NYG@Was 04:25PM ET","Was","Maurice","Harris","NYG",0,0,10,0.0172117039586919,0,0,0,0
"WR","Roger Lewis (8009385)","Roger Lewis",8009385,3000,"NYG@Was 04:25PM ET","NYG","Roger","Lewis","Was",2.8,7.6,11,0.0324786324786325,5.33627218342856,5.46449271480156,0,0
"RB","Jonathan Grimes (8009233)","Jonathan Grimes",8009233,3000,"Hou@Ten 01:00PM ET","Hou","Jonathan","Grimes","Ten",1.54,1.9,9,0.0255009107468124,1.66684741824011,1.71712423912133,0,0
"RB","Jay Prosch (8009236)","Jay Prosch",8009236,3000,"Hou@Ten 01:00PM ET","Hou","Jay","Prosch","Ten",0,0,0,0,0,0,0,0
"RB","Jalston Fowler (8009237)","Jalston Fowler",8009237,3000,"Hou@Ten 01:00PM ET","Ten","Jalston","Fowler","Hou",0,0,0,0,0,0,0,0
"RB","Antonio Andrews (8009238)","Antonio Andrews",8009238,3000,"Hou@Ten 01:00PM ET","Ten","Antonio","Andrews","Hou",0,0,0,0,0,0,0,0
"RB","Tyler Ervin (8009239)","Tyler Ervin",8009239,3000,"Hou@Ten 01:00PM ET","Hou","Tyler","Ervin","Ten",0,0,12,0.00910746812386157,0,0,0,0
"WR","Harry Douglas (8009386)","Harry Douglas",8009386,3000,"Hou@Ten 01:00PM ET","Ten","Harry","Douglas","Hou",2.34,0,7,0.0491803278688525,0.927028251638258,0.977788668315468,0,0
"WR","Marc Mariani (8009387)","Marc Mariani",8009387,3000,"Hou@Ten 01:00PM ET","Ten","Marc","Mariani","Hou",0,0,0,0,0,0,0,0
"WR","Kendall Wright (8009388)","Kendall Wright",8009388,3000,"Hou@Ten 01:00PM ET","Ten","Kendall","Wright","Hou",0,6.6,5,0.0860655737704918,3.67082239713201,3.72942481426706,1,0
"WR","Keith Mumphery (8009389)","Keith Mumphery",8009389,3000,"Hou@Ten 01:00PM ET","Hou","Keith","Mumphery","Ten",0,3.9,11,0.0163934426229508,2.16912232557801,2.20375102661235,0,0
"WR","Tre McBride (8009392)","Tre McBride",8009392,3000,"Hou@Ten 01:00PM ET","Ten","Tre","McBride","Hou",0,0,0,0,0,0,0,0
"WR","Wendall Williams (8009395)","Wendall Williams",8009395,3000,"Hou@Ten 01:00PM ET","Hou","Wendall","Williams","Ten",0,0,14,0.00546448087431694,0,0,0,0
"RB","Mike Tolbert (8009242)","Mike Tolbert",8009242,3000,"Car@TB 01:00PM ET","Car","Mike","Tolbert","TB",0,2,0,0,1.11237042337334,1.13012873159608,0,0
"RB","Fozzy Whittaker (8009244)","Fozzy Whittaker",8009244,3000,"Car@TB 01:00PM ET","Car","Fozzy","Whittaker","TB",4.74,4.1,6,0.0615671641791045,4.15818582636207,4.29741274071868,0,0
"RB","Peyton Barber (8009249)","Peyton Barber",8009249,3000,"Car@TB 01:00PM ET","TB","Peyton","Barber","Car",3.5,3.3,13,0.0128676470588235,3.22199191682836,3.3272168255541,0,0
"WR","Brenton Bersin (8009397)","Brenton Bersin",8009397,3000,"Car@TB 01:00PM ET","Car","Brenton","Bersin","TB",0,4.5,11,0.00373134328358209,2.50283345259001,2.54278964609118,0,0
"WR","Josh Huff (8009399)","Josh Huff",8009399,3000,"Car@TB 01:00PM ET","TB","Josh","Huff","Car",2.48,0,15,0.0110294117647059,0.982491480368752,1.03628884505229,0,0
"WR","Bernard Reedy (8009400)","Bernard Reedy",8009400,3000,"Car@TB 01:00PM ET","TB","Bernard","Reedy","Car",0,0,0,0,0,0,0,0
"WR","Freddie Martino (8009401)","Freddie Martino",8009401,3000,"Car@TB 01:00PM ET","TB","Freddie","Martino","Car",2.33,5.5,11,0.0183823529411765,3.9820852567199,4.08146409615205,0,0
"WR","Corey Brown (8009402)","Corey Brown",8009402,3000,"Car@TB 01:00PM ET","Car","Corey","Brown","TB",0,7.3,5,0.0932835820895522,4.06015204531268,4.12496987032569,0,0
"RB","James Starks (8009250)","James Starks",8009250,3000,"GB@Det 08:30PM ET","GB","James","Starks","Det",0,0,7,0.0422297297297297,0,0,0,0
"RB","Joique Bell (8009252)","Joique Bell",8009252,3000,"GB@Det 08:30PM ET","Det","Joique","Bell","GB",0,0,13,0.00177935943060498,0,0,0,0
"RB","Michael Burton (8009254)","Michael Burton",8009254,3000,"GB@Det 08:30PM ET","Det","Michael","Burton","GB",0,0,0,0,0,0,0,0
"RB","Aaron Ripkowski (8009258)","Aaron Ripkowski",8009258,3000,"GB@Det 08:30PM ET","GB","Aaron","Ripkowski","Det",3.48,1.8,0,0,2.37979078090829,2.47126310875178,0,0
"RB","Joe Kerridge (8009259)","Joe Kerridge",8009259,3000,"GB@Det 08:30PM ET","GB","Joe","Kerridge","Det",0,0,0,0,0,0,0,0
"WR","Andre Roberts (8009409)","Andre Roberts",8009409,3000,"GB@Det 08:30PM ET","Det","Andre","Roberts","GB",3.38,2.6,6,0.0444839857651246,2.78512235830727,2.88152876086391,0,0
"WR","TJ Jones (8009413)","TJ Jones",8009413,3000,"GB@Det 08:30PM ET","Det","TJ","Jones","GB",0,0,0,0,0,0,0,0
"WR","Trevor Davis (8009415)","Trevor Davis",8009415,3000,"GB@Det 08:30PM ET","GB","Trevor","Davis","Det",0,0,11,0.0135135135135135,0,0,0,0
"WR","Jeff Janis (8009416)","Jeff Janis",8009416,3000,"GB@Det 08:30PM ET","GB","Jeff","Janis","Det",2.68,1.4,8,0.0320945945945946,1.84038396063079,1.91095063822215,0,0
"WR","Geronimo Allison (8009417)","Geronimo Allison",8009417,3000,"GB@Det 08:30PM ET","GB","Geronimo","Allison","Det",0,0,9,0.027027027027027,0,0,0,0
"RB","Jordan Todman (8009264)","Jordan Todman",8009264,3000,"Jax@Ind 01:00PM ET","Ind","Jordan","Todman","Jax",0,0,13,0.00178890876565295,0,0,0,0
"RB","Denard Robinson (8009265)","Denard Robinson",8009265,3000,"Jax@Ind 01:00PM ET","Jax","Denard","Robinson","Ind",0,3.5,14,0.0066006600660066,1.94664824090334,1.97772528029314,0,0
"RB","Corey Grant (8009266)","Corey Grant",8009266,3000,"Jax@Ind 01:00PM ET","Jax","Corey","Grant","Ind",7.97,2,13,0.00825082508250825,4.26981280181646,4.46046022154235,0,0
"RB","Bronson Hill (8009267)","Bronson Hill",8009267,3000,"Jax@Ind 01:00PM ET","Jax","Bronson","Hill","Ind",0,0,0,0,0,0,0,0
"RB","Josh Ferguson (8009268)","Josh Ferguson",8009268,3000,"Jax@Ind 01:00PM ET","Ind","Josh","Ferguson","Jax",1.4,1.3,9,0.0465116279069767,1.27767306249761,1.31958544290568,0,0
"WR","Bryan Walters (8009418)","Bryan Walters",8009418,3000,"Jax@Ind 01:00PM ET","Jax","Bryan","Walters","Ind",5.29,10.4,8,0.0429042904290429,7.88004391571502,8.08714036814099,0,8
"WR","Arrelious Benn (8009419)","Arrelious Benn",8009419,3000,"Jax@Ind 01:00PM ET","Jax","Arrelious","Benn","Ind",0,3,11,0.0165016501650165,1.66855563506001,1.69519309739412,0,0
"WR","Tony Washington (8009421)","Tony Washington",8009421,3000,"Jax@Ind 01:00PM ET","Jax","Tony","Washington","Ind",0,0,0,0,0,0,0,0
"WR","Devin Street (8009422)","Devin Street",8009422,3000,"Jax@Ind 01:00PM ET","Ind","Devin","Street","Jax",0,2.2,11,0.0107334525939177,1.22360746571067,1.24314160475569,0,0
"WR","Shane Wynn (8009427)","Shane Wynn",8009427,3000,"Jax@Ind 01:00PM ET","Jax","Shane","Wynn","Ind",0,0,16,0.00495049504950495,0,0,0,0
"WR","Chester Rogers (8009429)","Chester Rogers",8009429,3000,"Jax@Ind 01:00PM ET","Ind","Chester","Rogers","Jax",3.5,8.5,7,0.0554561717352415,6.11415501759904,6.26555152770391,0,0
"RB","James Develin (8009270)","James Develin",8009270,3000,"NE@Mia 01:00PM ET","NE","James","Develin","Mia",0,0,0,0,0,0,0,0
"RB","Brandon Bolden (8009272)","Brandon Bolden",8009272,3000,"NE@Mia 01:00PM ET","NE","Brandon","Bolden","Mia",0,0,11,0.00732600732600733,0,0,0,0
"RB","D.J. Foster (8009276)","D.J. Foster",8009276,3000,"NE@Mia 01:00PM ET","NE","D.J.","Foster","Mia",0,0,13,0.00366300366300366,0,0,0,0
"RB","Kenyan Drake (8009278)","Kenyan Drake",8009278,3000,"NE@Mia 01:00PM ET","Mia","Kenyan","Drake","NE",3.44,2.5,10,0.0228310502283105,2.75327379230881,2.85009382859989,0,0
"WR","Matthew Slater (8009430)","Matthew Slater",8009430,3000,"NE@Mia 01:00PM ET","NE","Matthew","Slater","Mia",0,0,14,0.00183150183150183,0,0,0,0
"WR","Rashawn Scott (8009437)","Rashawn Scott",8009437,3000,"NE@Mia 01:00PM ET","Mia","Rashawn","Scott","NE",0,0,0,0,0,0,0,0
"WR","Jakeem Grant (8009439)","Jakeem Grant",8009439,3000,"NE@Mia 01:00PM ET","Mia","Jakeem","Grant","NE",0,0,13,0.00228310502283105,0,0,0,0
"WR","Leonte Carroo (8009441)","Leonte Carroo",8009441,3000,"NE@Mia 01:00PM ET","Mia","Leonte","Carroo","NE",2.5,1,12,0.0114155251141553,1.54660001044549,1.60971037895559,0,0
"RB","Zach Line (8009281)","Zach Line",8009281,3000,"Chi@Min 01:00PM ET","Min","Zach","Line","Chi",0,0,0,0,0,0,0,0
"RB","Ka'Deem Carey (8009284)","Ka'Deem Carey",8009284,3000,"Chi@Min 01:00PM ET","Chi","Ka'Deem","Carey","Min",0,2.3,13,0.0127504553734062,1.27922598687934,1.29964804133549,0,0
"RB","Paul Lasike (8009285)","Paul Lasike",8009285,3000,"Chi@Min 01:00PM ET","Chi","Paul","Lasike","Min",0,0,0,0,0,0,0,0
"RB","Bralon Addison (8009286)","Bralon Addison",8009286,3000,"Chi@Min 01:00PM ET","Chi","Bralon","Addison","Min",0,0,0,0,0,0,0,0
"RB","C.J. Ham (8009288)","C.J. Ham",8009288,3000,"Chi@Min 01:00PM ET","Min","C.J.","Ham","Chi",0,0,0,0,0,0,0,0
"WR","Jarius Wright (8009444)","Jarius Wright",8009444,3000,"Chi@Min 01:00PM ET","Min","Jarius","Wright","Chi",0,6.2,9,0.0141843971631206,3.44834831245735,3.50339906794784,0,0
"WR","Daniel Braverman (8009448)","Daniel Braverman",8009448,3000,"Chi@Min 01:00PM ET","Chi","Daniel","Braverman","Min",0,0,15,0.00364298724954463,0,0,0,0
"WR","Laquon Treadwell (8009452)","Laquon Treadwell",8009452,3000,"Chi@Min 01:00PM ET","Min","Laquon","Treadwell","Chi",0,0,11,0.00531914893617021,0,0,0,0
"RB","Reggie Bush (8009289)","Reggie Bush",8009289,3000,"Buf@NYJ 01:00PM ET","Buf","Reggie","Bush","NYJ",0,2.5,9,0.0267260579064588,1.39046302921667,1.4126609144951,0,0
"RB","Jerome Felton (8009290)","Jerome Felton",8009290,3000,"Buf@NYJ 01:00PM ET","Buf","Jerome","Felton","NYJ",0,0,0,0,0,0,0,0
"RB","Brandon Wilds (8009295)","Brandon Wilds",8009295,3000,"Buf@NYJ 01:00PM ET","NYJ","Brandon","Wilds","Buf",7.78,6.6,0,0,6.75299325086947,6.98036320721336,0,0
"RB","Jonathan Williams (8009296)","Jonathan Williams",8009296,3000,"Buf@NYJ 01:00PM ET","Buf","Jonathan","Williams","NYJ",0,0,15,0.0044543429844098,0,0,0,0
"WR","Brandon Tate (8009454)","Brandon Tate",8009454,3000,"Buf@NYJ 01:00PM ET","Buf","Brandon","Tate","NYJ",0,0,10,0.0244988864142539,0,0,0,0
"WR","Justin Hunter (8009457)","Justin Hunter",8009457,3000,"Buf@NYJ 01:00PM ET","Buf","Justin","Hunter","NYJ",2.89,2.2,7,0.0512249443207127,2.36852697307587,2.45075239596582,0,0
"WR","Dezmin Lewis (8009459)","Dezmin Lewis",8009459,3000,"Buf@NYJ 01:00PM ET","Buf","Dezmin","Lewis","NYJ",0,0,17,0.0022271714922049,0,0,0,0
"WR","Charone Peake (8009460)","Charone Peake",8009460,3000,"Buf@NYJ 01:00PM ET","NYJ","Charone","Peake","Buf",8.03,3.9,6,0.0558766859344894,5.35033465919135,5.55915402087441,0,0
"WR","Devin Smith (8009462)","Devin Smith",8009462,3000,"Buf@NYJ 01:00PM ET","NYJ","Devin","Smith","Buf",4.8,0,12,0.00578034682080925,1.90159641361694,2.0057203452625,0,0
"WR","Jalin Marshall (8009464)","Jalin Marshall",8009464,3000,"Buf@NYJ 01:00PM ET","NYJ","Jalin","Marshall","Buf",0,0,8,0.0385356454720617,0,0,0,0
"RB","Lance Dunbar (8009302)","Lance Dunbar",8009302,3000,"Dal@Phi 01:00PM ET","Dal","Lance","Dunbar","Phi",3.84,6.4,7,0.0406852248394004,5.08086248568823,5.22098821731745,0,0
"RB","Keith Smith (8009303)","Keith Smith",8009303,3000,"Dal@Phi 01:00PM ET","Dal","Keith","Smith","Phi",0,0,0,0,0,0,0,0
"RB","Byron Marshall (8009304)","Byron Marshall",8009304,3000,"Dal@Phi 01:00PM ET","Phi","Byron","Marshall","Dal",6.19,4.4,0,0,4.89948197314819,5.07282673808947,0,0
"WR","Paul Turner (8009470)","Paul Turner",8009470,3000,"Dal@Phi 01:00PM ET","Phi","Paul","Turner","Dal",6.93,2,11,0.0179856115107914,3.85780024553279,4.02588748006881,0,0
"WR","Bryce Treggs (8009472)","Bryce Treggs",8009472,3000,"Dal@Phi 01:00PM ET","Phi","Bryce","Treggs","Dal",2.8,2,12,0.0143884892086331,2.22163499798322,2.30013226633254,0,0
"WR","Lucky Whitehead (8009474)","Lucky Whitehead",8009474,3000,"Dal@Phi 01:00PM ET","Dal","Lucky","Whitehead","Phi",0,3.9,11,0.00642398286937901,2.16912232557801,2.20375102661235,0,0
"WR","Vince Mayle (8009475)","Vince Mayle",8009475,3000,"Dal@Phi 01:00PM ET","Dal","Vince","Mayle","Phi",0,1.2,0,0,0.667422254024003,0.678077238957647,0,0
"RB","Roosevelt Nix (8009309)","Roosevelt Nix",8009309,3000,"Cle@Pit 01:00PM ET","Pit","Roosevelt","Nix","Cle",0,0,0,0,0,0,0,0
"RB","George Atkinson III (8009311)","George Atkinson III",8009311,3000,"Cle@Pit 01:00PM ET","Cle","George","Atkinson III","Pit",0,0,0,0,0,0,0,0
"RB","Daryl Richardson (8009312)","Daryl Richardson",8009312,3000,"Cle@Pit 01:00PM ET","Pit","Daryl","Richardson","Cle",0,0,0,0,0,0,0,0
"RB","Darius Jackson (8009314)","Darius Jackson",8009314,3000,"Cle@Pit 01:00PM ET","Cle","Darius","Jackson","Pit",0,0,0,0,0,0,0,0
"WR","Andrew Hawkins (8009476)","Andrew Hawkins",8009476,3000,"Cle@Pit 01:00PM ET","Cle","Andrew","Hawkins","Pit",6.78,4.8,5,0.0982986767485822,5.35569395032994,5.54538894351387,1,0
"WR","Darrius Heyward-Bey (8009477)","Darrius Heyward-Bey",8009477,3000,"Cle@Pit 01:00PM ET","Pit","Darrius","Heyward-Bey","Cle",6.03,6.5,10,0.0280701754385965,6.00408437056963,6.19260456142327,0,0
"WR","Cobi Hamilton (8009480)","Cobi Hamilton",8009480,3000,"Cle@Pit 01:00PM ET","Pit","Cobi","Hamilton","Cle",5.82,8.4,7,0.0473684210526316,6.97764142967856,7.17847659133431,0,0
"WR","Sammie Coates (8009481)","Sammie Coates",8009481,3000,"Cle@Pit 01:00PM ET","Pit","Sammie","Coates","Cle",3.05,5.2,5,0.0842105263157895,4.10046915525644,4.21280283820202,1,0
"WR","Ricardo Louis (8009483)","Ricardo Louis",8009483,3000,"Cle@Pit 01:00PM ET","Cle","Ricardo","Louis","Pit",2,0,7,0.0604914933837429,0.792331839007058,0.835716810526041,0,0
"WR","Demarcus Ayers (8009485)","Demarcus Ayers",8009485,3000,"Cle@Pit 01:00PM ET","Pit","Demarcus","Ayers","Cle",0,3.6,0,0,2.00226676207201,2.03423171687294,0,0
"WR","Rashard Higgins (8009486)","Rashard Higgins",8009486,3000,"Cle@Pit 01:00PM ET","Cle","Rashard","Higgins","Pit",0,1.4,8,0.0245746691871456,0.778659296361336,0.791090112117255,0,0
"WR","Mario Alford (8009487)","Mario Alford",8009487,3000,"Cle@Pit 01:00PM ET","Cle","Mario","Alford","Pit",0,0,0,0,0,0,0,0
"TE","Jesse James (8009615)","Jesse James",8009615,3000,"Cle@Pit 01:00PM ET","Pit","Jesse","James","Cle",9.78,4.3,4,0.1,6.26609910299719,6.51643197640391,0,0
"RB","Chase Reynolds (8009315)","Chase Reynolds",8009315,3000,"Ari@LA 04:25PM ET","LA","Chase","Reynolds","Ari",0,0,0,0,0,0,0,0
"RB","Stepfan Taylor (8009317)","Stepfan Taylor",8009317,3000,"Ari@LA 04:25PM ET","Ari","Stepfan","Taylor","LA",0,0,0,0,0,0,0,0
"RB","Kerwynn Williams (8009318)","Kerwynn Williams",8009318,3000,"Ari@LA 04:25PM ET","Ari","Kerwynn","Williams","LA",3.06,0,13,0.00182815356489945,1.2122677136808,1.27864672010484,0,0
"RB","Aaron Green (8009320)","Aaron Green",8009320,3000,"Ari@LA 04:25PM ET","LA","Aaron","Green","Ari",0,0,0,0,0,0,0,0
"RB","Malcolm Brown (8009321)","Malcolm Brown",8009321,3000,"Ari@LA 04:25PM ET","LA","Malcolm","Brown","Ari",0,4.2,11,0.00587084148727984,2.33597788908401,2.37327033635177,0,0
"WR","Jeremy Ross (8009489)","Jeremy Ross",8009489,3000,"Ari@LA 04:25PM ET","Ari","Jeremy","Ross","LA",0,0,0,0,0,0,0,0
"WR","Brittan Golden (8009495)","Brittan Golden",8009495,3000,"Ari@LA 04:25PM ET","Ari","Brittan","Golden","LA",5.16,2.7,9,0.020109689213894,3.54591621619222,3.68182315881189,0,0
"WR","Paul McRoberts (8009496)","Paul McRoberts",8009496,3000,"Ari@LA 04:25PM ET","LA","Paul","McRoberts","Ari",0,0,0,0,0,0,0,0
"WR","Marquis Bundy (8009497)","Marquis Bundy",8009497,3000,"Ari@LA 04:25PM ET","Ari","Marquis","Bundy","LA",0,0,0,0,0,0,0,0
"WR","Pharoh Cooper (8009498)","Pharoh Cooper",8009498,3000,"Ari@LA 04:25PM ET","LA","Pharoh","Cooper","Ari",3.35,6.7,8,0.025440313111546,5.0535967486375,5.18575690847798,0,0
"WR","Mike Thomas (8009499)","Mike Thomas",8009499,3000,"Ari@LA 04:25PM ET","LA","Mike","Thomas","Ari",0,4,9,0.0156555772994129,2.22474084674668,2.26025746319216,0,0
"RB","Taiwan Jones (8009324)","Taiwan Jones",8009324,3000,"Oak@Den 04:25PM ET","Oak","Taiwan","Jones","Den",0,0,12,0.0067911714770798,0,0,0,0
"RB","Juwan Thompson (8009326)","Juwan Thompson",8009326,3000,"Oak@Den 04:25PM ET","Den","Juwan","Thompson","Oak",0,1.4,15,0.00185185185185185,0.778659296361336,0.791090112117255,0,0
"RB","Jamize Olawale (8009327)","Jamize Olawale",8009327,3000,"Oak@Den 04:25PM ET","Oak","Jamize","Olawale","Den",0,1.8,0,0,1.001133381036,1.01711585843647,0,0
"WR","Jordan Norwood (8009500)","Jordan Norwood",8009500,3000,"Oak@Den 04:25PM ET","Den","Jordan","Norwood","Oak",2.57,5,4,0.062962962962963,3.79907247155741,3.89921793051616,0,0
"WR","Bennie Fowler (8009504)","Bennie Fowler",8009504,3000,"Oak@Den 04:25PM ET","Den","Bennie","Fowler","Oak",4.01,0,7,0.0444444444444444,1.58862533720915,1.67561220510471,0,0
"WR","Jordan Taylor (8009505)","Jordan Taylor",8009505,3000,"Oak@Den 04:25PM ET","Den","Jordan","Taylor","Oak",0,2.2,8,0.0425925925925926,1.22360746571067,1.24314160475569,0,0
"WR","Andre Holmes (8009506)","Andre Holmes",8009506,3000,"Oak@Den 04:25PM ET","Oak","Andre","Holmes","Den",2.73,3.5,7,0.0424448217317487,3.02818120114798,3.11847872666118,0,0
"WR","Cody Latimer (8009507)","Cody Latimer",8009507,3000,"Oak@Den 04:25PM ET","Den","Cody","Latimer","Oak",2.93,1.7,11,0.0185185185185185,2.10628100401268,2.18493454927732,0,0
"WR","Kalif Raymond (8009509)","Kalif Raymond",8009509,3000,"Oak@Den 04:25PM ET","Den","Kalif","Raymond","Oak",0,0,15,0.00185185185185185,0,0,0,0
"WR","Seth Roberts (8009510)","Seth Roberts",8009510,3000,"Oak@Den 04:25PM ET","Oak","Seth","Roberts","Den",5.31,5.4,3,0.130730050933786,5.10704117567175,5.27017570725605,0,0
"WR","Johnny Holton (8009511)","Johnny Holton",8009511,3000,"Oak@Den 04:25PM ET","Oak","Johnny","Holton","Den",0,0,13,0.00509337860780985,0,0,0,0
"RB","Anthony Sherman (8009331)","Anthony Sherman",8009331,3000,"KC@SD 04:25PM ET","KC","Anthony","Sherman","SD",0,0,0,0,0,0,0,0
"RB","Knile Davis (8009332)","Knile Davis",8009332,3000,"KC@SD 04:25PM ET","KC","Knile","Davis","SD",0,0,12,0.00770712909441233,0,0,0,0
"RB","Derek Watt (8009336)","Derek Watt",8009336,3000,"KC@SD 04:25PM ET","SD","Derek","Watt","KC",3.85,0,0,0,1.52523879008859,1.60875486026263,0,0
"WR","Albert Wilson (8009515)","Albert Wilson",8009515,3000,"KC@SD 04:25PM ET","KC","Albert","Wilson","SD",5.54,2.9,5,0.0963391136801541,3.80769630794089,3.95362222597145,1,0
"WR","Geremy Davis (8009516)","Geremy Davis",8009516,3000,"KC@SD 04:25PM ET","SD","Geremy","Davis","KC",0,0,15,0.00188679245283019,0,0,0,0
"WR","Isaiah Burse (8009517)","Isaiah Burse",8009517,3000,"KC@SD 04:25PM ET","SD","Isaiah","Burse","KC",0,0,15,0.00188679245283019,0,0,0,0
"WR","Chris Conley (8009518)","Chris Conley",8009518,3000,"KC@SD 04:25PM ET","KC","Chris","Conley","SD",6.92,6.5,4,0.13102119460501,6.35667203892777,6.56449854210736,0,0
"WR","Jeremy Butler (8009519)","Jeremy Butler",8009519,3000,"KC@SD 04:25PM ET","SD","Jeremy","Butler","KC",0,1.4,12,0.00377358490566038,0.778659296361336,0.791090112117255,0,0
"WR","De'Anthony Thomas (8009520)","De'Anthony Thomas",8009520,3000,"KC@SD 04:25PM ET","KC","De'Anthony","Thomas","SD",0,0,9,0.0173410404624277,0,0,0,0
"WR","Demarcus Robinson (8009522)","Demarcus Robinson",8009522,3000,"KC@SD 04:25PM ET","KC","Demarcus","Robinson","SD",0,0,0,0,0,0,0,0
"RB","Marcel Reece (8009340)","Marcel Reece",8009340,3000,"Sea@SF 04:25PM ET","Sea","Marcel","Reece","SF",0,3.5,0,0,1.94664824090334,1.97772528029314,0,0
"RB","Terrence Magee (8009343)","Terrence Magee",8009343,3000,"Sea@SF 04:25PM ET","Sea","Terrence","Magee","SF",0,0,0,0,0,0,0,0
"RB","J.D. McKissic (8009345)","J.D. McKissic",8009345,3000,"Sea@SF 04:25PM ET","Sea","J.D.","McKissic","SF",0,0,0,0,0,0,0,0
"WR","Rod Streater (8009527)","Rod Streater",8009527,3000,"Sea@SF 04:25PM ET","SF","Rod","Streater","Sea",7.36,5,8,0.0572033898305085,5.69670722597932,5.90075969172603,0,0
