"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SS","Alcides Escobar",3500,"Oak@KC 08:15PM ET",3.143,"KC",4.22,5.2,5.89,5.8,6
"2B","DJ LeMahieu",3500,"Col@SF 10:15PM ET",5.556,"Col",5.65,6,6.35,7.7,15
"SS","Brandon Crawford",3500,"Col@SF 10:15PM ET",8,"SF",5.87,0,6.91,7.3,NA
"1B/C","Stephen Vogt",3400,"Oak@KC 08:15PM ET",6.5,"Oak",3.89,5.8,1.71,5.1,0
"3B","Mike Moustakas",3400,"Oak@KC 08:15PM ET",8.714,"KC",6.62,8.3,8.7,7.1,7
"OF","Paulo Orlando",3400,"Oak@KC 08:15PM ET",3,"KC",5.25,5.3,6.77,5.3,3
"OF","Billy Burns",3400,"Oak@KC 08:15PM ET",0,"KC",NA,0,NA,0,NA
"1B","Stephen Cardullo",3300,"Col@SF 10:15PM ET",0.857,"Col",4.13,4.2,1.4,0,0
"C","Josh Phegley",3200,"Oak@KC 08:15PM ET",3,"Oak",5.41,0,6.07,0.6,NA
"1B/OF","Mark Canha",3200,"Oak@KC 08:15PM ET",1.75,"Oak",5.24,6.8,6.56,3.5,0
"OF","Jarrett Parker",3200,"Col@SF 10:15PM ET",1.167,"SF",5.1,4.6,6.05,5.6,0
"1B","Yonder Alonso",3000,"Oak@KC 08:15PM ET",8,"Oak",NA,0,1.72,4.4,NA
"1B","Ryan O'Hearn",3000,"Oak@KC 08:15PM ET",0,"KC",NA,0,NA,0,NA
"C","Nick Hundley",3000,"Col@SF 10:15PM ET",7.333,"SF",4.55,0,5.09,3.4,NA
"OF","Gerardo Parra",3000,"Col@SF 10:15PM ET",7.222,"Col",3.56,0,5.15,6,NA
"2B","Jed Lowrie",2900,"Oak@KC 08:15PM ET",7.125,"Oak",5.66,7.2,6.68,5.1,8
"OF","Terrance Gore",2900,"Oak@KC 08:15PM ET",0,"KC",NA,0,NA,0,NA
"OF","Mac Williamson",2900,"Col@SF 10:15PM ET",0,"SF",NA,0,NA,0.7,NA
"2B/SS","Christian Colon",2800,"Oak@KC 08:15PM ET",0,"KC",NA,0,1.7,0.9,NA
"OF","Jake Smolinski",2800,"Oak@KC 08:15PM ET",0,"Oak",NA,0,NA,0,NA
"2B/SS","Kelby Tomlinson",2800,"Col@SF 10:15PM ET",0,"SF",NA,0,NA,0,NA
"C","Dustin Garneau",2700,"Col@SF 10:15PM ET",5.2,"Col",4.17,3.7,4.59,0,0
"2B/SS","Raul Mondesi",2600,"Oak@KC 08:15PM ET",4,"KC",4.76,5.5,6.62,4.9,5
"OF","Matt Joyce",2600,"Oak@KC 08:15PM ET",4.125,"Oak",NA,0,1.62,1.1,NA
"C","Tom Murphy",2600,"Col@SF 10:15PM ET",0,"Col",NA,0,NA,0,NA
"OF","Gorkys Hernandez",2600,"Col@SF 10:15PM ET",2.75,"SF",NA,0,6.83,0.9,NA
"2B/3B","Adam Rosales",2500,"Oak@KC 08:15PM ET",5,"Oak",3.93,4.7,5.68,0.7,5
"3B","Conor Gillaspie",2500,"Col@SF 10:15PM ET",1.5,"SF",5.18,6.4,1.55,0.9,5
"C","Tim Federowicz",2400,"Col@SF 10:15PM ET",0,"SF",NA,4.8,1.15,0,2
"SS","Pat Valaika",2400,"Col@SF 10:15PM ET",0,"Col",NA,0,NA,0,NA
"C","Tony Wolters",2300,"Col@SF 10:15PM ET",5.167,"Col",3.04,0,1.28,3.8,NA
"C","Drew Butera",2200,"Oak@KC 08:15PM ET",0,"KC",NA,0,1.63,0.4,NA
"2B/SS","Cristhian Adames",2200,"Col@SF 10:15PM ET",0,"Col",NA,0,1.27,1,NA
"3B","Aaron Hill",2200,"Col@SF 10:15PM ET",4.5,"SF",NA,0,1.3,0.5,NA
"1B/OF","Chris Marrero",2100,"Col@SF 10:15PM ET",1.286,"SF",NA,0,1.38,0,NA
"3B/SS","Alexi Amarista",2100,"Col@SF 10:15PM ET",2.333,"Col",NA,0,1.32,0.4,NA
