"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"QB","Matt Ryan (7642352)","Matt Ryan",7642352,7000,"GB@Atl 04:25PM ET","Atl","Matt","Ryan","GB",19.5,22.5,NA,NA,20.066352772493,19.782601776649,0,27.4,31.8,19.9,39.5,15,26.6,14.7,"Ryan, Matt",NA,NA,NA,NA,NA,15.9,34.1,24.4
"TE","Rob Gronkowski (7642619)","Rob Gronkowski",7642619,7000,"NE@Buf 01:00PM ET","NE","Rob","Gronkowski","Buf",18.11,15.3,5,0.0991379310344828,15.4124026082792,15.4353448973146,1,NA,NA,NA,2.1,18.9,32.2,19.3,"Gronkowski, Rob",17,23,2,4,3,1.1,27.9,24.9
"QB","Drew Brees (7642335)","Drew Brees",7642335,6900,"Sea@NO 01:00PM ET","NO","Drew","Brees","Sea",20.69,19.5,NA,NA,18.7718703107536,18.694660892761,0,35.4,14.5,29.9,13.9,NA,36.6,28.7,"Brees, Drew",NA,NA,NA,NA,NA,16.5,36.5,20.7
"WR","Doug Baldwin (7642487)","Doug Baldwin",7642487,6900,"Sea@NO 01:00PM ET","Sea","Doug","Baldwin","NO",19.46,16.7,1,0.259259259259259,16.7107753890206,16.7221456424025,1,24.2,5,33,9.4,NA,7.1,12.9,"Baldwin, Doug",36,49,2,1,1,4.3,26.3,9.1
"QB","Andrew Luck (7642327)","Andrew Luck",7642327,6800,"KC@Ind 01:00PM ET","Ind","Andrew","Luck","KC",20.89,19.5,NA,NA,18.8447479488148,18.7764413335524,0,38.5,12.1,18.2,18.7,25.2,24.4,30.8,"Luck, Andrew",NA,NA,NA,NA,NA,15.2,32.8,20.4
"RB","Spencer Ware (7642380)","Spencer Ware",7642380,6800,"KC@Ind 01:00PM ET","KC","Spencer","Ware","Ind",20.24,18.3,4,0.0990566037735849,17.9166538618345,17.8808410983412,1,35.9,11.5,8.3,9.6,NA,27.3,21.1,"Ware, Spencer",16,21,1,4,3,7.8,30.1,6.7
"WR","Michael Crabtree (7642477)","Michael Crabtree",7642477,6700,"Oak@TB 01:00PM ET","Oak","Michael","Crabtree","TB",16.3,12.8,2,0.216911764705882,13.3127729769892,13.3831198193207,1,17.7,13.1,21.2,33.8,13.7,3,23.6,"Crabtree, Michael",40,59,6,2,1,8.4,27.7,21.8
"WR","Marvin Jones Jr. (7642501)","Marvin Jones",7642501,6600,"Det@Hou 01:00PM ET","Det","Marvin","Jones","Hou",14.17,14.6,1,0.236947791164659,13.5734887765595,13.4568788288498,1,12.5,22.8,41.5,12.4,13.7,9.3,13.4,"Jones, Marvin",33,59,4,2,2,6.7,29.1,6.3
"RB","Devonta Freeman (7642423)","Devonta Freeman",7642423,6500,"GB@Atl 04:25PM ET","Atl","Devonta","Freeman","GB",18.88,18.7,3,0.113821138211382,17.6514998441122,17.5346720351721,1,8,9.3,34.7,14.4,21.3,8,15,"Freeman, Devonta",22,28,1,3,5,6.2,25.4,21.8
"WR","Emmanuel Sanders (7642543)","Emmanuel Sanders",7642543,6500,"SD@Den 04:05PM ET","Den","Emmanuel","Sanders","SD",16.02,16,1,0.277310924369748,15.0540556524539,14.9481306759164,1,9.9,6.9,35.7,22.8,15,8,12.6,"Sanders, Emmanuel",40,66,3,1,2,5.6,26.1,10.8
"TE","Greg Olsen (7642631)","Greg Olsen",7642631,6500,"Ari@Car 01:00PM ET","Car","Greg","Olsen","Ari",17.72,12,1,0.26271186440678,13.369376365036,13.5438850805142,1,14.3,26.2,12.4,21.6,30.1,15.4,NA,"Olsen, Greg",39,62,2,1,2,12.9,27.1,2.1
"QB","Matthew Stafford (7642340)","Matthew Stafford",7642340,6400,"Det@Hou 01:00PM ET","Det","Matthew","Stafford","Hou",19.05,18,NA,NA,17.31022147455,17.2367940249722,0,29.1,16.5,30.5,10.2,19.8,28.2,17.8,"Stafford, Matthew",NA,NA,NA,NA,NA,14.1,29.4,13.6
"RB","Matt Forte (7642413)","Matt Forte",7642413,6400,"NYJ@Cle 01:00PM ET","NYJ","Matt","Forte","Cle",16.6,15.8,4,0.104,15.1501938422845,15.0803249871052,1,20.5,33.9,8.4,6.3,8,3.2,33.4,"Forte, Matt",19,26,1,4,4,3.2,29.3,23.8
"WR","Randall Cobb (7642523)","Randall Cobb",7642523,6400,"GB@Atl 04:25PM ET","GB","Randall","Cobb","Atl",0,0,1,0.23015873015873,0,0,1,12.8,9.3,4.3,NA,22.8,18.3,28.6,"Cobb, Randall",41,58,3,1,3,7,25,0
"RB","Lamar Miller (7642405)","Lamar Miller",7642405,6300,"Det@Hou 01:00PM ET","Hou","Lamar","Miller","Det",15.56,13.5,5,0.0977443609022556,13.4463500780769,13.4479235732649,1,18.7,11.7,14.7,13.8,3.4,35.8,9.7,"Miller, Lamar",21,26,1,3,4,5.2,25.6,14.3
"WR","Julian Edelman (7642535)","Julian Edelman",7642535,6300,"NE@Buf 01:00PM ET","NE","Julian","Edelman","Buf",16.68,13.5,1,0.25,13.8544648512196,13.9058940416972,1,15.2,14.6,9.2,2.7,8.5,7.8,14,"Edelman, Julian",39,58,0,1,6,5.7,14.8,13.7
"QB","Ryan Fitzpatrick (7642345)","Ryan Fitzpatrick",7642345,6200,"NYJ@Cle 01:00PM ET","NYJ","Ryan","Fitzpatrick","Cle",17.12,20.2,NA,NA,17.8742288332754,17.6022714095058,0,16.1,24.1,3.7,11.9,15.1,6.2,8.7,"Fitzpatrick, Ryan",NA,NA,NA,NA,NA,5.4,19.1,14.4
"WR","Demaryius Thomas (7642544)","Demaryius Thomas",7642544,6200,"SD@Den 04:05PM ET","Den","Demaryius","Thomas","SD",14.78,15.9,2,0.273109243697479,14.544610816201,14.388607459456,1,8.8,16,24,21.4,15.9,7.5,16,"Thomas, Demaryius",39,65,4,2,1,9.7,21.7,12.9
"RB","Doug Martin (7642384)","Doug Martin",7642384,6100,"Oak@TB 01:00PM ET","TB","Doug","Martin","Oak",0,0,9,0.0213675213675214,0,0,0,14.6,2.3,NA,NA,NA,NA,NA,"Martin, Doug",5,5,0,8,6,-0.2,17.1,0
"TE","Jimmy Graham (7642590)","Jimmy Graham",7642590,6100,"Sea@NO 01:00PM ET","Sea","Jimmy","Graham","NO",17.8,11.9,2,0.216931216931217,13.3409239399871,13.5241127732775,1,2.1,7.2,24,20.3,NA,14.9,10.3,"Graham, Jimmy",27,41,1,2,2,4.9,21.3,6.4
"WR","Terrelle Pryor Sr. (7642509)","Terrelle Pryor",7642509,6100,"NYJ@Cle 01:00PM ET","Cle","Terrelle","Pryor","NYJ",17.1,15.9,1,0.271604938271605,15.3899914177109,15.3372605726371,1,9.8,6.2,34.9,15,10.3,28.8,3.8,"Pryor, Terrelle",37,66,3,1,1,3.7,27.4,21.1
"QB","Philip Rivers (7642361)","Philip Rivers",7642361,6100,"SD@Den 04:05PM ET","SD","Philip","Rivers","Den",15.01,15.9,NA,NA,14.6284200999714,14.4826549663662,0,14.6,24.8,15.4,22.8,31.4,11.1,19.6,"Rivers, Philip",NA,NA,NA,NA,NA,13,26.9,15.7
"WR","Jeremy Maclin (7642465)","Jeremy Maclin",7642465,6000,"KC@Ind 01:00PM ET","KC","Jeremy","Maclin","Ind",13.59,15.2,1,0.212264150943396,13.7077645078228,13.534622451874,0,17.2,12.8,7.5,12.8,NA,7.9,8,"Maclin, Jeremy",27,45,1,1,3,7.1,14.9,13.3
"WR","Will Fuller (7642506)","Will Fuller",7642506,6000,"Det@Hou 01:00PM ET","Hou","Will","Fuller","Det",16.3,13.4,2,0.176691729323308,13.6583938586299,13.6980267206401,1,24.7,17.4,6.1,27.1,1.4,NA,6.2,"Fuller, Will",24,47,2,2,2,3.1,24.6,3.3
"QB","Carson Palmer (7642366)","Carson Palmer",7642366,6000,"Ari@Car 01:00PM ET","Ari","Carson","Palmer","Car",18.19,19.5,NA,NA,17.8608998349887,17.6724053828675,0,18.9,27.3,7.5,13.5,NA,12.4,17.5,"Palmer, Carson",NA,NA,NA,NA,NA,9.4,23,27.5
"QB","Derek Carr (7642332)","Derek Carr",7642332,5900,"Oak@TB 01:00PM ET","Oak","Derek","Carr","TB",18.78,19,NA,NA,17.7878714659019,17.6512352654361,0,25.4,25,12.9,23.8,26,11.8,12.4,"Carr, Derek",NA,NA,NA,NA,NA,12.8,26.4,39.8
"RB","C.J. Anderson (7642442)","C.J. Anderson",7642442,5900,"SD@Den 04:05PM ET","Den","C.J.","Anderson","SD",0,0,3,0.105042016806723,0,0,1,29.9,18.3,5.1,12.2,9.2,11.1,19.7,"Anderson, C.J.",17,25,2,3,3,6.8,23.3,0
"QB","Alex Smith (7642324)","Alex Smith",7642324,5800,"KC@Ind 01:00PM ET","KC","Alex","Smith","Ind",16.33,19.5,14,0.00471698113207547,17.1831378010195,16.9118472835068,0,32,5.6,13.2,18.7,NA,8.9,17.3,"Smith, Alex",0,1,0,14,5,6.6,25.2,10
"RB","Jacquizz Rodgers (7642386)","Jacquizz Rodgers",7642386,5800,"Oak@TB 01:00PM ET","TB","Jacquizz","Rodgers","Oak",14.91,15,6,0.0512820512820513,14.0735499584798,13.9694043939913,0,NA,NA,NA,NA,NA,NA,NA,"Rodgers, Jacquizz",9,12,0,6,6,0.8,19.7,14.8
"WR","Willie Snead (7642491)","Willie Snead",7642491,5800,"Sea@NO 01:00PM ET","NO","Willie","Snead","Sea",14.34,13.6,4,0.130111524163569,13.059399966177,13.0015473679901,1,35.2,16.4,NA,3.3,NA,8.7,17.7,"Snead, Willie",28,35,2,3,3,4.2,28.4,11.6
"QB","Dak Prescott (7642373)","Dak Prescott",7642373,5800,"Phi@Dal 08:30PM ET","Dal","Dak","Prescott","Phi",17.34,16.7,NA,NA,15.938272425572,15.8552729700129,0,10.3,18.3,23.5,18.1,18.5,20.5,NA,"Prescott, Dak",NA,NA,NA,NA,NA,13.8,22.6,28.3
"QB","Jameis Winston (7642334)","Jameis Winston",7642334,5700,"Oak@TB 01:00PM ET","TB","Jameis","Winston","Oak",18.79,21.8,NA,NA,19.4044127954616,19.1248898269666,0,26.5,9.6,30.5,13.1,15.4,NA,21.7,"Winston, Jameis",NA,NA,NA,NA,NA,11.3,27.6,18.8
"QB","Geno Smith (7642347)","Geno Smith",7642347,5700,"NYJ@Cle 01:00PM ET","NYJ","Geno","Smith","Cle",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.4,8.5,"Smith, Geno",NA,NA,NA,NA,NA,-1.2,10.2,0
"RB","Melvin Gordon (7642440)","Melvin Gordon",7642440,5700,"SD@Den 04:05PM ET","SD","Melvin","Gordon","Den",17.29,13.9,6,0.108,14.3071555684,14.3652623203241,1,17.7,24,17.8,24.9,14.7,9.4,36.1,"Gordon, Melvin",20,27,2,3,2,12,29.3,22.5
"WR","Jordan Matthews (7642567)","Jordan Matthews",7642567,5700,"Phi@Dal 08:30PM ET","Phi","Jordan","Matthews","Dal",11.42,15.1,1,0.232954545454545,12.8594386545854,12.5948201857333,0,27.4,13.1,9.9,NA,10.5,10.5,4,"Matthews, Jordan",25,41,2,1,1,4.7,20.4,23.5
"QB","Tony Romo (7642370)","Tony Romo",7642370,5600,"Phi@Dal 08:30PM ET","Dal","Tony","Romo","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Romo, Tony",NA,NA,NA,NA,NA,0,0,0
"RB","Jamaal Charles (7642376)","Jamaal Charles",7642376,5500,"KC@Ind 01:00PM ET","KC","Jamaal","Charles","Ind",0,0,11,0.0141509433962264,0,0,0,NA,NA,NA,0.7,NA,12.7,NA,"Charles, Jamaal",2,3,0,10,5,-2.7,11.6,0
"WR","Donte Moncrief (7642471)","Donte Moncrief",7642471,5400,"KC@Ind 01:00PM ET","Ind","Donte","Moncrief","KC",10.2,13.4,9,0.0350877192982456,11.4356258977634,11.2037232765001,0,18.4,1.9,NA,NA,NA,NA,NA,"Moncrief, Donte",7,10,1,9,5,-1.5,21.8,14
"QB","Brock Osweiler (7642342)","Brock Osweiler",7642342,5400,"Det@Hou 01:00PM ET","Hou","Brock","Osweiler","Det",16.79,17.6,13,0,16.2562902433647,16.1027371098155,0,17.6,12.4,8.1,17.6,10.4,17.4,5.8,"Osweiler, Brock",0,0,0,13,5,7.9,17.6,10.1
"QB","Kevin Hogan (7642349)","Kevin Hogan",7642349,5300,"NYJ@Cle 01:00PM ET","Cle","Kevin","Hogan","NYJ",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Hogan, Kevin",NA,NA,NA,NA,NA,21.4,21.4,0.2
"WR","Ty Montgomery (7642527)","Ty Montgomery",7642527,5300,"GB@Atl 04:25PM ET","GB","Ty","Montgomery","Atl",15.91,15.3,4,0.107142857142857,14.6107485896061,14.5357600486084,0,NA,NA,-0.1,NA,0.1,19.4,22.6,"Montgomery, Ty",21,27,0,4,5,-3.9,17.9,0
"RB","LeGarrette Blount (7642431)","LeGarrette Blount",7642431,5300,"NE@Buf 01:00PM ET","NE","LeGarrette","Blount","Buf",13.17,11.2,8,0.0258620689655172,11.2505822569562,11.2635041840821,1,12,21.3,25.5,8.8,9.7,15,29.4,"Blount, LeGarrette",6,6,0,7,6,9.3,25.5,10.3
"QB","Josh McCown (7642344)","Josh McCown",7642344,5200,"NYJ@Cle 01:00PM ET","Cle","Josh","McCown","NYJ",14.45,17.3,NA,NA,15.2308114372284,14.9884525018955,0,NA,16.4,NA,NA,NA,NA,NA,"McCown, Josh",NA,NA,NA,NA,NA,16.4,16.4,25.6
"QB","Tyrod Taylor (7642356)","Tyrod Taylor",7642356,5200,"NE@Buf 01:00PM ET","Buf","Tyrod","Taylor","NE",18.83,16.1,NA,NA,16.1355899474872,16.1496303525899,0,5.5,25.4,17.4,16.6,15.8,21,24.3,"Taylor, Tyrod",NA,NA,NA,NA,NA,11.3,24.7,18.1
"WR","Travis Benjamin (7642547)","Travis Benjamin",7642547,5200,"SD@Den 04:05PM ET","SD","Travis","Benjamin","Den",10.33,10.1,1,0.208,9.58208151347929,9.52489260575747,1,10.2,32.4,11.2,7.8,21.7,3.7,9.4,"Benjamin, Travis",35,52,2,1,2,3.9,23.6,13.4
"WR","Golden Tate (7642500)","Golden Tate",7642500,5100,"Det@Hou 01:00PM ET","Det","Golden","Tate","Hou",12.75,12.8,2,0.228915662650602,12.0191949014029,11.9315169952719,0,11.3,3.3,7.2,3.1,7.5,33.8,15.3,"Tate, Golden",31,57,2,3,4,1,22.3,11.2
"RB","Tevin Coleman (7642425)","Tevin Coleman",7642425,5100,"GB@Atl 04:25PM ET","Atl","Tevin","Coleman","GB",0,0,5,0.0975609756097561,0,0,1,16.7,15.1,29.9,6.3,29.3,2.7,14.4,"Coleman, Tevin",19,24,1,5,5,6,26.7,0
"QB","Trevor Siemian (7642363)","Trevor Siemian",7642363,5100,"SD@Den 04:05PM ET","Den","Trevor","Siemian","SD",15.03,16.7,NA,NA,15.0965357059651,14.9107088788713,0,11.1,12.3,32,6.7,NA,13.3,10.2,"Siemian, Trevor",NA,NA,NA,NA,NA,5.3,23.2,8.8
"QB","Carson Wentz (7642374)","Carson Wentz",7642374,5100,"Phi@Dal 08:30PM ET","Phi","Carson","Wentz","Dal",16.52,16.7,NA,NA,15.6394741095211,15.5199731627678,0,19.2,12.6,24,NA,17.9,7.4,9.1,"Wentz, Carson",NA,NA,NA,NA,NA,8.6,21.5,11.8
"QB","Scott Tolzien (7642325)","Scott Tolzien",7642325,5000,"KC@Ind 01:00PM ET","Ind","Scott","Tolzien","KC",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Tolzien, Scott",NA,NA,NA,NA,NA,0,0,0
"QB","Nick Foles (7642326)","Nick Foles",7642326,5000,"KC@Ind 01:00PM ET","KC","Nick","Foles","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Foles, Nick",NA,NA,NA,NA,NA,0,0,16.8
"QB","Tyler Bray (7642328)","Tyler Bray",7642328,5000,"KC@Ind 01:00PM ET","KC","Tyler","Bray","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Bray, Tyler",NA,NA,NA,NA,NA,0,0,0
"QB","Mike Glennon (7642329)","Mike Glennon",7642329,5000,"Oak@TB 01:00PM ET","TB","Mike","Glennon","Oak",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Glennon, Mike",NA,NA,NA,NA,NA,0,0,0
"QB","Ryan Griffin (7642330)","Ryan Griffin",7642330,5000,"Oak@TB 01:00PM ET","TB","Ryan","Griffin","Oak",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Griffin, Ryan",NA,NA,NA,NA,NA,0,0,0
"QB","Matt McGloin (7642331)","Matt McGloin",7642331,5000,"Oak@TB 01:00PM ET","Oak","Matt","McGloin","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"McGloin, Matt",NA,NA,NA,NA,NA,0,0,0
"QB","Connor Cook (7642333)","Connor Cook",7642333,5000,"Oak@TB 01:00PM ET","Oak","Connor","Cook","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Cook, Connor",NA,NA,NA,NA,NA,0,0,0
"QB","Luke McCown (7642336)","Luke McCown",7642336,5000,"Sea@NO 01:00PM ET","NO","Luke","McCown","Sea",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"McCown, Luke",NA,NA,NA,NA,NA,0,0,0
"QB","Trevone Boykin (7642338)","Trevone Boykin",7642338,5000,"Sea@NO 01:00PM ET","Sea","Trevone","Boykin","NO",0,0,NA,NA,0,0,0,NA,NA,5.4,NA,NA,NA,NA,"Boykin, Trevone",NA,NA,NA,NA,NA,5.4,5.4,0
"RB","Mark Ingram (7642396)","Mark Ingram",7642396,5000,"Sea@NO 01:00PM ET","NO","Mark","Ingram","Sea",13.51,13.2,6,0.0929368029739777,12.5265438471293,12.4522206044925,1,10.7,8.7,22.7,22.5,NA,8,17.2,"Ingram, Mark",21,25,2,4,3,8.2,21.7,-0.5
"WR","Michael Thomas (7642496)","Michael Thomas",7642496,5000,"Sea@NO 01:00PM ET","NO","Michael","Thomas","Sea",13.62,12.3,1,0.185873605947955,12.0481952256019,12.0248394949486,1,11.8,9.6,20.1,14.4,NA,18.8,26,"Thomas, Michael",38,50,3,1,2,10.7,22.8,12.3
"QB","Dan Orlovsky (7642339)","Dan Orlovsky",7642339,5000,"Det@Hou 01:00PM ET","Det","Dan","Orlovsky","Hou",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Orlovsky, Dan",NA,NA,NA,NA,NA,0,0,0
"QB","Brandon Weeden (7642341)","Brandon Weeden",7642341,5000,"Det@Hou 01:00PM ET","Hou","Brandon","Weeden","Det",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Weeden, Brandon",NA,NA,NA,NA,NA,0,0,0
"QB","Tom Savage (7642343)","Tom Savage",7642343,5000,"Det@Hou 01:00PM ET","Hou","Tom","Savage","Det",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Savage, Tom",NA,NA,NA,NA,NA,0,0,0
"RB","Theo Riddick (7642406)","Theo Riddick",7642406,5000,"Det@Hou 01:00PM ET","Det","Theo","Riddick","Hou",11.51,13.8,4,0.132530120481928,12.143388348158,11.9493230978972,1,27.8,10.5,11.8,9.8,26.2,NA,NA,"Riddick, Theo",27,33,3,4,3,8.2,26.2,27.3
"QB","Bryce Petty (7642346)","Bryce Petty",7642346,5000,"NYJ@Cle 01:00PM ET","NYJ","Bryce","Petty","Cle",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Petty, Bryce",NA,NA,NA,NA,NA,0,0,0
"QB","Cody Kessler (7642348)","Cody Kessler",7642348,5000,"NYJ@Cle 01:00PM ET","Cle","Cody","Kessler","NYJ",0,0,NA,NA,0,0,0,NA,NA,10.7,12.1,6.5,24.7,3.1,"Kessler, Cody",NA,NA,NA,NA,NA,3.2,19.7,0
"QB","Christian Hackenberg (7642350)","Christian Hackenberg",7642350,5000,"NYJ@Cle 01:00PM ET","NYJ","Christian","Hackenberg","Cle",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Hackenberg, Christian",NA,NA,NA,NA,NA,0,0,0
"QB","Matt Schaub (7642353)","Matt Schaub",7642353,5000,"GB@Atl 04:25PM ET","Atl","Matt","Schaub","GB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Schaub, Matt",NA,NA,NA,NA,NA,0,0,0
"QB","Brett Hundley (7642354)","Brett Hundley",7642354,5000,"GB@Atl 04:25PM ET","GB","Brett","Hundley","Atl",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Hundley, Brett",NA,NA,NA,NA,NA,0,0,0
"QB","EJ Manuel (7642357)","EJ Manuel",7642357,5000,"NE@Buf 01:00PM ET","Buf","EJ","Manuel","NE",0,0,NA,NA,0,0,0,NA,0.6,NA,NA,NA,1.1,NA,"Manuel, EJ",NA,NA,NA,NA,NA,0.5,1.2,3.4
