"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"TE","James Winchester (7642576)","James Winchester",7642576,2500,"KC@Ind 01:00PM ET","KC","James","Winchester","Ind",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Winchester, James",NA,NA,NA,NA,NA,NA,NA,0
"TE","Erik Swoope (7642578)","Erik Swoope",7642578,2500,"KC@Ind 01:00PM ET","Ind","Erik","Swoope","KC",6.25,0,10,0.0315789473684211,2.27742618941236,2.55563877473363,0,NA,NA,NA,NA,NA,6.2,7.1,"Swoope, Erik",4,9,0,10,7,6,7.3,5
"TE","James O'Shaughnessy (7642579)","James O'Shaughnessy",7642579,2500,"KC@Ind 01:00PM ET","KC","James","O'Shaughnessy","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"O'Shaughnessy, James",NA,NA,NA,NA,NA,0,0,0
"TE","Ross Travis (7642580)","Ross Travis",7642580,2500,"KC@Ind 01:00PM ET","KC","Ross","Travis","Ind",0,0,9,0.0188679245283019,0,0,0,NA,NA,3,NA,NA,NA,NA,"Travis, Ross",2,4,0,10,5,-0.7,2.7,0
"TE","Demetrius Harris (7642581)","Demetrius Harris",7642581,2500,"KC@Ind 01:00PM ET","KC","Demetrius","Harris","Ind",0,1.7,8,0.0613207547169811,0.979259164648665,0.892236220405162,0,4,NA,9.4,2.2,NA,2.1,2,"Harris, Demetrius",7,13,0,8,5,0,6.5,4.3
"TE","Brandon Myers (7642582)","Brandon Myers",7642582,2500,"Oak@TB 01:00PM ET","TB","Brandon","Myers","Oak",0,0,8,0.0256410256410256,0,0,0,7.4,NA,1.7,NA,2.2,NA,NA,"Myers, Brandon",4,6,1,9,3,0.6,6.9,0
"TE","Andrew DePaola (7642583)","Andrew DePaola",7642583,2500,"Oak@TB 01:00PM ET","TB","Andrew","DePaola","Oak",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"DePaola, Andrew",NA,NA,NA,NA,NA,NA,NA,0
"TE","Luke Stocker (7642584)","Luke Stocker",7642584,2500,"Oak@TB 01:00PM ET","TB","Luke","Stocker","Oak",2.41,0,13,0,0.878175538637407,0.985454311537288,0,NA,NA,NA,NA,NA,NA,NA,"Stocker, Luke",0,0,0,12,6,0,0,2.8
"TE","Mychal Rivera (7642585)","Mychal Rivera",7642585,2500,"Oak@TB 01:00PM ET","Oak","Mychal","Rivera","TB",0,2.3,10,0.0147058823529412,1.32488004628937,1.20714312172463,0,NA,NA,NA,1.1,NA,2.6,2.3,"Rivera, Mychal",3,4,0,10,6,1.2,2.8,12.6
"TE","Clive Walford (7642587)","Clive Walford",7642587,2500,"Oak@TB 01:00PM ET","Oak","Clive","Walford","TB",6.46,4.5,4,0.0882352941176471,4.94610432168191,5.0033099974607,0,5.5,17,4.7,4.3,NA,4.5,1.5,"Walford, Clive",17,24,2,4,2,0.8,11.7,6.1
"TE","Alan Cross (7642588)","Alan Cross",7642588,2500,"Oak@TB 01:00PM ET","TB","Alan","Cross","Oak",0,0,NA,NA,0,0,0,NA,NA,NA,NA,1.5,NA,NA,"Cross, Alan",NA,NA,NA,NA,NA,-0.4,1.4,0
"TE","Ryan O'Malley (7642589)","Ryan O'Malley",7642589,2500,"Oak@TB 01:00PM ET","Oak","Ryan","O'Malley","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"O'Malley, Ryan",NA,NA,NA,NA,NA,0,0,0
"TE","Luke Willson (7642592)","Luke Willson",7642592,2500,"Sea@NO 01:00PM ET","Sea","Luke","Willson","NO",0,0,6,0.0582010582010582,0,0,0,4.6,1.6,2.9,NA,NA,1.9,NA,"Willson, Luke",6,11,0,5,4,0.5,3.9,0
"TE","Josh Hill (7642593)","Josh Hill",7642593,2500,"Sea@NO 01:00PM ET","NO","Josh","Hill","Sea",0,0,10,0.0185873605947955,0,0,0,NA,NA,NA,NA,NA,10.3,1.6,"Hill, Josh",2,5,1,10,6,-0.2,12.1,1.3
"TE","Brandon Williams (7642594)","Brandon Williams",7642594,2500,"Sea@NO 01:00PM ET","Sea","Brandon","Williams","NO",0,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Williams, Brandon",0,0,0,12,4,0,0,0
"TE","Nick Vannett (7642595)","Nick Vannett",7642595,2500,"Sea@NO 01:00PM ET","Sea","Nick","Vannett","NO",0,1,11,0.00529100529100529,0.576034802734509,0.524844835532448,0,NA,NA,NA,NA,NA,NA,NA,"Vannett, Nick",0,1,0,12,4,0,0,1.7
"TE","Clay Harbor (7642596)","Clay Harbor",7642596,2500,"Det@Hou 01:00PM ET","Det","Clay","Harbor","Hou",2.78,0,9,0.0120481927710843,1.01299916905062,1.13674812700152,0,NA,NA,NA,NA,NA,NA,NA,"Harbor, Clay",3,3,0,9,8,0.8,4.1,0
"TE","Ryan Griffin (7642597)","Ryan Griffin",7642597,2500,"Det@Hou 01:00PM ET","Hou","Ryan","Griffin","Det",5.43,2.3,3,0.131578947368421,3.30350791965083,3.42748208921321,0,3.7,1.5,13.2,8.4,2.8,6.1,3.3,"Griffin, Ryan",21,35,0,3,5,1.5,9.6,6.4
"TE","Stephen Anderson (7642600)","Stephen Anderson",7642600,2500,"Det@Hou 01:00PM ET","Hou","Stephen","Anderson","Det",0,1.1,8,0.0300751879699248,0.63363828300796,0.577329319085693,0,5.5,3.5,NA,NA,NA,NA,NA,"Anderson, Stephen",5,8,0,7,5,0.2,5.8,3.7
"TE","Cole Wick (7642601)","Cole Wick",7642601,2500,"Det@Hou 01:00PM ET","Det","Cole","Wick","Hou",0,1.1,9,0.0120481927710843,0.63363828300796,0.577329319085693,0,1.5,NA,2.3,NA,NA,NA,NA,"Wick, Cole",2,3,0,10,8,0.1,2.4,0
"TE","Khari Lee (7642602)","Khari Lee",7642602,2500,"Det@Hou 01:00PM ET","Det","Khari","Lee","Hou",0,0,13,0.00401606425702811,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Lee, Khari",0,1,0,13,8,0,0,0
"TE","Kellen Davis (7642603)","Kellen Davis",7642603,2500,"NYJ@Cle 01:00PM ET","NYJ","Kellen","Davis","Cle",1.8,0,11,0.004,0.65589874255076,0.736023967123286,0,NA,NA,NA,NA,NA,NA,NA,"Davis, Kellen",0,1,0,11,6,0,0,0
"TE","Brandon Bostick (7642605)","Brandon Bostick",7642605,2500,"NYJ@Cle 01:00PM ET","NYJ","Brandon","Bostick","Cle",2.16,1.4,9,0.012,1.59352721488922,1.61801153029337,0,NA,NA,NA,NA,1.9,NA,NA,"Bostick, Brandon",1,3,0,10,6,-0.5,1.7,1.4
"TE","Randall Telfer (7642606)","Randall Telfer",7642606,2500,"NYJ@Cle 01:00PM ET","Cle","Randall","Telfer","NYJ",0,0,11,0.00411522633744856,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Telfer, Randall",0,1,0,10,5,0,0,0
"TE","Connor Hamlett (7642607)","Connor Hamlett",7642607,2500,"NYJ@Cle 01:00PM ET","Cle","Connor","Hamlett","NYJ",0,1.3,9,0.00823045267489712,0.748845243554862,0.682298286192183,0,NA,NA,NA,NA,NA,NA,NA,"Hamlett, Connor",1,2,1,9,3,8.7,8.7,0
"TE","Austin Seferian-Jenkins (7642608)","Austin Seferian-Jenkins",7642608,2500,"NYJ@Cle 01:00PM ET","NYJ","Austin","Seferian-Jenkins","Cle",0,3.4,10,0.008,1.95851832929733,1.78447244081032,0,10,3.4,NA,NA,NA,NA,NA,"Seferian-Jenkins, Austin",2,2,0,9,6,2,9.4,0
"TE","Seth DeValve (7642609)","Seth DeValve",7642609,2500,"NYJ@Cle 01:00PM ET","Cle","Seth","DeValve","NYJ",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"DeValve, Seth",0,0,0,10,5,0,0,1.5
"TE","Danny Vitale (7642610)","Danny Vitale",7642610,2500,"NYJ@Cle 01:00PM ET","Cle","Danny","Vitale","NYJ",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Vitale, Danny",NA,NA,NA,NA,NA,0,0,0
"TE","Jared Cook (7642612)","Jared Cook",7642612,2500,"GB@Atl 04:25PM ET","GB","Jared","Cook","Atl",0,0,6,0.0476190476190476,0,0,0,1.7,7.1,2.5,NA,NA,NA,NA,"Cook, Jared",6,12,0,6,5,0.9,6.7,0
"TE","Justin Perillo (7642613)","Justin Perillo",7642613,2500,"GB@Atl 04:25PM ET","GB","Justin","Perillo","Atl",0,2.9,12,0.00793650793650794,1.67050092793008,1.5220500230441,0,NA,NA,2.3,NA,NA,1.4,NA,"Perillo, Justin",2,2,0,11,5,1.2,2.5,0
"TE","Joshua Perkins (7642616)","Joshua Perkins",7642616,2500,"GB@Atl 04:25PM ET","Atl","Joshua","Perkins","GB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Perkins, Joshua",NA,NA,NA,NA,NA,0,0,0
"TE","Austin Hooper (7642617)","Austin Hooper",7642617,2500,"GB@Atl 04:25PM ET","Atl","Austin","Hooper","GB",3.45,3.6,10,0.024390243902439,3.33086454639986,3.30015401156978,0,2.4,11.4,NA,11.2,2.4,NA,NA,"Hooper, Austin",6,6,1,10,5,1.7,12,9.1
"TE","A.J. Derby (7642621)","A.J. Derby",7642621,2500,"NE@Buf 01:00PM ET","NE","A.J.","Derby","Buf",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Derby, A.J.",0,0,0,13,5,0,0,0
"TE","Manasseh Garner (7642622)","Manasseh Garner",7642622,2500,"NE@Buf 01:00PM ET","Buf","Manasseh","Garner","NE",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Garner, Manasseh",NA,NA,NA,NA,NA,0,0,0
"TE","Nick O'Leary (7642623)","Nick O'Leary",7642623,2500,"NE@Buf 01:00PM ET","Buf","Nick","O'Leary","NE",0,1.6,NA,NA,0.921655684375215,0.839751736851917,0,NA,NA,3.8,4,NA,4.9,1.7,"O'Leary, Nick",NA,NA,NA,NA,NA,0.9,4.9,4
"TE","John Phillips (7642626)","John Phillips",7642626,2500,"SD@Den 04:05PM ET","Den","John","Phillips","SD",0,1.6,13,0,0.921655684375215,0.839751736851917,0,NA,NA,8.9,NA,NA,6.1,NA,"Phillips, John",0,0,0,13,10,0.4,9.6,0
"TE","Sean McGrath (7642627)","Sean McGrath",7642627,2500,"SD@Den 04:05PM ET","SD","Sean","McGrath","Den",0,0,12,0.004,0,0,0,NA,NA,2.3,NA,NA,NA,NA,"McGrath, Sean",1,1,0,11,8,-0.5,2.8,0
"TE","Asante Cleveland (7642628)","Asante Cleveland",7642628,2500,"SD@Den 04:05PM ET","SD","Asante","Cleveland","Den",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Cleveland, Asante",NA,NA,NA,NA,NA,0,0,0
"TE","Jeff Heuerman (7642629)","Jeff Heuerman",7642629,2500,"SD@Den 04:05PM ET","Den","Jeff","Heuerman","SD",1.37,1.1,11,0.0126050420168067,1.13285010372715,1.13752533850731,0,NA,NA,3.9,2.9,NA,NA,NA,"Heuerman, Jeff",2,3,0,11,5,0.2,4.3,0
"TE","Darren Fells (7642632)","Darren Fells",7642632,2500,"Ari@Car 01:00PM ET","Ari","Darren","Fells","Car",4.81,0,7,0.048951048951049,1.75270719537175,1.966819601035,0,NA,7.1,3.5,2.7,NA,1.8,NA,"Fells, Darren",10,14,0,6,4,1.5,6.1,0
"TE","Ed Dickson (7642633)","Ed Dickson",7642633,2500,"Ari@Car 01:00PM ET","Car","Ed","Dickson","Ari",2.78,2.1,7,0.038135593220339,2.22267225479309,2.23892228161966,0,NA,NA,3.3,3.7,NA,11.3,NA,"Dickson, Ed",7,9,1,6,4,-0.2,9.4,0
"TE","Jermaine Gresham (7642634)","Jermaine Gresham",7642634,2500,"Ari@Car 01:00PM ET","Ari","Jermaine","Gresham","Car",2.6,2.1,7,0.048951048951049,2.15708238053801,2.16531988490733,0,8.1,NA,NA,NA,1.4,2.4,3.5,"Gresham, Jermaine",8,14,0,7,4,-0.7,5.1,6.2
"TE","Ifeanyi Momah (7642635)","Ifeanyi Momah",7642635,2500,"Ari@Car 01:00PM ET","Ari","Ifeanyi","Momah","Car",0,0,10,0.0104895104895105,0,0,0,NA,NA,NA,NA,NA,NA,7,"Momah, Ifeanyi",2,3,0,10,4,-1.7,6.4,0
"TE","Chris Manhertz (7642636)","Chris Manhertz",7642636,2500,"Ari@Car 01:00PM ET","Car","Chris","Manhertz","Ari",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Manhertz, Chris",NA,NA,NA,NA,NA,0,0,0
"TE","Scott Simonson (7642637)","Scott Simonson",7642637,2500,"Ari@Car 01:00PM ET","Car","Scott","Simonson","Ari",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Simonson, Scott",NA,NA,NA,NA,NA,0,0,0
"TE","Hakeem Valles (7642638)","Hakeem Valles",7642638,2500,"Ari@Car 01:00PM ET","Ari","Hakeem","Valles","Car",0,0,12,0.0034965034965035,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Valles, Hakeem",0,1,0,12,4,0,0,0
"TE","Brent Celek (7642640)","Brent Celek",7642640,2500,"Phi@Dal 08:30PM ET","Phi","Brent","Celek","Dal",0,2.4,7,0.0568181818181818,1.38248352656282,1.25962760527788,0,2.1,NA,9.1,NA,NA,NA,1.7,"Celek, Brent",7,10,0,7,7,-0.8,7.2,0
"TE","Gavin Escobar (7642642)","Gavin Escobar",7642642,2500,"Phi@Dal 08:30PM ET","Dal","Gavin","Escobar","Phi",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Escobar, Gavin",0,0,0,12,5,0,0,0
"TE","Trey Burton (7642643)","Trey Burton",7642643,2500,"Phi@Dal 08:30PM ET","Phi","Trey","Burton","Dal",3.35,1.3,6,0.0965909090909091,1.96954568107989,2.05212066944941,0,NA,15.9,3.9,NA,1.5,1.7,NA,"Burton, Trey",9,17,1,6,2,-1.9,11.1,1.6
"TE","Geoff Swaim (7642644)","Geoff Swaim",7642644,2500,"Phi@Dal 08:30PM ET","Dal","Geoff","Swaim","Phi",1.47,0,7,0.0319148936170213,0.535650639749787,0.60108623981735,0,3.1,4.9,NA,NA,NA,NA,NA,"Swaim, Geoff",3,6,0,8,5,-0.4,4.4,1.8
