"Gary Sanchez_NYY","Chris Carter_NYY","Matt Holliday_NYY","Brett Gardner_NYY","Yoenis Cespedes_NYM","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Evan Longoria_TB","Starlin Castro_NYY","Didi Gregorius_NYY","Greg Bird_NYY","Jose Reyes_NYM","Curtis Granderson_NYM","Chase Headley_NYY","Mallex Smith_TB","Brad Miller_TB","David Wright_NYM","Asdrubal Cabrera_NYM","Steven Souza_TB","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Michael Conforto_NYM","Aaron Hicks_NYY","Wilson Ramos_TB","Kevin Kiermaier_TB","Colby Rasmus_TB","Corey Dickerson_TB","Gleyber Torres_NYY","Logan Morrison_TB","Matt Duffy_TB","Wilmer Flores_NYM","Austin Romine_NYY","Ronald Torreyes_NYY","Jake Bauers_TB","Tim Beckham_TB","Travis d'Arnaud_NYM","Brandon Nimmo_NYM","Juan Lagares_NYM","Curt Casali_TB","Derek Norris_TB","Daniel Robertson_TB","Luke Maile_TB","Peter Bourjos_TB","Rene Rivera_NYM","Jesus Sucre_TB","Rickie Weeks_TB"
0,0,0,0,0,0,0,0,0,0,13,0,0,26.5,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,5.5,0,0,0,0,11,0,3.5,12,-24,4,0,0,0,0,0,0,0,0,19.5,0,0,0,0,5.5,0,0,0,0,0,0,0,1.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6.33333333333333,0,0,0,0,19.1666666666667,0,12.5,6.33333333333333,-17,0.666666666666667,0,0,0,0,0,0,0,0,10.8333333333333,0,0,0,0,-0.166666666666667,0,0,0,0,0,0,0,3.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54.3333333333333,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,-8.25,0,0,-9.5,0,0,0,0,0,0,-0.416666666666667,0,33.6666666666667,0,10.5833333333333,0,0,0,0,0,-3.83333333333333,0,0,0,0,31.25,0,0,-3.33333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9166666666667,0,0,3.16666666666667,0,0,0,0,0,0,24.4166666666667,0,-8,0,29.4166666666667,0,0,0,0,0,6.16666666666667,0,0,0,0,-13.25,0,0,-2.33333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3333333333333,0,56.5,0,-28,-6.66666666666667,0,0,0,0,0,0,0,0,7.16666666666667,0,0,0,0,-14.8333333333333,0,0,0,0,0,0,0,14.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,-29.1666666666667,0,0.333333333333333,0,-29.1666666666667,0,0,0,0,0,-11,0,0,0,0,-11.5,0,0,-2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-3,-10,0,0,0,0,0,0,0,0,-12,0,0,0,0,-19,0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,-9,25.3333333333333,-44,10.6666666666667,0,0,0,0,0,0,0,0,40.3333333333333,0,0,0,0,16.3333333333333,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,-16,0,0,0,0,0,0,0,0,-71,0,0,0,0,-23,0,0,0,0,0,0,0,-3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,8.66666666666667,0,0,0,0,0,0,0,-2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.25,0,-18,0,89.9166666666667,0,0,0,0,0,27.8333333333333,0,0,0,0,-6.08333333333333,0,0,0.333333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6666666666667,0,5.33333333333333,0,0,0,0,0,-15,0,0,0,0,48.3333333333333,0,0,-9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.583333333333,0,0,0,0,0,25.1666666666667,0,0,0,0,8.91666666666667,0,0,-4.33333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3333333333333,0,0,0,0,25.3333333333333,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,-7.16666666666667,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3333333333333,0,0,0,0,0,0,0,-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,0,0,-4.66666666666667,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
