"","Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent"
"20","QB","Philip Rivers (7852129)","Philip Rivers",7852129,6600,"SD@CAR","SD","Philip","Rivers","CAR"
"21","QB","Russell Wilson (7852136)","Russell Wilson",7852136,6600,"SEA@GB","SEA","Russell","Wilson","GB"
"22","QB","Matt Ryan (7852070)","Matt Ryan",7852070,6500,"ATL@LA","ATL","Matt","Ryan","LA"
"23","QB","Aaron Rodgers (7852091)","Aaron Rodgers",7852091,6400,"SEA@GB","GB","Aaron","Rodgers","SEA"
"24","WR","Brandin Cooks (7852274)","Brandin Cooks",7852274,6400,"NO@TB","NO","Brandin","Cooks","TB"
"25","RB","Jordan Howard (7852208)","Jordan Howard",7852208,6400,"CHI@DET","CHI","Jordan","Howard","DET"
"26","QB","Kirk Cousins (7852126)","Kirk Cousins",7852126,6300,"WAS@PHI","WAS","Kirk","Cousins","PHI"
"27","RB","Doug Martin (7852237)","Doug Martin",7852237,6200,"NO@TB","TB","Doug","Martin","NO"
"28","WR","Kelvin Benjamin (7852402)","Kelvin Benjamin",7852402,6200,"SD@CAR","CAR","Kelvin","Benjamin","SD"
"29","QB","Andy Dalton (7852097)","Andy Dalton",7852097,6100,"CIN@CLE","CIN","Andy","Dalton","CLE"
"30","RB","Devonta Freeman (7852143)","Devonta Freeman",7852143,6100,"ATL@LA","ATL","Devonta","Freeman","LA"
"31","WR","Tyrell Williams (7852393)","Tyrell Williams",7852393,6100,"SD@CAR","SD","Tyrell","Williams","CAR"
"32","WR","Alshon Jeffery (7852340)","Alshon Jeffery",7852340,6000,"CHI@DET","CHI","Alshon","Jeffery","DET"
"33","WR","Demaryius Thomas (7852292)","Demaryius Thomas",7852292,6000,"DEN@TEN","DEN","Demaryius","Thomas","TEN"
"34","TE","Tyler Eifert (7852442)","Tyler Eifert",7852442,6000,"CIN@CLE","CIN","Tyler","Eifert","CLE"
"35","RB","Jay Ajayi (7852194)","Jay Ajayi",7852194,5900,"ARI@MIA","MIA","Jay","Ajayi","ARI"
"36","TE","Jordan Reed (7852478)","Jordan Reed",7852478,5900,"WAS@PHI","WAS","Jordan","Reed","PHI"
"37","QB","Colin Kaepernick (7852106)","Colin Kaepernick",7852106,5800,"NYJ@SF","SF","Colin","Kaepernick","NYJ"
"38","WR","DeAndre Hopkins (7852305)","DeAndre Hopkins",7852305,5800,"HOU@IND","HOU","DeAndre","Hopkins","IND"
"39","RB","Jeremy Hill (7852191)","Jeremy Hill",7852191,5800,"CIN@CLE","CIN","Jeremy","Hill","CLE"
"40","QB","Carson Palmer (7852123)","Carson Palmer",7852123,5700,"ARI@MIA","ARI","Carson","Palmer","MIA"
"41","WR","Emmanuel Sanders (7852290)","Emmanuel Sanders",7852290,5700,"DEN@TEN","DEN","Emmanuel","Sanders","TEN"
"42","RB","Thomas Rawls (7852251)","Thomas Rawls",7852251,5700,"SEA@GB","SEA","Thomas","Rawls","GB"
"43","RB","DeAngelo Williams (7852219)","DeAngelo Williams",7852219,5600,"PIT@BUF","PIT","DeAngelo","Williams","BUF"
"44","RB","Jacquizz Rodgers (7852238)","Jacquizz Rodgers",7852238,5600,"NO@TB","TB","Jacquizz","Rodgers","NO"
"45","WR","Jamison Crowder (7852379)","Jamison Crowder",7852379,5600,"WAS@PHI","WAS","Jamison","Crowder","PHI"
"46","WR","Jarvis Landry (7852330)","Jarvis Landry",7852330,5600,"ARI@MIA","MIA","Jarvis","Landry","ARI"
"47","WR","Davante Adams (7852308)","Davante Adams",7852308,5500,"SEA@GB","GB","Davante","Adams","SEA"
"48","QB","Eli Manning (7852117)","Eli Manning",7852117,5500,"DAL@NYG","NYG","Eli","Manning","DAL"
"49","TE","Jimmy Graham (7852491)","Jimmy Graham",7852491,5500,"SEA@GB","SEA","Jimmy","Graham","GB"
"50","RB","Theo Riddick (7852151)","Theo Riddick",7852151,5500,"CHI@DET","DET","Theo","Riddick","CHI"
"51","RB","Jonathan Stewart (7852247)","Jonathan Stewart",7852247,5400,"SD@CAR","CAR","Jonathan","Stewart","SD"
"52","WR","Jordan Matthews (7852317)","Jordan Matthews",7852317,5400,"WAS@PHI","PHI","Jordan","Matthews","WAS"
"53","QB","Tyrod Taylor (7852111)","Tyrod Taylor",7852111,5400,"PIT@BUF","BUF","Tyrod","Taylor","PIT"
"54","QB","Brock Osweiler (7852093)","Brock Osweiler",7852093,5300,"HOU@IND","HOU","Brock","Osweiler","IND"
"55","WR","DeVante Parker (7852331)","DeVante Parker",7852331,5300,"ARI@MIA","MIA","DeVante","Parker","ARI"
"56","RB","Mark Ingram (7852150)","Mark Ingram",7852150,5300,"NO@TB","NO","Mark","Ingram","TB"
"57","WR","Sammy Watkins (7852356)","Sammy Watkins",7852356,5300,"PIT@BUF","BUF","Sammy","Watkins","PIT"
"58","WR","DeSean Jackson (7852372)","DeSean Jackson",7852372,5200,"WAS@PHI","WAS","DeSean","Jackson","PHI"
"59","WR","Kenny Britt (7852281)","Kenny Britt",7852281,5200,"ATL@LA","LA","Kenny","Britt","ATL"
"60","QB","Ryan Tannehill (7852104)","Ryan Tannehill",7852104,5200,"ARI@MIA","MIA","Ryan","Tannehill","ARI"
"61","WR","Willie Snead (7852273)","Willie Snead",7852273,5200,"NO@TB","NO","Willie","Snead","TB"
"62","QB","Carson Wentz (7852100)","Carson Wentz",7852100,5100,"WAS@PHI","PHI","Carson","Wentz","WAS"
"63","RB","Lamar Miller (7852178)","Lamar Miller",7852178,5100,"HOU@IND","HOU","Lamar","Miller","IND"
"64","QB","Trevor Siemian (7852087)","Trevor Siemian",7852087,5100,"DEN@TEN","DEN","Trevor","Siemian","TEN"
"65","QB","AJ McCarron (7852098)","AJ McCarron",7852098,5000,"CIN@CLE","CIN","AJ","McCarron","CLE"
"66","WR","Allen Robinson (7852301)","Allen Robinson",7852301,5000,"MIN@JAX","JAX","Allen","Robinson","MIN"
"67","RB","Ameer Abdullah (7852155)","Ameer Abdullah",7852155,5000,"CHI@DET","DET","Ameer","Abdullah","CHI"
"68","QB","Austin Davis (7852086)","Austin Davis",7852086,5000,"DEN@TEN","DEN","Austin","Davis","TEN"
"69","QB","Blaine Gabbert (7852108)","Blaine Gabbert",7852108,5000,"NYJ@SF","SF","Blaine","Gabbert","NYJ"
"70","QB","Blake Bortles (7852088)","Blake Bortles",7852088,5000,"MIN@JAX","JAX","Blake","Bortles","MIN"
"71","QB","Brandon Allen (7852089)","Brandon Allen",7852089,5000,"MIN@JAX","JAX","Brandon","Allen","MIN"
"72","WR","Brandon LaFell (7852314)","Brandon LaFell",7852314,5000,"CIN@CLE","CIN","Brandon","LaFell","CLE"
"73","QB","Brandon Weeden (7852092)","Brandon Weeden",7852092,5000,"HOU@IND","HOU","Brandon","Weeden","IND"
"74","QB","Brett Hundley (7852095)","Brett Hundley",7852095,5000,"SEA@GB","GB","Brett","Hundley","SEA"
"75","QB","Cardale Jones (7852116)","Cardale Jones",7852116,5000,"PIT@BUF","BUF","Cardale","Jones","PIT"
"76","QB","Case Keenum (7852081)","Case Keenum",7852081,5000,"ATL@LA","LA","Case","Keenum","ATL"
"77","QB","Chad Henne (7852085)","Chad Henne",7852085,5000,"MIN@JAX","JAX","Chad","Henne","MIN"
"78","QB","Chase Daniel (7852096)","Chase Daniel",7852096,5000,"WAS@PHI","PHI","Chase","Daniel","WAS"
"79","QB","Christian Ponder (7852107)","Christian Ponder",7852107,5000,"NYJ@SF","SF","Christian","Ponder","NYJ"
"80","QB","Colt McCoy (7852125)","Colt McCoy",7852125,5000,"WAS@PHI","WAS","Colt","McCoy","PHI"
"81","QB","Dan Orlovsky (7852076)","Dan Orlovsky",7852076,5000,"CHI@DET","DET","Dan","Orlovsky","CHI"
"82","QB","David Fales (7852110)","David Fales",7852110,5000,"CHI@DET","CHI","David","Fales","DET"
"83","QB","Derek Anderson (7852133)","Derek Anderson",7852133,5000,"SD@CAR","CAR","Derek","Anderson","SD"
"84","QB","Drew Stanton (7852124)","Drew Stanton",7852124,5000,"ARI@MIA","ARI","Drew","Stanton","MIA"
"85","QB","EJ Manuel (7852112)","EJ Manuel",7852112,5000,"PIT@BUF","BUF","EJ","Manuel","PIT"
"86","TE","Greg Olsen (7852490)","Greg Olsen",7852490,5000,"SD@CAR","CAR","Greg","Olsen","SD"
"87","QB","Jake Rudock (7852079)","Jake Rudock",7852079,5000,"CHI@DET","DET","Jake","Rudock","CHI"
"88","QB","Jared Goff (7852084)","Jared Goff",7852084,5000,"ATL@LA","LA","Jared","Goff","ATL"
"89","QB","Jay Cutler (7852105)","Jay Cutler",7852105,5000,"CHI@DET","CHI","Jay","Cutler","DET"
"90","QB","Jeff Driskel (7852099)","Jeff Driskel",7852099,5000,"CIN@CLE","CIN","Jeff","Driskel","CLE"
"91","QB","Joe Webb (7852134)","Joe Webb",7852134,5000,"SD@CAR","CAR","Joe","Webb","SD"
"92","QB","Josh Johnson (7852119)","Josh Johnson",7852119,5000,"DAL@NYG","NYG","Josh","Johnson","DAL"
"93","QB","Kellen Clemens (7852128)","Kellen Clemens",7852128,5000,"SD@CAR","SD","Kellen","Clemens","CAR"
"94","QB","Landry Jones (7852120)","Landry Jones",7852120,5000,"PIT@BUF","PIT","Landry","Jones","BUF"
"95","QB","Luke McCown (7852077)","Luke McCown",7852077,5000,"NO@TB","NO","Luke","McCown","TB"
"96","QB","Matt Barkley (7852109)","Matt Barkley",7852109,5000,"CHI@DET","CHI","Matt","Barkley","DET"
"97","QB","Matt Moore (7852101)","Matt Moore",7852101,5000,"ARI@MIA","MIA","Matt","Moore","ARI"
"98","QB","Matt Schaub (7852072)","Matt Schaub",7852072,5000,"ATL@LA","ATL","Matt","Schaub","LA"
"99","QB","Mike Glennon (7852130)","Mike Glennon",7852130,5000,"NO@TB","TB","Mike","Glennon","NO"
"100","QB","Nate Sudfeld (7852127)","Nate Sudfeld",7852127,5000,"WAS@PHI","WAS","Nate","Sudfeld","PHI"
"101","QB","Paxton Lynch (7852090)","Paxton Lynch",7852090,5000,"DEN@TEN","DEN","Paxton","Lynch","TEN"
"102","WR","Randall Cobb (7852303)","Randall Cobb",7852303,5000,"SEA@GB","GB","Randall","Cobb","SEA"
"103","QB","Ryan Griffin (7852131)","Ryan Griffin",7852131,5000,"NO@TB","TB","Ryan","Griffin","NO"
"104","QB","Ryan Nassib (7852121)","Ryan Nassib",7852121,5000,"DAL@NYG","NYG","Ryan","Nassib","DAL"
"105","QB","Sean Mannion (7852083)","Sean Mannion",7852083,5000,"ATL@LA","LA","Sean","Mannion","ATL"
"106","RB","Todd Gurley (7852167)","Todd Gurley",7852167,5000,"ATL@LA","LA","Todd","Gurley","ATL"
"107","QB","Tom Savage (7852094)","Tom Savage",7852094,5000,"HOU@IND","HOU","Tom","Savage","IND"
"108","QB","Trevone Boykin (7852137)","Trevone Boykin",7852137,5000,"SEA@GB","SEA","Trevone","Boykin","GB"
"109","QB","Zach Mettenberger (7852122)","Zach Mettenberger",7852122,5000,"PIT@BUF","PIT","Zach","Mettenberger","BUF"
"110","RB","Carlos Hyde (7852203)","Carlos Hyde",7852203,4900,"NYJ@SF","SF","Carlos","Hyde","NYJ"
"111","WR","Marvin Jones Jr. (7852271)","Marvin Jones Jr.",7852271,4900,"CHI@DET","DET","Marvin","Jones","CHI"
"112","RB","Rashad Jennings (7852220)","Rashad Jennings",7852220,4900,"DAL@NYG","NYG","Rashad","Jennings","DAL"
"113","WR","Tyler Boyd (7852324)","Tyler Boyd",7852324,4900,"CIN@CLE","CIN","Tyler","Boyd","CLE"
"114","TE","Zach Ertz (7852440)","Zach Ertz",7852440,4900,"WAS@PHI","PHI","Zach","Ertz","WAS"
"115","RB","Devontae Booker (7852175)","Devontae Booker",7852175,4800,"DEN@TEN","DEN","Devontae","Booker","TEN"
"116","WR","Dontrelle Inman (7852383)","Dontrelle Inman",7852383,4800,"SD@CAR","SD","Dontrelle","Inman","CAR"
"117","RB","C.J. Prosise (7852252)","C.J. Prosise",7852252,4700,"SEA@GB","SEA","C.J.","Prosise","GB"
"118","RB","Mike Gillislee (7852214)","Mike Gillislee",7852214,4600,"PIT@BUF","BUF","Mike","Gillislee","PIT"
"119","WR","Sterling Shepard (7852369)","Sterling Shepard",7852369,4600,"DAL@NYG","NYG","Sterling","Shepard","DAL"
"120","WR","Anquan Boldin (7852268)","Anquan Boldin",7852268,4500,"CHI@DET","DET","Anquan","Boldin","CHI"
"121","RB","Tim Hightower (7852146)","Tim Hightower",7852146,4500,"NO@TB","NO","Tim","Hightower","TB"
"122","WR","Will Fuller (7852311)","Will Fuller",7852311,4500,"HOU@IND","HOU","Will","Fuller","IND"
"123","RB","Alfred Blue (7852180)","Alfred Blue",7852180,4400,"HOU@IND","HOU","Alfred","Blue","IND"
"124","RB","Darren Sproles (7852186)","Darren Sproles",7852186,4400,"WAS@PHI","PHI","Darren","Sproles","WAS"
"125","RB","Fitzgerald Toussaint (7852223)","Fitzgerald Toussaint",7852223,4300,"PIT@BUF","PIT","Fitzgerald","Toussaint","BUF"
"126","WR","Taylor Gabriel (7852266)","Taylor Gabriel",7852266,4300,"ATL@LA","ATL","Taylor","Gabriel","LA"
"127","WR","Mohamed Sanu (7852260)","Mohamed Sanu",7852260,4200,"ATL@LA","ATL","Mohamed","Sanu","LA"
"128","WR","Pierre Garcon (7852373)","Pierre Garcon",7852373,4200,"WAS@PHI","WAS","Pierre","Garcon","PHI"
"129","RB","Rob Kelley (7852235)","Rob Kelley",7852235,4200,"WAS@PHI","WAS","Rob","Kelley","PHI"
"130","TE","Cameron Brate (7852486)","Cameron Brate",7852486,4100,"NO@TB","TB","Cameron","Brate","NO"
"131","RB","Jeremy Langford (7852204)","Jeremy Langford",7852204,4100,"CHI@DET","CHI","Jeremy","Langford","DET"
"132","WR","Travis Benjamin (7852384)","Travis Benjamin",7852384,4100,"SD@CAR","SD","Travis","Benjamin","CAR"
"133","RB","Benny Cunningham (7852163)","Benny Cunningham",7852163,4000,"ATL@LA","LA","Benny","Cunningham","ATL"
"134","WR","Cameron Meredith (7852344)","Cameron Meredith",7852344,4000,"CHI@DET","CHI","Cameron","Meredith","DET"
"135","RB","Charles Sims (7852240)","Charles Sims",7852240,4000,"NO@TB","TB","Charles","Sims","NO"
"136","RB","Kapri Bibbs (7852172)","Kapri Bibbs",7852172,4000,"DEN@TEN","DEN","Kapri","Bibbs","TEN"
"137","RB","Ryan Mathews (7852188)","Ryan Mathews",7852188,4000,"WAS@PHI","PHI","Ryan","Mathews","WAS"
"138","RB","Shane Vereen (7852221)","Shane Vereen",7852221,4000,"DAL@NYG","NYG","Shane","Vereen","DAL"
"139","WR","Ted Ginn Jr. (7852394)","Ted Ginn Jr.",7852394,4000,"SD@CAR","CAR","Ted","Ginn","SD"
"140","RB","Tevin Coleman (7852144)","Tevin Coleman",7852144,4000,"ATL@LA","ATL","Tevin","Coleman","LA"
"141","TE","C.J. Fiedorowicz (7852435)","C.J. Fiedorowicz",7852435,3900,"HOU@IND","HOU","C.J.","Fiedorowicz","IND"
"142","RB","Damien Williams (7852197)","Damien Williams",7852197,3900,"ARI@MIA","MIA","Damien","Williams","ARI"
"143","RB","DuJuan Harris (7852202)","DuJuan Harris",7852202,3900,"NYJ@SF","SF","DuJuan","Harris","NYJ"
"144","TE","Ladarius Green (7852470)","Ladarius Green",7852470,3900,"PIT@BUF","PIT","Ladarius","Green","BUF"
"145","WR","Michael Floyd (7852374)","Michael Floyd",7852374,3900,"ARI@MIA","ARI","Michael","Floyd","MIA"
"146","WR","Robert Woods (7852354)","Robert Woods",7852354,3900,"PIT@BUF","BUF","Robert","Woods","PIT"
"147","WR","Tavon Austin (7852283)","Tavon Austin",7852283,3900,"ATL@LA","LA","Tavon","Austin","ATL"
"148","WR","Ty Montgomery (7852307)","Ty Montgomery",7852307,3900,"SEA@GB","GB","Ty","Montgomery","SEA"
"149","TE","Antonio Gates (7852481)","Antonio Gates",7852481,3800,"SD@CAR","SD","Antonio","Gates","CAR"
"150","RB","Cameron Artis-Payne (7852254)","Cameron Artis-Payne",7852254,3800,"SD@CAR","CAR","Cameron","Artis-Payne","SD"
"151","WR","Eli Rogers (7852368)","Eli Rogers",7852368,3800,"PIT@BUF","PIT","Eli","Rogers","BUF"
"152","TE","Eric Ebron (7852418)","Eric Ebron",7852418,3800,"CHI@DET","DET","Eric","Ebron","CHI"
"153","RB","James Starks (7852176)","James Starks",7852176,3800,"SEA@GB","GB","James","Starks","SEA"
"154","WR","John Brown (7852375)","John Brown",7852375,3800,"ARI@MIA","ARI","John","Brown","MIA"
"155","WR","Marquess Wilson (7852343)","Marquess Wilson",7852343,3800,"CHI@DET","CHI","Marquess","Wilson","DET"
"156","RB","Paul Perkins (7852228)","Paul Perkins",7852228,3800,"DAL@NYG","NYG","Paul","Perkins","DAL"
"157","RB","T.J. Yeldon (7852173)","T.J. Yeldon",7852173,3800,"MIN@JAX","JAX","T.J.","Yeldon","MIN"
"158","RB","Wendell Smallwood (7852192)","Wendell Smallwood",7852192,3800,"WAS@PHI","PHI","Wendell","Smallwood","WAS"
"159","DST","Broncos  (7852862)","Broncos ",7852862,3800,"DEN@TEN","DEN","Broncos","","TEN"
"160","WR","Adam Humphries (7852391)","Adam Humphries",7852391,3700,"NO@TB","TB","Adam","Humphries","NO"
"161","RB","Chris Ivory (7852168)","Chris Ivory",7852168,3700,"MIN@JAX","JAX","Chris","Ivory","MIN"
"162","RB","Chris Thompson (7852232)","Chris Thompson",7852232,3700,"WAS@PHI","WAS","Chris","Thompson","PHI"
"163","TE","Coby Fleener (7852416)","Coby Fleener",7852416,3700,"NO@TB","NO","Coby","Fleener","TB"
"164","RB","Kenneth Farrow (7852244)","Kenneth Farrow",7852244,3700,"SD@CAR","SD","Kenneth","Farrow","CAR"
"165","WR","Kenny Stills (7852329)","Kenny Stills",7852329,3700,"ARI@MIA","MIA","Kenny","Stills","ARI"
"166","WR","Marqise Lee (7852298)","Marqise Lee",7852298,3700,"MIN@JAX","JAX","Marqise","Lee","MIN"
"167","WR","Paul Turner (7852318)","Paul Turner",7852318,3700,"WAS@PHI","PHI","Paul","Turner","WAS"
"168","WR","Tyler Lockett (7852401)","Tyler Lockett",7852401,3700,"SEA@GB","SEA","Tyler","Lockett","GB"
"169","WR","Dorial Green-Beckham (7852320)","Dorial Green-Beckham",7852320,3600,"WAS@PHI","PHI","Dorial","Green-Beckham","WAS"
"170","WR","J.J. Nelson (7852377)","J.J. Nelson",7852377,3600,"ARI@MIA","ARI","J.J.","Nelson","MIA"
"171","RB","Kenjon Barner (7852189)","Kenjon Barner",7852189,3600,"WAS@PHI","PHI","Kenjon","Barner","WAS"
"172","DST","Lions  (7852858)","Lions ",7852858,3600,"CHI@DET","DET","Lions","","CHI"
"173","RB","Andre Ellington (7852229)","Andre Ellington",7852229,3500,"ARI@MIA","ARI","Andre","Ellington","MIA"
"174","RB","Dwayne Washington (7852157)","Dwayne Washington",7852157,3500,"CHI@DET","DET","Dwayne","Washington","CHI"
"175","RB","Rex Burkhead (7852190)","Rex Burkhead",7852190,3500,"CIN@CLE","CIN","Rex","Burkhead","CLE"
"176","WR","Russell Shepard (7852385)","Russell Shepard",7852385,3500,"NO@TB","TB","Russell","Shepard","NO"
"177","WR","Torrey Smith (7852338)","Torrey Smith",7852338,3500,"NYJ@SF","SF","Torrey","Smith","NYJ"
"178","TE","Vernon Davis (7852475)","Vernon Davis",7852475,3500,"WAS@PHI","WAS","Vernon","Davis","PHI"
"179","DST","Bengals  (7852866)","Bengals ",7852866,3500,"CIN@CLE","CIN","Bengals","","CLE"
"180","WR","Allen Hurns (7852296)","Allen Hurns",7852296,3400,"MIN@JAX","JAX","Allen","Hurns","MIN"
"181","WR","Jeremy Kerley (7852339)","Jeremy Kerley",7852339,3400,"NYJ@SF","SF","Jeremy","Kerley","NYJ"
"182","WR","Marquise Goodwin (7852351)","Marquise Goodwin",7852351,3400,"PIT@BUF","BUF","Marquise","Goodwin","PIT"
"183","RB","Matt Jones (7852236)","Matt Jones",7852236,3400,"WAS@PHI","WAS","Matt","Jones","PHI"
"184","RB","Christine Michael (7852179)","Christine Michael",7852179,3300,"SEA@GB","GB","Christine","Michael","SEA"
"185","WR","Devin Funchess (7852403)","Devin Funchess",7852403,3300,"SD@CAR","CAR","Devin","Funchess","SD"
"186","WR","Victor Cruz (7852360)","Victor Cruz",7852360,3300,"DAL@NYG","NYG","Victor","Cruz","DAL"
"187","RB","Denard Robinson (7852169)","Denard Robinson",7852169,3200,"MIN@JAX","JAX","Denard","Robinson","MIN"
"188","WR","Nelson Agholor (7852322)","Nelson Agholor",7852322,3200,"WAS@PHI","PHI","Nelson","Agholor","WAS"
"189","WR","Percy Harvin (7852350)","Percy Harvin",7852350,3200,"PIT@BUF","BUF","Percy","Harvin","PIT"
"190","WR","Quinton Patton (7852345)","Quinton Patton",7852345,3200,"NYJ@SF","SF","Quinton","Patton","NYJ"
"191","DST","Cardinals  (7852876)","Cardinals ",7852876,3200,"ARI@MIA","ARI","Cardinals","","MIA"
"192","WR","Brian Quick (7852282)","Brian Quick",7852282,3100,"ATL@LA","LA","Brian","Quick","ATL"
"193","WR","Eddie Royal (7852336)","Eddie Royal",7852336,3100,"CHI@DET","CHI","Eddie","Royal","DET"
"194","DST","Falcons  (7852856)","Falcons ",7852856,3100,"ATL@LA","ATL","Falcons","","LA"
"195","WR","Aaron Burbridge (7852347)","Aaron Burbridge",7852347,3000,"NYJ@SF","SF","Aaron","Burbridge","NYJ"
"196","RB","Aaron Ripkowski (7852183)","Aaron Ripkowski",7852183,3000,"SEA@GB","GB","Aaron","Ripkowski","SEA"
"197","RB","Akeem Hunt (7852185)","Akeem Hunt",7852185,3000,"HOU@IND","HOU","Akeem","Hunt","IND"
"198","WR","Aldrick Robinson (7852258)","Aldrick Robinson",7852258,3000,"ATL@LA","ATL","Aldrick","Robinson","LA"
"199","RB","Alex Collins (7852255)","Alex Collins",7852255,3000,"SEA@GB","SEA","Alex","Collins","GB"
"200","WR","Alex Erickson (7852319)","Alex Erickson",7852319,3000,"CIN@CLE","CIN","Alex","Erickson","CLE"
"201","WR","Andre Roberts (7852269)","Andre Roberts",7852269,3000,"CHI@DET","DET","Andre","Roberts","CHI"
"202","WR","Arrelious Benn (7852293)","Arrelious Benn",7852293,3000,"MIN@JAX","JAX","Arrelious","Benn","MIN"
"203","WR","Bennie Fowler (7852294)","Bennie Fowler",7852294,3000,"DEN@TEN","DEN","Bennie","Fowler","TEN"
"204","RB","Bobby Rainey (7852222)","Bobby Rainey",7852222,3000,"DAL@NYG","NYG","Bobby","Rainey","DAL"
"205","WR","Bradley Marquez (7852285)","Bradley Marquez",7852285,3000,"ATL@LA","LA","Bradley","Marquez","ATL"
"206","WR","Brandon Coleman (7852272)","Brandon Coleman",7852272,3000,"NO@TB","NO","Brandon","Coleman","TB"
"207","WR","Brandon Tate (7852348)","Brandon Tate",7852348,3000,"PIT@BUF","BUF","Brandon","Tate","PIT"
"208","WR","Braxton Miller (7852306)","Braxton Miller",7852306,3000,"HOU@IND","HOU","Braxton","Miller","IND"
"209","WR","Brenton Bersin (7852397)","Brenton Bersin",7852397,3000,"SD@CAR","CAR","Brenton","Bersin","SD"
"210","WR","Brittan Golden (7852381)","Brittan Golden",7852381,3000,"ARI@MIA","ARI","Brittan","Golden","MIA"
"211","WR","Bryan Walters (7852291)","Bryan Walters",7852291,3000,"MIN@JAX","JAX","Bryan","Walters","MIN"
"212","WR","Bryce Treggs (7852321)","Bryce Treggs",7852321,3000,"WAS@PHI","PHI","Bryce","Treggs","WAS"
"213","RB","Cedric Peerman (7852187)","Cedric Peerman",7852187,3000,"CIN@CLE","CIN","Cedric","Peerman","CLE"
"214","RB","Chase Reynolds (7852158)","Chase Reynolds",7852158,3000,"ATL@LA","LA","Chase","Reynolds","ATL"
"215","WR","Chris Harper (7852346)","Chris Harper",7852346,3000,"NYJ@SF","SF","Chris","Harper","NYJ"
"216","WR","Cobi Hamilton (7852365)","Cobi Hamilton",7852365,3000,"PIT@BUF","PIT","Cobi","Hamilton","BUF"
"217","WR","Cody Core (7852323)","Cody Core",7852323,3000,"CIN@CLE","CIN","Cody","Core","CLE"
"218","WR","Cody Latimer (7852300)","Cody Latimer",7852300,3000,"DEN@TEN","DEN","Cody","Latimer","TEN"
"219","WR","Corey Brown (7852399)","Corey Brown",7852399,3000,"SD@CAR","CAR","Corey","Brown","SD"
"220","RB","Corey Grant (7852171)","Corey Grant",7852171,3000,"MIN@JAX","JAX","Corey","Grant","MIN"
"221","RB","Daniel Lasco (7852156)","Daniel Lasco",7852156,3000,"NO@TB","NO","Daniel","Lasco","TB"
"222","WR","Darrius Heyward-Bey (7852361)","Darrius Heyward-Bey",7852361,3000,"PIT@BUF","PIT","Darrius","Heyward-Bey","BUF"
"223","RB","Daryl Richardson (7852227)","Daryl Richardson",7852227,3000,"PIT@BUF","PIT","Daryl","Richardson","BUF"
"224","WR","Deonte Thompson (7852337)","Deonte Thompson",7852337,3000,"CHI@DET","CHI","Deonte","Thompson","DET"
"225","RB","Derek Watt (7852243)","Derek Watt",7852243,3000,"SD@CAR","SD","Derek","Watt","CAR"
"226","WR","Dwayne Harris (7852362)","Dwayne Harris",7852362,3000,"DAL@NYG","NYG","Dwayne","Harris","DAL"
