"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","RankTargets","RollingTargetPctg"
"WR","Brandin Cooks (0000000)","Brandin Cooks",0,7600,"Car@NO 00:00PM ET","NO","Brandin","Cooks","Car",17.56,16.3,18,33,2,2,1,1,0.190751445086705
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,7600,"NYJ@Ari 00:00PM ET","NYJ","Brandon","Marshall","Ari",16.64,15,25,53,2,2,1,1,0.277486910994764
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins",0,7500,"Ind@Hou 00:00PM ET","Hou","DeAndre","Hopkins","Ind",18.56,17.3,22,41,3,1,1,1,0.221621621621622
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger",0,7500,"Pit@Mia 00:00PM ET","Pit","Ben","Roethlisberger","Mia",24.48,0,NA,NA,NA,NA,NA,NA,NA
"WR","Amari Cooper (0000000)","Amari Cooper",0,7500,"KC@Oak 00:00PM ET","Oak","Amari","Cooper","KC",17.85,14.7,27,54,1,2,4,1,0.26865671641791
"WR","Dez Bryant (0000000)","Dez Bryant",0,7400,"Dal@GB 00:00PM ET","Dal","Dez","Bryant","GB",0,0,11,24,2,4,1,3,0.149068322981366
"QB","Aaron Rodgers (0000000)","Aaron Rodgers",0,7300,"Dal@GB 00:00PM ET","GB","Aaron","Rodgers","Dal",22.87,21.3,NA,NA,NA,NA,NA,NA,NA
"RB","C.J. Anderson (0000000)","C.J. Anderson",0,7200,"Den@SD 00:00PM ET","Den","C.J.","Anderson","SD",17.01,11.5,12,19,1,3,3,3,0.115853658536585
"WR","Marvin Jones (0000000)","Marvin Jones",0,7200,"LA@Det 00:00PM ET","Det","Marvin","Jones","LA",18.25,17.7,27,46,3,1,1,1,0.247311827956989
"QB","Andrew Luck (0000000)","Andrew Luck",0,7100,"Ind@Hou 00:00PM ET","Ind","Andrew","Luck","Hou",19.98,19.4,NA,NA,NA,NA,NA,NA,NA
"WR","Alshon Jeffery (0000000)","Alshon Jeffery",0,7100,"Jax@Chi 00:00PM ET","Chi","Alshon","Jeffery","Jax",14.97,15.8,22,32,0,3,5,2,0.172043010752688
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott",0,7000,"Dal@GB 00:00PM ET","Dal","Ezekiel","Elliott","GB",15.9,15.2,9,11,0,5,5,6,0.0683229813664596
"TE","Greg Olsen (0000000)","Greg Olsen",0,7000,"Car@NO 00:00PM ET","Car","Greg","Olsen","NO",20.8,15.5,33,54,2,1,2,1,0.288770053475936
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,7000,"Den@SD 00:00PM ET","Den","Emmanuel","Sanders","SD",17.78,16.6,32,51,3,1,1,1,0.310975609756098
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,6900,"KC@Oak 00:00PM ET","Oak","Michael","Crabtree","KC",16.8,12.8,29,44,5,1,1,2,0.218905472636816
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,6900,"SF@Buf 00:00PM ET","Buf","LeSean","McCoy","SF",20.2,20,19,21,1,2,2,3,0.15
"QB","Russell Wilson (0000000)","Russell Wilson",0,6900,"Atl@Sea 00:00PM ET","Sea","Russell","Wilson","Atl",25.18,20.5,0,0,0,12,5,13,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,6800,"Cin@NE 00:00PM ET","NE","Julian","Edelman","Cin",17.44,14.7,26,41,0,1,4,1,0.244047619047619
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6800,"Den@SD 00:00PM ET","Den","Demaryius","Thomas","SD",16.45,15.3,26,42,3,2,1,2,0.25609756097561
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,6800,"Pit@Mia 00:00PM ET","Mia","Jarvis","Landry","Pit",17.45,16.5,36,49,1,1,2,1,0.324503311258278
"RB","Christine Michael (0000000)","Christine Michael",0,6800,"Atl@Sea 00:00PM ET","Sea","Christine","Michael","Atl",17.04,13.6,12,17,1,4,2,5,0.120567375886525
"QB","Matt Ryan (0000000)","Matt Ryan",0,6700,"Atl@Sea 00:00PM ET","Atl","Matt","Ryan","Sea",17.9,18.4,NA,NA,NA,NA,NA,NA,NA
"TE","Rob Gronkowski (0000000)","Rob Gronkowski",0,6700,"Cin@NE 00:00PM ET","NE","Rob","Gronkowski","Cin",16.95,14,6,10,0,6,4,7,0.0595238095238095
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,6700,"Phi@Was 00:00PM ET","Phi","Jordan","Matthews","Was",14.11,15.8,19,30,2,1,1,1,0.234375
"RB","Todd Gurley (0000000)","Todd Gurley",0,6700,"LA@Det 00:00PM ET","LA","Todd","Gurley","Det",15.26,16.3,11,16,0,4,3,5,0.103896103896104
"RB","Lamar Miller (0000000)","Lamar Miller",0,6600,"Ind@Hou 00:00PM ET","Hou","Lamar","Miller","Ind",17.57,18.5,15,18,0,4,4,5,0.0972972972972973
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6500,"Atl@Sea 00:00PM ET","Sea","Doug","Baldwin","Atl",19.12,16.1,24,33,2,1,1,1,0.234042553191489
"QB","Derek Carr (0000000)","Derek Carr",0,6500,"KC@Oak 00:00PM ET","Oak","Derek","Carr","KC",19.99,18.9,NA,NA,NA,NA,NA,NA,NA
"QB","Derek Anderson (0000000)","Derek Anderson",0,6400,"Car@NO 00:00PM ET","Car","Derek","Anderson","NO",0,0,NA,NA,NA,NA,NA,NA,NA
"WR","Willie Snead (0000000)","Willie Snead",0,6400,"Car@NO 00:00PM ET","NO","Willie","Snead","Car",15.85,15.7,15,18,2,3,1,4,0.104046242774566
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6300,"KC@Oak 00:00PM ET","KC","Jeremy","Maclin","Oak",15.58,18.7,20,37,1,2,3,1,0.221556886227545
"QB","Blake Bortles (0000000)","Blake Bortles",0,6300,"Jax@Chi 00:00PM ET","Jax","Blake","Bortles","Chi",19.64,19.1,NA,NA,NA,NA,NA,NA,NA
"RB","Jordan Howard (0000000)","Jordan Howard",0,6200,"Jax@Chi 00:00PM ET","Chi","Jordan","Howard","Jax",17.24,16.6,13,17,1,6,3,6,0.0913978494623656
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,6200,"LA@Det 00:00PM ET","Det","Matthew","Stafford","LA",19.69,20.4,NA,NA,NA,NA,NA,NA,NA
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,6100,"Cle@Ten 00:00PM ET","Cle","Terrelle","Pryor","Ten",15,12.7,26,49,1,1,2,1,0.27683615819209
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,6100,"Cle@Ten 00:00PM ET","Ten","Marcus","Mariota","Cle",18.05,18.7,NA,NA,NA,NA,NA,NA,NA
"TE","Jordan Reed (0000000)","Jordan Reed",0,6100,"Phi@Was 00:00PM ET","Was","Jordan","Reed","Phi",0,0,35,46,2,1,1,1,0.235897435897436
"WR","Randall Cobb (0000000)","Randall Cobb",0,6000,"Dal@GB 00:00PM ET","GB","Randall","Cobb","Dal",13.78,12.6,23,33,1,1,3,2,0.222972972972973
"RB","Mark Ingram (0000000)","Mark Ingram",0,6000,"Car@NO 00:00PM ET","NO","Mark","Ingram","Car",15.36,16.8,15,18,1,3,4,4,0.104046242774566
"QB","Carson Palmer (0000000)","Carson Palmer",0,6000,"NYJ@Ari 00:00PM ET","Ari","Carson","Palmer","NYJ",20.19,22.2,NA,NA,NA,NA,NA,NA,NA
"QB","Carson Wentz (0000000)","Carson Wentz",0,6000,"Phi@Was 00:00PM ET","Phi","Carson","Wentz","Was",18.14,18.6,NA,NA,NA,NA,NA,NA,NA
"WR","Eric Decker (0000000)","Eric Decker",0,6000,"NYJ@Ari 00:00PM ET","NYJ","Eric","Decker","Ari",0,0,10,21,2,5,1,4,0.109947643979058
"WR","Will Fuller (0000000)","Will Fuller",0,5900,"Ind@Hou 00:00PM ET","Hou","Will","Fuller","Ind",0,0,20,40,2,2,2,2,0.216216216216216
"QB","Dak Prescott (0000000)","Dak Prescott",0,5900,"Dal@GB 00:00PM ET","Dal","Dak","Prescott","GB",18.51,17.9,NA,NA,NA,NA,NA,NA,NA
"QB","Philip Rivers (0000000)","Philip Rivers",0,5900,"Den@SD 00:00PM ET","SD","Philip","Rivers","Den",17.07,17.2,NA,NA,NA,NA,NA,NA,NA
"QB","Eli Manning (0000000)","Eli Manning",0,5900,"Bal@NYG 00:00PM ET","NYG","Eli","Manning","Bal",16.42,16.3,NA,NA,NA,NA,NA,NA,NA
"QB","Joe Flacco (0000000)","Joe Flacco",0,5800,"Bal@NYG 00:00PM ET","Bal","Joe","Flacco","NYG",17.58,18.2,NA,NA,NA,NA,NA,NA,NA
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5800,"Jax@Chi 00:00PM ET","Chi","Brian","Hoyer","Jax",17.65,17.6,NA,NA,NA,NA,NA,NA,NA
"RB","Eddie Lacy (0000000)","Eddie Lacy",0,5800,"Dal@GB 00:00PM ET","GB","Eddie","Lacy","Dal",11.48,18.3,3,6,0,7,5,7,0.0405405405405405
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,5800,"Phi@Was 00:00PM ET","Was","DeSean","Jackson","Phi",14.43,11.7,18,36,1,4,3,2,0.184615384615385
"QB","Alex Smith (0000000)","Alex Smith",0,5700,"KC@Oak 00:00PM ET","KC","Alex","Smith","Oak",16.68,20.2,0,1,0,12,4,11,0.00598802395209581
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,5700,"Den@SD 00:00PM ET","SD","Travis","Benjamin","Den",12.39,13.6,28,40,2,1,1,1,0.228571428571429
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,5600,"Atl@Sea 00:00PM ET","Atl","Devonta","Freeman","Sea",14.12,13.1,14,17,1,5,4,5,0.1
"QB","Tony Romo (0000000)","Tony Romo",0,5600,"Dal@GB 00:00PM ET","Dal","Tony","Romo","GB",0,0,NA,NA,NA,NA,NA,NA,NA
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,5600,"Bal@NYG 00:00PM ET","NYG","Sterling","Shepard","Bal",12.36,11,24,34,2,2,1,2,0.175257731958763
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,5600,"Phi@Was 00:00PM ET","Was","Kirk","Cousins","Phi",17.41,17.4,NA,NA,NA,NA,NA,NA,NA
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,5600,"Den@SD 00:00PM ET","SD","Melvin","Gordon","Den",14.34,14.9,14,18,1,3,5,4,0.102857142857143
"QB","Andy Dalton (0000000)","Andy Dalton",0,5500,"Cin@NE 00:00PM ET","Cin","Andy","Dalton","NE",17.87,19.5,NA,NA,NA,NA,NA,NA,NA
"RB","Matt Forte (0000000)","Matt Forte",0,5500,"NYJ@Ari 00:00PM ET","NYJ","Matt","Forte","Ari",15.01,14,13,18,0,4,5,5,0.0942408376963351
"TE","Delanie Walker (0000000)","Delanie Walker",0,5500,"Cle@Ten 00:00PM ET","Ten","Delanie","Walker","Cle",14.8,11.4,17,28,2,3,2,2,0.164705882352941
"WR","Steve Smith (0000000)","Steve Smith",0,5500,"Bal@NYG 00:00PM ET","Bal","Steve","Smith","NYG",0,0,27,39,1,2,2,2,0.185714285714286
"RB","Spencer Ware (0000000)","Spencer Ware",0,5400,"KC@Oak 00:00PM ET","KC","Spencer","Ware","Oak",9.32,6.9,12,17,0,4,4,4,0.101796407185629
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5400,"Pit@Mia 00:00PM ET","Mia","Ryan","Tannehill","Pit",16.34,18,NA,NA,NA,NA,NA,NA,NA
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5400,"Ind@Hou 00:00PM ET","Hou","Brock","Osweiler","Ind",16.11,18.4,NA,NA,NA,NA,NA,NA,NA
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,5300,"Ind@Hou 00:00PM ET","Ind","Donte","Moncrief","Hou",0,0,7,10,1,7,4,8,0.0473933649289099
"RB","Theo Riddick (0000000)","Theo Riddick",0,5300,"LA@Det 00:00PM ET","Det","Theo","Riddick","LA",0,0,27,33,3,1,1,3,0.17741935483871
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,5300,"SF@Buf 00:00PM ET","Buf","Tyrod","Taylor","SF",17.87,19.2,NA,NA,NA,NA,NA,NA,NA
"WR","Mike Wallace (0000000)","Mike Wallace",0,5200,"Bal@NYG 00:00PM ET","Bal","Mike","Wallace","NYG",13.69,11.1,22,40,3,3,1,1,0.19047619047619
"RB","Frank Gore (0000000)","Frank Gore",0,5200,"Ind@Hou 00:00PM ET","Ind","Frank","Gore","Hou",13.62,9.9,15,21,1,5,4,4,0.0995260663507109
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5200,"NYJ@Ari 00:00PM ET","NYJ","Ryan","Fitzpatrick","Ari",16.14,16.2,NA,NA,NA,NA,NA,NA,NA
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5200,"Den@SD 00:00PM ET","Den","Trevor","Siemian","SD",15.52,17.1,NA,NA,NA,NA,NA,NA,NA
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5200,"Den@SD 00:00PM ET","Den","Paxton","Lynch","SD",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jay Cutler (0000000)","Jay Cutler",0,5100,"Jax@Chi 00:00PM ET","Chi","Jay","Cutler","Jax",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","Jamaal Charles (0000000)","Jamaal Charles",0,5100,"KC@Oak 00:00PM ET","KC","Jamaal","Charles","Oak",15.01,15.5,0,1,0,12,4,11,0.00598802395209581
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,5100,"Car@NO 00:00PM ET","Car","Jonathan","Stewart","NO",13.11,11.9,3,4,0,9,7,9,0.0213903743315508
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,5100,"SF@Buf 00:00PM ET","SF","Carlos","Hyde","Buf",15.62,14.4,13,14,0,2,4,5,0.0939597315436242
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Den@SD 00:00PM ET","Den","Austin","Davis","SD",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5000,"SF@Buf 00:00PM ET","SF","Colin","Kaepernick","Buf",16.05,17,NA,NA,NA,NA,NA,NA,NA
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"SF@Buf 00:00PM ET","SF","Christian","Ponder","Buf",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"SF@Buf 00:00PM ET","Buf","EJ","Manuel","SF",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"SF@Buf 00:00PM ET","SF","Blaine","Gabbert","Buf",0,1.6,1,1,0,10,4,11,0.00671140939597315
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"SF@Buf 00:00PM ET","Buf","Cardale","Jones","SF",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Phi@Was 00:00PM ET","Phi","Chase","Daniel","Was",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Phi@Was 00:00PM ET","Was","Colt","McCoy","Phi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Phi@Was 00:00PM ET","Was","Nate","Sudfeld","Phi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Cle@Ten 00:00PM ET","Cle","Josh","McCown","Ten",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Cle@Ten 00:00PM ET","Ten","Matt","Cassel","Cle",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Charlie Whitehurst (0000000)","Charlie Whitehurst",0,5000,"Cle@Ten 00:00PM ET","Cle","Charlie","Whitehurst","Ten",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Ten 00:00PM ET","Cle","Cody","Kessler","Ten",12.5,13,NA,NA,NA,NA,NA,NA,NA
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Bal@NYG 00:00PM ET","NYG","Josh","Johnson","Bal",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Bal@NYG 00:00PM ET","Bal","Ryan","Mallett","NYG",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"Bal@NYG 00:00PM ET","NYG","Ryan","Nassib","Bal",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","Terrance West (0000000)","Terrance West",0,5000,"Bal@NYG 00:00PM ET","Bal","Terrance","West","NYG",12.35,11.6,6,10,0,8,5,8,0.0476190476190476
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"Car@NO 00:00PM ET","NO","Luke","McCown","Car",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Car@NO 00:00PM ET","Car","Joe","Webb","NO",0,0,1,1,0,10,7,10,0.0053475935828877
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Jax@Chi 00:00PM ET","Jax","Chad","Henne","Chi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"Jax@Chi 00:00PM ET","Chi","Matt","Barkley","Jax",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Jax@Chi 00:00PM ET","Jax","Brandon","Allen","Chi",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"LA@Det 00:00PM ET","Det","Dan","Orlovsky","LA",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"LA@Det 00:00PM ET","LA","Case","Keenum","Det",12.14,15.3,NA,NA,NA,NA,NA,NA,NA
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@Det 00:00PM ET","LA","Sean","Mannion","Det",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@Det 00:00PM ET","LA","Jared","Goff","Det",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Bruce Gradkowski (0000000)","Bruce Gradkowski",0,5000,"Pit@Mia 00:00PM ET","Pit","Bruce","Gradkowski","Mia",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Pit@Mia 00:00PM ET","Mia","Matt","Moore","Pit",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Pit@Mia 00:00PM ET","Pit","Landry","Jones","Mia",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Pit@Mia 00:00PM ET","Pit","Zach","Mettenberger","Mia",0,0,NA,NA,NA,NA,NA,NA,NA
"WR","DeVante Parker (0000000)","DeVante Parker",0,5000,"Pit@Mia 00:00PM ET","Mia","DeVante","Parker","Pit",12.16,13,15,24,1,2,2,2,0.158940397350993
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Cin@NE 00:00PM ET","Cin","AJ","McCarron","NE",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5000,"Cin@NE 00:00PM ET","NE","Jimmy","Garoppolo","Cin",0,0,1,1,0,10,4,11,0.00595238095238095
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Cin@NE 00:00PM ET","Cin","Jeff","Driskel","NE",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,5000,"Cin@NE 00:00PM ET","NE","LeGarrette","Blount","Cin",12,15.6,3,3,0,8,4,8,0.0178571428571429
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"KC@Oak 00:00PM ET","KC","Nick","Foles","Oak",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"KC@Oak 00:00PM ET","Oak","Matt","McGloin","KC",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"Den@SD 00:00PM ET","SD","Kellen","Clemens","Den",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"KC@Oak 00:00PM ET","Oak","Connor","Cook","KC",0,0,NA,NA,NA,NA,NA,NA,NA
"TE","Travis Kelce (0000000)","Travis Kelce",0,5000,"KC@Oak 00:00PM ET","KC","Travis","Kelce","Oak",14.37,15.6,22,29,2,1,1,2,0.173652694610778
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Atl@Sea 00:00PM ET","Atl","Matt","Schaub","Sea",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Atl@Sea 00:00PM ET","Sea","Trevone","Boykin","Atl",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Dal@GB 00:00PM ET","Dal","Mark","Sanchez","GB",0,1.7,NA,NA,NA,NA,NA,NA,NA
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"Dal@GB 00:00PM ET","GB","Brett","Hundley","Dal",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Joe Callahan (0000000)","Joe Callahan",0,5000,"Dal@GB 00:00PM ET","GB","Joe","Callahan","Dal",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Ind@Hou 00:00PM ET","Ind","Scott","Tolzien","Hou",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Ind@Hou 00:00PM ET","Hou","Brandon","Weeden","Ind",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Ind@Hou 00:00PM ET","Hou","Tom","Savage","Ind",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"NYJ@Ari 00:00PM ET","Ari","Drew","Stanton","NYJ",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Zac Dysert (0000000)","Zac Dysert",0,5000,"NYJ@Ari 00:00PM ET","Ari","Zac","Dysert","NYJ",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"NYJ@Ari 00:00PM ET","NYJ","Bryce","Petty","Ari",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Geno Smith (0000000)","Geno Smith",0,5000,"NYJ@Ari 00:00PM ET","NYJ","Geno","Smith","Ari",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"NYJ@Ari 00:00PM ET","NYJ","Christian","Hackenberg","Ari",0,0,NA,NA,NA,NA,NA,NA,NA
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"KC@Oak 00:00PM ET","KC","Tyler","Bray","Oak",0,0,NA,NA,NA,NA,NA,NA,NA
"RB","Ryan Mathews (0000000)","Ryan Mathews",0,4900,"Phi@Was 00:00PM ET","Phi","Ryan","Mathews","Was",14.47,12.2,6,6,1,7,2,8,0.046875
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4900,"NYJ@Ari 00:00PM ET","NYJ","Quincy","Enunwa","Ari",12.87,9,27,40,1,1,3,2,0.209424083769634
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,4900,"Atl@Sea 00:00PM ET","Sea","Jimmy","Graham","Atl",16.2,11,16,22,1,2,2,2,0.156028368794326
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4800,"Atl@Sea 00:00PM ET","Atl","Tevin","Coleman","Sea",11.66,9.1,17,21,1,2,4,4,0.123529411764706
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,4800,"Pit@Mia 00:00PM ET","Pit","DeAngelo","Williams","Mia",3.69,6.7,15,23,1,4,4,4,0.117948717948718
"WR","Sammie Coates (0000000)","Sammie Coates",0,4700,"Pit@Mia 00:00PM ET","Pit","Sammie","Coates","Mia",10.16,11.1,19,30,2,3,3,2,0.153846153846154
