Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
23,619682719,rkeiser05 (2/3),0,215.74,QB Colin Kaepernick RB David Johnson RB Jordan Howard WR Brandon LaFell WR Mike Evans WR Adam Thielen TE Jimmy Graham FLEX Jack Doyle DST Patriots ,,Andrew Luck,11.10%,26.72
24,618245868,jison12,0,215.18,QB Aaron Rodgers RB David Johnson RB Isaiah Crowell WR Jordy Nelson WR DeAndre Hopkins WR Allen Robinson TE Greg Olsen FLEX Mark Ingram DST Rams ,,Delanie Walker,10.91%,11.3
25,620701773,pistons87 (3/3),0,214.6,QB Kirk Cousins RB Mark Ingram RB Jay Ajayi WR Jordy Nelson WR DeSean Jackson WR Cameron Meredith TE Delanie Walker FLEX Julio Jones DST Patriots ,,Vernon Davis,10.63%,2.3
26,618287317,allornothing1 (2/3),0,214.56,QB Tyrod Taylor RB David Johnson RB Jordan Howard WR Jordy Nelson WR Cameron Meredith WR Tyler Lockett TE Charles Clay FLEX Michael Thomas DST Packers ,,Jay Ajayi,10.05%,30.9
27,618333355,joshmigs (2/2),0,214.46,QB Tyrod Taylor RB Jonathan Stewart RB David Johnson WR Jordy Nelson WR Marqise Lee WR Adam Thielen TE C.J. Fiedorowicz FLEX Devonta Freeman DST Chargers ,,Davante Adams,10.01%,14.4
28,619420889,eplut (2/3),0,213.62,QB Andrew Luck RB Devonta Freeman RB Kenneth Farrow WR Doug Baldwin WR T.Y. Hilton WR Adam Thielen TE Delanie Walker FLEX Mark Ingram DST Patriots ,,Packers ,9.94%,8
29,619641143,TacoCorp14 (3/3),0,213.48,QB Aaron Rodgers RB LeSean McCoy RB Jordan Howard WR Jordy Nelson WR Cameron Meredith WR Corey Coleman TE Delanie Walker FLEX Mark Ingram DST Patriots ,,Jordy Nelson,9.77%,39.4
29,617501466,zack071,0,213.48,QB Aaron Rodgers RB Jonathan Stewart RB Jay Ajayi WR Jordy Nelson WR Doug Baldwin WR Amari Cooper TE Charles Clay FLEX Dontrelle Inman DST Chargers ,,Amari Cooper,9.74%,11.2
31,621040383,myditka1981,0,213.38,QB Aaron Rodgers RB Jay Ajayi RB Todd Gurley WR Jordy Nelson WR Julian Edelman WR Allen Robinson TE Delanie Walker FLEX Mark Ingram DST Rams ,,Jonathan Stewart,9.53%,6.2
32,615596126,ginelli (2/3),0,213.16,QB Tyrod Taylor RB LeSean McCoy RB Jordan Howard WR Dontrelle Inman WR Doug Baldwin WR Michael Thomas TE Charles Clay FLEX Mark Ingram DST Patriots ,,DeSean Jackson,9.15%,19.4
33,616533723,Gvich (2/2),0,213.08,QB Aaron Rodgers RB Carlos Hyde RB Jay Ajayi WR Jordy Nelson WR J.J. Nelson WR Marqise Lee TE Greg Olsen FLEX Devonta Freeman DST Patriots ,,Michael Crabtree,9.14%,16
34,619572861,schleppy (3/3),0,212.9,QB Kirk Cousins RB Ty Montgomery RB Todd Gurley WR Jordy Nelson WR Cameron Meredith WR Allen Robinson TE Greg Olsen FLEX Jay Ajayi DST Patriots ,,Ted Ginn Jr.,9.06%,5.9
35,615085364,bearface7 (3/3),0,212.6,QB Blake Bortles RB Todd Gurley RB Jordan Howard WR Doug Baldwin WR Cameron Meredith WR Allen Robinson TE C.J. Fiedorowicz FLEX Mark Ingram DST Patriots ,,Cam Newton,8.48%,13.52
36,616242994,key6gh,0,212.5,QB Blake Bortles RB LeSean McCoy RB Ty Montgomery WR Jordy Nelson WR DeSean Jackson WR J.J. Nelson TE Charles Clay FLEX Jordan Howard DST Patriots ,,Tyler Lockett,8.24%,5.8
37,618999879,Stephenmus,0,212.4,QB Blake Bortles RB David Johnson RB Jordan Howard WR T.Y. Hilton WR Cameron Meredith WR Allen Robinson TE Delanie Walker FLEX Mark Ingram DST Patriots ,,Matt Ryan,8.17%,19.98
38,621004326,Andrew1104,0,211.68,QB Matt Ryan RB LeSean McCoy RB Jordan Howard WR DeSean Jackson WR Cameron Meredith WR Adam Thielen TE Hunter Henry FLEX Jay Ajayi DST Patriots ,,Frank Gore,7.57%,8.5
39,621139525,jvonb1 (2/2),0,211.28,QB Aaron Rodgers RB Jay Ajayi RB Kenneth Farrow WR Jordy Nelson WR T.Y. Hilton WR Brandin Cooks TE Delanie Walker FLEX Charles Clay DST Patriots ,,Tom Brady,7.49%,20.56
40,618114802,Beekeeper69 (1/2),0,210.28,QB Aaron Rodgers RB Carlos Hyde RB Jay Ajayi WR Cameron Meredith WR Allen Robinson WR Michael Thomas TE Delanie Walker FLEX Mike Evans DST Patriots ,,Bills ,6.92%,1
41,620609185,gwammy (3/3),0,210.1,QB Russell Wilson RB Jonathan Stewart RB David Johnson WR Julian Edelman WR Doug Baldwin WR DeAndre Hopkins TE Charles Clay FLEX Mark Ingram DST Patriots ,,LeGarrette Blount,6.81%,17
42,618155887,andrawis (2/3),0,210.08,QB Aaron Rodgers RB LeSean McCoy RB David Johnson WR Jordy Nelson WR DeSean Jackson WR Allen Robinson TE Jack Doyle FLEX Jared Cook DST Browns ,,Aaron Rodgers,6.44%,40.18
43,619208820,Quincydog (3/3),0,209.8,QB Russell Wilson RB LeGarrette Blount RB Jay Ajayi WR Doug Baldwin WR Cameron Meredith WR Michael Thomas TE Jimmy Graham FLEX DeMarco Murray DST Patriots ,,David Johnson,6.34%,34.6
44,620633403,Douggie24,0,209.22,QB Andrew Luck RB Todd Gurley RB Jordan Howard WR T.Y. Hilton WR Allen Robinson WR Adam Thielen TE Greg Olsen FLEX Mark Ingram DST Patriots ,,Seahawks ,6.33%,2
45,619300927,WhiteGronko (2/3),0,209.18,QB Aaron Rodgers RB Bilal Powell RB Ty Montgomery WR Jordy Nelson WR Doug Baldwin WR Michael Thomas TE Antonio Gates FLEX Mark Ingram DST Rams ,,Carlos Hyde,6.04%,14.2
46,615055674,Nicky6 (2/3),0,209,QB Blake Bortles RB LeSean McCoy RB Jordan Howard WR Doug Baldwin WR Cameron Meredith WR Allen Robinson TE Greg Olsen FLEX Carlos Hyde DST Chargers ,,Malcolm Mitchell,5.93%,5.9
47,620476766,kevlav23,0,208.98,QB Aaron Rodgers RB Mark Ingram RB Ty Montgomery WR Jordy Nelson WR DeSean Jackson WR Doug Baldwin TE Delanie Walker FLEX Todd Gurley DST Rams ,,Doug Baldwin,5.83%,39.7
48,620764756,SuperFrankieLampard (3/3),0,208.88,QB Aaron Rodgers RB Jay Ajayi RB Jordan Howard WR Jordy Nelson WR Willie Snead WR Adam Thielen TE Greg Olsen FLEX Ty Montgomery DST Bengals ,,Antonio Gates,5.81%,23.4
49,620671570,JLisbeth27,0,208.78,QB Aaron Rodgers RB LeSean McCoy RB Ty Montgomery WR Jordy Nelson WR DeSean Jackson WR Cameron Meredith TE Charles Clay FLEX DeAndre Hopkins DST Raiders ,,Kenneth Farrow,5.70%,9.7
50,615375315,Keliyankees,0,208.56,QB Drew Brees RB Isaiah Crowell RB Jordan Howard WR Doug Baldwin WR T.Y. Hilton WR Cameron Meredith TE Charles Clay FLEX Todd Gurley DST Patriots ,,Blake Bortles,5.54%,29.7
51,621117289,wewantquan80 (2/3),0,208.32,QB Andrew Luck RB LeSean McCoy RB Mark Ingram WR Cameron Meredith WR Michael Thomas WR Adam Thielen TE Greg Olsen FLEX Donte Moncrief DST Chargers ,,Dion Lewis,5.48%,6.7
52,620879698,LuckSac,0,207.92,QB Cam Newton RB LeSean McCoy RB Jordan Howard WR Cameron Meredith WR Davante Adams WR Adam Thielen TE Greg Olsen FLEX Allen Robinson DST Patriots ,,Dontrelle Inman,5.46%,7.4
53,620909900,firemedicpat (3/3),0,207.58,QB Aaron Rodgers RB DeMarco Murray RB Jay Ajayi WR Jordy Nelson WR Davante Adams WR Adam Thielen TE Greg Olsen FLEX Carlos Hyde DST Buccaneers ,,Texans ,5.45%,9
54,615532716,Hamz809 (1/2),0,207.48,QB Aaron Rodgers RB LeSean McCoy RB Kenneth Farrow WR Jordy Nelson WR DeSean Jackson WR Cameron Meredith TE Jermaine Gresham FLEX Michael Thomas DST Patriots ,,Jameis Winston,5.29%,18.48
55,620546759,CracKDrafter,0,207.12,QB Andrew Luck RB Todd Gurley RB Tevin Coleman WR T.Y. Hilton WR Davante Adams WR Adam Thielen TE Vernon Davis FLEX Jordy Nelson DST Patriots ,,Matt Barkley,5.07%,18.92
56,619682873,jimmyj13 (1/2),0,207.1,QB Russell Wilson RB Mark Ingram RB Jordan Howard WR Jordy Nelson WR Michael Crabtree WR Doug Baldwin TE Cameron Brate FLEX Larry Fitzgerald DST Patriots ,,Devonta Freeman,5.04%,16.8
57,620444259,MarvinGarden (1/2),0,207,QB Kirk Cousins RB LeSean McCoy RB Dion Lewis WR DeSean Jackson WR Doug Baldwin WR Michael Thomas TE Antonio Gates FLEX Allen Robinson DST Patriots ,,Bears ,5.02%,-4
58,617012413,Dr.Funkenstein (3/3),0,206.78,QB Sam Bradford RB David Johnson RB Jordan Howard WR Doug Baldwin WR Allen Robinson WR Michael Thomas TE Greg Olsen FLEX Cameron Meredith DST Vikings ,,Kyle Rudolph,4.99%,11.3
59,620294767,clarky2015 (1/2),0,206.68,QB Aaron Rodgers RB Mark Ingram RB David Johnson WR Doug Baldwin WR Tavon Austin WR Amari Cooper TE Greg Olsen FLEX Isaiah Crowell DST Chargers ,,Pierre Garcon,4.97%,13.4
60,616262854,mfaqb10 (1/2),0,206.08,QB Aaron Rodgers RB Jay Ajayi RB Todd Gurley WR Jordy Nelson WR Julian Edelman WR DeAndre Hopkins TE Antonio Gates FLEX Mark Ingram DST Packers ,,Marqise Lee,4.94%,17.5
61,621210342,Rickyboy76 (2/2),0,206,QB Russell Wilson RB David Johnson RB Jordan Howard WR Jordy Nelson WR Quincy Enunwa WR J.J. Nelson TE Kyle Rudolph FLEX Jay Ajayi DST Browns ,,Rishard Matthews,4.76%,12.1
62,619621678,boggslite (2/3),0,205.88,QB Aaron Rodgers RB Matt Asiata RB Ty Montgomery WR Jordy Nelson WR Davante Adams WR Adam Thielen TE Kyle Rudolph FLEX David Johnson DST Bills ,,Martellus Bennett,4.69%,9.9
63,620468233,saimon (1/2),0,205.48,QB Aaron Rodgers RB Todd Gurley RB Jordan Howard WR Jordy Nelson WR Allen Robinson WR Michael Thomas TE Antonio Gates FLEX Frank Gore DST Patriots ,,Willie Snead,4.58%,4.1
64,614871552,pdparv (2/3),0,205.38,QB Aaron Rodgers RB DeMarco Murray RB Mark Ingram WR Jordy Nelson WR Ted Ginn Jr. WR Allen Robinson TE Antonio Gates FLEX T.Y. Hilton DST Patriots ,,Philip Rivers,4.58%,22.88
64,621116647,gaprep64 (3/3),0,205.38,QB Aaron Rodgers RB LeSean McCoy RB Dion Lewis WR Jordy Nelson WR Brandon LaFell WR Allen Robinson TE Cameron Brate FLEX Todd Gurley DST Chargers ,,Kenny Britt,4.40%,2.5
66,621132406,TheVerb30,0,205.1,QB Russell Wilson RB Jonathan Stewart RB DeMarco Murray WR Jordy Nelson WR Doug Baldwin WR Michael Thomas TE Martellus Bennett FLEX Cameron Meredith DST Patriots ,,Taylor Gabriel,4.29%,4.5
67,619740353,Fawkes19 (3/3),0,204.9,QB Russell Wilson RB Mark Ingram RB Jordan Howard WR Doug Baldwin WR Mike Evans WR Allen Robinson TE Jimmy Graham FLEX Michael Thomas DST Packers ,,Derek Carr,4.28%,21.92
68,618056901,eys819 (1/3),0,204.88,QB Aaron Rodgers RB LeSean McCoy RB Jordan Howard WR Jordy Nelson WR Brandon LaFell WR Davante Adams TE Vernon Davis FLEX Mark Ingram DST Chargers ,,Hunter Henry,3.98%,0
69,616594949,starguy514 (2/3),0,204.8,QB Russell Wilson RB David Johnson RB Jay Ajayi WR Jordy Nelson WR Cameron Meredith WR Jamison Crowder TE Cameron Brate FLEX Delanie Walker DST Chargers ,,Rob Kelley,3.81%,10.2
70,616159337,stillotson (2/3),0,204.78,QB Aaron Rodgers RB Ty Montgomery RB Jordan Howard WR Jordy Nelson WR Mike Evans WR Davante Adams TE Jared Cook FLEX Adam Thielen DST Cardinals ,,Chris Hogan,3.70%,3.2
70,621006106,huskyco56 (1/3),0,204.78,QB Aaron Rodgers RB Jay Ajayi RB Jordan Howard WR Jordy Nelson WR Allen Robinson WR Davante Adams TE Cameron Brate FLEX Amari Cooper DST Patriots ,,Thomas Rawls,3.68%,0.8
72,620969269,foskillz,0,204.62,QB Matt Barkley RB LeSean McCoy RB Jay Ajayi WR Jordy Nelson WR Brandon LaFell WR Cameron Meredith TE Antonio Gates FLEX DeMarco Murray DST Bears ,,Tom Savage,3.55%,8.14
73,621195912,The-Popped-Collars,0,204.5,QB Russell Wilson RB Latavius Murray RB Ty Montgomery WR Doug Baldwin WR Cameron Meredith WR Marqise Lee TE Antonio Gates FLEX Mike Evans DST Patriots ,,Tyrell Williams,3.53%,16.4
74,620765495,tabako,0,204.48,QB Aaron Rodgers RB Latavius Murray RB Jordan Howard WR Jordy Nelson WR Pierre Garcon WR Adam Thielen TE Cameron Brate FLEX Brandin Cooks DST Patriots ,,Jamison Crowder,3.42%,1.3
75,615317410,mBULLETo (2/3),0,204.46,QB Tyrod Taylor RB LeGarrette Blount RB Jordan Howard WR Michael Crabtree WR T.Y. Hilton WR Michael Thomas TE Charles Clay FLEX Doug Baldwin DST Patriots ,,C.J. Fiedorowicz,3.41%,8.2
76,619103614,ajv174,0,204.2,QB Blake Bortles RB Jay Ajayi RB Jordan Howard WR Jordy Nelson WR Michael Crabtree WR Allen Robinson TE Cameron Brate FLEX T.Y. Hilton DST Patriots ,,Charles Clay,3.39%,28.5
77,619733885,ShipMyMoney (3/3),0,204.1,QB Blake Bortles RB LeSean McCoy RB David Johnson WR DeAndre Hopkins WR Cameron Meredith WR Allen Robinson TE Delanie Walker FLEX Marqise Lee DST Patriots ,,Marcus Mariota,3.20%,8.26
77,615116507,lins10s (1/3),0,204.1,QB Blake Bortles RB LeSean McCoy RB Jordan Howard WR Cameron Meredith WR Mike Evans WR Marqise Lee TE Charles Clay FLEX Greg Olsen DST Patriots ,,Titans ,3.16%,3
79,616598698,rldaily7 (3/3),0,204.08,QB Philip Rivers RB DeMarco Murray RB Jay Ajayi WR Doug Baldwin WR J.J. Nelson WR Mike Evans TE Antonio Gates FLEX Mark Ingram DST Raiders ,,Jared Cook,2.93%,6.7
80,618477107,bestintheworld (3/3),0,204,QB Blake Bortles RB Jay Ajayi RB Jordan Howard WR Jordy Nelson WR Allen Robinson WR Michael Thomas TE Cameron Brate FLEX T.Y. Hilton DST Patriots ,,Jarvis Landry,2.88%,5.9
81,621072820,tmarotta1102 (2/2),0,203.8,QB Blake Bortles RB Alfred Blue RB David Johnson WR Jordy Nelson WR Ted Ginn Jr. WR Allen Robinson TE Dion Sims FLEX LeSean McCoy DST Patriots ,,Rams ,2.86%,8
82,621079709,Savella1 (2/2),0,203.68,QB Jameis Winston RB Jonathan Stewart RB Jay Ajayi WR T.Y. Hilton WR Allen Robinson WR Adam Thielen TE Antonio Gates FLEX Julian Edelman DST Patriots ,,Alshon Jeffery,2.81%,14.2
83,620536517,brooksbombers (2/3),0,203.6,QB Blake Bortles RB LeSean McCoy RB Jordan Howard WR Doug Baldwin WR Marqise Lee WR Michael Thomas TE Greg Olsen FLEX Allen Robinson DST Patriots ,,Cardinals ,2.60%,9
83,621108140,Jakeness,0,203.6,QB Blake Bortles RB LeSean McCoy RB Ty Montgomery WR Cameron Meredith WR Mike Evans WR Marqise Lee TE Antonio Gates FLEX Mark Ingram DST Patriots ,,49ers ,2.42%,8
85,615256843,jason34b (3/3),0,203.48,QB Aaron Rodgers RB LeSean McCoy RB Latavius Murray WR Jordy Nelson WR Cameron Meredith WR Robby Anderson TE Delanie Walker FLEX Charles Clay DST Patriots ,,Raiders ,2.42%,6
86,621136661,thenatural74,0,203.46,QB Drew Brees RB Mark Ingram RB David Johnson WR Doug Baldwin WR Pierre Garcon WR Allen Robinson TE Delanie Walker FLEX DeSean Jackson DST Patriots ,,Isaiah Crowell,2.40%,21.8
87,620313850,mossrocklc (3/3),0,203.38,QB Aaron Rodgers RB Jonathan Stewart RB Mark Ingram WR Jordy Nelson WR Ted Ginn Jr. WR Marqise Lee TE Antonio Gates FLEX LeSean McCoy DST Patriots ,,Tavon Austin,2.33%,12
88,615121497,jeffarmstrong (2/3),0,203.2,QB Blake Bortles RB LeSean McCoy RB Jordan Howard WR Jordy Nelson WR T.Y. Hilton WR Adam Thielen TE Vernon Davis FLEX Pierre Garcon DST Saints ,,Donte Moncrief,2.31%,11
89,619404136,mizikal (3/3),0,203.18,QB Aaron Rodgers RB Ty Montgomery RB Jordan Howard WR Jordy Nelson WR DeSean Jackson WR Cameron Meredith TE Greg Olsen FLEX Brandon LaFell DST Packers ,,Tyrod Taylor,2.30%,34.16
90,618170506,alvin0430 (1/2),0,203.1,QB Blake Bortles RB LeSean McCoy RB Todd Gurley WR Allen Robinson WR Amari Cooper WR Adam Thielen TE Greg Olsen FLEX Isaiah Crowell DST Rams ,,Coby Fleener,2.26%,5
91,620645204,fatty2142,0,203.02,QB Andrew Luck RB Jay Ajayi RB Jordan Howard WR T.Y. Hilton WR DeAndre Hopkins WR Adam Thielen TE Greg Olsen FLEX Mark Ingram DST Patriots ,,Doug Martin,2.21%,0
92,621206966,gridironguru999,0,202.92,QB Matt Barkley RB LeSean McCoy RB David Johnson WR Deonte Thompson WR Cameron Meredith WR Adam Thielen TE Cameron Brate FLEX Amari Cooper DST Chargers ,,Browns ,2.20%,5
93,616304561,birdsin14 (2/3),0,202.88,QB Aaron Rodgers RB Mark Ingram RB David Johnson WR Jordy Nelson WR DeAndre Hopkins WR Davante Adams TE Greg Olsen FLEX Isaiah Crowell DST 49ers ,,Kirk Cousins,2.19%,29.8
94,616663180,DraftPack (1/2),0,202.8,QB Blake Bortles RB Todd Gurley RB Jordan Howard WR Julian Edelman WR Julio Jones WR Allen Robinson TE Antonio Gates FLEX Adam Thielen DST Patriots ,,Russell Wilson,2.09%,37.6
95,616044624,deeloc420 (1/3),0,202.6,QB Russell Wilson RB Frank Gore RB Jordan Howard WR Jordy Nelson WR Doug Baldwin WR Marqise Lee TE Kyle Rudolph FLEX Brandin Cooks DST Patriots ,,Jimmy Graham,2.05%,12.3
96,621175478,jbucks1 (2/3),0,202.58,QB Matt Ryan RB Jay Ajayi RB Jordan Howard WR Doug Baldwin WR T.Y. Hilton WR Cameron Meredith TE Greg Olsen FLEX Mark Ingram DST Falcons ,,Falcons ,2.04%,7
97,621135539,humbleinvestor (3/3),0,202.36,QB Tyrod Taylor RB David Johnson RB Jordan Howard WR Jordy Nelson WR Doug Baldwin WR Tyler Boyd TE Greg Olsen FLEX Mark Ingram DST Bears ,,Jack Doyle,1.92%,9.6
98,616370663,SoccerDadIn84,0,202.08,QB Aaron Rodgers RB Jay Ajayi RB Todd Gurley WR Jordy Nelson WR Jarvis Landry WR Michael Thomas TE Martellus Bennett FLEX Mark Ingram DST Patriots ,,Adam Thielen,1.91%,47.6
99,618660744,elmagico88 (3/3),0,201.96,QB Tyrod Taylor RB Latavius Murray RB David Johnson WR Jordy Nelson WR Davante Adams WR Adam Thielen TE Cameron Brate FLEX Frank Gore DST Packers ,,Robby Anderson,1.79%,0
100,618376732,Rable715,0,201.92,QB Matt Barkley RB Mark Ingram RB Jay Ajayi WR Jordy Nelson WR Cameron Meredith WR Mike Evans TE Delanie Walker FLEX Julian Edelman DST Packers ,,Corey Coleman,1.79%,3.5
101,621210895,Gcameron373,0,201.82,QB Andrew Luck RB Mark Ingram RB Jay Ajayi WR Jordy Nelson WR T.Y. Hilton WR Cameron Meredith TE Greg Olsen FLEX Terrelle Pryor Sr. DST Chargers ,,Kelvin Benjamin,1.77%,16.3
102,621225199,mkatz0527,0,201.68,QB Aaron Rodgers RB LeSean McCoy RB Jordan Howard WR Jordy Nelson WR Cameron Meredith WR Allen Robinson TE Cameron Brate FLEX Davante Adams DST Bears ,,Panthers ,1.72%,5
103,620478108,letusgo17 (1/2),0,201.62,QB Matt Barkley RB LeSean McCoy RB Jordan Howard WR Jordy Nelson WR Michael Crabtree WR Cameron Meredith TE Cameron Brate FLEX Mark Ingram DST Patriots ,,Will Fuller V,1.71%,6.9
104,619036643,garyingeorgetown (2/2),0,201.58,QB Aaron Rodgers RB Devonta Freeman RB Jordan Howard WR Cameron Meredith WR Brandin Cooks WR Michael Thomas TE Antonio Gates FLEX Mark Ingram DST Patriots ,,Stefon Diggs,1.70%,12.9
105,620201829,jekoo (2/2),0,201.56,QB Tom Brady RB Jonathan Stewart RB Jordan Howard WR Julian Edelman WR T.Y. Hilton WR Adam Thielen TE Charles Clay FLEX Cameron Meredith DST Patriots ,,Bengals ,1.66%,10
106,621109960,playerpick1 (3/3),0,201.5,QB Blake Bortles RB David Johnson RB Jordan Howard WR Jordy Nelson WR Marqise Lee WR Allen Robinson TE Coby Fleener FLEX Brandin Cooks DST Patriots ,,Charles Sims,1.61%,8.2
106,619768555,NickyD207 (3/3),0,201.5,QB Kirk Cousins RB David Johnson RB Jordan Howard WR Cameron Meredith WR Allen Robinson WR Davante Adams TE Charles Clay FLEX Amari Cooper DST Packers ,,Alfred Blue,1.49%,19
108,619455183,Cecilia2015,0,201.3,QB Kirk Cousins RB Latavius Murray RB Jay Ajayi WR DeSean Jackson WR Mike Evans WR Adam Thielen TE Delanie Walker FLEX Tevin Coleman DST Chargers ,,Jeremy Hill,1.43%,0.8
109,619267230,Mabs9900 (1/2),0,201.2,QB Russell Wilson RB David Johnson RB Jordan Howard WR DeSean Jackson WR Doug Baldwin WR Davante Adams TE Jack Doyle FLEX Rishard Matthews DST Patriots ,,Jerick McKinnon,1.38%,13.5
110,620727787,smsiirto (1/3),0,201,QB Russell Wilson RB LeSean McCoy RB Jay Ajayi WR Doug Baldwin WR Cameron Meredith WR Jamison Crowder TE Jared Cook FLEX Jordan Howard DST Rams ,,C.J. Uzomah,1.38%,7.8
111,619678478,dszipin (2/2),0,200.98,QB Aaron Rodgers RB Devonta Freeman RB Jordan Howard WR Jordy Nelson WR DeAndre Hopkins WR Allen Robinson TE Jimmy Graham FLEX Cameron Meredith DST Chargers ,,Sammy Watkins,1.37%,31.4
