"Name","Completions.Rolling","Targets.Rolling","TDs.Rolling","Team","Pos","Target.Ptcg.Rolling","Rank.Completions","Rank.Targets","Rank.TDs"
"Yeldon, T.J.",33,42,1,"JAX","RB",0.107142857142857,3,5,4
"Thomas, Julius",29,49,4,"JAX","TE",0.125,5,4,2
"Hurns, Allen",33,69,2,"JAX","WR",0.176020408163265,3,2,3
"Lee, Marqise",40,59,0,"JAX","WR",0.150510204081633,2,3,9
"Lewis, Marcedes",18,28,1,"JAX","TE",0.0714285714285714,6,6,4
"Greene, Rashad",5,7,0,"JAX","WR",0.0178571428571429,9,10,9
"Ware, Spencer",21,26,1,"KC","RB",0.0792682926829268,5,6,4
"Kelce, Travis",42,59,3,"KC","TE",0.179878048780488,1,1,2
"Conley, Chris",27,45,0,"KC","WR",0.13719512195122,4,3,6
"West, Charcandrick",20,25,0,"KC","RB",0.0762195121951219,6,7,6
"Maclin, Jeremy",30,56,2,"KC","WR",0.170731707317073,3,2,3
"Wilson, Albert",19,33,1,"KC","WR",0.100609756097561,7,5,4
"Harris, Demetrius",10,19,0,"KC","TE",0.0579268292682927,8,8,6
"Hill, Tyreek",32,40,4,"KC","WR",0.121951219512195,2,4,1
"Smith, Alex",0,1,0,"KC","QB",0.00304878048780488,15,15,6
"Travis, Ross",3,6,0,"KC","TE",0.0182926829268293,10,9,6
"Landry, Jarvis",58,79,1,"MIA","WR",0.29811320754717,1,1,4
"Foster, Arian",6,10,0,"MIA","RB",0.0377358490566038,11,10,8
"Stills, Kenny",21,36,4,"MIA","WR",0.135849056603774,3,3,1
"Cameron, Jordan",8,11,1,"MIA","TE",0.0415094339622641,6,7,4
"Carroo, Leonte",2,3,0,"MIA","WR",0.0113207547169811,12,12,8
"Williams, Damien",13,17,2,"MIA","RB",0.0641509433962264,4,4,2
"Diggs, Stefon",62,83,2,"MIN","WR",0.254601226993865,1,1,2
"Rudolph, Kyle",37,69,5,"MIN","TE",0.211656441717791,2,2,1
"Johnson, Charles",7,20,0,"MIN","WR",0.0613496932515337,7,6,5
"Thielen, Adam",33,44,2,"MIN","WR",0.134969325153374,3,3,2
"McKinnon, Jerick",12,19,0,"MIN","RB",0.0582822085889571,6,7,5
"Peterson, Adrian",2,5,0,"MIN","RB",0.0153374233128834,11,10,5
"Patterson, Cordarrelle",30,38,2,"MIN","WR",0.116564417177914,4,4,2
"Edelman, Julian",51,76,1,"NE","WR",0.25,1,1,6
"White, James",35,52,3,"NE","RB",0.171052631578947,3,2,2
"Bennett, Martellus",39,52,4,"NE","TE",0.171052631578947,2,2,1
"Hogan, Chris",19,35,2,"NE","WR",0.115131578947368,5,5,5
"Amendola, Danny",17,22,3,"NE","WR",0.0723684210526316,6,6,2
"Mitchell, Malcolm",7,14,0,"NE","WR",0.0460526315789474,7,7,7
"Garoppolo, Jimmy",1,1,0,"NE","QB",0.00328947368421053,10,11,7
"Cooks, Brandin",45,69,6,"NO","WR",0.183023872679045,2,2,1
"Snead, Willie",43,58,4,"NO","WR",0.153846153846154,3,3,3
"Cadet, Travaris",23,34,1,"NO","RB",0.0901856763925729,6,5,6
"Thomas, Michael",54,71,5,"NO","WR",0.188328912466843,1,1,2
"Fleener, Coby",30,50,2,"NO","TE",0.13262599469496,4,4,5
"Ingram, Mark",26,30,3,"NO","RB",0.0795755968169761,5,6,4
"Hightower, Tim",6,8,0,"NO","RB",0.0212201591511936,11,11,10
"Kuhn, John",8,11,1,"NO","FB",0.0291777188328912,8,8,6
"Beckham, Odell",46,85,5,"NYG","WR",0.270700636942675,1,1,1
"Vereen, Shane",9,14,0,"NYG","RB",0.0445859872611465,8,7,6
"Cruz, Victor",25,43,1,"NYG","WR",0.136942675159236,3,3,4
"Shepard, Sterling",36,55,3,"NYG","WR",0.17515923566879,2,2,2
"Tye, Will",22,30,0,"NYG","TE",0.0955414012738854,4,4,6
"Donnell, Larry",15,21,1,"NYG","TE",0.0668789808917197,6,6,4
"Jennings, Rashad",12,14,0,"NYG","RB",0.0445859872611465,7,7,6
"Marshall, Brandon",45,95,3,"NYJ","WR",0.272988505747126,1,1,1
"Enunwa, Quincy",38,70,3,"NYJ","WR",0.201149425287356,2,2,1
"Forte, Matt",24,34,1,"NYJ","RB",0.0977011494252874,4,5,5
"Decker, Eric",10,21,2,"NYJ","WR",0.0603448275862069,7,6,3
"Powell, Bilal",35,46,0,"NYJ","RB",0.132183908045977,3,3,7
"Marshall, Jalin",9,17,2,"NYJ","WR",0.0488505747126437,8,8,3
"Cooper, Amari",60,100,2,"OAK","WR",0.267379679144385,1,1,3
"Crabtree, Michael",53,87,7,"OAK","WR",0.232620320855615,2,2,1
"Walford, Clive",22,31,2,"OAK","TE",0.0828877005347594,4,4,3
"Roberts, Seth",26,50,3,"OAK","WR",0.133689839572193,3,3,2
"Richard, Jalen",18,24,0,"OAK","RB",0.0641711229946524,6,6,9
"Jones, Taiwan",2,2,0,"OAK","RB",0.0053475935828877,12,12,9
"Murray, Latavius",19,26,1,"OAK","RB",0.0695187165775401,5,5,6
"Washington, DeAndre",13,16,0,"OAK","RB",0.0427807486631016,7,7,9
"Holmes, Andre",10,15,2,"OAK","WR",0.0401069518716578,8,8,3
"Matthews, Jordan",48,77,3,"PHI","WR",0.253289473684211,1,1,1
"Ertz, Zach",31,38,0,"PHI","TE",0.125,3,5,7
"Agholor, Nelson",27,50,1,"PHI","WR",0.164473684210526,4,2,2
"Sproles, Darren",33,47,1,"PHI","RB",0.154605263157895,2,3,2
"Green-Beckham, Dorial",20,39,1,"PHI","WR",0.128289473684211,5,4,2
"Celek, Brent",8,11,0,"PHI","TE",0.0361842105263158,8,7,7
"Brown, Antonio",70,107,7,"PIT","WR",0.28686327077748,1,1,1
"Williams, DeAngelo",15,23,1,"PIT","RB",0.0616621983914209,6,6,6
"James, Jesse",31,41,3,"PIT","TE",0.109919571045576,3,3,2
"Rogers, Eli",23,35,2,"PIT","WR",0.0938337801608579,4,5,4
"Coates, Sammie",20,40,2,"PIT","WR",0.107238605898123,5,4,4
"Benjamin, Travis",39,61,3,"SD","WR",0.163538873994638,2,3,4
"Allen, Keenan",6,8,0,"SD","WR",0.0214477211796247,9,9,8
"Woodhead, Danny",7,9,1,"SD","RB",0.0241286863270777,8,8,6
"Williams, Tyrell",44,67,4,"SD","WR",0.179624664879357,1,1,2
"Gates, Antonio",30,57,5,"SD","TE",0.152815013404826,5,4,1
"Inman, Dontrelle",34,64,1,"SD","WR",0.171581769436997,3,2,6
"Henry, Hunter",24,35,4,"SD","TE",0.0938337801608579,6,6,2
"Baldwin, Doug",52,72,5,"SEA","WR",0.232258064516129,1,1,1
"Lockett, Tyler",23,39,0,"SEA","WR",0.125806451612903,4,4,5
"Kearse, Jermaine",28,47,0,"SEA","WR",0.151612903225806,3,3,5
"Michael, Christine",20,27,1,"SEA","RB",0.0870967741935484,5,5,3
"Rawls, Thomas",6,6,0,"SEA","RB",0.0193548387096774,8,9,5
"Willson, Luke",6,11,0,"SEA","TE",0.0354838709677419,8,8,5
"Richardson, Paul",11,19,0,"SEA","WR",0.0612903225806452,7,6,5
"Graham, Jimmy",43,60,3,"SEA","TE",0.193548387096774,2,2,2
"Prosise, C.J.",16,17,0,"SEA","RB",0.0548387096774194,6,7,5
"Kerley, Jeremy",41,70,3,"SF","WR",0.25,1,1,1
"Smith, Torrey",17,39,2,"SF","WR",0.139285714285714,3,3,3
"Patton, Quinton",29,50,0,"SF","WR",0.178571428571429,2,2,6
"Celek, Garrett",16,29,0,"SF","TE",0.103571428571429,4,4,6
"Hyde, Carlos",13,15,0,"SF","RB",0.0535714285714286,6,6,6
"McDonald, Vance",15,26,3,"SF","TE",0.0928571428571429,5,5,1
"Draughn, Shaun",9,14,1,"SF","RB",0.05,7,7,4
"Gabbert, Blaine",1,1,0,"SF","QB",0.00357142857142857,13,13,6
"Austin, Tavon",39,72,2,"LA","WR",0.229299363057325,2,1,3
"Britt, Kenny",45,68,3,"LA","WR",0.21656050955414,1,2,1
"Quick, Brian",26,42,3,"LA","WR",0.133757961783439,5,4,1
"Higbee, Tyler",3,14,0,"LA","TE",0.0445859872611465,7,7,5
"Kendricks, Lance",35,56,1,"LA","TE",0.178343949044586,3,3,4
"Gurley, Todd",27,34,0,"LA","RB",0.10828025477707,4,5,5
"Brown, Malcolm",2,2,0,"LA","RB",0.00636942675159236,8,9,5
"Cunningham, Benny",14,18,0,"LA","RB",0.0573248407643312,6,6,5
"Evans, Mike",62,111,8,"TB","WR",0.314447592067989,1,1,1
"Jackson, Vincent",17,34,0,"TB","WR",0.0963172804532578,4,4,8
"Martin, Doug",6,7,0,"TB","RB",0.0198300283286119,8,9,8
"Humphries, Adam",40,59,1,"TB","WR",0.1671388101983,2,2,4
"Brate, Cameron",35,52,6,"TB","TE",0.147308781869688,3,3,2
"Sims, Charles",14,18,1,"TB","RB",0.0509915014164306,5,5,4
"Myers, Brandon",5,7,1,"TB","TE",0.0198300283286119,9,9,4
"Sharpe, Tajae",31,65,1,"TEN","WR",0.197568389057751,4,1,7
"Murray, DeMarco",36,45,2,"TEN","RB",0.13677811550152,2,4,5
"Johnson, Andre",11,29,3,"TEN","WR",0.088145896656535,6,5,3
"Walker, Delanie",44,64,5,"TEN","TE",0.194528875379939,1,2,2
"Matthews, Rishard",36,52,6,"TEN","WR",0.158054711246201,2,3,1
"Douglas, Harry",6,10,0,"TEN","WR",0.0303951367781155,8,9,10
"Henry, Derrick",9,11,0,"TEN","RB",0.033434650455927,7,8,10
"Jackson, DeSean",30,61,1,"WAS","WR",0.167123287671233,4,4,4
"Reed, Jordan",46,64,3,"WAS","TE",0.175342465753425,1,2,2
"Crowder, Jamison",44,62,5,"WAS","WR",0.16986301369863,2,3,1
"Garcon, Pierre",43,68,1,"WAS","WR",0.186301369863014,3,1,4
"Thompson, Chris",30,34,1,"WAS","RB",0.0931506849315069,4,5,4
"Davis, Vernon",27,31,2,"WAS","TE",0.0849315068493151,6,6,3
"Jones, Matt",9,11,0,"WAS","RB",0.0301369863013699,7,8,8
"Doctson, Josh",2,6,0,"WAS","WR",0.0164383561643836,10,9,8
"Grant, Ryan",4,13,0,"WAS","WR",0.0356164383561644,8,7,8
"Fells, Darren",10,14,0,"ARI","TE",0.0364583333333333,8,8,7
"Niklas, Troy",1,2,0,"ARI","TE",0.00520833333333333,12,12,7
"Robinson, Aldrick",9,16,1,"ATL","WR",0.0454545454545455,9,8,9
"Toilolo, Levine",8,12,2,"ATL","TE",0.0340909090909091,10,10,4
"Gabriel, Taylor",17,24,2,"ATL","WR",0.0681818181818182,6,5,4
"Goodwin, Marquise",17,39,3,"BUF","WR",0.141304347826087,4,3,1
"Dickson, Ed",10,14,1,"CAR","TE",0.0416666666666667,7,7,4
"Howard, Jordan",19,26,1,"CHI","RB",0.08,6,6,4
"Carey, KaDeem",4,5,0,"CHI","RB",0.0153846153846154,8,10,6
"Hill, Jeremy",8,12,0,"CIN","RB",0.040133779264214,8,7,5
"Kroft, Tyler",10,11,0,"CIN","TE",0.0367892976588629,7,8,5
"Erickson, Alex",1,1,0,"CIN","WR",0.00334448160535117,10,11,5
"Higgins, Rashard",5,7,0,"CLE","WR",0.0196078431372549,8,8,6
"Smith, Keith",3,3,0,"DAL","FB",0.0103806228373702,9,10,8
"Latimer, Cody",3,5,0,"DEN","WR",0.014367816091954,10,10,8
"Janovich, Andy",4,6,0,"DEN","FB",0.0172413793103448,9,9,8
"Booker, Devontae",17,25,0,"DEN","RB",0.0718390804597701,5,5,8
"Taylor, Jordan",6,11,1,"DEN","WR",0.0316091954022989,8,8,4
"Davis, Trevor",3,8,1,"GB","WR",0.0207253886010363,12,9,4
"Grimes, Jonathan",5,7,0,"HOU","RB",0.0214723926380368,9,9,7
"Strong, Jaelen",14,24,0,"HOU","WR",0.0736196319018405,6,6,7
"Rogers, Chester",12,21,0,"IND","WR",0.0583333333333333,9,8,7
"Bray, Quan",3,5,0,"IND","WR",0.0138888888888889,11,12,7
"Benn, Arrelious",5,9,1,"JAX","WR",0.0229591836734694,9,8,4
"Robinson, Denard",1,2,0,"JAX","RB",0.00510204081632653,12,12,9
"Grant, Corey",1,1,1,"JAX","RB",0.00255102040816327,12,14,4
"Parker, DeVante",31,48,1,"MIA","WR",0.181132075471698,2,2,4
"Ajayi, Jay",13,16,1,"MIA","RB",0.060377358490566,4,5,4
"Drake, Kenyan",7,8,0,"MIA","RB",0.030188679245283,8,11,8
"Sims, Dion",8,13,0,"MIA","TE",0.0490566037735849,6,6,8
"Asiata, Matt",19,24,0,"MIN","RB",0.0736196319018405,5,5,5
"Foster, D.J.",1,2,0,"NE","RB",0.00657894736842105,10,10,7
"Slater, Matthew",0,1,0,"NE","WR",0.00328947368421053,12,11,7
"Coleman, Brandon",18,22,1,"NO","WR",0.0583554376657825,7,7,6
"Lewis, Tommylee",7,9,0,"NO","WR",0.0238726790450928,9,10,10
"Darkwa, Orleans",2,4,0,"NYG","RB",0.0127388535031847,12,12,6
"Davis, Kellen",0,1,0,"NYJ","TE",0.0028735632183908,11,11,7
"Bostick, Brandon",2,4,0,"NYJ","TE",0.0114942528735632,9,9,7
"Smith, Lee",6,6,0,"OAK","TE",0.0160427807486631,10,10,9
"Olawale, Jamize",5,6,0,"OAK","FB",0.0160427807486631,11,10,9
"Holton, Johnny",1,2,0,"OAK","WR",0.0053475935828877,13,12,9
"Burton, Trey",13,22,1,"PHI","TE",0.0723684210526316,6,6,2
"Mathews, Ryan",11,11,1,"PHI","RB",0.0361842105263158,7,7,2
"Smallwood, Wendell",1,4,0,"PHI","RB",0.0131578947368421,10,9,7
"Grimble, Xavier",10,19,1,"PIT","TE",0.0509383378016086,7,7,6
"Heyward-Bey, Darrius",6,16,3,"PIT","WR",0.0428954423592493,8,8,2
"Toussaint, Fitzgerald",1,1,0,"PIT","RB",0.00268096514745308,13,13,11
"Johnson, David",5,7,0,"PIT","TE",0.0187667560321716,10,11,11
"Gordon, Melvin",33,46,2,"SD","RB",0.123324396782842,4,5,5
"Farrow, Kenneth",1,3,0,"SD","RB",0.00804289544235925,13,11,8
"Tukuafu, Will",0,1,0,"SEA","FB",0.0032258064516129,15,14,5
"Streater, Rod",4,9,0,"SF","WR",0.0321428571428571,9,8,6
"Bell, Blake",2,5,0,"SF","TE",0.0178571428571429,11,11,6
"Davis, Mike",3,5,0,"SF","RB",0.0178571428571429,10,11,6
"Burbridge, Aaron",2,7,0,"SF","WR",0.025,11,10,6
"Shepard, Russell",10,15,2,"TB","WR",0.0424929178470255,6,6,3
"Shorts, Cecil",4,15,0,"TB","WR",0.0424929178470255,10,6,8
"Rodgers, Jacquizz",10,13,0,"TB","RB",0.0368271954674221,6,8,8
"Fasano, Anthony",6,12,2,"TEN","TE",0.0364741641337386,8,7,5
"Supernaw, Phillip",4,6,1,"TEN","TE",0.0182370820668693,10,10,7
"Paul, Niles",2,3,0,"WAS","TE",0.00821917808219178,10,12,8
"Powell, Walt",14,26,0,"BUF","WR",0.0942028985507246,5,5,7
"Artis-Payne, Cameron",1,1,0,"CAR","RB",0.00297619047619048,10,10,8
"Meredith, Cameron",30,45,2,"CHI","WR",0.138461538461538,4,3,2
"Louis, Ricardo",16,32,0,"CLE","WR",0.0896358543417367,6,5,6
"Heuerman, Jeff",2,3,0,"DEN","TE",0.00862068965517241,11,13,8
"Fowler, Bennie",8,16,1,"DEN","WR",0.0459770114942529,7,7,4
"Washington, Dwayne",2,3,0,"DET","RB",0.00903614457831325,10,9,8
"Ripkowski, Aaron",5,5,0,"GB","FB",0.0129533678756477,9,12,9
"Perillo, Justin",4,5,0,"GB","TE",0.0129533678756477,10,12,9
"Swoope, Erik",7,13,0,"IND","TE",0.0361111111111111,10,10,7
"Ivory, Chris",9,14,0,"JAX","RB",0.0357142857142857,7,7,9
"Sherman, Anthony",3,4,0,"KC","FB",0.0121951219512195,10,11,6
"Ellison, Rhett",5,5,0,"MIN","TE",0.0153374233128834,9,10,5
"Gronkowski, Rob",25,39,3,"NE","TE",0.128289473684211,4,4,2
"Rainey, Bobby",17,22,0,"NYG","RB",0.0700636942675159,5,5,6
"Anderson, Robby",23,37,1,"NYJ","WR",0.10632183908046,5,4,5
"Wheaton, Markus",4,10,1,"PIT","WR",0.0268096514745308,11,10,6
"McCluster, Dexter",8,11,0,"SD","WR",0.0294906166219839,7,7,8
"McGrath, Sean",2,2,0,"SD","TE",0.00536193029490617,11,13,8
"Watt, Derek",3,3,0,"SD","FB",0.00804289544235925,10,11,8
"Collins, Alex",3,3,0,"SEA","RB",0.00967741935483871,10,10,5
"Marquez, Bradley",2,5,0,"LA","WR",0.0159235668789809,8,8,5
"Thomas, Mike",0,2,0,"LA","WR",0.00636942675159236,11,9,5
"Cross, Alan",1,3,0,"TB","RB",0.0084985835694051,15,15,8
"Amaro, Jace",3,4,0,"TEN","TE",0.0121580547112462,11,11,10
"Fowler, Jalston",1,1,0,"TEN","FB",0.00303951367781155,12,12,10
"Dunbar, Quinton",1,1,0,"WAS","CB",0.00273972602739726,13,14,8
"Ross, Rashad",1,2,0,"WAS","WR",0.00547945205479452,13,13,8
"Johnson, Chris",0,1,0,"ARI","RB",0.00260416666666667,13,14,7
"Allen, Javorius",4,6,0,"BAL","RB",0.0157894736842105,11,11,6
"Felton, Jerome",3,6,0,"BUF","RB",0.0217391304347826,13,11,7
"Webb, Joe",1,1,0,"CAR","QB",0.00297619047619048,10,10,8
"Telfer, Randall",1,5,0,"CLE","TE",0.0140056022408964,11,10,6
"Zenner, Zach",6,8,0,"DET","FB",0.0240963855421687,6,7,8
"Lee, Khari",0,1,0,"DET","TE",0.00301204819277108,13,13,8
"Prosch, Jay",1,1,0,"HOU","FB",0.00306748466257669,11,13,7
"Blue, Alfred",1,4,0,"HOU","RB",0.0122699386503067,11,11,7
"Sterling, Neal",1,2,0,"JAX","TE",0.00510204081632653,12,12,9
"Walters, Bryan",2,4,1,"JAX","WR",0.0102040816326531,11,11,4
"Davis, Knile",3,4,0,"KC","RB",0.0121951219512195,10,11,6
"Charles, Jamaal",2,3,0,"KC","RB",0.00914634146341463,13,13,6
"Pead, Isaiah",1,1,0,"MIA","RB",0.00377358490566038,13,13,8
"Gray, MarQueis",7,11,0,"MIA","TE",0.0415094339622641,8,7,8
"Pruitt, MyCole",1,1,0,"MIN","TE",0.00306748466257669,12,13,5
"Blount, LeGarrette",6,6,0,"NE","RB",0.0197368421052632,8,8,7
"Bolden, Brandon",2,4,0,"NE","RB",0.0131578947368421,9,9,7
"Lasco, Daniel",2,4,0,"NO","RB",0.0106100795755968,12,12,10
"Perkins, Paul",9,11,0,"NYG","RB",0.035031847133758,8,9,6
"Peake, Charone",14,19,0,"NYJ","WR",0.0545977011494253,6,7,7
"Bowman, Braedon",0,1,0,"NYJ","TE",0.0028735632183908,11,11,7
"Rivera, Mychal",7,8,1,"OAK","TE",0.0213903743315508,9,9,6
"Bell, LeVeon",45,57,1,"PIT","RB",0.152815013404826,2,2,6
"McEvoy, Tanner",3,3,1,"SEA","WR",0.00967741935483871,10,10,3
"Martino, Freddie",2,4,1,"TB","WR",0.0113314447592068,14,13,4
"Wright, Kendall",21,29,3,"TEN","WR",0.088145896656535,5,5,3
