"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14"
"WR","Ted Ginn (0000000)","Ted Ginn",0,4500,"Car@Was 00:00PM ET","Car","Ted","Ginn","Was",10.19,9.3,3,0.156862745098039,1,3.5,6.6,9.7,3.4,0.5,11,NA,10.3,9,9.5,14.9,25.8,19.6,4.6
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4500,"Det@NYG 00:00PM ET","Det","Anquan","Boldin","NYG",9.62,12.4,3,0.173277661795407,1,6.5,14.8,12.2,9.1,8.8,20,11.8,1.4,9,NA,9.7,19.9,8,13.9
"WR","Allen Robinson (0000000)","Allen Robinson",0,4400,"Jax@Hou 00:00PM ET","Jax","Allen","Robinson","Hou",11.72,12.2,1,0.234082397003745,1,13.2,8.4,24.7,16.5,NA,7.9,2.9,13,20.6,30.7,10.8,4.4,6.1,2.7
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4300,"Mia@NYJ 00:00PM ET","NYJ","Quincy","Enunwa","Mia",9.53,7.6,2,0.184035476718404,1,18.4,15.2,7.7,12,9.1,7.2,15.3,19.3,3.5,1.7,NA,24.9,2,5.9
"WR","Cameron Meredith (0000000)","Cameron Meredith",0,4200,"GB@Chi 00:00PM ET","Chi","Cameron","Meredith","GB",10.04,11.7,1,0.157446808510638,1,NA,NA,3.4,6.8,30.6,25.3,2.2,3.4,NA,12,8.9,3.9,9.7,19.2
"WR","Will Fuller (0000000)","Will Fuller",0,4100,"Jax@Hou 00:00PM ET","Hou","Will","Fuller","Jax",9.54,8.3,3,0.15301724137931,1,24.7,17.4,6.1,27.1,1.4,NA,6.2,3.3,NA,NA,2.7,10,10.9,4.2
"WR","Corey Coleman (0000000)","Corey Coleman",0,4100,"Cle@Buf 00:00PM ET","Cle","Corey","Coleman","Buf",10.84,11,4,0.119914346895075,1,8.9,30.4,NA,NA,NA,NA,NA,NA,7.1,4.7,7.9,12.8,NA,5.7
"WR","Tyler Lockett (0000000)","Tyler Lockett",0,4000,"LA@Sea 00:00PM ET","Sea","Tyler","Lockett","LA",9.95,8.9,4,0.147268408551069,1,4.7,13.9,NA,2.3,NA,5.5,3.3,7.2,4,10.2,5.9,0.9,24.8,9.6
"WR","Marqise Lee (0000000)","Marqise Lee",0,4000,"Jax@Hou 00:00PM ET","Jax","Marqise","Lee","Hou",11.09,11,2,0.168539325842697,1,4.2,12.5,9.4,6.8,NA,12.1,20.7,2.1,13.5,9.6,15.8,13.9,7.4,19.3
"WR","J.J. Nelson (0000000)","J.J. Nelson",0,3900,"NO@Ari 00:00PM ET","Ari","J.J.","Nelson","NO",10.58,13.6,6,0.0834845735027223,1,2.1,NA,NA,3.4,NA,5.9,11.8,27.9,NA,3.9,1,5,11.2,19.4
"WR","Kenny Stills (0000000)","Kenny Stills",0,3800,"Mia@NYJ 00:00PM ET","Mia","Kenny","Stills","NYJ",10.16,6.9,3,0.157760814249364,1,2.6,11.9,12.6,14.4,NA,3.2,24,NA,2.1,12.7,7.3,16.2,4.1,21.7
"WR","John Brown (0000000)","John Brown",0,3800,"NO@Ari 00:00PM ET","Ari","John","Brown","NO",5.93,9.9,4,0.114337568058076,1,1.8,2.4,13,27.4,2.1,10.4,NA,14.9,NA,6,NA,2.9,NA,NA
"WR","Chris Hogan (0000000)","Chris Hogan",0,3800,"NE@Den 00:00PM ET","NE","Chris","Hogan","Den",8.07,8.3,4,0.105809128630705,1,15,9.9,1.3,NA,18.6,4.9,3.5,19.1,NA,NA,NA,11,12.3,27.6
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,3800,"Oak@SD 00:00PM ET","SD","Travis","Benjamin","Oak",6.12,8,3,0.153172866520788,1,10.2,32.4,11.2,7.8,21.7,3.7,9.4,13.4,1.5,NA,NA,1.8,4.4,-0.2
"WR","Adam Humphries (0000000)","Adam Humphries",0,3700,"TB@Dal 00:00PM ET","TB","Adam","Humphries","Dal",8.9,9.8,3,0.146750524109015,1,7.1,12.7,22,1.4,4.1,NA,4.3,8.8,15.6,9.8,8.7,3.1,3.9,NA
"WR","Tavon Austin (0000000)","Tavon Austin",0,3700,"LA@Sea 00:00PM ET","LA","Tavon","Austin","Sea",8.71,9.8,2,0.197777777777778,1,5.5,10.6,21.4,2.8,15.5,5.6,22.7,NA,2.8,4.9,3.9,15.5,NA,15.9
"WR","Eli Rogers (0000000)","Eli Rogers",0,3600,"Pit@Cin 00:00PM ET","Pit","Eli","Rogers","Cin",7.56,8.4,4,0.0981963927855711,1,17.9,1.9,5.2,NA,NA,7.5,NA,NA,19.3,14.2,6,5.6,2.8,5
"WR","Robert Woods (0000000)","Robert Woods",0,3500,"Cle@Buf 00:00PM ET","Buf","Robert","Woods","Cle",8.91,6.9,2,0.177083333333333,1,6,2,11.1,15.9,4.6,16,NA,9,29.2,NA,7.1,NA,NA,3.9
"WR","Marquess Wilson (0000000)","Marquess Wilson",0,3400,"GB@Chi 00:00PM ET","Chi","Marquess","Wilson","GB",0,0,10,0.0340425531914894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA
"WR","Russell Shepard (0000000)","Russell Shepard",0,3400,"TB@Dal 00:00PM ET","TB","Russell","Shepard","Dal",5.77,4.5,6,0.0566037735849057,1,0.9,3.6,1.6,NA,NA,NA,18.7,10.4,NA,NA,8.4,4.3,2.5,2.7
"WR","Allen Hurns (0000000)","Allen Hurns",0,3400,"Jax@Hou 00:00PM ET","Jax","Allen","Hurns","Hou",0,0,3,0.146067415730337,1,11.5,11.4,8,12.7,NA,12.4,8.5,22.8,NA,3.3,1.9,8.2,NA,NA
"WR","Jeremy Kerley (0000000)","Jeremy Kerley",0,3400,"SF@Atl 00:00PM ET","SF","Jeremy","Kerley","Atl",9.89,10.9,1,0.224438902743142,1,NA,5.9,4.4,20.8,27.2,3.2,3.5,NA,5.2,19.1,NA,4.4,2.8,10
"WR","Danny Amendola (0000000)","Danny Amendola",0,3300,"NE@Den 00:00PM ET","NE","Danny","Amendola","Den",0,0,7,0.0622406639004149,1,7.8,20,4.3,NA,3.1,5,NA,11.9,NA,2.4,8.2,1.8,6,NA
"WR","Terrance Williams (0000000)","Terrance Williams",0,3200,"TB@Dal 00:00PM ET","Dal","Terrance","Williams","TB",8.35,7.9,4,0.125925925925926,1,6.4,NA,11.8,14.4,12,11.5,NA,4.5,3.9,1.5,2.1,8,3.3,18.6
"WR","Kendall Wright (0000000)","Kendall Wright",0,3200,"Ten@KC 00:00PM ET","Ten","Kendall","Wright","KC",6.22,7.5,5,0.0865384615384615,1,NA,NA,NA,3.4,1.9,30.3,3.2,19.9,8.4,8.8,9.2,NA,NA,NA
"WR","Albert Wilson (0000000)","Albert Wilson",0,3200,"Ten@KC 00:00PM ET","KC","Albert","Wilson","Ten",6.07,2.8,5,0.105263157894737,1,3.1,3.1,NA,10.2,NA,3.6,1.4,NA,12.7,6.5,11.9,2.6,20.3,NA
"WR","Cordarrelle Patterson (0000000)","Cordarrelle Patterson",0,3200,"Ind@Min 00:00PM ET","Min","Cordarrelle","Patterson","Ind",6.26,7.7,4,0.125265392781316,1,2.4,-0.2,1.8,9,14.6,NA,19.7,6.6,10.5,4.7,15.3,8.7,3.6,4.8
"WR","Quinton Patton (0000000)","Quinton Patton",0,3200,"SF@Atl 00:00PM ET","SF","Quinton","Patton","Atl",8.21,10.6,2,0.154613466334165,1,11,5.5,1.8,2.3,3.6,9.2,4.3,NA,19.6,8.2,3.7,2.2,NA,7.1
"WR","Brian Quick (0000000)","Brian Quick",0,3100,"LA@Sea 00:00PM ET","LA","Brian","Quick","Sea",8.12,6.2,4,0.142222222222222,1,5.3,1.8,13.3,20.9,8.1,11.1,13.2,NA,8.8,3.6,5.1,1.3,9.8,2
"WR","Marquise Goodwin (0000000)","Marquise Goodwin",0,3100,"Cle@Buf 00:00PM ET","Buf","Marquise","Goodwin","Cle",6.58,5.3,3,0.140625,1,NA,22.2,1.6,2.2,9.3,4.2,19.3,NA,8.3,NA,3.5,3.3,7.5,NA
"WR","Eddie Royal (0000000)","Eddie Royal",0,3100,"GB@Chi 00:00PM ET","Chi","Eddie","Royal","GB",0,0,5,0.0957446808510638,1,15.7,15.2,5.1,27.1,11.3,9.4,NA,NA,NA,3.4,3.3,0.4,NA,NA
"WR","Andrew Hawkins (0000000)","Andrew Hawkins",0,3000,"Cle@Buf 00:00PM ET","Cle","Andrew","Hawkins","Buf",4.97,5.1,5,0.100642398286938,1,-0.1,5.8,3.5,5.8,15.6,7.8,3.9,20.1,3.3,NA,3,NA,NA,1.4
"WR","Sammie Coates (0000000)","Sammie Coates",0,3000,"Pit@Cin 00:00PM ET","Pit","Sammie","Coates","Cin",2.99,1.8,5,0.0861723446893788,1,7.6,12.3,8,13.8,34.9,NA,1.4,NA,NA,NA,NA,NA,NA,NA
