"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg_split","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"RB","Andre Ellington (7769974)","Andre Ellington",7769974,3500,"Ari@Min 01:00PM ET","Ari","Andre","Ellington","Min",2.42,2.6,9,0.0182291666666667,0,2.50279487010664,2.8,2.1,NA,1.4,1.9,2.5,0.7,2.6,NA,-0.1,"Ellington, Andre",6,7,0,9,7
"RB","Jerick McKinnon (7769979)","Jerick McKinnon",7769979,3500,"Ari@Min 01:00PM ET","Min","Jerick","McKinnon","Ari",8.4,7.7,7,0.0599369085173502,0,7.98057846490625,1.9,1.1,7.7,18.5,5.6,NA,5.8,NA,0.8,6.3,"McKinnon, Jerick",12,19,0,6,5
"WR","Cordarrelle Patterson (7770101)","Cordarrelle Patterson",7770101,3500,"Ari@Min 01:00PM ET","Min","Cordarrelle","Patterson","Ari",7.26,5.3,4,0.1198738170347,0,6.17457532786306,2.4,-0.2,1.8,9,14.6,NA,19.7,6.6,10.5,4.7,"Patterson, Cordarrelle",30,38,2,4,2
"WR","Danny Amendola (7770119)","Danny Amendola",7770119,3500,"NE@SF 04:25PM ET","NE","Danny","Amendola","SF",7.65,9.9,6,0.0723684210526316,0,8.80857653749159,7.8,20,4.3,NA,3.1,5,NA,11.9,NA,2.4,"Amendola, Danny",17,22,3,6,2
"WR","Jeremy Kerley (7770122)","Jeremy Kerley",7770122,3500,"NE@SF 04:25PM ET","SF","Jeremy","Kerley","NE",10.03,10.9,1,0.25,0,10.4392932483737,NA,5.9,4.4,20.8,27.2,3.2,3.5,NA,5.2,19.1,"Kerley, Jeremy",41,70,3,1,1
"RB","Matt Jones (7770012)","Matt Jones",7770012,3500,"GB@Was 08:30PM ET","Was","Matt","Jones","GB",0,0,8,0.0301369863013699,1,0,4.3,13.5,9.9,24.8,6.6,22.5,1.7,NA,NA,NA,"Jones, Matt",9,11,0,7,8
"TE","Jesse James (7770157)","Jesse James",7770157,3400,"Pit@Cle 01:00PM ET","Pit","Jesse","James","Cle",5.95,5.2,3,0.109919571045576,0,5.51730580225881,8.1,11.9,3,9.5,16.3,3.3,3.8,NA,3.3,9.9,"James, Jesse",31,41,3,3,2
"WR","Breshad Perriman (7770035)","Breshad Perriman",7770035,3400,"Bal@Dal 01:00PM ET","Bal","Breshad","Perriman","Dal",7.13,6.4,4,0.110526315789474,0,6.70152070217479,4.5,5.2,4.4,5.4,3.1,7.8,2.1,NA,6.3,15.4,"Perriman, Breshad",20,42,2,5,2
"RB","Robert Turbin (7769940)","Robert Turbin",7769940,3400,"Ten@Ind 01:00PM ET","Ind","Robert","Turbin","Ten",5.56,5.6,9,0.0480225988700565,0,5.55092315754402,3.9,7,6.9,2.5,NA,6.4,3.2,6.4,4.3,NA,"Turbin, Robert",14,17,0,8,7
"WR","Albert Wilson (7770074)","Albert Wilson",7770074,3400,"TB@KC 01:00PM ET","KC","Albert","Wilson","TB",5.92,5.9,5,0.100303951367781,0,5.87694223750767,3.1,3.1,NA,10.2,NA,3.6,1.4,NA,12.7,6.5,"Wilson, Albert",19,33,1,7,4
"WR","Eddie Royal (7770083)","Eddie Royal",7770083,3400,"Chi@NYG 01:00PM ET","Chi","Eddie","Royal","NYG",13.26,11.3,4,0.126153846153846,1,12.1417503735732,15.7,15.2,5.1,27.1,11.3,9.4,NA,NA,NA,3.4,"Royal, Eddie",32,41,2,3,2
"WR","Brian Quick (7770107)","Brian Quick",7770107,3400,"Mia@LA 04:05PM ET","LA","Brian","Quick","Mia",8.34,6.6,4,0.133333333333333,0,7.36604205294709,5.3,1.8,13.3,20.9,8.1,11.1,13.2,NA,8.8,3.6,"Quick, Brian",26,42,3,5,1
"WR","Torrey Smith (7770121)","Torrey Smith",7770121,3400,"NE@SF 04:25PM ET","SF","Torrey","Smith","NE",0,0,3,0.139285714285714,0,0,3.3,14.5,6.5,1.3,NA,16.6,2.7,NA,3.8,4.6,"Smith, Torrey",17,39,2,3,3
"WR","Kamar Aiken (7770030)","Kamar Aiken",7770030,3300,"Bal@Dal 01:00PM ET","Bal","Kamar","Aiken","Dal",3.04,5.3,5,0.0868421052631579,0,4.22913228116747,3.4,NA,1.5,3.9,NA,10.4,8.5,NA,1.9,3.5,"Aiken, Kamar",18,33,0,6,6
"WR","Terrance Williams (7770032)","Terrance Williams",7770032,3300,"Bal@Dal 01:00PM ET","Dal","Terrance","Williams","Bal",8.28,7,4,0.1280276816609,0,7.55179121046205,6.4,NA,11.8,14.4,12,11.5,NA,4.5,3.9,1.5,"Williams, Terrance",25,37,1,3,5
"TE","Jason Witten (7770159)","Jason Witten",7770159,3300,"Bal@Dal 01:00PM ET","Dal","Jason","Witten","Bal",9.71,10.7,2,0.221453287197232,1,10.1850667581605,15.6,8.1,4.5,11.7,7.3,8.2,NA,9.6,30.4,11.9,"Witten, Jason",44,64,2,2,4
"WR","Phillip Dorsett (7770055)","Phillip Dorsett",7770055,3300,"Ten@Ind 01:00PM ET","Ind","Phillip","Dorsett","Ten",7.35,7.5,3,0.096045197740113,0,7.38981798794231,13.4,4,5.7,13.7,4.6,3.2,NA,8.3,4.8,NA,"Dorsett, Phillip",20,34,1,4,6
"TE","Jack Doyle (7770176)","Jack Doyle",7770176,3300,"Ten@Ind 01:00PM ET","Ind","Jack","Doyle","Ten",10.62,7.4,2,0.135593220338983,1,8.84395347510247,18.5,7.7,12.5,1.6,2.8,15.3,22.8,5.6,11.1,NA,"Doyle, Jack",39,48,4,2,2
"WR","Percy Harvin (7770062)","Percy Harvin",7770062,3300,"Buf@Cin 01:00PM ET","Buf","Percy","Harvin","Cin",7.69,0,14,0,0,3.54513199741448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvin, Percy",0,0,0,14,7
"WR","Chris Conley (7770077)","Chris Conley",7770077,3300,"TB@KC 01:00PM ET","KC","Chris","Conley","TB",9.34,11,3,0.13677811550152,0,10.1745518513735,8.3,3.5,7.4,13,NA,5.6,4.9,8.9,5.8,2.2,"Conley, Chris",27,45,0,4,6
"WR","Roger Lewis (7770093)","Roger Lewis",7770093,3300,"Chi@NYG 01:00PM ET","NYG","Roger","Lewis","Chi",2.71,1.1,10,0.0278551532033426,0,1.83620088441018,NA,NA,NA,NA,NA,9.4,1.7,NA,10,1.2,"Lewis, Roger",4,10,2,11,3
"RB","Ronnie Hillman (7769977)","Ronnie Hillman",7769977,3300,"Ari@Min 01:00PM ET","Min","Ronnie","Hillman","Ari",2.74,3.8,NA,NA,0,3.29054507330267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hillman, Ronnie",NA,NA,NA,NA,NA
"RB","Dion Lewis (7769992)","Dion Lewis",7769992,3300,"NE@SF 04:25PM ET","NE","Dion","Lewis","SF",6.68,5.1,13,0,0,5.8004874177112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis, Dion",0,0,0,12,7
"WR","Brice Butler (7770031)","Brice Butler",7770031,3200,"Bal@Dal 01:00PM ET","Dal","Brice","Butler","Bal",2.4,1.7,5,0.0795847750865052,0,2.01340341919613,2.6,NA,NA,15.1,4,9,NA,2.9,1.9,NA,"Butler, Brice",12,23,3,6,3
"WR","Tajae Sharpe (7770059)","Tajae Sharpe",7770059,3200,"Ten@Ind 01:00PM ET","Ten","Tajae","Sharpe","Ind",8.66,9.6,1,0.197568389057751,0,9.11413493951206,14.6,7.3,7.8,3.5,3.7,0.1,9.9,2.1,9.8,15.8,"Sharpe, Tajae",31,65,1,4,7
"RB","Shaun Draughn (7769987)","Shaun Draughn",7769987,3200,"NE@SF 04:25PM ET","SF","Shaun","Draughn","NE",3.47,0,7,0.05,0,1.59968895071889,10.6,2.1,2.2,1.8,-0.1,0.2,16.3,NA,NA,NA,"Draughn, Shaun",9,14,1,7,4
"TE","Zach Ertz (7770232)","Zach Ertz",7770232,3200,"Phi@Sea 04:25PM ET","Phi","Zach","Ertz","Sea",8.29,8,5,0.125,1,8.08992497805782,11.8,NA,NA,NA,6.7,3.2,2.4,5.9,17.7,11.5,"Ertz, Zach",31,38,0,3,7
"WR","Andrew Hawkins (7770014)","Andrew Hawkins",7770014,3100,"Pit@Cle 01:00PM ET","Cle","Andrew","Hawkins","Pit",7.37,6.3,4,0.12,0,6.75880964158906,-0.1,5.8,3.5,5.8,15.6,7.8,3.9,20.1,3.3,NA,"Hawkins, Andrew",24,42,3,4,2
"TE","Gary Barnidge (7770151)","Gary Barnidge",7770151,3100,"Pit@Cle 01:00PM ET","Cle","Gary","Barnidge","Pit",9.12,8.9,2,0.16,1,8.95273085262318,NA,7.7,13.6,12.7,12.6,8.9,12.6,7.2,5.3,1.8,"Barnidge, Gary",38,56,0,3,6
"RB","Mike James (7769959)","Mike James",7769959,3100,"TB@KC 01:00PM ET","TB","Mike","James","KC",1.76,1.4,12,0.0141643059490085,0,1.55830281006785,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,"James, Mike",4,5,0,10,8
"RB","Mike Davis (7769996)","Mike Davis",7769996,3100,"NE@SF 04:25PM ET","SF","Mike","Davis","NE",0,0,11,0.0178571428571429,0,0,0.1,2,NA,NA,0.4,2.9,8.1,NA,2,NA,"Davis, Mike",3,5,0,10,6
"RB","Fitzgerald Toussaint (7769913)","Fitzgerald Toussaint",7769913,3000,"Pit@Cle 01:00PM ET","Pit","Fitzgerald","Toussaint","Cle",2.26,4.3,13,0.00268096514745308,0,3.33602430836895,0.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,"Toussaint, Fitzgerald",1,1,0,13,11
"RB","Roosevelt Nix (7769915)","Roosevelt Nix",7769915,3000,"Pit@Cle 01:00PM ET","Pit","Roosevelt","Nix","Cle",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nix, Roosevelt",NA,NA,NA,NA,NA
"RB","George Atkinson III (7769917)","George Atkinson III",7769917,3000,"Pit@Cle 01:00PM ET","Cle","George","Atkinson III","Pit",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atkinson III, George",NA,NA,NA,NA,NA
"WR","Darrius Heyward-Bey (7770015)","Darrius Heyward-Bey",7770015,3000,"Pit@Cle 01:00PM ET","Pit","Darrius","Heyward-Bey","Cle",0,0,8,0.0428954423592493,0,0,NA,1.7,NA,10.1,NA,12,12,NA,NA,NA,"Heyward-Bey, Darrius",6,16,3,8,2
"WR","Markus Wheaton (7770018)","Markus Wheaton",7770018,3000,"Pit@Cle 01:00PM ET","Pit","Markus","Wheaton","Cle",0,0,10,0.0268096514745308,0,0,NA,NA,1.2,12,3.9,NA,NA,NA,NA,NA,"Wheaton, Markus",4,10,1,11,6
"WR","Cobi Hamilton (7770019)","Cobi Hamilton",7770019,3000,"Pit@Cle 01:00PM ET","Pit","Cobi","Hamilton","Cle",6.16,5,9,0.0348525469168901,0,5.50741220653574,NA,NA,NA,NA,NA,NA,6.6,NA,NA,4.9,"Hamilton, Cobi",6,13,1,8,6
"WR","Jordan Payton (7770022)","Jordan Payton",7770022,3000,"Pit@Cle 01:00PM ET","Cle","Jordan","Payton","Pit",0,0,10,0.00857142857142857,0,0,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,"Payton, Jordan",1,3,0,10,6
"WR","Ricardo Louis (7770023)","Ricardo Louis",7770023,3000,"Pit@Cle 01:00PM ET","Cle","Ricardo","Louis","Pit",5.44,1.2,5,0.0914285714285714,0,3.14809816506366,NA,NA,7,5.8,3.3,11.5,1.5,5.2,NA,NA,"Louis, Ricardo",16,32,0,6,6
"WR","Rashard Higgins (7770025)","Rashard Higgins",7770025,3000,"Pit@Cle 01:00PM ET","Cle","Rashard","Higgins","Pit",0,0,8,0.02,0,0,NA,NA,NA,NA,NA,2.4,3.9,2,NA,NA,"Higgins, Rashard",5,7,0,8,6
"RB","Lance Dunbar (7769920)","Lance Dunbar",7769920,3000,"Bal@Dal 01:00PM ET","Dal","Lance","Dunbar","Bal",0,2.1,8,0.0242214532871972,0,1.12039979726377,2.6,5.2,6.1,3.6,NA,NA,NA,NA,NA,NA,"Dunbar, Lance",5,7,0,8,8
"RB","Kyle Juszczyk (7769921)","Kyle Juszczyk",7769921,3000,"Bal@Dal 01:00PM ET","Bal","Kyle","Juszczyk","Dal",0,4.5,NA,NA,0,2.40085670842237,4.3,1.8,1.2,11.6,5,6.5,1.2,NA,0.2,4.7,"Juszczyk, Kyle",NA,NA,NA,NA,NA
"RB","Keith Smith (7769922)","Keith Smith",7769922,3000,"Bal@Dal 01:00PM ET","Dal","Keith","Smith","Bal",0,0,NA,NA,0,0,NA,1.5,NA,2.6,NA,NA,NA,1.1,NA,NA,"Smith, Keith",NA,NA,NA,NA,NA
"RB","Javorius Allen (7769924)","Javorius Allen",7769924,3000,"Bal@Dal 01:00PM ET","Bal","Javorius","Allen","Dal",0,0,11,0.0157894736842105,0,0,NA,NA,NA,4.8,2.8,NA,NA,NA,NA,0.3,"Allen, Javorius",4,6,0,11,6
"RB","Darius Jackson (7769926)","Darius Jackson",7769926,3000,"Bal@Dal 01:00PM ET","Dal","Darius","Jackson","Bal",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson, Darius",NA,NA,NA,NA,NA
"RB","Lorenzo Taliaferro (7769927)","Lorenzo Taliaferro",7769927,3000,"Bal@Dal 01:00PM ET","Bal","Lorenzo","Taliaferro","Dal",0,0,13,0.00789473684210526,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taliaferro, Lorenzo",3,3,0,13,6
"WR","Devin Hester (7770027)","Devin Hester",7770027,3000,"Bal@Dal 01:00PM ET","Bal","Devin","Hester","Dal",0,0,NA,NA,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,"Hester, Devin",NA,NA,NA,NA,NA
"WR","Chris Moore (7770034)","Chris Moore",7770034,3000,"Bal@Dal 01:00PM ET","Bal","Chris","Moore","Dal",0,0,8,0.0368421052631579,0,0,2.3,1.9,1.2,1.6,NA,NA,9.1,NA,0.2,1,"Moore, Chris",7,14,0,10,6
"WR","Lucky Whitehead (7770036)","Lucky Whitehead",7770036,3000,"Bal@Dal 01:00PM ET","Dal","Lucky","Whitehead","Bal",0,0,11,0.0069204152249135,0,0,NA,NA,0.3,0.8,0.9,7.1,NA,1.7,0.2,1.5,"Whitehead, Lucky",2,2,0,10,8
"RB","Justin Forsett (7769929)","Justin Forsett",7769929,3000,"Jax@Det 01:00PM ET","Det","Justin","Forsett","Jax",0,0,9,0.00903614457831325,0,0,8.6,7.6,9.2,NA,NA,NA,NA,NA,NA,NA,"Forsett, Justin",2,3,0,10,8
"RB","Denard Robinson (7769932)","Denard Robinson",7769932,3000,"Jax@Det 01:00PM ET","Jax","Denard","Robinson","Det",0,0,12,0.00510204081632653,0,0,0.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,"Robinson, Denard",1,2,0,12,9
"RB","Michael Burton (7769933)","Michael Burton",7769933,3000,"Jax@Det 01:00PM ET","Det","Michael","Burton","Jax",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burton, Michael",NA,NA,NA,NA,NA
"RB","Corey Grant (7769934)","Corey Grant",7769934,3000,"Jax@Det 01:00PM ET","Jax","Corey","Grant","Det",0,0,14,0.00255102040816327,0,0,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,"Grant, Corey",1,1,1,12,4
"RB","Zach Zenner (7769935)","Zach Zenner",7769935,3000,"Jax@Det 01:00PM ET","Det","Zach","Zenner","Jax",0,3.2,NA,NA,0,1.70727588154479,NA,NA,NA,4.4,5.2,9.7,8.9,1.7,NA,NA,"Zenner, Zach",NA,NA,NA,NA,NA
"WR","Bryan Walters (7770038)","Bryan Walters",7770038,3000,"Jax@Det 01:00PM ET","Jax","Bryan","Walters","Det",0,1.6,11,0.0102040816326531,0,0.853637940772397,NA,NA,NA,NA,NA,NA,NA,9.4,-1,NA,"Walters, Bryan",2,4,1,11,4
"WR","Andre Roberts (7770039)","Andre Roberts",7770039,3000,"Jax@Det 01:00PM ET","Det","Andre","Roberts","Jax",1.96,1.5,6,0.0271084337349398,0,1.70385627362658,1.8,NA,NA,7.8,NA,9.3,3,NA,3.7,NA,"Roberts, Andre",6,9,1,6,6
"WR","Arrelious Benn (7770040)","Arrelious Benn",7770040,3000,"Jax@Det 01:00PM ET","Jax","Arrelious","Benn","Det",0,0,8,0.0229591836734694,0,0,NA,1.9,NA,1.1,NA,12.1,4.9,NA,2.6,NA,"Benn, Arrelious",5,9,1,9,4
"WR","Corey Fuller (7770044)","Corey Fuller",7770044,3000,"Jax@Det 01:00PM ET","Det","Corey","Fuller","Jax",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuller, Corey",NA,NA,NA,NA,NA
"WR","Rashad Greene Sr. (7770046)","Rashad Greene",7770046,3000,"Jax@Det 01:00PM ET","Jax","Rashad","Greene","Det",1.97,0,10,0.0178571428571429,0,0.908180758765477,1.9,1.7,NA,1.8,NA,NA,1.8,NA,NA,NA,"Greene, Rashad",5,7,0,9,9
"RB","Jordan Todman (7769941)","Jordan Todman",7769941,3000,"Ten@Ind 01:00PM ET","Ind","Jordan","Todman","Ten",0,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"Todman, Jordan",0,0,0,12,7
"RB","Jalston Fowler (7769942)","Jalston Fowler",7769942,3000,"Ten@Ind 01:00PM ET","Ten","Jalston","Fowler","Ind",0,0,NA,NA,0,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,"Fowler, Jalston",NA,NA,NA,NA,NA
"RB","David Fluellen (7769943)","David Fluellen",7769943,3000,"Ten@Ind 01:00PM ET","Ten","David","Fluellen","Ind",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fluellen, David",NA,NA,NA,NA,NA
"RB","Antonio Andrews (7769944)","Antonio Andrews",7769944,3000,"Ten@Ind 01:00PM ET","Ten","Antonio","Andrews","Ind",0,1,NA,NA,0,0.533523712982748,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,"Andrews, Antonio",NA,NA,NA,NA,NA
"RB","Josh Ferguson (7769945)","Josh Ferguson",7769945,3000,"Ten@Ind 01:00PM ET","Ind","Josh","Ferguson","Ten",0,0,6,0.0734463276836158,0,0,4.4,8.6,6.1,10.1,3.3,NA,NA,NA,1.9,NA,"Ferguson, Josh",20,26,0,4,7
"WR","Harry Douglas (7770048)","Harry Douglas",7770048,3000,"Ten@Ind 01:00PM ET","Ten","Harry","Douglas","Ind",2.1,2.3,9,0.0303951367781155,0,2.19521600859509,4.1,NA,4,NA,NA,NA,NA,NA,6.8,NA,"Douglas, Harry",6,10,0,8,10
"WR","Marc Mariani (7770049)","Marc Mariani",7770049,3000,"Ten@Ind 01:00PM ET","Ten","Marc","Mariani","Ind",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mariani, Marc",NA,NA,NA,NA,NA
"WR","Devin Street (7770052)","Devin Street",7770052,3000,"Ten@Ind 01:00PM ET","Ind","Devin","Street","Ten",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Street, Devin",NA,NA,NA,NA,NA
"WR","Tre McBride (7770054)","Tre McBride",7770054,3000,"Ten@Ind 01:00PM ET","Ten","Tre","McBride","Ind",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McBride, Tre",NA,NA,NA,NA,NA
"WR","Marcus Leak (7770056)","Marcus Leak",7770056,3000,"Ten@Ind 01:00PM ET","Ind","Marcus","Leak","Ten",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leak, Marcus",NA,NA,NA,NA,NA
"WR","Chester Rogers (7770058)","Chester Rogers",7770058,3000,"Ten@Ind 01:00PM ET","Ind","Chester","Rogers","Ten",1.87,0,8,0.0593220338983051,0,0.86208021263525,NA,NA,NA,5.9,5.4,10.3,5,NA,NA,NA,"Rogers, Chester",12,21,0,9,7
"RB","Reggie Bush (7769947)","Reggie Bush",7769947,3000,"Buf@Cin 01:00PM ET","Buf","Reggie","Bush","Cin",0,0,7,0.036231884057971,0,0,-0.4,NA,NA,NA,0.3,0.6,10.4,4.6,4.2,NA,"Bush, Reggie",7,10,0,7,7
"RB","Jerome Felton (7769948)","Jerome Felton",7769948,3000,"Buf@Cin 01:00PM ET","Buf","Jerome","Felton","Cin",0,0,11,0.0217391304347826,0,0,NA,NA,NA,1.7,0.6,NA,NA,4.6,0.2,NA,"Felton, Jerome",3,6,0,13,7
"RB","Rex Burkhead (7769950)","Rex Burkhead",7769950,3000,"Buf@Cin 01:00PM ET","Cin","Rex","Burkhead","Buf",0,0,10,0.00611620795107034,0,0,NA,NA,NA,NA,NA,1.6,4.3,NA,NA,NA,"Burkhead, Rex",1,2,0,10,5
"RB","Jonathan Williams (7769954)","Jonathan Williams",7769954,3000,"Buf@Cin 01:00PM ET","Buf","Jonathan","Williams","Cin",0,1.8,14,0,0,0.960342683368946,NA,NA,0.2,NA,NA,1.1,NA,7.2,NA,NA,"Williams, Jonathan",0,0,0,14,7
"WR","Brandon Tate (7770060)","Brandon Tate",7770060,3000,"Buf@Cin 01:00PM ET","Buf","Brandon","Tate","Cin",0,0,13,0.0181159420289855,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tate, Brandon",4,5,0,11,7
"WR","James Wright (7770065)","James Wright",7770065,3000,"Buf@Cin 01:00PM ET","Cin","James","Wright","Buf",0,0,9,0.018348623853211,0,0,1.1,2,2,NA,NA,1.1,NA,NA,NA,NA,"Wright, James",4,6,0,9,5
"WR","Justin Hunter (7770066)","Justin Hunter",7770066,3000,"Buf@Cin 01:00PM ET","Buf","Justin","Hunter","Cin",5.01,5.6,6,0.0543478260869565,0,5.29737015382777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunter, Justin",6,15,3,9,1
"WR","Walt Powell (7770067)","Walt Powell",7770067,3000,"Buf@Cin 01:00PM ET","Buf","Walt","Powell","Cin",0,3.2,5,0.0942028985507246,0,1.70727588154479,NA,NA,5.8,6.2,NA,NA,4.3,8.9,1.9,NA,"Powell, Walt",14,26,0,5,7
"WR","Alex Erickson (7770069)","Alex Erickson",7770069,3000,"Buf@Cin 01:00PM ET","Cin","Alex","Erickson","Buf",0,0,11,0.00305810397553517,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Erickson, Alex",1,1,0,10,5
"WR","Cody Core (7770070)","Cody Core",7770070,3000,"Buf@Cin 01:00PM ET","Cin","Cody","Core","Buf",0,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Core, Cody",0,0,0,12,5
"WR","Tyler Boyd (7770071)","Tyler Boyd",7770071,3000,"Buf@Cin 01:00PM ET","Cin","Tyler","Boyd","Buf",8.5,8.1,4,0.128440366972477,0,8.24008849622957,4.4,12.8,4.8,2,6.3,11.9,1.3,9.1,NA,3.2,"Boyd, Tyler",27,42,0,4,5
"RB","Anthony Sherman (7769956)","Anthony Sherman",7769956,3000,"TB@KC 01:00PM ET","KC","Anthony","Sherman","TB",0,0,NA,NA,0,0,NA,NA,1.3,NA,NA,NA,1,NA,1.6,NA,"Sherman, Anthony",NA,NA,NA,NA,NA
"RB","Bishop Sankey (7769961)","Bishop Sankey",7769961,3000,"TB@KC 01:00PM ET","KC","Bishop","Sankey","TB",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sankey, Bishop",NA,NA,NA,NA,NA
"WR","Cecil Shorts III (7770075)","Cecil Shorts III",7770075,3000,"TB@KC 01:00PM ET","TB","Cecil","Shorts III","KC",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shorts III, Cecil",NA,NA,NA,NA,NA
"WR","Freddie Martino (7770076)","Freddie Martino",7770076,3000,"TB@KC 01:00PM ET","TB","Freddie","Martino","KC",4.6,0,13,0.0113314447592068,0,2.12062512199045,NA,NA,NA,NA,NA,NA,NA,NA,1.9,11.3,"Martino, Freddie",2,4,1,14,4
"WR","De'Anthony Thomas (7770080)","De'Anthony Thomas",7770080,3000,"TB@KC 01:00PM ET","KC","De'Anthony","Thomas","TB",0,1.1,NA,NA,0,0.586876084281023,NA,NA,NA,NA,NA,3.4,3.2,0.2,NA,NA,"Thomas, De'Anthony",NA,NA,NA,NA,NA
"WR","Demarcus Robinson (7770081)","Demarcus Robinson",7770081,3000,"TB@KC 01:00PM ET","KC","Demarcus","Robinson","TB",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robinson, Demarcus",NA,NA,NA,NA,NA
"RB","Bobby Rainey (7769965)","Bobby Rainey",7769965,3000,"Chi@NYG 01:00PM ET","NYG","Bobby","Rainey","Chi",0,1.1,5,0.0612813370473538,0,0.586876084281023,NA,NA,3.4,13.5,13.4,4.9,0.9,NA,NA,NA,"Rainey, Bobby",17,22,0,5,7
"RB","Orleans Darkwa (7769966)","Orleans Darkwa",7769966,3000,"Chi@NYG 01:00PM ET","NYG","Orleans","Darkwa","Chi",0,0,12,0.011142061281337,0,0,NA,1.2,13.2,10.8,1.1,NA,NA,NA,NA,NA,"Darkwa, Orleans",2,4,0,12,7
"RB","Paul Lasike (7769969)","Paul Lasike",7769969,3000,"Chi@NYG 01:00PM ET","Chi","Paul","Lasike","NYG",0,0,NA,NA,0,0,NA,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,"Lasike, Paul",NA,NA,NA,NA,NA
"WR","Dwayne Harris (7770085)","Dwayne Harris",7770085,3000,"Chi@NYG 01:00PM ET","NYG","Dwayne","Harris","Chi",0,0,14,0.00278551532033426,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,"Harris, Dwayne",1,1,0,13,7
"WR","Deonte Thompson (7770086)","Deonte Thompson",7770086,3000,"Chi@NYG 01:00PM ET","Chi","Deonte","Thompson","NYG",3.56,7,11,0.00923076923076923,0,5.37584543311533,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,"Thompson, Deonte",1,3,0,11,6
"WR","Tavarres King (7770087)","Tavarres King",7770087,3000,"Chi@NYG 01:00PM ET","NYG","Tavarres","King","Chi",0,0,13,0.00835654596100279,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,"King, Tavarres",1,3,0,13,7
"WR","Joshua Bellamy (7770089)","Joshua Bellamy",7770089,3000,"Chi@NYG 01:00PM ET","Chi","Joshua","Bellamy","NYG",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bellamy, Joshua",NA,NA,NA,NA,NA
"RB","Zach Line (7769973)","Zach Line",7769973,3000,"Ari@Min 01:00PM ET","Min","Zach","Line","Ari",0,0,NA,NA,0,0,NA,NA,NA,0.6,NA,NA,0.2,NA,NA,0.5,"Line, Zach",NA,NA,NA,NA,NA
"RB","Stepfan Taylor (7769975)","Stepfan Taylor",7769975,3000,"Ari@Min 01:00PM ET","Ari","Stepfan","Taylor","Min",0,0,NA,NA,0,0,NA,NA,NA,NA,-0.2,1.4,NA,NA,NA,NA,"Taylor, Stepfan",NA,NA,NA,NA,NA
