"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg_split","Actual","ValueWR","Ownership.Pctg.Pred"
"RB","Derrick Henry (7769946)","Derrick Henry",7769946,5300,"Ten@Ind 01:00PM ET","Ten","Derrick","Henry","Ind",5.22,7.9,8,0.033434650455927,0,6.62128584056157,0,0,1.94238621214057
"QB","Alex Smith (7769877)","Alex Smith",7769877,5300,"TB@KC 01:00PM ET","KC","Alex","Smith","TB",15.57,17.9,15,0.00303951367781155,1,16.7279294948676,20.4,0,3.45343513662358
"RB","Jacquizz Rodgers (7769957)","Jacquizz Rodgers",7769957,5200,"TB@KC 01:00PM ET","TB","Jacquizz","Rodgers","KC",0,0,8,0.0368271954674221,0,0,0,0,NA
"QB","Jay Cutler (7769883)","Jay Cutler",7769883,5200,"Chi@NYG 01:00PM ET","Chi","Jay","Cutler","NYG",15.27,16.3,0,0,1,15.7359899157045,13.4,0,NA
"WR","Kenny Britt (7770106)","Kenny Britt",7770106,5200,"Mia@LA 04:05PM ET","LA","Kenny","Britt","Mia",13.4,10.401,2,0.215873015873016,1,11.726119796471,9.3,0,2.42299477019188
"QB","Colin Kaepernick (7769899)","Colin Kaepernick",7769899,5200,"NE@SF 04:25PM ET","SF","Colin","Kaepernick","NE",18.35,16.9,0,0,1,17.4760009643051,19.4,0,NA
"RB","Theo Riddick (7769931)","Theo Riddick",7769931,5100,"Jax@Det 01:00PM ET","Det","Theo","Riddick","Jax",15.23,14.6,4,0.144578313253012,1,14.8105593851817,16.3,0,17.5299240074333
"WR","Rishard Matthews (7770053)","Rishard Matthews",7770053,5100,"Ten@Ind 01:00PM ET","Ten","Rishard","Matthews","Ind",12.18,11.7,3,0.158054711246201,1,11.8572739605598,24.2,0,10.2618237414335
"QB","Sam Bradford (7769891)","Sam Bradford",7769891,5100,"Ari@Min 01:00PM ET","Min","Sam","Bradford","Ari",14.66,13.101,13,0.00307692307692308,1,13.7475007027653,9.7,0,-0.238640638805593
"QB","Ryan Tannehill (7769895)","Ryan Tannehill",7769895,5100,"Mia@LA 04:05PM ET","Mia","Ryan","Tannehill","LA",16.44,14.8,0,0,1,15.475080735954,15.8,0,NA
"RB","Christine Michael (7770001)","Christine Michael",7770001,5100,"Phi@Sea 04:25PM ET","Sea","Christine","Michael","Phi",0,0,0,0,1,0,0,0,NA
"WR","Ty Montgomery (7770144)","Ty Montgomery",7770144,5100,"GB@Was 08:30PM ET","GB","Ty","Montgomery","Was",8.1,7.201,5,0.0829015544041451,0,7.57551497002419,7.4,0,-0.325248044275119
"QB","Josh McCown (7769850)","Josh McCown",7769850,5000,"Pit@Cle 01:00PM ET","Cle","Josh","McCown","Pit",0,0,0,0,1,0,8.8,0,NA
"QB","Landry Jones (7769852)","Landry Jones",7769852,5000,"Pit@Cle 01:00PM ET","Pit","Landry","Jones","Cle",0,0,0,0,1,0,0,0,NA
"QB","Zach Mettenberger (7769853)","Zach Mettenberger",7769853,5000,"Pit@Cle 01:00PM ET","Pit","Zach","Mettenberger","Cle",0,0,0,0,0,0,0,0,NA
"QB","Cody Kessler (7769854)","Cody Kessler",7769854,5000,"Pit@Cle 01:00PM ET","Cle","Cody","Kessler","Pit",14.17,17,0,0,1,15.6023505073599,4.3,0,NA
"QB","Kevin Hogan (7769855)","Kevin Hogan",7769855,5000,"Pit@Cle 01:00PM ET","Cle","Kevin","Hogan","Pit",0,0,0,0,1,0,0,0,NA
"QB","Joe Callahan (7769856)","Joe Callahan",7769856,5000,"Pit@Cle 01:00PM ET","Cle","Joe","Callahan","Pit",0,0,0,0,1,0,0,0,NA
"QB","Mark Sanchez (7769859)","Mark Sanchez",7769859,5000,"Bal@Dal 01:00PM ET","Dal","Mark","Sanchez","Bal",0,0,0,0,1,0,0,0,NA
"QB","Ryan Mallett (7769860)","Ryan Mallett",7769860,5000,"Bal@Dal 01:00PM ET","Bal","Ryan","Mallett","Dal",0,0,0,0,1,0,0,0,NA
"QB","Dan Orlovsky (7769862)","Dan Orlovsky",7769862,5000,"Jax@Det 01:00PM ET","Det","Dan","Orlovsky","Jax",0,0,0,0,1,0,0,0,NA
"QB","Chad Henne (7769863)","Chad Henne",7769863,5000,"Jax@Det 01:00PM ET","Jax","Chad","Henne","Det",0,0,0,0,1,0,-0.2,0,NA
"QB","Brandon Allen (7769866)","Brandon Allen",7769866,5000,"Jax@Det 01:00PM ET","Jax","Brandon","Allen","Det",0,0,0,0,1,0,0,0,NA
"WR","Marvin Jones Jr. (7770042)","Marvin Jones",7770042,5000,"Jax@Det 01:00PM ET","Det","Marvin","Jones","Jax",12.48,11.5,2,0.22289156626506,1,11.888870856354,2.5,1,2.5803716714179
"QB","Matt Cassel (7769867)","Matt Cassel",7769867,5000,"Ten@Ind 01:00PM ET","Ten","Matt","Cassel","Ind",0,0,0,0,1,0,0,0,NA
"QB","Scott Tolzien (7769868)","Scott Tolzien",7769868,5000,"Ten@Ind 01:00PM ET","Ind","Scott","Tolzien","Ten",0,0,0,0,1,0,0,0,NA
"RB","Frank Gore (7769938)","Frank Gore",7769938,5000,"Ten@Ind 01:00PM ET","Ind","Frank","Gore","Ten",13.83,10.7,3,0.0944444444444444,1,12.0844092587258,16.1,0,8.16840807969107
"QB","EJ Manuel (7769873)","EJ Manuel",7769873,5000,"Buf@Cin 01:00PM ET","Buf","EJ","Manuel","Cin",0,0,0,0,1,0,0,0,NA
"QB","AJ McCarron (7769874)","AJ McCarron",7769874,5000,"Buf@Cin 01:00PM ET","Cin","AJ","McCarron","Buf",0,0,0,0,1,0,0,0,NA
"QB","Jeff Driskel (7769875)","Jeff Driskel",7769875,5000,"Buf@Cin 01:00PM ET","Cin","Jeff","Driskel","Buf",0,0,0,0,1,0,0,0,NA
"QB","Cardale Jones (7769876)","Cardale Jones",7769876,5000,"Buf@Cin 01:00PM ET","Buf","Cardale","Jones","Cin",0,0,0,0,1,0,0,0,NA
"QB","Nick Foles (7769878)","Nick Foles",7769878,5000,"TB@KC 01:00PM ET","KC","Nick","Foles","TB",0,0,0,0,1,0,0,0,NA
"QB","Mike Glennon (7769879)","Mike Glennon",7769879,5000,"TB@KC 01:00PM ET","TB","Mike","Glennon","KC",0,0,0,0,1,0,0,0,NA
"QB","Ryan Griffin (7769880)","Ryan Griffin",7769880,5000,"TB@KC 01:00PM ET","TB","Ryan","Griffin","KC",0,0,4,0.131901840490798,1,0,0,0,-0.0653398213184053
"QB","Tyler Bray (7769881)","Tyler Bray",7769881,5000,"TB@KC 01:00PM ET","KC","Tyler","Bray","TB",0,0,0,0,1,0,0,0,NA
"RB","Charcandrick West (7769963)","Charcandrick West",7769963,5000,"TB@KC 01:00PM ET","KC","Charcandrick","West","TB",5.38,6.401,6,0.0790273556231003,0,5.89476114489581,7.2,0,0.125633096309184
"QB","Josh Johnson (7769885)","Josh Johnson",7769885,5000,"Chi@NYG 01:00PM ET","NYG","Josh","Johnson","Chi",0,0,0,0,1,0,0,0,NA
"QB","Ryan Nassib (7769886)","Ryan Nassib",7769886,5000,"Chi@NYG 01:00PM ET","NYG","Ryan","Nassib","Chi",0,0,0,0,1,0,0,0,NA
"QB","Matt Barkley (7769887)","Matt Barkley",7769887,5000,"Chi@NYG 01:00PM ET","Chi","Matt","Barkley","NYG",0,0,0,0,1,0,0,0,NA
"QB","Shaun Hill (7769888)","Shaun Hill",7769888,5000,"Ari@Min 01:00PM ET","Min","Shaun","Hill","Ari",0,0,0,0,1,0,0,0,NA
"QB","Drew Stanton (7769890)","Drew Stanton",7769890,5000,"Ari@Min 01:00PM ET","Ari","Drew","Stanton","Min",0,0,0,0,1,0,0,0,NA
"QB","Taylor Heinicke (7769892)","Taylor Heinicke",7769892,5000,"Ari@Min 01:00PM ET","Min","Taylor","Heinicke","Ari",0,0,0,0,1,0,0,0,NA
"QB","Matt Moore (7769893)","Matt Moore",7769893,5000,"Mia@LA 04:05PM ET","Mia","Matt","Moore","LA",0,0,0,0,1,0,0,0,NA
"QB","Case Keenum (7769894)","Case Keenum",7769894,5000,"Mia@LA 04:05PM ET","LA","Case","Keenum","Mia",0,0,0,0,1,0,0,0,NA
"QB","Sean Mannion (7769896)","Sean Mannion",7769896,5000,"Mia@LA 04:05PM ET","LA","Sean","Mannion","Mia",0,0,0,0,1,0,0,0,NA
"QB","Jared Goff (7769897)","Jared Goff",7769897,5000,"Mia@LA 04:05PM ET","LA","Jared","Goff","Mia",13.9,13,0,0,1,13.3437841808773,6.5,0,NA
"RB","Todd Gurley (7769986)","Todd Gurley",7769986,5000,"Mia@LA 04:05PM ET","LA","Todd","Gurley","Mia",14.32,14.8,5,0.107936507936508,1,14.4977491579932,13.6,0,1.52917207311809
"QB","Christian Ponder (7769900)","Christian Ponder",7769900,5000,"NE@SF 04:25PM ET","SF","Christian","Ponder","NE",0,0,0,0,1,0,0,0,NA
"QB","Blaine Gabbert (7769901)","Blaine Gabbert",7769901,5000,"NE@SF 04:25PM ET","SF","Blaine","Gabbert","NE",0,0,13,0.00357142857142857,1,0,0,0,0.372429680787495
"QB","Jimmy Garoppolo (7769902)","Jimmy Garoppolo",7769902,5000,"NE@SF 04:25PM ET","NE","Jimmy","Garoppolo","SF",0,0,11,0.00328947368421053,1,0,0,0,NA
"QB","Chase Daniel (7769903)","Chase Daniel",7769903,5000,"Phi@Sea 04:25PM ET","Phi","Chase","Daniel","Sea",0,0,0,0,1,0,0,0,NA
"QB","Trevone Boykin (7769905)","Trevone Boykin",7769905,5000,"Phi@Sea 04:25PM ET","Sea","Trevone","Boykin","Phi",0,0,0,0,1,0,-0.5,0,NA
"QB","Carson Wentz (7769906)","Carson Wentz",7769906,5000,"Phi@Sea 04:25PM ET","Phi","Carson","Wentz","Sea",13.26,14.4,0,0,1,13.7956738838197,16.9,0,NA
"QB","Colt McCoy (7769908)","Colt McCoy",7769908,5000,"GB@Was 08:30PM ET","Was","Colt","McCoy","GB",0,0,0,0,1,0,0,0,NA
"QB","Brett Hundley (7769910)","Brett Hundley",7769910,5000,"GB@Was 08:30PM ET","GB","Brett","Hundley","Was",0,0,0,0,1,0,-0.6,0,NA
"QB","Nate Sudfeld (7769911)","Nate Sudfeld",7769911,5000,"GB@Was 08:30PM ET","Was","Nate","Sudfeld","GB",0,0,0,0,1,0,0,0,NA
"WR","Robert Woods (7770068)","Robert Woods",7770068,4900,"Buf@Cin 01:00PM ET","Buf","Robert","Woods","Cin",12.63,11.6,1,0.221014492753623,1,12.0113740468476,7.1,1,5.56479703588403
"RB","Carlos Hyde (7769993)","Carlos Hyde",7769993,4900,"NE@SF 04:25PM ET","SF","Carlos","Hyde","NE",14,12.001,6,0.0535714285714286,1,12.8563610140248,14,0,0.340496521524531
"RB","James White (7769994)","James White",7769994,4800,"NE@SF 04:25PM ET","NE","James","White","SF",9.56,11.9,2,0.171052631578947,1,10.7561443945444,18.3,0,3.20558809658262
"WR","DeSean Jackson (7770139)","DeSean Jackson",7770139,4800,"GB@Was 08:30PM ET","Was","DeSean","Jackson","GB",12,12.302,4,0.167123287671233,0,12.0944072053151,15.1,1,0.401556854754924
"WR","Corey Coleman (7770024)","Corey Coleman",7770024,4700,"Pit@Cle 01:00PM ET","Cle","Corey","Coleman","Pit",11.8,13.9,7,0.0700280112044818,0,12.855844053827,7.9,1,0.78154377883734
"RB","Alfred Morris (7769919)","Alfred Morris",7769919,4700,"Bal@Dal 01:00PM ET","Dal","Alfred","Morris","Bal",2.56,3.5,9,0.013840830449827,0,3.04750697637344,0.3,0,0.108084333954827
"TE","Travis Kelce (7770191)","Travis Kelce",7770191,4700,"TB@KC 01:00PM ET","KC","Travis","Kelce","TB",13.86,12.5,1,0.179331306990881,1,13.0585821059338,20.3,0,5.97646170156629
"WR","Sterling Shepard (7770092)","Sterling Shepard",7770092,4700,"Chi@NYG 01:00PM ET","NYG","Sterling","Shepard","Chi",11.67,11.601,2,0.172701949860724,1,11.5688088039974,16,1,5.55032156030991
"WR","J.J. Nelson (7770099)","J.J. Nelson",7770099,4700,"Ari@Min 01:00PM ET","Ari","J.J.","Nelson","Min",9.22,9.5,5,0.0859375,0,9.31894562654306,1,1,1.25827499966399
"WR","Chris Hogan (7770124)","Chris Hogan",7770124,4700,"NE@SF 04:25PM ET","NE","Chris","Hogan","SF",0,0,5,0.115131578947368,1,0,0,1,NA
"RB","Giovani Bernard (7769952)","Giovani Bernard",7769952,4600,"Buf@Cin 01:00PM ET","Cin","Giovani","Bernard","Buf",11.47,11.5,3,0.146788990825688,1,11.4232553404387,11.1,0,NA
"WR","Tyreek Hill (7770082)","Tyreek Hill",7770082,4500,"TB@KC 01:00PM ET","KC","Tyreek","Hill","TB",11.77,12.301,4,0.121580547112462,1,11.9883759492155,10.1,1,16.0854159538942
"RB","Darren Sproles (7769997)","Darren Sproles",7769997,4500,"Phi@Sea 04:25PM ET","Phi","Darren","Sproles","Sea",11.64,7.602,3,0.154605263157895,1,9.42088378822734,3.1,0,0.697488004475287
"RB","Terrance West (7769923)","Terrance West",7769923,4400,"Bal@Dal 01:00PM ET","Bal","Terrance","West","Dal",10.02,7.401,7,0.0578947368421053,0,8.56735019832111,12.3,0,-0.810065418118386
"RB","Jeremy Hill (7769953)","Jeremy Hill",7769953,4400,"Buf@Cin 01:00PM ET","Cin","Jeremy","Hill","Buf",10.36,9.4,7,0.036697247706422,1,9.79113948112937,8.3,0,3.61588301774256
"RB","Rob Kelley (7770009)","Rob Kelley",7770009,4400,"GB@Was 08:30PM ET","Was","Rob","Kelley","GB",0,10.4,11,0.010958904109589,0,5.54864661502058,34.7,0,10.8457720471479
"WR","Eli Rogers (7770021)","Eli Rogers",7770021,4300,"Pit@Cle 01:00PM ET","Pit","Eli","Rogers","Cle",11.2,9,5,0.0938337801608579,1,9.96497458343019,6,1,6.23976532966368
"RB","Thomas Rawls (7770002)","Thomas Rawls",7770002,4300,"Phi@Sea 04:25PM ET","Sea","Thomas","Rawls","Phi",9.7,5.901,8,0.0212014134275618,0,7.61954288123026,11.8,0,-0.00936093527504744
"WR","Kendall Wright (7770050)","Kendall Wright",7770050,4200,"Ten@Ind 01:00PM ET","Ten","Kendall","Wright","Ind",9.72,7.6,5,0.088145896656535,0,8.53575330252697,9.2,1,3.38986747517196
"RB","Ryan Mathews (7769999)","Ryan Mathews",7769999,4200,"Phi@Sea 04:25PM ET","Phi","Ryan","Mathews","Sea",8.74,8.1,7,0.0361842105263158,1,8.35072980694212,3.1,0,2.93273128522319
"RB","C.J. Prosise (7770003)","C.J. Prosise",7770003,4200,"Phi@Sea 04:25PM ET","Sea","C.J.","Prosise","Phi",12.78,12.8,6,0.0600706713780919,1,12.7207533216222,16.1,0,NA
"RB","James Starks (7770006)","James Starks",7770006,4200,"GB@Was 08:30PM ET","GB","James","Starks","Was",12.47,13.2,7,0.0362694300518135,0,12.7912511138116,18.1,0,9.0144748972811
"WR","Allen Hurns (7770043)","Allen Hurns",7770043,4100,"Jax@Det 01:00PM ET","Jax","Allen","Hurns","Det",11.82,12,2,0.176020408163265,1,11.8513691083858,1.9,1,3.20780498329101
"TE","Eric Ebron (7770170)","Eric Ebron",7770170,4100,"Jax@Det 01:00PM ET","Det","Eric","Ebron","Jax",13.41,10.301,5,0.132530120481928,1,11.6773774797858,16.1,0,6.28297841352869
"RB","Mike Gillislee (7769951)","Mike Gillislee",7769951,4100,"Buf@Cin 01:00PM ET","Buf","Mike","Gillislee","Cin",5.22,4.6,7,0.036231884057971,1,4.8606575877185,7.2,0,0.957076555393164
