"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg_split","Actual","ValueWR","Ownership.Pctg.Pred"
"RB","Kerwynn Williams (7769976)","Kerwynn Williams",7769976,3000,"Ari@Min 01:00PM ET","Ari","Kerwynn","Williams","Min",0,0,0,0,0,0,0,0,NA
"WR","Charles Johnson (7770095)","Charles Johnson",7770095,3000,"Ari@Min 01:00PM ET","Min","Charles","Johnson","Ari",2.05,1.602,6,0.0615384615384615,0,1.79869913644206,0,0,-0.576999038524113
"WR","Jarius Wright (7770097)","Jarius Wright",7770097,3000,"Ari@Min 01:00PM ET","Min","Jarius","Wright","Ari",0,0,9,0.0184615384615385,0,0,0,0,NA
"WR","Brittan Golden (7770100)","Brittan Golden",7770100,3000,"Ari@Min 01:00PM ET","Ari","Brittan","Golden","Min",0,0,11,0.0078125,0,0,0,0,NA
"WR","Chris Hubert (7770103)","Chris Hubert",7770103,3000,"Ari@Min 01:00PM ET","Ari","Chris","Hubert","Min",0,0,0,0,0,0,0,0,NA
"WR","Laquon Treadwell (7770105)","Laquon Treadwell",7770105,3000,"Ari@Min 01:00PM ET","Min","Laquon","Treadwell","Ari",0,0,13,0.00307692307692308,0,0,0,0,NA
"RB","Chase Reynolds (7769980)","Chase Reynolds",7769980,3000,"Mia@LA 04:05PM ET","LA","Chase","Reynolds","Mia",0,0,0,0,0,0,0,0,NA
"RB","Malcolm Brown (7769983)","Malcolm Brown",7769983,3000,"Mia@LA 04:05PM ET","LA","Malcolm","Brown","Mia",0,0,9,0.00634920634920635,0,0,0,0,NA
"RB","Kenyan Drake (7769985)","Kenyan Drake",7769985,3000,"Mia@LA 04:05PM ET","Mia","Kenyan","Drake","LA",0,2.3,11,0.030188679245283,0,1.22710453986032,0.2,0,-0.148221761464139
"WR","Jakeem Grant (7770112)","Jakeem Grant",7770112,3000,"Mia@LA 04:05PM ET","Mia","Jakeem","Grant","LA",1.78,0,13,0.00377358490566038,0,0.820589721118046,0,0,NA
"WR","Bradley Marquez (7770113)","Bradley Marquez",7770113,3000,"Mia@LA 04:05PM ET","LA","Bradley","Marquez","Mia",1.13,0,8,0.0158730158730159,0,0.520936171271568,0,0,NA
"WR","Nelson Spruce (7770114)","Nelson Spruce",7770114,3000,"Mia@LA 04:05PM ET","LA","Nelson","Spruce","Mia",0,0,0,0,0,0,0,0,NA
"WR","Leonte Carroo (7770115)","Leonte Carroo",7770115,3000,"Mia@LA 04:05PM ET","Mia","Leonte","Carroo","LA",0,0,12,0.0113207547169811,0,0,0,0,NA
"WR","Pharoh Cooper (7770116)","Pharoh Cooper",7770116,3000,"Mia@LA 04:05PM ET","LA","Pharoh","Cooper","Mia",0,1.502,9,0.00634920634920635,0,0.800285569474122,2,0,-0.394362076010886
"WR","Mike Thomas (7770117)","Mike Thomas",7770117,3000,"Mia@LA 04:05PM ET","LA","Mike","Thomas","Mia",0,0,9,0.00634920634920635,0,0,0,0,NA
"TE","Lance Kendricks (7770213)","Lance Kendricks",7770213,3000,"Mia@LA 04:05PM ET","LA","Lance","Kendricks","Mia",9.68,8.501,3,0.177777777777778,1,8.99748442575936,6.8,0,0.118845483917302
"RB","James Develin (7769988)","James Develin",7769988,3000,"NE@SF 04:25PM ET","NE","James","Develin","SF",0,0,0,0,0,0,0,0,NA
"RB","Brandon Bolden (7769991)","Brandon Bolden",7769991,3000,"NE@SF 04:25PM ET","NE","Brandon","Bolden","SF",0,1.7,9,0.0131578947368421,0,0.906990312070671,0,0,NA
"RB","D.J. Foster (7769995)","D.J. Foster",7769995,3000,"NE@SF 04:25PM ET","NE","D.J.","Foster","SF",0,0,10,0.00657894736842105,0,0,0,0,NA
"WR","Matthew Slater (7770118)","Matthew Slater",7770118,3000,"NE@SF 04:25PM ET","NE","Matthew","Slater","SF",0,0,11,0.00328947368421053,0,0,0,0,NA
"WR","Rod Streater (7770123)","Rod Streater",7770123,3000,"NE@SF 04:25PM ET","SF","Rod","Streater","NE",5.38,6.801,8,0.0321428571428571,0,6.10817063008891,0,0,-0.60340750320798
"WR","Quinton Patton (7770125)","Quinton Patton",7770125,3000,"NE@SF 04:25PM ET","SF","Quinton","Patton","NE",11.45,10,2,0.178571428571429,0,10.6137496617385,3.7,1,0.875374427995048
"WR","Malcolm Mitchell (7770126)","Malcolm Mitchell",7770126,3000,"NE@SF 04:25PM ET","NE","Malcolm","Mitchell","SF",5.14,7.1,7,0.0460526315789474,0,6.15758643327119,19.8,0,1.16077514664459
"WR","Chris Harper (7770127)","Chris Harper",7770127,3000,"NE@SF 04:25PM ET","SF","Chris","Harper","NE",0,0,13,0.00357142857142857,0,0,5.5,0,NA
"WR","Aaron Burbridge (7770128)","Aaron Burbridge",7770128,3000,"NE@SF 04:25PM ET","SF","Aaron","Burbridge","NE",0,4.6,10,0.025,0,2.45420907972064,0,0,NA
"RB","Will Tukuafu (7769998)","Will Tukuafu",7769998,3000,"Phi@Sea 04:25PM ET","Sea","Will","Tukuafu","Phi",0,0,13,0.00353356890459364,0,0,0.2,0,NA
"RB","Kenjon Barner (7770000)","Kenjon Barner",7770000,3000,"Phi@Sea 04:25PM ET","Phi","Kenjon","Barner","Sea",0,0,11,0.00328947368421053,0,0,1.7,0,NA
"RB","Alex Collins (7770005)","Alex Collins",7770005,3000,"Phi@Sea 04:25PM ET","Sea","Alex","Collins","Phi",0,1,9,0.0106007067137809,0,0.533523712982748,0,0,NA
"WR","Jermaine Kearse (7770130)","Jermaine Kearse",7770130,3000,"Phi@Sea 04:25PM ET","Sea","Jermaine","Kearse","Phi",6.37,8.901,3,0.166077738515901,0,7.68496583404193,4.9,0,-0.148321190961874
"WR","Paul Richardson (7770132)","Paul Richardson",7770132,3000,"Phi@Sea 04:25PM ET","Sea","Paul","Richardson","Phi",2.68,3.701,5,0.0671378091872792,0,3.20953237432626,1.6,0,0.269346080403129
"WR","Tanner McEvoy (7770133)","Tanner McEvoy",7770133,3000,"Phi@Sea 04:25PM ET","Sea","Tanner","McEvoy","Phi",0,0,9,0.0106007067137809,0,0,0,0,NA
"WR","Dorial Green-Beckham (7770135)","Dorial Green-Beckham",7770135,3000,"Phi@Sea 04:25PM ET","Phi","Dorial","Green-Beckham","Sea",5.73,3.803,4,0.128289473684211,0,4.66895140259646,16.4,0,-1.3514198859786
"WR","Bryce Treggs (7770136)","Bryce Treggs",7770136,3000,"Phi@Sea 04:25PM ET","Phi","Bryce","Treggs","Sea",5.46,3.802,9,0.0131578947368421,0,4.54447992804485,0,0,-0.228967111074878
"WR","Nelson Agholor (7770137)","Nelson Agholor",7770137,3000,"Phi@Sea 04:25PM ET","Phi","Nelson","Agholor","Sea",6.48,7.501,2,0.164473684210526,0,6.98874323660934,2,0,-1.55539036272171
"RB","Mack Brown (7770008)","Mack Brown",7770008,3000,"GB@Was 08:30PM ET","Was","Mack","Brown","GB",0,0,0,0,0,0,0,0,NA
"RB","Aaron Ripkowski (7770010)","Aaron Ripkowski",7770010,3000,"GB@Was 08:30PM ET","GB","Aaron","Ripkowski","Was",0,1.9,12,0.0129533678756477,0,1.01369505466722,0.9,0,-0.0387039197063663
"RB","Joe Kerridge (7770011)","Joe Kerridge",7770011,3000,"GB@Was 08:30PM ET","GB","Joe","Kerridge","Was",0,0,0,0,0,0,0,0,NA
"RB","Don Jackson (7770013)","Don Jackson",7770013,3000,"GB@Was 08:30PM ET","GB","Don","Jackson","Was",0,0,14,0.00518134715025907,0,0,0,0,NA
"WR","Ryan Grant (7770142)","Ryan Grant",7770142,3000,"GB@Was 08:30PM ET","Was","Ryan","Grant","GB",2.16,2.1,7,0.0356164383561644,0,2.11617159367668,1.4,0,0.24973241351234
"WR","Rashad Ross (7770143)","Rashad Ross",7770143,3000,"GB@Was 08:30PM ET","Was","Rashad","Ross","GB",0,1.4,13,0.00547945205479452,0,0.746933198175847,0,0,NA
"WR","Maurice Harris (7770146)","Maurice Harris",7770146,3000,"GB@Was 08:30PM ET","Was","Maurice","Harris","GB",0,0,10,0.0136986301369863,0,0,2.4,0,NA
"WR","Trevor Davis (7770148)","Trevor Davis",7770148,3000,"GB@Was 08:30PM ET","GB","Trevor","Davis","Was",0,0,9,0.0207253886010363,0,0,0,0,NA
"WR","Jeff Janis (7770149)","Jeff Janis",7770149,3000,"GB@Was 08:30PM ET","GB","Jeff","Janis","Was",2.4,0,6,0.0414507772020725,0,1.10641310712545,0,0,-0.315422205522839
"WR","Geronimo Allison (7770150)","Geronimo Allison",7770150,3000,"GB@Was 08:30PM ET","GB","Geronimo","Allison","Was",0,0,10,0.0181347150259067,0,0,0,0,NA
"TE","Dwayne Allen (7770175)","Dwayne Allen",7770175,2900,"Ten@Ind 01:00PM ET","Ind","Dwayne","Allen","Ten",7.9,7.2,5,0.0861111111111111,1,7.48331387776374,0,0,1.29159555611548
"TE","Vernon Davis (7770236)","Vernon Davis",7770236,2800,"GB@Was 08:30PM ET","Was","Vernon","Davis","GB",6.14,3.9,6,0.0849315068493151,1,4.91131601302867,0,0,4.79142846205519
"TE","Will Tye (7770202)","Will Tye",7770202,2700,"Chi@NYG 01:00PM ET","NYG","Will","Tye","Chi",8.28,6.3,4,0.105849582172702,1,7.17832461137413,9.2,0,1.85312728110322
"TE","Vance McDonald (7770225)","Vance McDonald",7770225,2700,"NE@SF 04:25PM ET","SF","Vance","McDonald","NE",8.25,6.5,5,0.0928571428571429,1,7.27119919013161,13.6,0,0.790450671148303
"TE","Richard Rodgers (7770240)","Richard Rodgers",7770240,2700,"GB@Was 08:30PM ET","GB","Richard","Rodgers","Was",6.43,3.7,4,0.0880829015544041,0,4.93830285420978,6.8,0,0.910420515466538
"TE","Charles Clay (7770181)","Charles Clay",7770181,2600,"Buf@Cin 01:00PM ET","Buf","Charles","Clay","Cin",7.58,9.901,2,0.181159420289855,1,8.77630615520043,7.3,0,2.23869058025012
"TE","Garrett Celek (7770224)","Garrett Celek",7770224,2600,"NE@SF 04:25PM ET","SF","Garrett","Celek","NE",3.62,4.401,4,0.103571428571429,0,4.01634410703832,7.1,0,-0.731943142049639
"TE","David Johnson (7770152)","David Johnson",7770152,2500,"Pit@Cle 01:00PM ET","Pit","David","Johnson","Cle",0,0,2,0.1640625,0,0,2,0,10.5204583710469
"TE","Ladarius Green (7770153)","Ladarius Green",7770153,2500,"Pit@Cle 01:00PM ET","Pit","Ladarius","Green","Cle",7.76,5.4,12,0.0107238605898123,0,6.45843042981248,0,0,8.43604271963786
"TE","Xavier Grimble (7770154)","Xavier Grimble",7770154,2500,"Pit@Cle 01:00PM ET","Pit","Xavier","Grimble","Cle",0,0,7,0.0509383378016086,0,0,0,0,NA
"TE","Randall Telfer (7770155)","Randall Telfer",7770155,2500,"Pit@Cle 01:00PM ET","Cle","Randall","Telfer","Pit",0,1.1,10,0.0140056022408964,0,0.586876084281023,0,0,NA
"TE","Seth DeValve (7770156)","Seth DeValve",7770156,2500,"Pit@Cle 01:00PM ET","Cle","Seth","DeValve","Pit",0,1.101,12,0.00560224089635854,0,0.586876084281023,1.8,0,-0.00883241048863787
"TE","Danny Vitale (7770158)","Danny Vitale",7770158,2500,"Pit@Cle 01:00PM ET","Cle","Danny","Vitale","Pit",0,0,0,0,0,0,0,0,NA
"TE","Gavin Escobar (7770161)","Gavin Escobar",7770161,2500,"Bal@Dal 01:00PM ET","Dal","Gavin","Escobar","Bal",1.96,0,12,0.00346020761245675,0,0.903570704152455,4.1,0,0.0343492158514306
"TE","Crockett Gillmore (7770162)","Crockett Gillmore",7770162,2500,"Bal@Dal 01:00PM ET","Bal","Crockett","Gillmore","Dal",0,0,8,0.0368421052631579,0,0,0,0,NA
"TE","Darren Waller (7770163)","Darren Waller",7770163,2500,"Bal@Dal 01:00PM ET","Bal","Darren","Waller","Dal",0,3.4,12,0.0131578947368421,0,1.81398062414134,0,0,0.0225665015784658
"TE","Geoff Swaim (7770164)","Geoff Swaim",7770164,2500,"Bal@Dal 01:00PM ET","Dal","Geoff","Swaim","Bal",0,0,7,0.0311418685121107,0,0,0,0,NA
"TE","Marcedes Lewis (7770165)","Marcedes Lewis",7770165,2500,"Jax@Det 01:00PM ET","Jax","Marcedes","Lewis","Det",3.7,2.8,6,0.0714285714285714,0,3.1995866031701,3.6,0,NA
"TE","Clay Harbor (7770166)","Clay Harbor",7770166,2500,"Jax@Det 01:00PM ET","Det","Clay","Harbor","Jax",0,1.7,9,0.00903614457831325,0,0.906990312070671,0,0,NA
"TE","Matthew Mulligan (7770167)","Matthew Mulligan",7770167,2500,"Jax@Det 01:00PM ET","Det","Matthew","Mulligan","Jax",0,0,0,0,0,0,0,0,NA
"TE","Neal Sterling (7770169)","Neal Sterling",7770169,2500,"Jax@Det 01:00PM ET","Jax","Neal","Sterling","Det",0,0,12,0.00510204081632653,0,0,0,0,NA
"TE","Ben Koyack (7770171)","Ben Koyack",7770171,2500,"Jax@Det 01:00PM ET","Jax","Ben","Koyack","Det",0,0,9,0.0204081632653061,0,0,0,0,NA
"TE","Anthony Fasano (7770172)","Anthony Fasano",7770172,2500,"Ten@Ind 01:00PM ET","Ten","Anthony","Fasano","Ind",1.97,0,7,0.0364741641337386,0,0.908180758765477,0,0,0.736613575213176
"TE","Beau Brinkley (7770174)","Beau Brinkley",7770174,2500,"Ten@Ind 01:00PM ET","Ten","Beau","Brinkley","Ind",0,0,0,0,0,0,0,0,NA
"TE","Erik Swoope (7770177)","Erik Swoope",7770177,2500,"Ten@Ind 01:00PM ET","Ind","Erik","Swoope","Ten",0,0,10,0.0361111111111111,0,0,0,0,0.243653388814779
"TE","Jace Amaro (7770178)","Jace Amaro",7770178,2500,"Ten@Ind 01:00PM ET","Ten","Jace","Amaro","Ind",0,0,11,0.0121580547112462,0,0,0,0,NA
"TE","Phillip Supernaw (7770179)","Phillip Supernaw",7770179,2500,"Ten@Ind 01:00PM ET","Ten","Phillip","Supernaw","Ind",0,0,10,0.0182370820668693,0,0,0,0,NA
"TE","Clark Harris (7770180)","Clark Harris",7770180,2500,"Buf@Cin 01:00PM ET","Cin","Clark","Harris","Buf",0,0,0,0,0,0,0,0,NA
"TE","Ryan Hewitt (7770182)","Ryan Hewitt",7770182,2500,"Buf@Cin 01:00PM ET","Cin","Ryan","Hewitt","Buf",0,0,0,0,0,0,0,0,NA
"TE","Gerald Christian (7770184)","Gerald Christian",7770184,2500,"Buf@Cin 01:00PM ET","Buf","Gerald","Christian","Cin",0,0,0,0,0,0,0,0,NA
"TE","Tyler Kroft (7770185)","Tyler Kroft",7770185,2500,"Buf@Cin 01:00PM ET","Cin","Tyler","Kroft","Buf",2.21,1.102,8,0.0336391437308868,0,1.60569815375905,0,0,-0.392772496344252
"TE","C.J. Uzomah (7770186)","C.J. Uzomah",7770186,2500,"Buf@Cin 01:00PM ET","Cin","C.J.","Uzomah","Buf",0,0,5,0.0886850152905199,1,0,0,0,NA
"TE","Nick O'Leary (7770187)","Nick O'Leary",7770187,2500,"Buf@Cin 01:00PM ET","Buf","Nick","O'Leary","Cin",2.86,1.6,10,0.0289855072463768,0,2.1721135600969,0,0,0.262876419038773
"TE","Brandon Myers (7770188)","Brandon Myers",7770188,2500,"TB@KC 01:00PM ET","TB","Brandon","Myers","KC",0,0,9,0.0198300283286119,0,0,0,0,NA
"TE","Andrew DePaola (7770189)","Andrew DePaola",7770189,2500,"TB@KC 01:00PM ET","TB","Andrew","DePaola","KC",0,0,0,0,0,0,0,0,NA
"TE","Luke Stocker (7770190)","Luke Stocker",7770190,2500,"TB@KC 01:00PM ET","TB","Luke","Stocker","KC",0,0,13,0.0113314447592068,0,0,0,0,-0.653950019478854
"TE","James Winchester (7770192)","James Winchester",7770192,2500,"TB@KC 01:00PM ET","KC","James","Winchester","TB",0,0,0,0,0,0,0,0,NA
"TE","James O'Shaughnessy (7770193)","James O'Shaughnessy",7770193,2500,"TB@KC 01:00PM ET","KC","James","O'Shaughnessy","TB",0,0,14,0.0060790273556231,0,0,0,0,NA
"TE","Ross Travis (7770195)","Ross Travis",7770195,2500,"TB@KC 01:00PM ET","KC","Ross","Travis","TB",0,0,9,0.0182370820668693,0,0,0,0,NA
"TE","Demetrius Harris (7770196)","Demetrius Harris",7770196,2500,"TB@KC 01:00PM ET","KC","Demetrius","Harris","TB",2.32,1.2,8,0.0577507598784195,0,1.70976112580057,0,0,-0.1704722396257
"TE","Alan Cross (7770197)","Alan Cross",7770197,2500,"TB@KC 01:00PM ET","TB","Alan","Cross","KC",0,0,15,0.0084985835694051,0,0,7.3,0,NA
"TE","Logan Paulsen (7770199)","Logan Paulsen",7770199,2500,"Chi@NYG 01:00PM ET","Chi","Logan","Paulsen","NYG",0,0,9,0.0215384615384615,0,0,0,0,-1.21713222117997
"TE","Patrick Scales (7770200)","Patrick Scales",7770200,2500,"Chi@NYG 01:00PM ET","Chi","Patrick","Scales","NYG",0,0,0,0,0,0,0,0,NA
"TE","Larry Donnell (7770201)","Larry Donnell",7770201,2500,"Chi@NYG 01:00PM ET","NYG","Larry","Donnell","Chi",4.62,0,6,0.0584958217270195,0,2.1298452312165,0,0,NA
"TE","Daniel Brown (7770203)","Daniel Brown",7770203,2500,"Chi@NYG 01:00PM ET","Chi","Daniel","Brown","NYG",0,0,0,0,0,0,0,0,NA
"TE","Ben Braunecker (7770204)","Ben Braunecker",7770204,2500,"Chi@NYG 01:00PM ET","Chi","Ben","Braunecker","NYG",0,0,12,0.00307692307692308,0,0,0,0,NA
"TE","Jerell Adams (7770205)","Jerell Adams",7770205,2500,"Chi@NYG 01:00PM ET","NYG","Jerell","Adams","Chi",0,3.8,10,0.0278551532033426,0,2.02739010933444,0,0,0.225708514178236
"TE","Darren Fells (7770206)","Darren Fells",7770206,2500,"Ari@Min 01:00PM ET","Ari","Darren","Fells","Min",2.76,1.501,8,0.0364583333333333,0,2.07266064266839,3.2,0,-0.26749568774107
"TE","Jermaine Gresham (7770207)","Jermaine Gresham",7770207,2500,"Ari@Min 01:00PM ET","Ari","Jermaine","Gresham","Min",2.22,4.602,6,0.0651041666666667,1,3.47764120381169,11.3,0,0.337414822436016
"TE","Rhett Ellison (7770208)","Rhett Ellison",7770208,2500,"Ari@Min 01:00PM ET","Min","Rhett","Ellison","Ari",1.62,1.601,10,0.0153846153846154,0,1.60046678808208,0.8,0,-0.177233070110647
"TE","Kevin McDermott (7770209)","Kevin McDermott",7770209,2500,"Ari@Min 01:00PM ET","Min","Kevin","McDermott","Ari",0,0,0,0,0,0,0,0,NA
"TE","David Morgan (7770211)","David Morgan",7770211,2500,"Ari@Min 01:00PM ET","Min","David","Morgan","Ari",0,0,0,0,0,0,0,0,NA
"TE","Hakeem Valles (7770212)","Hakeem Valles",7770212,2500,"Ari@Min 01:00PM ET","Ari","Hakeem","Valles","Min",0,0,12,0.00520833333333333,0,0,0,0,NA
"TE","Cory Harkey (7770214)","Cory Harkey",7770214,2500,"Mia@LA 04:05PM ET","LA","Cory","Harkey","Mia",0,0,0,0,0,0,0,0,NA
"TE","MarQueis Gray (7770215)","MarQueis Gray",7770215,2500,"Mia@LA 04:05PM ET","Mia","MarQueis","Gray","LA",5.61,2.2,7,0.0415094339622641,0,3.7599928064678,1.5,0,-0.286064092803003
"TE","Dion Sims (7770216)","Dion Sims",7770216,2500,"Mia@LA 04:05PM ET","Mia","Dion","Sims","LA",0,3,6,0.0490566037735849,0,1.60057113894824,5,0,-0.79767718318134
"TE","Tyler Higbee (7770217)","Tyler Higbee",7770217,2500,"Mia@LA 04:05PM ET","LA","Tyler","Higbee","Mia",1.53,0,7,0.0444444444444444,0,0.705338355792477,2.4,0,-0.89026139712647
"TE","Temarrick Hemingway (7770218)","Temarrick Hemingway",7770218,2500,"Mia@LA 04:05PM ET","LA","Temarrick","Hemingway","Mia",0,0,0,0,0,0,0,0,NA
"TE","Dominique Jones (7770219)","Dominique Jones",7770219,2500,"Mia@LA 04:05PM ET","Mia","Dominique","Jones","LA",2.98,2.7,7,0.0415094339622641,0,2.81431029973419,0,0,-0.374231908800322
"TE","Thomas Duarte (7770220)","Thomas Duarte",7770220,2500,"Mia@LA 04:05PM ET","Mia","Thomas","Duarte","LA",0,0,0,0,0,0,0,0,NA
"TE","Kyle Nelson (7770222)","Kyle Nelson",7770222,2500,"NE@SF 04:25PM ET","SF","Kyle","Nelson","NE",0,0,0,0,0,0,0,0,NA
"TE","Matt Lengel (7770226)","Matt Lengel",7770226,2500,"NE@SF 04:25PM ET","NE","Matt","Lengel","SF",0,4.4,0,0,0,2.34750433712409,0,0,NA
"TE","Blake Bell (7770227)","Blake Bell",7770227,2500,"NE@SF 04:25PM ET","SF","Blake","Bell","NE",0,0,11,0.0178571428571429,0,0,0,0,NA
"TE","Je'Ron Hamm (7770228)","Je'Ron Hamm",7770228,2500,"NE@SF 04:25PM ET","SF","Je'Ron","Hamm","NE",0,0,0,0,0,0,0,0,NA
"TE","Brent Celek (7770229)","Brent Celek",7770229,2500,"Phi@Sea 04:25PM ET","Phi","Brent","Celek","Sea",0,0,7,0.0361842105263158,0,0,2.9,0,-0.774186104315081
"TE","Luke Willson (7770231)","Luke Willson",7770231,2500,"Phi@Sea 04:25PM ET","Sea","Luke","Willson","Phi",0,0,7,0.03886925795053,0,0,2.2,0,-0.454887892724634
"TE","Brandon Williams (7770233)","Brandon Williams",7770233,2500,"Phi@Sea 04:25PM ET","Sea","Brandon","Williams","Phi",0,0,11,0.00706713780918728,0,0,0,0,NA
"TE","Trey Burton (7770234)","Trey Burton",7770234,2500,"Phi@Sea 04:25PM ET","Phi","Trey","Burton","Sea",2.26,2,6,0.0723684210526316,0,2.10891976850863,2.4,0,-1.10784580769208
"TE","Nick Vannett (7770235)","Nick Vannett",7770235,2500,"Phi@Sea 04:25PM ET","Sea","Nick","Vannett","Phi",0,0,11,0.00706713780918728,0,0,0,0,NA
"TE","Jared Cook (7770237)","Jared Cook",7770237,2500,"GB@Was 08:30PM ET","GB","Jared","Cook","Was",6.23,6.8,8,0.0310880829015544,0,6.50002527219584,24.5,0,-0.0213417693168843
"TE","Justin Perillo (7770238)","Justin Perillo",7770238,2500,"GB@Was 08:30PM ET","GB","Justin","Perillo","Was",0,1.6,12,0.0129533678756477,0,0.853637940772397,0,0,NA
"TE","Derek Carrier (7770241)","Derek Carrier",7770241,2500,"GB@Was 08:30PM ET","Was","Derek","Carrier","GB",0,0,0,0,0,0,0,0,NA
