Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Riley Cooper,WR,PHI,@ NE,10th,3000,0,14.7,5.5,4.5,4.5,100,0,1.5,2.4,0.8
Bryan Walters,WR,JAC,@ TEN,12th,3000,0.5,14.3,6.8,5.12,5.12,100,0,1.7,3.8,1.3
Darrius Heyward-Bey,WR,PIT,vs IND,16th,3000,0,12.4,5.9,3.75,3.75,100,28,1.3,3.1,1
Dwayne Bowe,WR,CLE,vs CIN,4th,3000,0.5,12.2,1.5,4.42,4.42,100,0,1.5,,
Andre Caldwell,WR,DEN,@ SD,18th,3000,1.6,7,2.5,3.41,3.41,100,0,1.1,0.3,0.1
Miles Austin,WR,PHI,@ NE,10th,3000,0,13.3,3.8,4.27,4.27,100,0,1.4,,
Vernon Davis,TE,DEN,@ SD,27th,3000,0.8,16.4,6,5.99,5.99,100,41,2,4.5,1.5
Jason Avant,WR,KC,@ OAK,9th,3000,0,13.1,2.7,4.32,4.32,100,0,1.4,,
Lance Moore,WR,DET,vs GB,26th,3000,2.8,11.5,6.8,5.67,5.67,100,0,1.9,,
Greg Jennings,WR,MIA,vs BAL,21st,3000,0,12.8,3.8,3.16,3.16,100,0,1.1,,
Chiefs,DST,KC,@ OAK,13th,3000,4.1,25.4,10.9,11.22,11.22,100,32,3.7,17,5.7
Brent Celek,TE,PHI,@ NE,12th,3000,2.6,15.5,7.3,6.93,6.93,100,0,2.3,2.6,0.9
Mike Tolbert,RB,CAR,@ NO,32nd,3000,1.2,7.1,,4.75,4.75,100,0,1.6,,
Wes Welker,WR,STL,vs ARI,17th,3000,1.4,14.3,3.3,5.71,5.71,100,0,1.9,3.5,1.2
Falcons,DST,ATL,@ TB,24th,3000,0,18.5,5.7,4.74,4.74,100,0,1.6,5,1.7
Jaron Brown,WR,ARI,@ STL,15th,3000,0.4,15.4,3.1,5.37,5.37,100,17,1.8,,
Jonathan Grimes,RB,HOU,@ BUF,29th,3000,3,11.7,6.6,5.93,5.93,100,0,2,8.3,2.8
Griff Whalen,WR,IND,@ PIT,31st,3000,3.1,7.3,3.6,4.54,4.54,100,0,1.5,2.9,1
Keshawn Martin,WR,NE,vs PHI,32nd,3000,8.2,12.1,6.9,9.53,9.53,100,0,3.2,7.5,2.5
Vance McDonald,TE,SF,@ CHI,6th,3000,2.1,18.6,5.8,7.64,7.64,100,41,2.5,3.8,1.3
Mohamed Sanu,WR,CIN,@ CLE,25th,3000,0,19.8,5.7,4.8,4.8,100,29,1.6,0.7,0.2
Ladarius Green,TE,SD,vs DEN,10th,3000,0,17.6,8.3,4.95,4.95,100,0,1.7,4.1,1.4
Brandon Bolden,RB,NE,vs PHI,30th,3000,6.8,12.8,6.3,8.83,8.83,100,0,2.9,3.4,1.1
Jarius Wright,WR,MIN,vs SEA,8th,3000,0,19.3,5.3,4.52,4.52,100,0,1.5,4.4,1.5
Jordan Todman,RB,PIT,vs IND,5th,3000,0,12.6,0.6,3.43,3.43,100,0,1.1,,
Kenjon Barner,RB,PHI,@ NE,12th,3000,0,6,3.8,0,0,100,3,0,5.6,1.9
Brian Quick,WR,STL,vs ARI,17th,3000,0,19.7,2.2,6.29,6.29,100,20,2.1,2.4,0.8
Matt Asiata,RB,MIN,vs SEA,21st,3000,0,19.7,2.9,4.29,4.29,100,13,1.4,-0.1,
Stevan Ridley,RB,NYJ,@ NYG,26th,3000,0,18.2,1.6,3.39,3.39,100,0,1.1,0.4,0.1
C.J. Spiller,RB,NO,vs CAR,3rd,3000,1.6,16.6,6.2,6.59,6.59,100,0,2.2,1,0.3
Coby Fleener,TE,IND,@ PIT,19th,3000,0,21.8,8.2,6.15,6.15,100,22,2.1,6,2
Bilal Powell,RB,NYJ,@ NYG,26th,3000,0,25.6,12.3,7.43,7.43,100,3,2.5,24.8,8.3
Owen Daniels,TE,DEN,@ SD,27th,2900,0,16.3,7.4,5.26,5.26,100,0,1.8,3.3,1.1
Rams,DST,STL,vs ARI,3rd,2800,0,22,8.4,7.04,7.04,100,0,2.5,2,0.7
Steelers,DST,PIT,vs IND,4th,2800,2.6,18.2,9.3,7.81,7.81,100,17,2.8,21,7.5
Jets,DST,NYJ,@ NYG,6th,2700,3.2,16.1,7.1,7.53,7.53,100,7,2.8,6,2.2
Jaguars,DST,JAC,@ TEN,29th,2700,0.6,17.4,5.6,6.24,6.24,100,0,2.3,4,1.5
Jared Cook,TE,STL,vs ARI,20th,2700,0,17.4,5.5,5.6,5.6,100,21,2.1,5.2,1.9
Zach Ertz,TE,PHI,@ NE,12th,2600,0,26.4,11.8,8.56,8.56,100,1,3.3,8.9,3.4
Lance Kendricks,TE,STL,vs ARI,20th,2600,0,14,4.4,4.56,4.56,100,45,1.8,,
Ravens,DST,BAL,@ MIA,30th,2600,3.6,18.3,5.4,8.49,8.49,100,42,3.3,4,1.5
Vikings,DST,MIN,vs SEA,8th,2600,0.4,23.8,8.8,8.19,8.19,100,30,3.2,6,2.3
Titans,DST,TEN,vs JAC,21st,2600,5.8,18.4,5.1,9.98,9.98,100,21,3.8,6,2.3
Cowboys,DST,DAL,@ WAS,23rd,2600,1,13.9,4.6,5.26,5.26,100,2,2,6,2.3
Bears,DST,CHI,vs SF,32nd,2600,4.8,21.9,4.5,10.49,10.49,100,0,4,6,2.3
Bills,DST,BUF,vs HOU,27th,2600,3.9,24,5.7,10.55,10.55,100,20,4.1,4,1.5
Blake Bell,TE,SF,@ CHI,6th,2500,1.9,7.9,3.7,3.89,3.89,100,0,1.6,1.5,0.6
Dion Sims,TE,MIA,vs BAL,18th,2500,0,13.9,3,4.3,4.3,100,0,1.7,1.4,0.6
Chris Gragg,TE,BUF,vs HOU,1st,2500,2,8.9,3.9,4.28,4.28,100,0,1.7,,
Luke Willson,TE,SEA,@ MIN,8th,2500,0,19.2,3.4,5.8,5.8,100,0,2.3,5.6,2.2
Josh Hill,TE,NO,vs CAR,13th,2500,0,13.8,3.1,3.83,3.83,100,0,1.5,3.1,1.2
Justin Perillo,TE,GB,@ DET,29th,2500,2.8,7,4.5,4.2,4.2,100,26,1.7,,
Cameron Brate,TE,TB,vs ATL,21st,2500,0,17.3,5.8,4.46,4.46,100,39,1.8,3.2,1.3
Will Tye,TE,NYG,vs NYJ,5th,2500,0,5,8.1,0,0,100,56,0,10,4
Derek Carrier,TE,WAS,vs DAL,26th,2500,1.3,6.7,3.4,3.14,3.14,100,0,1.3,,
Jesse James,TE,PIT,vs IND,22nd,2500,0,9,4.3,0,0,100,30,0,6,2.4
Maxx Williams,TE,BAL,@ MIA,9th,2500,1.2,7.1,5.4,4.7,4.7,100,0,1.9,,
Nick Boyle,TE,BAL,@ MIA,9th,2500,0,3.8,3.9,0,0,100,0,0,4.5,1.8
Austin Seferian-Jenkins,TE,TB,vs ATL,21st,2500,4.7,16.1,11.7,8.51,8.51,100,0,3.4,6.1,2.4
Clive Walford,TE,OAK,vs KC,3rd,2500,1.2,13.5,5.3,5.33,5.33,100,37,2.1,10.3,4.1
Ryan Griffin,TE,HOU,@ BUF,2nd,2500,1.8,14.1,6.3,5.91,5.91,100,35,2.4,11.9,4.8
Texans,DST,HOU,@ BUF,9th,2500,4.8,18.4,9.4,9.35,9.35,100,20,3.7,0,
Ed Dickson,TE,CAR,@ NO,31st,2500,1.6,10,2.9,4.38,4.38,100,24,1.8,5.7,2.3
Clay Harbor,TE,JAC,@ TEN,16th,2500,0,15,4.6,3.61,3.61,100,0,1.4,,
Darren Fells,TE,ARI,@ STL,15th,2500,2.2,10.8,6.4,5.05,5.05,100,22,2,3.2,1.3
Anthony Fasano,TE,TEN,vs JAC,32nd,2500,0.7,12.7,4.8,4.73,4.73,100,0,1.9,,
Scott Chandler,TE,NE,vs PHI,14th,2500,6.2,23,6.1,11.78,11.78,100,0,4.7,16.1,6.4
Marcedes Lewis,TE,JAC,@ TEN,16th,2500,0.4,12.4,2.6,4.38,4.38,100,7,1.8,1.7,0.7
Craig Stevens,TE,TEN,vs JAC,32nd,2500,0.9,5.4,3.6,3.6,3.6,100,0,1.4,9.1,3.6
Buccaneers,DST,TB,vs ATL,25th,2500,2,20,6.4,7.98,7.98,100,25,3.2,6,2.4
Giants,DST,NYG,vs NYJ,7th,2500,0,20.6,7.1,6.76,6.76,100,8,2.7,11,4.4
Virgil Green,TE,DEN,@ SD,27th,2500,0,8,3.2,0,0,100,38,0,3.2,1.3
Garrett Celek,TE,SF,@ CHI,6th,2500,0,11.2,5.6,3.56,3.56,100,36,1.4,,
Mychal Rivera,TE,OAK,vs KC,3rd,2500,0,18.3,4.7,4.68,4.68,100,0,1.9,3.3,1.3
Dwayne Allen,TE,IND,@ PIT,19th,2500,0,18.9,2.8,5.08,5.08,100,3,2,1.6,0.6
Rhett Ellison,TE,MIN,vs SEA,11th,2500,1.2,8.4,2.7,3.61,3.61,100,20,1.4,0,
Jordan Cameron,TE,MIA,vs BAL,18th,2500,0,18.9,5.7,5.89,5.89,100,3,2.4,1.4,0.6
Lee Smith,TE,OAK,vs KC,3rd,2500,0,5.2,2.3,0,0,100,13,0,7.5,3
Jeff Cumberland,TE,NYJ,@ NYG,24th,2500,2.4,16.8,1.8,7.15,7.15,100,0,2.9,0,
Jermaine Gresham,TE,ARI,@ STL,15th,2500,0,14.6,3.6,4.43,4.43,100,0,1.8,2.3,0.9
Lions,DST,DET,vs GB,14th,2400,0,13,5.9,3.22,3.22,100,23,1.3,5,2.1
Browns,DST,CLE,vs CIN,17th,2300,1.2,17.1,5.3,6.5,6.5,100,0,2.8,-3,
Raiders,DST,OAK,vs KC,1st,2300,1,13,6.7,5.01,5.01,100,33,2.2,7,3
Dolphins,DST,MIA,vs BAL,20th,2300,1.9,23.2,5.8,9.04,9.04,100,8,3.9,17,7.4
Eagles,DST,PHI,@ NE,11th,2300,0,18.2,7.5,3.45,3.45,100,18,1.5,21,9.1
Chargers,DST,SD,vs DEN,5th,2300,0,14.6,4.8,4.02,4.02,100,36,1.7,4,1.7
Redskins,DST,WAS,vs DAL,31st,2300,1.3,15.1,7.6,5.93,5.93,100,29,2.6,8,3.5
Colts,DST,IND,@ PIT,10th,2200,0,15.6,7.6,4.41,4.41,100,0,2,0,
49ers,DST,SF,@ CHI,15th,2100,0.3,16.5,4.3,5.7,5.7,100,0,2.7,10,4.8
Saints,DST,NO,vs CAR,2nd,2000,0,13.4,4.6,3.85,3.85,100,0,1.9,11,5.5
