Player,Pos,Team,Opp,Def v Pos,Salary,Floor,Ceiling,2015 Avg,FC Proj,My Proj,Exposure,Consistency,Value,Actual Score,Actual Val
Tyler Lockett,WR,SEA,@ MIN,6th,4400,4.2,28.5,10.6,12.34,12.34,100,5,2.8,4.5,1
Stefon Diggs,WR,MIN,vs SEA,11th,4300,0,28.2,11.9,8.43,8.43,100,37,2,7.2,1.7
Pierre Garcon,WR,WAS,vs GB,26th,4200,3.2,24.2,11.6,10.18,10.18,100,45,2.4,12,2.9
Alfred Blue,RB,HOU,vs KC,15th,4200,5.3,21.2,8.7,10.55,10.55,100,0,2.5,9.9,2.4
Jordan Todman,RB,PIT,@ CIN,17th,4100,0.4,14.2,0.6,5,5,100,0,1.2,6.5,1.6
James Jones,WR,GB,@ WAS,15th,4100,3.6,23,12.5,10.05,10.05,100,0,2.5,15.1,3.7
Seahawks,DST,SEA,@ MIN,6th,4100,7,22.9,9.9,12.34,12.34,100,30,3,9,2.2
Richard Rodgers,TE,GB,@ WAS,15th,4000,4,15.1,10.2,7.74,7.74,100,20,1.9,3.1,0.8
Giovani Bernard,RB,CIN,vs PIT,13th,4000,3.2,24.5,11.7,10.35,10.35,100,44,2.6,4,1
Spencer Ware,RB,KC,@ HOU,25th,4000,2.1,26.7,10.9,10.28,10.28,100,43,2.6,12.7,3.2
Markus Wheaton,WR,PIT,@ CIN,17th,4000,5.2,19.6,9.6,9.99,9.99,100,16,2.5,3.3,0.8
Chiefs,DST,KC,@ HOU,25th,4000,4.8,26.1,10.9,11.91,11.91,100,30,3,29,7.3
Texans,DST,HOU,vs KC,15th,3900,7.3,20.8,9.4,11.77,11.77,100,25,3,4,1
Fitzgerald Toussaint,RB,PIT,@ CIN,17th,3900,6.5,11.9,2.1,8.26,8.26,100,0,2.1,15.8,4.1
Matt Jones,RB,WAS,vs GB,26th,3900,0,24.6,9.6,8.19,8.19,100,31,2.1,,
Jamison Crowder,WR,WAS,vs GB,26th,3800,0.1,22,8.6,7.41,7.41,100,44,2,4.5,1.2
Jerick McKinnon,RB,MIN,vs SEA,11th,3800,0,18.2,5.2,5.36,5.36,100,35,1.4,5.9,1.6
Steelers,DST,PIT,@ CIN,17th,3700,6.1,21.7,9.3,11.32,11.32,100,21,3.1,12,3.2
Alfred Morris,RB,WAS,vs GB,26th,3700,0,20.8,6.4,6.84,6.84,100,0,1.8,5,1.4
Marvin Jones,WR,CIN,vs PIT,13th,3700,0.4,28,10.9,9.55,9.55,100,27,2.6,7.2,1.9
James Starks,RB,GB,@ WAS,15th,3600,2.4,17.7,10.8,7.53,7.53,100,22,2.1,14.5,4
Albert Wilson,WR,KC,@ HOU,25th,3500,0,15.3,6.8,4.52,4.52,100,8,1.3,4,1.1
Kyle Rudolph,TE,MIN,vs SEA,11th,3500,1,19.8,8.2,7.25,7.25,100,53,2.1,3.4,1
Fred Jackson,RB,SEA,@ MIN,6th,3500,0,13.7,5.2,3.09,3.09,100,0,0.9,4.1,1.2
Mike Wallace,WR,MIN,vs SEA,11th,3400,0.3,18.6,6.6,6.43,6.43,100,53,1.9,2,0.6
Chris Polk,RB,HOU,vs KC,15th,3400,0.8,14,4.8,5.2,5.2,100,0,1.5,,
Davante Adams,WR,GB,@ WAS,15th,3400,0,28.7,8.2,8.27,8.27,100,37,2.4,14.8,4.4
Cecil Shorts III,WR,HOU,vs KC,15th,3300,0,17.3,10.1,4.73,4.73,100,0,1.4,1.5,0.5
Jermaine Kearse,WR,SEA,@ MIN,6th,3300,3.7,18.1,9.4,8.47,8.47,100,21,2.6,4.8,1.5
Heath Miller,TE,PIT,@ CIN,17th,3300,2.1,22.5,8.7,8.88,8.88,100,0,2.7,2.9,0.9
Redskins,DST,WAS,vs GB,26th,3300,5.7,19.5,7.6,10.28,10.28,100,28,3.1,1,0.3
Bengals,DST,CIN,vs PIT,13th,3200,5.8,19.9,8.6,10.53,10.53,100,19,3.3,9,2.8
Chris Conley,WR,KC,@ HOU,25th,3000,0,6.4,4.8,0,0,100,48,0,7.9,2.6
Jared Abbrederis,WR,GB,@ WAS,15th,3000,0,0,2.5,0,0,100,0,0,5.4,1.8
Jaelen Strong,WR,HOU,vs KC,15th,3000,2.9,12.2,4.8,6.02,6.02,100,31,2,2.7,0.9
Chris Thompson,RB,WAS,vs GB,26th,3000,0,10.3,7.1,2.14,2.14,100,56,0.7,19.4,6.5
Vikings,DST,MIN,vs SEA,11th,3000,3,26.4,8.8,10.84,10.84,100,21,3.6,8,2.7
Knile Davis,RB,KC,@ HOU,25th,3000,0,16.2,1.4,0,0,100,0,0,7.2,2.4
Mohamed Sanu,WR,CIN,vs PIT,13th,3000,0,21.2,5.7,6.22,6.22,100,25,2.1,4.7,1.6
Jarius Wright,WR,MIN,vs SEA,11th,3000,0,20.1,5.3,5.34,5.34,100,0,1.8,1.9,0.6
Jonathan Grimes,RB,HOU,vs KC,15th,3000,2.3,11,6.6,5.21,5.21,100,29,1.7,4.7,1.6
Packers,DST,GB,@ WAS,15th,2800,2.9,22.7,7.3,9.5,9.5,100,7,3.4,9,3.2
Ryan Griffin,TE,HOU,vs KC,15th,2600,1.7,14,6.3,5.75,5.75,100,38,2.2,5.9,2.3
MyCole Pruitt,TE,MIN,vs SEA,11th,2500,0,0,1.9,0,0,100,0,0,4.2,1.7
Cooper Helfet,TE,SEA,@ MIN,6th,2500,0,14.1,3.7,4.69,4.69,100,0,1.9,,
