"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"Jordan Howard",12,0,6400,17.3,0.03,-0.08,-0.04,22.3,16.5,16,2,4.9,4.7,3.5,2.9,0.5,6.4,19.8,16.8,33,6.3,27.3,14,13,18,8,32.7,15.7,10.9,24,41,1,0.0944700460829493,5,5,4,8.5822154354253
"Donte Moncrief",4,1,6300,27,-0.15,0.01,-0.12,0,0.1,0,0,-1,8,7,7.6,1.1,5.7,14.3,13.1,13,7.8,18.4,14.2,0,6,4,12.6,16.5,13.7,29,49,7,0.107456140350877,4,3,1,2.23705354368458
"Spencer Ware",5,0,6300,24.8,0.06,0.17,0.13,16,14.8,15.8,2,4.5,2.7,3.1,2.9,0.3,11.6,14.1,15.7,31,6.5,25,16.8,7.3,26,29,20.2,11.6,10.5,28,35,2,0.0810185185185185,6,6,3,0
"Michael Crabtree",2,1,6200,21.3,0.06,0.14,0.2,0,0,0,0,0,10.3,9.3,7.9,1.3,7,15.3,16.5,12,7.2,25.9,14.5,6.1,18,32,20.4,22,3.5,71,120,8,0.249480249480249,1,1,1,0
"Doug Martin",5,0,6200,27,0.12,-0.08,0.12,21.3,17.5,15.6,2.8,3,2.3,2.3,1.6,0.2,8.2,12.4,11,28,6.4,15.5,11.5,16.5,27,25,13.8,10,13.5,12,14,0,0.03125,7,8,9,3.76630236955885
"Kelvin Benjamin",0,0,6200,24.8,0.09,-0.17,-0.02,0,0,0,0,0,6.3,7.9,7.2,0.9,7.9,8.6,13.1,12,4.8,21.4,13.3,2.1,21,12,3.8,13.3,8.6,50,96,5,0.222222222222222,2,2,1,1.59761002157373
"Tyrell Williams",19,0,6100,23.8,0.13,-0.13,0.11,0,0,0,0,0,9.7,7.4,7.9,1,9.4,20.1,15.1,13,7,23.3,15.7,8.8,28,29,12.7,21,0,55,85,6,0.200471698113208,1,1,1,11.6546960590215
"Devonta Freeman",14,0,6100,24.3,-0.06,0.07,0.01,14.3,14.7,14.3,3.3,4.5,3.7,3.9,4,1,6.8,19.8,17,30,8.7,25.3,15.9,3.8,13,19,26.5,21.7,0,39,49,2,0.116113744075829,3,3,5,18.8734607633371
"Demaryius Thomas",20,0,6000,21,0.11,-0.13,0.14,0,0,0,0,0,9.7,8.6,9.3,1,7.8,15.3,14.9,16,9.5,20.4,16.8,25.6,22,30,12.1,11,0,68,115,5,0.281862745098039,1,2,1,5.12731162939354
"Tyler Eifert",26,0,6000,23,0.03,0.32,0.41,0,0,0,0,0,6.3,6.3,6.1,1.2,8.9,11.7,13,9,3.7,22.2,14.3,21.8,31,29,10.5,17.8,6.7,24,38,3,0.0850111856823266,5,5,3,7.91058888287152
"Jordan Reed",4,0,5900,25,-0.01,-0.05,-0.42,0,0,0,0,0,7.3,9,5.1,1.2,7.8,16.8,16.9,9,7.9,25.8,10.6,2,11,4,0,31.5,12.9,61,83,5,0.170081967213115,1,3,2,2.20198513809849
"Jay Ajayi",4,0,5900,21,-0.16,-0.08,-0.26,15.3,15.7,18.9,2,5.2,4.3,2.5,2.3,0.5,4,12.9,15.8,38,5.4,26.2,13.9,7.3,3,2,14.7,12.6,11.4,24,31,1,0.0840108401084011,4,4,6,3.63357511297353
"Terrelle Pryor",5,0,5900,19,0.01,0.08,-0.13,0,0.7,1.1,0.1,2.6,10.3,9.5,8.9,0.7,7.5,15.5,16,18,6.8,25.3,14.1,1.3,19,6,0,22.1,14.7,64,115,4,0.261958997722096,1,1,1,5.78206983495654
"DeAndre Hopkins",9,0,5800,20.5,0.09,0.03,0.03,0,0,0,0,0,8,9.4,8.7,0.4,5.9,12.5,12.7,14,6.3,19,15,5.3,29,17,14.8,12,10.8,58,117,4,0.266514806378132,1,1,1,5.04785283698962
"Jeremy Hill",37,0,5800,23,0.03,0.32,0.2,17,14.2,20,2.7,4,3.7,1.8,3.2,0.2,6.1,11.7,11.9,36,4.2,19.7,18.6,26.2,31,31,12.5,14.2,8.3,18,23,0,0.0514541387024608,6,7,6,23.3606630148175
"Travis Kelce",4,0,5700,24.8,0.06,0.17,0.04,0.3,0.1,0,0.1,-5,10.7,7.5,6.5,1.3,9.1,22.1,14.8,11,7.3,22.4,13,18.1,26,22,25,21.1,20.3,65,94,3,0.217592592592593,1,1,2,0
"Thomas Rawls",15,0,5700,25.3,0.05,-0.12,-0.09,13.7,12,14.2,1.4,3.8,2,2.4,2.9,0.2,7,14.5,11.2,31,1.3,21.1,12,8.4,17,7,27.8,3.8,11.8,10,12,0,0.0310077519379845,7,8,5,8.72781590418779
"Emmanuel Sanders",25,0,5700,21,0.11,-0.13,0.14,0.3,0.1,0.2,0,4,9.3,9.5,9,1.3,7.5,16.3,15,16,5.1,24.9,15.7,30,22,30,6.2,32.2,0,64,117,4,0.286764705882353,2,1,2,12.4814670135036
"Jarvis Landry",1,0,5600,21,-0.16,-0.08,-0.02,0.3,0.3,0.5,0,4.3,8.7,8.6,7.3,0.7,8,14,14.8,14,7.6,22,13.3,16.3,3,10,19.6,8.7,13.8,79,105,2,0.284552845528455,1,1,3,3.25647877695606
"Jacquizz Rodgers",0,0,5600,27,0.12,-0.08,0.12,17.3,13.6,6.6,1.6,4.4,1,1.9,0.9,0.3,6.1,13.7,10.3,12,2.2,18.4,4.4,0,27,25,0,0,0,11,14,0,0.03125,8,8,9,0.668075321608352
"Jamison Crowder",21,0,5600,25,-0.01,-0.05,0.07,0,0.2,0.5,0,-1,7,7,6.1,1.3,9.1,17.4,16,11,9.8,22.1,14.2,5.7,11,27,13.2,16.8,22.2,58,84,7,0.172131147540984,3,2,1,13.6562586006374
"Davante Adams",9,0,5500,22.3,-0.05,-0.07,-0.07,0,0,0,0,0,6.3,7.8,7.2,1.3,8.5,13.7,16.2,13,4.5,27.9,11.6,23.4,5,8,2.7,31.3,7.2,61,98,8,0.19758064516129,2,2,2,4.1991086410327
"Jimmy Graham",27,0,5500,25.3,0.05,-0.12,0.23,0,0,0,0,0,7,6.6,6.6,1.2,9.7,14.5,14.2,12,5.6,22.9,12.6,2.6,17,23,18.3,11.7,13.6,58,81,5,0.209302325581395,2,2,1,7.39876772286194
"Steve Smith",3,0,5500,19.3,-0.01,-0.12,-0.07,0,0,0,0,0,7.7,7.7,8.2,0.9,7.6,13.7,13.6,13,5.9,21.3,13.6,9.7,8,7,11.3,6,23.9,56,80,3,0.160320641282565,3,3,3,0
"Jordan Matthews",10,0,5400,23.5,0.05,0.07,0.01,0,0,0,0,0,8,8.1,8.6,0.7,7.7,11,13.3,15,6.7,20,16.6,15.9,25,14,0,8.7,10.9,57,91,3,0.204954954954955,1,1,1,3.24360556477889
"Jonathan Stewart",5,0,5400,24.8,0.09,-0.17,0.17,15.3,15.3,16.6,3.1,3.7,2,1.4,1.1,0.1,3.3,12.6,11.2,30,2.7,19.6,11.6,12.6,21,26,5.3,21.6,10.9,7,16,0,0.037037037037037,9,7,8,3.67641183625274
"Alex Smith",5,0,5400,24.8,0.06,0.17,0.08,2.3,2.7,3.7,0.5,1.8,0,0,0,0,0,16.3,14.9,65,7.7,22.2,18.8,14.2,26,21,13.5,15,20.4,0,1,0,0.00231481481481481,15,15,6,0
"Sammy Watkins",6,0,5300,22.3,0.05,-0.14,-0.08,0,0,0,0,0,5.7,5.8,7.5,0.5,7.9,7.3,7.5,13,4.6,10.4,15,15.4,9,3,6.8,11,0,12,22,0,0.061624649859944,6,6,7,3.79404636131999
"Brock Osweiler",2,0,5300,20.5,0.09,0.03,0.13,2.7,2.3,2.8,0.3,4.9,0.3,0.1,0,0.1,-14,15.8,13.4,61,9.4,17.5,15.2,4.7,29,30,17.3,15.1,15,1,1,0,0.00227790432801822,13,14,8,0.695375409501318
"LeGarrette Blount",3,0,5300,25.8,-0.08,-0.31,-0.18,16,19.2,13.8,3.7,4.2,0.3,0.6,0.3,0,4.4,12.3,16.2,23,8.7,23.6,7.1,14.9,3,1,14.8,6.7,15.4,6,7,0,0.0158013544018059,9,9,8,0
"Mark Ingram",1,0,5300,25,0.02,0.08,-0.01,9.3,11.9,12.9,1.8,5.3,3.7,3.4,2.8,0.6,6.4,17.8,15.4,25,4.9,26,12.9,3.3,20,20,10.3,32.7,10.5,35,41,4,0.0816733067729084,5,5,3,1.92077203760754
"DeVante Parker",1,0,5300,21,-0.16,-0.08,-0.02,0,0,0,0,0,6.7,6.2,5.9,0.7,8.6,14.6,11.5,11,4.7,18.3,11.1,3.4,3,10,12.4,9.4,21.9,45,67,4,0.181571815718157,2,2,2,0.275220398270551
"Derrick Henry",0,0,5200,23,-0.2,0.15,0.05,11,7,6.2,1,4.5,1.7,1.1,1.2,0.2,9.7,11.6,6.3,12,0.6,12,6,5.7,1,23,0,12,0,9,11,0,0.0279187817258883,8,9,10,0.24658859877305
"DeSean Jackson",14,0,5200,25,-0.01,-0.05,0.07,0,0,0,0,0,6,6.7,6.5,0.8,8.7,15.6,11.6,11,4.3,18.8,13.7,22.2,11,27,6.9,24.8,15.1,39,80,3,0.163934426229508,4,4,3,9.08582437387359
"Kenny Britt",22,0,5200,19.8,0.13,-0.05,0.06,0,0,0,0,0,7.7,7.3,8.2,0.6,9.8,13.4,14.7,14,7,22.4,13.9,15.2,30,25,14.7,16.2,9.3,57,92,5,0.225490196078431,1,1,1,7.5263900849632
"Cole Beasley",3,0,5200,25.3,0.08,-0.14,-0.05,0,0.1,0,0,7,5.3,6.4,6.1,0.6,8.7,10.6,13.1,10,8,18.2,11,8.1,9,11,4.3,10.6,16.9,60,81,5,0.219512195121951,1,1,2,2.83521400605485
"Latavius Murray",1,0,5200,21.3,0.06,0.14,-0.07,17,14,14.7,2.8,4,4.7,3.8,2.7,0.5,6,19.2,17.6,27,9.1,26.1,13.8,19.3,18,16,25.5,17.8,14.2,30,40,1,0.0831600831600832,4,5,6,0
"Willie Snead",7,0,5200,25,0.02,0.08,-0.01,0,0,0,0,0,6,6.9,7,0.7,8.3,9.3,13.6,11,4.4,22.7,14.4,14.5,20,20,5.8,14.8,7.3,55,77,4,0.153386454183267,3,3,3,4.82923018191181
"Rishard Matthews",2,0,5100,23,-0.2,0.15,-0.34,0,0,0,0,0,8.3,6.1,6.7,0.7,9.2,18.3,13.3,11,7,19.6,13.5,3.6,1,1,0,15.4,24.2,48,73,7,0.185279187817259,2,3,1,1.4775340252315
"Lamar Miller",14,0,5100,20.5,0.09,0.03,0.05,19,18.8,15.9,1.8,4,2.7,3,1.9,0.4,4.1,11.5,13.8,29,4.8,22.7,13,22.2,29,24,2.8,9.5,22.3,29,37,1,0.0842824601366743,5,5,5,9.42385716949137
"Sam Bradford",1,0,5100,20.5,-0.2,0.08,-0.15,1,1.2,2.1,0.1,0.5,0,0.1,0,0,5,10.8,14.3,57,9.8,18.9,14.7,17.4,10,9,0,0,0,1,1,0,0.00230414746543779,11,13,6,0.474977138950789
"Jeremy Maclin",3,0,5100,24.8,0.06,0.17,0.05,0,0.1,0,0,-1,5.3,7,6.2,0.8,6.7,7.1,9.9,10,4.7,15.2,13.3,2.6,26,17,0,0,0,30,56,2,0.12962962962963,4,4,3,0
"Tyreek Hill",2,0,5000,24.8,0.06,0.17,0.05,1.3,1.1,0.4,0.3,6.7,7,5.2,5.6,0.9,7.8,18.3,12.4,10,3.7,21.1,10,23.8,26,17,12.2,32.5,10.1,51,63,5,0.145833333333333,2,2,1,0
"Greg Olsen",17,0,5000,24.8,0.09,-0.17,0.01,0,0,0,0,0,6.3,8.1,8,0.8,8.5,7.3,14.1,13,5.7,22.5,16.2,12.7,21,20,6,8.5,7.3,62,100,3,0.231481481481481,1,1,3,7.29600397737866
"Brandon LaFell",12,0,5000,23,0.03,0.32,0.04,0,0.1,0,0,-2,8.3,5.9,6.9,1,7.8,11.5,10.5,11,2.8,18.2,11.4,5.2,31,31,20.5,6.8,7.2,41,75,5,0.167785234899329,4,2,1,8.31942434546375
"Allen Robinson",3,0,5000,17.5,-0.16,-0.03,-0.23,0,0,0,0,0,7,9.6,8.8,1.3,5.4,7.1,13.3,15,4.8,21.8,13.7,2.7,2,2,6.1,4.4,10.8,56,121,6,0.244444444444444,1,1,1,2.05061391904969
"Bilal Powell",2,0,5000,19.8,-0.02,0.59,0.44,4.3,4.1,9.2,0.7,6.3,3.7,4.3,3.1,0.6,4.8,9.2,8.6,20,2.2,15.1,12.2,37.9,32,32,0.3,5.3,0,37,51,0,0.12289156626506,3,3,7,0.313840034802063
"Todd Gurley",9,0,5000,19.8,0.13,-0.05,0.28,14.7,17.6,16.2,1.9,3.2,3,3.5,4.7,0.6,6,11.1,12.3,36,7.6,17.1,16.8,17.3,30,30,6.7,12.9,13.6,34,44,0,0.107843137254902,5,5,5,11.6298374424035
"Randall Cobb",5,1,5000,22.3,-0.05,-0.07,-0.07,0,0.9,0.5,0.2,3.3,5,7.3,6.8,1.2,7.2,10.8,13.2,13,6,20.4,11,6.3,5,8,10.9,10.1,11.4,59,85,5,0.171370967741935,3,3,3,1.85241084190808
"Charcandrick West",0,0,4900,24.8,0.06,0.17,0.13,1.3,4.7,3.3,0.3,3.7,1.3,2.5,2,0.4,4.5,2.7,4.9,9,1.4,8.4,4.7,6.4,26,29,0,0.8,7.2,23,30,0,0.0694444444444444,7,7,6,0
"Tyler Boyd",12,0,4900,23,0.03,0.32,0.04,0,0.1,0.3,0,3,7.7,5.4,6.9,0.7,7.3,13.1,7.9,11,2.9,12.9,13.2,14.9,31,31,10.6,11.2,17.4,43,66,1,0.147651006711409,3,3,4,4.18201834210783
"Marvin Jones",2,0,4900,24.8,-0.09,0,0.05,0,0.1,0,0,3,6,7,6.1,0.9,9.5,4.5,13.2,11,2.1,24.3,12.5,10.7,12,22,0,9.4,2.5,42,87,4,0.19683257918552,4,2,3,0.884700409279367
"Carlos Hyde",9,0,4900,22.8,0.06,-0.16,-0.01,17.3,17.4,16.2,3.1,3.9,3.7,2.6,2.6,0.3,4.8,15.1,14.9,32,6,23.8,12.5,30,26,15,10.8,20.5,14,22,26,1,0.0693333333333333,4,6,5,7.4158580217868
"Quincy Enunwa",2,0,4900,19.8,-0.02,0.59,0.09,0,0,0,0,0,4.3,6.3,5.9,0.7,8.6,9.5,11.4,9,3.9,18.8,8.8,5.9,32,32,2,24.9,0,43,77,4,0.185542168674699,2,2,1,1.18011843355203
"Rashad Jennings",1,0,4900,21.8,0.1,-0.23,-0.17,14,13.4,11,1,3.4,4.7,3.8,2.1,0.1,5.2,16.4,11.7,22,5.7,17.6,9.2,7.7,18,4,17.3,7.9,23.9,28,34,1,0.0728051391862955,4,5,4,0.62679226186777
"Alfred Morris",0,0,4900,25.3,0.08,-0.14,-0.06,1.3,5.1,4.6,0.4,3.8,0,0.3,0.8,0,2,0.9,3.2,8,0.4,5.9,3.9,0,9,13,1.1,1.2,0.3,2,4,0,0.010840108401084,12,9,8,0.0188659143975781
"Mike Wallace",2,0,4900,19.3,-0.01,-0.12,-0.07,0.7,0.4,0.2,0,6.2,7,7.8,7.4,0.7,9.2,11,14.8,12,8.6,21,11.7,10.2,8,7,11.9,8.6,12.5,58,96,4,0.192384769539078,2,1,1,0
"Zach Ertz",15,0,4900,23.5,0.05,0.07,0.16,0,0,0,0,0,10.7,6.7,6.4,0.8,6.7,15,10.4,11,3.7,17.1,11.6,24.2,25,21,22.9,6.6,15.5,51,71,3,0.15990990990991,2,2,1,4.3669043032041
"Dontrelle Inman",10,0,4800,23.8,0.13,-0.13,0.11,0,0,0,0,0,6.7,5.6,5.7,0.3,8.6,16.4,10.1,9,1,19.3,9.9,19.1,28,29,12.9,26.9,0,42,75,3,0.17688679245283,2,2,4,6.01090227900246
"Frank Gore",8,0,4800,27,-0.15,0.01,0,17.7,16.5,15.2,2.1,3.8,2,3.1,3.1,0.4,5.5,9.4,14.1,31,8.9,19.3,13.3,15.4,6,21,7.9,4.1,16.1,31,41,3,0.0899122807017544,3,6,5,4.74244697568295
"Devontae Booker",1,0,4800,21,0.11,-0.13,-0.15,22,12.2,14.6,1.8,3.5,1.7,2.3,3,0.4,5.3,10.9,8.4,30,2.9,13.8,12.6,3.1,22,10,10.7,11.1,0,19,28,0,0.0686274509803922,4,5,8,0.812566030700391
"Adam Thielen",4,0,4700,20.5,-0.2,0.08,-0.11,0,0.1,0,0,11,8.3,5.8,5.8,0.6,9.4,15.1,11.6,10,4.9,18.2,12.2,17.1,10,5,14.6,13.3,17.5,53,71,3,0.163594470046083,3,3,2,2.9406411747472
"Sterling Shepard",6,0,4600,21.8,0.1,-0.23,0.09,0.3,0.1,0,0,22,6.3,6.7,8.1,0.7,6.2,10.1,11.6,14,5.4,17.8,13.8,6.9,18,18,12.1,2.2,16,51,81,6,0.173447537473233,2,2,2,5.14972877473654
"Mike Gillislee",0,0,4600,22.3,0.05,-0.14,0.16,10,5.8,3.5,1,5.8,1,0.9,0.6,0.2,4,11.9,8.3,7,2.4,14.2,3,3.4,9,28,16.9,0,7.2,9,11,1,0.030812324929972,7,10,3,0.636114243099514
"Tim Hightower",1,0,4500,25,0.02,0.08,-0.01,9.7,8.8,10.2,1.7,4,4,1.7,2,0.3,8.5,13.7,7.6,19,-0.2,15.4,10.4,4.9,20,20,1.9,18.5,20.6,17,20,1,0.0398406374501992,8,9,7,0.577075028631799
"Anquan Boldin",5,0,4500,24.8,-0.09,0,0.05,0,0,0,0,0,8,6,6.5,1.3,6,12.5,10.9,11,5.6,16.3,12.2,13.9,12,22,8,19.9,9.7,55,77,7,0.17420814479638,2,3,1,3.73345348331365
"Will Fuller",5,0,4500,20.5,0.09,0.03,0.03,0,0,0,0,0,5.3,6.7,5,0.4,7.6,7.9,11,8,1.8,20.1,9.3,4.2,29,17,10.9,10,2.7,35,67,2,0.152619589977221,4,3,3,0
"Delanie Walker",7,0,4400,23,-0.2,0.15,-0.06,0,0.1,0,0,3,7,6.5,5.4,0.7,9.1,17.3,14,9,5.9,22.1,10.4,5.8,1,10,0,14,7.6,51,74,6,0.187817258883249,1,2,2,6.89626854408409
"Alfred Blue",0,0,4400,20.5,0.09,0.03,0.05,7,5.1,4.3,0.4,5.2,0.7,0.6,0.3,0.1,1.2,4.2,2.9,8,1,4.8,3.4,6.5,29,24,6.1,0,0,3,6,0,0.0136674259681093,10,10,8,0.0166463950566865
"Darren Sproles",3,1,4400,23.5,0.05,0.07,0.15,4,6.1,5.4,1.3,4.6,4.7,5.1,4,0.8,6.3,10.1,11.1,16,4.1,18,9.6,12,25,29,16.9,10.4,3.1,46,62,1,0.13963963963964,3,4,4,2.46078109324645
"Taylor Gabriel",26,0,4300,24.3,-0.06,0.07,0.12,0.3,0.3,0,0.1,17,5.3,3.8,7.4,0.4,12.4,16.7,11.5,12,3.5,19.4,15.4,17.2,13,21,0,0,0,26,34,4,0.0805687203791469,4,4,2,26.2813285154967
"Rob Kelley",10,0,4200,25,-0.01,-0.05,-0.09,17.3,11.2,16.9,2,4.7,1.7,0.9,1.4,0.2,0.4,15.7,9,31,-1.1,19.1,12.1,16.8,11,9,6.3,6.2,34.7,4,10,1,0.0204918032786885,10,9,6,7.563234106022
"Martellus Bennett",2,1,4200,25.8,-0.08,-0.31,-0.22,0.3,0.2,0,0,5,3.7,4.8,5.2,0.6,9.4,3.5,11,8,0.9,21.1,9.5,17,3,2,2.4,5.6,2.4,45,64,4,0.144469525959368,3,3,1,0
"Pierre Garcon",15,0,4200,25,-0.01,-0.05,0.07,0,0,0,0,0,6.7,7.1,6.8,0.9,8.4,16.6,12.1,12,6.1,18.1,13.1,16.9,11,27,14.8,8.3,26.6,60,89,2,0.182377049180328,2,1,4,10.7391443309037
"Malcolm Mitchell",4,0,4200,25.8,-0.08,-0.31,0.02,0,0,0,0,0,7.3,4.1,6.6,0.6,8.6,19.1,8.2,11,-0.2,16.6,12.2,14.1,3,25,16.2,21.2,19.8,24,37,3,0.0835214446952596,6,6,4,0
"Jeremy Langford",0,0,4100,17.3,0.03,-0.08,-0.04,2.7,5.1,4.3,0.9,3.6,1.7,2.5,1.5,0,3.9,4.5,6.6,10,1.2,12,4.2,1.5,18,8,0.2,0.5,12.8,14,21,0,0.0483870967741935,7,8,9,0.0628123973472305
"Chris Hogan",1,0,4100,25.8,-0.08,-0.31,0.02,0,0.1,0,0,2,4.3,3.6,5.2,0.3,12.1,7.8,8.7,8,1.5,15.9,9.3,27.6,3,25,12.3,11,0,27,45,3,0.101580135440181,4,4,4,0
"Travis Benjamin",2,0,4100,23.8,0.13,-0.13,0.11,0,0.1,0,0,-1,2.3,5.9,4.7,0.6,8.4,2.6,10.7,8,1.4,20,8.9,-0.2,28,29,4.4,1.8,0,42,67,3,0.158018867924528,2,3,4,1.75319832737022
"Cameron Brate",26,0,4100,27,0.12,-0.08,-0.04,0,0,0,0,0,5.7,5.6,4.9,1.1,7.9,11.1,11.3,8,4.5,18.2,10.4,8.7,27,19,20.6,8.9,3.8,48,70,8,0.15625,2,2,2,16.7433880518835
