"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc"
"QB","Andrew Luck (7571856)","Andrew Luck",7571856,7100,"Ind@Hou 08:30PM ET","Ind","Andrew","Luck","Hou",19.98,15.4578970177029,18.12
"TE","Greg Olsen (7572145)","Greg Olsen",7572145,7000,"Car@NO 01:00PM ET","Car","Greg","Olsen","NO",20.8,16.8938530301994,15.12
"RB","Ezekiel Elliott (7571960)","Ezekiel Elliott",7571960,7000,"Dal@GB 04:25PM ET","Dal","Ezekiel","Elliott","GB",15.9,11.1562136143563,13.87
"RB","LeSean McCoy (7571862)","LeSean McCoy",7571862,6900,"SF@Buf 01:00PM ET","Buf","LeSean","McCoy","SF",20.2,20,16.31
"WR","Michael Crabtree (7572070)","Michael Crabtree",7572070,6900,"KC@Oak 04:05PM ET","Oak","Michael","Crabtree","KC",16.8,23.0178474428591,15.53
"QB","Russell Wilson (7571846)","Russell Wilson",7571846,6900,"Atl@Sea 04:25PM ET","Sea","Russell","Wilson","Atl",25.18,22.9429450040795,20.98
"WR","Jarvis Landry (7572053)","Jarvis Landry",7572053,6800,"Pit@Mia 01:00PM ET","Mia","Jarvis","Landry","Pit",17.45,12.1417929691564,17.22
"WR","Julian Edelman (7572062)","Julian Edelman",7572062,6800,"Cin@NE 01:00PM ET","NE","Julian","Edelman","Cin",17.44,21.0451991160866,14.7
"RB","Christine Michael (7571946)","Christine Michael",7571946,6800,"Atl@Sea 04:25PM ET","Sea","Christine","Michael","Atl",17.04,10.927003852581,14.97
"WR","Jordan Matthews (7571984)","Jordan Matthews",7571984,6700,"Phi@Was 01:00PM ET","Phi","Jordan","Matthews","Was",14.11,15.8,15.37
"RB","Todd Gurley (7571915)","Todd Gurley",7571915,6700,"LA@Det 01:00PM ET","LA","Todd","Gurley","Det",15.26,18.0426510807247,15.3
"TE","Rob Gronkowski (7572176)","Rob Gronkowski",7572176,6700,"Cin@NE 01:00PM ET","NE","Rob","Gronkowski","Cin",16.95,21.0120364309822,13.35
"QB","Matt Ryan (7571844)","Matt Ryan",7571844,6700,"Atl@Sea 04:25PM ET","Atl","Matt","Ryan","Sea",17.9,0,14.48
"RB","Lamar Miller (7571965)","Lamar Miller",7571965,6600,"Ind@Hou 08:30PM ET","Hou","Lamar","Miller","Ind",17.57,13.515042930031,14.98
"QB","Derek Carr (7571841)","Derek Carr",7571841,6500,"KC@Oak 04:05PM ET","Oak","Derek","Carr","KC",19.99,16.8124792568875,17.22
"WR","Doug Baldwin (7572082)","Doug Baldwin",7572082,6500,"Atl@Sea 04:25PM ET","Sea","Doug","Baldwin","Atl",19.12,10.4819782868857,15.56
"QB","Derek Anderson (7571812)","Derek Anderson",7571812,6400,"Car@NO 01:00PM ET","Car","Derek","Anderson","NO",0,0,0
"WR","Willie Snead (7572020)","Willie Snead",7572020,6400,"Car@NO 01:00PM ET","NO","Willie","Snead","Car",15.85,14.6629810905413,13.98
"QB","Blake Bortles (7571820)","Blake Bortles",7571820,6300,"Jax@Chi 01:00PM ET","Jax","Blake","Bortles","Chi",19.64,22.0177295603605,19.81
"WR","Jeremy Maclin (7572071)","Jeremy Maclin",7572071,6300,"KC@Oak 04:05PM ET","KC","Jeremy","Maclin","Oak",15.58,19.2455384763596,15.99
"RB","Jordan Howard (7571908)","Jordan Howard",7571908,6200,"Jax@Chi 01:00PM ET","Chi","Jordan","Howard","Jax",17.24,16.6,15.35
"QB","Matthew Stafford (7571823)","Matthew Stafford",7571823,6200,"LA@Det 01:00PM ET","Det","Matthew","Stafford","LA",19.69,26.5770749436642,17
"TE","Jordan Reed (7572127)","Jordan Reed",7572127,6100,"Phi@Was 01:00PM ET","Was","Jordan","Reed","Phi",0,0,0
"QB","Marcus Mariota (7571805)","Marcus Mariota",7571805,6100,"Cle@Ten 01:00PM ET","Ten","Marcus","Mariota","Cle",18.05,21.0589605073423,16.54
"WR","Terrelle Pryor Sr. (7571996)","Terrelle Pryor",7571996,6100,"Cle@Ten 01:00PM ET","Cle","Terrelle","Pryor","Ten",15,12.2759772360866,13.71
"QB","Carson Wentz (7571799)","Carson Wentz",7571799,6000,"Phi@Was 01:00PM ET","Phi","Carson","Wentz","Was",18.14,18.6,18.11
"RB","Mark Ingram (7571896)","Mark Ingram",7571896,6000,"Car@NO 01:00PM ET","NO","Mark","Ingram","Car",15.36,18.4848373979418,13.37
"WR","Randall Cobb (7572097)","Randall Cobb",7572097,6000,"Dal@GB 04:25PM ET","GB","Randall","Cobb","Dal",13.78,13.9466422854588,14.27
"QB","Eli Manning (7571807)","Eli Manning",7571807,5900,"Bal@NYG 01:00PM ET","NYG","Eli","Manning","Bal",16.42,18.7839565917513,15.53
"QB","Dak Prescott (7571852)","Dak Prescott",7571852,5900,"Dal@GB 04:25PM ET","Dal","Dak","Prescott","GB",18.51,21.3164054949952,15.48
"WR","Will Fuller (7572114)","Will Fuller",7572114,5900,"Ind@Hou 08:30PM ET","Hou","Will","Fuller","Ind",0,4.17778413883575,10.11
"WR","DeSean Jackson (7571981)","DeSean Jackson",7571981,5800,"Phi@Was 01:00PM ET","Was","DeSean","Jackson","Phi",14.43,12.7631994894648,11.86
"QB","Joe Flacco (7571806)","Joe Flacco",7571806,5800,"Bal@NYG 01:00PM ET","Bal","Joe","Flacco","NYG",17.58,20.1505016620338,16.32
"QB","Brian Hoyer (7571817)","Brian Hoyer",7571817,5800,"Jax@Chi 01:00PM ET","Chi","Brian","Hoyer","Jax",17.65,17.6,14.01
"RB","Eddie Lacy (7571955)","Eddie Lacy",7571955,5800,"Dal@GB 04:25PM ET","GB","Eddie","Lacy","Dal",11.48,21.6227807030532,12.55
"QB","Alex Smith (7571838)","Alex Smith",7571838,5700,"KC@Oak 04:05PM ET","KC","Alex","Smith","Oak",16.68,21.2518455253401,17.67
"QB","Kirk Cousins (7571798)","Kirk Cousins",7571798,5600,"Phi@Was 01:00PM ET","Was","Kirk","Cousins","Phi",17.41,18.5783638159482,14.69
"WR","Sterling Shepard (7572014)","Sterling Shepard",7572014,5600,"Bal@NYG 01:00PM ET","NYG","Sterling","Shepard","Bal",12.36,12.2063115469815,11.29
"RB","Devonta Freeman (7571947)","Devonta Freeman",7571947,5600,"Atl@Sea 04:25PM ET","Atl","Devonta","Freeman","Sea",14.12,14.8309396358653,11.3
"QB","Tony Romo (7571849)","Tony Romo",7571849,5600,"Dal@GB 04:25PM ET","Dal","Tony","Romo","GB",0,0,0
"TE","Delanie Walker (7572130)","Delanie Walker",7572130,5500,"Cle@Ten 01:00PM ET","Ten","Delanie","Walker","Cle",14.8,15.606996504315,13.45
"WR","Steve Smith Sr. (7572004)","Steve Smith",7572004,5500,"Bal@NYG 01:00PM ET","Bal","Steve","Smith","NYG",0,0,0
"QB","Andy Dalton (7571834)","Andy Dalton",7571834,5500,"Cin@NE 01:00PM ET","Cin","Andy","Dalton","NE",17.87,18.7029778696782,15.88
"QB","Ryan Tannehill (7571830)","Ryan Tannehill",7571830,5400,"Pit@Mia 01:00PM ET","Mia","Ryan","Tannehill","Pit",16.34,3.64942660470064,16.48
"RB","Spencer Ware (7571939)","Spencer Ware",7571939,5400,"KC@Oak 04:05PM ET","KC","Spencer","Ware","Oak",9.32,0,9.29
"QB","Brock Osweiler (7571857)","Brock Osweiler",7571857,5400,"Ind@Hou 08:30PM ET","Hou","Brock","Osweiler","Ind",16.11,17.4400214104914,15.02
"QB","Tyrod Taylor (7571792)","Tyrod Taylor",7571792,5300,"SF@Buf 01:00PM ET","Buf","Tyrod","Taylor","SF",17.87,19.2,17.26
"RB","Theo Riddick (7571911)","Theo Riddick",7571911,5300,"LA@Det 01:00PM ET","Det","Theo","Riddick","LA",0,0,0
"WR","Donte Moncrief (7572111)","Donte Moncrief",7572111,5300,"Ind@Hou 08:30PM ET","Ind","Donte","Moncrief","Hou",0,0,0
"WR","Mike Wallace (7572008)","Mike Wallace",7572008,5200,"Bal@NYG 01:00PM ET","Bal","Mike","Wallace","NYG",13.69,4.76483958688512,10.32
"RB","Frank Gore (7571961)","Frank Gore",7571961,5200,"Ind@Hou 08:30PM ET","Ind","Frank","Gore","Hou",13.62,10.3333265412931,11.18
"RB","Carlos Hyde (7571864)","Carlos Hyde",7571864,5100,"SF@Buf 01:00PM ET","SF","Carlos","Hyde","Buf",15.62,16.608829601674,12.15
"RB","Jonathan Stewart (7571893)","Jonathan Stewart",7571893,5100,"Car@NO 01:00PM ET","Car","Jonathan","Stewart","NO",13.11,11.9,9.7
"QB","Jay Cutler (7571816)","Jay Cutler",7571816,5100,"Jax@Chi 01:00PM ET","Chi","Jay","Cutler","Jax",0,0,0
"RB","Jamaal Charles (7571934)","Jamaal Charles",7571934,5100,"KC@Oak 04:05PM ET","KC","Jamaal","Charles","Oak",15.01,15.5,10.88
"QB","Colin Kaepernick (7571790)","Colin Kaepernick",7571790,5000,"SF@Buf 01:00PM ET","SF","Colin","Kaepernick","Buf",16.05,17,13.7
"QB","Christian Ponder (7571791)","Christian Ponder",7571791,5000,"SF@Buf 01:00PM ET","SF","Christian","Ponder","Buf",0,0,0
"QB","EJ Manuel (7571793)","EJ Manuel",7571793,5000,"SF@Buf 01:00PM ET","Buf","EJ","Manuel","SF",0,0,0
"QB","Blaine Gabbert (7571794)","Blaine Gabbert",7571794,5000,"SF@Buf 01:00PM ET","SF","Blaine","Gabbert","Buf",0,3.83355530793046,0
"QB","Cardale Jones (7571795)","Cardale Jones",7571795,5000,"SF@Buf 01:00PM ET","Buf","Cardale","Jones","SF",0,0,0
"QB","Chase Daniel (7571796)","Chase Daniel",7571796,5000,"Phi@Was 01:00PM ET","Phi","Chase","Daniel","Was",0,0,0
"QB","Colt McCoy (7571797)","Colt McCoy",7571797,5000,"Phi@Was 01:00PM ET","Was","Colt","McCoy","Phi",0,0,0
"QB","Nate Sudfeld (7571800)","Nate Sudfeld",7571800,5000,"Phi@Was 01:00PM ET","Was","Nate","Sudfeld","Phi",0,0,0
"QB","Josh McCown (7571801)","Josh McCown",7571801,5000,"Cle@Ten 01:00PM ET","Cle","Josh","McCown","Ten",0,0,0
"QB","Matt Cassel (7571802)","Matt Cassel",7571802,5000,"Cle@Ten 01:00PM ET","Ten","Matt","Cassel","Cle",0,0,0
"QB","Charlie Whitehurst (7571803)","Charlie Whitehurst",7571803,5000,"Cle@Ten 01:00PM ET","Cle","Charlie","Whitehurst","Ten",0,0,0
"QB","Cody Kessler (7571804)","Cody Kessler",7571804,5000,"Cle@Ten 01:00PM ET","Cle","Cody","Kessler","Ten",12.5,10.6290456647655,12.22
"QB","Josh Johnson (7571808)","Josh Johnson",7571808,5000,"Bal@NYG 01:00PM ET","NYG","Josh","Johnson","Bal",0,0,0
"QB","Ryan Mallett (7571809)","Ryan Mallett",7571809,5000,"Bal@NYG 01:00PM ET","Bal","Ryan","Mallett","NYG",0,0,0
"QB","Ryan Nassib (7571810)","Ryan Nassib",7571810,5000,"Bal@NYG 01:00PM ET","NYG","Ryan","Nassib","Bal",0,0,0
"RB","Terrance West (7571886)","Terrance West",7571886,5000,"Bal@NYG 01:00PM ET","Bal","Terrance","West","NYG",12.35,15.5408349374543,8.92
"QB","Luke McCown (7571813)","Luke McCown",7571813,5000,"Car@NO 01:00PM ET","NO","Luke","McCown","Car",0,0,0
"QB","Joe Webb (7571814)","Joe Webb",7571814,5000,"Car@NO 01:00PM ET","Car","Joe","Webb","NO",0,0,0
"QB","Chad Henne (7571818)","Chad Henne",7571818,5000,"Jax@Chi 01:00PM ET","Jax","Chad","Henne","Chi",0,0,0
"QB","Matt Barkley (7571819)","Matt Barkley",7571819,5000,"Jax@Chi 01:00PM ET","Chi","Matt","Barkley","Jax",0,0,0
"QB","Brandon Allen (7571821)","Brandon Allen",7571821,5000,"Jax@Chi 01:00PM ET","Jax","Brandon","Allen","Chi",0,0,0
"QB","Dan Orlovsky (7571822)","Dan Orlovsky",7571822,5000,"LA@Det 01:00PM ET","Det","Dan","Orlovsky","LA",0,0,0
"QB","Case Keenum (7571824)","Case Keenum",7571824,5000,"LA@Det 01:00PM ET","LA","Case","Keenum","Det",12.14,16.2943110372479,11.78
"QB","Sean Mannion (7571825)","Sean Mannion",7571825,5000,"LA@Det 01:00PM ET","LA","Sean","Mannion","Det",0,0,0
"QB","Jared Goff (7571826)","Jared Goff",7571826,5000,"LA@Det 01:00PM ET","LA","Jared","Goff","Det",0,0,0
"QB","Bruce Gradkowski (7571827)","Bruce Gradkowski",7571827,5000,"Pit@Mia 01:00PM ET","Pit","Bruce","Gradkowski","Mia",0,0,0
"QB","Matt Moore (7571828)","Matt Moore",7571828,5000,"Pit@Mia 01:00PM ET","Mia","Matt","Moore","Pit",0,0,0
"QB","Landry Jones (7571831)","Landry Jones",7571831,5000,"Pit@Mia 01:00PM ET","Pit","Landry","Jones","Mia",0,0,0
"QB","Zach Mettenberger (7571832)","Zach Mettenberger",7571832,5000,"Pit@Mia 01:00PM ET","Pit","Zach","Mettenberger","Mia",0,0,0
"WR","DeVante Parker (7572055)","DeVante Parker",7572055,5000,"Pit@Mia 01:00PM ET","Mia","DeVante","Parker","Pit",12.16,8.0041680561091,12.28
"QB","AJ McCarron (7571835)","AJ McCarron",7571835,5000,"Cin@NE 01:00PM ET","Cin","AJ","McCarron","NE",0,0,0
"QB","Jimmy Garoppolo (7571836)","Jimmy Garoppolo",7571836,5000,"Cin@NE 01:00PM ET","NE","Jimmy","Garoppolo","Cin",0,0,0
"QB","Jeff Driskel (7571837)","Jeff Driskel",7571837,5000,"Cin@NE 01:00PM ET","Cin","Jeff","Driskel","NE",0,0,0
"RB","LeGarrette Blount (7571927)","LeGarrette Blount",7571927,5000,"Cin@NE 01:00PM ET","NE","LeGarrette","Blount","Cin",12,13.8911584269909,13.57
"QB","Nick Foles (7571839)","Nick Foles",7571839,5000,"KC@Oak 04:05PM ET","KC","Nick","Foles","Oak",0,0,0
"QB","Matt McGloin (7571840)","Matt McGloin",7571840,5000,"KC@Oak 04:05PM ET","Oak","Matt","McGloin","KC",0,0,0
"QB","Tyler Bray (7571842)","Tyler Bray",7571842,5000,"KC@Oak 04:05PM ET","KC","Tyler","Bray","Oak",0,0,0
"QB","Connor Cook (7571843)","Connor Cook",7571843,5000,"KC@Oak 04:05PM ET","Oak","Connor","Cook","KC",0,0,0
"TE","Travis Kelce (7572183)","Travis Kelce",7572183,5000,"KC@Oak 04:05PM ET","KC","Travis","Kelce","Oak",14.37,11.6177749923609,12.76
"QB","Matt Schaub (7571845)","Matt Schaub",7571845,5000,"Atl@Sea 04:25PM ET","Atl","Matt","Schaub","Sea",0,0,0
"QB","Trevone Boykin (7571847)","Trevone Boykin",7571847,5000,"Atl@Sea 04:25PM ET","Sea","Trevone","Boykin","Atl",0,0,0
"QB","Mark Sanchez (7571850)","Mark Sanchez",7571850,5000,"Dal@GB 04:25PM ET","Dal","Mark","Sanchez","GB",0,1.7,0
"QB","Brett Hundley (7571851)","Brett Hundley",7571851,5000,"Dal@GB 04:25PM ET","GB","Brett","Hundley","Dal",0,0,0
"QB","Joe Callahan (7571853)","Joe Callahan",7571853,5000,"Dal@GB 04:25PM ET","GB","Joe","Callahan","Dal",0,0,0
"QB","Scott Tolzien (7571854)","Scott Tolzien",7571854,5000,"Ind@Hou 08:30PM ET","Ind","Scott","Tolzien","Hou",0,0,0
"QB","Brandon Weeden (7571855)","Brandon Weeden",7571855,5000,"Ind@Hou 08:30PM ET","Hou","Brandon","Weeden","Ind",0,0,0
"QB","Tom Savage (7571858)","Tom Savage",7571858,5000,"Ind@Hou 08:30PM ET","Hou","Tom","Savage","Ind",0,0,0
"RB","Ryan Mathews (7571868)","Ryan Mathews",7571868,4900,"Phi@Was 01:00PM ET","Phi","Ryan","Mathews","Was",14.47,12.2,10.77
"TE","Jimmy Graham (7572192)","Jimmy Graham",7572192,4900,"Atl@Sea 04:25PM ET","Sea","Jimmy","Graham","Atl",16.2,12.6825333802023,11.07
"RB","DeAngelo Williams (7571917)","DeAngelo Williams",7571917,4800,"Pit@Mia 01:00PM ET","Pit","DeAngelo","Williams","Mia",3.69,12.1039447500911,5.75
"RB","Tevin Coleman (7571949)","Tevin Coleman",7571949,4800,"Atl@Sea 04:25PM ET","Atl","Tevin","Coleman","Sea",11.66,14.2773845136578,10.43
"WR","Allen Hurns (7572032)","Allen Hurns",7572032,4700,"Jax@Chi 01:00PM ET","Jax","Allen","Hurns","Chi",12.54,14.8066576064471,10.8
"RB","Arian Foster (7571918)","Arian Foster",7571918,4700,"Pit@Mia 01:00PM ET","Mia","Arian","Foster","Pit",13.1,3.34699300154514,8.69
"WR","Sammie Coates (7572054)","Sammie Coates",7572054,4700,"Pit@Mia 01:00PM ET","Pit","Sammie","Coates","Mia",10.16,5.96482634988624,10.7
"RB","Isaiah Crowell (7571878)","Isaiah Crowell",7571878,4600,"Cle@Ten 01:00PM ET","Cle","Isaiah","Crowell","Ten",13.97,12.8472958158482,11.26
"RB","Giovani Bernard (7571930)","Giovani Bernard",7571930,4600,"Cin@NE 01:00PM ET","Cin","Giovani","Bernard","NE",10.79,5.6775111379839,9.29
"WR","Chris Hogan (7572065)","Chris Hogan",7572065,4600,"Cin@NE 01:00PM ET","NE","Chris","Hogan","Cin",12.41,1.50669136848456,9.63
"WR","Corey Coleman (7572001)","Corey Coleman",7572001,4500,"Cle@Ten 01:00PM ET","Cle","Corey","Coleman","Ten",0,10.2907986543071,0
"RB","Rashad Jennings (7571882)","Rashad Jennings",7571882,4500,"Bal@NYG 01:00PM ET","NYG","Rashad","Jennings","Bal",9.34,4.38357166181437,7.82
"TE","Martellus Bennett (7572175)","Martellus Bennett",7572175,4500,"Cin@NE 01:00PM ET","NE","Martellus","Bennett","Cin",10.16,0,12.27
"RB","Darren Sproles (7571867)","Darren Sproles",7571867,4400,"Phi@Was 01:00PM ET","Phi","Darren","Sproles","Was",10.78,10.6,7.7
"WR","Jamison Crowder (7571988)","Jamison Crowder",7571988,4400,"Phi@Was 01:00PM ET","Was","Jamison","Crowder","Phi",10.14,8.27057565751172,9.76
"RB","T.J. Yeldon (7571906)","T.J. Yeldon",7571906,4400,"Jax@Chi 01:00PM ET","Jax","T.J.","Yeldon","Chi",12.68,10.3264578605733,8.62
"WR","Golden Tate (7572042)","Golden Tate",7572042,4400,"LA@Det 01:00PM ET","Det","Golden","Tate","LA",9.87,8.6524052836481,10.24
"RB","Latavius Murray (7571937)","Latavius Murray",7571937,4400,"KC@Oak 04:05PM ET","Oak","Latavius","Murray","KC",0,0,0
"WR","Cole Beasley (7572096)","Cole Beasley",7572096,4400,"Dal@GB 04:25PM ET","Dal","Cole","Beasley","GB",10.52,8.02558357413511,11.15
"TE","Dennis Pitta (7572138)","Dennis Pitta",7572138,4300,"Bal@NYG 01:00PM ET","Bal","Dennis","Pitta","NYG",14.35,10.7646202109466,10.54
"RB","Fozzy Whittaker (7571894)","Fozzy Whittaker",7571894,4300,"Car@NO 01:00PM ET","Car","Fozzy","Whittaker","NO",7.48,4.36688507056762,5.69
"WR","Michael Thomas (7572025)","Michael Thomas",7572025,4300,"Car@NO 01:00PM ET","NO","Michael","Thomas","Car",10.04,13.2631303763532,12.36
"WR","Mohamed Sanu (7572086)","Mohamed Sanu",7572086,4300,"Atl@Sea 04:25PM ET","Atl","Mohamed","Sanu","Sea",9.42,6.7682308459082,7.7
"WR","Phillip Dorsett (7572110)","Phillip Dorsett",7572110,4300,"Ind@Hou 08:30PM ET","Ind","Phillip","Dorsett","Hou",7.93,15.9959575223318,10.41
"WR","Robert Woods (7571978)","Robert Woods",7571978,4200,"SF@Buf 01:00PM ET","Buf","Robert","Woods","SF",12.72,10,11.79
"WR","Victor Cruz (7572006)","Victor Cruz",7572006,4200,"Bal@NYG 01:00PM ET","NYG","Victor","Cruz","Bal",8.86,9.546157405124,9.68
"TE","Julius Thomas (7572155)","Julius Thomas",7572155,4200,"Jax@Chi 01:00PM ET","Jax","Julius","Thomas","Chi",12.18,4.93337748728034,10.92
"RB","DeAndre Washington (7571941)","DeAndre Washington",7571941,4200,"KC@Oak 04:05PM ET","Oak","DeAndre","Washington","KC",9.68,11.7513858210186,6.25
"RB","Thomas Rawls (7571948)","Thomas Rawls",7571948,4200,"Atl@Sea 04:25PM ET","Sea","Thomas","Rawls","Atl",0,3.76491312491419,0
"TE","Jason Witten (7572199)","Jason Witten",7572199,4200,"Dal@GB 04:25PM ET","Dal","Jason","Witten","GB",9.95,7.15629621179523,8.09
"WR","Tajae Sharpe (7572002)","Tajae Sharpe",7572002,4100,"Cle@Ten 01:00PM ET","Ten","Tajae","Sharpe","Cle",9.67,13.4320260762154,9.24
"WR","Cameron Meredith (7572034)","Cameron Meredith",7572034,4100,"Jax@Chi 01:00PM ET","Chi","Cameron","Meredith","Jax",13.79,12,8.23
"RB","James White (7571931)","James White",7571931,4100,"Cin@NE 01:00PM ET","NE","James","White","Cin",9.95,11.9713085855719,7.26
"TE","Tyler Eifert (7572179)","Tyler Eifert",7572179,4100,"Cin@NE 01:00PM ET","Cin","Tyler","Eifert","NE",0,0,0
"WR","Jeremy Kerley (7571972)","Jeremy Kerley",7571972,4000,"SF@Buf 01:00PM ET","SF","Jeremy","Kerley","Buf",13.12,8.56816400075606,10.52
"RB","Matt Jones (7571872)","Matt Jones",7571872,4000,"Phi@Was 01:00PM ET","Was","Matt","Jones","Phi",11.57,0.796975429616455,9.42
"TE","Zach Ertz (7572126)","Zach Ertz",7572126,4000,"Phi@Was 01:00PM ET","Phi","Zach","Ertz","Was",11.41,10.1,10.81
"WR","Eddie Royal (7572027)","Eddie Royal",7572027,4000,"Jax@Chi 01:00PM ET","Chi","Eddie","Royal","Jax",11.95,11.1,10.39
"RB","Jeremy Hill (7571932)","Jeremy Hill",7571932,4000,"Cin@NE 01:00PM ET","Cin","Jeremy","Hill","NE",8.43,3.54783343505947,8.81
"RB","Duke Johnson Jr. (7571880)","Duke Johnson",7571880,3900,"Cle@Ten 01:00PM ET","Cle","Duke","Johnson","Ten",9.74,9,6.89
"WR","Ted Ginn Jr. (7572016)","Ted Ginn",7572016,3900,"Car@NO 01:00PM ET","Car","Ted","Ginn","NO",7.92,12.23662434929,6.19
"WR","Anquan Boldin (7572038)","Anquan Boldin",7572038,3900,"LA@Det 01:00PM ET","Det","Anquan","Boldin","LA",9.38,11.3269305111025,9.73
"WR","Tavon Austin (7572044)","Tavon Austin",7572044,3900,"LA@Det 01:00PM ET","LA","Tavon","Austin","Det",11.5,15.3712426966739,10.79
"WR","Davante Adams (7572100)","Davante Adams",7572100,3900,"Dal@GB 04:25PM ET","GB","Davante","Adams","Dal",10.63,0,8.94
"WR","Pierre Garcon (7571982)","Pierre Garcon",7571982,3800,"Phi@Was 01:00PM ET","Was","Pierre","Garcon","Phi",10.95,9.67792377878036,9.53
"WR","Devin Funchess (7572026)","Devin Funchess",7572026,3800,"Car@NO 01:00PM ET","Car","Devin","Funchess","NO",6.66,7.51254934977271,5.44
"RB","Jeremy Langford (7571904)","Jeremy Langford",7571904,3800,"Jax@Chi 01:00PM ET","Chi","Jeremy","Langford","Jax",0,0,0
"TE","Zach Miller (7572152)","Zach Miller",7572152,3800,"Jax@Chi 01:00PM ET","Chi","Zach","Miller","Jax",11.34,10.1,11.49
"RB","Jalen Richard (7571942)","Jalen Richard",7571942,3800,"KC@Oak 04:05PM ET","Oak","Jalen","Richard","KC",9.25,15.2210926644727,7.13
"WR","Terrance Williams (7572095)","Terrance Williams",7572095,3800,"Dal@GB 04:25PM ET","Dal","Terrance","Williams","GB",10.3,8.33028936103735,8.29
"RB","Orleans Darkwa (7571885)","Orleans Darkwa",7571885,3700,"Bal@NYG 01:00PM ET","NYG","Orleans","Darkwa","Bal",3.49,5.71333154734566,5.08
"RB","Cameron Artis-Payne (7571899)","Cameron Artis-Payne",7571899,3700,"Car@NO 01:00PM ET","Car","Cameron","Artis-Payne","NO",2.34,6.67116488680752,0
"WR","Kenny Britt (7572040)","Kenny Britt",7572040,3700,"LA@Det 01:00PM ET","LA","Kenny","Britt","Det",11.08,6.1597620954516,9.9
