QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Dak Prescott (7988848),Le'Veon Bell (7988957),DeMarco Murray (7988878),Dez Bryant (7989149),Steve Smith Sr. (7989122),Jeremy Kerley (7989103),Greg Olsen (7989208),Frank Gore (7988920),Buccaneers  (7989681)
Blake Bortles (7988786),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Demaryius Thomas (7989137),Marqise Lee (7989026),Adam Humphries (7989000),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695)
Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Adam Humphries (7989000),Jeremy Kerley (7989103),Greg Olsen (7989208),Dion Lewis (7988873),Buccaneers  (7989681)
Sam Bradford (7988791),Le'Veon Bell (7988957),DeMarco Murray (7988878),Stefon Diggs (7989037),Steve Smith Sr. (7989122),Anquan Boldin (7989147),Greg Olsen (7989208),Spencer Ware (7988967),Dolphins  (7989679)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Pierre Garcon (7989057),Jeremy Kerley (7989103),Gary Barnidge (7989193),Spencer Ware (7988967),Cowboys  (7989706)
Joe Flacco (7988833),Le'Veon Bell (7988957),DeMarco Murray (7988878),Jordy Nelson (7989030),Steve Smith Sr. (7989122),Pierre Garcon (7989057),Coby Fleener (7989170),Spencer Ware (7988967),Saints  (7989680)
Blake Bortles (7988786),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Jordy Nelson (7989030),Marqise Lee (7989026),Jeremy Kerley (7989103),Coby Fleener (7989170),DeMarco Murray (7988878),Cowboys  (7989706)
Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Marqise Lee (7989026),Marvin Jones Jr. (7989154),Cameron Brate (7989171),Frank Gore (7988920),Chargers  (7989689)
Matt Barkley (7988803),Le'Veon Bell (7988957),DeMarco Murray (7988878),Steve Smith Sr. (7989122),Cameron Meredith (7989061),Adam Thielen (7989038),Greg Olsen (7989208),Todd Gurley (7988944),Saints  (7989680)
Colin Kaepernick (7988821),DeMarco Murray (7988878),Jordan Howard (7988911),Mike Evans (7988999),Jordy Nelson (7989030),Jeremy Kerley (7989103),Cameron Brate (7989171),Spencer Ware (7988967),Cowboys  (7989706)
Colin Kaepernick (7988821),Ezekiel Elliott (7988981),DeMarco Murray (7988878),T.Y. Hilton (7989080),Steve Smith Sr. (7989122),Jeremy Kerley (7989103),Greg Olsen (7989208),Spencer Ware (7988967),Saints  (7989680)
Tyrod Taylor (7988771),Ezekiel Elliott (7988981),Todd Gurley (7988944),Mike Evans (7988999),Sammy Watkins (7988990),Marqise Lee (7989026),Greg Olsen (7989208),Mark Ingram (7988862),Cowboys  (7989706)
Aaron Rodgers (7988790),Le'Veon Bell (7988957),Todd Gurley (7988944),Jordy Nelson (7989030),Pierre Garcon (7989057),Adam Humphries (7989000),Cameron Brate (7989171),Spencer Ware (7988967),Buccaneers  (7989681)
Dak Prescott (7988848),DeMarco Murray (7988878),Todd Gurley (7988944),Dez Bryant (7989149),Larry Fitzgerald (7989089),Anquan Boldin (7989147),Greg Olsen (7989208),Jordan Howard (7988911),Saints  (7989680)
Drew Brees (7988774),Le'Veon Bell (7988957),DeMarco Murray (7988878),Willie Snead (7988998),Pierre Garcon (7989057),Jeremy Kerley (7989103),Greg Olsen (7989208),Isaiah Crowell (7988899),Dolphins  (7989679)
Trevor Siemian (7988842),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Pierre Garcon (7989057),Cameron Meredith (7989061),Greg Olsen (7989208),Frank Gore (7988920),Cowboys  (7989706)
Colin Kaepernick (7988821),Le'Veon Bell (7988957),Jordan Howard (7988911),Mike Evans (7988999),Marqise Lee (7989026),Anquan Boldin (7989147),Greg Olsen (7989208),Jeremy Kerley (7989103),Dolphins  (7989679)
Matthew Stafford (7988847),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Pierre Garcon (7989057),Marqise Lee (7989026),Anquan Boldin (7989147),Cameron Brate (7989171),Todd Gurley (7988944),Raiders  (7989695)
Andy Dalton (7988827),Le'Veon Bell (7988957),Jordan Howard (7988911),A.J. Green (7989113),Pierre Garcon (7989057),Marqise Lee (7989026),Greg Olsen (7989208),Frank Gore (7988920),Buccaneers  (7989681)
Andrew Luck (7988812),Todd Gurley (7988944),Jordan Howard (7988911),T.Y. Hilton (7989080),Jordy Nelson (7989030),Anquan Boldin (7989147),Eric Ebron (7989263),Spencer Ware (7988967),Saints  (7989680)
Jameis Winston (7988778),Le'Veon Bell (7988957),DeMarco Murray (7988878),Larry Fitzgerald (7989089),Marqise Lee (7989026),Adam Humphries (7989000),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679)
Blake Bortles (7988786),Le'Veon Bell (7988957),Spencer Ware (7988967),Jordy Nelson (7989030),Julian Edelman (7989009),Marqise Lee (7989026),Delanie Walker (7989179),Frank Gore (7988920),Dolphins  (7989679)
Tyrod Taylor (7988771),Le'Veon Bell (7988957),DeMarco Murray (7988878),Julian Edelman (7989009),Sammy Watkins (7988990),Marqise Lee (7989026),Cameron Brate (7989171),Spencer Ware (7988967),Cowboys  (7989706)
Drew Brees (7988774),Le'Veon Bell (7988957),Frank Gore (7988920),Brandin Cooks (7989001),Steve Smith Sr. (7989122),J.J. Nelson (7989094),Greg Olsen (7989208),Dion Lewis (7988873),Cowboys  (7989706)
Andrew Luck (7988812),Le'Veon Bell (7988957),Spencer Ware (7988967),T.Y. Hilton (7989080),Steve Smith Sr. (7989122),Anquan Boldin (7989147),Cameron Brate (7989171),Frank Gore (7988920),Buccaneers  (7989681)
