QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Steve Smith Sr. (7989122),Sammy Watkins (7988990),Lance Kendricks (7989227),Frank Gore (7988920),Patriots  (7989682)
Matt Ryan (7988807),Le'Veon Bell (7988957),Bilal Powell (7988870),Julio Jones (7989069),Anquan Boldin (7989147),Tavon Austin (7989104),Jermaine Gresham (7989221),Spencer Ware (7988967),Chargers  (7989689)
Kirk Cousins (7988802),Le'Veon Bell (7988957),Jeremy Hill (7988953),Julio Jones (7989069),Sammy Watkins (7988990),Pierre Garcon (7989057),Gary Barnidge (7989193),Dion Lewis (7988873),Patriots  (7989682)
Blake Bortles (7988786),Todd Gurley (7988944),Spencer Ware (7988967),Mike Evans (7988999),Julio Jones (7989069),Sammy Watkins (7988990),Eric Ebron (7989263),Allen Robinson (7989028),Chargers  (7989689)
Tyrod Taylor (7988771),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),Sammy Watkins (7988990),Pierre Garcon (7989057),Jermaine Gresham (7989221),Spencer Ware (7988967),Raiders  (7989695)
Matt Ryan (7988807),Lamar Miller (7988948),Isaiah Crowell (7988899),Antonio Brown (7989126),Julio Jones (7989069),DeAndre Hopkins (7989116),C.J. Fiedorowicz (7989238),Pierre Garcon (7989057),Cowboys  (7989706)
Blake Bortles (7988786),Le'Veon Bell (7988957),DeMarco Murray (7988878),Julio Jones (7989069),DeAndre Hopkins (7989116),Allen Robinson (7989028),Lance Kendricks (7989227),Spencer Ware (7988967),Saints  (7989680)
Andrew Luck (7988812),Todd Gurley (7988944),Frank Gore (7988920),Antonio Brown (7989126),Julio Jones (7989069),Donte Moncrief (7989084),Coby Fleener (7989170),Dion Lewis (7988873),Cowboys  (7989706)
Matt Ryan (7988807),Ezekiel Elliott (7988981),Todd Gurley (7988944),Julio Jones (7989069),Brandon Marshall (7989006),Marqise Lee (7989026),Eric Ebron (7989263),Anquan Boldin (7989147),Dolphins  (7989679)
Matt Ryan (7988807),Todd Gurley (7988944),Bilal Powell (7988870),Julio Jones (7989069),Julian Edelman (7989009),Brandon Marshall (7989006),Coby Fleener (7989170),Isaiah Crowell (7988899),Cowboys  (7989706)
Matt Ryan (7988807),Todd Gurley (7988944),Dion Lewis (7988873),Julio Jones (7989069),Demaryius Thomas (7989137),Emmanuel Sanders (7989135),C.J. Fiedorowicz (7989238),Sammy Watkins (7988990),Cowboys  (7989706)
Matthew Stafford (7988847),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),DeAndre Hopkins (7989116),Allen Robinson (7989028),Anquan Boldin (7989147),Eric Ebron (7989263),Todd Gurley (7988944),Buccaneers  (7989681)
Matt Ryan (7988807),DeMarco Murray (7988878),Jordan Howard (7988911),Antonio Brown (7989126),Julio Jones (7989069),Jeremy Kerley (7989103),Gary Barnidge (7989193),Dion Lewis (7988873),Cowboys  (7989706)
Colin Kaepernick (7988821),Le'Veon Bell (7988957),DeMarco Murray (7988878),Antonio Brown (7989126),Anquan Boldin (7989147),Jeremy Kerley (7989103),Coby Fleener (7989170),Todd Gurley (7988944),Saints  (7989680)
Blake Bortles (7988786),Le'Veon Bell (7988957),Jordan Howard (7988911),Julio Jones (7989069),Pierre Garcon (7989057),Marqise Lee (7989026),C.J. Fiedorowicz (7989238),Spencer Ware (7988967),Cowboys  (7989706)
Matt Barkley (7988803),Le'Veon Bell (7988957),Todd Gurley (7988944),Julio Jones (7989069),Cameron Meredith (7989061),Allen Robinson (7989028),Dennis Pitta (7989242),Jordan Howard (7988911),Saints  (7989680)
Matt Ryan (7988807),Todd Gurley (7988944),Jordan Howard (7988911),Antonio Brown (7989126),Julio Jones (7989069),Tavon Austin (7989104),C.J. Fiedorowicz (7989238),Jermaine Kearse (7989092),Dolphins  (7989679)
Matthew Stafford (7988847),Todd Gurley (7988944),Spencer Ware (7988967),Mike Evans (7988999),Julio Jones (7989069),Marvin Jones Jr. (7989154),Jason Witten (7989258),Frank Gore (7988920),Dolphins  (7989679)
Matt Ryan (7988807),Le'Veon Bell (7988957),Jordan Howard (7988911),Julio Jones (7989069),Marqise Lee (7989026),Marvin Jones Jr. (7989154),Coby Fleener (7989170),Mark Ingram (7988862),Dolphins  (7989679)
Ben Roethlisberger (7988834),Todd Gurley (7988944),Spencer Ware (7988967),Antonio Brown (7989126),Julio Jones (7989069),Allen Robinson (7989028),Cameron Brate (7989171),Anquan Boldin (7989147),Buccaneers  (7989681)
Matt Ryan (7988807),DeMarco Murray (7988878),Frank Gore (7988920),Antonio Brown (7989126),Julio Jones (7989069),Anquan Boldin (7989147),Lance Kendricks (7989227),Isaiah Crowell (7988899),Chiefs  (7989705)
Jameis Winston (7988778),Todd Gurley (7988944),Spencer Ware (7988967),Mike Evans (7988999),Antonio Brown (7989126),Allen Robinson (7989028),Gary Barnidge (7989193),Frank Gore (7988920),Cowboys  (7989706)
Matthew Stafford (7988847),Todd Gurley (7988944),Jordan Howard (7988911),Antonio Brown (7989126),Demaryius Thomas (7989137),Anquan Boldin (7989147),C.J. Fiedorowicz (7989238),Spencer Ware (7988967),Chargers  (7989689)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Allen Robinson (7989028),Anquan Boldin (7989147),Jason Witten (7989258),Frank Gore (7988920),Saints  (7989680)
Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Steve Smith Sr. (7989122),Allen Robinson (7989028),Eric Ebron (7989263),Jordan Howard (7988911),Dolphins  (7989679)
Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Larry Fitzgerald (7989089),Allen Robinson (7989028),Jason Witten (7989258),Spencer Ware (7988967),Cowboys  (7989706)
