"Mike Trout_LAA","Anthony Rizzo_CHC","Kris Bryant_CHC","Willson Contreras_CHC","Tim Beckham_BAL","Manny Machado_BAL","Andrelton Simmons_LAA","Javier Baez_CHC","Ian Happ_CHC","Mark Trumbo_BAL","Kyle Schwarber_CHC","Jonathan Schoop_BAL","Adam Jones_BAL","Ben Revere_LAA","Trey Mancini_BAL","Brandon Belt_SF","Chris Davis_BAL","Welington Castillo_BAL","Albert Pujols_LAA","Cameron Maybin_LAA","CJ Cron_LAA","Ben Zobrist_CHC","Alex Avila_CHC","Seth Smith_BAL","Ruben Tejada_BAL","Hunter Pence_SF","Nick Hundley_SF","Jason Heyward_CHC","Buster Posey_SF","Yunel Escobar_LAA","Jon Jay_CHC","Addison Russell_CHC","Jefry Marte_LAA","Caleb Joseph_BAL","Victor Caratini_CHC","Johnny Giavotella_BAL","Nick Franklin_LAA","Kole Calhoun_LAA","Anthony Santander_BAL","Pablo Sandoval_SF","David Washington_BAL","Joe Panik_SF","Denard Span_SF","Jarrett Parker_SF","Craig Gentry_BAL","Kelby Tomlinson_SF","Albert Almora_CHC","Christian Arroyo_SF","Mark Zagunis_CHC","JJ Hardy_BAL","Brandon Crawford_SF","Mac Williamson_SF","Tommy La Stella_CHC","David Fletcher_LAA","Nolan Fontana_LAA","Aaron Hill_SF","Gorkys Hernandez_SF","Paul Janish_BAL","Martin Maldonado_LAA","Luis Valbuena_LAA","Cliff Pennington_LAA","Francisco Pena_BAL","Ryan Flaherty_BAL","Kaleb Cowart_LAA","Luis Sardinas_BAL","Conor Gillaspie_SF","Juan Graterol_LAA","Carlos Perez_LAA","Justin Ruggiano_SF","Joey Rickard_BAL","Michael Morse_SF","Eric Young_LAA","Shane Robinson_LAA","Ramon Flores_LAA","Chris Marrero_SF","Carlos Moncrief_SF","Tim Federowicz_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
0,61,61,46,0,0,0,40,24,0,47,0,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,50,0,0,24,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,58,0,0,0,58,0,60,56,0,41,0,44,37,0,0,0,0,0,61,18,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,27,0,29,28,0,29,0,17,18,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,79,25,0,68,0,0,0,0,0,0,0,0,0,0,0,0,65,51,10,0,13,0,14,0,0,60,0,0,0,0,11,45,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,8,0,0,20,3,7,3,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,34,0,18,0,0,0,0,0,0,0,0,0,0,0,0,28,19,4,0,9,0,7,0,0,25,2,0,0,0,6,18,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,0,0,4,0,0,8,2,2,2,5
0,68,67,51,0,0,0,45,29,0,55,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,69,0,0,28,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,68,18,0,91,0,0,0,0,0,0,0,0,0,0,0,0,74,61,6,0,13,0,27,0,0,73,8,0,0,0,11,52,0,0,0,0,0,0,0,0,6,0,0,12,0,5,0,0,0,6,0,0,20,3,6,5,13
45,0,0,0,0,0,80,0,0,0,0,0,0,39,0,0,0,0,77,53,29,0,0,0,0,0,0,0,0,82,0,0,20,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,35,25,0,0,6,0,0,11,3,0,0,0,23,6,0,0,0,0,0,0,0,0,0
0,44,44,31,0,0,0,32,22,0,26,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,28,0,0,47,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,72,54,0,0,0,50,35,0,47,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,52,0,0,34,76,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,22,23,5,0,0,0,0,0,0,0,0,20,0,0,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,42,0,0,0,41,0,43,40,0,33,0,36,5,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,2,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,96,0,0,0,0,0,0,43,0,0,0,0,87,66,35,0,0,0,0,0,0,0,0,78,0,0,26,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,78,50,31,0,0,6,0,0,17,3,0,0,0,26,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,65,28,0,74,0,0,0,0,0,0,0,0,0,0,0,0,90,64,9,0,6,0,25,0,0,73,9,0,0,0,6,46,0,0,0,0,0,0,0,0,12,0,0,10,0,7,0,0,0,7,0,0,17,0,5,6,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,51,19,0,61,0,0,0,0,0,0,0,0,0,0,0,0,64,75,8,0,6,0,12,0,0,74,9,0,0,0,8,28,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,6,0,0,19,3,6,5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,2,18,0,0,0,14,0,18,17,0,18,0,11,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,15,0,3,0,0,9,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,3
0,43,39,38,0,0,0,36,22,0,22,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23,0,0,19,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,14,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,3,0,30,0,0,14,9,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0
0,2,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,56,0,0,0,60,0,58,56,0,43,0,53,33,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,60,25,0,73,0,0,0,0,0,0,0,0,0,0,0,0,73,74,8,0,9,0,14,0,0,86,9,0,0,0,10,38,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,8,0,0,21,3,6,5,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,4,4,0,0,0,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,0,0,10,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,45,18,0,52,0,0,0,0,0,0,0,0,0,0,0,0,46,28,2,0,12,0,16,0,0,38,0,0,0,0,7,57,0,0,0,0,0,0,0,0,8,0,0,6,0,4,0,0,0,4,0,0,8,4,4,0,9
0,0,0,0,0,7,0,0,0,7,0,7,6,0,6,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,85,0,0,0,0,0,0,36,0,0,0,0,80,58,30,0,0,0,0,0,0,0,0,68,0,0,22,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,86,45,27,0,0,8,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,55,0,0,0,0,0,0,33,0,0,0,0,46,38,10,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,45,55,20,0,0,8,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,31,0,0,0,0,0,0,19,0,0,0,0,30,16,11,0,0,0,0,0,0,0,0,25,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,20,33,0,0,0,0,0,5,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,3,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,6,0,4,5,0,2,0,6,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,0,0,5,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,12,11,8,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,11,0,0,10,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,38,0,0,0,33,0,39,34,0,38,0,28,21,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,24,16,9,0,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,10,0,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
