"Jose Altuve_HOU","George Springer_HOU","Carlos Correa_HOU","Giancarlo Stanton_MIA","Justin Bour_MIA","Marcell Ozuna_MIA","Marwin Gonzalez_HOU","Carlos Beltran_HOU","Christian Yelich_MIA","Kris Bryant_CHC","Josh Reddick_HOU","Whit Merrifield_KC","Anthony Rizzo_CHC","Alex Bregman_HOU","Mike Moustakas_KC","Evan Gattis_HOU","Dee Gordon_MIA","Eric Hosmer_KC","Javier Baez_CHC","Lorenzo Cain_KC","Ben Zobrist_CHC","JT Realmuto_MIA","Brian McCann_HOU","Jorge Bonifacio_KC","Kyle Schwarber_CHC","Jorge Soler_KC","Willson Contreras_CHC","Ian Happ_CHC","Yuli Gurriel_HOU","Martin Prado_MIA","Derek Fisher_HOU","Jason Heyward_CHC","Brandon Moss_KC","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Jake Marisnick_HOU","Norichika Aoki_HOU","Salvador Perez_KC","Miguel Montero_CHC","Derek Dietrich_MIA","Addison Russell_CHC","Ryan O'Hearn_KC","Jon Jay_CHC","Destin Hood_MIA","Jeimer Candelario_CHC","Albert Almora_CHC","Terrance Gore_KC","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Tommy La Stella_CHC","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Alex Gordon_KC","Raul Mondesi_KC","AJ Ellis_MIA","Mike Aviles_MIA","Alcides Escobar_KC","Juan Centeno_HOU","Tony Kemp_HOU","Miguel Rojas_MIA","Drew Butera_KC","Eloy Jimenez_CHC"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,11,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,15,0,13,0,0,0,8,0,5,0,0,0,0,0,0,4,3,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,8,0
20,17,17,0,0,0,14,16,0,0,9,0,0,18,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,28,28,0,0,0,18,25,0,0,28,0,0,28,0,17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,33,0,0,40,0,0,47,0,46,0,0,0,29,0,14,0,0,0,0,0,0,31,11,0,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,0,47,0,0,0,9,0
0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,9,0,12,0,0,0,15,0,0,7,0,0,0,13,0,0,0,0,0,0,0,17,0,14,0,8,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,30,33,0,0,33,0,0,0,0,0,0,0,30,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,9,16,0,0,9,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,41,0,0,42,0,0,0,0,0,27,0,30,0,0,0,34,0,28,12,0,0,0,33,0,0,0,0,0,0,0,14,0,42,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,0,0,16,0,0,0,0,0,8,0,12,0,0,0,15,0,9,3,0,0,0,11,0,0,0,0,0,0,0,8,0,13,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,17,0,10,0,0,0,14,0,15,5,0,0,0,12,0,0,0,0,0,0,0,6,0,18,0,5,0,2,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,6,6,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0
0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,15,16,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,3,0,0
0,0,0,21,19,22,0,0,22,0,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,3,0,0,5,0,0,22,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,32,0,0,40,0,0,46,0,44,0,0,0,26,0,11,0,0,0,0,0,0,33,11,0,14,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,46,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0
0,0,0,9,8,10,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,10,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,37,0,0,44,0,0,51,0,49,0,0,0,31,0,15,0,0,0,0,0,0,35,11,0,15,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,51,0,0,0,13,0
2,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,12,15,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,13,0,12,0,0,0,7,0,5,0,0,0,0,0,0,5,2,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
