"Mookie Betts_BOS","Hanley Ramirez_BOS","Ryan Braun_MIL","Eric Thames_MIL","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Jonathan Villar_MIL","Corey Dickerson_TB","Dustin Pedroia_BOS","Keon Broxton_MIL","Brad Miller_TB","Jackie Bradley_BOS","Mitch Moreland_BOS","Evan Longoria_TB","Eric Hosmer_KC","Mike Moustakas_KC","Lorenzo Cain_KC","Salvador Perez_KC","Hernan Perez_MIL","Travis Shaw_MIL","Colby Rasmus_TB","Pablo Sandoval_BOS","Domingo Santana_MIL","Alex Gordon_KC","Logan Morrison_TB","Chris Young_BOS","Steven Souza_TB","Kevin Kiermaier_TB","Tim Beckham_TB","Brock Holt_BOS","Sandy Leon_BOS","Wilson Ramos_TB","Jorge Soler_KC","Orlando Arcia_MIL","Whit Merrifield_KC","Nick Franklin_MIL","Christian Vazquez_BOS","Jett Bandy_MIL","Brandon Moss_KC","Matt Duffy_TB","Rickie Weeks_TB","Daniel Robertson_TB","Jesus Aguilar_MIL","Billy Burns_KC","Manny Pina_MIL","Mallex Smith_TB","Peter O'Brien_KC","Derek Norris_TB","Kirk Nieuwenhuis_MIL","Chase d'Arnaud_BOS","Andrew Susac_MIL","Steve Selsky_BOS","Marco Hernandez_BOS","Alcides Escobar_KC","Cheslor Cuthbert_KC","Jake Bauers_TB","Jorge Bonifacio_KC","Paulo Orlando_KC","Jesus Sucre_TB","Deven Marrero_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Raul Mondesi_KC","Curt Casali_TB","Ryan O'Hearn_KC","Terrance Gore_KC","Christian Colon_KC","Shane Peterson_TB","Drew Butera_KC"
0,0,0,0,0,0,0,25,0,0,29,0,0,27,0,0,0,0,0,0,5,0,0,0,24,0,25,27,25,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,9,0
14,15,0,0,14,15,0,0,13,0,0,16,15,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
26,24,0,0,24,27,0,0,24,0,0,15,28,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,3,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26,0,0,27,0,0,31,0,0,0,0,0,0,5,0,0,0,24,0,27,30,27,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,29,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,16,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,13,11,0,0,0,0,10,0,0,0,6,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,24,23,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,12,9,0,0,0,0,10,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,29,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,12,11,0,0,0,0,10,0,0,0,6,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,28,28,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,12,11,0,0,0,0,10,0,0,0,5,0,5
0,0,14,17,0,0,17,0,0,12,0,0,0,0,0,0,0,0,19,16,0,0,13,0,0,0,0,0,0,0,0,0,0,16,0,5,0,11,0,0,0,0,2,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,26,0,0,27,0,0,21,0,0,0,0,0,0,0,0,16,29,0,0,21,0,0,0,0,0,0,0,0,0,0,26,0,5,0,15,0,0,0,0,6,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13,12,0,0,11,14,0,0,12,0,0,6,15,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,2,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,21,0,0,23,0,0,20,0,0,0,0,0,0,0,0,13,21,0,0,24,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,0,0,0,0,4,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,28,27,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,15,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,12,11,0,0,0,0,10,0,0,0,5,0,6
0,0,0,0,0,0,0,23,0,0,24,0,0,24,0,0,0,0,0,0,5,0,0,0,25,0,21,24,21,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,9,0
13,11,0,0,12,14,0,0,13,0,0,3,15,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,2,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,0,0,25,0,0,27,0,0,0,0,0,0,2,0,0,0,21,0,29,27,26,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,8,0
0,0,0,0,0,0,0,26,0,0,27,0,0,30,0,0,0,0,0,0,5,0,0,0,24,0,27,31,27,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,0
0,0,0,0,0,0,0,24,0,0,25,0,0,27,0,0,0,0,0,0,4,0,0,0,21,0,26,27,29,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,8,0
2,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,0,0,13,14,0,0,13,0,0,7,15,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,26,0,0,27,0,0,22,0,0,0,0,0,0,0,0,16,26,0,0,21,0,0,0,0,0,0,0,0,0,0,29,0,5,0,15,0,0,0,0,6,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,15,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,11,0,0,0,0,0,0,0,0,0,2,0,5
0,0,2,5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,0,12,14,0,0,12,0,0,9,13,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,12,16,0,0,16,0,0,13,0,0,0,0,0,0,0,0,11,15,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,3,0,17,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,20,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,9,8,0,0,0,0,10,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9,0,0,10,0,0,13,0,0,0,0,0,0,2,0,0,0,6,0,11,12,13,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,2,0
0,0,0,0,0,0,0,11,0,0,11,0,0,13,0,0,0,0,0,0,2,0,0,0,7,0,13,14,11,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0
0,0,4,3,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,13,0,0,14,0,0,11,0,0,0,0,0,0,0,0,8,14,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,4,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,21,0,0,22,0,0,0,0,0,0,3,0,0,0,19,0,21,23,23,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0
0,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,13,0,0,12,15,0,0,12,0,0,11,16,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,29,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,16,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,13,11,0,0,0,0,10,0,0,0,6,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,4,3,0,0,0,0,0,0,0,0,3,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,13,0,0,0,0,0,0,0,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,0,0,0,0,8,0,0,0,2,0,2
0,0,0,0,0,0,0,8,0,0,8,0,0,9,0,0,0,0,0,0,2,0,0,0,6,0,8,8,6,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,5,5,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,9,8,9,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,2,0,0,0,0,0,0,0,0,6,0,4
0,0,0,0,0,0,0,9,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,2,2,0,0,0,0,0,0,0,0,4,0,7
