"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Projection_ceil","Projection_rceil","Name.Clean","FreqInd"
"WR","Quincy Enunwa (7725737)","Quincy Enunwa",7725737,4700,"LA@NYJ 01:00PM ET","NYJ","Quincy","Enunwa","LA",12.08,8.9,2,0.205047318611987,9.56983649710494,9.60286453296157,17.4,8.9,"Quincy Enunwa",0
"RB","Tim Hightower (7725616)","Tim Hightower",7725616,4600,"Den@NO 01:00PM ET","NO","Tim","Hightower","Den",10.13,11,11,0.0171428571428571,9.97988355921599,9.92541178896873,12,12,"Tim Hightower",0
"WR","Mohamed Sanu (7725749)","Mohamed Sanu",7725749,4600,"Atl@Phi 01:00PM ET","Atl","Mohamed","Sanu","Phi",12.25,11.5,2,0.190625,11.0723962328819,11.0483926100797,18.4,11.5,"Mohamed Sanu",0
"TE","Delanie Walker (7725900)","Delanie Walker",7725900,4600,"GB@Ten 01:00PM ET","Ten","Delanie","Walker","GB",12.45,11.8,2,0.175496688741722,11.3152118699421,11.2882085405083,19.7,11.8,"Delanie Walker",1
"RB","James White (7725705)","James White",7725705,4500,"Sea@NE 08:30PM ET","NE","James","White","Sea",10.16,4.6,2,0.177777777777778,6.45392094385505,6.54873734008726,18,4.6,"James White",0
"WR","Chris Hogan (7725842)","Chris Hogan",7725842,4500,"Sea@NE 08:30PM ET","NE","Chris","Hogan","Sea",8.87,6.7,4,0.118518518518519,7.11805074692875,7.13846919597969,16.8,6.7,"Chris Hogan",0
"WR","Allen Hurns (7725712)","Allen Hurns",7725712,4400,"Hou@Jax 01:00PM ET","Jax","Allen","Hurns","Hou",10.28,10.3,2,0.184210526315789,9.65071428020727,9.61548346129568,17.2,10.3,"Allen Hurns",0
"WR","Cameron Meredith (7725774)","Cameron Meredith",7725774,4400,"Chi@TB 01:00PM ET","Chi","Cameron","Meredith","TB",9.15,11.9,3,0.14527027027027,10.100071787486,10.0052358411354,24.6,11.9,"Cameron Meredith",1
"RB","Darren Sproles (7725633)","Darren Sproles",7725633,4300,"Atl@Phi 01:00PM ET","Phi","Darren","Sproles","Atl",13.81,13.2,4,0.138576779026217,12.6126070188656,12.580074947081,18.6,18.6,"Darren Sproles",0
"WR","DeVante Parker (7725808)","DeVante Parker",7725808,4300,"Mia@SD 04:05PM ET","Mia","DeVante","Parker","SD",8.72,11.3,2,0.161825726141079,9.60289129786732,9.51345922573785,15.8,11.3,"DeVante Parker",0
"RB","James Starks (7725667)","James Starks",7725667,4200,"GB@Ten 01:00PM ET","GB","James","Starks","Ten",4.8,5,8,0.0302114803625378,4.61155559758711,4.59067572911159,6.8,5,"James Starks",0
"WR","Rishard Matthews (7725794)","Rishard Matthews",7725794,4200,"GB@Ten 01:00PM ET","Ten","Rishard","Matthews","GB",11.22,11.2,3,0.155629139072848,10.5100523003686,10.4725718040377,17.6,11.2,"Rishard Matthews",0
"WR","J.J. Nelson (7725820)","J.J. Nelson",7725820,4200,"SF@Ari 04:25PM ET","Ari","J.J.","Nelson","SF",11.01,12.6,5,0.0808383233532934,11.203038504881,11.1288627230045,18.8,12.6,"J.J. Nelson",0
"WR","Tavon Austin (7725736)","Tavon Austin",7725736,4100,"LA@NYJ 01:00PM ET","LA","Tavon","Austin","NYJ",11.17,13.6,1,0.22887323943662,11.8173705444437,11.7231377477538,19,13.6,"Tavon Austin",0
"WR","Kendall Wright (7725792)","Kendall Wright",7725792,4100,"GB@Ten 01:00PM ET","Ten","Kendall","Wright","GB",8.91,7.3,6,0.0860927152317881,7.46509143506954,7.47236400235413,22.7,7.3,"Kendall Wright",0
"RB","DuJuan Harris (7725681)","DuJuan Harris",7725681,4100,"SF@Ari 04:25PM ET","SF","DuJuan","Harris","Ari",5.78,8.1,8,0.036,6.70231226360409,6.62886367908348,27.6,8.1,"DuJuan Harris",1
"RB","Kapri Bibbs (7725622)","Kapri Bibbs",7725622,4000,"Den@NO 01:00PM ET","Den","Kapri","Bibbs","NO",7.8,7.1,11,0.00961538461538462,6.92722321691801,6.91710748425833,10.1,7.1,"Kapri Bibbs",0
"RB","Knile Davis (7725646)","Knile Davis",7725646,4000,"KC@Car 01:00PM ET","KC","Knile","Davis","Car",0,0,10,0.0137931034482759,0,0,3.3,0,"Knile Davis",0
"RB","Chris Thompson (7725661)","Chris Thompson",7725661,4000,"Min@Was 01:00PM ET","Was","Chris","Thompson","Min",8.57,9,5,0.0936555891238671,8.27385190616077,8.23487855180697,14.5,9,"Chris Thompson",0
"WR","Sammie Coates (7725833)","Sammie Coates",7725833,4000,"Dal@Pit 04:25PM ET","Pit","Sammie","Coates","Dal",11.45,8.4,3,0.120743034055728,9.05093485985472,9.08307318734921,21.2,8.4,"Sammie Coates",0
"TE","Jason Witten (7725923)","Jason Witten",7725923,4000,"Dal@Pit 04:25PM ET","Dal","Jason","Witten","Pit",11.34,10.6,1,0.217898832684825,10.2246074282188,10.2034490218779,20.1,10.6,"Jason Witten",1
"WR","Marqise Lee (7725716)","Marqise Lee",7725716,3900,"Hou@Jax 01:00PM ET","Jax","Marqise","Lee","Hou",8.75,7.8,3,0.149122807017544,7.67986373086447,7.67234347840684,16.1,7.8,"Marqise Lee",0
"RB","Peyton Barber (7725657)","Peyton Barber",7725657,3900,"Chi@TB 01:00PM ET","TB","Peyton","Barber","Chi",6.87,5.3,10,0.0157232704402516,5.57427233404149,5.58751469254854,13.1,5.3,"Peyton Barber",0
"WR","Russell Shepard (7725769)","Russell Shepard",7725769,3900,"Chi@TB 01:00PM ET","TB","Russell","Shepard","Chi",0,0,6,0.0471698113207547,0,0,13.2,0,"Russell Shepard",0
"RB","Damien Williams (7725678)","Damien Williams",7725678,3900,"Mia@SD 04:05PM ET","Mia","Damien","Williams","SD",4.36,5,4,0.0663900414937759,4.44216710361202,4.41255266252141,10.5,5,"Damien Williams",0
"TE","Antonio Gates (7725907)","Antonio Gates",7725907,3900,"Mia@SD 04:05PM ET","SD","Antonio","Gates","Mia",12.48,10.9,4,0.148484848484848,10.8292984842258,10.8238005945674,15.3,10.9,"Antonio Gates",0
"RB","Thomas Rawls (7725706)","Thomas Rawls",7725706,3900,"Sea@NE 08:30PM ET","Sea","Thomas","Rawls","NE",0,0,9,0.022140221402214,0,0,9.8,0,"Thomas Rawls",0
"RB","C.J. Prosise (7725708)","C.J. Prosise",7725708,3900,"Sea@NE 08:30PM ET","Sea","C.J.","Prosise","NE",9.44,10.9,8,0.03690036900369,9.65897798039786,9.59313213448975,11.5,10.9,"C.J. Prosise",0
"WR","Tyreek Hill (7725766)","Tyreek Hill",7725766,3800,"KC@Car 01:00PM ET","KC","Tyreek","Hill","Car",8.74,10.5,4,0.096551724137931,9.16840179600878,9.09795332833696,15.5,10.5,"Tyreek Hill",0
"RB","Matt Asiata (7725659)","Matt Asiata",7725659,3800,"Min@Was 01:00PM ET","Min","Matt","Asiata","Was",9.27,10.5,5,0.0809859154929577,9.37243793647878,9.31251065854786,14.4,10.5,"Matt Asiata",0
"RB","Jerick McKinnon (7725664)","Jerick McKinnon",7725664,3800,"Min@Was 01:00PM ET","Min","Jerick","McKinnon","Was",10.4,7.2,7,0.0528169014084507,7.98342884912804,8.02260317779925,12.1,7.2,"Jerick McKinnon",0
"RB","Matt Jones (7725666)","Matt Jones",7725666,3800,"Min@Was 01:00PM ET","Was","Matt","Jones","Min",0,0,7,0.0332326283987915,0,0,20.8,0,"Matt Jones",0
"WR","Adam Thielen (7725787)","Adam Thielen",7725787,3800,"Min@Was 01:00PM ET","Min","Adam","Thielen","Was",9.79,8.4,3,0.144366197183099,8.41187826894867,8.41106343612261,17.9,8.4,"Adam Thielen",0
"WR","Torrey Smith (7725814)","Torrey Smith",7725814,3800,"SF@Ari 04:25PM ET","SF","Torrey","Smith","Ari",7.3,8,3,0.14,7.23219889316089,7.19124760906884,12.3,8,"Torrey Smith",0
"WR","Michael Floyd (7725816)","Michael Floyd",7725816,3800,"SF@Ari 04:25PM ET","Ari","Michael","Floyd","SF",4.4,6.5,4,0.131736526946108,5.28667039296739,5.22300016937702,13.1,6.5,"Michael Floyd",0
"RB","T.J. Yeldon (7725615)","T.J. Yeldon",7725615,3700,"Hou@Jax 01:00PM ET","Jax","T.J.","Yeldon","Hou",8.3,8.3,4,0.114035087719298,7.78299361017582,7.75492366057056,16.1,8.3,"T.J. Yeldon",0
"RB","Benny Cunningham (7725630)","Benny Cunningham",7725630,3700,"LA@NYJ 01:00PM ET","LA","Benny","Cunningham","NYJ",2.33,5.1,7,0.0457746478873239,3.71594381058408,3.64370790535197,6.5,5.1,"Benny Cunningham",0
"WR","Brian Quick (7725735)","Brian Quick",7725735,3700,"LA@NYJ 01:00PM ET","LA","Brian","Quick","NYJ",9.54,7.3,4,0.133802816901408,7.70762496053388,7.72740384769917,16.1,7.3,"Brian Quick",0
"RB","Ryan Mathews (7725635)","Ryan Mathews",7725635,3700,"Atl@Phi 01:00PM ET","Phi","Ryan","Mathews","Atl",8.14,4.9,8,0.0337078651685393,5.84209463404091,5.88984143453817,15.7,4.9,"Ryan Mathews",0
"RB","Wendell Smallwood (7725641)","Wendell Smallwood",7725641,3700,"Atl@Phi 01:00PM ET","Phi","Wendell","Smallwood","Atl",0,2.2,10,0.0112359550561798,1.21601969185786,1.16490660117621,9.4,2.2,"Wendell Smallwood",0
"TE","Zach Ertz (7725868)","Zach Ertz",7725868,3700,"Atl@Phi 01:00PM ET","Phi","Zach","Ertz","Atl",9.07,9.3,5,0.116104868913858,8.632159698204,8.59614202763803,13.8,9.3,"Zach Ertz",0
"WR","Ted Ginn Jr. (7725756)","Ted Ginn",7725756,3700,"KC@Car 01:00PM ET","Car","Ted","Ginn","KC",7.53,8.7,3,0.131313131313131,7.7076582351481,7.65500949425159,NA,8.7,"Ted Ginn",0
"RB","Jeremy Langford (7725655)","Jeremy Langford",7725655,3700,"Chi@TB 01:00PM ET","Chi","Jeremy","Langford","TB",4.38,2.4,7,0.0371621621621622,3.01275239932432,3.04394136415816,13.2,2.4,"Jeremy Langford",0
"RB","Ka'Deem Carey (7725656)","Ka'Deem Carey",7725656,3700,"Chi@TB 01:00PM ET","Chi","Ka'Deem","Carey","TB",2.46,4.8,10,0.0135135135135135,3.6001695440052,3.53748427486595,5.4,4.8,"KaDeem Carey",0
"WR","Eddie Royal (7725767)","Eddie Royal",7725767,3700,"Chi@TB 01:00PM ET","Chi","Eddie","Royal","TB",10.1,9.7,4,0.128378378378378,9.2497772530744,9.22491313373345,21.5,9.7,"Eddie Royal",1
"WR","Adam Humphries (7725776)","Adam Humphries",7725776,3700,"Chi@TB 01:00PM ET","TB","Adam","Humphries","Chi",8.47,9.6,2,0.160377358490566,8.56699625530948,8.51209783699362,16.4,9.6,"Adam Humphries",0
"RB","Kenneth Farrow (7725677)","Kenneth Farrow",7725677,3700,"Mia@SD 04:05PM ET","SD","Kenneth","Farrow","Mia",4.15,3.4,10,0.00909090909090909,3.47694463740909,3.4803345798843,2.3,3.4,"Kenneth Farrow",0
"WR","Kenny Stills (7725805)","Kenny Stills",7725805,3700,"Mia@SD 04:05PM ET","Mia","Kenny","Stills","SD",8.5,8.5,3,0.136929460580913,7.97053562487885,7.94178929094576,17.1,8.5,"Kenny Stills",0
"WR","Jeremy Kerley (7725815)","Jeremy Kerley",7725815,3700,"SF@Ari 04:25PM ET","SF","Jeremy","Kerley","Ari",7.81,9.9,1,0.252,8.47873438141836,8.40376413726874,19.5,9.9,"Jeremy Kerley",0
"RB","Cameron Artis-Payne (7725649)","Cameron Artis-Payne",7725649,3600,"KC@Car 01:00PM ET","Car","Cameron","Artis-Payne","KC",0,0,10,0.00336700336700337,0,0,19.4,0,"Cameron Artis-Payne",0
"TE","Zach Miller (7725881)","Zach Miller",7725881,3600,"Chi@TB 01:00PM ET","Chi","Zach","Miller","TB",13,11.1,2,0.182432432432432,11.1400321309107,11.1402102733718,19.6,11.1,"Zach Miller",1
"RB","Rob Kelley (7725665)","Rob Kelley",7725665,3600,"Min@Was 01:00PM ET","Was","Rob","Kelley","Min",0,10.4,10,0.00906344410876133,5.74845672514626,5.50683120556027,11,11,"Rob Kelley",0
"WR","Pierre Garcon (7725779)","Pierre Garcon",7725779,3600,"Min@Was 01:00PM ET","Was","Pierre","Garcon","Min",10.9,11,3,0.175226586102719,10.2763134236724,10.2371271555016,14.6,11,"Pierre Garcon",0
"TE","Kyle Rudolph (7725895)","Kyle Rudolph",7725895,3600,"Min@Was 01:00PM ET","Min","Kyle","Rudolph","Was",12.75,10.1,2,0.211267605633803,10.4910524448531,10.5095009850018,16.3,10.1,"Kyle Rudolph",1
"WR","Terrance Williams (7725829)","Terrance Williams",7725829,3600,"Dal@Pit 04:25PM ET","Dal","Terrance","Williams","Pit",9.1,7.6,4,0.140077821011673,7.70405733363031,7.70813168126938,13.4,7.6,"Terrance Williams",0
"WR","Tyler Lockett (7725844)","Tyler Lockett",7725844,3600,"Sea@NE 08:30PM ET","Sea","Tyler","Lockett","NE",7.45,7.8,4,0.118081180811808,7.17939772593805,7.14607078166311,9.3,7.8,"Tyler Lockett",0
"TE","C.J. Fiedorowicz (7725849)","C.J. Fiedorowicz",7725849,3500,"Hou@Jax 01:00PM ET","Hou","C.J.","Fiedorowicz","Jax",10.95,7.8,3,0.131313131313131,8.52680620073996,8.56295881135776,16.6,7.8,"C.J. Fiedorowicz",0
"RB","Terron Ward (7725638)","Terron Ward",7725638,3500,"Atl@Phi 01:00PM ET","Atl","Terron","Ward","Phi",5.18,6.6,12,0.003125,5.64222361828042,5.59171408747672,7.5,6.6,"Terron Ward",0
"WR","Chris Conley (7725761)","Chris Conley",7725761,3500,"KC@Car 01:00PM ET","KC","Chris","Conley","Car",8.15,9.4,3,0.144827586206897,8.33325737861324,8.27665318845747,10.1,9.4,"Chris Conley",0
"TE","Cameron Brate (7725887)","Cameron Brate",7725887,3500,"Chi@TB 01:00PM ET","TB","Cameron","Brate","Chi",10.22,9.6,3,0.138364779874214,9.24070049271043,9.22054185184095,16.2,9.6,"Cameron Brate",1
"RB","Ronnie Hillman (7725662)","Ronnie Hillman",7725662,3500,"Min@Was 01:00PM ET","Min","Ronnie","Hillman","Was",4.56,5.1,8,0.028169014084507,4.57443549595787,4.54646799284314,7.4,5.1,"Ronnie Hillman",0
"RB","Andre Ellington (7725682)","Andre Ellington",7725682,3500,"SF@Ari 04:25PM ET","Ari","Andre","Ellington","SF",4.02,6.5,9,0.0209580838323353,5.14038032998889,5.06916661186732,2.7,6.5,"Andre Ellington",0
"RB","Mike Davis (7725687)","Mike Davis",7725687,3500,"SF@Ari 04:25PM ET","SF","Mike","Davis","Ari",0,1.1,11,0.02,0.608009845928931,0.582453300588106,5,1.1,"Mike Davis",0
"WR","Brice Butler (7725828)","Brice Butler",7725828,3500,"Dal@Pit 04:25PM ET","Dal","Brice","Butler","Pit",2.8,1.9,5,0.0894941634241245,2.12812560462786,2.13956612477154,9.6,1.9,"Brice Butler",0
"WR","Eli Rogers (7725834)","Eli Rogers",7725834,3500,"Dal@Pit 04:25PM ET","Pit","Eli","Rogers","Dal",8.22,9.4,5,0.0897832817337461,8.36020554810928,8.30499094905136,18.2,9.4,"Eli Rogers",0
"RB","Chris Ivory (7725607)","Chris Ivory",7725607,3400,"Hou@Jax 01:00PM ET","Jax","Chris","Ivory","Hou",8.48,6.9,7,0.0321637426900585,7.07845819016517,7.0864879870635,11.6,6.9,"Chris Ivory",0
"WR","Taylor Gabriel (7725755)","Taylor Gabriel",7725755,3400,"Atl@Phi 01:00PM ET","Atl","Taylor","Gabriel","Phi",0,5.5,6,0.059375,3.04004922964466,2.91226650294053,15.7,5.5,"Taylor Gabriel",0
"WR","Cordarrelle Patterson (7725785)","Cordarrelle Patterson",7725785,3400,"Min@Was 01:00PM ET","Min","Cordarrelle","Patterson","Was",9.55,8,4,0.116197183098592,8.09839005553355,8.10210419958683,14.9,8,"Cordarrelle Patterson",0
"WR","Dontrelle Inman (7725802)","Dontrelle Inman",7725802,3400,"Mia@SD 04:05PM ET","SD","Dontrelle","Inman","Mia",12.31,10.8,3,0.157575757575758,10.7085793073783,10.7020300187859,16.6,10.8,"Dontrelle Inman",0
"RB","Shaun Draughn (7725680)","Shaun Draughn",7725680,3400,"SF@Ari 04:25PM ET","SF","Shaun","Draughn","Ari",6.08,0,6,0.056,2.34064100765589,2.46133692015529,11,0,"Shaun Draughn",0
"TE","Martellus Bennett (7725931)","Martellus Bennett",7725931,3400,"Sea@NE 08:30PM ET","NE","Martellus","Bennett","Sea",8.8,6.9,3,0.166666666666667,7.20164982214706,7.21603203549273,23.7,6.9,"Martellus Bennett",1
"TE","Coby Fleener (7725854)","Coby Fleener",7725854,3300,"Den@NO 01:00PM ET","NO","Coby","Fleener","Den",10.08,6.7,4,0.137142857142857,7.58386910536027,7.6283076291027,20.5,6.7,"Coby Fleener",1
"WR","Albert Wilson (7725759)","Albert Wilson",7725759,3300,"KC@Car 01:00PM ET","KC","Albert","Wilson","Car",6.12,11.9,5,0.0896551724137931,8.93360102215752,8.77861563257117,10.3,11.9,"Albert Wilson",0
"RB","Mike James (7725654)","Mike James",7725654,3300,"Chi@TB 01:00PM ET","TB","Mike","James","Chi",2.64,1.4,12,0.00943396226415094,1.79016167685104,1.81004260028961,5,1.4,"Mike James",0
"RB","Derek Watt (7725676)","Derek Watt",7725676,3300,"Mia@SD 04:05PM ET","SD","Derek","Watt","Mia",0,0,10,0.00909090909090909,0,0,5.1,0,"Derek Watt",0
"WR","Jalin Marshall (7725743)","Jalin Marshall",7725743,3200,"LA@NYJ 01:00PM ET","NYJ","Jalin","Marshall","LA",5.59,4.2,7,0.0536277602523659,4.473495960185,4.48688519824353,9.2,4.2,"Jalin Marshall",0
"RB","Fozzy Whittaker (7725644)","Fozzy Whittaker",7725644,3200,"KC@Car 01:00PM ET","Car","Fozzy","Whittaker","KC",2.46,4.9,6,0.0909090909090909,3.65544316636237,3.59043457491942,14.8,4.9,"Fozzy Whittaker",0
"WR","Devin Funchess (7725764)","Devin Funchess",7725764,3200,"KC@Car 01:00PM ET","Car","Devin","Funchess","KC",5.74,6.2,5,0.107744107744108,5.63671448482002,5.60661497201401,10.6,6.2,"Devin Funchess",0
"WR","Danny Amendola (7725837)","Danny Amendola",7725837,3200,"Sea@NE 08:30PM ET","NE","Danny","Amendola","Sea",5.33,7.8,6,0.0777777777777778,6.36325316405803,6.28784146081949,13.2,7.8,"Danny Amendola",0
"WR","Nelson Agholor (7725754)","Nelson Agholor",7725754,3100,"Atl@Phi 01:00PM ET","Phi","Nelson","Agholor","Atl",7.68,9.1,2,0.168539325842697,7.98649880206831,7.92753446716665,11,9.1,"Nelson Agholor",0
"TE","Austin Hooper (7725872)","Austin Hooper",7725872,3100,"Atl@Phi 01:00PM ET","Atl","Austin","Hooper","Phi",10.97,8.1,7,0.05625,8.70032654481036,8.72990621454498,13.2,8.1,"Austin Hooper",0
"WR","Jeff Janis (7725800)","Jeff Janis",7725800,3100,"GB@Ten 01:00PM ET","GB","Jeff","Janis","Ten",4.64,1.3,6,0.0392749244712991,2.50483575438067,2.5667426029188,9.5,1.3,"Jeff Janis",0
"RB","Jonathan Grimes (7725608)","Jonathan Grimes",7725608,3000,"Hou@Jax 01:00PM ET","Hou","Jonathan","Grimes","Jax",2.87,0,9,0.0235690235690236,1.10487494933757,1.16184818434962,5.8,0,"Jonathan Grimes",0
"RB","Denard Robinson (7725610)","Denard Robinson",7725610,3000,"Hou@Jax 01:00PM ET","Jax","Denard","Robinson","Hou",0,0,12,0.00584795321637427,0,0,2.3,0,"Denard Robinson",0
"RB","Jay Prosch (7725612)","Jay Prosch",7725612,3000,"Hou@Jax 01:00PM ET","Hou","Jay","Prosch","Jax",0,0,12,0.00336700336700337,0,0,1.5,0,"Jay Prosch",0
"RB","Corey Grant (7725613)","Corey Grant",7725613,3000,"Hou@Jax 01:00PM ET","Jax","Corey","Grant","Hou",0,0,14,0.00292397660818713,0,0,6.4,0,"Corey Grant",0
"RB","Tyler Ervin (7725614)","Tyler Ervin",7725614,3000,"Hou@Jax 01:00PM ET","Hou","Tyler","Ervin","Jax",0,0,10,0.0168350168350168,0,0,1.6,0,"Tyler Ervin",0
"WR","Bryan Walters (7725710)","Bryan Walters",7725710,3000,"Hou@Jax 01:00PM ET","Jax","Bryan","Walters","Hou",0,0,11,0.0116959064327485,0,0,7,0,"Bryan Walters",0
"WR","Arrelious Benn (7725711)","Arrelious Benn",7725711,3000,"Hou@Jax 01:00PM ET","Jax","Arrelious","Benn","Hou",0,0,8,0.0263157894736842,0,0,7.5,0,"Arrelious Benn",0
"WR","Keith Mumphery (7725713)","Keith Mumphery",7725713,3000,"Hou@Jax 01:00PM ET","Hou","Keith","Mumphery","Jax",3.72,6.3,0,0,4.91434093029152,4.84181846635799,0,6.3,"Keith Mumphery",0
"WR","Braxton Miller (7725715)","Braxton Miller",7725715,3000,"Hou@Jax 01:00PM ET","Hou","Braxton","Miller","Jax",9.08,7.8,7,0.0437710437710438,7.8069051013458,7.80593577834948,3.9,7.8,"Braxton Miller",0
"WR","Rashad Greene Sr. (7725717)","Rashad Greene",7725717,3000,"Hou@Jax 01:00PM ET","Jax","Rashad","Greene","Hou",2,0,9,0.0204678362573099,0.769947699886807,0.809650302682659,NA,0,"Rashad Greene",0
"WR","Jaelen Strong (7725719)","Jaelen Strong",7725719,3000,"Hou@Jax 01:00PM ET","Hou","Jaelen","Strong","Jax",0,0,6,0.0808080808080808,0,0,7.9,0,"Jaelen Strong",0
"RB","John Kuhn (7725617)","John Kuhn",7725617,3000,"Den@NO 01:00PM ET","NO","John","Kuhn","Den",0,2.1,8,0.0314285714285714,1.16074606950069,1.11195630112275,12.7,2.1,"John Kuhn",0
"RB","Travaris Cadet (7725618)","Travaris Cadet",7725618,3000,"Den@NO 01:00PM ET","NO","Travaris","Cadet","Den",3.3,1.1,5,0.0914285714285714,1.87842355074216,1.91837630001449,8.4,1.1,"Travaris Cadet",0
"RB","Marcus Murphy (7725620)","Marcus Murphy",7725620,3000,"Den@NO 01:00PM ET","NO","Marcus","Murphy","Den",0,0,0,0,0,0,0,0,"Marcus Murphy",0
"RB","Juwan Thompson (7725621)","Juwan Thompson",7725621,3000,"Den@NO 01:00PM ET","Den","Juwan","Thompson","NO",0,1.2,0,0,0.663283468286107,0.63540360064157,6.1,1.2,"Juwan Thompson",0
"RB","Daniel Lasco (7725623)","Daniel Lasco",7725623,3000,"Den@NO 01:00PM ET","NO","Daniel","Lasco","Den",0,0,12,0.0114285714285714,0,0,2.8,0,"Daniel Lasco",0
"RB","Andy Janovich (7725624)","Andy Janovich",7725624,3000,"Den@NO 01:00PM ET","Den","Andy","Janovich","NO",0,0,9,0.016025641025641,0,0,6.5,0,"Andy Janovich",0
"WR","Jordan Norwood (7725721)","Jordan Norwood",7725721,3000,"Den@NO 01:00PM ET","Den","Jordan","Norwood","NO",5.56,5.4,3,0.0865384615384615,5.1252302129728,5.11014404434486,8.9,5.4,"Jordan Norwood",0
"WR","Bennie Fowler (7725724)","Bennie Fowler",7725724,3000,"Den@NO 01:00PM ET","Den","Bennie","Fowler","NO",2.79,2,7,0.0512820512820513,2.17954948848561,2.18846817331159,6.7,2,"Bennie Fowler",0
"WR","Jordan Taylor (7725725)","Jordan Taylor",7725725,3000,"Den@NO 01:00PM ET","Den","Jordan","Taylor","NO",0,1.2,8,0.0288461538461538,0.663283468286107,0.63540360064157,3.9,1.2,"Jordan Taylor",0
"WR","Brandon Coleman (7725726)","Brandon Coleman",7725726,3000,"Den@NO 01:00PM ET","NO","Brandon","Coleman","Den",5.22,1.1,7,0.06,2.6175733426335,2.69564059058985,10.4,1.1,"Brandon Coleman",0
"WR","Tommylee Lewis (7725729)","Tommylee Lewis",7725729,3000,"Den@NO 01:00PM ET","NO","Tommylee","Lewis","Den",0,0,10,0.0257142857142857,0,0,5.4,0,"Tommylee Lewis",0
"WR","Cody Latimer (7725730)","Cody Latimer",7725730,3000,"Den@NO 01:00PM ET","Den","Cody","Latimer","NO",0,0,9,0.016025641025641,0,0,2.9,0,"Cody Latimer",0
"WR","Jake Lampman (7725732)","Jake Lampman",7725732,3000,"Den@NO 01:00PM ET","NO","Jake","Lampman","Den",0,0,0,0,0,0,0,0,"Jake Lampman",0
"RB","Chase Reynolds (7725627)","Chase Reynolds",7725627,3000,"LA@NYJ 01:00PM ET","LA","Chase","Reynolds","NYJ",0,0,0,0,0,0,0,0,"Chase Reynolds",0
"RB","C.J. Spiller (7725628)","C.J. Spiller",7725628,3000,"LA@NYJ 01:00PM ET","NYJ","C.J.","Spiller","LA",0,0,13,0,0,0,10.3,0,"C.J. Spiller",0
"RB","Malcolm Brown (7725631)","Malcolm Brown",7725631,3000,"LA@NYJ 01:00PM ET","LA","Malcolm","Brown","NYJ",0,0,9,0.00704225352112676,0,0,3.9,0,"Malcolm Brown",0
"WR","Charone Peake (7725738)","Charone Peake",7725738,3000,"LA@NYJ 01:00PM ET","NYJ","Charone","Peake","LA",0,2,8,0.0504731861198738,1.10547244714351,1.05900600106928,10.3,2,"Charone Peake",0
"WR","Bradley Marquez (7725739)","Bradley Marquez",7725739,3000,"LA@NYJ 01:00PM ET","LA","Bradley","Marquez","NYJ",1.64,0,8,0.0176056338028169,0.631357113907181,0.663913248199781,2.1,0,"Bradley Marquez",0
"WR","Devin Smith (7725740)","Devin Smith",7725740,3000,"LA@NYJ 01:00PM ET","NYJ","Devin","Smith","LA",0,0,0,0,0,0,0,0,"Devin Smith",0
"WR","Nelson Spruce (7725741)","Nelson Spruce",7725741,3000,"LA@NYJ 01:00PM ET","LA","Nelson","Spruce","NYJ",0,0,0,0,0,0,0,0,"Nelson Spruce",0
"WR","Robby Anderson (7725742)","Robby Anderson",7725742,3000,"LA@NYJ 01:00PM ET","NYJ","Robby","Anderson","LA",4.74,7.8,4,0.0977917981072555,6.13611859259142,6.04899462152811,8.9,7.8,"Robby Anderson",0
"WR","Pharoh Cooper (7725744)","Pharoh Cooper",7725744,3000,"LA@NYJ 01:00PM ET","LA","Pharoh","Cooper","NYJ",0,0,11,0.00352112676056338,0,0,1.6,0,"Pharoh Cooper",0
"WR","Mike Thomas (7725745)","Mike Thomas",7725745,3000,"LA@NYJ 01:00PM ET","LA","Mike","Thomas","NYJ",0,0,9,0.00704225352112676,0,0,0,0,"Mike Thomas",0
"TE","Lance Kendricks (7725859)","Lance Kendricks",7725859,3000,"LA@NYJ 01:00PM ET","LA","Lance","Kendricks","NYJ",10.55,9.1,3,0.190140845070423,9.09137375140588,9.08938265151627,14.6,9.1,"Lance Kendricks",0
"RB","Stevan Ridley (7725634)","Stevan Ridley",7725634,3000,"Atl@Phi 01:00PM ET","Atl","Stevan","Ridley","Phi",0,0,0,0,0,0,0.7,0,"Stevan Ridley",0
"RB","Patrick DiMarco (7725636)","Patrick DiMarco",7725636,3000,"Atl@Phi 01:00PM ET","Atl","Patrick","DiMarco","Phi",0,0,11,0.021875,0,0,5,0,"Patrick DiMarco",0
"RB","Kenjon Barner (7725637)","Kenjon Barner",7725637,3000,"Atl@Phi 01:00PM ET","Phi","Kenjon","Barner","Atl",0,1.7,11,0.00374531835205993,0.939651580071984,0.900155100908891,7.8,1.7,"Kenjon Barner",0
"WR","Eric Weems (7725746)","Eric Weems",7725746,3000,"Atl@Phi 01:00PM ET","Atl","Eric","Weems","Phi",0,0,0,0,0,0,0,0,"Eric Weems",0
"WR","Aldrick Robinson (7725747)","Aldrick Robinson",7725747,3000,"Atl@Phi 01:00PM ET","Atl","Aldrick","Robinson","Phi",2.37,1.1,8,0.046875,1.5203978702948,1.54188890926706,8.1,1.1,"Aldrick Robinson",0
