"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Projection_ceil","Projection_rceil","Name.Clean","FreqInd"
"TE","Kyle Nelson (7725916)","Kyle Nelson",7725916,2500,"SF@Ari 04:25PM ET","SF","Kyle","Nelson","Ari",0,0,0,0,0,0,NA,0,"Kyle Nelson",0
"TE","Jermaine Gresham (7725917)","Jermaine Gresham",7725917,2500,"SF@Ari 04:25PM ET","Ari","Jermaine","Gresham","SF",3.02,3.7,7,0.0568862275449102,3.20774505404457,3.18173305902899,5.8,3.7,"Jermaine Gresham",0
"TE","Blake Bell (7725920)","Blake Bell",7725920,2500,"SF@Ari 04:25PM ET","SF","Blake","Bell","Ari",0,1.1,11,0.02,0.608009845928931,0.582453300588106,1.9,1.1,"Blake Bell",0
"TE","Je'Ron Hamm (7725921)","Je'Ron Hamm",7725921,2500,"SF@Ari 04:25PM ET","SF","Je'Ron","Hamm","Ari",0,0,0,0,0,0,0,0,"JeRon Hamm",0
"TE","Hakeem Valles (7725922)","Hakeem Valles",7725922,2500,"SF@Ari 04:25PM ET","Ari","Hakeem","Valles","SF",0,0,13,0.0029940119760479,0,0,0,0,"Hakeem Valles",0
"TE","David Johnson (7725924)","David Johnson",7725924,2500,"Dal@Pit 04:25PM ET","Pit","David","Johnson","Dal",0,1.2,2,0.164670658682635,0.663283468286107,0.63540360064157,33.8,1.2,"David Johnson",0
"TE","Ladarius Green (7725925)","Ladarius Green",7725925,2500,"Dal@Pit 04:25PM ET","Pit","Ladarius","Green","Dal",6.31,0,13,0,2.42918499314287,2.55444670496379,0,0,"Ladarius Green",0
"TE","Gavin Escobar (7725926)","Gavin Escobar",7725926,2500,"Dal@Pit 04:25PM ET","Dal","Gavin","Escobar","Pit",0,0,11,0.00389105058365759,0,0,7.2,0,"Gavin Escobar",0
"TE","Xavier Grimble (7725927)","Xavier Grimble",7725927,2500,"Dal@Pit 04:25PM ET","Pit","Xavier","Grimble","Dal",2.03,1.4,7,0.0526315789473684,1.55532762838557,1.5630992579714,7.3,1.4,"Xavier Grimble",0
"TE","Geoff Swaim (7725929)","Geoff Swaim",7725929,2500,"Dal@Pit 04:25PM ET","Dal","Geoff","Swaim","Pit",2.56,0,7,0.0350194552529183,0.985533055855113,1.0363523874338,4.1,0,"Geoff Swaim",0
"TE","Luke Willson (7725933)","Luke Willson",7725933,2500,"Sea@NE 08:30PM ET","Sea","Luke","Willson","NE",0,2,7,0.040590405904059,1.10547244714351,1.05900600106928,3.9,2,"Luke Willson",0
"TE","Matt Lengel (7725934)","Matt Lengel",7725934,2500,"Sea@NE 08:30PM ET","NE","Matt","Lengel","Sea",0,0,0,0,0,0,0,0,"Matt Lengel",0
"TE","Brandon Williams (7725935)","Brandon Williams",7725935,2500,"Sea@NE 08:30PM ET","Sea","Brandon","Williams","NE",2.66,0,12,0.00738007380073801,1.02403044084945,1.07683490256794,2.6,0,"Brandon Williams",0
"TE","Nick Vannett (7725936)","Nick Vannett",7725936,2500,"Sea@NE 08:30PM ET","Sea","Nick","Vannett","NE",0,0,12,0.00738007380073801,0,0,2.1,0,"Nick Vannett",0
