Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
5371,773071749,SonnyLabor29,0,83.5,P Luis Severino P Jeff Locke 1B Edwin Encarnación 3B Manny Machado 2B Jonathan Schoop OF Ben Gamel OF Seth Smith C Mike Zunino SS Erik González OF Guillermo Heredia,,,
5371,773110731,souvlaki,0,83.5,P Luis Severino P Matt Cain 3B José Ramírez OF Nelson Cruz 2B Ian Kinsler OF Mitch Haniger C Alex Avila SS Didi Gregorius 1B Miguel Cabrera OF Hunter Pence,,,
5371,773136491,Hartboy,0,83.5,P Luis Severino P Jeff Locke OF J.D. Martinez 3B Manny Machado SS Francisco Lindor OF Aaron Hicks 2B Chris Taylor OF Marcell Ozuna 1B Miguel Cabrera C John Hicks,,,
5377,772822510,benstagger384491 (1/2),0,83.45,P Jaime García P Steven Matz 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz OF Ben Gamel OF Marcell Ozuna 3B Kyle Seager C Yan Gomes,,,
5377,772829503,rayofhope (26/66),0,83.45,P Jaime García P Steven Matz C Gary Sánchez 3B Manny Machado OF Brett Gardner OF Nelson Cruz OF Aaron Hicks SS Jean Segura 2B Jason Kipnis 1B Miguel Cabrera,,,
5377,772917547,debluehens (5/6),0,83.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado 2B Starlin Castro 1B Matt Holliday OF Matt Kemp SS Didi Gregorius OF Kiké Hernández,,,
5377,773039567,REDCOAT85 (131/150),0,83.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Aaron Hicks 1B Matt Holliday OF Giancarlo Stanton 2B Brandon Phillips SS Ronald Torreyes,,,
5377,773061885,TeeJayOrTj (63/70),0,83.45,P Jaime García P Steven Matz C Gary Sánchez OF Brett Gardner OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday SS Jean Segura 2B Robinson Canó 3B Kyle Seager,,,
5377,773067638,Schmitcj (2/3),0,83.45,P Daniel Norris P Jaime García OF Aaron Judge OF J.D. Martinez 2B Starlin Castro OF Aaron Hicks C Alex Avila SS Didi Gregorius 1B Miguel Cabrera 3B Nicholas Castellanos,,,
5383,772993391,papagates (29/150),0,83.4,P Daniel Norris P Steven Matz OF Jay Bruce OF Yoenis Céspedes 2B Dee Gordon SS José Reyes OF Curtis Granderson C J.T. Realmuto 1B Lucas Duda 3B Derek Dietrich,,,
5383,772993436,papagates (74/150),0,83.4,P Daniel Norris P Steven Matz 1B Matt Adams OF Ender Inciarte OF Christian Yelich OF Matt Kemp 2B Dee Gordon C J.T. Realmuto SS Dansby Swanson 3B Derek Dietrich,,,
5383,773036194,JADIEGEORGIA (6/11),0,83.4,P Daniel Norris P Steven Matz C Gary Sánchez 3B Kris Bryant 1B Justin Bour OF Christian Yelich OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon SS Didi Gregorius,,,
5383,773084922,juanshen (52/60),0,83.4,P Daniel Norris P Steven Matz OF Aaron Judge C Gary Sánchez 2B Starlin Castro 1B Matt Holliday OF Yoenis Céspedes SS Didi Gregorius OF Curtis Granderson 3B Wilmer Flores,,,
5387,772779482,youdacao (34/150),0,83.25,P Luis Severino P Jaime García 3B Manny Machado SS Francisco Lindor 2B Ian Kinsler OF Matt Kemp OF Justin Upton 1B Miguel Cabrera C John Hicks OF Alex Presley,,,
5387,772874015,bcalicore (96/150),0,83.25,P Luis Severino P Jaime García 1B Anthony Rizzo OF Yoenis Céspedes SS Addison Russell 3B José Reyes 2B Javier Báez OF Albert Almora Jr. OF Mark Zagunis C Travis d'Arnaud,,,
5387,772903042,bellaedward4eva (145/150),0,83.25,P Luis Severino P Jaime García OF Cody Bellinger OF Nelson Cruz SS Jean Segura 3B Logan Forsythe OF Franklin Gutierrez 2B Kiké Hernández C Austin Barnes 1B Danny Valencia,,,
5387,772979380,RexGrossman (115/150),0,83.25,P Luis Severino P Jaime García OF Nelson Cruz SS Jean Segura OF Jay Bruce 2B Robinson Canó OF Yoenis Céspedes 1B Danny Valencia C Travis d'Arnaud 3B Wilmer Flores,,,
5387,773001698,dkhbnguyen97,0,83.25,P Luis Severino P Jaime García OF Cody Bellinger 3B Manny Machado SS Brandon Crawford 1B Chris Carter 2B Javier Báez OF Hunter Pence OF Mark Zagunis C Austin Barnes,,,
5387,773074095,ganondorf (18/150),0,83.25,P Luis Severino P Jaime García 3B Kris Bryant 1B Matt Holliday OF Ian Happ C Alex Avila 2B Javier Báez OF Albert Almora Jr. OF Mark Zagunis SS Ronald Torreyes,,,
5387,773082650,Omnipoint (1/2),0,83.25,P Luis Severino P Jaime García OF Nelson Cruz 2B Chris Taylor OF Trey Mancini C Alex Avila OF Nick Markakis SS Javier Báez 3B Nicholas Castellanos 1B Danny Valencia,,,
5387,773119695,droppingelbows,0,83.25,P Luis Severino P Jaime García SS Francisco Lindor 1B Matt Adams OF Matt Kemp OF Nick Markakis C Kurt Suzuki 2B Javier Báez 3B Johan Camargo OF Albert Almora Jr.,,,
5395,772796626,shawnzhan (90/150),0,83.2,P Luis Severino P Steven Matz SS Jean Segura OF Giancarlo Stanton OF Marcell Ozuna 2B Dee Gordon OF Mitch Haniger 3B Kyle Seager C J.T. Realmuto 1B Danny Valencia,,,
5395,772796646,shawnzhan (110/150),0,83.2,P Luis Severino P Steven Matz SS Jean Segura OF Christian Yelich OF Marcell Ozuna 2B Dee Gordon OF Mitch Haniger 3B Kyle Seager C J.T. Realmuto 1B Danny Valencia,,,
5395,772868298,crystalkali (115/140),0,83.2,P Jake Arrieta P Hyun-Jin Ryu 2B José Ramírez OF Nelson Cruz 1B Matt Holliday SS Jean Segura OF Seth Smith OF Mitch Haniger C Welington Castillo 3B Kyle Seager,,,
5395,772902931,bellaedward4eva (34/150),0,83.2,P Luis Severino P Steven Matz 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Mark Trumbo C Alex Avila 1B Miguel Cabrera OF Hyun Soo Kim SS José Iglesias,,,
5395,772993471,papagates (109/150),0,83.2,P Luis Severino P Steven Matz SS Jean Segura OF Christian Yelich OF Marcell Ozuna 2B Dee Gordon OF Mitch Haniger C J.T. Realmuto 3B Derek Dietrich 1B Danny Valencia,,,
5395,772994512,rmj11222 (4/14),0,83.2,P Jake Arrieta P Hyun-Jin Ryu 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor 2B Jason Kipnis OF Matt Kemp OF Yasiel Puig C Yan Gomes OF Guillermo Heredia,,,
5395,773002310,moellenb (2/10),0,83.2,P Luis Severino P Steven Matz 2B José Ramírez OF Mark Trumbo OF Justin Upton C Alex Avila SS Didi Gregorius 1B Miguel Cabrera 3B Nicholas Castellanos OF Alex Presley,,,
5395,773054105,madoublet98 (27/101),0,83.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación OF J.D. Martinez SS Francisco Lindor OF Nelson Cruz 2B Jason Kipnis OF Justin Upton C Yan Gomes 3B Nicholas Castellanos,,,
5395,773074099,ganondorf (22/150),0,83.2,P Luis Severino P Steven Matz OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 1B Carlos Santana C Yan Gomes 2B Erik González OF Daniel Robertson 3B Ronald Torreyes,,,
5395,773144365,DollarBillW (20/150),0,83.2,P Luis Severino P Steven Matz 2B Jonathan Schoop OF Nelson Cruz OF Mark Trumbo OF Justin Upton C Welington Castillo 1B Miguel Cabrera SS Rubén Tejada 3B Nicholas Castellanos,,,
5395,773152257,rcard17,0,83.2,P Luis Severino P Steven Matz 3B Manny Machado 2B Starlin Castro OF Mark Trumbo OF Seth Smith 1B Chris Carter C Welington Castillo OF Hyun Soo Kim SS Ronald Torreyes,,,
5406,772815572,smashandgrab12 (4/4),0,83.15,P Jake Arrieta P Matt Cain 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Brett Gardner OF Nelson Cruz SS Jean Segura OF Yoenis Céspedes 2B Javier Báez,,,
5407,772880479,teo5055 (1/3),0,83.1,P Hyun-Jin Ryu P Mike Clevinger OF Aaron Judge 2B José Ramírez C Gary Sánchez OF Aaron Hicks 1B Matt Holliday 3B Justin Turner OF Yasiel Puig SS Didi Gregorius,,,
5407,772987316,Rags11FSU (1/4),0,83.1,P Luis Severino P Jesse Chávez 3B Manny Machado 2B Jonathan Schoop 1B Trey Mancini OF Mark Trumbo C Buster Posey OF Austin Slater SS Brandon Crawford OF Hunter Pence,,,
5409,773048034,sky1494,0,83.05,P Mike Clevinger P Matt Cain OF Aaron Judge OF Cody Bellinger 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez 2B Starlin Castro OF Yoenis Céspedes SS Andrelton Simmons,,,
5409,773149103,Viking123 (7/9),0,83.05,P Hyun-Jin Ryu P Jeff Locke OF Aaron Judge OF Cody Bellinger OF J.D. Martinez 3B Manny Machado 1B Justin Bour 2B Starlin Castro SS Jean Segura C Alex Avila,,,
5411,772779512,youdacao (64/150),0,82.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz OF Chris Taylor 3B Justin Turner OF Yasiel Puig 2B Logan Forsythe C Austin Barnes,,,
5411,772879879,kyrieskidz (2/2),0,82.9,P Jaime García OF Cody Bellinger 3B José Ramírez 1B Edwin Encarnación OF Trey Mancini OF Ben Gamel SS Jean Segura 2B Jason Kipnis C Yan Gomes P Andrew Moore,,,
5411,773017909,chef2284,0,82.9,P Jaime García OF Cody Bellinger C Gary Sánchez 3B Kris Bryant OF Brett Gardner 2B Starlin Castro OF Nelson Cruz 1B Matt Holliday SS Didi Gregorius P Andrew Moore,,,
5411,773040028,amai1,0,82.9,P Jake Arrieta P Jaime García 3B Manny Machado OF Brett Gardner SS Francisco Lindor 1B Trey Mancini OF Seth Smith OF Yoenis Céspedes C Welington Castillo 2B Logan Forsythe,,,
5411,773060654,popz82,0,82.9,P Jake Arrieta P Jaime García OF Aaron Judge OF Nelson Cruz 2B Jason Kipnis OF Justin Upton SS Didi Gregorius C Welington Castillo 1B Miguel Cabrera 3B Rubén Tejada,,,
5411,773060901,dlsisnumerouno (1/3),0,82.9,P Jake Arrieta P Jaime García C Gary Sánchez 3B Kris Bryant OF J.D. Martinez 1B Matt Holliday OF Ender Inciarte SS Andrelton Simmons 2B Javier Báez OF Albert Almora Jr.,,,
5411,773078797,ericchristenson (1/3),0,82.9,P Jaime García 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz OF Matt Kemp OF Austin Jackson P Andrew Moore,,,
5411,773148965,thespear007,0,82.9,P Jake Arrieta P Jaime García 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz OF Kole Calhoun C Mike Zunino 2B Kiké Hernández OF Mark Zagunis,,,
5419,772979269,RexGrossman (4/150),0,82.85,P Jake Arrieta P Daniel Norris 3B Manny Machado 2B Jonathan Schoop 1B Trey Mancini OF Jay Bruce OF Seth Smith OF Yoenis Céspedes SS José Reyes C Welington Castillo,,,
5419,773005955,anilprao88 (28/100),0,82.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz OF Mark Trumbo 2B Jason Kipnis OF Seth Smith 3B Kyle Seager C Yan Gomes,,,
5419,773040074,brettbono (3/4),0,82.85,P Steven Matz OF Aaron Judge C Gary Sánchez 2B Starlin Castro OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday SS Jean Segura 3B Kyle Seager P Andrew Moore,,,
5422,772847360,purpnurp19,0,82.8,P Jaime García P Mike Clevinger 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz OF Matt Kemp OF Mitch Haniger C Mike Zunino,,,
5422,772874010,bcalicore (91/150),0,82.8,P Jaime García P Hyun-Jin Ryu 1B Matt Holliday OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips 3B Luis Valbuena OF Nick Markakis SS Andrelton Simmons C Martín Maldonado,,,
5422,772874061,bcalicore (142/150),0,82.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Cody Bellinger C Gary Sánchez OF Aaron Hicks 3B Justin Turner SS Didi Gregorius OF Franklin Gutierrez 2B Kiké Hernández,,,
5422,772927585,cheeseisgood (5/11),0,82.8,P Jaime García P Hyun-Jin Ryu 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Nelson Cruz 2B Jason Kipnis OF Matt Kemp OF Nick Markakis C Yan Gomes,,,
5422,772954117,drlumper,0,82.8,P Jaime García P Hyun-Jin Ryu 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Ian Happ OF Justin Upton C Alex Avila OF Yasiel Puig,,,
5422,773017719,czaz,0,82.8,P Jaime García P Mike Clevinger OF Aaron Judge 2B José Ramírez C Gary Sánchez SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Yoenis Céspedes 3B Wilmer Flores,,,
5422,773024734,Joeyavanti,0,82.8,P Jaime García P Hyun-Jin Ryu 3B José Ramírez SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz 1B Matt Adams OF Marcell Ozuna OF Matt Kemp C Welington Castillo,,,
5422,773055738,ndman10,0,82.8,P Jaime García P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini OF Mark Trumbo OF Austin Jackson C John Hicks,,,
5422,773055923,dbee24 (10/10),0,82.8,P Jaime García P Mike Clevinger 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant OF Brett Gardner OF Nelson Cruz SS Jean Segura 2B Dee Gordon OF Kole Calhoun,,,
5422,773106058,Gimpels (2/6),0,82.8,P Jaime García P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini OF Mark Trumbo OF Austin Jackson C John Hicks,,,
5422,773136294,ganondorf (118/150),0,82.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Seth Smith 1B Chris Carter SS Ronald Torreyes,,,
5422,773149424,ShipMyMoney (1/5),0,82.8,P Jaime García P Mike Clevinger OF Aaron Judge OF Brett Gardner SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday 3B Justin Turner C Alex Avila,,,
5434,772829539,rayofhope (62/66),0,82.75,P Hyun-Jin Ryu P Steven Matz 3B José Ramírez 1B Edwin Encarnación OF Nelson Cruz SS Jean Segura 2B Jason Kipnis OF Matt Kemp OF Mitch Haniger C Yan Gomes,,,
5434,772854170,mikewynne021,0,82.75,P Daniel Norris P Hyun-Jin Ryu 3B José Ramírez OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Jason Kipnis OF Austin Jackson SS Didi Gregorius C Yan Gomes,,,
5434,773043561,msuareznj82,0,82.75,P Hyun-Jin Ryu P Steven Matz 1B Edwin Encarnación 3B Manny Machado OF Brett Gardner 2B Starlin Castro OF Nelson Cruz OF Aaron Hicks SS Jean Segura C Mike Zunino,,,
5434,773058272,Rickg77,0,82.75,P Daniel Norris P Mike Clevinger OF Cody Bellinger 2B José Ramírez SS Francisco Lindor OF Aaron Hicks 1B Matt Holliday 3B Justin Turner OF Yasiel Puig C Yan Gomes,,,
5434,773121261,deltagamma,0,82.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez SS Francisco Lindor OF Mark Trumbo 2B Jason Kipnis 3B Kyle Seager OF Guillermo Heredia,,,
5434,773141090,YANKEEEZWIN,0,82.75,P Luis Severino P Wade Miley 1B Edwin Encarnación OF Brett Gardner OF Seth Smith OF Marcell Ozuna 2B Dee Gordon C Welington Castillo 3B Logan Forsythe SS JT Riddle,,,
5440,772913626,dscotti (2/2),0,82.7,P Daniel Norris P Jeff Locke 1B Edwin Encarnación 3B Manny Machado OF Brett Gardner SS Francisco Lindor OF Mark Trumbo 2B Jason Kipnis OF Christian Yelich C Buster Posey,,,
5440,773061843,TeeJayOrTj (21/70),0,82.7,P Steven Matz P Jeff Locke OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner SS Francisco Lindor 2B Starlin Castro 1B Matt Holliday OF Matt Kemp,,,
5442,772736200,pepperonishane (1/2),0,82.65,P Luis Severino OF Cody Bellinger 2B Jonathan Schoop OF Trey Mancini 1B Carlos Santana OF Mark Trumbo C Yan Gomes 3B Rubén Tejada SS Erik González P Andrew Moore,,,
5442,772993395,papagates (33/150),0,82.65,P Luis Severino OF Cody Bellinger 1B Justin Bour 3B Justin Turner OF Christian Yelich 2B Dee Gordon OF Yasiel Puig C Austin Barnes SS JT Riddle P Andrew Moore,,,
5442,773008593,BattleTurtle (4/4),0,82.65,P Luis Severino P Jake Arrieta OF Nelson Cruz OF Matt Kemp OF Yoenis Céspedes C Willson Contreras 1B Miguel Cabrera 2B Logan Forsythe SS Ronald Torreyes 3B Wilmer Flores,,,
5442,773055679,weredragon (1/3),0,82.65,P Luis Severino P Jake Arrieta OF Nelson Cruz OF Mitch Haniger OF Yasiel Puig C Mike Zunino SS Erik González 3B Logan Forsythe 2B Javier Báez 1B Danny Valencia,,,
5442,773105391,Jeter717,0,82.65,P Luis Severino P Jake Arrieta OF Aaron Judge 2B Starlin Castro 1B Matt Holliday OF Austin Slater 3B Ronald Torreyes C John Hicks SS José Iglesias OF Alex Presley,,,
5442,773136311,ganondorf (135/150),0,82.65,P Luis Severino SS Francisco Lindor 2B Jonathan Schoop 1B Matt Adams OF Trey Mancini OF Mark Trumbo OF Seth Smith C Welington Castillo 3B Wilmer Flores P Andrew Moore,,,
5448,772868198,crystalkali (15/140),0,82.55,P Luis Severino P Hyun-Jin Ryu OF Cody Bellinger OF Chris Taylor 3B Justin Turner SS Jean Segura C Kurt Suzuki 2B Logan Forsythe 1B Danny Valencia OF Alex Presley,,,
5448,772868303,crystalkali (120/140),0,82.55,P Luis Severino P Hyun-Jin Ryu 2B José Ramírez 1B Trey Mancini OF Seth Smith C Welington Castillo SS Dansby Swanson OF Craig Gentry 3B Logan Forsythe OF Hyun Soo Kim,,,
5448,773074083,ganondorf (6/150),0,82.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Mark Trumbo OF Seth Smith 1B Miguel Cabrera C John Hicks SS José Iglesias,,,
5448,773074121,ganondorf (44/150),0,82.55,P Luis Severino P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant 2B Jonathan Schoop C Alex Avila SS Javier Báez OF Albert Almora Jr. OF Mark Zagunis OF Alex Presley,,,
5448,773106210,ballerrrsammy (5/15),0,82.55,P Luis Severino P Mike Clevinger 3B José Ramírez OF Brett Gardner OF Ben Gamel 2B Jason Kipnis OF Matt Kemp C Willson Contreras 1B Wilmer Flores SS José Iglesias,,,
5448,773136285,ganondorf (109/150),0,82.55,P Luis Severino P Hyun-Jin Ryu OF Cody Bellinger 1B Edwin Encarnación 2B Dee Gordon 3B Derek Dietrich OF Franklin Gutierrez OF Kiké Hernández C Austin Barnes SS JT Riddle,,,
5454,773131981,Gsmmchance (19/19),0,82.5,P Luis Severino P Jeff Locke OF J.D. Martinez 2B Ian Kinsler OF Ben Gamel SS Jean Segura OF Justin Upton C Alex Avila 3B Kyle Seager 1B Miguel Cabrera,,,
5454,773150306,dolphinman0530,0,82.5,P Luis Severino P Jeff Locke 1B Cody Bellinger 2B Chris Taylor OF Ender Inciarte OF Matt Kemp 3B Kyle Seager OF Nick Markakis SS Dansby Swanson C Kurt Suzuki,,,
5456,772779491,youdacao (43/150),0,82.45,P Jaime García P Steven Matz OF Aaron Judge 3B Manny Machado OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Dee Gordon SS Didi Gregorius C Yan Gomes,,,
5456,772919650,JasonArmstrong02,0,82.45,P Jaime García P Steven Matz OF Aaron Judge 2B José Ramírez C Gary Sánchez 1B Matt Adams OF Matt Kemp OF Yoenis Céspedes SS Didi Gregorius 3B Wilmer Flores,,,
5456,772983156,RipeAvocado (10/83),0,82.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez 1B Justin Bour OF Brett Gardner OF Marcell Ozuna 2B Dee Gordon 3B Ronald Torreyes SS JT Riddle,,,
5456,773044223,csa1373,0,82.45,P Jaime García P Steven Matz 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Nelson Cruz OF Aaron Hicks OF Mitch Haniger SS Didi Gregorius 2B Javier Báez,,,
5456,773070918,mulrich134,0,82.45,P Jaime García P Steven Matz 1B Edwin Encarnación C Gary Sánchez 3B Manny Machado OF Mark Trumbo 2B Ian Happ OF Matt Kemp OF Yoenis Céspedes SS Dansby Swanson,,,
5456,773088657,Clanning83,0,82.45,P Jaime García P Steven Matz OF Aaron Judge 2B José Ramírez 1B Justin Bour OF Nelson Cruz SS Jean Segura OF Giancarlo Stanton C Welington Castillo 3B Nicholas Castellanos,,,
5456,773097478,jdub21,0,82.45,P Daniel Norris P Jaime García 1B Edwin Encarnación OF J.D. Martinez 3B Manny Machado 2B Ian Kinsler OF Trey Mancini OF Yasiel Puig C Willson Contreras SS Didi Gregorius,,,
5456,773117119,DeeGordon (1/2),0,82.45,P Jaime García P Steven Matz OF Aaron Judge OF J.D. Martinez SS Francisco Lindor 2B Starlin Castro OF Aaron Hicks 1B Matt Holliday C Alex Avila 3B Nicholas Castellanos,,,
5464,772993512,papagates (150/150),0,82.3,P Jake Arrieta 2B José Ramírez OF Jay Bruce OF Yoenis Céspedes OF Mitch Haniger SS José Reyes C Mike Zunino 3B Kyle Seager 1B Lucas Duda P Andrew Moore,,,
5465,772845967,tinderella (70/100),0,82.25,P Luis Severino P Jaime García 1B Matt Adams OF Ender Inciarte OF Matt Kemp OF Yoenis Céspedes 2B Brandon Phillips SS Dansby Swanson C Travis d'Arnaud 3B Wilmer Flores,,,
5465,772998605,stevesontag,0,82.25,P Luis Severino P Jaime García 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Kiké Hernández C Austin Barnes OF Daniel Robertson OF Guillermo Heredia 3B Wilmer Flores,,,
5465,773054542,hwfloss (9/10),0,82.25,P Luis Severino P Jaime García OF Aaron Judge C Gary Sánchez 2B Ian Happ OF Justin Upton 1B Miguel Cabrera 3B Wilmer Flores SS Gavin Cecchini OF Alex Presley,,,
5468,772874022,bcalicore (103/150),0,82.2,P Luis Severino P Steven Matz OF Aaron Judge 2B Starlin Castro OF Aaron Hicks OF Justin Upton C Alex Avila 3B Ronald Torreyes 1B John Hicks SS José Iglesias,,,
5468,772896320,suidmach (16/50),0,82.2,P Luis Severino P Steven Matz SS Francisco Lindor 1B Carlos Santana OF Mark Trumbo OF Seth Smith C Welington Castillo 3B Rubén Tejada OF Craig Gentry 2B Javier Báez,,,
5468,772902981,bellaedward4eva (84/150),0,82.2,P Luis Severino P Steven Matz 3B Manny Machado 2B Jonathan Schoop OF Mark Trumbo OF Seth Smith OF Yoenis Céspedes SS Rubén Tejada C Travis d'Arnaud 1B Wilmer Flores,,,
5468,772986304,moklovin (97/150),0,82.2,P Jake Arrieta P Hyun-Jin Ryu 3B Manny Machado OF Brett Gardner 2B Starlin Castro 1B Matt Holliday OF Mark Trumbo OF Seth Smith SS Didi Gregorius C Welington Castillo,,,
5468,773008077,tomjk321 (5/150),0,82.2,P Luis Severino P Steven Matz 2B Jonathan Schoop 1B Matt Adams OF Jay Bruce OF Michael Conforto OF Yoenis Céspedes SS Kelby Tomlinson C Travis d'Arnaud 3B Wilmer Flores,,,
5468,773035188,mscroggs300 (6/8),0,82.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge OF Brett Gardner 2B Starlin Castro OF Nelson Cruz 1B Matt Holliday SS Jean Segura C Mike Zunino 3B Kyle Seager,,,
5468,773060976,Belle2011,0,82.2,P Luis Severino P Daniel Norris OF J.D. Martinez OF Mark Trumbo 2B Dee Gordon C Alex Avila 1B Miguel Cabrera 3B Nicholas Castellanos OF Hunter Pence SS Kelby Tomlinson,,,
5475,773144494,DollarBillW (149/150),0,82.15,P Jake Arrieta P Matt Cain OF Aaron Judge 3B Manny Machado OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 1B Matt Holliday 2B Jason Kipnis C Yan Gomes,,,
5476,772796595,shawnzhan (59/150),0,82.1,P Luis Severino P Jesse Chávez 3B Manny Machado OF Trey Mancini SS Jean Segura OF Mark Trumbo 2B Robinson Canó C Mike Zunino OF Hyun Soo Kim 1B Danny Valencia,,,
5476,773003291,wattdawg3000 (1/2),0,82.1,P Hyun-Jin Ryu P Mike Clevinger 3B José Ramírez C Gary Sánchez SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday OF Austin Jackson,,,
5476,773142808,wattdawg3000 (2/2),0,82.1,P Hyun-Jin Ryu P Mike Clevinger 3B José Ramírez C Gary Sánchez SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz OF Aaron Hicks 1B Matt Holliday OF Austin Jackson,,,
5479,773155562,Gfunkera86,0,82.05,P Mike Clevinger P Jeff Locke OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación C Gary Sánchez SS Francisco Lindor 2B Starlin Castro OF Nelson Cruz OF Mitch Haniger,,,
5480,772971127,SRNK (3/3),0,81.95,P Steven Matz P Wade Miley OF Aaron Judge C Gary Sánchez OF Brett Gardner 2B Starlin Castro 1B Matt Holliday SS Jean Segura OF Jay Bruce 3B Logan Forsythe,,,
5480,772977918,petteytheft89 (20/70),0,81.95,P Daniel Norris P Wade Miley C Gary Sánchez 3B Manny Machado OF Brett Gardner 2B Starlin Castro 1B Matt Adams OF Aaron Hicks OF Ender Inciarte SS Didi Gregorius,,,
5482,772779459,youdacao (11/150),0,81.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Trey Mancini OF Seth Smith 2B Dee Gordon C Welington Castillo OF Hyun Soo Kim,,,
5482,772779573,youdacao (125/150),0,81.9,P Jake Arrieta P Jaime García 3B Manny Machado SS Francisco Lindor 1B Trey Mancini OF Mark Trumbo OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Kurt Suzuki,,,
5482,773013159,bric75 (17/100),0,81.9,P Jake Arrieta P Jaime García C Gary Sánchez OF Brett Gardner 2B Starlin Castro 1B Matt Adams OF Ender Inciarte OF Matt Kemp SS Dansby Swanson 3B Johan Camargo,,,
5482,773065583,winnah21 (2/8),0,81.9,P Jaime García OF Aaron Judge C Gary Sánchez 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop 1B Trey Mancini SS Jean Segura OF Mark Trumbo P Andrew Moore,,,
5482,773076376,RedskinsUNCfan (2/2),0,81.9,P Jake Arrieta P Jaime García 3B Manny Machado OF Brett Gardner 2B Starlin Castro 1B Matt Holliday OF Ender Inciarte OF Matt Kemp SS Dansby Swanson C Kurt Suzuki,,,
5482,773129204,vengven (5/5),0,81.9,P Jake Arrieta P Jaime García 1B Cody Bellinger OF Nelson Cruz OF Aaron Hicks 2B Chris Taylor 3B Justin Turner C Willson Contreras SS Javier Báez OF Albert Almora Jr.,,,
5482,773144482,DollarBillW (137/150),0,81.9,P Jake Arrieta P Jaime García OF J.D. Martinez 2B Starlin Castro OF Nelson Cruz SS Jean Segura OF Justin Upton C Alex Avila 1B Miguel Cabrera 3B Nicholas Castellanos,,,
5489,772988900,amishdrivebye,0,81.85,P Jake Arrieta P Daniel Norris OF J.D. Martinez 2B Jonathan Schoop OF Adam Jones 1B Matt Holliday OF Lonnie Chisenhall C Buster Posey SS Didi Gregorius 3B Logan Forsythe,,,
