"Player","Pos","Team","Opp","Def.v.Pos","Salary","Floor","Ceiling","X2015.Avg","FC.Proj","My.Proj","Exposure","Consistency","Value","Actual.Score","Actual.Val"
"Kirk Cousins","QB","WAS","@ CHI","5th",6800,8.3,36.8,20.5,17.81,17.81,100,55,2.6,29.8,4.4
"Brandin Cooks","WR","NO","vs TB","5th",6800,7,32.2,16.6,15.42,15.42,100,54,2.3,14.8,2.2
"Ben Roethlisberger","QB","PIT","vs BAL","26th",6700,6.5,37.1,22.3,16.67,16.67,100,49,2.5,21.06,3.1
"Aaron Rodgers","QB","GB","vs MIN","12th",6700,10.7,36.5,20.1,19.3,19.3,100,64,2.9,40.18,6
"Cam Newton","QB","CAR","vs ATL","20th",6600,10.7,40.1,25.9,20.46,20.46,100,50,3.1,13.52,2
"Golden Tate","WR","DET","@ DAL","27th",6600,7.1,30.2,13.2,14.76,14.76,100,47,2.2,NA,NA
"Amari Cooper","WR","OAK","vs IND","24th",6500,5,34.7,14.3,14.86,14.86,100,37,2.3,11.2,1.7
"Dez Bryant","WR","DAL","vs DET","6th",6500,5.6,34.7,10.2,15.34,15.34,100,34,2.4,NA,NA
"Jameis Winston","QB","TB","@ NO","31st",6500,14.5,26.8,18.6,18.58,18.58,100,78,2.9,18.48,2.8
"Todd Gurley","RB","LA","vs SF","32nd",6500,6.7,35.8,17.3,16.43,16.43,100,20,2.5,17.7,2.7
"Demaryius Thomas","WR","DEN","@ KC","21st",6400,5.1,33.9,17.6,14.73,14.73,100,39,2.3,5,0.8
"Russell Wilson","QB","SEA","vs ARI","24th",6300,8.3,34.4,21.9,16.99,16.99,100,49,2.7,37.6,6
"Jordan Howard","RB","CHI","vs WAS","11th",6300,4.2,25.2,NA,16.82,16.82,100,0,2.7,16.8,2.7
"Alshon Jeffery","WR","CHI","vs WAS","8th",6300,4.8,30.6,19,13.4,13.4,100,35,2.1,14.2,2.3
"Taylor Gabriel","WR","ATL","@ CAR","3rd",6200,6.1,20.2,4.4,10.82,10.82,100,62,1.7,4.5,0.7
"Latavius Murray","RB","OAK","vs IND","7th",6200,9.7,31.3,13.2,16.91,16.91,100,58,2.7,7.1,1.1
"Matthew Stafford","QB","DET","@ DAL","29th",6100,9.6,33.9,19.7,17.68,17.68,100,57,2.9,NA,NA
"Larry Fitzgerald","WR","ARI","@ SEA","22nd",6100,5.6,35,18.2,15.38,15.38,100,40,2.5,7.1,1.2
"Michael Crabtree","WR","OAK","vs IND","24th",6100,8.2,30.7,15,15.73,15.73,100,53,2.6,16,2.6
"Emmanuel Sanders","WR","DEN","@ KC","21st",6000,5.6,34.7,15.9,15.31,15.31,100,38,2.6,3.6,0.6
"Michael Thomas","WR","NO","vs TB","5th",6000,3.7,22.1,NA,14.76,14.76,100,0,2.5,15.8,2.6
"Bilal Powell","RB","NYJ","@ NE","1st",6000,7.7,28.7,12.3,14.69,14.69,100,42,2.4,9.4,1.6
"Marcus Mariota","QB","TEN","@ JAC","7th",6000,6.1,39.4,19.7,17.18,17.18,100,42,2.9,8.26,1.4
"Dontrelle Inman","WR","SD","@ CLE","4th",6000,4.8,23.4,8.4,10.99,10.99,100,43,1.8,7.4,1.2
"Doug Baldwin","WR","SEA","vs ARI","31st",6000,5.4,33.3,17.4,14.66,14.66,100,40,2.4,39.7,6.6
"Tyreek Hill","WR","KC","vs DEN","1st",5900,2.4,14.1,NA,9.4,9.4,100,0,1.6,15.5,2.6
"Dak Prescott","QB","DAL","vs DET","9th",5900,4.7,28.1,NA,18.73,18.73,100,0,3.2,NA,NA
"Stefon Diggs","WR","MIN","@ GB","23rd",5900,5.7,29.4,11.9,13.6,13.6,100,50,2.3,12.9,2.2
"Ty Montgomery","RB","GB","vs MIN","16th",5900,10,25,7,15.04,15.04,100,49,2.5,8,1.4
"Joe Flacco","QB","BAL","@ PIT","16th",5800,7,29.5,19.1,14.48,14.48,100,57,2.5,15.48,2.7
"Eli Manning","QB","NYG","@ PHI","32nd",5800,5.9,32,20.2,14.61,14.61,100,47,2.5,18.24,3.1
"Tyrell Williams","WR","SD","@ CLE","4th",5800,3.4,20.2,8.5,13.45,13.45,100,0,2.3,16.4,2.8
"Carlos Hyde","RB","SF","@ LA","17th",5800,6.6,28.2,12,13.75,13.75,100,54,2.4,14.2,2.4
"Kenny Britt","WR","LA","vs SF","14th",5700,6.2,25.8,7.8,12.75,12.75,100,55,2.2,2.5,0.4
"Colin Kaepernick","QB","SF","@ LA","30th",5700,8,32.2,13.6,16.05,16.05,100,58,2.8,27.14,4.8
"Jamison Crowder","WR","WAS","@ CHI","2nd",5600,6.1,25.6,8.6,12.57,12.57,100,55,2.2,1.3,0.2
"LeGarrette Blount","RB","NE","vs NYJ","19th",5600,4.3,31.9,10.5,13.51,13.51,100,41,2.4,17,3
"Jay Ajayi","RB","MIA","@ BUF","31st",5600,11.8,22.3,4.7,15.34,15.34,100,76,2.7,30.9,5.5
"Jarvis Landry","WR","MIA","@ BUF","18th",5500,5.5,28,17.8,13.02,13.02,100,52,2.4,5.9,1.1
"Willie Snead","WR","NO","vs TB","5th",5500,6.6,27.3,12.7,13.54,13.54,100,50,2.5,4.1,0.7
"DeSean Jackson","WR","WAS","@ CHI","2nd",5500,2.4,30,12.1,11.63,11.63,100,30,2.1,19.4,3.5
"Kelvin Benjamin","WR","CAR","vs ATL","19th",5500,4.1,29,NA,12.37,12.37,100,29,2.2,16.3,3
"Carson Palmer","QB","ARI","@ SEA","10th",5500,7,26.5,21.8,13.54,13.54,100,65,2.5,15.26,2.8
"Donte Moncrief","WR","IND","@ OAK","30th",5400,2.8,28.9,11.2,11.48,11.48,100,24,2.1,11,2
"Davante Adams","WR","GB","vs MIN","15th",5400,5.5,25.3,8.2,12.11,12.11,100,58,2.2,14.4,2.7
"Doug Martin","RB","TB","@ NO","15th",5400,5.4,31.5,15.6,14.11,14.11,100,19,2.6,NA,NA
"Tyrod Taylor","QB","BUF","vs MIA","28th",5400,9.4,33.7,19.9,17.5,17.5,100,54,3.2,34.16,6.3
"Zach Ertz","TE","PHI","vs NYG","30th",5300,0.3,22.5,11.8,7.74,7.74,100,38,1.5,5.3,1
"Spencer Ware","RB","KC","vs DEN","22nd",5300,7.5,28.5,10.9,14.47,14.47,100,53,2.7,10.2,1.9
"Trevor Siemian","QB","DEN","@ KC","14th",5300,3.2,19.2,-0.1,12.79,12.79,100,0,2.4,6.32,1.2
"Jeremy Hill","RB","CIN","@ HOU","5th",5300,6.9,30,10.8,14.6,14.6,100,41,2.8,0.8,0.2
"Andy Dalton","QB","CIN","@ HOU","18th",5300,6.6,31.5,20.4,14.93,14.93,100,55,2.8,13.72,2.6
"Brandon Marshall","WR","NYJ","@ NE","10th",5300,1.8,30.9,23.2,11.46,11.46,100,14,2.2,4.8,0.9
"Matt Forte","RB","NYJ","@ NE","1st",5300,0.7,26.8,16.8,9.42,9.42,100,36,1.8,NA,NA
"Malcolm Mitchell","WR","NE","vs NYJ","20th",5200,2.8,16.8,NA,11.18,11.18,100,0,2.2,5.9,1.1
"Matt Moore","QB","MIA","@ BUF","8th",5200,12.6,13.8,0.4,12.97,12.97,100,97,2.5,16.22,3.1
"Rob Kelley","RB","WAS","@ CHI","30th",5200,3.6,21.6,NA,14.39,14.39,100,0,2.8,10.2,2
"Jonathan Stewart","RB","CAR","vs ATL","18th",5200,7,26.2,13.1,13.44,13.44,100,46,2.6,6.2,1.2
"DeAndre Hopkins","WR","HOU","vs CIN","7th",5200,3.2,34.4,21.8,13.64,13.64,100,16,2.6,7.3,1.4
"Greg Olsen","TE","CAR","vs ATL","24th",5200,2.8,27.7,14.8,11.06,11.06,100,41,2.1,11.9,2.3
"Steve Smith","WR","BAL","@ PIT","13th",5100,0,32.3,20,10.67,10.67,100,18,2.1,22.9,4.5
"Jordan Matthews","WR","PHI","vs NYG","17th",5100,3.9,33,15.2,13.56,13.56,100,27,2.7,3.2,0.6
"Thomas Rawls","RB","SEA","vs ARI","27th",5100,0.7,38.8,11.7,13.43,13.43,100,0,2.6,0.8,0.2
"Robert Griffin III","QB","CLE","vs SD","6th",5100,8.2,29.8,NA,15.39,15.39,100,47,3,10.76,2.1
"Mohamed Sanu","WR","ATL","@ CAR","3rd",5100,2.4,24.3,5.7,9.66,9.66,100,26,1.9,8.6,1.7
"Kenneth Farrow","RB","SD","@ CLE","28th",5000,1.1,6.8,NA,4.52,4.52,100,0,0.9,9.7,1.9
"Tevin Coleman","RB","ATL","@ CAR","2nd",5000,7.3,18.7,4.1,11.1,11.1,100,73,2.2,22.5,4.5
"Matt Barkley","QB","CHI","vs WAS","17th",5000,3,18.2,NA,12.16,12.16,100,0,2.4,18.92,3.8
"Bryce Petty","QB","NYJ","@ NE","21st",5000,2.4,14.7,NA,9.77,9.77,100,0,2,-1,NA
"Ryan Fitzpatrick","QB","NYJ","@ NE","21st",5000,0,16,19.1,0,0,100,29,0,3.74,0.7
"Sammy Watkins","WR","BUF","vs MIA","25th",5000,0,33,18,10.98,10.98,100,0,2.2,31.4,6.3
"Matt Cassel","QB","TEN","@ JAC","7th",5000,0,12.4,9.2,0,0,100,0,0,7.96,1.6
"Sam Bradford","QB","MIN","@ GB","11th",5000,7.6,24.1,16.2,13.12,13.12,100,61,2.6,29.78,6
"Blake Bortles","QB","JAC","vs TEN","19th",5000,8.6,33.2,22.3,16.83,16.83,100,56,3.4,29.7,5.9
"Alex Smith","QB","KC","vs DEN","1st",5000,6.7,21.1,17.6,11.51,11.51,100,67,2.3,23.36,4.7
"Carson Wentz","QB","PHI","vs NYG","22nd",5000,3.2,19.1,NA,12.75,12.75,100,0,2.6,11.78,2.4
"Travis Kelce","TE","KC","vs DEN","16th",5000,1.5,20.1,12.2,7.73,7.73,100,57,1.5,36,7.2
"Tom Savage","QB","HOU","vs CIN","4th",5000,3.1,18.8,NA,12.52,12.52,100,0,2.5,8.14,1.6
"Jared Goff","QB","LA","vs SF","15th",5000,3.1,18.8,NA,12.51,12.51,100,0,2.5,6,1.2
"Rishard Matthews","WR","TEN","@ JAC","12th",4900,2.3,26.3,12.7,10.33,10.33,100,38,2.1,12.1,2.5
"Kyle Rudolph","TE","MIN","@ GB","1st",4900,2.6,19.1,8.2,8.13,8.13,100,55,1.7,11.3,2.3
"Terrelle Pryor","WR","CLE","vs SD","11th",4900,3.2,19.3,2.6,12.87,12.87,100,0,2.6,6.6,1.3
"Cole Beasley","WR","DAL","vs DET","6th",4900,4.7,26.6,8.5,12.04,12.04,100,42,2.5,NA,NA
"Pierre Garcon","WR","WAS","@ CHI","2nd",4900,4.7,24.2,11.6,11.2,11.2,100,49,2.3,13.4,2.7
"Derrick Henry","RB","TEN","@ JAC","23rd",4900,1.3,7.9,NA,5.28,5.28,100,0,1.1,5.5,1.1
"Brandon LaFell","WR","CIN","@ HOU","9th",4800,1,24.1,8.4,8.66,8.66,100,27,1.8,28,5.8
"Tyler Lockett","WR","SEA","vs ARI","31st",4800,2.1,25.8,10.6,10,10,100,9,2.1,5.8,1.2
"Frank Gore","RB","IND","@ OAK","24th",4800,7,27.6,12.3,13.85,13.85,100,52,2.9,8.5,1.8
"Travis Benjamin","WR","SD","@ CLE","4th",4800,0.7,26.2,13.1,9.21,9.21,100,16,1.9,10.5,2.2
"Robby Anderson","WR","NYJ","@ NE","10th",4800,1.9,11.3,NA,7.52,7.52,100,0,1.6,0,NA
"Mike Wallace","WR","BAL","@ PIT","13th",4800,4,24.7,6.6,10.89,10.89,100,51,2.3,6.1,1.3
"Cameron Meredith","WR","CHI","vs WAS","8th",4700,5,14.6,3.8,8.22,8.22,100,74,1.7,31.5,6.7
"Allen Robinson","WR","JAC","vs TEN","26th",4600,1.7,30.5,20.1,11.3,11.3,100,19,2.5,26.7,5.8
"Adam Thielen","WR","MIN","@ GB","23rd",4600,4.6,19.3,3.9,9.54,9.54,100,56,2.1,47.6,10.3
"Sterling Shepard","WR","NYG","@ PHI","32nd",4600,2.6,15.8,NA,10.55,10.55,100,0,2.3,19.3,4.2
"Jimmy Graham","TE","SEA","vs ARI","2nd",4500,0,25.4,11.2,7.83,7.83,100,31,1.7,12.3,2.7
"Mike Gillislee","RB","BUF","vs MIA","26th",4500,0.4,19.6,10.5,6.76,6.76,100,20,1.5,9.1,2
"Ted Ginn","WR","CAR","vs ATL","19th",4500,0,24.4,12.5,7.99,7.99,100,20,1.8,5.9,1.3
"Rashad Jennings","RB","NYG","@ PHI","29th",4400,3.4,25.6,10.8,10.76,10.76,100,30,2.4,9.1,2.1
"Jeremy Maclin","WR","KC","vs DEN","1st",4400,0,30.8,16.9,9.84,9.84,100,0,2.2,3.9,0.9
"Mark Ingram","RB","NO","vs TB","20th",4400,5.5,23.2,17.3,11.4,11.4,100,59,2.6,25.3,5.8
"Antonio Gates","TE","SD","@ CLE","22nd",4400,0.6,25.8,13.5,9.04,9.04,100,15,2.1,23.4,5.3
"J.J. Nelson","WR","ARI","@ SEA","22nd",4400,0.5,23.9,5.5,8.31,8.31,100,12,1.9,25.2,5.7
"Terrance West","RB","BAL","@ PIT","3rd",4400,2.7,18.9,3.4,8.09,8.09,100,52,1.8,8.5,1.9
"Alfred Blue","RB","HOU","vs CIN","14th",4300,4.3,23.5,8.7,10.74,10.74,100,0,2.5,19,4.4
"Marqise Lee","WR","JAC","vs TEN","26th",4300,6.8,20.6,4.9,11.43,11.43,100,58,2.7,17.5,4.1
"Delanie Walker","TE","TEN","@ JAC","15th",4300,2.3,24.2,16.5,9.64,9.64,100,45,2.2,11.3,2.6
"DeVante Parker","WR","MIA","@ BUF","18th",4200,3.6,25.2,12.1,10.84,10.84,100,29,2.6,18.5,4.4
"Kenneth Dixon","RB","BAL","@ PIT","3rd",4200,2.5,14.9,NA,9.94,9.94,100,0,2.4,6.8,1.6
"Marvin Jones","WR","DET","@ DAL","27th",4200,5.8,22.9,10.9,11.46,11.46,100,54,2.7,NA,NA
"Chris Hogan","WR","NE","vs NYJ","20th",4200,5.9,22.7,7.2,11.52,11.52,100,42,2.7,3.2,0.8
"Jacquizz Rodgers","RB","TB","@ NO","15th",4200,0,6.4,1.2,0,0,100,65,0,15.8,3.8
"Tyler Boyd","WR","CIN","@ HOU","9th",4100,1.8,11,NA,7.36,7.36,100,0,1.8,4.5,1.1
"Martellus Bennett","TE","NE","vs NYJ","28th",4100,0,22.3,10.4,7.13,7.13,100,32,1.7,9.9,2.4
"Dion Lewis","RB","NE","vs NYJ","19th",4100,3,22.8,17.3,9.63,9.63,100,20,2.3,6.7,1.6
"Isaiah Crowell","RB","CLE","vs SD","21st",4100,5.3,25.4,8.8,11.98,11.98,100,46,2.9,21.8,5.3
"Anquan Boldin","WR","DET","@ DAL","27th",4100,2.4,24,12.6,9.65,9.65,100,33,2.4,NA,NA
"Charcandrick West","RB","KC","vs DEN","22nd",4100,0,22,10.5,3.95,3.95,100,0,1,4.8,1.2
"Aldrick Robinson","WR","ATL","@ CAR","3rd",4100,1.2,7.2,NA,4.78,4.78,100,0,1.2,2.5,0.6
"Ryan Mathews","RB","PHI","vs NYG","4th",4000,4.9,25,10,11.58,11.58,100,45,2.9,7.2,1.8
"Jerick McKinnon","RB","MIN","@ GB","8th",4000,0,18.4,5.2,6.02,6.02,100,26,1.5,13.5,3.4
"Tim Hightower","RB","NO","vs TB","20th",4000,0,31.9,14.9,9.11,9.11,100,0,2.3,5,1.3
"Quincy Enunwa","WR","NYJ","@ NE","10th",4000,4.3,13.6,4.9,7.4,7.4,100,72,1.9,5.2,1.3
"Jeremy Langford","RB","CHI","vs WAS","11th",4000,0,23.7,10,3.49,3.49,100,0,0.9,9.3,2.3
"Tavon Austin","WR","LA","vs SF","14th",4000,3.3,24.3,12.5,10.34,10.34,100,31,2.6,12,3
"Damien Williams","RB","MIA","@ BUF","31st",3900,1.2,13.5,3.3,5.27,5.27,100,35,1.4,7.1,1.8
"Kenny Stills","WR","MIA","@ BUF","18th",3900,1.5,22.8,5.9,8.56,8.56,100,32,2.2,12.5,3.2
"Cameron Brate","TE","TB","@ NO","21st",3900,4.1,19.1,5.8,9.1,9.1,100,57,2.3,8.2,2.1
"Cordarrelle Patterson","WR","MIN","@ GB","23rd",3900,0.9,17.1,1.1,6.28,6.28,100,33,1.6,3.3,0.8
"Corey Coleman","WR","CLE","vs SD","11th",3900,2.5,14.9,NA,9.94,9.94,100,0,2.5,3.5,0.9
"Phillip Dorsett","WR","IND","@ OAK","30th",3900,3.6,13.5,4.3,6.94,6.94,100,51,1.8,1.8,0.5
"John Brown","WR","ARI","@ SEA","22nd",3900,1,22,14.3,7.95,7.95,100,16,2,2.2,0.6
"Will Fuller","WR","HOU","vs CIN","7th",3900,2,11.7,NA,7.81,7.81,100,0,2,6.9,1.8
"Darren Sproles","RB","PHI","vs NYG","4th",3900,1.8,22.2,10.1,8.62,8.62,100,39,2.2,14.3,3.7
"Ladarius Green","TE","PIT","vs BAL","31st",3800,0,15.6,8.3,4.81,4.81,100,44,1.3,NA,NA
"Eli Rogers","WR","PIT","vs BAL","16th",3800,1.7,10,NA,6.68,6.68,100,0,1.8,13,3.4
"T.J. Yeldon","RB","JAC","vs TEN","10th",3800,4.6,20.2,13.5,9.78,9.78,100,47,2.6,0.5,0.1
"James White","RB","NE","vs NYJ","19th",3800,0.6,24.9,10.5,8.7,8.7,100,20,2.3,13.6,3.6
"Charles Sims","RB","TB","@ NO","15th",3800,5.1,19.2,11.4,9.82,9.82,100,53,2.6,8.2,2.2
"Adam Humphries","WR","TB","@ NO","28th",3700,5.6,16.6,5.4,9.25,9.25,100,58,2.5,2.2,0.6
"Devontae Booker","RB","DEN","@ KC","25th",3700,2.3,13.9,NA,9.25,9.25,100,0,2.5,12.1,3.3
"C.J. Fiedorowicz","TE","HOU","vs CIN","8th",3700,2.7,11.1,3,5.51,5.51,100,69,1.5,8.2,2.2
"Seahawks","DST","SEA","vs ARI","7th",3700,2.4,19.5,9.9,8.09,8.09,100,28,2.2,2,0.5
"Chris Thompson","RB","WAS","@ CHI","30th",3700,1.8,19.8,7.1,7.85,7.85,100,31,2.1,16.7,4.5
"Robert Turbin","RB","IND","@ OAK","24th",3600,2.4,12.6,3.5,5.84,5.84,100,48,1.6,10.9,3
"Chris Ivory","RB","JAC","vs TEN","10th",3600,2.3,24.2,14.2,9.63,9.63,100,9,2.7,20.4,5.7
"Patriots","DST","NE","vs NYJ","26th",3600,3,18,8.1,8.04,8.04,100,34,2.2,17,4.7
"Jalen Richard","RB","OAK","vs IND","7th",3600,1.5,9.1,NA,6.08,6.08,100,0,1.7,16.9,4.7
"Justin Forsett","RB","DEN","@ KC","25th",3600,1.4,24.5,12.8,9.14,9.14,100,0,2.5,7.1,2
"Eric Ebron","TE","DET","@ DAL","29th",3600,2.8,17.5,9.3,7.7,7.7,100,53,2.1,NA,NA
"Rams","DST","LA","vs SF","27th",3500,0,23.1,8.4,7.46,7.46,100,0,2.1,8,2.3
"Chiefs","DST","KC","vs DEN","29th",3500,1.4,24.2,10.9,8.97,8.97,100,25,2.6,10,2.9
"Dorial Green-Beckham","WR","PHI","vs NYG","17th",3500,1.2,22.8,8.5,8.43,8.43,100,0,2.4,1.7,0.5
"Rex Burkhead","RB","CIN","@ HOU","5th",3500,3.2,11.3,2.1,5.86,5.86,100,36,1.7,10.7,3.1
"Shane Vereen","RB","NYG","@ PHI","29th",3500,0,20.3,9.9,6.54,6.54,100,14,1.9,NA,NA
"Hunter Henry","TE","SD","@ CLE","22nd",3500,1.5,9.2,NA,6.13,6.13,100,0,1.8,NA,NA
"Duke Johnson","RB","CLE","vs SD","21st",3500,2.3,18.5,10.3,7.7,7.7,100,45,2.2,6.9,2
"Christine Michael","RB","GB","vs MIN","16th",3500,2.3,13.1,4,5.89,5.89,100,66,1.7,1.5,0.4
"Deonte Thompson","WR","CHI","vs WAS","8th",3500,3.3,10.5,1.7,5.68,5.68,100,35,1.6,12.4,3.5
"Jeremy Kerley","WR","SF","@ LA","29th",3500,3.6,19.2,2.7,8.85,8.85,100,43,2.5,11.2,3.2
"Chargers","DST","SD","@ CLE","30th",3400,3.9,18.9,4.8,8.9,8.9,100,32,2.6,10,2.9
"Titans","DST","TEN","@ JAC","22nd",3400,3.2,15.2,5.1,7.16,7.16,100,29,2.1,2,0.6
"Robert Woods","WR","BUF","vs MIA","25th",3400,1.1,22.1,8.7,8.09,8.09,100,28,2.4,7.3,2.1
"Russell Shepard","WR","TB","@ NO","28th",3400,3.2,10.1,1.7,5.51,5.51,100,55,1.6,9.1,2.7
"Charles Johnson","WR","MIN","@ GB","23rd",3400,0,16,3.6,4.25,4.25,100,0,1.3,2.6,0.8
"Ronnie Hillman","RB","SD","@ CLE","28th",3400,0,20.4,10.9,4.59,4.59,100,0,1.4,0.6,0.2
"Jason Witten","TE","DAL","vs DET","18th",3400,1.6,17.2,10.3,6.8,6.8,100,53,2,NA,NA
"Dwayne Washington","RB","DET","@ DAL","9th",3400,1.9,11.7,NA,7.78,7.78,100,0,2.3,NA,NA
"Devin Funchess","WR","CAR","vs ATL","19th",3400,1.7,22.4,6.9,8.63,8.63,100,0,2.5,1.9,0.6
"Victor Cruz","WR","NYG","@ PHI","32nd",3300,0,23.1,NA,6.92,6.92,100,0,2.1,16.4,5
"Giants","DST","NYG","@ PHI","13th",3300,0.7,19.3,7.1,6.87,6.87,100,23,2.1,3,0.9
"DeAndre Washington","RB","OAK","vs IND","7th",3300,1.1,6.8,NA,4.56,4.56,100,0,1.4,24.7,7.5
"Danny Amendola","WR","NE","vs NYJ","20th",3300,0,22.3,11.1,6.86,6.86,100,0,2.1,NA,NA
"Packers","DST","GB","vs MIN","25th",3300,1,22,7.3,7.98,7.98,100,3,2.4,8,2.4
"Brian Quick","WR","LA","vs SF","14th",3300,0.1,21.7,2.2,7.28,7.28,100,10,2.2,0,NA
"Ryan Griffin","TE","HOU","vs CIN","8th",3300,0.9,12.9,6.3,4.9,4.9,100,45,1.5,0,NA
"Broncos","DST","DEN","@ KC","6th",3300,1.6,19.3,10.8,7.49,7.49,100,43,2.3,1,0.3
"Redskins","DST","WAS","@ CHI","5th",3200,4.3,17.8,7.6,8.81,8.81,100,25,2.8,13,4.1
"Paul Perkins","RB","NYG","@ PHI","29th",3200,1.7,10,NA,6.69,6.69,100,0,2.1,8.7,2.7
"Tajae Sharpe","WR","TEN","@ JAC","12th",3200,1.8,10.9,NA,7.27,7.27,100,0,2.3,7.8,2.4
"Terrance Williams","WR","DAL","vs DET","6th",3200,0,21,9.8,6.97,6.97,100,13,2.2,NA,NA
"Charles Clay","TE","BUF","vs MIA","27th",3200,0,18.3,9.6,5.87,5.87,100,22,1.8,28.5,8.9
"Bengals","DST","CIN","@ HOU","19th",3200,1.7,17.3,8.6,6.91,6.91,100,2,2.2,8,2.5
"Coby Fleener","TE","NO","vs TB","12th",3100,0,21.8,8.2,6.61,6.61,100,17,2.1,5,1.6
"Matt Asiata","RB","MIN","@ GB","8th",3100,0,20.6,2.9,3.8,3.8,100,0,1.2,9.4,3
"Marquise Goodwin","WR","BUF","vs MIA","25th",3100,3.9,9,2.2,5.64,5.64,100,77,1.8,2.6,0.8
"Bills","DST","BUF","vs MIA","28th",3100,1.6,19.3,5.7,7.52,7.52,100,20,2.4,1,0.3
"Travaris Cadet","RB","NO","vs TB","20th",3100,0,12.7,7.7,3.68,3.68,100,26,1.2,9.6,3.1
"Kendall Wright","WR","TEN","@ JAC","12th",3100,0,22.9,10,7.54,7.54,100,13,2.4,4.1,1.3
"Justin Hardy","WR","ATL","@ CAR","3rd",3100,2.4,8.1,4.5,4.32,4.32,100,59,1.4,0,NA
"Texans","DST","HOU","vs CIN","21st",3100,0.4,20.5,9.4,7.12,7.12,100,0,2.3,9,2.9
"Alex Collins","RB","SEA","vs ARI","27th",3000,1,5.8,NA,3.84,3.84,100,0,1.3,8.7,2.9
"Jermaine Kearse","WR","SEA","vs ARI","31st",3000,0,23.1,9.4,7.5,7.5,100,0,2.5,13.7,4.6
"Paul Richardson","WR","SEA","vs ARI","31st",3000,0,10.9,5,3.45,3.45,100,0,1.2,14.2,4.7
"Jared Cook","TE","GB","vs MIN","6th",3000,0.1,15.1,5.5,5.08,5.08,100,32,1.7,6.7,2.2
"Vernon Davis","TE","WAS","@ CHI","32nd",3000,0,14.6,6,4.79,4.79,100,40,1.6,2.3,0.8
"Geronimo Allison","WR","GB","vs MIN","15th",3000,0,0,NA,0,0,100,0,0,10.6,3.5
"Andrew Hawkins","WR","CLE","vs SD","11th",3000,0,17,7,4.22,4.22,100,0,1.4,3.1,1
"Corey Philly Brown","WR","CAR","vs ATL","19th",3000,0,14.8,7.4,3.97,3.97,100,0,1.3,2.2,0.7
"Jamize Olawale","RB","OAK","vs IND","7th",3000,3.4,5.5,NA,4.06,4.06,100,0,1.4,NA,NA
"Fozzy Whittaker","RB","CAR","vs ATL","18th",3000,0.8,12.2,2.5,4.57,4.57,100,24,1.5,5.4,1.8
"Andre Holmes","WR","OAK","vs IND","24th",3000,0,17.9,4.5,3.54,3.54,100,0,1.2,12.3,4.1
"Marcel Reece","RB","SEA","vs ARI","27th",3000,0.8,5,NA,3.33,3.33,100,0,1.1,NA,NA
"Mack Brown","RB","WAS","@ CHI","30th",3000,0,0,NA,0,0,100,0,0,15,5
