"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Value"
"Brandon Marshall",1,"1",4600,20.3,-0.06,0.23,-0.08,0,0,0,0,0,6.7,8.6,6.8,1.3,6.1,4.6,10.8,11,3.6,18.1,12.6,0,17,10,4.8,2.6,6.3,62,132,4,0.254335260115607,1,1,1,0
"Mohamed Sanu",5,"0",4600,32.8,0.11,-0.09,0.05,0,0.1,0,0.1,5,3.3,5.5,5.8,0.9,8.1,6.9,9.8,9,3.1,16.4,12,0,30,16,8.6,7.4,0,57,82,3,0.160469667318982,2,2,3,0
"Mike Wallace",0,"0",4600,21.5,-0.04,0.07,-0.18,0,0.3,0.2,0,6.2,6.7,7.5,7,0.6,8.7,8.1,13.4,11,7.2,19.6,12,0,13,2,6.1,8,10.2,69,114,4,0.182985553772071,2,1,2,0
"Brandon LaFell",10,"0",4500,20.5,-0.03,-0.22,0.03,0,0.1,0,0,-2,8.3,6.4,8.1,1,8.3,16.4,11.7,14,3.2,20.1,14.6,0,7,24,28,16.1,5.2,57,101,6,0.187732342007435,2,2,1,0
"Will Fuller",3,"0",4500,18.3,0.12,-0.16,0.2,0.3,0.1,0,0.1,-3,6,6.5,5.1,0.5,7.2,6.3,9.9,9,1.7,18.1,9.3,0,22,30,6.9,7.9,4.2,44,86,2,0.156648451730419,4,2,3,0
"Ted Ginn",1,"0",4500,21.3,0.04,0.07,-0.01,0.7,0.8,0,0.1,6.2,7,5.9,5.3,0.1,7.8,9,10,9,3.3,16.8,9.1,0,20,14,5.9,16.4,4.6,51,88,5,0.164179104477612,3,3,2,0
"Robby Anderson",0,"1",4400,20.3,-0.06,0.23,-0.08,0.7,0.2,0,0,14,6.7,5.5,5.3,0.3,7.7,11.7,8.3,9,2.5,14.1,9,0,17,10,0,18,17.1,40,68,3,0.13102119460501,4,4,3,0
"Travis Benjamin",0,"0",4400,20,0,0.11,0.08,0.3,0.1,0,0,-1.5,3.3,5.4,4.5,0.5,9,8,10.1,7,1.4,18.8,7.9,0,12,19,10.5,13.6,-0.2,47,77,4,0.145283018867925,4,4,4,0
"Tavon Austin",2,"0",4300,16.3,-0.07,-0.1,0.14,2.3,1.9,1.9,0.2,6,7.7,7.3,6.8,0.6,4.8,11.2,10.3,15,3.5,17.2,10.2,0,9,28,12,5.7,15.9,57,102,3,0.199608610567515,2,2,2,0
"DeVante Parker",2,"0",4300,19.5,0,-0.18,-0.11,0,0,0,0,0,4.3,5.8,6,0.6,8.6,8.2,10.8,11,3.7,17.8,10.8,0,2,7,18.5,2.7,3.4,52,80,5,0.182648401826484,2,2,2,0
"Marvin Jones",3,"0",4200,23.5,0.11,-0.11,0.16,0,0.1,0,0,3,5.7,6.7,5.2,1,9.1,6.8,11.8,9,1.6,22,10.7,0,21,32,2.6,7.1,10.7,50,107,4,0.190391459074733,5,2,3,0
"Terrelle Pryor",7,"0",4200,19,0.02,-0.16,-0.1,0,0.5,0,0.1,2.6,5.3,8.7,8.1,0.7,7,4.6,13.7,15,4.2,23.3,12.2,0,8,3,6.6,5.9,1.3,73,133,4,0.251417769376181,1,1,1,0
"Anquan Boldin",4,"0",4100,23.5,0.11,-0.11,0.16,0,0,0,0,0,5.7,5.9,6.2,1.3,5.9,8.8,10.5,11,5.4,15.6,12.6,0,21,32,8.3,4.3,13.9,66,93,8,0.165480427046263,2,3,1,0
"Rishard Matthews",2,"0",4100,21.3,-0.15,-0.09,-0.1,0,0,0,0,0,7.3,6.3,5.7,0.7,8.7,10.7,12.8,10,6.6,19,10.5,0,3,5,12.1,16.5,3.6,58,96,9,0.19672131147541,2,1,1,0
"Eli Rogers",13,"0",4000,22.5,0.01,0.36,-0.01,0.3,0.1,0,0,6,4.7,5,6.7,0.5,8.9,12.2,9.7,11,3.3,16.2,11.6,0,31,23,13,18.5,5,43,61,3,0.107017543859649,3,3,2,0
"Jermaine Kearse",4,"0",4000,27.5,-0.03,0.57,0.05,0,0,0,0,0,5.7,5.5,4.7,0.9,5.7,5.1,6.1,8,2.2,10.1,9.5,0,32,27,13.7,0,1.7,42,83,1,0.167338709677419,4,3,5,0
"Tyler Boyd",0,"0",4000,20.5,-0.03,-0.22,0.03,0.7,0.2,0.2,0,14.3,4.3,5.2,7.2,0.5,7.2,7.6,7.8,13,2.8,12.9,13.1,0,7,24,4.5,3.3,14.9,53,77,1,0.143122676579926,3,3,4,0
"Kenny Stills",1,"0",3900,19.5,0,-0.18,-0.11,0,0,0,0,0,6,4.9,5.1,0.3,9.3,15.5,10.5,9,3.3,17.7,8.3,0,2,7,12.5,12.2,21.7,40,72,8,0.164383561643836,3,3,1,0
"Chris Hogan",8,"0",3900,27,-0.01,0.3,0.03,0.7,0.2,0,0,3,4.7,3.9,5.1,0.5,12.1,11.2,9.2,8,0.8,17.7,9.3,0,24,25,3.2,2.8,27.6,34,58,4,0.106227106227106,4,4,3,0
"Victor Cruz",0,"0",3800,19.5,0.09,0.07,0.02,0,0,0,0,0,6.3,5.2,2.3,0.5,8.5,7.2,7.7,4,2.9,12.5,3.8,0,25,13,16.4,3.9,1.4,37,69,1,0.117948717948718,4,3,4,0
"Quincy Enunwa",0,"0",3800,20.3,-0.06,0.23,-0.08,0.3,0.1,0,0,12,7,6.5,6.2,0.9,8,7.5,10.6,10,3.7,17.5,9.1,0,17,10,5.2,11.4,5.9,52,98,4,0.188824662813102,3,2,1,0
"Adam Humphries",4,"0",3700,24.3,0.13,-0.17,0.07,0,0.4,0,0,3.6,3,5,5.4,0.6,7.5,6.3,8.3,9,2.4,14.2,10.8,0,27,22,2.2,12.9,0,50,77,2,0.141544117647059,3,3,3,0
"Phillip Dorsett",0,"0",3700,26.3,-0.14,-0.02,-0.1,0,0.1,0.3,0,5,3.3,3.9,4,0.5,8.6,6.2,6.4,7,2.3,10.4,7.5,0,10,6,1.8,12,4.9,29,56,2,0.100178890876565,6,3,6,0
"Corey Coleman",2,"0",3700,19,0.02,-0.16,-0.1,0.3,0.1,0,0,1,6.7,7.1,6.3,0.3,5.8,4.9,9.6,11,1.3,17.9,10.6,0,8,3,3.5,5.4,5.7,28,65,3,0.122873345935728,5,4,2,0
"Brice Butler",1,"0",3700,18.8,0.01,-0.03,0.13,0,0,0,0,0,1,2.3,4.4,0.4,7.2,4.1,4.2,7,-0.4,8.8,8.2,0,14,31,9.1,3.1,0,16,30,4,0.0642398286937901,6,6,3,0
"Deonte Thompson",0,"0",3600,18.3,-0.09,-0.06,-0.14,0,0,0,0,0,6,2.4,4.5,0.4,7.3,13.1,4.3,8,-2.7,11.4,9.7,0,6,4,12.4,22,4.8,23,38,2,0.0692167577413479,6,6,3,0
"Robert Woods",0,"0",3600,23.8,0.01,-0.08,0.04,0,0.1,0,0,6,3.7,5.9,4.2,0.7,8,4.2,9.5,7,1.6,17.3,6.4,0,26,17,7.3,1.5,3.9,49,77,1,0.171492204899777,3,2,5,0
"Brian Quick",0,"0",3600,16.3,-0.07,-0.1,0.14,0,0,0,0,0,4,4.7,4.8,0.5,7.8,3.2,7.5,8,1.8,13.1,6.6,0,9,28,0,7.6,2,40,72,3,0.140900195694716,5,4,2,0
"John Brown",0,"1",3600,23.8,-0.05,-0.04,0.13,0,0.1,0,0,10,3,5.2,4.9,0.3,7.2,7.1,7.9,8,-0.7,16.4,9.8,0,15,26,2.2,19.1,0,38,71,2,0.129798903107861,3,3,4,0
"Michael Floyd",0,"0",3500,27,-0.01,0.3,0.03,0,0,0,0,0,4.3,5.5,0,1,6.3,5.4,8.2,0,3.2,13.2,0,0,24,25,0,0,3.8,1,3,0,0.00549450549450549,12,12,9,0
"Terrance Williams",0,"0",3500,18.8,0.01,-0.03,0.13,0,0,0,0,0,4.7,4,3.6,0.2,10,11.6,8.2,6,3.1,13.2,7.2,0,14,31,10.1,6,18.6,41,59,3,0.126338329764454,4,4,4,0
"Aldrick Robinson",1,"0",3400,32.8,0.11,-0.09,0.05,0,0,0,0,0,4,2.5,3.9,0.3,9.6,9.3,5.1,6,-0.8,11,8.1,0,30,16,2.5,18.1,7.2,19,31,2,0.060665362035225,8,6,7,0
"Russell Shepard",0,"0",3400,24.3,0.13,-0.17,0.07,0,0.1,0,0,9,3.7,2.8,3.6,0.6,9.5,4.9,5.4,6,0.1,10.8,4.7,0,27,22,9.1,2.9,2.7,22,34,2,0.0625,5,4,3,0
"Cordarrelle Patterson",2,"0",3400,24.8,-0.07,0.12,0.1,0,0.5,0.5,0,6.1,5.3,4.5,3.4,0.5,6.1,6,7.6,6,2,13.3,6.3,0,18,29,3.3,9.9,4.8,52,71,2,0.125886524822695,4,4,4,0
"Paul Richardson",4,"0",3400,27.5,-0.03,0.57,0.05,0,0,0,0,0,3.7,2.6,4.4,0.5,8.6,6.2,4.3,7,0.4,8.3,12.1,0,32,27,14.2,0,0,17,30,1,0.0604838709677419,6,5,5,0
"Nelson Agholor",0,"0",3300,25.3,0.07,-0.26,0.04,0.7,0.3,0,0,3.8,4.3,4.9,3.5,1,5.3,6.5,6.3,6,2.3,10.3,5,0,11,12,13.2,2,4.2,35,73,2,0.131294964028777,5,3,3,0
"Charles Johnson",0,"1",3200,24.8,-0.07,0.12,0.1,0,0,0,0,0,3.3,2.8,0.9,0.2,6.1,4.7,3.2,1,-0.2,6.5,1.7,0,18,29,2.6,10,1.6,19,37,0,0.0656028368794326,7,6,6,0
"Marquise Goodwin",1,"0",3200,23.8,0.01,-0.08,0.04,0,0,0,0,0,3.7,4.8,2.7,0.5,6.7,3.3,7,5,0.3,13.8,5,0,26,17,2.6,7.3,0,30,63,3,0.140311804008909,4,3,3,0
"Dorial Green-Beckham",2,"0",3200,25.3,0.07,-0.26,0.04,0,0,0,0,0,5,5.3,5.7,0.9,5.5,3.6,6.5,10,1.6,11.4,8.4,0,11,12,1.7,2.1,0,37,72,2,0.129496402877698,4,4,3,0
"Jeremy Kerley",0,"0",3200,16.5,-0.05,-0.13,0.02,0,0,0,0,0,8.3,7.1,5.8,0.5,5.7,9.7,9.2,10,1.5,17,9.9,0,4,21,11.2,7.8,10,58,108,3,0.228813559322034,1,1,2,0
"Tajae Sharpe",0,"0",3100,21.3,-0.15,-0.09,-0.1,0,0.1,0,0.1,1,4.3,5.4,4.1,0.3,6.4,3.6,7,7,1.5,12.5,7.2,0,3,5,7.8,3,0,42,91,2,0.186475409836066,4,3,6,0
"Josh Bellamy",0,"0",3100,18.3,-0.09,-0.06,-0.14,0,0.2,0,0,9.5,4,3.1,2.4,0.3,7.6,5.9,4.6,4,0.2,9,3.4,0,6,4,2.1,8,7.5,20,38,1,0.0692167577413479,7,6,6,0
"Brandon Coleman",0,"0",3000,25.3,0.08,-0.06,0.03,0,0,0,0,0,3.3,2.9,0.8,0.7,7.8,5.7,5.9,1,1.8,9.9,1.4,0,29,20,0,0,9.7,25,34,3,0.0542264752791069,7,7,5,0
"Justin Hardy",0,"0",3000,32.8,0.11,-0.09,0.05,0,0,0,0,0,1.3,2,3.9,0.6,6.7,3.8,4.3,6,0.5,8,7.4,0,30,16,0,2.6,8.9,18,25,3,0.0489236790606654,9,9,3,0
"Kamar Aiken",0,"0",3000,21.5,-0.04,0.07,-0.18,0,0,0,0,0,2.7,3.1,3.1,0.2,6.5,4,4.2,5,0.7,7.8,5.3,0,13,2,0,9.9,2,29,51,1,0.0818619582664527,7,5,6,0
"Breshad Perriman",0,"0",3000,21.5,-0.04,0.07,-0.18,0,0.1,0.2,0,2,3.3,4.1,3.1,0.2,7.5,4.8,6.5,5,2.3,10.7,5.4,0,13,2,6.2,0,8.2,30,60,4,0.0963081861958267,6,4,2,0
"Ryan Grant",0,"0",3000,27,0.03,-0.16,-0.08,0,0,0,0,0,2.3,1.7,1.6,0.4,4,3.2,1.5,3,-0.4,3.4,2.6,0,5,9,5.5,0,0,11,22,0,0.0378657487091222,8,7,8,0
"Roger Lewis",0,"0",3000,19.5,0.09,0.07,0.02,0,0,0,0,0,1,2.1,4.6,0.1,5.1,0.6,3.2,8,-0.6,7,7.6,0,25,13,0,0,0,7,19,2,0.0324786324786325,11,11,3,0
"Harry Douglas",0,"0",3000,21.3,-0.15,-0.09,-0.1,0,0,0,0,0,3.3,3.1,0.5,0.4,9.5,6.6,5.1,1,2,8.3,0,0,3,5,9.8,0,2,16,24,0,0.0491803278688525,6,7,10,0
"Kendall Wright",0,"0",3000,21.3,-0.15,-0.09,-0.1,0,0.1,0,0,15,2.3,3.9,4.1,0.3,9.7,2.7,8.5,7,-0.6,17.5,6.6,0,3,5,4.1,3.9,0,29,42,3,0.0860655737704918,5,5,3,0
"Keith Mumphery",0,"0",3000,18.3,0.12,-0.16,0.2,0,0,0,0,0,2,2,2.8,0.3,5.8,2.8,2.9,5,2.3,3.5,3.9,0,22,30,2.7,2.1,3.6,7,9,0,0.0163934426229508,11,11,8,0
"Wendall Williams",0,"0",3000,18.3,0.12,-0.16,0.2,0,0,0,0,0,3,3,0,0,11.3,5.4,5.4,0,5.4,5.4,0,0,22,30,0,0,0,2,3,0,0.00546448087431694,14,14,8,0
"Freddie Martino",0,"0",3000,24.3,0.13,-0.17,0.07,0,0,0,0,0,2,1.7,2.9,0,13.3,4.4,4.4,5,-0.5,9.3,5.5,0,27,22,0,3.5,0,7,10,1,0.0183823529411765,11,11,5,0
"Corey Brown",0,"0",3000,21.3,0.04,0.07,-0.01,0.3,0.1,0,0,3,3,3.6,4.1,0.5,5.1,4,4,7,-0.3,8.3,7.3,0,20,14,2.2,7.2,2.7,25,50,1,0.0932835820895522,4,5,5,0
"Andre Roberts",0,"1",3000,23.5,0.11,-0.11,0.16,0,0,0,0,0,1,1.6,1.6,0.2,7.8,0.8,3.3,3,-0.4,7,2.6,0,21,32,2.4,0,0,14,25,1,0.0444839857651246,6,6,6,0
"Jeff Janis",0,"0",3000,27,0,-0.05,0.02,0.3,0.2,0,0.1,19,0.3,1.6,0.7,0.2,4.9,3.2,3,1,-0.9,6.9,1.4,0,19,15,1.8,0,7.9,11,19,1,0.0320945945945946,8,8,6,0
"Bryan Walters",0,"0",3000,20.8,0.07,0.07,-0.02,0,0,0,0,0,5,2.8,5.7,0.3,5.9,9.1,4.6,9,-0.6,9.8,10.4,0,28,11,9.5,4.6,13.1,16,26,2,0.0429042904290429,8,8,5,0
"Justin Hunter",0,"0",3000,23.8,0.01,-0.08,0.04,0,0,0,0,0,2.7,2.6,1.2,0.8,6,4.8,5.7,2,2.6,8.8,2.2,0,26,17,0,0,0,9,23,4,0.0512249443207127,7,7,1,0
"Devin Smith",0,"0",3000,20.3,-0.06,0.23,-0.08,0,0,0,0,0,3,3,0,1,6.7,3,3,0,3,3,0,0,17,10,3,0,0,1,3,0,0.00578034682080925,11,12,7,0
"Bryce Treggs",0,"0",3000,25.3,0.07,-0.26,0.04,0.7,0.4,0,0,3.5,1.3,2,1.1,0,8,0.9,2.3,2,-1.5,6.1,2,0,11,12,0,0,0,3,8,0,0.0143884892086331,12,12,8,0
"Andrew Hawkins",0,"0",3000,19,0.02,-0.16,-0.1,0,0.1,0,0,0,1.3,3.2,2.9,0.7,6.6,2.9,5.2,5,-0.5,10.9,4.8,0,8,3,3.1,4.3,1.4,28,52,3,0.0982986767485822,5,5,2,0
"Darrius Heyward-Bey",1,"0",3000,22.5,0.01,0.36,-0.01,0.3,0.2,0,0,60,3.7,2.5,4,0.3,4.5,8,6,6,0,12,6.5,0,31,23,0,0,0,6,16,3,0.0280701754385965,11,10,2,0
"Cobi Hamilton",1,"0",3000,22.5,0.01,0.36,-0.01,0,0,0,0,0,1.7,2.4,4.7,0.4,7.5,2.4,3.8,7,0.5,7.1,8.4,0,31,23,1.6,3.1,2.5,14,27,1,0.0473684210526316,8,7,8,0
"Ricardo Louis",0,"0",3000,19,0.02,-0.16,-0.1,0,0,0,0,0,0.3,3.1,0,0.3,5.4,0,3.1,0,-0.7,7,0,0,8,3,0,0,0,16,32,0,0.0604914933837429,7,7,8,0
"Brittan Golden",0,"0",3000,23.8,-0.05,-0.04,0.13,0,0,0,0,0,1.7,1.2,1.3,0.1,7.5,4.8,2.2,2,-0.6,5.1,2.7,0,15,26,3.2,3.3,7.9,7,11,1,0.020109689213894,9,9,6,0
"Pharoh Cooper",0,"0",3000,16.3,-0.07,-0.1,0.14,0,0,0,0,0,2,1.8,1,0,5,3.4,2.1,2,0.1,4.1,1.7,0,9,28,0,5.1,5.2,10,13,0,0.025440313111546,8,8,6,0
"Jordan Norwood",0,"0",3000,19.5,0.06,0.06,0.04,0,0.1,0,0,0,1,2.5,2.7,0.3,6.6,1,3.4,4,-0.7,7.4,5,0,23,18,2.7,0.2,0,22,34,1,0.062962962962963,4,4,6,0
"Bennie Fowler",0,"0",3000,19.5,0.06,0.06,0.04,0,0,0,0,0,2.7,2.4,0,0.3,6,5.9,3.7,0,-1.2,8.7,0,0,23,18,1.5,0,1.5,11,24,2,0.0444444444444444,9,7,3,0
"Jordan Taylor",0,"0",3000,19.5,0.06,0.06,0.04,0,0,0,0,0,3,2.2,1.2,0.6,7.6,3.6,4.1,2,0.8,7.3,2.2,0,23,18,3.6,2.5,4.8,12,23,2,0.0425925925925926,8,8,3,0
"Andre Holmes",0,"1",3000,20.5,-0.21,0.24,-0.37,0,0,0,0,0,2.3,1.8,2.4,0.6,5.3,5.2,3.4,4,-0.5,7.4,3.5,0,1,1,12.3,3.3,0,14,25,3,0.0424448217317487,9,7,5,0
"Seth Roberts",0,"0",3000,20.5,-0.21,0.24,-0.37,0,0,0,0,0,5,4.9,3.6,1.3,5,2.6,7.1,6,2.6,11.5,5.4,0,1,1,0,4.7,3.2,36,77,4,0.130730050933786,3,3,2,0
"Johnny Holton",0,"0",3000,20.5,-0.21,0.24,-0.37,1,1,0,0,8.6,0.3,0.4,0,0,17,2.2,1.9,0,0.3,3.6,0,0,1,1,0,0,0,2,3,0,0.00509337860780985,13,13,11,0
"Albert Wilson",0,"0",3000,24.5,0.03,-0.1,-0.09,0,0.2,0,0.1,25,1,3.8,1.7,0.5,4.7,0.4,5.9,3,-0.2,12,2.9,0,16,8,1.3,0,0,30,50,2,0.0963391136801541,6,5,3,0
"Chris Conley",0,"0",3000,24.5,0.03,-0.1,-0.09,0,0,0,0,0,3,4.3,4.5,0.8,7.4,5.2,5.8,7,2.6,9.1,6.5,0,16,8,3.4,3.1,9,40,68,0,0.13102119460501,3,4,7,0
"Rod Streater",0,"0",3000,16.5,-0.05,-0.13,0.02,0,0,0,0,0,3.7,2.2,2.6,0.3,7.2,9.7,4,5,-1.5,9.4,5,0,4,21,0,0,0,17,27,2,0.0572033898305085,8,8,5,0
"Tanner McEvoy",0,"0",3000,27.5,-0.03,0.57,0.05,0,0,0,0,0,1.7,1.3,1.5,0,13.8,5.7,4.7,2,-0.4,9.9,2.4,0,32,27,0,0,13.1,7,8,2,0.0161290322580645,10,10,3,0
"Chris Harper",0,"0",3000,16.5,-0.05,-0.13,0.02,0,0,0,0,0,3,2.6,4.1,0,6,2.8,3,7,0.6,5.3,4.5,0,4,21,0,0,0,10,19,0,0.0402542372881356,9,9,9,0
"Aaron Burbridge",0,"0",3000,16.5,-0.05,-0.13,0.02,0,0,0,0,0,2.3,2,2.6,0.3,4.6,2.8,1.6,5,-0.3,3.6,4.7,0,4,21,3.5,4.9,0,6,14,0,0.0296610169491525,11,10,9,0
