"Corey Dickerson_TB","Steven Souza_TB","Logan Morrison_TB","Evan Longoria_TB","Miguel Sano_MIN","Mike Trout_LAA","Nelson Cruz_SEA","Kevin Kiermaier_TB","Brian Dozier_MIN","Robinson Cano_SEA","Jean Segura_SEA","Kyle Seager_SEA","Albert Pujols_LAA","Joe Mauer_MIN","Cameron Maybin_LAA","Tim Beckham_TB","Robbie Grossman_MIN","Andrelton Simmons_LAA","Eddie Rosario_MIN","Max Kepler_MIN","Brad Miller_TB","Colby Rasmus_TB","Mitch Haniger_SEA","Ben Gamel_SEA","Yunel Escobar_LAA","Kennys Vargas_MIN","CJ Cron_LAA","Wilson Ramos_TB","Kole Calhoun_LAA","Jarrod Dyson_SEA","Leonys Martin_SEA","Matt Duffy_TB","Guillermo Heredia_SEA","Jefry Marte_LAA","Luis Valbuena_LAA","Jason Castro_MIN","Jorge Polanco_MIN","Danny Valencia_SEA","Jake Bauers_TB","Martin Maldonado_LAA","Ben Revere_LAA","Byron Buxton_MIN","Peter Bourjos_TB","Jesus Sucre_TB","Mallex Smith_TB","Danny Espinosa_LAA","Rickie Weeks_TB","Shawn O'Malley_SEA","Derek Norris_TB","Mike Zunino_SEA","Taylor Motter_SEA","Daniel Robertson_TB","Eduardo Escobar_MIN","Carlos Ruiz_SEA","Curt Casali_TB","Boog Powell_SEA","Chris Gimenez_MIN","Tuffy Gosewisch_SEA","Shane Robinson_LAA","Nolan Fontana_LAA","Michael Martinez_TB","Eric Young_LAA","Juan Graterol_LAA","Ehire Adrianza_MIN","Carlos Perez_LAA","Shane Peterson_TB","Daniel Vogelbach_SEA","Cliff Pennington_LAA"
0,0,0,0,0,0,45,0,0,39,38,49,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,0,42,13,0,33,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37,0,0,0,0,0,0,46,0,34,0,0,45,0,0,0,0,0,0,34,0,15,0,42,0,0,0,0,20,15,0,0,0,0,39,19,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,13
0,0,0,0,31,0,0,0,33,0,0,0,0,35,0,0,25,0,30,33,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,35,0,0,0,0,0,0,34,0,41,0,0,41,0,0,0,0,0,0,27,0,13,0,37,0,0,0,0,21,17,0,0,0,0,34,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,8
42,43,40,47,0,0,0,47,0,0,0,0,0,0,0,49,0,0,0,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,5,0,21,0,38,0,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0
0,0,0,0,28,0,0,0,29,0,0,0,0,25,0,0,31,0,26,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,43,0,0,0,0,0,0,45,0,41,0,0,53,0,0,0,0,0,0,35,0,18,0,49,0,0,0,0,26,21,0,0,0,0,43,22,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,2,0,0,13
0,0,0,0,33,0,0,0,35,0,0,0,0,30,0,0,26,0,37,31,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,25,34,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,31,0,0,0,34,0,0,0,0,33,0,0,26,0,31,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,27,32,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0
29,28,28,31,0,0,0,31,0,0,0,0,0,0,0,29,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,12,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
19,14,19,19,0,0,0,19,0,0,0,0,0,0,0,17,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,12,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,20,8,17,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,18,13,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26,0,0,20,29,29,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,26,0,0,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29,0,0,0,0,0,0,34,0,27,0,0,35,0,0,0,0,0,0,36,0,12,0,34,0,0,0,0,18,7,0,0,0,0,29,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,7
0,0,0,0,14,0,0,0,15,0,0,0,0,13,0,0,8,0,15,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,19,0,0,0,0,0,0,15,0,13,0,0,18,0,0,0,0,0,0,12,0,19,0,17,0,0,0,0,5,4,0,0,0,0,14,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,40,0,0,0,0,0,0,42,0,37,0,0,49,0,0,0,0,0,0,34,0,17,0,50,0,0,0,0,24,19,0,0,0,0,39,20,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,0,13
0,0,0,0,0,0,42,0,0,37,34,42,0,0,0,0,0,0,0,0,0,0,18,26,0,0,0,0,0,46,11,0,31,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,13,6,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,33,0,0,29,30,33,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,31,0,0,37,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,18,24,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,22,0,0,0,0,0,0,20,0,21,0,0,26,0,0,0,0,0,0,18,0,5,0,24,0,0,0,0,26,5,0,0,0,0,21,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3
0,0,0,0,0,14,0,0,0,0,0,0,15,0,17,0,0,21,0,0,0,0,0,0,7,0,4,0,19,0,0,0,0,5,21,0,0,0,0,16,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,9
0,0,0,0,25,0,0,0,27,0,0,0,0,26,0,0,19,0,25,27,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,28,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,35,0,0,0,35,0,0,0,0,31,0,0,28,0,34,32,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,26,38,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,40,0,0,34,33,41,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,37,11,0,30,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,0,0,0,0,0,0,39,0,34,0,0,43,0,0,0,0,0,0,29,0,14,0,39,0,0,0,0,21,16,0,0,0,0,43,15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10
0,0,0,0,0,16,0,0,0,0,0,0,19,0,12,0,0,22,0,0,0,0,0,0,16,0,8,0,20,0,0,0,0,7,12,0,0,0,0,15,23,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,9
0,0,0,0,33,0,0,0,33,0,0,0,0,29,0,0,26,0,32,30,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,35,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0
6,12,5,12,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,13,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,12,15,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7,7,7,7,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34,0,0,0,0,0,0,35,0,31,0,0,40,0,0,0,0,0,0,30,0,17,0,38,0,0,0,0,22,11,0,0,0,0,32,16,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,4
15,17,13,21,0,0,0,20,0,0,0,0,0,0,0,21,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,22,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,37,0,0,0,38,0,0,0,0,0,0,0,38,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,16,0,39,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,27,0,0,29,20,25,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,27,9,0,18,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,33,0,0,24,21,30,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,28,8,0,24,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16,34,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0
27,29,24,31,0,0,0,32,0,0,0,0,0,0,0,28,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,2,0,16,0,22,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,17,0,0,0,0,13,0,0,14,0,18,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,17,0,0,13,14,18,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,14,4,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,0,0,0,13,0,0,0,0,9,0,0,13,0,14,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
3,2,3,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,4,0,6,0,0,8,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3
0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,3,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
9,8,9,9,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0,0,0,13,0,8,0,0,13,0,0,0,0,0,0,7,0,3,0,13,0,0,0,0,3,9,0,0,0,0,10,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,14
