"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd"
"WR","Andre Holmes (7688791)","Andre Holmes",7688791,3000,"Den@Oak 08:30PM ET","Oak","Andre","Holmes","Den",2.71,3.3,8,0.0356083086053412,2.88772992216537,2.82702280759205,0
"WR","Cody Latimer (7688792)","Cody Latimer",7688792,3000,"Den@Oak 08:30PM ET","Den","Cody","Latimer","Oak",0,1.6,9,0.0182481751824818,0.929769656075943,0.880903179912008,0
"WR","Seth Roberts (7688794)","Seth Roberts",7688794,3000,"Den@Oak 08:30PM ET","Oak","Seth","Roberts","Den",8.33,8,3,0.13353115727003,7.63068092031249,7.5095464500641,0
"WR","Johnny Holton (7688795)","Johnny Holton",7688795,3000,"Den@Oak 08:30PM ET","Oak","Johnny","Holton","Den",2.55,0,13,0.0029673590504451,0.912805910183504,0.950519556276753,0
"TE","Lance Kendricks (7688851)","Lance Kendricks",7688851,2900,"Car@LA 04:05PM ET","LA","Lance","Kendricks","Car",8.56,8,3,0.176470588235294,7.71301243378002,7.59527958651259,1
"TE","Dwayne Allen (7688859)","Dwayne Allen",7688859,2900,"Ind@GB 04:25PM ET","Ind","Dwayne","Allen","GB",8.49,7.8,5,0.0892307692307692,7.57173380962824,7.45907399532187,1
"TE","Jesse James (7688841)","Jesse James",7688841,2800,"Pit@Bal 01:00PM ET","Pit","Jesse","James","Bal",8.88,5,4,0.119565217391304,6.08424252128811,6.06286700967113,1
"TE","Richard Rodgers (7688863)","Richard Rodgers",7688863,2700,"Ind@GB 04:25PM ET","GB","Richard","Rodgers","Ind",5.54,6.8,5,0.0622837370242214,5.93463662358417,5.80888884473318,0
"TE","Larry Donnell (7688806)","Larry Donnell",7688806,2600,"Phi@NYG 01:00PM ET","NYG","Larry","Donnell","Phi",5.13,5,6,0.0755395683453237,4.74188088866531,4.66504413279355,0
"TE","Vance McDonald (7688846)","Vance McDonald",7688846,2600,"NO@SF 04:05PM ET","SF","Vance","McDonald","NO",7.07,4.9,5,0.0666666666666667,5.37821870310409,5.33312805235372,0
"TE","Virgil Green (7688873)","Virgil Green",7688873,2600,"Den@Oak 08:30PM ET","Den","Virgil","Green","Oak",8.11,6.4,6,0.0656934306569343,6.62215938178934,6.54663766137527,0
"TE","Clay Harbor (7688796)","Clay Harbor",7688796,2500,"Det@Min 01:00PM ET","Det","Clay","Harbor","Min",0,1.3,9,0.0101694915254237,0.755437845561703,0.715733833678507,0
"TE","Rhett Ellison (7688797)","Rhett Ellison",7688797,2500,"Det@Min 01:00PM ET","Min","Rhett","Ellison","Det",1.72,1.7,11,0.00826446280991736,1.60357679507701,1.57709438818436,0
"TE","Kevin McDermott (7688798)","Kevin McDermott",7688798,2500,"Det@Min 01:00PM ET","Min","Kevin","McDermott","Det",0,0,0,0,0,0,0
"TE","MyCole Pruitt (7688800)","MyCole Pruitt",7688800,2500,"Det@Min 01:00PM ET","Min","MyCole","Pruitt","Det",0,1.1,12,0.00413223140495868,0.639216638552211,0.605620936189506,0
"TE","David Morgan (7688802)","David Morgan",7688802,2500,"Det@Min 01:00PM ET","Min","David","Morgan","Det",0,0,0,0,0,0,0
"TE","Cole Wick (7688803)","Cole Wick",7688803,2500,"Det@Min 01:00PM ET","Det","Cole","Wick","Min",0,0,9,0.0101694915254237,0,0,0
"TE","Khari Lee (7688804)","Khari Lee",7688804,2500,"Det@Min 01:00PM ET","Det","Khari","Lee","Min",0,0,13,0.00338983050847458,0,0,0
"TE","Brent Celek (7688805)","Brent Celek",7688805,2500,"Phi@NYG 01:00PM ET","Phi","Brent","Celek","NYG",0,1.1,7,0.045045045045045,0.639216638552211,0.605620936189506,0
"TE","Trey Burton (7688808)","Trey Burton",7688808,2500,"Phi@NYG 01:00PM ET","Phi","Trey","Burton","NYG",4.67,3.3,6,0.0855855855855856,3.58933760214956,3.55761823124006,0
"TE","Will Tye (7688809)","Will Tye",7688809,2500,"Phi@NYG 01:00PM ET","NYG","Will","Tye","Phi",4.76,4.1,4,0.0863309352517986,4.08643910937048,4.03161757024113,0
"TE","Jerell Adams (7688810)","Jerell Adams",7688810,2500,"Phi@NYG 01:00PM ET","NYG","Jerell","Adams","Phi",0,0,12,0.0107913669064748,0,0,0
"TE","Kellen Davis (7688811)","Kellen Davis",7688811,2500,"NYJ@Mia 01:00PM ET","NYJ","Kellen","Davis","Mia",0,0,11,0.00350877192982456,0,0,0
"TE","Jordan Cameron (7688812)","Jordan Cameron",7688812,2500,"NYJ@Mia 01:00PM ET","Mia","Jordan","Cameron","NYJ",0,0,6,0.0523809523809524,0,0,0
"TE","MarQueis Gray (7688813)","MarQueis Gray",7688813,2500,"NYJ@Mia 01:00PM ET","Mia","MarQueis","Gray","NYJ",5.71,5.8,10,0.0238095238095238,5.41438431588228,5.32169232770662,1
"TE","Dion Sims (7688814)","Dion Sims",7688814,2500,"NYJ@Mia 01:00PM ET","Mia","Dion","Sims","NYJ",0,0,5,0.0571428571428571,0,0,0
"TE","Brandon Bostick (7688815)","Brandon Bostick",7688815,2500,"NYJ@Mia 01:00PM ET","NYJ","Brandon","Bostick","Mia",2.12,0,9,0.0140350877192982,0.758881776309423,0.79023586639479,0
"TE","Austin Seferian-Jenkins (7688816)","Austin Seferian-Jenkins",7688816,2500,"NYJ@Mia 01:00PM ET","NYJ","Austin","Seferian-Jenkins","Mia",6.5,1.6,10,0.00701754385964912,3.2565298192888,3.30379616649981,0
"TE","Dominique Jones (7688817)","Dominique Jones",7688817,2500,"NYJ@Mia 01:00PM ET","Mia","Dominique","Jones","NYJ",0,4.2,10,0.0238095238095238,2.44064534719935,2.31237084726902,0
"TE","Marcedes Lewis (7688818)","Marcedes Lewis",7688818,2500,"Jax@KC 01:00PM ET","Jax","Marcedes","Lewis","KC",4.28,2.6,6,0.0664451827242525,3.04295776782356,3.02684951083329,0
"TE","James Winchester (7688820)","James Winchester",7688820,2500,"Jax@KC 01:00PM ET","KC","James","Winchester","Jax",0,0,0,0,0,0,0
"TE","James O'Shaughnessy (7688822)","James O'Shaughnessy",7688822,2500,"Jax@KC 01:00PM ET","KC","James","O'Shaughnessy","Jax",0,0,15,0,0,0,0
"TE","Neal Sterling (7688823)","Neal Sterling",7688823,2500,"Jax@KC 01:00PM ET","Jax","Neal","Sterling","KC",0,0,12,0.00664451827242525,0,0,0
"TE","Ross Travis (7688824)","Ross Travis",7688824,2500,"Jax@KC 01:00PM ET","KC","Ross","Travis","Jax",0,0,10,0.015625,0,0,0
"TE","Demetrius Harris (7688825)","Demetrius Harris",7688825,2500,"Jax@KC 01:00PM ET","KC","Demetrius","Harris","Jax",2.07,1.5,8,0.06640625,1.61264267377898,1.59744495920393,0
"TE","Ben Koyack (7688826)","Ben Koyack",7688826,2500,"Jax@KC 01:00PM ET","Jax","Ben","Koyack","KC",0,0,10,0.0166112956810631,0,0,0
"TE","Gavin Escobar (7688829)","Gavin Escobar",7688829,2500,"Dal@Cle 01:00PM ET","Dal","Gavin","Escobar","Cle",0,0,12,0,0,0,0
"TE","Randall Telfer (7688830)","Randall Telfer",7688830,2500,"Dal@Cle 01:00PM ET","Cle","Randall","Telfer","Dal",0,0,10,0.0133333333333333,0,0,0
"TE","Connor Hamlett (7688831)","Connor Hamlett",7688831,2500,"Dal@Cle 01:00PM ET","Cle","Connor","Hamlett","Dal",0,0,12,0.00666666666666667,0,0,0
"TE","Seth DeValve (7688832)","Seth DeValve",7688832,2500,"Dal@Cle 01:00PM ET","Cle","Seth","DeValve","Dal",0,0,13,0.00333333333333333,0,0,0
"TE","Danny Vitale (7688833)","Danny Vitale",7688833,2500,"Dal@Cle 01:00PM ET","Cle","Danny","Vitale","Dal",0,0,0,0,0,0,0
"TE","Geoff Swaim (7688834)","Geoff Swaim",7688834,2500,"Dal@Cle 01:00PM ET","Dal","Geoff","Swaim","Cle",2.1,1.2,7,0.0307017543859649,1.44904975632572,1.44345819598545,0
"TE","David Johnson (7688836)","David Johnson",7688836,2500,"Pit@Bal 01:00PM ET","Pit","David","Johnson","Bal",0,0,2,0.164670658682635,0,0,0
"TE","Ladarius Green (7688837)","Ladarius Green",7688837,2500,"Pit@Bal 01:00PM ET","Pit","Ladarius","Green","Bal",0,0,13,0,0,0,0
"TE","Crockett Gillmore (7688838)","Crockett Gillmore",7688838,2500,"Pit@Bal 01:00PM ET","Bal","Crockett","Gillmore","Pit",0,0,8,0.0459016393442623,0,0,0
"TE","Xavier Grimble (7688839)","Xavier Grimble",7688839,2500,"Pit@Bal 01:00PM ET","Pit","Xavier","Grimble","Bal",0,0,7,0.0579710144927536,0,0,0
"TE","Darren Waller (7688840)","Darren Waller",7688840,2500,"Pit@Bal 01:00PM ET","Bal","Darren","Waller","Pit",0,2,13,0,1.16221207009493,1.10112897489001,0
"TE","Kyle Nelson (7688842)","Kyle Nelson",7688842,2500,"NO@SF 04:05PM ET","SF","Kyle","Nelson","NO",0,0,0,0,0,0,0
"TE","Garrett Celek (7688844)","Garrett Celek",7688844,2500,"NO@SF 04:05PM ET","SF","Garrett","Celek","NO",4.09,4.2,4,0.10952380952381,3.90471443451328,3.8369296649835,0
"TE","Josh Hill (7688845)","Josh Hill",7688845,2500,"NO@SF 04:05PM ET","NO","Josh","Hill","SF",0,1.8,10,0.0195439739413681,1.04599086308544,0.991016077401009,0
"TE","Blake Bell (7688847)","Blake Bell",7688847,2500,"NO@SF 04:05PM ET","SF","Blake","Bell","NO",0,1.2,9,0.0238095238095238,0.697327242056957,0.660677384934006,0
"TE","Je'Ron Hamm (7688848)","Je'Ron Hamm",7688848,2500,"NO@SF 04:05PM ET","SF","Je'Ron","Hamm","NO",0,0,0,0,0,0,0
"TE","Ed Dickson (7688850)","Ed Dickson",7688850,2500,"Car@LA 04:05PM ET","Car","Ed","Dickson","LA",2.98,2.5,7,0.0342205323193916,2.51949513167625,2.48721446477123,0
"TE","Cory Harkey (7688852)","Cory Harkey",7688852,2500,"Car@LA 04:05PM ET","LA","Cory","Harkey","Car",0,0,0,0,0,0,0
"TE","Chris Manhertz (7688853)","Chris Manhertz",7688853,2500,"Car@LA 04:05PM ET","Car","Chris","Manhertz","LA",0,0,0,0,0,0,0
"TE","Scott Simonson (7688854)","Scott Simonson",7688854,2500,"Car@LA 04:05PM ET","Car","Scott","Simonson","LA",0,0,0,0,0,0,0
"TE","Tyler Higbee (7688855)","Tyler Higbee",7688855,2500,"Car@LA 04:05PM ET","LA","Tyler","Higbee","Car",0,2.8,6,0.0294117647058824,1.6270968981329,1.54158056484601,0
"TE","Temarrick Hemingway (7688856)","Temarrick Hemingway",7688856,2500,"Car@LA 04:05PM ET","LA","Temarrick","Hemingway","Car",0,0,0,0,0,0,0
"TE","Jared Cook (7688857)","Jared Cook",7688857,2500,"Ind@GB 04:25PM ET","GB","Jared","Cook","Ind",0,0,6,0.041522491349481,0,0,0
"TE","Chase Coffman (7688858)","Chase Coffman",7688858,2500,"Ind@GB 04:25PM ET","Ind","Chase","Coffman","GB",0,0,0,0,0,0,0
"TE","Justin Perillo (7688861)","Justin Perillo",7688861,2500,"Ind@GB 04:25PM ET","GB","Justin","Perillo","Ind",0,2.9,13,0.0069204152249135,1.68520750163765,1.59663701359051,0
"TE","Erik Swoope (7688862)","Erik Swoope",7688862,2500,"Ind@GB 04:25PM ET","Ind","Erik","Swoope","GB",3.48,1.4,10,0.0369230769230769,2.05926004414041,2.0679699121654,0
"TE","Anthony Fasano (7688864)","Anthony Fasano",7688864,2500,"Ten@SD 04:25PM ET","Ten","Anthony","Fasano","SD",2.02,1.1,8,0.0384615384615385,1.36230210465836,1.35858152586756,0
"TE","Sean McGrath (7688867)","Sean McGrath",7688867,2500,"Ten@SD 04:25PM ET","SD","Sean","McGrath","Ten",0,4.1,12,0.00342465753424658,2.3825347436946,2.25731439852452,0
"TE","Beau Brinkley (7688868)","Beau Brinkley",7688868,2500,"Ten@SD 04:25PM ET","Ten","Beau","Brinkley","SD",0,0,0,0,0,0,0
"TE","Asante Cleveland (7688869)","Asante Cleveland",7688869,2500,"Ten@SD 04:25PM ET","SD","Asante","Cleveland","Ten",0,1.4,0,0,0.81354844906645,0.770790282423007,0
"TE","Jace Amaro (7688870)","Jace Amaro",7688870,2500,"Ten@SD 04:25PM ET","Ten","Jace","Amaro","SD",0,0,11,0.0153846153846154,0,0,0
"TE","Phillip Supernaw (7688871)","Phillip Supernaw",7688871,2500,"Ten@SD 04:25PM ET","Ten","Phillip","Supernaw","SD",0,0,10,0.0230769230769231,0,0,0
"TE","John Phillips (7688874)","John Phillips",7688874,2500,"Den@Oak 08:30PM ET","Den","John","Phillips","Oak",0,1.2,13,0,0.697327242056957,0.660677384934006,0
"TE","Mychal Rivera (7688875)","Mychal Rivera",7688875,2500,"Den@Oak 08:30PM ET","Oak","Mychal","Rivera","Den",2.98,2.3,9,0.0207715133531157,2.40327392466675,2.37710156728223,0
"TE","A.J. Derby (7688876)","A.J. Derby",7688876,2500,"Den@Oak 08:30PM ET","Den","A.J.","Derby","Oak",0,0,13,0,0,0,0
"TE","Clive Walford (7688877)","Clive Walford",7688877,2500,"Den@Oak 08:30PM ET","Oak","Clive","Walford","Den",6.22,4.4,4,0.0830860534124629,4.78339704885253,4.74100595653896,0
"TE","Jeff Heuerman (7688878)","Jeff Heuerman",7688878,2500,"Den@Oak 08:30PM ET","Den","Jeff","Heuerman","Oak",2.86,0,11,0.0109489051094891,1.02377447181365,1.06607291409863,0
"TE","Ryan O'Malley (7688879)","Ryan O'Malley",7688879,2500,"Den@Oak 08:30PM ET","Oak","Ryan","O'Malley","Den",0,0,0,0,0,0,0
