Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
,,,,,,,,,,,,,,WR,Josh Reynolds (9546952),Josh Reynolds,9546952,3000,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,WR,Michael Thomas (9546968),Michael Thomas,9546968,3000,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,WR,Noah Brown (9546976),Noah Brown,9546976,3000,LAR@DAL 01:00PM ET,DAL
,,,,,,,,,,,,,,DST,Texans  (9546095),Texans ,9546095,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,WR,Eric Weems (9546152),Eric Weems,9546152,3000,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,RB,Jordan Todman (9546362),Jordan Todman,9546362,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,RB,Jay Prosch (9546467),Jay Prosch,9546467,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,RB,Jalston Fowler (9546471),Jalston Fowler,9546471,3000,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,TE,C.J. Fiedorowicz (9546504),C.J. Fiedorowicz,9546504,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,RB,David Fluellen (9546548),David Fluellen,9546548,3000,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,WR,Braxton Miller (9546597),Braxton Miller,9546597,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,RB,Tyler Ervin (9546626),Tyler Ervin,9546626,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,WR,Darius Jennings (9546653),Darius Jennings,9546653,3000,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,WR,Andy Jones (9546818),Andy Jones,9546818,3000,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,WR,Jarius Wright (9546367),Jarius Wright,9546367,3000,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,WR,Jared Abbrederis (9546441),Jared Abbrederis,9546441,3000,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,WR,TJ Jones (9546477),TJ Jones,9546477,3000,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,RB,Tion Green (9546727),Tion Green,9546727,3000,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,WR,Stacy Coley (9546876),Stacy Coley,9546876,3000,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,WR,Rodney Adams (9546903),Rodney Adams,9546903,3000,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,RB,C.J. Ham (9546989),C.J. Ham,9546989,3000,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,WR,Matthew Slater (9546156),Matthew Slater,9546156,3000,CAR@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,James Develin (9546251),James Develin,9546251,3000,CAR@NE 01:00PM ET,NE
,,,,,,,,,,,,,,RB,Fozzy Whittaker (9546259),Fozzy Whittaker,9546259,3000,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,RB,Brandon Bolden (9546369),Brandon Bolden,9546369,3000,CAR@NE 01:00PM ET,NE
,,,,,,,,,,,,,,WR,Damiere Byrd (9546633),Damiere Byrd,9546633,3000,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,RB,Cameron Artis-Payne (9546824),Cameron Artis-Payne,9546824,3000,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,RB,Alex Armah (9546991),Alex Armah,9546991,3000,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,WR,Arrelious Benn (9546261),Arrelious Benn,9546261,3000,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,RB,Tommy Bohanon (9546397),Tommy Bohanon,9546397,3000,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,TE,Austin Seferian-Jenkins (9546593),Austin Seferian-Jenkins,9546593,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Charone Peake (9546618),Charone Peake,9546618,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Max McCaffrey (9546761),Max McCaffrey,9546761,3000,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,WR,Jalin Marshall (9546841),Jalin Marshall,9546841,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Lucky Whitehead (9546845),Lucky Whitehead,9546845,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,ArDarius Stewart (9546930),ArDarius Stewart,9546930,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Chad Hansen (9546938),Chad Hansen,9546938,3000,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,WR,Keelan Cole (9546942),Keelan Cole,9546942,3000,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,WR,Aldrick Robinson (9546301),Aldrick Robinson,9546301,3000,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,RB,Kyle Juszczyk (9546404),Kyle Juszczyk,9546404,3000,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,RB,Raheem Mostert (9546660),Raheem Mostert,9546660,3000,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,RB,Elijhaa Penny (9546668),Elijhaa Penny,9546668,3000,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,WR,Brittan Golden (9546712),Brittan Golden,9546712,3000,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,RB,T.J. Logan (9546833),T.J. Logan,9546833,3000,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,WR,Victor Bolden Jr. (9546918),Victor Bolden Jr.,9546918,3000,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,WR,Kendrick Bourne (9546934),Kendrick Bourne,9546934,3000,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,WR,Chad Williams (9546936),Chad Williams,9546936,3000,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,RB,Derek Watt (9546664),Derek Watt,9546664,3000,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,WR,Marcus Johnson (9546759),Marcus Johnson,9546759,3000,PHI@LAC 04:05PM ET,PHI
,,,,,,,,,,,,,,WR,Mack Hollins (9546814),Mack Hollins,9546814,3000,PHI@LAC 04:05PM ET,PHI
,,,,,,,,,,,,,,WR,Shelton Gibson (9546874),Shelton Gibson,9546874,3000,PHI@LAC 04:05PM ET,PHI
,,,,,,,,,,,,,,RB,Austin Ekeler (9546940),Austin Ekeler,9546940,3000,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,WR,Dwayne Harris (9546218),Dwayne Harris,9546218,3000,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,WR,Bernard Reedy (9546550),Bernard Reedy,9546550,3000,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,RB,Shane Smith (9546773),Shane Smith,9546773,3000,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,RB,Wayne Gallman (9546864),Wayne Gallman,9546864,3000,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,RB,Peyton Barber (9546895),Peyton Barber,9546895,3000,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,TE,Evan Engram (9546914),Evan Engram,9546914,3000,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,WR,Chris Godwin (9546970),Chris Godwin,9546970,3000,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,WR,Jordan Taylor (9546490),Jordan Taylor,9546490,3000,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,RB,Jamize Olawale (9546552),Jamize Olawale,9546552,3000,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,WR,Cody Latimer (9546698),Cody Latimer,9546698,3000,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,RB,Andy Janovich (9546729),Andy Janovich,9546729,3000,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (9546749),Cordarrelle Patterson,9546749,3000,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,WR,Johnny Holton (9546912),Johnny Holton,9546912,3000,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,WR,Isaiah McKenzie (9546956),Isaiah McKenzie,9546956,3000,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,RB,George Winn (9546319),George Winn,9546319,3000,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,WR,Quan Bray (9546587),Quan Bray,9546587,3000,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,RB,Tre Madden (9546612),Tre Madden,9546612,3000,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,WR,Tanner McEvoy (9546637),Tanner McEvoy,9546637,3000,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,RB,J.D. McKissic (9546692),J.D. McKissic,9546692,3000,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,RB,Matt Jones (9546788),Matt Jones,9546788,3000,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,WR,Amara Darboh (9546800),Amara Darboh,9546800,3000,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,WR,Chester Rogers (9546816),Chester Rogers,9546816,3000,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,TE,Julius Thomas (9546488),Julius Thomas,9546488,2900,NO@MIA 09:30AM ET,MIA
,,,,,,,,,,,,,,TE,David Njoku (9546966),David Njoku,9546966,2900,CIN@CLE 01:00PM ET,CLE
,,,,,,,,,,,,,,TE,Antonio Gates (9546154),Antonio Gates,9546154,2900,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,DST,Giants  (9546109),Giants ,9546109,2900,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,DST,Rams  (9546104),Rams ,9546104,2800,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,TE,Stephen Anderson (9546681),Stephen Anderson,9546681,2800,TEN@HOU 01:00PM ET,HOU
,,,,,,,,,,,,,,TE,Ed Dickson (9546194),Ed Dickson,9546194,2800,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,TE,Marcedes Lewis (9546136),Marcedes Lewis,9546136,2800,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,TE,Jermaine Gresham (9546230),Jermaine Gresham,9546230,2800,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,TE,Vance McDonald (9546394),Vance McDonald,9546394,2700,PIT@BAL 01:00PM ET,PIT
,,,,,,,,,,,,,,DST,Lions  (9546100),Lions ,9546100,2700,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,TE,O.J. Howard (9546851),O.J. Howard,9546851,2700,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,TE,Virgil Green (9546214),Virgil Green,9546214,2700,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,TE,Luke Willson (9546371),Luke Willson,9546371,2700,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,DST,Saints  (9546108),Saints ,9546108,2600,NO@MIA 09:30AM ET,NO
,,,,,,,,,,,,,,TE,Tyler Kroft (9546582),Tyler Kroft,9546582,2600,CIN@CLE 01:00PM ET,CIN
,,,,,,,,,,,,,,TE,Seth DeValve (9546718),Seth DeValve,9546718,2600,CIN@CLE 01:00PM ET,CLE
,,,,,,,,,,,,,,TE,Jonnu Smith (9546889),Jonnu Smith,9546889,2600,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,DST,Jets  (9546110),Jets ,9546110,2600,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Will Tye (9546500),Will Tye,9546500,2600,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Erik Swoope (9546486),Erik Swoope,9546486,2600,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,TE,Anthony Fasano (9546144),Anthony Fasano,9546144,2500,NO@MIA 09:30AM ET,MIA
,,,,,,,,,,,,,,TE,Michael Hoomanawanui (9546232),Michael Hoomanawanui,9546232,2500,NO@MIA 09:30AM ET,NO
,,,,,,,,,,,,,,TE,MarQueis Gray (9546358),MarQueis Gray,9546358,2500,NO@MIA 09:30AM ET,MIA
,,,,,,,,,,,,,,TE,Josh Hill (9546382),Josh Hill,9546382,2500,NO@MIA 09:30AM ET,NO
,,,,,,,,,,,,,,TE,Levine Toilolo (9546411),Levine Toilolo,9546411,2500,BUF@ATL 01:00PM ET,ATL
,,,,,,,,,,,,,,TE,Logan Thomas (9546422),Logan Thomas,9546422,2500,BUF@ATL 01:00PM ET,BUF
,,,,,,,,,,,,,,TE,Nick O'Leary (9546647),Nick O'Leary,9546647,2500,BUF@ATL 01:00PM ET,BUF
,,,,,,,,,,,,,,TE,Eric Saubert (9546794),Eric Saubert,9546794,2500,BUF@ATL 01:00PM ET,ATL
,,,,,,,,,,,,,,TE,Khari Lee (9546985),Khari Lee,9546985,2500,BUF@ATL 01:00PM ET,BUF
,,,,,,,,,,,,,,TE,Xavier Grimble (9546521),Xavier Grimble,9546521,2500,PIT@BAL 01:00PM ET,PIT
,,,,,,,,,,,,,,TE,Nick Boyle (9546696),Nick Boyle,9546696,2500,PIT@BAL 01:00PM ET,BAL
,,,,,,,,,,,,,,TE,Maxx Williams (9546731),Maxx Williams,9546731,2500,PIT@BAL 01:00PM ET,BAL
,,,,,,,,,,,,,,TE,Clark Harris (9546141),Clark Harris,9546141,2500,CIN@CLE 01:00PM ET,CIN
,,,,,,,,,,,,,,TE,Ryan Hewitt (9546408),Ryan Hewitt,9546408,2500,CIN@CLE 01:00PM ET,CIN
,,,,,,,,,,,,,,TE,Randall Telfer (9546523),Randall Telfer,9546523,2500,CIN@CLE 01:00PM ET,CLE
,,,,,,,,,,,,,,TE,C.J. Uzomah (9546591),C.J. Uzomah,9546591,2500,CIN@CLE 01:00PM ET,CIN
,,,,,,,,,,,,,,TE,Cethan Carter (9546839),Cethan Carter,9546839,2500,CIN@CLE 01:00PM ET,CIN
,,,,,,,,,,,,,,DST,Cowboys  (9546098),Cowboys ,9546098,2500,LAR@DAL 01:00PM ET,DAL
,,,,,,,,,,,,,,TE,James Hanna (9546316),James Hanna,9546316,2500,LAR@DAL 01:00PM ET,DAL
,,,,,,,,,,,,,,TE,Tyler Higbee (9546628),Tyler Higbee,9546628,2500,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,TE,Derek Carrier (9546745),Derek Carrier,9546745,2500,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,TE,Geoff Swaim (9546829),Geoff Swaim,9546829,2500,LAR@DAL 01:00PM ET,DAL
,,,,,,,,,,,,,,TE,Gerald Everett (9546980),Gerald Everett,9546980,2500,LAR@DAL 01:00PM ET,LAR
,,,,,,,,,,,,,,TE,Beau Brinkley (9546348),Beau Brinkley,9546348,2500,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,TE,Phillip Supernaw (9546714),Phillip Supernaw,9546714,2500,TEN@HOU 01:00PM ET,TEN
,,,,,,,,,,,,,,TE,Darren Fells (9546172),Darren Fells,9546172,2500,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,TE,Kevin McDermott (9546356),Kevin McDermott,9546356,2500,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,TE,Blake Bell (9546463),Blake Bell,9546463,2500,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,TE,David Morgan (9546705),David Morgan,9546705,2500,DET@MIN 01:00PM ET,MIN
,,,,,,,,,,,,,,TE,Michael Roberts (9546920),Michael Roberts,9546920,2500,DET@MIN 01:00PM ET,DET
,,,,,,,,,,,,,,TE,Dwayne Allen (9546354),Dwayne Allen,9546354,2500,CAR@NE 01:00PM ET,NE
,,,,,,,,,,,,,,TE,Chris Manhertz (9546559),Chris Manhertz,9546559,2500,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,TE,Jacob Hollister (9546806),Jacob Hollister,9546806,2500,CAR@NE 01:00PM ET,NE
,,,,,,,,,,,,,,TE,James O'Shaughnessy (9546492),James O'Shaughnessy,9546492,2500,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,TE,Eric Tomlinson (9546512),Eric Tomlinson,9546512,2500,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Neal Sterling (9546514),Neal Sterling,9546514,2500,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Ben Koyack (9546700),Ben Koyack,9546700,2500,JAX@NYJ 01:00PM ET,JAX
,,,,,,,,,,,,,,TE,Jordan Leggett (9546862),Jordan Leggett,9546862,2500,JAX@NYJ 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Logan Paulsen (9546204),Logan Paulsen,9546204,2500,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,TE,Kyle Nelson (9546222),Kyle Nelson,9546222,2500,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,TE,Ifeanyi Momah (9546276),Ifeanyi Momah,9546276,2500,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,TE,Garrett Celek (9546309),Garrett Celek,9546309,2500,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,TE,Troy Niklas (9546702),Troy Niklas,9546702,2500,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,TE,George Kittle (9546860),George Kittle,9546860,2500,SF@ARI 04:05PM ET,SF
,,,,,,,,,,,,,,TE,Ricky Seals-Jones (9546897),Ricky Seals-Jones,9546897,2500,SF@ARI 04:05PM ET,ARI
,,,,,,,,,,,,,,DST,Chargers  (9546114),Chargers ,9546114,2500,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,TE,Brent Celek (9546148),Brent Celek,9546148,2500,PHI@LAC 04:05PM ET,PHI
,,,,,,,,,,,,,,TE,Sean McGrath (9546253),Sean McGrath,9546253,2500,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,TE,Trey Burton (9546459),Trey Burton,9546459,2500,PHI@LAC 04:05PM ET,PHI
,,,,,,,,,,,,,,TE,Sean Culkin (9546747),Sean Culkin,9546747,2500,PHI@LAC 04:05PM ET,LAC
,,,,,,,,,,,,,,TE,Luke Stocker (9546238),Luke Stocker,9546238,2500,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,TE,Rhett Ellison (9546274),Rhett Ellison,9546274,2500,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,TE,Matt LaCosse (9546655),Matt LaCosse,9546655,2500,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,TE,Alan Cross (9546710),Alan Cross,9546710,2500,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,TE,Jerell Adams (9546781),Jerell Adams,9546781,2500,NYG@TB 04:05PM ET,NYG
,,,,,,,,,,,,,,TE,Antony Auclair (9546993),Antony Auclair,9546993,2500,NYG@TB 04:05PM ET,TB
,,,,,,,,,,,,,,TE,Lee Smith (9546236),Lee Smith,9546236,2500,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,TE,A.J. Derby (9546473),A.J. Derby,9546473,2500,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,TE,Clive Walford (9546502),Clive Walford,9546502,2500,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,TE,Jeff Heuerman (9546595),Jeff Heuerman,9546595,2500,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,TE,Jake Butt (9546837),Jake Butt,9546837,2500,OAK@DEN 04:25PM ET,DEN
,,,,,,,,,,,,,,TE,Brandon Williams (9546455),Brandon Williams,9546455,2500,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,TE,Tyler Ott (9546498),Tyler Ott,9546498,2500,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,TE,Nick Vannett (9546658),Nick Vannett,9546658,2500,IND@SEA 08:30PM ET,SEA
,,,,,,,,,,,,,,TE,Darrell Daniels (9546905),Darrell Daniels,9546905,2500,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,DST,Dolphins  (9546105),Dolphins ,9546105,2400,NO@MIA 09:30AM ET,MIA
,,,,,,,,,,,,,,DST,Browns  (9546097),Browns ,9546097,2400,CIN@CLE 01:00PM ET,CLE
,,,,,,,,,,,,,,DST,Colts  (9546102),Colts ,9546102,2400,IND@SEA 08:30PM ET,IND
,,,,,,,,,,,,,,DST,Bills  (9546094),Bills ,9546094,2300,BUF@ATL 01:00PM ET,BUF
,,,,,,,,,,,,,,DST,Panthers  (9546118),Panthers ,9546118,2300,CAR@NE 01:00PM ET,CAR
,,,,,,,,,,,,,,DST,Raiders  (9546103),Raiders ,9546103,2300,OAK@DEN 04:25PM ET,OAK
,,,,,,,,,,,,,,DST,49ers  (9546115),49ers ,9546115,2200,SF@ARI 04:05PM ET,SF
