"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"C","Carlos Ruiz",2300,"Sea@Hou 08:10PM ET",5.493,"Sea",NA,0,1.36,NA,0
"2B/SS","Shawn O'Malley",2300,"Sea@Hou 08:10PM ET",3.82,"Sea",NA,0,NA,NA,0
"C","Chris Iannetta",2300,"SF@Ari 09:40PM ET",4.649,"Ari",3.93,0,5.14,NA,0
"C","Trevor Brown",2300,"SF@Ari 09:40PM ET",3.5,"SF",NA,0,NA,NA,0
"2B/SS","Daniel Descalso",2300,"SF@Ari 09:40PM ET",5.303,"Ari",NA,0,1.45,NA,0
"C","Hector Sanchez",2300,"SD@LAD 10:10PM ET",3.357,"SD",NA,0,NA,NA,0
"C","Austin Hedges",2300,"SD@LAD 10:10PM ET",2.375,"SD",4.94,4.5,5.08,NA,0
"2B","Luis Urias",2300,"SD@LAD 10:10PM ET",0,"SD",NA,0,NA,NA,0
"SS","Erick Aybar",2300,"SD@LAD 10:10PM ET",4.592,"SD",4.83,5.1,4.51,NA,15
"C","Carson Kelly",2200,"ChC@StL 08:15PM ET",1.4,"StL",NA,0,1.17,NA,0
"C","Austin Romine",2200,"NYY@TB 07:10PM ET",4.435,"NYY",NA,0,1.38,NA,0
"C","Luke Maile",2200,"NYY@TB 07:10PM ET",4.143,"TB",NA,0,1.39,NA,0
"C","Martin Maldonado",2200,"LAA@Oak 10:05PM ET",4.829,"LAA",4.83,5.6,4.78,NA,9
"2B/3B","Adam Rosales",2200,"LAA@Oak 10:05PM ET",4.771,"Oak",NA,0,1.55,NA,0
"SS","David Fletcher",2200,"LAA@Oak 10:05PM ET",0,"LAA",NA,0,NA,NA,0
"C","Tuffy Gosewisch",2200,"Sea@Hou 08:10PM ET",3.412,"Sea",NA,0,1.29,NA,0
"OF","Kyle Tucker",2200,"Sea@Hou 08:10PM ET",0,"Hou",NA,0,NA,NA,0
"SS","Nick Ahmed",2200,"SF@Ari 09:40PM ET",4.356,"Ari",NA,0,1.52,NA,0
"C","Luis Torrens",2200,"SD@LAD 10:10PM ET",0,"SD",NA,0,1.27,NA,0
"C","Eric Fryer",2100,"ChC@StL 08:15PM ET",3.267,"StL",NA,0,NA,NA,0
"3B/SS","Ronald Torreyes",2100,"NYY@TB 07:10PM ET",3.569,"NYY",4.76,5.9,5.15,NA,16
"3B/SS","Luis Sardinas",2100,"SD@LAD 10:10PM ET",4.682,"SD",NA,0,1.23,NA,0
"OF","Eloy Jimenez",2000,"ChC@StL 08:15PM ET",0,"ChC",NA,0,NA,NA,0
"C","Carlos Perez",2000,"LAA@Oak 10:05PM ET",4.345,"LAA",NA,0,1.4,NA,0
"2B/SS","Cliff Pennington",2000,"LAA@Oak 10:05PM ET",3.162,"LAA",NA,0,1.35,NA,0
"1B","Daniel Vogelbach",2000,"Sea@Hou 08:10PM ET",0.625,"Sea",NA,NA,NA,NA,NA
"OF","Kyle Lewis",2000,"Sea@Hou 08:10PM ET",0,"Sea",NA,0,NA,NA,0
"C","Jeff Mathis",2000,"SF@Ari 09:40PM ET",4.415,"Ari",3.56,4.5,1.26,NA,0
