"Name","Salary","Team","Position","OppTeam","Projections"
"Christian Arroyo",0,"SFG","3B","LAD",0
"Matt Wieters",0,"WAS","C","COL",0
"Jayson Werth",0,"WAS","OF","COL",0
"Gio Gonzalez",0,"WAS","SP","COL",0
"Matt Moore",0,"SFG","SP","LAD",0
"Hunter Pence",0,"SFG","OF","LAD",0
"DJ LeMahieu",0,"COL","2B","WAS",0
"Charlie Blackmon",0,"COL","OF","WAS",0
"Stephen Piscotty",0,"STL","OF","TOR",0
"Matt Carpenter",0,"STL","1B","TOR",0
"Randal Grichuk",0,"STL","OF","TOR",0
"Greg Garcia",0,"STL","2B","TOR",0
"Kolten Wong",0,"STL","2B","TOR",0
"Aledmys Diaz",0,"STL","SS","TOR",0
"Dexter Fowler",0,"STL","OF","TOR",0
"Guillermo Heredia",0,"SEA","OF","DET",0
"Daniel Vogelbach",0,"SEA","1B","DET",0
"Mike Zunino",0,"SEA","C","DET",0
"Jarrod Dyson",0,"SEA","OF","DET",0
"Carlos Martinez",0,"STL","SP","TOR",0
"Eric Fryer",0,"STL","C","TOR",0
"Carlos Martinez",0,"STL","SP","TOR",0
"Devon Travis",0,"TOR","2B","STL",0
"Chris Coghlan",0,"TOR","OF","STL",0
"Ryan Goins",0,"TOR","2B","STL",0
"Mat Latos",0,"TOR","SP","STL",0
"Antonio Senzatela",0,"COL","SP","WAS",0
"Russell Martin",0,"TOR","C","STL",0
"Justin Smoak",0,"TOR","1B","STL",0
"Mat Latos",0,"TOR","SP","STL",0
"Kevin Pillar",0,"TOR","OF","STL",0
"Ezequiel Carrera",0,"TOR","OF","STL",0
"Jose Bautista",0,"TOR","OF","STL",0
"Jeremy Hellickson",0,"PHI","SP","MIA",0
