"Name","Salary","Team","Position","OppTeam","Projections"
"C.J. Cron",3100,"LAA","1B","BOS",5.2
"Andrelton Simmons",3600,"LAA","SS","BOS",4.6
"Brock Holt",3400,"BOS","2B/OF","LAA",5.52
"Sandy Leon",2900,"BOS","C","LAA",5.81
"Hanley Ramirez",4100,"BOS","1B","LAA",7.13
"Kole Calhoun",3300,"LAA","OF","BOS",4.2
"Mike Trout",5300,"LAA","OF","BOS",7.79
"Yunel Escobar",3200,"LAA","3B","BOS",4.94
"Albert Pujols",3300,"LAA","1B","BOS",5.03
"Aaron Judge",5500,"NYY","OF","SEA",10.5
"Gary Sanchez",4600,"NYY","C","SEA",7.36
"Mitch Haniger",2900,"SEA","OF","NYY",5.83
"Kyle Seager",3800,"SEA","3B","NYY",5.76
"Nelson Cruz",4500,"SEA","OF","NYY",10.06
"Danny Valencia",3400,"SEA","1B","NYY",7.38
"Robinson Cano",4400,"SEA","2B","NYY",6.02
"Ender Inciarte",4200,"ATL","OF","LAD",5.46
"Guillermo Heredia",2100,"SEA","OF","NYY",5.61
"Taylor Motter",2300,"SEA","2B/SS","NYY",5.62
"Jean Segura",4000,"SEA","SS","NYY",7.61
"Brett Gardner",4500,"NYY","OF","SEA",8.77
"Matt Holliday",3600,"NYY","1B","SEA",6.81
"Starlin Castro",3000,"NYY","2B","SEA",6.08
"Todd Frazier",3000,"NYY","3B","SEA",6.45
"Benjamin Gamel",3400,"SEA","OF","NYY",5.42
"Mike Zunino",3200,"SEA","C","NYY",5.4
"Brian Dozier",4600,"MIN","2B","DET",8.9
"Victor Martinez",3500,"DET","1B","MIN",5.99
"Freddy Galvis",3700,"PHI","SS","MIL",6.06
"Nick Williams",3400,"PHI","OF","MIL",7.96
"Odubel Herrera",4100,"PHI","OF","MIL",7.37
"Maikel Franco",3000,"PHI","3B","MIL",7.49
"Cesar Hernandez",3300,"PHI","2B","MIL",7.35
"Tommy Joseph",2800,"PHI","1B","MIL",6.39
"Andrew Knapp",2700,"PHI","C","MIL",5.83
"Manuel Pina",3100,"MIL","C","PHI",4.75
"Jonathan Villar",3700,"MIL","2B","PHI",6.38
"Domingo Santana",4200,"MIL","OF","PHI",6.02
"Eric Thames",4200,"MIL","1B/OF","PHI",7.95
"Seth Smith",3600,"BAL","OF","HOU",6.52
"Ryan Braun",4200,"MIL","OF","PHI",6.97
"Orlando Arcia",3600,"MIL","SS","PHI",5.45
"Travis Shaw",4100,"MIL","3B","PHI",8.96
"Keon Broxton",3200,"MIL","OF","PHI",5.4
"Cam Perkins",3100,"PHI","OF","MIL",4.94
"Daniel Nava",2800,"PHI","OF","MIL",5.63
"Robinson Chirinos",3500,"TEX","C","TBR",5.6
"Adrian Beltre",4400,"TEX","3B","TBR",7.46
"Jonathan Lucroy",3300,"TEX","C","TBR",5.4
"Corey Dickerson",3600,"TBR","OF","TEX",6.46
"Mallex Smith",3500,"TBR","OF","TEX",5.45
"Adeiny Hechavarria",2200,"TBR","SS","TEX",4.47
"Evan Longoria",4200,"TBR","3B","TEX",6.1
"Shin-Soo Choo",3900,"TEX","OF","TBR",6.93
"Joey Gallo",3500,"TEX","1B/3B","TBR",5.64
"Mike Napoli",4000,"TEX","1B","TBR",6.67
"Drew Robinson",2700,"TEX","2B/OF","TBR",5.36
"Carlos Gomez",3800,"TEX","OF","TBR",6.18
"Nomar Mazara",4300,"TEX","OF","TBR",6.64
"Elvis Andrus",4400,"TEX","SS","TBR",6.26
"Rougned Odor",3500,"TEX","2B","TBR",5.98
"Ruben Tejada",3500,"BAL","3B/SS","HOU",4.98
"Welington Castillo",3100,"BAL","C","HOU",5.73
"Dexter Fowler",3800,"STL","OF","CHC",6.18
"Matt Carpenter",4500,"STL","1B","CHC",8.21
"Jedd Gyorko",4000,"STL","3B","CHC",5.92
"Yadier Molina",3500,"STL","C","CHC",5.31
"Magneuris Sierra",2700,"STL","OF","CHC",5.22
"Paul DeJong",3700,"STL","2B/SS","CHC",5.78
"Thomas Pham",3900,"STL","OF","CHC",7.21
"Kyle Schwarber",4200,"CHC","OF","STL",5.87
"Kris Bryant",5000,"CHC","3B","STL",7.3
"Willson Contreras",4100,"CHC","C","STL",5.87
"Addison Russell",3800,"CHC","SS","STL",5.25
"Anthony Rizzo",5200,"CHC","1B","STL",8.25
"Javier Baez",3600,"CHC","2B/SS","STL",4.52
"Ian Happ",4400,"CHC","2B/OF","STL",6.74
"Jason Heyward",4000,"CHC","OF","STL",5.61
"Jon Jay",3100,"CHC","OF","STL",4.85
"Kolten Wong",3200,"STL","2B","CHC",5.63
"Josh Reddick",4400,"HOU","OF","BAL",8.27
"Manny Machado",4700,"BAL","3B","HOU",9.52
"Adam Jones",4100,"BAL","OF","HOU",8.11
"Marwin Gonzalez",4400,"HOU","3B/OF","BAL",8.08
"Mark Trumbo",4000,"BAL","OF","HOU",8.16
"Jonathan Schoop",4000,"BAL","2B","HOU",8.72
"Chris Davis",4000,"BAL","1B","HOU",8.32
"Trey Mancini",3800,"BAL","1B/OF","HOU",6.85
"Norichika Aoki",2800,"HOU","OF","BAL",5.41
"Evan Gattis",4200,"HOU","C","BAL",7.07
"Carlos Beltran",4200,"HOU","OF","BAL",8.2
"George Springer",5100,"HOU","OF","BAL",10.55
"Jose Altuve",5100,"HOU","2B","BAL",10.59
"Brian McCann",3700,"HOU","C","BAL",7.9
"Yulieski Gurriel",4100,"HOU","1B","BAL",8.29
"Alex Bregman",3800,"HOU","3B","BAL",7
"Logan Morrison",4000,"TBR","1B","TEX",6.59
"Brad Miller",2800,"TBR","2B","TEX",5.62
"Matt Chapman",2000,"OAK","3B","NYM",5.53
"Marcus Semien",3400,"OAK","SS","NYM",6.07
"Matt Joyce",3300,"OAK","OF","NYM",4.22
"Yonder Alonso",3700,"OAK","1B","NYM",5.87
"Josh Phegley",2100,"OAK","C","NYM",5.76
"Yoenis Cespedes",3900,"NYM","OF","OAK",7.78
"Jaycob Brugman",2000,"OAK","OF","NYM",3.5
"Rajai Davis",3500,"OAK","OF","NYM",5.92
"Khris Davis",4100,"OAK","OF","NYM",7.13
"Scott Schebler",3700,"CIN","OF","MIA",7.15
"Eugenio Suarez",3600,"CIN","3B","MIA",6.13
"Adam Duvall",4800,"CIN","OF","MIA",8.09
"Jose Peraza",2900,"CIN","2B/SS","MIA",5.74
"Devin Mesoraco",2800,"CIN","C","MIA",6.8
"Ryon Healy",3200,"OAK","1B/3B","NYM",6.1
"Jed Lowrie",2800,"OAK","2B","NYM",5.74
"T.J. Rivera",3800,"NYM","1B/3B","OAK",5.88
"Michael Conforto",4400,"NYM","OF","OAK",8.11
"Justin Upton",4300,"DET","OF","MIN",7.34
"Nick Castellanos",4300,"DET","3B","MIN",6.61
"Alex Presley",2700,"DET","OF","MIN",5.25
"Ian Kinsler",4500,"DET","2B","MIN",6.76
"Miguel Cabrera",4000,"DET","1B","MIN",6.7
"Alex Avila",3600,"DET","1B/C","MIN",6.09
"Jose Iglesias",3000,"DET","SS","MIN",5.08
"Mikie Mahtook",3400,"DET","OF","MIN",5.71
"Rene Rivera",2900,"NYM","C","OAK",4.5
"Lucas Duda",4000,"NYM","1B","OAK",7.84
"Jay Bruce",4200,"NYM","OF","OAK",8.54
"Jose Reyes",3500,"NYM","3B/SS","OAK",6.01
"Travis d'Arnaud",3100,"NYM","C","OAK",5.2
"Curtis Granderson",3600,"NYM","OF","OAK",6.46
"Asdrubal Cabrera",4100,"NYM","2B/SS","OAK",6.84
"Joey Votto",5000,"CIN","1B","MIA",10.65
"Zack Cozart",4300,"CIN","SS","MIA",7.41
"Steve Pearce",4200,"TOR","OF","CLE",5.98
"Josh Donaldson",4200,"TOR","3B","CLE",7.63
"Ryan Goins",2600,"TOR","2B/SS","CLE",5.43
"Troy Tulowitzki",3600,"TOR","SS","CLE",5.89
"Yan Gomes",2900,"CLE","C","TOR",6.04
"Francisco Lindor",4500,"CLE","SS","TOR",8.48
"Erik Gonzalez",3300,"CLE","2B/SS","TOR",5.56
"Russell Martin",3900,"TOR","C","CLE",6.58
"Justin Smoak",4600,"TOR","1B","CLE",8.9
"Shane Peterson",2100,"TBR","OF","TEX",4.34
"Wilson Ramos",3200,"TBR","C","TEX",4.88
"Steve Souza",3700,"TBR","OF","TEX",6.07
"Tim Beckham",2800,"TBR","SS","TEX",5.03
"Kevin Pillar",3400,"TOR","OF","CLE",5.41
"Kendrys Morales",3700,"TOR","1B","CLE",6.21
"Jose Bautista",4300,"TOR","OF","CLE",8.32
"Edwin Encarnacion",4300,"CLE","1B","TOR",9.52
"Jose Ramirez",4500,"CLE","2B/3B","TOR",8.68
"Derek Dietrich",3500,"MIA","3B","CIN",5.86
"Justin Bour",4600,"MIA","1B","CIN",9.04
"Marcell Ozuna",4500,"MIA","OF","CIN",9.03
"J.T. Riddle",2700,"MIA","SS","CIN",5.34
"Scooter Gennett",3700,"CIN","2B/OF","MIA",7.64
"Billy Hamilton",4000,"CIN","OF","MIA",8.38
"Tucker Barnhart",2100,"CIN","C","MIA",4.7
"Giancarlo Stanton",5300,"MIA","OF","CIN",9.81
"Christian Yelich",3700,"MIA","OF","CIN",8.33
"Bradley Zimmer",4300,"CLE","OF","TOR",7.93
"Michael Brantley",4100,"CLE","OF","TOR",8.42
"Abraham Almonte",3000,"CLE","OF","TOR",6.13
"Carlos Santana",3900,"CLE","1B","TOR",8.46
"Dee Gordon",3800,"MIA","2B","CIN",8.85
"J.T. Realmuto",3400,"MIA","C","CIN",7.09
"Ben Zobrist",4000,"CHC","2B/OF","STL",5.99
