"Name","Salary","Team","Position","OppTeam","Projections"
"Drew Stubbs",0,"SFG","OF","LAD",3.46
"Joe Panik",3000,"SFG","2B","LAD",3.39
"Gorkys Hernandez",2300,"SFG","OF","LAD",2.96
"Brett Eibner",2000,"LAD","OF","SFG",5
"Justin Turner",3300,"LAD","3B","SFG",6.42
"Christopher Taylor",2900,"LAD","2B/SS","SFG",5.2
"Yasiel Puig",3400,"LAD","OF","SFG",6.76
"Adrian Gonzalez",3400,"LAD","1B","SFG",5.2
"Scott Van Slyke",3000,"LAD","1B/OF","SFG",5.82
"Yasmani Grandal",3100,"LAD","C","SFG",6.01
"Jed Lowrie",2600,"OAK","2B","LAA",5.53
"Rajai Davis",3400,"OAK","OF","LAA",6.77
"Gerardo Parra",4000,"COL","OF","WAS",8.26
"Mark Reynolds",4400,"COL","1B","WAS",8.31
"Carlos Gonzalez",4900,"COL","OF","WAS",9.21
"Trevor Story",5000,"COL","SS","WAS",8.46
"Tony Wolters",3100,"COL","C","WAS",6.84
"Manuel Margot",3700,"SDP","OF","ARI",6.08
"Luis Sardinas",2700,"SDP","3B/SS","ARI",3.48
"Nolan Arenado",5400,"COL","3B","WAS",11.22
"DJ LeMahieu",4700,"COL","2B","WAS",7.81
"Daniel Murphy",5500,"WAS","2B","COL",10.73
"Ryan Zimmerman",5000,"WAS","1B","COL",9.87
"Anthony Rendon",5000,"WAS","3B","COL",8.79
"Jayson Werth",4800,"WAS","OF","COL",9.14
"Charlie Blackmon",5200,"COL","OF","WAS",11.41
"Matt Wieters",4400,"WAS","C","COL",7.27
"Erick Aybar",2800,"SDP","SS","ARI",4.79
"Wil Myers",4900,"SDP","1B","ARI",8.71
"Yasmany Tomas",4000,"ARI","OF","SDP",8.83
"Jake Lamb",4100,"ARI","3B","SDP",5.84
"Paul Goldschmidt",5000,"ARI","1B","SDP",10.07
"Brandon Drury",3600,"ARI","2B","SDP",5.86
"David Peralta",3800,"ARI","OF","SDP",5.11
"Jaff Decker",2000,"OAK","OF","LAA",4.81
"Chris Iannetta",2800,"ARI","C","SDP",5.47
"Chris Owings",3600,"ARI","OF/SS","SDP",6.9
"A.J. Pollock",4300,"ARI","OF","SDP",9.25
"Austin Hedges",2900,"SDP","C","ARI",5.89
"Yangervis Solarte",3800,"SDP","2B","ARI",6.68
"Ryan Schimpf",3900,"SDP","3B","ARI",5.02
"Hunter Renfroe",3600,"SDP","OF","ARI",6.19
"Jeff Mathis",2300,"ARI","C","SDP",3.79
"Jabari Blash",2600,"SDP","OF","ARI",5.45
"Tucker Barnhart",2800,"CIN","C","MIL",4.85
"Zack Cozart",3600,"CIN","SS","MIL",5.81
"Javier Baez",3500,"CHC","2B","PIT",4.99
"Willson Contreras",3400,"CHC","C","PIT",5.58
"Jason Heyward",3100,"CHC","OF","PIT",5.8
"Jose Osuna",2700,"PIT","1B/OF","CHC",4.82
"Josh Harrison",3300,"PIT","2B/3B","CHC",5.41
"Andrew McCutchen",4100,"PIT","OF","CHC",6.19
"Josh Bell",2900,"PIT","1B","CHC",5.46
"Addison Russell",3400,"CHC","SS","PIT",5.7
"Ben Zobrist",3900,"CHC","2B/OF","PIT",5.89
"J.J. Hardy",3300,"BAL","SS","TBR",5.26
"Jonathan Schoop",4000,"BAL","2B","TBR",6.09
"Hyun-Soo Kim",3600,"BAL","1B/OF","TBR",5.51
"Albert Almora",3000,"CHC","OF","PIT",4.8
"Kyle Schwarber",4200,"CHC","OF","PIT",7
"Anthony Rizzo",4800,"CHC","1B","PIT",7.95
"Kris Bryant",4800,"CHC","3B","PIT",7.53
"Gregory Polanco",4000,"PIT","OF","CHC",6.53
"David Freese",2900,"PIT","3B","CHC",5.15
"Justin Bour",3200,"MIA","1B","PHI",5.88
"J.T. Realmuto",3500,"MIA","C","PHI",5.71
"Marcell Ozuna",3600,"MIA","OF","PHI",7.9
"Adeiny Hechavarria",2600,"MIA","3B/SS","PHI",3.92
"Daniel Nava",3100,"PHI","OF","MIA",5.14
"Aaron Altherr",3400,"PHI","OF","MIA",6.43
"Cesar Hernandez",3600,"PHI","2B","MIA",7.33
"Giancarlo Stanton",4600,"MIA","OF","PHI",8.04
"Christian Yelich",4300,"MIA","OF","PHI",7.76
"Francisco Cervelli",2900,"PIT","C","CHC",4.73
"John Jaso",2800,"PIT","1B/OF","CHC",4.94
"Jordy Mercer",2900,"PIT","SS","CHC",4.28
"Derek Dietrich",3100,"MIA","3B","PHI",5.26
"Martin Prado",3400,"MIA","2B/3B","PHI",6.17
"Dee Gordon",4100,"MIA","2B","PHI",7.27
"Welington Castillo",3800,"BAL","C","TBR",6.1
"Mark Trumbo",4600,"BAL","OF","TBR",7.92
"Michael Brantley",4700,"CLE","OF","HOU",5.36
"Francisco Lindor",4400,"CLE","SS","HOU",6.02
"Carlos Santana",4600,"CLE","1B/OF","HOU",6.09
"Edwin Encarnacion",4700,"CLE","1B","HOU",5.61
"Jose Ramirez",4200,"CLE","2B/3B","HOU",5.66
"Brandon Guyer",3300,"CLE","OF","HOU",5.49
"Jason Kipnis",4500,"CLE","2B","HOU",5.4
"Abraham Almonte",3400,"CLE","OF","HOU",3.99
"Norichika Aoki",4100,"HOU","OF","CLE",4.86
"Carlos Correa",5000,"HOU","SS","CLE",7.67
"Jose Altuve",5100,"HOU","2B","CLE",9.2
"Josh Reddick",4300,"HOU","OF","CLE",7.17
"Carlos Beltran",4500,"HOU","OF","CLE",6.77
"Alex Bregman",4700,"HOU","3B/SS","CLE",6.72
"Yulieski Gurriel",3900,"HOU","1B","CLE",5.41
"Brian McCann",4000,"HOU","C","CLE",7.27
"Austin Jackson",3100,"CLE","OF","HOU",4.09
"Yan Gomes",3100,"CLE","C","HOU",4.4
"Trey Mancini",3500,"BAL","1B/OF","TBR",5.62
"Peter Bourjos",3300,"TBR","OF","BAL",4.39
"Daniel Robertson",2900,"TBR","2B/3B","BAL",4.71
"Seth Smith",3700,"BAL","OF","TBR",7.37
"Adam Jones",4500,"BAL","OF","TBR",8.16
"Chris Davis",4700,"BAL","1B","TBR",8.45
"Manny Machado",4800,"BAL","3B","TBR",8.76
"Derek Norris",3300,"TBR","C","BAL",5.1
"Tim Beckham",3500,"TBR","SS","BAL",5.52
"Steve Souza",4200,"TBR","OF","BAL",7.05
"Jesus Sucre",2900,"TBR","C","BAL",4.18
"Kevin Kiermaier",4100,"TBR","OF","BAL",5.68
"Evan Longoria",4900,"TBR","3B","BAL",8.37
"Brad Miller",4300,"TBR","2B","BAL",5.42
"Rickie Weeks",3200,"TBR","1B","BAL",6.11
"Odubel Herrera",3900,"PHI","OF","MIA",6.29
"Maikel Franco",4100,"PHI","3B","MIA",7.64
"Brandon Phillips",3200,"ATL","2B","NYM",5.75
"Ender Inciarte",3500,"ATL","OF","NYM",5.9
"Tyler Flowers",2800,"ATL","C","NYM",4.9
"Freddie Freeman",4300,"ATL","1B","NYM",8.08
"Matt Kemp",3800,"ATL","OF","NYM",6.01
"Kurt Suzuki",2300,"ATL","C","NYM",3.47
"Nick Markakis",3300,"ATL","OF","NYM",5.15
"Andrew Romine",2100,"DET","OF/SS","SEA",4.04
"John Hicks",2200,"DET","1B/C","SEA",4.38
"Nick Castellanos",3500,"DET","3B","SEA",5.95
"Tyler Collins",2600,"DET","OF","SEA",5.45
"Ian Kinsler",4100,"DET","2B","SEA",6.22
"Victor Martinez",3400,"DET","1B","SEA",5.52
"Justin Upton",3900,"DET","OF","SEA",5.92
"Jim Adduci",2300,"DET","OF","SEA",4.15
"Alex Avila",2700,"DET","C","SEA",5.1
"Jace Peterson",2900,"ATL","OF","NYM",3.94
"Dansby Swanson",3100,"ATL","SS","NYM",4.92
"Jose Peraza",3900,"CIN","2B","MIL",6.85
"Billy Hamilton",4200,"CIN","OF","MIL",8.42
"Travis d'Arnaud",2800,"NYM","C","ATL",4.55
"Joey Votto",4900,"CIN","1B","MIL",9.42
"Adam Duvall",4300,"CIN","OF","MIL",8.54
"Scott Schebler",3800,"CIN","OF","MIL",6.48
"Eugenio Suarez",3700,"CIN","3B","MIL",7.16
"Jose Reyes",3800,"NYM","3B","ATL",5.22
"Michael Conforto",3300,"NYM","OF","ATL",6
"Curtis Granderson",3700,"NYM","OF","ATL",6.16
"Rene Rivera",2200,"NYM","C","ATL",3.66
"Asdrubal Cabrera",3500,"NYM","SS","ATL",6.3
"Yoenis Cespedes",4200,"NYM","OF","ATL",7.14
"Neil Walker",3400,"NYM","2B","ATL",6.03
"Jay Bruce",3400,"NYM","1B/OF","ATL",7.29
"James McCann",2700,"DET","C","SEA",3.85
"Jarrod Dyson",2900,"SEA","OF","DET",5.31
"Gregory Bird",3400,"NYY","1B","BOS",5.59
"Aaron Judge",4000,"NYY","OF","BOS",5.68
"Starlin Castro",3600,"NYY","2B","BOS",5.76
"Austin Romine",2700,"NYY","C","BOS",4.39
"Ronald Torreyes",2600,"NYY","SS","BOS",3.91
"Xander Bogaerts",4500,"BOS","SS","NYY",6.68
"Dustin Pedroia",4200,"BOS","2B","NYY",5.95
"Jacoby Ellsbury",3800,"NYY","OF","BOS",6.42
"Matt Holliday",4000,"NYY","1B/OF","BOS",5.85
"Michael Saunders",3500,"PHI","OF","MIA",4.99
"Tommy Joseph",3400,"PHI","1B","MIA",5.71
"Freddy Galvis",3300,"PHI","SS","MIA",5.89
"Cameron Rupp",3100,"PHI","C","MIA",5.38
"Chase Headley",3400,"NYY","3B","BOS",5.62
"Brett Gardner",3900,"NYY","OF","BOS",6.21
"Andrew Benintendi",4000,"BOS","OF","NYY",7.49
"Mookie Betts",5200,"BOS","OF","NYY",7.96
"Nelson Cruz",4300,"SEA","OF","DET",7.93
"Robinson Cano",4200,"SEA","2B","DET",8.74
"Mitch Haniger",3400,"SEA","OF","DET",7.45
"Kyle Seager",3900,"SEA","3B","DET",8.26
"Taylor Motter",3100,"SEA","SS","DET",5.97
"Mike Zunino",2900,"SEA","C","DET",5.12
"Guillermo Heredia",2700,"SEA","OF","DET",5.22
"Jean Segura",4200,"SEA","SS","DET",6.65
"Danny Valencia",3200,"SEA","1B","DET",5.2
"Mitch Moreland",3400,"BOS","1B","NYY",7.44
"Hanley Ramirez",4800,"BOS","1B/OF","NYY",6.92
"Jackie Bradley",4300,"BOS","OF","NYY",6.59
"Sandy Leon",3000,"BOS","C","NYY",5.54
"Marco Hernandez",3000,"BOS","2B/SS","NYY",4.63
"Steve Selsky",3000,"BOS","OF","NYY",4.85
"George Springer",4900,"HOU","OF","CLE",8.03
