"Name","Salary","Team","Position","OppTeam","Projections"
"Addison Russell",3700,"CHC","SS","NYY",6.37
"Aaron Judge",4500,"NYY","OF","CHC",7.72
"Gregory Bird",3300,"NYY","1B","CHC",5.37
"Chase Headley",3500,"NYY","3B","CHC",6.89
"Gary Sanchez",4600,"NYY","C","CHC",7.9
"Ronald Torreyes",2500,"NYY","SS","CHC",4.64
"Jacoby Ellsbury",3600,"NYY","OF","CHC",5.77
"Didi Gregorius",3400,"NYY","SS","CHC",5.41
"Starlin Castro",3400,"NYY","2B","CHC",6.98
"Matt Holliday",3900,"NYY","1B/OF","CHC",6.81
"Jason Heyward",3400,"CHC","OF","NYY",5.51
"Jon Jay",3200,"CHC","OF","NYY",5.24
"Willson Contreras",3700,"CHC","C","NYY",5.68
"Javier Baez",3800,"CHC","2B","NYY",5.53
"Albert Almora",3300,"CHC","OF","NYY",4.88
"Brett Gardner",3700,"NYY","OF","CHC",5.73
"Aaron Hicks",2900,"NYY","OF","CHC",5.88
"Yasiel Puig",3800,"LAD","OF","SDP",6.69
"Justin Turner",3800,"LAD","3B","SDP",7.27
"Delino DeShields",3100,"TEX","OF","SEA",7.01
"Jurickson Profar",2900,"TEX","OF","SEA",5.88
"Joey Gallo",3200,"TEX","3B","SEA",6.15
"Benjamin Gamel",2900,"SEA","OF","TEX",5.63
"Ryan Rua",2600,"TEX","1B/OF","SEA",6.21
"Joey Votto",4800,"CIN","1B","SFG",7.8
"Jose Peraza",3900,"CIN","2B","SFG",5.67
"Billy Hamilton",4200,"CIN","OF","SFG",6.79
"Shin-Soo Choo",3800,"TEX","OF","SEA",5.87
"Jonathan Lucroy",3300,"TEX","C","SEA",5.84
"Carlos Gomez",3500,"TEX","OF","SEA",7.66
"Guillermo Heredia",2700,"SEA","OF","TEX",5.6
"Jean Segura",4300,"SEA","SS","TEX",7.25
"Elvis Andrus",3400,"TEX","SS","SEA",7.68
"Nomar Mazara",3300,"TEX","OF","SEA",5.96
"Rougned Odor",3800,"TEX","2B","SEA",5.98
"Mike Napoli",3500,"TEX","1B","SEA",6.47
"Eugenio Suarez",3700,"CIN","3B","SFG",6.34
"Adam Duvall",4300,"CIN","OF","SFG",6.75
"Buster Posey",4300,"SFG","1B/C","CIN",7.59
"Gorkys Hernandez",3000,"SFG","OF","CIN",5.69
"Joe Panik",4000,"SFG","2B","CIN",6.19
"Christian Arroyo",3600,"SFG","3B/SS","CIN",5.76
"Michael Morse",2700,"SFG","1B/OF","CIN",5.24
"Corey Seager",4400,"LAD","SS","SDP",9.12
"Chase Utley",3400,"LAD","2B","SDP",5.77
"Eduardo Nunez",4200,"SFG","3B/SS","CIN",6.46
"Nick Hundley",3500,"SFG","C","CIN",4.97
"Scott Schebler",3800,"CIN","OF","SFG",5.74
"Patrick Kivlehan",2600,"CIN","OF","SFG",4.58
"Zack Cozart",3600,"CIN","SS","SFG",5.74
"Devin Mesoraco",2900,"CIN","C","SFG",4.77
"Drew Stubbs",2800,"SFG","OF","CIN",5.16
"Hunter Pence",4500,"SFG","OF","CIN",7.4
"Brandon Belt",4300,"SFG","1B/OF","CIN",7.23
"Michael Taylor",3500,"WAS","OF","PHI",4.51
"Daniel Murphy",4600,"WAS","2B","PHI",9.01
"Avisail Garcia",3800,"CHW","OF","BAL",7.64
"Timothy Anderson",4100,"CHW","SS","BAL",6.63
"Trey Mancini",3500,"BAL","1B/OF","CHW",6.38
"Jose Abreu",4700,"CHW","1B","BAL",7.92
"Todd Frazier",4200,"CHW","3B","BAL",8.02
"Leury Garcia",3100,"CHW","OF","BAL",5.3
"Melky Cabrera",4500,"CHW","OF","BAL",7.3
"Cody Asche",3000,"CHW","1B","BAL",5.1
"Joey Rickard",3200,"BAL","OF","CHW",5.73
"Manny Machado",4800,"BAL","3B","CHW",9.49
"Adam Jones",4400,"BAL","OF","CHW",8
"J.J. Hardy",3300,"BAL","SS","CHW",5.33
"Ryan Goins",2600,"TOR","2B/SS","TBR",5.29
"Chris Davis",4200,"BAL","1B","CHW",6.12
"Caleb Joseph",2700,"BAL","C","CHW",4.82
"Jonathan Schoop",3800,"BAL","2B","CHW",5.77
"Mark Trumbo",4600,"BAL","OF","CHW",7.92
"Omar Narvaez",2900,"CHW","C","BAL",5.2
"Jacob May",3100,"CHW","OF","BAL",4.83
"Jose Osuna",2900,"PIT","OF","MIL",5.62
"Orlando Arcia",3100,"MIL","SS","PIT",4.61
"Jett Bandy",2500,"MIL","C","PIT",4.92
"Gregory Polanco",3900,"PIT","OF","MIL",7.7
"Andrew McCutchen",4400,"PIT","OF","MIL",7.55
"Francisco Cervelli",3100,"PIT","C","MIL",5.79
"Josh Bell",3200,"PIT","1B","MIL",6.68
"Keon Broxton",3500,"MIL","OF","PIT",4.92
"Hernan Perez",3200,"MIL","3B/OF","PIT",5.46
"Matt Davidson",3400,"CHW","3B","BAL",5.85
"Tyler Saladino",3900,"CHW","2B","BAL",6.12
"Geovany Soto",2900,"CHW","C","BAL",5.44
"Travis Shaw",3500,"MIL","3B","PIT",8
"Jonathan Villar",4100,"MIL","2B","PIT",8.29
"Domingo Santana",3400,"MIL","OF","PIT",6.03
"Eric Thames",4600,"MIL","1B","PIT",9.94
"Ezequiel Carrera",2800,"TOR","OF","TBR",5.95
"Chris Coghlan",3400,"TOR","3B","TBR",5.25
"Neil Walker",3500,"NYM","2B","MIA",7.01
"Curtis Granderson",3600,"NYM","OF","MIA",5.87
"Michael Conforto",3600,"NYM","OF","MIA",8.1
"T.J. Rivera",2800,"NYM","1B/3B","MIA",5.77
"Jay Bruce",4000,"NYM","1B/OF","MIA",8.66
"Jose Reyes",3900,"NYM","3B","MIA",5.6
"Rene Rivera",2200,"NYM","C","MIA",5.19
"Juan Lagares",2600,"NYM","OF","MIA",4.85
"Ichiro Suzuki",2500,"MIA","OF","NYM",4.23
"Adeiny Hechavarria",2400,"MIA","SS","NYM",5.28
"Christian Yelich",4000,"MIA","OF","NYM",7.83
"J.T. Realmuto",3300,"MIA","C","NYM",6.42
"Dee Gordon",3900,"MIA","2B","NYM",8.17
"Giancarlo Stanton",4300,"MIA","OF","NYM",7.75
"Justin Bour",3000,"MIA","1B","NYM",6.46
"Derek Dietrich",2900,"MIA","3B","NYM",5.45
"Marcell Ozuna",3400,"MIA","OF","NYM",7.13
"Wilmer Flores",3100,"NYM","1B/3B","MIA",5.28
"Colby Rasmus",3400,"TBR","OF","TOR",5.83
"Jose Bautista",4200,"TOR","OF","TBR",7.1
"Darwin Barney",2400,"TOR","2B/3B","TBR",4.51
"Kevin Pillar",3200,"TOR","OF","TBR",5.88
"Kendrys Morales",3600,"TOR","1B","TBR",7.33
"Russell Martin",3600,"TOR","C","TBR",5.44
"Justin Smoak",3100,"TOR","1B","TBR",6.53
"Steve Pearce",3600,"TOR","OF","TBR",5.37
"Devon Travis",3700,"TOR","2B","TBR",5.54
"Tim Beckham",3300,"TBR","SS","TOR",5.62
"Evan Longoria",4200,"TBR","3B","TOR",7.62
"Kevin Kiermaier",3500,"TBR","OF","TOR",6.48
"Corey Dickerson",3800,"TBR","OF","TOR",7.35
"Brad Miller",3700,"TBR","2B","TOR",7.05
"Steve Souza",3900,"TBR","OF","TOR",6.74
"Derek Norris",2800,"TBR","C","TOR",5.19
"Logan Morrison",3300,"TBR","1B","TOR",6.35
"Josh Harrison",3600,"PIT","2B/3B","MIL",6.47
"Jordy Mercer",3100,"PIT","SS","MIL",5.44
"Brandon Guyer",3300,"CLE","OF","KCR",5.95
"Jason Kipnis",4400,"CLE","2B","KCR",5.76
"Yan Gomes",3100,"CLE","C","KCR",5.22
"Abraham Almonte",3400,"CLE","OF","KCR",5.25
"Alex Gordon",3800,"KCR","OF","CLE",6.15
"Salvador Perez",3700,"KCR","C","CLE",6.63
"Eric Hosmer",4100,"KCR","1B","CLE",7.3
"Lorenzo Cain",4100,"KCR","OF","CLE",6.82
"Jose Ramirez",4600,"CLE","2B/3B","KCR",7.86
"Edwin Encarnacion",4700,"CLE","1B","KCR",8.67
"Chris Gimenez",2800,"MIN","C","BOS",5.49
"Eduardo Escobar",2800,"MIN","3B/SS","BOS",5.17
"Josh Rutledge",2900,"BOS","2B/3B","MIN",5.7
"Kennys Vargas",3800,"MIN","1B","BOS",5.13
"Carlos Santana",4500,"CLE","1B","KCR",7.63
"Michael Brantley",5000,"CLE","OF","KCR",5.79
"Francisco Lindor",4900,"CLE","SS","KCR",9.3
"Cheslor Cuthbert",3400,"KCR","3B","CLE",4.86
"Alcides Escobar",3400,"KCR","SS","CLE",5.34
"Michael Saunders",3600,"PHI","OF","WAS",6.12
"Cesar Hernandez",3400,"PHI","2B","WAS",6.91
"Freddy Galvis",3400,"PHI","SS","WAS",5.46
"Cameron Rupp",3200,"PHI","C","WAS",5.43
"Ryan Zimmerman",4400,"WAS","1B","PHI",8.76
"Bryce Harper",5200,"WAS","OF","PHI",10.18
"Anthony Rendon",4000,"WAS","3B","PHI",6.74
"Tommy Joseph",3700,"PHI","1B","WAS",5.97
"Aaron Altherr",3500,"PHI","OF","WAS",5
"Jorge Bonifacio",3200,"KCR","OF","CLE",4.87
"Mike Moustakas",4000,"KCR","3B","CLE",6.87
"Whit Merrifield",3600,"KCR","2B/OF","CLE",5.83
"Brandon Moss",3500,"KCR","OF","CLE",5.59
"Daniel Nava",3200,"PHI","OF","WAS",5.37
"Maikel Franco",4100,"PHI","3B","WAS",7.92
"Odubel Herrera",3500,"PHI","OF","WAS",6.53
"Eddie Rosario",3500,"MIN","OF","BOS",3.86
"Jorge Polanco",3400,"MIN","SS","BOS",4.26
"Aledmys Diaz",3600,"STL","SS","ATL",7.22
"Ender Inciarte",3700,"ATL","OF","STL",6.31
"Matt Kemp",4000,"ATL","OF","STL",7.53
"Greg Garcia",2400,"STL","3B/SS","ATL",5.54
"Jedd Gyorko",3700,"STL","2B/3B","ATL",7.49
"Matt Adams",2800,"STL","OF","ATL",5.3
"Randal Grichuk",3300,"STL","OF","ATL",5.88
"Matt Carpenter",3800,"STL","1B","ATL",8.21
"Tyler Flowers",2900,"ATL","C","STL",5.84
"Adonis Garcia",3300,"ATL","3B","STL",5.76
"Alen Hanson",3400,"PIT","2B","MIL",5.13
"John Jaso",3000,"PIT","1B/OF","MIL",4.92
"Gift Ngoepe",2400,"PIT","SS","MIL",4.82
"Dansby Swanson",3500,"ATL","SS","STL",5.57
"Freddie Freeman",4700,"ATL","1B","STL",9.84
"Brandon Phillips",3400,"ATL","2B","STL",5.48
"Nick Markakis",3500,"ATL","OF","STL",6.72
"Kolten Wong",2700,"STL","2B","ATL",6.53
"Yadier Molina",3100,"STL","C","ATL",6.44
"Max Kepler",3800,"MIN","OF","BOS",4.68
"Sandy Leon",3100,"BOS","C","MIN",4.88
"Jackie Bradley",4400,"BOS","OF","MIN",6.59
"Miguel Sano",4500,"MIN","3B","BOS",4.87
"Joe Mauer",3700,"MIN","1B","BOS",4.29
"Jason Castro",2900,"MIN","C","BOS",4.47
"Robbie Grossman",3600,"MIN","OF","BOS",4.5
"Xander Bogaerts",4700,"BOS","SS","MIN",6.58
"Mitch Moreland",3900,"BOS","1B","MIN",6.68
"Dexter Fowler",3900,"STL","OF","ATL",6.77
"Thomas Pham",2100,"STL","OF","ATL",5.45
"Kurt Suzuki",2400,"ATL","C","STL",4.92
"Dustin Pedroia",4300,"BOS","2B","MIN",6.49
"Andrew Benintendi",4700,"BOS","OF","MIN",7.41
"Hanley Ramirez",5000,"BOS","1B/OF","MIN",6.63
"Mookie Betts",5500,"BOS","OF","MIN",7.91
"Martin Prado",3200,"MIA","3B","NYM",5.72
