"Name","Salary","Team","Position","OppTeam","Projections"
"Khris Davis",0,"OAK","OF","SEA",0
"Stephen Vogt",0,"OAK","C","SEA",0
"Danny Valencia",0,"SEA","1B","OAK",0
"Taylor Motter",0,"SEA","OF","OAK",0
"Kyle Seager",0,"SEA","3B","OAK",0
"Leonys Martin",0,"SEA","OF","OAK",0
"Mike Zunino",0,"SEA","C","OAK",0
"Yunel Escobar",0,"LAA","3B","TOR",0
"Alex Meyer",0,"LAA","SP","TOR",0
"Nelson Cruz",0,"SEA","OF","OAK",0
"Robinson Cano",0,"SEA","2B","OAK",0
"Ryon Healy",0,"OAK","3B","SEA",0
"Yonder Alonso",0,"OAK","1B","SEA",0
"Trevor Plouffe",0,"OAK","3B","SEA",0
"Adam Rosales",0,"OAK","SS","SEA",0
"Hisashi Iwakuma",0,"SEA","SP","OAK",0
"Mitch Haniger",0,"SEA","OF","OAK",0
"Jarrod Dyson",0,"SEA","OF","OAK",0
"Adam Wainwright",0,"STL","SP","MIL",0
"Wily Peralta",0,"MIL","SP","STL",0
"Jeremy Hellickson",0,"PHI","SP","ATL",0
"Freddy Galvis",0,"PHI","SS","ATL",0
"Cameron Rupp",0,"PHI","C","ATL",0
"Bartolo Colon",0,"ATL","SP","PHI",0
"Ender Inciarte",0,"ATL","OF","PHI",0
"Matt Kemp",0,"ATL","OF","PHI",0
"Freddie Freeman",0,"ATL","1B","PHI",0
"Dansby Swanson",0,"ATL","SS","PHI",0
"Tommy Joseph",0,"PHI","1B","ATL",0
"Michael Saunders",0,"PHI","OF","ATL",0
"Jeremy Hellickson",0,"PHI","SP","ATL",0
"CC Sabathia",0,"NYY","SP","PIT",0
"Ronald Torreyes",0,"NYY","SS","PIT",0
"Cesar Hernandez",0,"PHI","2B","ATL",0
"Daniel Nava",0,"PHI","OF","ATL",0
"Maikel Franco",0,"PHI","3B","ATL",0
"Odubel Herrera",0,"PHI","OF","ATL",0
"Nick Markakis",0,"ATL","OF","PHI",0
"Brandon Phillips",0,"ATL","2B","PHI",0
"Tucker Barnhart",0,"CIN","C","CHC",0
"Patrick Kivlehan",0,"CIN","3B","CHC",0
"Zack Cozart",0,"CIN","SS","CHC",0
"Tim Adleman",0,"CIN","RP","CHC",0
"Jon Lester",0,"CHC","SP","CIN",0
"Anthony Rizzo",0,"CHC","1B","CIN",0
"Kris Bryant",0,"CHC","3B","CIN",0
"Kyle Schwarber",0,"CHC","OF","CIN",0
"Eugenio Suarez",0,"CIN","3B","CHC",0
"Adam Duvall",0,"CIN","OF","CHC",0
"Bartolo Colon",0,"ATL","SP","PHI",0
"Tyler Flowers",0,"ATL","C","PHI",0
"Adonis Garcia",0,"ATL","3B","PHI",0
"Tim Adleman",0,"CIN","RP","CHC",0
"Billy Hamilton",0,"CIN","OF","CHC",0
"Joey Votto",0,"CIN","1B","CHC",0
"Jose Peraza",0,"CIN","2B","CHC",0
"Austin Romine",0,"NYY","C","PIT",0
"Aaron Judge",0,"NYY","OF","PIT",0
"Andrew Benintendi",0,"BOS","OF","BAL",0
"Dustin Pedroia",0,"BOS","2B","BAL",0
"Drew Pomeranz",0,"BOS","SP","BAL",0
"Mookie Betts",0,"BOS","OF","BAL",0
"Hanley Ramirez",0,"BOS","1B","BAL",0
"Jackie Bradley",0,"BOS","OF","BAL",0
"Mitch Moreland",0,"BOS","1B","BAL",0
"Xander Bogaerts",0,"BOS","SS","BAL",0
"J.J. Hardy",0,"BAL","SS","BOS",0
"Jonathan Schoop",0,"BAL","2B","BOS",0
"Manny Machado",0,"BAL","3B","BOS",0
"Adam Jones",0,"BAL","OF","BOS",0
"Craig Gentry",0,"BAL","OF","BOS",0
"Mark Trumbo",0,"BAL","OF","BOS",0
"Chris Davis",0,"BAL","1B","BOS",0
"Trey Mancini",0,"BAL","DH","BOS",0
"Welington Castillo",0,"BAL","C","BOS",0
"Pablo Sandoval",0,"BOS","3B","BAL",0
"Sandy Leon",0,"BOS","C","BAL",0
"Brett Gardner",0,"NYY","OF","PIT",0
"CC Sabathia",0,"NYY","SP","PIT",0
"Tyler Glasnow",0,"PIT","SP","NYY",0
"Jacoby Ellsbury",0,"NYY","OF","PIT",0
"Chase Headley",0,"NYY","3B","PIT",0
"Gregory Bird",0,"NYY","1B","PIT",0
"Starlin Castro",0,"NYY","2B","PIT",0
"Adam Frazier",0,"PIT","SS","NYY",0
"Josh Bell",0,"PIT","1B","NYY",0
"Josh Harrison",0,"PIT","2B","NYY",0
"Jordy Mercer",0,"PIT","SS","NYY",0
"Tyler Glasnow",0,"PIT","SP","NYY",0
"Andrew McCutchen",0,"PIT","OF","NYY",0
"Gregory Polanco",0,"PIT","OF","NYY",0
"Francisco Cervelli",0,"PIT","C","NYY",0
"David Freese",0,"PIT","3B","NYY",0
"Ben Zobrist",0,"CHC","2B","CIN",0
"Addison Russell",0,"CHC","SS","CIN",0
"Mike Napoli",0,"TEX","1B","KCR",0
"Nomar Mazara",0,"TEX","OF","KCR",0
"Shin-Soo Choo",0,"TEX","DH","KCR",0
"Rougned Odor",0,"TEX","2B","KCR",0
"Jonathan Lucroy",0,"TEX","C","KCR",0
"Jurickson Profar",0,"TEX","OF","KCR",0
"Joey Gallo",0,"TEX","3B","KCR",0
"Elvis Andrus",0,"TEX","SS","KCR",0
"Carlos Gomez",0,"TEX","OF","KCR",0
"Cole Hamels",0,"TEX","SP","KCR",0
"Ryan Zimmerman",0,"WAS","1B","NYM",0
"Daniel Murphy",0,"WAS","2B","NYM",0
"Bryce Harper",0,"WAS","OF","NYM",0
"Michael Taylor",0,"WAS","OF","NYM",0
"Matt Wieters",0,"WAS","C","NYM",0
"Tanner Roark",0,"WAS","SP","NYM",0
"Wilmer Difo",0,"WAS","SS","NYM",0
"Nate Karns",0,"KCR","SP","TEX",0
"Alex Gordon",0,"KCR","OF","TEX",0
"Ryan Braun",0,"MIL","OF","STL",0
"Eric Thames",0,"MIL","1B","STL",0
"Jonathan Villar",0,"MIL","2B","STL",0
"Travis Shaw",0,"MIL","3B","STL",0
"Domingo Santana",0,"MIL","OF","STL",0
"Orlando Arcia",0,"MIL","SS","STL",0
"Jett Bandy",0,"MIL","C","STL",0
"Byron Buxton",0,"STL","OF","MIL",0
"Wily Peralta",0,"MIL","SP","STL",0
"Whit Merrifield",0,"KCR","2B","TEX",0
"Eric Hosmer",0,"KCR","1B","TEX",0
"Lorenzo Cain",0,"KCR","OF","TEX",0
"Mike Moustakas",0,"KCR","3B","TEX",0
"Salvador Perez",0,"KCR","C","TEX",0
"Brandon Moss",0,"KCR","DH","TEX",0
"Alcides Escobar",0,"KCR","SS","TEX",0
"Paulo Orlando",0,"KCR","OF","TEX",0
"Anthony Rendon",0,"WAS","3B","NYM",0
"Adam Eaton",0,"WAS","OF","NYM",0
"Derek Norris",0,"TBR","C","HOU",0
"Logan Morrison",0,"TBR","1B","HOU",0
"Steve Souza",0,"TBR","OF","HOU",0
"Shane Peterson",0,"TBR","OF","HOU",0
"Tim Beckham",0,"TBR","SS","HOU",0
"Josh Reddick",0,"HOU","OF","TBR",0
"George Springer",0,"HOU","OF","TBR",0
"Michael Fiers",0,"HOU","SP","TBR",0
"Brad Miller",0,"TBR","2B","HOU",0
"Evan Longoria",0,"TBR","3B","HOU",0
"Jon Lester",0,"CHC","SP","CIN",0
"Willson Contreras",0,"CHC","C","CIN",0
"Jason Heyward",0,"CHC","OF","CIN",0
"Jon Jay",0,"CHC","OF","CIN",0
"Alex Cobb",0,"TBR","SP","HOU",0
"Kevin Kiermaier",0,"TBR","OF","HOU",0
"Corey Dickerson",0,"TBR","DH","HOU",0
"Jose Altuve",0,"HOU","2B","TBR",0
"Carlos Correa",0,"HOU","SS","TBR",0
"Lucas Duda",0,"NYM","1B","WAS",0
"Neil Walker",0,"NYM","2B","WAS",0
"Jay Bruce",0,"NYM","OF","WAS",0
"Jose Reyes",0,"NYM","3B","WAS",0
"Rene Rivera",0,"NYM","C","WAS",0
"Tanner Roark",0,"WAS","SP","NYM",0
"Jacob deGrom",0,"NYM","SP","WAS",0
"Yoenis Cespedes",0,"NYM","OF","WAS",0
"Asdrubal Cabrera",0,"NYM","SS","WAS",0
"Brian McCann",0,"HOU","C","TBR",0
"Alex Bregman",0,"HOU","3B","TBR",0
"Carlos Beltran",0,"HOU","DH","TBR",0
"Yulieski Gurriel",0,"HOU","1B","TBR",0
"Norichika Aoki",0,"HOU","OF","TBR",0
"Curtis Granderson",0,"NYM","OF","WAS",0
"Jacob deGrom",0,"NYM","SP","WAS",0
"Dylan Bundy",0,"BAL","SP","BOS",0
