"Name","Salary","Team","Position","OppTeam","Projections"
"Norichika Aoki",3000,"HOU","OF","DET",5.3
"Tyler Collins",3200,"DET","OF","HOU",6.05
"Alex Avila",3600,"DET","1B/C","HOU",5.71
"J.D. Martinez",5200,"DET","OF","HOU",7.82
"Jose Iglesias",2600,"DET","SS","HOU",5.02
"Justin Upton",4200,"DET","OF","HOU",7.27
"Nick Castellanos",3800,"DET","3B","HOU",6.49
"Brandon Crawford",3300,"SFG","SS","CHC",6.97
"Mac Williamson",2800,"SFG","OF","CHC",4.92
"Andrew Romine",3200,"DET","2B/OF","HOU",4.69
"James McCann",3200,"DET","C","HOU",5.05
"Ian Kinsler",4300,"DET","2B","HOU",7.34
"Evan Gattis",3600,"HOU","C","DET",5.82
"Alex Bregman",3500,"HOU","3B","DET",5.27
"Yulieski Gurriel",2800,"HOU","1B","DET",5.69
"Marwin Gonzalez",3500,"HOU","3B/OF","DET",5.4
"Carlos Beltran",3200,"HOU","OF","DET",6.29
"Jose Altuve",4800,"HOU","2B","DET",7.72
"Carlos Correa",4600,"HOU","SS","DET",7.33
"George Springer",4200,"HOU","OF","DET",7.55
"Josh Reddick",3600,"HOU","OF","DET",6.36
"Corey Dickerson",4700,"TBR","OF","LAA",7.59
"Colby Rasmus",3900,"TBR","OF","LAA",5.83
"Daniel Nava",3300,"PHI","OF","COL",5.82
"Odubel Herrera",3600,"PHI","OF","COL",7.14
"Maikel Franco",4100,"PHI","3B","COL",6.9
"Aaron Altherr",4100,"PHI","OF","COL",7.67
"Tony Wolters",2800,"COL","C","PHI",5.53
"Ian Desmond",4400,"COL","1B/OF","PHI",7.66
"Nolan Arenado",5000,"COL","3B","PHI",10.57
"Carlos Gonzalez",3700,"COL","OF","PHI",8.13
"Mark Reynolds",4500,"COL","1B","PHI",7.57
"Patrick Valaika",3500,"COL","SS","PHI",5.54
"Tommy Joseph",3800,"PHI","1B","COL",7.5
"Freddy Galvis",3400,"PHI","SS","COL",5.7
"Eric Hosmer",3700,"KCR","1B","NYY",6.8
"Salvador Perez",3300,"KCR","C","NYY",6.41
"Cheslor Cuthbert",3000,"KCR","3B","NYY",4.84
"Alcides Escobar",2400,"KCR","SS","NYY",5.31
"Lorenzo Cain",3400,"KCR","OF","NYY",6.33
"Alex Gordon",2800,"KCR","OF","NYY",5.47
"Cesar Hernandez",3900,"PHI","2B","COL",6.91
"Michael Saunders",3800,"PHI","OF","COL",6.96
"Cameron Rupp",3300,"PHI","C","COL",5.64
"DJ LeMahieu",4300,"COL","2B","PHI",7.44
"Charlie Blackmon",5400,"COL","OF","PHI",10.85
"Seth Smith",3600,"BAL","OF","MIN",7.72
"Trey Mancini",3600,"BAL","1B/OF","MIN",6.81
"Brian Dozier",4400,"MIN","2B","BAL",9.47
"Max Kepler",4000,"MIN","OF","BAL",7.74
"Manny Machado",4800,"BAL","3B","MIN",10.28
"Jonathan Schoop",3700,"BAL","2B","MIN",6.71
"Adam Jones",4200,"BAL","OF","MIN",8.57
"Chris Davis",4700,"BAL","1B","MIN",9.74
"Welington Castillo",4100,"BAL","C","MIN",6.45
"Mark Trumbo",4600,"BAL","OF","MIN",8.11
"Miguel Sano",4700,"MIN","3B","BAL",8.47
"Joe Mauer",3900,"MIN","1B","BAL",6.38
"Byron Buxton",3600,"MIN","OF","BAL",5.68
"Kennys Vargas",3900,"MIN","1B","BAL",7.38
"Hyun-Soo Kim",3300,"BAL","OF","MIN",6.23
"Gerardo Parra",3400,"COL","OF","PHI",6.72
"Eduardo Escobar",3300,"MIN","3B/SS","BAL",6.04
"Eddie Rosario",3500,"MIN","OF","BAL",5.97
"Robbie Grossman",3700,"MIN","OF","BAL",6.75
"Jason Castro",3200,"MIN","C","BAL",5.97
"Jorge Polanco",3600,"MIN","SS","BAL",5.61
"Whit Merrifield",3200,"KCR","2B","NYY",5.14
"Mike Moustakas",3600,"KCR","3B","NYY",6.7
"Yan Gomes",3200,"CLE","C","CIN",5.6
"Jason Kipnis",4300,"CLE","2B","CIN",7.78
"Lonnie Chisenhall",3700,"CLE","OF","CIN",7.06
"Bradley Zimmer",3700,"CLE","OF","CIN",6.68
"Jose Ramirez",4100,"CLE","2B/3B","CIN",8.7
"Edwin Encarnacion",4100,"CLE","1B","CIN",8.6
"Tucker Barnhart",2800,"CIN","C","CLE",5.49
"Carlos Santana",4400,"CLE","1B","CIN",8.06
"Francisco Lindor",4600,"CLE","SS","CIN",9.73
"Michael Brantley",4800,"CLE","OF","CIN",8.44
"Martin Maldonado",2400,"LAA","C","TBR",5.5
"C.J. Cron",3300,"LAA","1B","TBR",5.95
"Cameron Maybin",3900,"LAA","OF","TBR",5.61
"Cliff Pennington",2000,"LAA","2B/SS","TBR",4.53
"Ben Revere",3100,"LAA","OF","TBR",4.68
"Luis Valbuena",3400,"LAA","1B/3B","TBR",6.26
"Andrelton Simmons",3000,"LAA","SS","TBR",5.77
"Danny Espinosa",2700,"LAA","2B","TBR",4.71
"Mike Trout",5500,"LAA","OF","TBR",9.98
"Albert Pujols",3700,"LAA","1B","TBR",6.75
"Kole Calhoun",3400,"LAA","OF","TBR",6.42
"Devin Mesoraco",3000,"CIN","C","CLE",5.45
"Scott Schebler",3900,"CIN","OF","CLE",6.88
"Matt Holliday",4000,"NYY","1B","KCR",7.44
"Starlin Castro",4300,"NYY","2B","KCR",7.63
"Chase Headley",3700,"NYY","3B","KCR",6.53
"Jacoby Ellsbury",3900,"NYY","OF","KCR",5.84
"Brett Gardner",4500,"NYY","OF","KCR",5.83
"Aaron Hicks",3900,"NYY","OF","KCR",5.49
"Jorge Bonifacio",3200,"KCR","OF","NYY",5.58
"Brandon Moss",3300,"KCR","OF","NYY",6.12
"Jorge Soler",3300,"KCR","OF","NYY",5.53
"Aaron Judge",5000,"NYY","OF","KCR",8.38
"Gary Sanchez",4700,"NYY","C","KCR",8.08
"Joey Votto",4900,"CIN","1B","CLE",9.08
"Eugenio Suarez",4600,"CIN","3B","CLE",7.43
"Adam Duvall",4500,"CIN","OF","CLE",8.15
"Zack Cozart",4400,"CIN","SS","CLE",7.37
"Jose Peraza",3800,"CIN","2B","CLE",6.26
"Billy Hamilton",4700,"CIN","OF","CLE",7.66
"Ronald Torreyes",3000,"NYY","3B/SS","KCR",4.64
"Didi Gregorius",3500,"NYY","SS","KCR",5.7
"Chris Carter",3900,"NYY","1B","KCR",5.54
"J.J. Hardy",3000,"BAL","SS","MIN",5.93
