QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),Sammy Watkins (7988990),Adam Humphries (7989000),Jermaine Gresham (7989221),Spencer Ware (7988967),Raiders  (7989695)
Andy Dalton (7988827),Todd Gurley (7988944),Spencer Ware (7988967),Antonio Brown (7989126),A.J. Green (7989113),Mike Wallace (7989124),Greg Olsen (7989208),Dion Lewis (7988873),Chargers  (7989689)
Matt Barkley (7988803),Le'Veon Bell (7988957),Spencer Ware (7988967),Antonio Brown (7989126),Emmanuel Sanders (7989135),Cameron Meredith (7989061),Eric Ebron (7989263),Frank Gore (7988920),Dolphins  (7989679)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),Donte Moncrief (7989084),J.J. Nelson (7989094),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679)
Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Mohamed Sanu (7989071),Adam Thielen (7989038),C.J. Fiedorowicz (7989238),Spencer Ware (7988967),Dolphins  (7989679)
Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Mike Wallace (7989124),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Jordan Howard (7988911),Buccaneers  (7989681)
Matthew Stafford (7988847),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Marvin Jones Jr. (7989154),Tavon Austin (7989104),Jason Witten (7989258),Spencer Ware (7988967),Buccaneers  (7989681)
Matthew Stafford (7988847),Le'Veon Bell (7988957),DeMarco Murray (7988878),Demaryius Thomas (7989137),Marvin Jones Jr. (7989154),Tavon Austin (7989104),Greg Olsen (7989208),Jeremy Hill (7988953),Saints  (7989680)
Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Cameron Meredith (7989061),Jermaine Kearse (7989092),Greg Olsen (7989208),Justin Forsett (7988963),Cowboys  (7989706)
Drew Brees (7988774),Le'Veon Bell (7988957),Todd Gurley (7988944),Willie Snead (7988998),Steve Smith Sr. (7989122),Mike Wallace (7989124),Coby Fleener (7989170),Spencer Ware (7988967),Cowboys  (7989706)
Jameis Winston (7988778),Le'Veon Bell (7988957),DeMarco Murray (7988878),Malcolm Mitchell (7989015),Steve Smith Sr. (7989122),Adam Humphries (7989000),Greg Olsen (7989208),Spencer Ware (7988967),Buccaneers  (7989681)
Drew Brees (7988774),Le'Veon Bell (7988957),Bilal Powell (7988870),Willie Snead (7988998),Adam Thielen (7989038),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Spencer Ware (7988967),Saints  (7989680)
Joe Flacco (7988833),Le'Veon Bell (7988957),DeMarco Murray (7988878),DeAndre Hopkins (7989116),Steve Smith Sr. (7989122),Adam Thielen (7989038),Eric Ebron (7989263),Todd Gurley (7988944),Raiders  (7989695)
Matthew Stafford (7988847),Ezekiel Elliott (7988981),Todd Gurley (7988944),Julian Edelman (7989009),J.J. Nelson (7989094),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Spencer Ware (7988967),Chiefs  (7989705)
Aaron Rodgers (7988790),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Steve Smith Sr. (7989122),Randall Cobb (7989033),Greg Olsen (7989208),Dion Lewis (7988873),Buccaneers  (7989681)
Matt Ryan (7988807),Ezekiel Elliott (7988981),Todd Gurley (7988944),Mohamed Sanu (7989071),Sammy Watkins (7988990),J.J. Nelson (7989094),Greg Olsen (7989208),Jordan Howard (7988911),Saints  (7989680)
Joe Flacco (7988833),DeMarco Murray (7988878),Todd Gurley (7988944),Julian Edelman (7989009),Larry Fitzgerald (7989089),Mike Wallace (7989124),Greg Olsen (7989208),Spencer Ware (7988967),Saints  (7989680)
Matt Ryan (7988807),DeMarco Murray (7988878),Todd Gurley (7988944),Demaryius Thomas (7989137),Mohamed Sanu (7989071),Cameron Meredith (7989061),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679)
Andrew Luck (7988812),DeMarco Murray (7988878),Todd Gurley (7988944),Donte Moncrief (7989084),Sammy Watkins (7988990),Mike Wallace (7989124),Greg Olsen (7989208),Jordan Howard (7988911),Cowboys  (7989706)
Andy Dalton (7988827),Le'Veon Bell (7988957),Bilal Powell (7988870),A.J. Green (7989113),Sammy Watkins (7988990),Tavon Austin (7989104),Greg Olsen (7989208),Spencer Ware (7988967),Buccaneers  (7989681)
Matt Barkley (7988803),Le'Veon Bell (7988957),DeMarco Murray (7988878),Alshon Jeffery (7989059),Sammy Watkins (7988990),Mike Wallace (7989124),Eric Ebron (7989263),Todd Gurley (7988944),Saints  (7989680)
Jameis Winston (7988778),Le'Veon Bell (7988957),Mark Ingram (7988862),Mike Evans (7988999),Steve Smith Sr. (7989122),Tavon Austin (7989104),Greg Olsen (7989208),Isaiah Crowell (7988899),Cowboys  (7989706)
Carson Palmer (7988816),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Sammy Watkins (7988990),J.J. Nelson (7989094),Eric Ebron (7989263),Spencer Ware (7988967),Chargers  (7989689)
Trevor Siemian (7988842),Todd Gurley (7988944),Jordan Howard (7988911),Mike Evans (7988999),Demaryius Thomas (7989137),Tavon Austin (7989104),Greg Olsen (7989208),Frank Gore (7988920),Cowboys  (7989706)
Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Larry Fitzgerald (7989089),Adam Humphries (7989000),Eric Ebron (7989263),Frank Gore (7988920),Dolphins  (7989679)
