"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg"
"WR","Willie Snead (0000000)","Willie Snead",0,5600,"NO@Ari 00:00PM ET","NO","Willie","Snead","Ari",10.31,12.4,3,0.155268022181146
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,5600,"Pit@Cin 00:00PM ET","Cin","Jeremy","Hill","Pit",13.09,14.3,7,0.0568421052631579
"QB","Eli Manning (0000000)","Eli Manning",0,5600,"Det@NYG 00:00PM ET","NYG","Eli","Manning","Det",18.25,17,0,0
"RB","Bilal Powell (0000000)","Bilal Powell",0,5600,"Mia@NYJ 00:00PM ET","NYJ","Bilal","Powell","Mia",13.64,15.3,4,0.126385809312639
"RB","Matt Forte (0000000)","Matt Forte",0,5500,"Mia@NYJ 00:00PM ET","NYJ","Matt","Forte","Mia",10.14,8.4,5,0.0931263858093126
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,5500,"Car@Was 00:00PM ET","Was","DeSean","Jackson","Car",12.75,14.5,3,0.165029469548134
"WR","Kelvin Benjamin (0000000)","Kelvin Benjamin",0,5500,"Car@Was 00:00PM ET","Car","Kelvin","Benjamin","Was",11.74,12.1,2,0.215686274509804
"TE","Jordan Reed (0000000)","Jordan Reed",0,5500,"Car@Was 00:00PM ET","Was","Jordan","Reed","Car",13.81,11.4,3,0.165029469548134
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,5500,"Ind@Min 00:00PM ET","Ind","Donte","Moncrief","Min",0,0,4,0.107287449392713
"QB","Andy Dalton (0000000)","Andy Dalton",0,5500,"Pit@Cin 00:00PM ET","Cin","Andy","Dalton","Pit",18.47,17.7,0,0
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,5500,"Pit@Cin 00:00PM ET","Pit","DeAngelo","Williams","Cin",0,3.7,8,0.0460921843687375
"WR","Jordan Matthews (0000000)","Jordan Matthews",0,5400,"Phi@Bal 00:00PM ET","Phi","Jordan","Matthews","Bal",13.86,17.4,1,0.207739307535642
"QB","Alex Smith (0000000)","Alex Smith",0,5400,"Ten@KC 00:00PM ET","KC","Alex","Smith","Ten",15.58,17.4,15,0.0043859649122807
"RB","Theo Riddick (0000000)","Theo Riddick",0,5400,"Det@NYG 00:00PM ET","Det","Theo","Riddick","NYG",0,0,4,0.144050104384134
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,5400,"Car@Was 00:00PM ET","Was","Jamison","Crowder","Car",13.72,15.1,2,0.174852652259332
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,5400,"Mia@NYJ 00:00PM ET","Mia","Jarvis","Landry","NYJ",14.87,13.6,1,0.282442748091603
"RB","Lamar Miller (0000000)","Lamar Miller",0,5400,"Jax@Hou 00:00PM ET","Hou","Lamar","Miller","Jax",14.27,15.6,5,0.0818965517241379
"RB","Doug Martin (0000000)","Doug Martin",0,5300,"TB@Dal 00:00PM ET","TB","Doug","Martin","Dal",11.37,10.3,8,0.0335429769392034
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,5300,"LA@Sea 00:00PM ET","Sea","Jimmy","Graham","LA",14.1,12.1,2,0.199524940617577
"WR","Steve Smith (0000000)","Steve Smith",0,5300,"Phi@Bal 00:00PM ET","Bal","Steve","Smith","Phi",13.54,13.4,3,0.156363636363636
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,5200,"Car@Was 00:00PM ET","Car","Jonathan","Stewart","Was",13.49,13.1,7,0.0413943355119826
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5200,"NE@Den 00:00PM ET","Den","Trevor","Siemian","NE",16.71,15,0,0
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,5200,"Cle@Buf 00:00PM ET","Cle","Terrelle","Pryor","Buf",12.98,12.5,1,0.250535331905782
"QB","Matt Moore (0000000)","Matt Moore",0,5100,"Mia@NYJ 00:00PM ET","Mia","Matt","Moore","NYJ",0,13.4,0,0
"WR","Cole Beasley (0000000)","Cole Beasley",0,5100,"TB@Dal 00:00PM ET","Dal","Cole","Beasley","TB",11.48,10.5,1,0.219753086419753
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5100,"Jax@Hou 00:00PM ET","Hou","Brock","Osweiler","Jax",14.94,13.3,14,0.0021551724137931
"RB","Derrick Henry (0000000)","Derrick Henry",0,5100,"Ten@KC 00:00PM ET","Ten","Derrick","Henry","KC",5.61,5.8,9,0.0288461538461538
"WR","Dontrelle Inman (0000000)","Dontrelle Inman",0,5100,"Oak@SD 00:00PM ET","SD","Dontrelle","Inman","Oak",11.58,13.1,2,0.179431072210066
"QB","Tony Romo (0000000)","Tony Romo",0,5100,"TB@Dal 00:00PM ET","Dal","Tony","Romo","TB",0,0,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@Sea 00:00PM ET","LA","Sean","Mannion","Sea",0,0,0,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"LA@Sea 00:00PM ET","Sea","Trevone","Boykin","LA",0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@Sea 00:00PM ET","LA","Jared","Goff","Sea",11.89,11.4,0,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5000,"Mia@NYJ 00:00PM ET","NYJ","Ryan","Fitzpatrick","Mia",0,0,0,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5000,"Mia@NYJ 00:00PM ET","Mia","Ryan","Tannehill","NYJ",0,0,0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"Mia@NYJ 00:00PM ET","NYJ","Bryce","Petty","Mia",12.19,13,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"Mia@NYJ 00:00PM ET","NYJ","Christian","Hackenberg","Mia",0,0,0,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"GB@Chi 00:00PM ET","Chi","Matt","Barkley","GB",13.33,15.6,0,0
"QB","David Fales (0000000)","David Fales",0,5000,"GB@Chi 00:00PM ET","Chi","David","Fales","GB",0,0,0,0
"QB","Brett Hundley (0000000)","Brett Hundley",0,5000,"GB@Chi 00:00PM ET","GB","Brett","Hundley","Chi",0,0,0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"TB@Dal 00:00PM ET","Dal","Mark","Sanchez","TB",0,0,0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"TB@Dal 00:00PM ET","TB","Mike","Glennon","Dal",0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"TB@Dal 00:00PM ET","TB","Ryan","Griffin","Dal",0,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Jax@Hou 00:00PM ET","Jax","Chad","Henne","Hou",0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Jax@Hou 00:00PM ET","Hou","Brandon","Weeden","Jax",0,0,0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Jax@Hou 00:00PM ET","Hou","Tom","Savage","Jax",0,0,0,0
"QB","Blake Bortles (0000000)","Blake Bortles",0,5000,"Jax@Hou 00:00PM ET","Jax","Blake","Bortles","Hou",16.2,15.4,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Jax@Hou 00:00PM ET","Jax","Brandon","Allen","Hou",0,0,0,0
"WR","DeAndre Hopkins (0000000)","DeAndre Hopkins",0,5000,"Jax@Hou 00:00PM ET","Hou","DeAndre","Hopkins","Jax",12.54,13.1,1,0.265086206896552
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Cle@Buf 00:00PM ET","Cle","Josh","McCown","Buf",0,0,0,0
"QB","Robert Griffin (0000000)","Robert Griffin",0,5000,"Cle@Buf 00:00PM ET","Cle","Robert","Griffin","Buf",0,15.6,0,0
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"Cle@Buf 00:00PM ET","Buf","EJ","Manuel","Cle",0,0,0,0
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Buf 00:00PM ET","Cle","Cody","Kessler","Buf",0,0,0,0
"QB","Kevin Hogan (0000000)","Kevin Hogan",0,5000,"Cle@Buf 00:00PM ET","Cle","Kevin","Hogan","Buf",0,0,0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"Cle@Buf 00:00PM ET","Buf","Cardale","Jones","Cle",0,0,0,0
"QB","Chase Daniel (0000000)","Chase Daniel",0,5000,"Phi@Bal 00:00PM ET","Phi","Chase","Daniel","Bal",0,0,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Phi@Bal 00:00PM ET","Bal","Ryan","Mallett","Phi",0,0,0,0
"QB","Carson Wentz (0000000)","Carson Wentz",0,5000,"Phi@Bal 00:00PM ET","Phi","Carson","Wentz","Bal",15.1,15.3,0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Ten@KC 00:00PM ET","Ten","Matt","Cassel","KC",0,0,0,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"Ten@KC 00:00PM ET","KC","Nick","Foles","Ten",0,0,0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"Ten@KC 00:00PM ET","KC","Tyler","Bray","Ten",0,0,0,0
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Det@NYG 00:00PM ET","Det","Dan","Orlovsky","NYG",0,0,0,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"Det@NYG 00:00PM ET","NYG","Josh","Johnson","Det",0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"Det@NYG 00:00PM ET","NYG","Ryan","Nassib","Det",0,0,0,0
"QB","Jake Rudock (0000000)","Jake Rudock",0,5000,"Det@NYG 00:00PM ET","Det","Jake","Rudock","NYG",0,0,0,0
"RB","Ameer Abdullah (0000000)","Ameer Abdullah",0,5000,"Det@NYG 00:00PM ET","Det","Ameer","Abdullah","NYG",0,0,9,0.0104384133611691
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"Ind@Min 00:00PM ET","Min","Shaun","Hill","Ind",0,0,0,0
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Ind@Min 00:00PM ET","Ind","Scott","Tolzien","Min",0,0,0,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5000,"Ind@Min 00:00PM ET","Min","Sam","Bradford","Ind",16.04,16.2,13,0.00212314225053079
"QB","Taylor Heinicke (0000000)","Taylor Heinicke",0,5000,"Ind@Min 00:00PM ET","Min","Taylor","Heinicke","Ind",0,0,0,0
"RB","Adrian Peterson (0000000)","Adrian Peterson",0,5000,"Ind@Min 00:00PM ET","Min","Adrian","Peterson","Ind",8.44,8.8,10,0.0106157112526539
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"NO@Ari 00:00PM ET","Ari","Drew","Stanton","NO",0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"NO@Ari 00:00PM ET","NO","Luke","McCown","Ari",0,0,0,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"SF@Atl 00:00PM ET","Atl","Matt","Schaub","SF",0,0,0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"SF@Atl 00:00PM ET","SF","Christian","Ponder","Atl",0,0,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"LA@Sea 00:00PM ET","LA","Case","Keenum","Sea",0,0,0,0
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,5000,"SF@Atl 00:00PM ET","Atl","Tevin","Coleman","SF",13.95,13.9,5,0.0728476821192053
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"NE@Den 00:00PM ET","Den","Austin","Davis","NE",0,0,0,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5000,"NE@Den 00:00PM ET","NE","Jimmy","Garoppolo","Den",0,0,13,0.0020746887966805
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"NE@Den 00:00PM ET","Den","Paxton","Lynch","NE",0,0,0,0
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,5000,"NE@Den 00:00PM ET","NE","LeGarrette","Blount","Den",11.13,10.4,9,0.016597510373444
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"Oak@SD 00:00PM ET","SD","Kellen","Clemens","Oak",0,0,0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@SD 00:00PM ET","Oak","Matt","McGloin","SD",0,0,0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@SD 00:00PM ET","Oak","Connor","Cook","SD",0,0,0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"Pit@Cin 00:00PM ET","Pit","Landry","Jones","Cin",0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"Pit@Cin 00:00PM ET","Pit","Zach","Mettenberger","Cin",0,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Pit@Cin 00:00PM ET","Cin","AJ","McCarron","Pit",0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Pit@Cin 00:00PM ET","Cin","Jeff","Driskel","Pit",0,0,0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"Car@Was 00:00PM ET","Car","Derek","Anderson","Was",0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Car@Was 00:00PM ET","Car","Joe","Webb","Was",0,0,11,0.00217864923747277
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Car@Was 00:00PM ET","Was","Colt","McCoy","Car",0,0,0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Car@Was 00:00PM ET","Was","Nate","Sudfeld","Car",0,0,0,0
"TE","Greg Olsen (0000000)","Greg Olsen",0,5000,"Car@Was 00:00PM ET","Car","Greg","Olsen","Was",13.45,14.6,1,0.233115468409586
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"SF@Atl 00:00PM ET","SF","Blaine","Gabbert","Atl",0,0,14,0.00249376558603491
"RB","Alfred Morris (0000000)","Alfred Morris",0,4900,"TB@Dal 00:00PM ET","Dal","Alfred","Morris","TB",0,4.1,9,0.00987654320987654
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,4900,"SF@Atl 00:00PM ET","Atl","Mohamed","Sanu","SF",13.95,14.1,2,0.165562913907285
"TE","Zach Ertz (0000000)","Zach Ertz",0,4900,"Phi@Bal 00:00PM ET","Phi","Zach","Ertz","Bal",11.67,12.4,2,0.169042769857434
"WR","Mike Wallace (0000000)","Mike Wallace",0,4800,"Phi@Bal 00:00PM ET","Bal","Mike","Wallace","Phi",12.88,11.5,1,0.187272727272727
"RB","Charcandrick West (0000000)","Charcandrick West",0,4800,"Ten@KC 00:00PM ET","KC","Charcandrick","West","Ten",5.84,3.9,7,0.0657894736842105
"WR","Ty Montgomery (0000000)","Ty Montgomery",0,4800,"GB@Chi 00:00PM ET","GB","Ty","Montgomery","Chi",12.29,11.6,4,0.0860420650095602
"WR","Adam Thielen (0000000)","Adam Thielen",0,4800,"Ind@Min 00:00PM ET","Min","Adam","Thielen","Ind",12.49,13.4,3,0.16135881104034
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,4700,"Ten@KC 00:00PM ET","KC","Jeremy","Maclin","Ten",10.17,12.2,4,0.12719298245614
"RB","C.J. Prosise (0000000)","C.J. Prosise",0,4700,"LA@Sea 00:00PM ET","Sea","C.J.","Prosise","LA",0,0,6,0.0475059382422803
"WR","Malcolm Mitchell (0000000)","Malcolm Mitchell",0,4700,"NE@Den 00:00PM ET","NE","Malcolm","Mitchell","Den",11.39,10.8,5,0.0912863070539419
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,4700,"Pit@Cin 00:00PM ET","Cin","Brandon","LaFell","Pit",12.15,11.2,2,0.170526315789474
"RB","Rob Kelley (0000000)","Rob Kelley",0,4700,"Car@Was 00:00PM ET","Was","Rob","Kelley","Car",0,12.3,8,0.0235756385068762
"WR","Pierre Garcon (0000000)","Pierre Garcon",0,4700,"Car@Was 00:00PM ET","Was","Pierre","Garcon","Car",13.04,13.9,1,0.18664047151277
"WR","Marvin Jones (0000000)","Marvin Jones",0,4700,"Det@NYG 00:00PM ET","Det","Marvin","Jones","NYG",9.62,11.9,2,0.198329853862213
"WR","DeVante Parker (0000000)","DeVante Parker",0,4700,"Mia@NYJ 00:00PM ET","Mia","DeVante","Parker","NYJ",12.29,11.2,2,0.178117048346056
"RB","Mark Ingram (0000000)","Mark Ingram",0,4700,"NO@Ari 00:00PM ET","NO","Mark","Ingram","Ari",11.03,11.4,6,0.0794824399260629
"WR","Rishard Matthews (0000000)","Rishard Matthews",0,4600,"Ten@KC 00:00PM ET","Ten","Rishard","Matthews","KC",12.35,11.9,2,0.1875
"WR","Tyler Boyd (0000000)","Tyler Boyd",0,4600,"Pit@Cin 00:00PM ET","Cin","Tyler","Boyd","Pit",11.8,11.3,3,0.151578947368421
"RB","Mike Gillislee (0000000)","Mike Gillislee",0,4600,"Cle@Buf 00:00PM ET","Buf","Mike","Gillislee","Cle",6.42,4.1,10,0.0286458333333333
"WR","Kenny Britt (0000000)","Kenny Britt",0,4600,"LA@Sea 00:00PM ET","LA","Kenny","Britt","Sea",12.65,11.7,1,0.226666666666667
"WR","Randall Cobb (0000000)","Randall Cobb",0,4600,"GB@Chi 00:00PM ET","GB","Randall","Cobb","Chi",11.57,11.1,3,0.168260038240918
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,4600,"Det@NYG 00:00PM ET","NYG","Sterling","Shepard","Det",11.34,12.3,2,0.173387096774194
"WR","Ted Ginn (0000000)","Ted Ginn",0,4500,"Car@Was 00:00PM ET","Car","Ted","Ginn","Was",10.19,9.3,3,0.156862745098039
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4500,"Det@NYG 00:00PM ET","Det","Anquan","Boldin","NYG",9.62,12.4,3,0.173277661795407
