id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
6199,Gordon,Dee,MIA,2B,NYM,1.00,4.17,3.96,0.93,0.14,0.08,0.02,0.19,0.64,0.45,0.13,0.55,0.29,0.00,0.02,0.00,0.00,2.69,NYM (deGrom R) L Ord 1 Starting ,+1.5 (-150) (o/u 7.5) (+110),74 I CF 12-17 24% H68% retractable,,15ab .333/.333/.333 0sb 0hr,3100,18,4400,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
6191,Moustakas,Mike,KC,3B,LAA,1.00,4.52,4.18,0.69,0.27,0.01,0.18,0.31,0.58,0.02,0.02,0.60,0.52,0.00,0.02,0.00,0.00,3.05,LAA (Shoemaker R) L Ord 2 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,4ab .000/.000/.000 0sb 0hr,3100,16,3400,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
6171,Revere,Ben,LAA,OF,@ KC,1.00,4.70,4.45,1.03,0.15,0.07,0.02,0.23,0.48,0.22,0.06,0.61,0.48,0.00,0.02,0.00,0.00,3.16,@KC (Karns R) L Ord 2 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,,2000,7,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1453,Escobar,Yunel,LAA,3B,@ KC,1.00,4.81,4.42,1.08,0.22,0.01,0.06,0.37,0.64,0.01,0.01,0.69,0.47,0.00,0.02,0.00,0.00,3.02,@KC (Karns R) R Ord 1 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,,3000,16,3500,0,0,0,0,0,0,3B,3B,3B,SS;3B;DH,,,,,,0,
8683,Seager,Corey,LAD,SS,ARI,1.00,4.21,3.85,0.70,0.25,0.02,0.15,0.34,0.75,0.03,0.02,0.65,0.45,0.00,0.02,0.00,0.00,2.63,ARI (Corbin L) L Ord 2,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,14ab .214/.313/.286 0sb 0hr,3600,22,4900,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
6198,Hosmer,Eric,KC,1B,LAA,1.00,4.29,3.89,0.75,0.22,0.02,0.15,0.38,0.75,0.02,0.01,0.51,0.61,0.00,0.02,0.00,0.00,2.78,LAA (Shoemaker R) L Ord 4 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,10ab .400/.455/.400 0sb 0hr,3100,11,4200,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
5850,Turner,Justin,LAD,3B,ARI,1.00,4.11,3.73,0.68,0.23,0.02,0.14,0.36,0.71,0.04,0.01,0.63,0.58,0.00,0.02,0.00,0.00,2.57,ARI (Corbin L) R Ord 3,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,20ab .400/.478/.600 1sb 1hr,3800,19,4000,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
1834,Gordon,Alex,KC,OF,LAA,1.00,4.63,4.11,0.67,0.20,0.01,0.14,0.50,1.18,0.06,0.02,0.65,0.43,0.00,0.02,0.00,0.00,3.10,LAA (Shoemaker R) L Ord 1 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,8ab .375/.375/.375 0sb 0hr,2600,9,4000,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7280,Calhoun,Kole,LAA,OF,@ KC,1.00,4.38,3.97,0.70,0.22,0.03,0.15,0.39,0.92,0.01,0.01,0.53,0.57,0.00,0.02,0.00,0.00,2.85,@KC (Karns R) L Ord 5 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,7ab .143/.333/.286 0sb 0hr,3000,16,4200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6235,Pollock,AJ,ARI,OF,@ LAD,1.00,4.13,3.84,0.73,0.22,0.03,0.11,0.27,0.69,0.22,0.05,0.55,0.30,0.00,0.02,0.00,0.00,2.64,@LAD (Maeda R) R Ord 1,+1.5 (-150) (o/u 8.0) (+155),62 O RF 0-7 5% H64%outdoor,,3ab .000/.000/.000 0sb 0hr,3500,18,4100,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6754,Seager,Kyle,SEA,3B,TEX,1.00,4.09,3.62,0.62,0.21,0.01,0.18,0.45,0.64,0.02,0.01,0.49,0.53,0.00,0.02,0.00,0.00,2.56,TEX (Cashner R) L Ord 5 Starting ,-1.5 (+120) (o/u 7.5) (-180),49 N RL 4-5 6% H66% retractable,,8ab .375/.444/.750 1sb 1hr,3600,16,4400,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
721,Cabrera,Asdrubal,NYM,SS,@ MIA,1.00,4.25,3.94,0.71,0.25,0.03,0.12,0.29,0.77,0.06,0.01,0.61,0.42,0.00,0.02,0.00,0.00,2.75,@MIA (Conley L) S Ord 2 Starting ,-1.5 (+130) (o/u 7.5) (-130),74 I CF 12-17 24% H68% retractable,,7ab .286/.375/.429 0sb 0hr,3200,19,4000,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
10651,Swanson,Dansby,ATL,SS,SD,1.00,4.24,3.83,0.71,0.21,0.04,0.10,0.39,0.80,0.07,0.02,0.64,0.42,0.00,0.02,0.00,0.00,2.69,SD (Richard L) R Ord 2 Starting ,-1.5 (+190) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,,2600,11,3600,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
6528,Forsythe,Logan,LAD,2B/3B,ARI,1.00,4.31,3.90,0.70,0.21,0.02,0.14,0.40,0.87,0.04,0.03,0.69,0.37,0.00,0.02,0.00,0.00,2.74,ARI (Corbin L) R Ord 1,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,8ab .250/.250/.250 0sb 0hr,3100,16,4100,0,0,0,0,0,0,2B,2B,2B;3B,2B;DH,,,,,,0,
9823,Margot,Manuel,SD,OF,@ ATL,1.00,4.45,4.22,0.76,0.21,0.06,0.07,0.21,0.65,0.20,0.09,0.58,0.33,0.00,0.02,0.00,0.00,3.07,@ATL (Dickey R) R Ord 1 Starting ,+1.5 (-220) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,,3100,20,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6956,Inciarte,Ender,ATL,OF,SD,1.00,4.34,4.01,0.95,0.19,0.04,0.04,0.32,0.45,0.12,0.05,0.65,0.35,0.00,0.02,0.00,0.00,2.70,SD (Richard L) L Ord 1 Starting ,-1.5 (+190) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,1ab 1.000/1.000/1.000 0sb 0hr,3000,12,4200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6018,Stanton,Giancarlo,MIA,OF,NYM,1.00,3.87,3.39,0.46,0.17,0.01,0.22,0.47,1.15,0.02,0.02,0.52,0.54,0.00,0.02,0.00,0.00,2.45,NYM (deGrom R) R Ord 4 Starting ,+1.5 (-150) (o/u 7.5) (+110),74 I CF 12-17 24% H68% retractable,,15ab .467/.556/1.133 1sb 3hr,3600,16,4800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8378,Puig,Yasiel,LAD,OF,ARI,1.00,4.01,3.63,0.63,0.19,0.03,0.13,0.36,0.78,0.04,0.02,0.54,0.59,0.00,0.02,0.00,0.00,2.55,ARI (Corbin L) R Ord 4,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,15ab .333/.333/.667 0sb 1hr,3100,16,4200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8823,Haniger,Mitch,SEA,OF,TEX,1.00,4.41,4.00,0.63,0.17,0.02,0.15,0.39,1.06,0.06,0.03,0.60,0.46,0.00,0.02,0.00,0.00,2.99,TEX (Cashner R) R Ord 2 Starting ,-1.5 (+120) (o/u 7.5) (-180),49 N RL 4-5 6% H66% retractable,,,2600,18,4000,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7008,Solarte,Yangervis,SD,2B,@ ATL,1.00,4.23,3.95,0.75,0.24,0.02,0.12,0.26,0.48,0.01,0.01,0.55,0.54,0.00,0.02,0.00,0.00,2.79,@ATL (Dickey R) S Ord 3 Starting ,+1.5 (-220) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,2ab .500/.500/.500 0sb 0hr,3000,18,3600,0,0,0,0,0,0,3B,3B,2B,2B;3B;DH,,,,,,0,
8286,Schimpf,Ryan,SD,3B,@ ATL,1.00,4.12,3.68,0.40,0.20,0.03,0.19,0.43,1.16,0.01,0.01,0.52,0.57,0.00,0.02,0.00,0.00,2.83,@ATL (Dickey R) L Ord 4 Starting ,+1.5 (-220) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,,3100,16,3700,0,0,0,0,0,0,2B,2B,3B,2B;3B;DH,,,,,,0,
7744,Yelich,Christian,MIA,OF,NYM,1.00,3.97,3.54,0.73,0.23,0.02,0.08,0.42,0.80,0.05,0.03,0.53,0.49,0.00,0.02,0.00,0.00,2.37,NYM (deGrom R) L Ord 3 Starting ,+1.5 (-150) (o/u 7.5) (+110),74 I CF 12-17 24% H68% retractable,,24ab .375/.400/.458 0sb 0hr,3300,18,4500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1799,Gomez,Carlos,TEX,OF,@ SEA,1.00,4.22,3.92,0.61,0.22,0.01,0.11,0.28,1.15,0.16,0.06,0.56,0.33,0.00,0.02,0.00,0.00,2.85,@SEA (Paxton L) R Ord 1 Starting ,+1.5 (-140) (o/u 7.5) (+155),49 N RL 4-5 6% H66% retractable,,7ab .286/.286/.429 0sb 0hr,3400,18,3700,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
4127,Reyes,Jose,NYM,3B,@ MIA,1.00,4.35,4.07,0.82,0.20,0.03,0.05,0.26,0.66,0.12,0.03,0.62,0.32,0.00,0.02,0.00,0.00,2.89,@MIA (Conley L) S Ord 1 Starting ,-1.5 (+130) (o/u 7.5) (-130),74 I CF 12-17 24% H68% retractable,,3ab .667/.667/1.000 1sb 0hr,2100,8,4300,0,0,0,0,0,0,3B,SS,3B,SS;3B;DH,,,,,,0,
3127,Maybin,Cameron,LAA,OF,@ KC,1.00,4.16,3.78,0.82,0.19,0.04,0.06,0.36,0.80,0.11,0.04,0.41,0.41,0.00,0.02,0.00,0.00,2.65,@KC (Karns R) R Ord 7 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,2ab .500/.667/1.500 0sb 0hr,3100,15,4100,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
9237,Renfroe,Hunter,SD,OF,@ ATL,1.00,4.02,3.83,0.59,0.20,0.02,0.18,0.17,1.00,0.04,0.01,0.46,0.48,0.00,0.02,0.00,0.00,2.82,@ATL (Dickey R) R Ord 5 Starting ,+1.5 (-220) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,,3000,19,3400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
3889,Phillips,Brandon,ATL,2B,SD,1.00,3.93,3.75,0.89,0.17,0.01,0.06,0.16,0.43,0.14,0.06,0.47,0.48,0.00,0.02,0.00,0.00,2.53,SD (Richard L) R Ord 5 Starting ,-1.5 (+190) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,17ab .294/.400/.471 2sb 1hr,2900,17,3800,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
5754,Andrus,Elvis,TEX,SS,@ SEA,1.00,4.12,3.82,0.79,0.23,0.02,0.04,0.29,0.54,0.16,0.05,0.47,0.36,0.00,0.02,0.00,0.00,2.62,@SEA (Paxton L) R Ord 2 Starting ,+1.5 (-140) (o/u 7.5) (+155),49 N RL 4-5 6% H66% retractable,,12ab .250/.250/.333 0sb 0hr,3500,20,3700,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
3426,Moss,Brandon,KC,1B/OF,LAA,1.00,4.07,3.69,0.47,0.19,0.02,0.19,0.36,1.15,0.01,0.01,0.46,0.45,0.00,0.02,0.00,0.00,2.83,LAA (Shoemaker R) L Ord 6 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,5ab .000/.167/.000 0sb 0hr,2200,8,3800,0,0,0,0,0,0,1B,1B,1B;OF,1B;DH;OF,,,,,,0,
7182,Simmons,Andrelton,LAA,SS,@ KC,1.00,4.27,3.98,0.87,0.20,0.02,0.04,0.26,0.37,0.12,0.03,0.44,0.43,0.00,0.02,0.00,0.00,2.83,@KC (Karns R) R Ord 6 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,3ab .333/.333/.333 0sb 0hr,2500,15,3400,0,0,0,0,0,0,SS,SS,SS,SS;DH,,,,,,0,
9503,Peralta,David,ARI,OF,@ LAD,1.00,4.03,3.76,0.66,0.19,0.05,0.12,0.25,0.90,0.05,0.03,0.52,0.35,0.00,0.02,0.00,0.00,2.63,@LAD (Maeda R) L Ord 2,+1.5 (-150) (o/u 8.0) (+155),62 O RF 0-7 5% H64%outdoor,,6ab .000/.143/.000 0sb 0hr,3200,14,3600,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6924,Flores,Wilmer,NYM,2B/3B,@ MIA,1.00,4.04,3.81,0.69,0.20,0.01,0.12,0.21,0.56,0.02,0.02,0.51,0.55,0.00,0.02,0.00,0.00,2.72,@MIA (Conley L) R Ord 4 Starting ,-1.5 (+130) (o/u 7.5) (-130),74 I CF 12-17 24% H68% retractable,,8ab .125/.125/.250 0sb 0hr,2800,8,3400,0,0,0,0,0,0,3B,3B,2B;3B,2B;3B;DH,,,,,,0,
5739,Walker,Neil,NYM,2B,@ MIA,1.00,3.94,3.58,0.65,0.16,0.02,0.13,0.34,0.75,0.02,0.01,0.48,0.47,0.00,0.02,0.00,0.00,2.54,@MIA (Conley L) S Ord 5 Starting ,-1.5 (+130) (o/u 7.5) (-130),74 I CF 12-17 24% H68% retractable,,6ab .167/.167/.167 0sb 0hr,2900,15,3900,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
6476,Perez,Salvador,KC,C,LAA,1.00,4.18,4.02,0.66,0.20,0.01,0.16,0.14,0.77,0.01,0.01,0.47,0.50,0.00,0.02,0.00,0.00,3.00,LAA (Shoemaker R) R Ord 5 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,11ab .636/.636/1.091 0sb 1hr,3100,15,3500,0,0,0,0,0,0,C,C,C,C;DH,,,,,,0,
3033,Markakis,Nick,ATL,OF,SD,1.00,4.03,3.59,0.79,0.21,0.00,0.05,0.42,0.54,0.01,0.01,0.52,0.56,0.00,0.02,0.00,0.00,2.46,SD (Richard L) L Ord 4 Starting ,-1.5 (+190) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,5ab .400/.400/.600 0sb 0hr,3200,16,4000,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
1807,Gonzalez,Adrian,LAD,1B,ARI,1.00,3.90,3.51,0.63,0.19,0.00,0.13,0.38,0.76,0.01,0.01,0.50,0.49,0.00,0.02,0.00,0.00,2.48,ARI (Corbin L) L Ord 5,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,21ab .238/.333/.381 0sb 1hr,2900,16,4300,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6448,Grandal,Yasmani,LAD,C,ARI,1.00,3.80,3.17,0.46,0.14,0.01,0.16,0.62,0.90,0.02,0.02,0.47,0.43,0.00,0.02,0.00,0.00,2.34,ARI (Corbin L) S Ord 6,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,8ab .375/.444/.375 0sb 0hr,3100,15,3600,0,0,0,0,0,0,C,C,C,C;DH,,,,,,0,
8003,Odor,Rougned,TEX,2B,@ SEA,1.00,3.82,3.67,0.64,0.19,0.04,0.14,0.13,0.81,0.10,0.05,0.41,0.41,0.00,0.02,0.00,0.00,2.56,@SEA (Paxton L) L Ord 5 Starting ,+1.5 (-140) (o/u 7.5) (+155),49 N RL 4-5 6% H66% retractable,,17ab .294/.294/.294 0sb 0hr,3500,17,4200,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
3503,Napoli,Mike,TEX,1B,@ SEA,1.00,3.92,3.46,0.50,0.14,0.01,0.17,0.44,1.28,0.03,0.02,0.47,0.46,0.00,0.02,0.00,0.00,2.55,@SEA (Paxton L) R Ord 4 Starting ,+1.5 (-140) (o/u 7.5) (+155),49 N RL 4-5 6% H66% retractable,,7ab .000/.125/.000 0sb 0hr,3000,14,3700,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8708,Mazara,Nomar,TEX,OF,@ SEA,1.00,4.02,3.74,0.73,0.12,0.02,0.13,0.26,0.88,0.01,0.01,0.48,0.47,0.00,0.02,0.00,0.00,2.64,@SEA (Paxton L) L Ord 3 Starting ,+1.5 (-140) (o/u 7.5) (+155),49 N RL 4-5 6% H66% retractable,,2ab .500/.667/.500 0sb 0hr,3800,17,3500,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8594,Lamb,Jake,ARI,3B,@ LAD,1.00,3.83,3.47,0.49,0.18,0.03,0.14,0.34,1.12,0.03,0.01,0.45,0.48,0.00,0.02,0.00,0.00,2.55,@LAD (Maeda R) L Ord 4,+1.5 (-150) (o/u 8.0) (+155),62 O RF 0-7 5% H64%outdoor,,15ab .467/.500/.867 0sb 1hr,3700,20,3900,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
1856,Granderson,Curtis,NYM,OF,@ MIA,1.00,3.83,3.34,0.53,0.16,0.03,0.13,0.48,0.87,0.03,0.02,0.43,0.42,0.00,0.02,0.00,0.00,2.44,@MIA (Conley L) L Ord 6 Starting ,-1.5 (+130) (o/u 7.5) (-130),74 I CF 12-17 24% H68% retractable,,7ab .143/.250/.143 0sb 0hr,2900,15,4200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
8487,Garcia,Adonis,ATL,3B,SD,1.00,3.83,3.65,0.72,0.21,0.01,0.11,0.16,0.56,0.03,0.02,0.44,0.44,0.00,0.02,0.00,0.00,2.53,SD (Richard L) R Ord 6 Starting ,-1.5 (+190) (o/u 8.0) (-110),70 N RL 5-10 3% H51%outdoor,,2ab .000/.000/.000 0sb 0hr,2300,10,3700,0,0,0,0,0,0,3B,3B,3B,3B;DH;OF,,,,,,0,
5958,Valencia,Danny,SEA,1B,TEX,1.00,3.88,3.55,0.66,0.20,0.01,0.12,0.31,0.91,0.02,0.01,0.39,0.39,0.00,0.02,0.00,0.00,2.52,TEX (Cashner R) R Ord 7 Starting ,-1.5 (+120) (o/u 7.5) (-180),49 N RL 4-5 6% H66% retractable,,2ab .500/.500/.500 0sb 0hr,2300,11,3700,0,0,0,0,0,0,1B,3B,1B,1B;3B;DH,,,,,,0,
6160,Espinosa,Danny,LAA,2B,@ KC,1.00,4.05,3.69,0.52,0.16,0.01,0.14,0.35,1.25,0.07,0.02,0.44,0.36,0.00,0.02,0.00,0.00,2.84,@KC (Karns R) S Ord 8 Starting ,-1.5 (+130) (o/u 9.0) (-130),71 O CF 7-20 86% H69%outdoor,,,3000,12,3300,0,0,0,0,0,0,2B,SS,2B,2B;SS;DH,,,,,,0,
8513,Motter,Taylor,SEA,SS/3B,TEX,1.00,3.98,3.63,0.57,0.18,0.01,0.10,0.34,0.80,0.12,0.05,0.42,0.38,0.00,0.02,0.00,0.00,2.74,TEX (Cashner R) R Ord 6 Starting ,-1.5 (+120) (o/u 7.5) (-180),49 N RL 4-5 6% H66% retractable,,,2700,12,3600,0,0,0,0,0,0,SS,SS,SS;3B,SS;3B;DH,,,,,,0,
7342,Bour,Justin,MIA,1B,NYM,1.00,3.77,3.38,0.58,0.16,0.01,0.13,0.37,0.74,0.01,0.00,0.44,0.42,0.00,0.02,0.00,0.00,2.42,NYM (deGrom R) L Ord 5 Starting ,+1.5 (-150) (o/u 7.5) (+110),74 I CF 12-17 24% H68% retractable,,9ab .556/.636/.667 0sb 0hr,2500,8,3400,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
6802,Orlando,Paulo,KC,OF,LAA,1.00,3.95,3.80,0.78,0.20,0.04,0.06,0.13,0.79,0.11,0.04,0.35,0.37,0.00,0.02,0.00,0.00,2.74,LAA (Shoemaker R) R Ord 7 Starting ,+1.5 (-150) (o/u 9.0) (+110),71 O CF 7-20 86% H69%outdoor,,4ab .750/.750/1.250 0sb 0hr,2600,7,3400,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
9900,Tomas,Yasmany,ARI,OF,@ LAD,1.00,3.73,3.55,0.57,0.18,0.01,0.15,0.16,1.04,0.02,0.02,0.41,0.40,0.00,0.02,0.00,0.00,2.55,@LAD (Maeda R) R Ord 5,+1.5 (-150) (o/u 8.0) (+155),62 O RF 0-7 5% H64%outdoor,,7ab .000/.125/.000 0sb 0hr,3100,17,3800,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
7705,Van Slyke,Scott,LAD,1B,ARI,1.00,3.70,3.30,0.51,0.19,0.00,0.12,0.38,0.91,0.06,0.03,0.38,0.37,0.00,0.02,0.00,0.00,2.41,ARI (Corbin L) R Ord 7,-1.5 (+130) (o/u 8.0) (-180),62 O RF 0-7 5% H64%outdoor,,20ab .250/.286/.450 0sb 1hr,2300,7,2900,0,0,0,0,0,0,OF,OF,1B,DH;OF,,,,,,0,
