"Name","Position","Name...ID","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"Stefon Diggs","WR","Stefon Diggs (7451781)",7451781,5100,"Min@Car 01:00PM ET","Min","Stefon","Diggs","Car",16.24,15.7
"Stepfan Taylor","RB","Stepfan Taylor (7451577)",7451577,3000,"Ari@Buf 01:00PM ET","Ari","Stepfan","Taylor","Buf",0,0
"Sterling Shepard","WR","Sterling Shepard (7451724)",7451724,5500,"Was@NYG 01:00PM ET","NYG","Sterling","Shepard","Was",14.79,12
"T.J. Yeldon","RB","T.J. Yeldon (7451614)",7451614,5600,"Bal@Jax 01:00PM ET","Jax","T.J.","Yeldon","Bal",11.48,9.7
"T.Y. Hilton","WR","T.Y. Hilton (7451821)",7451821,6800,"SD@Ind 04:25PM ET","Ind","T.Y.","Hilton","SD",19.22,19.3
"Taiwan Jones","RB","Taiwan Jones (7451582)",7451582,3000,"Oak@Ten 01:00PM ET","Oak","Taiwan","Jones","Ten",0,0
"Tajae Sharpe","WR","Tajae Sharpe (7451711)",7451711,4700,"Oak@Ten 01:00PM ET","Ten","Tajae","Sharpe","Oak",14.03,12.8
"Tanner McEvoy","WR","Tanner McEvoy (7451804)",7451804,3000,"SF@Sea 04:05PM ET","Sea","Tanner","McEvoy","SF",0,0
"Tavarres King","WR","Tavarres King (7451718)",7451718,3000,"Was@NYG 01:00PM ET","NYG","Tavarres","King","Was",0,0
"Tavon Austin","WR","Tavon Austin (7451789)",7451789,4100,"LA@TB 04:05PM ET","LA","Tavon","Austin","TB",11.6,13.7
"Temarrick Hemingway","TE","Temarrick Hemingway (7451914)",7451914,2500,"LA@TB 04:05PM ET","LA","Temarrick","Hemingway","TB",0,0
"Terrance West","RB","Terrance West (7451612)",7451612,3500,"Bal@Jax 01:00PM ET","Bal","Terrance","West","Jax",7.97,10.5
"Terrance Williams","WR","Terrance Williams (7451842)",7451842,3300,"Chi@Dal 08:30PM ET","Dal","Terrance","Williams","Chi",5.03,5.6
"Theo Riddick","RB","Theo Riddick (7451618)",7451618,4900,"Det@GB 01:00PM ET","Det","Theo","Riddick","GB",14.37,13.9
"Thomas Rawls","RB","Thomas Rawls (7451652)",7451652,5500,"SF@Sea 04:05PM ET","Sea","Thomas","Rawls","SF",0,0
"Todd Gurley","RB","Todd Gurley (7451645)",7451645,7100,"LA@TB 04:05PM ET","LA","Todd","Gurley","TB",13.55,17.1
"Tony Romo","QB","Tony Romo (7451568)",7451568,6000,"Chi@Dal 08:30PM ET","Dal","Tony","Romo","Chi",0,0
"Torrey Smith","WR","Torrey Smith (7451797)",7451797,4300,"SF@Sea 04:05PM ET","SF","Torrey","Smith","Sea",11.06,11
"Travis Benjamin","WR","Travis Benjamin (7451820)",7451820,5200,"SD@Ind 04:25PM ET","SD","Travis","Benjamin","Ind",15.51,17.6
"Travis Kelce","TE","Travis Kelce (7451924)",7451924,4700,"NYJ@KC 04:25PM ET","KC","Travis","Kelce","NYJ",12.74,12.3
"Trevone Boykin","QB","Trevone Boykin (7451550)",7451550,5000,"SF@Sea 04:05PM ET","Sea","Trevone","Boykin","SF",0,0
"Trevor Davis","WR","Trevor Davis (7451759)",7451759,3000,"Det@GB 01:00PM ET","GB","Trevor","Davis","Det",0,0
"Trevor Siemian","QB","Trevor Siemian (7451532)",7451532,5100,"Den@Cin 01:00PM ET","Den","Trevor","Siemian","Cin",11.23,11.1
"Trey Burton","TE","Trey Burton (7451939)",7451939,2500,"Pit@Phi 04:25PM ET","Phi","Trey","Burton","Pit",10,5.4
"Troy Niklas","TE","Troy Niklas (7451854)",7451854,2500,"Ari@Buf 01:00PM ET","Ari","Troy","Niklas","Buf",0,0
"Troymaine Pope","RB","Troymaine Pope (7451662)",7451662,3000,"NYJ@KC 04:25PM ET","NYJ","Troymaine","Pope","KC",0,0
"Ty Montgomery","WR","Ty Montgomery (7451757)",7451757,3000,"Det@GB 01:00PM ET","GB","Ty","Montgomery","Det",0,0
"Tyler Boyd","WR","Tyler Boyd (7451772)",7451772,3500,"Den@Cin 01:00PM ET","Cin","Tyler","Boyd","Den",9.72,7.8
"Tyler Bray","QB","Tyler Bray (7451556)",7451556,5000,"NYJ@KC 04:25PM ET","KC","Tyler","Bray","NYJ",0,0
"Tyler Eifert","TE","Tyler Eifert (7451894)",7451894,4500,"Den@Cin 01:00PM ET","Cin","Tyler","Eifert","Den",0,0
"Tyler Higbee","TE","Tyler Higbee (7451913)",7451913,2500,"LA@TB 04:05PM ET","LA","Tyler","Higbee","TB",0,2.3
"Tyler Kroft","TE","Tyler Kroft (7451895)",7451895,2500,"Den@Cin 01:00PM ET","Cin","Tyler","Kroft","Den",6.33,6
"Tyler Lockett","WR","Tyler Lockett (7451805)",7451805,4200,"SF@Sea 04:05PM ET","Sea","Tyler","Lockett","SF",12.2,13.8
"Tyreek Hill","WR","Tyreek Hill (7451818)",7451818,3000,"NYJ@KC 04:25PM ET","KC","Tyreek","Hill","NYJ",2.57,0
"Tyrell Williams","WR","Tyrell Williams (7451826)",7451826,4300,"SD@Ind 04:25PM ET","SD","Tyrell","Williams","Ind",13.32,13.1
"Tyrod Taylor","QB","Tyrod Taylor (7451501)",7451501,5800,"Ari@Buf 01:00PM ET","Buf","Tyrod","Taylor","Ari",16.86,16.8
"Vance McDonald","TE","Vance McDonald (7451919)",7451919,2900,"SF@Sea 04:05PM ET","SF","Vance","McDonald","Sea",7.93,6
"Vernon Davis","TE","Vernon Davis (7451863)",7451863,2700,"Was@NYG 01:00PM ET","Was","Vernon","Davis","NYG",6.76,3.6
"Victor Cruz","WR","Victor Cruz (7451714)",7451714,4700,"Was@NYG 01:00PM ET","NYG","Victor","Cruz","Was",10.38,8.7
"Vincent Jackson","WR","Vincent Jackson (7451785)",7451785,3900,"LA@TB 04:05PM ET","TB","Vincent","Jackson","LA",11,14
"Virgil Green","TE","Virgil Green (7451891)",7451891,3000,"Den@Cin 01:00PM ET","Den","Virgil","Green","Cin",0,0
"Walt Powell","WR","Walt Powell (7451699)",7451699,3000,"Ari@Buf 01:00PM ET","Buf","Walt","Powell","Ari",0,5.2
"Wendell Smallwood","RB","Wendell Smallwood (7451681)",7451681,3000,"Pit@Phi 04:25PM ET","Phi","Wendell","Smallwood","Pit",0,1.6
"Will Tukuafu","RB","Will Tukuafu (7451649)",7451649,3000,"SF@Sea 04:05PM ET","Sea","Will","Tukuafu","SF",0,0
"Will Tye","TE","Will Tye (7451867)",7451867,2600,"Was@NYG 01:00PM ET","NYG","Will","Tye","Was",5.8,5.8
"Xavier Grimble","TE","Xavier Grimble (7451940)",7451940,2500,"Pit@Phi 04:25PM ET","Pit","Xavier","Grimble","Phi",0,1.4
"Zach Ertz","TE","Zach Ertz (7451938)",7451938,3900,"Pit@Phi 04:25PM ET","Phi","Zach","Ertz","Pit",0,0
"Zach Line","RB","Zach Line (7451636)",7451636,3000,"Min@Car 01:00PM ET","Min","Zach","Line","Car",0,0
"Zach Mettenberger","QB","Zach Mettenberger (7451565)",7451565,5000,"Pit@Phi 04:25PM ET","Pit","Zach","Mettenberger","Phi",0,0
"Zach Miller","TE","Zach Miller (7451943)",7451943,2900,"Chi@Dal 08:30PM ET","Chi","Zach","Miller","Dal",9.53,9.8
"Zach Zenner","RB","Zach Zenner (7451620)",7451620,3000,"Det@GB 01:00PM ET","Det","Zach","Zenner","GB",4.18,2.4
