"Bryce Harper_WAS","Daniel Murphy_WAS","Trea Turner_WAS","Jose Altuve_HOU","Ryan Zimmerman_WAS","Aaron Judge_NYY","Carlos Correa_HOU","Gary Sanchez_NYY","Jayson Werth_WAS","George Springer_HOU","Anthony Rendon_WAS","Brett Gardner_NYY","Starlin Castro_NYY","Adam Eaton_WAS","Jacoby Ellsbury_NYY","Evan Gattis_HOU","Brian McCann_HOU","Matt Holliday_NYY","Josh Reddick_HOU","Alex Bregman_HOU","Carlos Beltran_HOU","Chris Carter_NYY","Marwin Gonzalez_HOU","Aaron Hicks_NYY","Didi Gregorius_NYY","Aaron Altherr_PHI","Matt Wieters_WAS","Tommy Joseph_PHI","Michael Taylor_WAS","Cesar Hernandez_PHI","Odubel Herrera_PHI","Maikel Franco_PHI","Chase Headley_NYY","Greg Bird_NYY","Norichika Aoki_HOU","Rob Refsnyder_NYY","Adam Lind_WAS","Freddy Galvis_PHI","Wilmer Difo_WAS","Yuli Gurriel_HOU","Michael Saunders_PHI","Howie Kendrick_PHI","Daniel Nava_PHI","Brian Goodwin_WAS","Cameron Rupp_PHI","Rhys Hoskins_PHI","Derek Fisher_HOU","Gleyber Torres_NYY","Stephen Drew_WAS","Austin Romine_NYY","Jake Marisnick_HOU","Ronald Torreyes_NYY","Andrew Knapp_PHI","Chris Heisey_WAS","Brock Stassi_PHI","Kyle Higashioka_NYY","Andres Blanco_PHI","Jose Lobaton_WAS","Rafael Bautista_WAS","Tony Kemp_HOU","Grant Green_WAS","Ty Kelly_PHI"
25,27,18,0,24,0,0,0,24,0,28,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,9,0,0,0,0
0,0,0,0,0,23,0,10,0,0,0,26,25,0,21,0,0,20,0,0,0,10,0,11,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,29,0,10,0,0,0,25,31,0,26,0,0,24,0,0,0,14,0,16,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,5,0,0,0,0,0,0
18,18,10,0,15,0,0,0,16,0,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,24,0,10,0,0,0,21,26,0,27,0,0,21,0,0,0,9,0,12,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,3,0,0,0,0,0,0
0,0,0,18,0,0,18,0,0,16,0,0,0,0,0,20,10,0,15,19,15,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,0,0,21,0,0,18,0,0,0,0,0,10,23,0,20,20,18,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23,0,9,0,0,0,20,24,0,21,0,0,25,0,0,0,11,0,13,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,3,0,0,0,0,0,0
0,0,0,24,0,0,23,0,0,21,0,0,0,0,0,15,20,0,26,24,21,0,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,28,0,0,27,0,0,25,0,0,0,0,0,19,20,0,24,30,26,0,17,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,0,0,26,0,0,25,0,0,0,0,0,15,18,0,21,26,28,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,0,5,0,0,0,10,14,0,9,0,0,11,0,0,0,14,0,12,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,4,0,0,0,0,0,0
0,0,0,18,0,0,17,0,0,17,0,0,0,0,0,13,15,0,14,17,15,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14,0,6,0,0,0,11,16,0,12,0,0,13,0,0,0,12,0,17,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,10,0,6,0,0,0,10,10,0,8,0,0,9,0,0,0,6,0,7,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,18,16,17,0,0,0,0,0,18,0,0,13,0,5,0,14,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
21,21,14,0,20,0,0,0,20,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,24,22,23,0,0,0,0,0,24,0,0,21,7,5,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
12,14,12,0,14,0,0,0,12,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,28,26,27,0,0,0,0,0,28,0,0,23,8,8,0,20,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,26,27,26,0,0,0,0,0,27,0,0,23,8,7,0,18,0,0,0,0,0,0,0,9,0,5,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,27,26,28,0,0,0,0,0,28,0,0,23,8,9,0,20,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0
0,0,0,0,0,26,0,10,0,0,0,23,28,0,24,0,0,23,0,0,0,13,0,17,9,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,18,0,0,17,0,0,0,0,0,10,17,0,19,18,17,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,2,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,28,27,28,0,0,0,0,0,29,0,0,24,8,9,0,20,0,0,0,0,0,0,0,9,0,6,0,2,0,0,0,0,0
10,9,0,0,7,0,0,0,7,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21,0,23,23,23,0,0,0,0,0,24,0,0,24,7,5,0,18,0,0,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,8,0,0,0,0,0,8,0,0,7,8,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,7,9,0,0,0,0,0,9,0,0,5,0,9,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,20,18,20,0,0,0,0,0,20,0,0,18,6,3,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,3,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17,0,0,0,0,0,13,17,0,15,0,0,14,0,0,0,6,0,8,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,11,0,0,9,0,0,0,0,0,8,5,0,4,10,10,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,8,0,0,0,20,22,0,21,0,0,17,0,0,0,8,0,10,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,9,8,0,0,0,0,0,9,0,0,6,2,6,0,0,0,0,0,0,0,0,0,9,0,4,0,2,0,0,0,0,0
3,5,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,6,0,0,0,0,0,6,0,0,3,0,5,0,2,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,4,5,0,3,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
7,9,6,0,6,0,0,0,7,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
