"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6766,"Layne","Tom","NYY","RP","@ PIT",1,0.34,0.2,0.08,0.01,0.01,0.16,0.24,0.15,0.14,0.26,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9284,"Lorenzen","Michael","CIN","RP","CHC",1,0.34,0.19,0.07,0.01,0.06,0.16,0.31,0.2,0.18,0.27,0,0,0,0.01,0,0,0,0,1.02,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8366,"Grimm","Justin","CHC","RP","@ CIN",1,0.25,0.14,0.05,0.01,0.03,0.1,0.27,0.12,0.11,0.28,0,0,0.02,0.01,0,0,0,0,0.74,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10259,"Barnes","Jacob","MIL","RP","STL",1,0.25,0.12,0.06,0.01,0.03,0.09,0.26,0.11,0.1,0.24,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8814,"Barnes","Matt","BOS","RP","@ BAL",1,0.28,0.17,0.05,0,0.05,0.11,0.29,0.15,0.14,0.25,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3843,"Perez","Oliver","WAS","RP","@ NYM",1,0.25,0.1,0.05,0.01,0.03,0.13,0.27,0.12,0.11,0.22,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6580,"Jennings","Dan","CHW","RP","CLE",1,0.34,0.24,0.08,0.01,0.02,0.16,0.25,0.16,0.15,0.25,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5939,"Wood","Blake","CIN","RP","CHC",1,0.28,0.14,0.06,0.01,0.04,0.15,0.29,0.15,0.14,0.25,0,0,0,0.01,0,0,0,0,0.83,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6459,"McAllister","Zach","CLE","RP","@ CHW",1,0.25,0.15,0.05,0.01,0.03,0.08,0.24,0.11,0.1,0.25,0,0,0.02,0.01,0,0,0,0,0.74,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7604,"Otero","Dan","CLE","RP","@ CHW",1,0.28,0.19,0.05,0.01,0.02,0.04,0.19,0.11,0.1,0.26,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9334,"Alexander","Scott","KC","RP","@ TEX",1,0.34,0.24,0.07,0.01,0.04,0.15,0.26,0.19,0.17,0.27,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-150) (o/u 9.0) (+143)","68 O CF 10-15 85% H72%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6082,"Hatcher","Chris","LAD","RP","@ ARI",1,0.25,0.18,0.07,0.02,0.03,0.08,0.26,0.12,0.11,0.35,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7690,"Drake","Oliver","MIL","RP","STL",1,0.2,0.08,0.05,0.01,0.03,0.09,0.25,0.09,0.08,0.22,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4654,"Smith","Joe","TOR","RP","@ LAA",1,0.28,0.15,0.05,0.01,0.02,0.09,0.21,0.13,0.12,0.21,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5300,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10692,"Estevez","Carlos","COL","RP","SF",1,0.34,0.28,0.08,0.02,0.04,0.14,0.27,0.19,0.18,0.31,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6561,"Socolovich","Miguel","STL","RP","@ MIL",1,0.2,0.08,0.05,0.01,0.03,0.08,0.24,0.09,0.08,0.24,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7368,"Fields","Josh","LAD","RP","@ ARI",1,0.2,0.12,0.06,0.02,0.02,0.07,0.24,0.08,0.07,0.31,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
1210,"de la Rosa","Jorge","ARI","SP","LAD",1,0.28,0.15,0.07,0.01,0.04,0.12,0.26,0.16,0.15,0.28,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",5800,25,4000,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
7541,"Hendriks","Liam","OAK","RP","SEA",1,0.25,0.17,0.05,0.01,0.02,0.05,0.2,0.1,0.09,0.25,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9895,"Alvarez","Dario","TEX","RP","KC",1,0.2,0.12,0.04,0.01,0.03,0.06,0.23,0.09,0.08,0.25,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6523,"Kontos","George","SF","RP","@ COL",1,0.34,0.26,0.09,0.02,0.04,0.1,0.23,0.2,0.18,0.33,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5887,"Parker","Blake","LAA","RP","TOR",1,0.2,0.11,0.04,0,0.02,0.07,0.23,0.09,0.08,0.22,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6381,"Warren","Adam","NYY","RP","@ PIT",1,0.28,0.18,0.06,0.01,0.01,0.09,0.19,0.12,0.11,0.27,0,0,0.01,0.01,0,0,0,0,0.83,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",5300,25,4700,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8684,"Stripling","Ross","LAD","SP","@ ARI",1,0.28,0.2,0.08,0.02,0.03,0.08,0.23,0.15,0.13,0.34,0,0,0.01,0.01,0,0,0,0,0.83,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",6000,25,4700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
7712,"Alvarez","Jose","LAA","RP","TOR",1,0.25,0.19,0.05,0,0.03,0.07,0.21,0.11,0.1,0.28,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9297,"Rodriguez","Joely","PHI","RP","ATL",1,0.25,0.16,0.05,0,0.03,0.08,0.21,0.11,0.1,0.27,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6268,"Gearrin","Cory","SF","RP","@ COL",1,0.28,0.23,0.07,0.02,0.03,0.1,0.24,0.15,0.14,0.35,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9538,"Coulombe","Daniel","OAK","RP","SEA",1,0.22,0.12,0.04,0.01,0.01,0.09,0.2,0.09,0.08,0.21,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9922,"Bowman","Matt","STL","RP","@ MIL",1,0.22,0.11,0.05,0.01,0.02,0.07,0.21,0.1,0.09,0.27,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9319,"Ryan","Kyle","DET","RP","@ MIN",1,0.28,0.17,0.06,0.02,0.03,0.1,0.2,0.14,0.13,0.26,0,0,0.02,0.01,0,0,0,0,0.83,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
11246,"Holder","Jonathan","NYY","RP","@ PIT",1,0.22,0.14,0.05,0.01,0.01,0.06,0.18,0.08,0.08,0.28,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9583,"Pazos","James","SEA","RP","@ OAK",1,0.2,0.08,0.05,0.01,0.02,0.1,0.21,0.09,0.09,0.2,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7748,"Edgin","Josh","NYM","RP","WAS",1,0.2,0.09,0.04,0,0.02,0.1,0.2,0.09,0.08,0.22,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3874,"Petit","Yusmeiro","LAA","SP","TOR",1,0.2,0.11,0.04,0,0.03,0.04,0.2,0.09,0.08,0.23,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",5500,25,4700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
8499,"Ynoa","Michael","CHW","RP","CLE",1,0.28,0.16,0.06,0.01,0.04,0.16,0.24,0.17,0.15,0.24,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7543,"Peacock","Brad","HOU","SP","@ TB",1,0.22,0.1,0.05,0.01,0.03,0.1,0.22,0.12,0.11,0.24,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-225) (o/u 8.0) (-111)","","",5400,25,6300,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
8509,"Romero","Enny","WAS","RP","@ NYM",1,0.22,0.09,0.04,0,0.03,0.12,0.21,0.11,0.1,0.22,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3618,"O'Flaherty","Eric","ATL","RP","@ PHI",1,0.22,0.14,0.04,0.01,0.02,0.07,0.18,0.09,0.08,0.27,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-205) (o/u 8.0) (+105)","60 I RF 3-7 39% H80%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9452,"Claudio","Alex","TEX","RP","KC",1,0.25,0.19,0.06,0.01,0.02,0.05,0.17,0.11,0.1,0.28,0,0,0.02,0.01,0,0,0,0,0.74,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7839,"Loup","Aaron","TOR","RP","@ LAA",1,0.25,0.16,0.05,0,0.02,0.07,0.18,0.11,0.1,0.24,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10087,"Leclerc","Jose","TEX","RP","KC",1,0.2,0.12,0.04,0.01,0.02,0.1,0.2,0.1,0.09,0.24,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6480,"Hardy","Blaine","DET","RP","@ MIN",1,0.2,0.12,0.05,0.01,0.01,0.09,0.19,0.09,0.08,0.25,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",5500,0,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8288,"Barnes","Danny","TOR","RP","@ LAA",1,0.2,0.11,0.04,0,0.03,0.06,0.19,0.09,0.09,0.23,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5562,"Dunn","Mike","COL","RP","SF",1,0.25,0.2,0.06,0.01,0.03,0.1,0.21,0.13,0.12,0.3,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3185,"McGowan","Dustin","MIA","RP","@ SD",1,0.22,0.09,0.04,0.01,0.02,0.09,0.18,0.1,0.09,0.23,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7184,"Avilan","Luis","LAD","RP","@ ARI",1,0.22,0.12,0.06,0.02,0.02,0.07,0.18,0.1,0.09,0.29,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10060,"Duffey","Tyler","MIN","SP","DET",1,0.2,0.15,0.04,0.01,0.02,0.04,0.18,0.09,0.08,0.28,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5700,25,5700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
10269,"Hart","Donnie","BAL","RP","BOS",1,0.25,0.16,0.05,0.01,0.03,0.08,0.17,0.12,0.11,0.24,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5456,"Young","Chris","KC","SP","@ TEX",1,0.28,0.13,0.06,0.01,0.07,0.13,0.24,0.2,0.19,0.24,0,0,0.01,0.01,0,0,0,0,0.83,"+1.5 (-150) (o/u 9.0) (+143)","68 O CF 10-15 85% H72%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
10028,"Okert","Steven","SF","RP","@ COL",1,0.22,0.17,0.05,0.01,0.03,0.08,0.2,0.12,0.11,0.34,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+140) (o/u 10.5) (-116)","42 O CF 2-11 18% H79%outdoor","",5200,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5929,"Abad","Fernando","BOS","RP","@ BAL",1,0.22,0.12,0.04,0,0.04,0.08,0.2,0.12,0.11,0.24,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6861,"Hughes","Jared","MIL","RP","STL",1,0.25,0.14,0.06,0.01,0.02,0.08,0.16,0.12,0.11,0.26,0,0,0.01,0.01,0,0,0,0,0.74,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5822,"Norris","Bud","LAA","SP","TOR",1,0.2,0.12,0.04,0,0.03,0.07,0.19,0.1,0.09,0.24,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",6300,25,4700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
9371,"Urena","Jose","MIA","SP","@ SD",1,0.25,0.14,0.05,0.01,0.03,0.08,0.16,0.12,0.11,0.27,0,0,0.01,0.01,0,0,0,0,0.74,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5400,25,4300,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
8491,"Kahnle","Tom","CHW","RP","CLE",1,0.22,0.1,0.05,0.01,0.03,0.14,0.21,0.13,0.12,0.21,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5500,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8489,"Greene","Shane","DET","SP","@ MIN",1,0.2,0.13,0.05,0.01,0.02,0.08,0.19,0.1,0.09,0.28,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
556,"Breslow","Craig","MIN","RP","DET",1,0.22,0.15,0.05,0.01,0.02,0.07,0.18,0.1,0.09,0.26,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7610,"Hembree","Heath","BOS","RP","@ BAL",1,0.2,0.12,0.04,0,0.03,0.07,0.19,0.11,0.1,0.25,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5100,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9110,"Garcia","Luis","PHI","RP","ATL",1,0.2,0.14,0.04,0,0.02,0.09,0.18,0.09,0.08,0.29,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6215,"Montgomery","Mike","CHC","RP","@ CIN",1,0.2,0.1,0.04,0.01,0.03,0.08,0.17,0.11,0.1,0.26,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5200,25,4600,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7649,"Tepera","Ryan","TOR","RP","@ LAA",1,0.22,0.13,0.04,0,0.03,0.08,0.18,0.12,0.11,0.23,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5300,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9861,"Lively","Ben","PHI","SP","ATL",1,0.2,0.13,0.04,0,0.03,0.06,0.17,0.1,0.09,0.29,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5500,0,6100,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
7688,"Diaz","Jumbo","TB","RP","HOU",1,0.2,0.1,0.04,0.01,0.03,0.07,0.17,0.1,0.09,0.22,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+195) (o/u 8.0) (+101)","","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10929,"Peralta","Wandy","CIN","RP","CHC",1,0.22,0.12,0.05,0,0.03,0.12,0.21,0.13,0.12,0.26,0,0,0,0.01,0,0,0,0,0.65,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8832,"Scott","Robby","BOS","RP","@ BAL",1,0.2,0.13,0.04,0,0.03,0.06,0.18,0.11,0.1,0.26,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7634,"Whitley","Chase","TB","SP","HOU",1,0.22,0.14,0.04,0.01,0.03,0.06,0.16,0.1,0.1,0.25,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (+195) (o/u 8.0) (+101)","","",6200,25,4400,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
6150,"Minor","Mike","KC","SP","@ TEX",1,0.2,0.12,0.04,0.01,0.03,0.06,0.18,0.1,0.09,0.26,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-150) (o/u 9.0) (+143)","68 O CF 10-15 85% H72%outdoor","Questionable",5800,25,4400,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
10719,"Haley","Justin","MIN","RP","DET",1,0.2,0.15,0.04,0.01,0.02,0.06,0.17,0.09,0.08,0.27,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-150) (o/u 8.0) (+118)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","",NA,NA,NA,NA,NA,0,NA
7540,"Milone","Tommy","MIL","SP","STL",1,0.22,0.13,0.05,0.01,0.04,0.07,0.17,0.12,0.11,0.29,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5800,25,5200,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
5561,"Duensing","Brian","CHC","RP","@ CIN",1,0.22,0.14,0.04,0.01,0.03,0.08,0.16,0.13,0.12,0.31,0,0,0.01,0.01,0,0,0,0,0.65,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8054,"Nuno","Vidal","BAL","RP","BOS",1,0.2,0.12,0.04,0,0.03,0.04,0.15,0.1,0.09,0.24,0,0,0.01,0.01,0,0,0,0,0.6,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7589,"Marshall","Evan","SEA","RP","@ OAK",1,0.2,0.12,0.04,0.01,0.02,0.09,0.16,0.1,0.09,0.25,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",0,25,4200,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
6535,"Wilhelmsen","Tom","ARI","RP","LAD",1,0.2,0.11,0.05,0.01,0.02,0.1,0.17,0.11,0.1,0.27,0,0,0.01,0.01,0,0,0,0,0.6,"+1.5 (-140) (o/u 9.5) (+121)","78 O RF 3-10 0% H14% retractable","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
2762,"LeBlanc","Wade","PIT","SP","NYY",1,0.22,0.16,0.05,0.01,0.03,0.05,0.15,0.11,0.1,0.28,0,0,0.01,0.01,0,0,0,0,0.65,"+1.5 (-170) (o/u 8.0) (Even)","53 N LR 5-10 24% H59%outdoor","",5400,25,5600,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
