"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
7534,"Bundy","Dylan","BAL","SP","BOS",1,5.5,3.5,1.05,0.1,0.75,1.72,4.45,2.81,2.58,0.24,0.04,0.54,0.33,0.35,0,0,0,0,16.5,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",7400,30,6900,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
983,"Colon","Bartolo","ATL","SP","@ PHI",1,5.9,4.42,1.2,0.19,0.78,0.89,4.04,2.83,2.6,0.32,0.04,0.575,0.34,0.35,0,0,0,0,17.7,"+1.5 (-205) (o/u 8.0) (+105)","60 I RF 3-7 39% H80%outdoor","",7800,32,6900,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
4363,"Sabathia","C.C.","NYY","SP","@ PIT",1,5.9,4.3,1.37,0.16,0.36,2.27,3.61,2.79,2.57,0.3,0.04,0.579,0.36,0.41,0,0,0,0,17.7,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",7600,33,7400,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
6623,"Peralta","Wily","MIL","SP","STL",1,5.6,3.76,1.26,0.22,0.76,1.89,4.05,3.01,2.77,0.3,0.04,0.508,0.31,0.21,0,0,0,0,16.8,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",7700,31,5700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
5814,"Latos","Mat","TOR","SP","@ LAA",1,5.4,4.01,0.94,0.05,0.74,1.97,3.29,3.21,2.95,0.27,0.04,0.44,0.26,0.36,0,0,0,0,16.2,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5900,0,5500,0,0,0,0,0,0,"P","","SP","P",NA,NA,NA,NA,NA,0,NA
6222,"Chatwood","Tyler","COL","SP","SF",1,5.8,4.89,1.38,0.33,0.58,2.29,3.24,3.41,3.13,0.3,0.04,0.448,0.33,0.34,0,0,0,0,17.4,"+1.5 (-160) (o/u 10.5) (+106)","42 O CF 2-11 18% H79%outdoor","",7000,32,6100,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
9792,"Adleman","Tim","CIN","SP","CHC",1,4,2.06,0.87,0.08,0.86,1.35,3.26,2.53,2.33,0.27,0.04,0.397,0.1,0.13,0,0,0,0,12,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5600,29,4500,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
9311,"Giles","Ken","HOU","RP","@ TB",1,0.4,0.15,0.09,0.02,0.03,0.13,0.65,0.1,0.09,0.2,0,0,0.02,0.01,0.16,0.02,0,0,1.2,"+1.5 (-225) (o/u 8.0) (-111)","","",5300,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5944,"Jansen","Kenley","LAD","RP","@ ARI",1,0.4,0.13,0.11,0.03,0.03,0.08,0.63,0.09,0.09,0.22,0,0,0.02,0.01,0.18,0.02,0,0,1.2,"-1.5 (+120) (o/u 9.5) (-131)","78 O RF 3-10 0% H14% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6043,"Kimbrel","Craig","BOS","RP","@ BAL",1,0.4,0.12,0.08,0,0.04,0.15,0.63,0.12,0.11,0.15,0,0,0.02,0.01,0.15,0.02,0,0,1.2,"+1.5 (-205) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5400,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
3289,"Miller","Andrew","CLE","RP","@ CHW",1,0.4,0.14,0.08,0.01,0.04,0.11,0.58,0.12,0.11,0.17,0,0,0.03,0.01,0,0,0,0,1.2,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10780,"Oh","Seung Hwan","STL","RP","@ MIL",1,0.4,0.14,0.09,0.02,0.05,0.1,0.6,0.13,0.12,0.22,0,0,0.02,0.01,0.2,0.02,0,0,1.2,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9502,"Diaz","Edwin","SEA","RP","@ OAK",1,0.4,0.14,0.09,0.02,0.03,0.13,0.55,0.12,0.11,0.18,0,0,0.02,0.01,0.17,0.02,0,0,1.2,"+1.5 (-175) (o/u 7.5) (+122)","59 O CF 6-10 13% H72%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7692,"Allen","Cody","CLE","RP","@ CHW",1,0.4,0.17,0.08,0.01,0.04,0.13,0.53,0.13,0.12,0.19,0,0,0.03,0.01,0.25,0.03,0,0,1.2,"-1.5 (+105) (o/u 7.5) (-155)","46 N RL 8-11 5% H59%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10357,"Barraclough","Kyle","MIA","RP","@ SD",1,0.4,0.11,0.08,0.01,0.02,0.22,0.56,0.13,0.12,0.17,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6380,"Betances","Dellin","NYY","RP","@ PIT",1,0.4,0.14,0.09,0.01,0.01,0.15,0.51,0.11,0.1,0.18,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5895,"Chapman","Aroldis","NYY","RP","@ PIT",1,0.4,0.11,0.09,0.01,0.01,0.17,0.51,0.11,0.1,0.16,0,0,0.02,0.01,0.18,0.02,0,0,1.2,"-1.5 (+150) (o/u 8.0) (-110)","53 N LR 5-10 24% H59%outdoor","",0,25,4200,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
7720,"Siegrist","Kevin","STL","RP","@ MIL",1,0.4,0.12,0.1,0.02,0.06,0.2,0.58,0.18,0.16,0.22,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5550,"Davis","Wade","CHC","RP","@ CIN",1,0.4,0.18,0.08,0.01,0.03,0.14,0.5,0.13,0.12,0.23,0,0,0.03,0.01,0.25,0.03,0,0,1.2,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7719,"Rosenthal","Trevor","STL","RP","@ MIL",1,0.34,0.16,0.08,0.01,0.03,0.18,0.55,0.11,0.1,0.25,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","Probable",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6032,"Doolittle","Sean","OAK","RP","SEA",1,0.4,0.17,0.08,0.01,0.03,0.08,0.44,0.12,0.11,0.18,0,0,0.02,0.01,0.1,0.01,0,0,1.2,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",5400,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5761,"Gregerson","Luke","HOU","RP","@ TB",1,0.4,0.16,0.09,0.02,0.03,0.1,0.45,0.14,0.13,0.2,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-225) (o/u 8.0) (-111)","","",5300,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9111,"Bedrosian","Cam","LAA","RP","TOR",1,0.4,0.21,0.08,0,0.04,0.17,0.49,0.16,0.15,0.21,0,0,0.02,0.01,0.17,0.02,0,0,1.2,"-1.5 (+145) (o/u 9.0) (-139)","72 O LF 1-7 1% H36%outdoor","",5400,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9360,"Knebel","Corey","MIL","RP","STL",1,0.4,0.18,0.09,0.02,0.05,0.16,0.5,0.17,0.15,0.24,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7390,"Reed","Addison","NYM","RP","WAS",1,0.4,0.18,0.09,0.01,0.04,0.11,0.44,0.14,0.13,0.22,0,0,0.02,0.01,0.22,0.02,0,0,1.2,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5300,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7715,"Ramos","AJ","MIA","RP","@ SD",1,0.4,0.13,0.08,0.01,0.02,0.19,0.46,0.14,0.13,0.18,0,0,0.02,0.01,0.15,0.02,0,0,1.2,"-1.5 (+135) (o/u 7.5) (-117)","66 N LR 1-9 4% H62%outdoor","",5500,25,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5729,"Uehara","Koji","CHC","RP","@ CIN",1,0.34,0.09,0.07,0.01,0.05,0.06,0.45,0.13,0.12,0.2,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6396,"Wilson","Justin","DET","RP","@ MIN",1,0.4,0.2,0.09,0.02,0.03,0.16,0.46,0.15,0.14,0.22,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8094,"Neris","Hector","PHI","RP","ATL",1,0.4,0.2,0.09,0.01,0.05,0.12,0.46,0.16,0.15,0.24,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+175) (o/u 8.0) (-115)","60 I RF 3-7 39% H80%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4211,"Robertson","David","CHW","RP","CLE",1,0.4,0.17,0.09,0.01,0.04,0.14,0.46,0.16,0.15,0.19,0,0,0.02,0.01,0.17,0.02,0,0,1.2,"+1.5 (-125) (o/u 7.5) (+145)","46 N RL 8-11 5% H59%outdoor","",5300,25,4100,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5769,"Kelley","Shawn","WAS","RP","@ NYM",1,0.4,0.12,0.08,0.01,0.06,0.15,0.45,0.18,0.16,0.2,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-190) (o/u 6.5) (+126)","54 N RL 2-6 38% H80%outdoor","",5300,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4240,"Rodriguez","Francisco","DET","RP","@ MIN",1,0.4,0.18,0.09,0.02,0.05,0.13,0.44,0.17,0.16,0.22,0,0,0.02,0.01,0.23,0.02,0,0,1.2,"-1.5 (+130) (o/u 8.0) (-128)","50 N RL 2-8 4% H53%outdoor","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
7732,"Familia","Jeurys","NYM","RP","WAS",1,0.4,0.18,0.09,0.01,0.02,0.17,0.41,0.14,0.13,0.21,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+165) (o/u 6.5) (-136)","54 N RL 2-6 38% H80%outdoor","",5500,0,4200,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9884,"Iglesias","Raisel","CIN","SP","CHC",1,0.4,0.17,0.09,0.01,0.06,0.14,0.47,0.18,0.16,0.23,0,0,0.01,0.01,0.03,0,0,0,1.2,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","Questionable",5500,25,5700,0,0,0,0,0,0,"P","P","SP","P",NA,NA,NA,NA,NA,0,NA
5697,"Rondon","Hector","CHC","RP","@ CIN",1,0.4,0.19,0.08,0.01,0.04,0.11,0.41,0.16,0.15,0.24,0,0,0.03,0.01,0,0,0,0,1.2,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6270,"Vizcaino","Arodys","ATL","RP","@ PHI",1,0.4,0.22,0.08,0.01,0.04,0.19,0.47,0.17,0.16,0.25,0,0,0.02,0.01,0,0,0,0,1.2,"+1.5 (-205) (o/u 8.0) (+105)","60 I RF 3-7 39% H80%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
7548,"Herrera","Kelvin","KC","RP","@ TEX",1,0.4,0.2,0.08,0.02,0.04,0.14,0.44,0.16,0.15,0.21,0,0,0.01,0.01,0.12,0.01,0,0,1.2,"+1.5 (-150) (o/u 9.0) (+143)","68 O CF 10-15 85% H72%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
1900,"Grilli","Jason","TOR","RP","@ LAA",1,0.4,0.21,0.08,0.01,0.04,0.17,0.46,0.18,0.16,0.21,0,0,0.01,0.01,0,0,0,0,1.2,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
9247,"Edwards","C.J.","CHC","RP","@ CIN",1,0.34,0.11,0.07,0.01,0.04,0.18,0.46,0.15,0.14,0.21,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (-110) (o/u 8.5) (-176)","52 O CF 6-9 51% H75%outdoor","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
10025,"Osuna","Roberto","TOR","RP","@ LAA",1,0.4,0.18,0.07,0.01,0.04,0.1,0.4,0.16,0.15,0.19,0,0,0.01,0.01,0.13,0.01,0,0,1.2,"+1.5 (-165) (o/u 9.0) (+129)","72 O LF 1-7 1% H36%outdoor","Questionable",5500,25,4400,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5531,"Bush","Matt","TEX","RP","KC",1,0.4,0.23,0.09,0.02,0.04,0.08,0.39,0.16,0.14,0.23,0,0,0.02,0.01,0.12,0.01,0,0,1.2,"-1.5 (+130) (o/u 9.0) (-153)","68 O CF 10-15 85% H72%outdoor","Questionable",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
8394,"Harris","Will","HOU","RP","@ TB",1,0.34,0.14,0.08,0.02,0.03,0.1,0.42,0.12,0.11,0.21,0,0,0.01,0.01,0,0,0,0,1.02,"+1.5 (-225) (o/u 8.0) (-111)","","",5500,25,4300,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
6096,"Storen","Drew","CIN","RP","CHC",1,0.4,0.19,0.09,0.01,0.06,0.12,0.43,0.18,0.16,0.24,0,0,0.01,0.01,0.03,0,0,0,1.2,"+1.5 (-110) (o/u 8.5) (+166)","52 O CF 6-9 51% H75%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5825,"Feliz","Neftali","MIL","RP","STL",1,0.4,0.13,0.09,0.02,0.05,0.17,0.42,0.19,0.17,0.2,0,0,0.02,0.01,0.16,0.02,0,0,1.2,"+1.5 (-165) (o/u 8.5) (+101)","44 N RL 5-7 6% H64% retractable","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
2984,"Madson","Ryan","OAK","RP","SEA",1,0.4,0.22,0.08,0.01,0.03,0.1,0.35,0.14,0.13,0.2,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+155) (o/u 7.5) (-132)","59 O CF 6-10 13% H72%outdoor","",0,25,4100,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
3613,"O'Day","Darren","BAL","RP","BOS",1,0.4,0.17,0.08,0.01,0.04,0.1,0.37,0.17,0.15,0.18,0,0,0.02,0.01,0,0,0,0,1.2,"-1.5 (+175) (o/u 8.5) (-105)","70 N LR 4-8 15% H58%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
5779,"Cecil","Brett","STL","RP","@ MIL",1,0.34,0.15,0.08,0.01,0.05,0.13,0.44,0.16,0.15,0.26,0,0,0.02,0.01,0,0,0,0,1.02,"-1.5 (+145) (o/u 8.5) (-111)","44 N RL 5-7 6% H64% retractable","",5300,25,4000,0,0,0,0,0,0,"P","P","RP","P",NA,NA,NA,NA,NA,0,NA
4703,"Soria","Joakim","KC","RP","@ TEX",1,0.4,0.21,0.08,0.02,0.06,0.15,0.44,0.19,0.18,0.24,0,0,0.01,0.01,0,0,0,0,1.2,"+1.5 (-150) (o/u 9.0) (+143)","68 O CF 10-15 85% H72%outdoor","",0,25,4000,0,0,0,0,0,0,"","P","RP","P",NA,NA,NA,NA,NA,0,NA
