"Unique.ID","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","FullName","Team","Pos","mean"
"Cody Latimer@DEN@WR",NA,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.6,NA,NA,5.8,"Cody Latimer","DEN","WR",3.12
"Jalen Simmons@CAR@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen Simmons","CAR","RB",NA
"Nelson Spruce@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nelson Spruce","LA","WR",NA
"Maurice Harris@WAS@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,2.4,3.1,0.8,NA,NA,NA,2.5,"Maurice Harris","WAS","WR",2.92
"Keyarris Garrett@CAR@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keyarris Garrett","CAR","WR",NA
"Joe Kerridge@WAS@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Kerridge","WAS","RB",NA
"Bradley Marquez@LA@WR",NA,NA,2.2,NA,0.2,2.3,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,"Bradley Marquez","LA","WR",1.725
"Damiere Byrd@CAR@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damiere Byrd","CAR","WR",NA
"Malcolm Brown@LA@RB",2.3,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0.9,NA,0.4,1.8,0.2,1.1,"Malcolm Brown","LA","RB",1.5
"Devon Cajuste@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devon Cajuste","SF","WR",NA
"Rashad Ross@WAS@WR",NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rashad Ross","WAS","WR",1.8
"T.J. Thorpe@WAS@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.J. Thorpe","WAS","WR",NA
"Josh Doctson@WAS@WR",1.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Josh Doctson","WAS","WR",4.3
"Kendal Thompson@WAS@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kendal Thompson","WAS","WR",NA
"Kapri Bibbs@DEN@RB",1.6,0.7,NA,1.4,NA,NA,NA,0.4,15,2.2,NA,2.2,4.9,NA,NA,NA,NA,"Kapri Bibbs","DEN","RB",3.55
"Aaron Green@LA@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aaron Green","LA","RB",NA
"Terrence Magee@LA@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrence Magee","LA","RB",NA
"Corey Brown@CAR@WR",2.1,4.5,9.7,15.8,3.3,4.3,NA,1.3,2.1,1.3,NA,NA,-0.3,2.7,7.2,2.2,4,"Corey Brown","CAR","WR",4.3
"Cameron Stingily@PIT@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cameron Stingily","PIT","RB",NA
"Mack Brown@WAS@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"Mack Brown","WAS","RB",15
"DeAndrew White@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DeAndrew White","SF","WR",NA
"Juwan Thompson@DEN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,1.9,0.1,"Juwan Thompson","DEN","RB",0.833333333333333
"Jordan Taylor@DEN@WR",NA,3,NA,1.9,NA,0.1,NA,4.5,1.6,11.2,NA,7.6,NA,4.8,2.5,3.6,7.1,"Jordan Taylor","DEN","WR",4.35454545454545
"Roosevelt Nix@PIT@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"Roosevelt Nix","PIT","RB",2.5
"Dres Anderson@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dres Anderson","SF","WR",NA
"Austin Hill@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin Hill","LA","WR",NA
"Ronnie Hillman@DEN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ronnie Hillman","DEN","RB",NA
"Cobi Hamilton@PIT@WR",NA,NA,NA,NA,NA,NA,6.6,NA,NA,4.9,3.1,1.5,3.1,2.5,3.1,1.6,14.4,"Cobi Hamilton","PIT","WR",4.53333333333333
"Bennie Fowler@DEN@WR",NA,NA,2.3,NA,3.3,11.2,1.7,NA,1.4,NA,NA,14.6,NA,1.5,NA,1.5,NA,"Bennie Fowler","DEN","WR",4.6875
"Kevin Norwood@CAR@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin Norwood","CAR","WR",NA
"Brandon Wegher@CAR@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Wegher","CAR","RB",NA
"Ryan Grant@WAS@WR",NA,1.5,NA,NA,NA,NA,1.5,2.7,NA,NA,1.4,NA,4,NA,NA,5.5,NA,"Ryan Grant","WAS","WR",2.76666666666667
"Brenton Bersin@CAR@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,2,"Brenton Bersin","CAR","WR",1.85
"Ryan Whalen@SF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Whalen","SF","WR",NA
"DuJuan Harris@SF@RB",NA,NA,NA,NA,NA,NA,NA,NA,24.2,1.4,0.4,1.5,0.8,NA,NA,2.4,-1.1,"DuJuan Harris","SF","RB",4.22857142857143
"Fozzy Whittaker@CAR@RB",2.7,18.1,10.6,18.2,6.4,1.3,NA,2,1.1,2.4,NA,1.4,0.3,1.5,3.8,5.4,0.9,"Fozzy Whittaker","CAR","RB",5.07333333333333
"Chase Reynolds@LA@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,"Chase Reynolds","LA","RB",1.4
"Bruce Miller@SF@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruce Miller","SF","RB",NA
"Jordan Norwood@DEN@WR",NA,5.4,NA,4.5,4.4,8.9,1.8,1.9,13.6,4.8,NA,-1,NA,NA,0.2,2.7,NA,"Jordan Norwood","DEN","WR",4.29090909090909
"Mike Tolbert@CAR@RB",1.7,2.5,3.9,0.9,0.2,1.2,NA,0.2,0.1,NA,2.6,3.4,2.1,NA,13.1,0.3,2.4,"Mike Tolbert","CAR","RB",2.47142857142857
"Eric Weems@ATL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eric Weems","ATL","WR",NA
"Matt Slater@NE@WR",NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,"Matt Slater","NE","WR",-0.25
"Jerome Felton@BUF@RB",NA,NA,NA,1.7,0.6,NA,NA,4.6,0.2,NA,0.2,NA,NA,NA,2.2,3.5,NA,"Jerome Felton","BUF","RB",1.85714285714286
"Cedric Peerman@CIN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"Cedric Peerman","CIN","RB",1.5
"Marlon Moore@CLE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marlon Moore","CLE","WR",NA
"Brandon Tate@CIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Tate","CIN","WR",NA
"Darrel Young@CHI@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darrel Young","CHI","RB",NA
"Louis Murphy@TB@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louis Murphy","TB","WR",NA
"Dobson Collins@BAL@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dobson Collins","BAL","WR",NA
"Kyle Williams@NYJ@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyle Williams","NYJ","WR",NA
"Greg Salas@BUF@WR",NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greg Salas","BUF","WR",18.9
"Marcel Reece@OAK@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcel Reece","OAK","RB",NA
"Marc Mariani@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marc Mariani","CHI","WR",NA
"Bryan Walters@JAX@WR",NA,NA,NA,NA,NA,NA,NA,9.4,-1,NA,NA,NA,6.1,13.1,4.6,9.5,16.8,"Bryan Walters","JAX","WR",8.35714285714286
"Andre Roberts@DET@WR",1.8,NA,NA,7.8,NA,9.3,3,NA,3.7,NA,10.4,3.9,7.5,NA,NA,2.4,NA,"Andre Roberts","DET","WR",5.53333333333333
"Jeremy Ross@NYJ@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Ross","NYJ","WR",NA
"Dexter McCluster@TEN@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dexter McCluster","TEN","RB",NA
"Mike Williams@KC@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mike Williams","KC","WR",NA
"James Develin@NE@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,2.3,1,NA,"James Develin","NE","RB",1.6
"Arrelious Benn@JAX@WR",NA,1.9,NA,1.1,NA,12.1,4.9,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,"Arrelious Benn","JAX","WR",4.52
"Marcus Easley@BUF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcus Easley","BUF","WR",NA
"Taiwan Jones@OAK@RB",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.1,NA,NA,NA,NA,"Taiwan Jones","OAK","RB",2.5
"Charles Johnson@MIN@WR",1.5,3.5,NA,9,1.2,NA,NA,NA,1.9,NA,NA,3.2,6.6,1.6,10,2.6,2.1,"Charles Johnson","MIN","WR",3.92727272727273
"Deonte Thompson@CHI@WR",NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,2,15.4,2.9,4.8,22,12.4,NA,"Deonte Thompson","CHI","WR",8.7
"Dan Herron@BUF@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dan Herron","BUF","RB",NA
"Jordan Cameron@MIA@TE",2.6,15.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan Cameron","MIA","TE",6.66666666666667
"Greg Little@BUF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greg Little","BUF","WR",NA
"Joe Banyard@JAX@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Banyard","JAX","RB",NA
"Robert Hughes@CLE@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robert Hughes","CLE","RB",NA
"Travaris Cadet@NO@RB",10.5,3.7,9.2,NA,NA,7,2.7,1.7,1.4,4.6,NA,NA,10.3,6.9,15.6,9.6,10.8,"Travaris Cadet","NO","RB",7.23076923076923
"Nathan Palmer@OAK@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathan Palmer","OAK","WR",NA
"Kashif Moore@KC@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kashif Moore","KC","WR",NA
"Anthony Sherman@KC@RB",NA,NA,1.3,NA,NA,NA,1,NA,1.6,NA,NA,NA,NA,NA,NA,NA,1.2,"Anthony Sherman","KC","RB",1.275
"Aldrick Robinson@ATL@WR",NA,6.9,1.4,12.8,NA,1.8,NA,NA,NA,1.2,NA,NA,9.8,7.2,18.1,2.5,5.6,"Aldrick Robinson","ATL","WR",6.73
"Robert Turbin@IND@RB",3.9,7,6.9,2.5,NA,6.4,3.2,6.4,4.3,NA,6.4,3.8,7.6,8.3,19.4,10.9,11.3,"Robert Turbin","IND","RB",7.22
"Will Johnson@NYG@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Will Johnson","NYG","RB",NA
"Bobby Rainey@NYG@RB",NA,NA,3.4,13.5,13.4,4.9,0.9,NA,NA,NA,NA,-1,NA,1.9,NA,2.3,1.3,"Bobby Rainey","NYG","RB",4.51111111111111
"Patrick DiMarco@ATL@RB",1.8,NA,NA,2.8,2.3,1.3,1.3,NA,7.1,NA,NA,NA,NA,NA,NA,1.6,NA,"Patrick DiMarco","ATL","RB",2.6
"Isaiah Pead@MIA@RB",NA,NA,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaiah Pead","MIA","RB",1.9
"George Winn@DET@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"George Winn","DET","RB",NA
"Tavarres King@NYG@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,5.4,"Tavarres King","NYG","WR",3.5
"Austin Johnson@NO@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin Johnson","NO","RB",NA
"Terrelle Pryor@CLE@WR",9.8,6.2,34.9,15,10.3,28.8,3.8,21.1,15.7,9.8,14.7,22.1,NA,1.3,5.9,6.6,16.4,"Terrelle Pryor","CLE","WR",13.9
"Kenjon Barner@PHI@RB",4.2,0.2,10.2,NA,NA,0.6,NA,2.4,6.3,NA,1.7,2.2,1.2,NA,5.1,NA,NA,"Kenjon Barner","PHI","RB",3.41
"Brice Butler@DAL@WR",2.6,NA,NA,15.1,4,9,NA,2.9,1.9,NA,6.9,NA,NA,NA,3.1,9.1,1.3,"Brice Butler","DAL","WR",5.59
"Zach Line@MIN@RB",NA,NA,NA,0.6,NA,NA,0.2,NA,NA,0.5,NA,0.2,NA,NA,NA,NA,NA,"Zach Line","MIN","RB",0.375
"Griff Whalen@MIA@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Griff Whalen","MIA","WR",NA
"Jonathan Grimes@HOU@RB",NA,3.1,5.9,NA,NA,NA,NA,1.1,NA,NA,NA,1.4,6.8,2.2,3.5,NA,8.9,"Jonathan Grimes","HOU","RB",4.1125
"Frankie Hammond@KC@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frankie Hammond","KC","WR",NA
"Chris Givens@PHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Givens","PHI","WR",NA
"Glenn Winston@CLE@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glenn Winston","CLE","RB",NA
"Keshawn Martin@NE@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keshawn Martin","NE","WR",NA
"Myles White@NYG@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myles White","NYG","WR",NA
"Troy Stoudermire@MIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troy Stoudermire","MIN","WR",NA
"Jarrett Boykin@BUF@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jarrett Boykin","BUF","WR",NA
"B.J. Daniels@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B.J. Daniels","CHI","WR",NA
"Jordan Todman@IND@RB",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3.7,0.3,NA,1.9,NA,NA,"Jordan Todman","IND","RB",2.975
"Jarius Wright@MIN@WR",NA,NA,NA,NA,7.2,NA,NA,NA,NA,1.9,NA,NA,NA,NA,1.2,NA,13.4,"Jarius Wright","MIN","WR",5.925
"Brandon Bolden@NE@RB",0.4,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Bolden","NE","RB",1.95
"Lance Dunbar@DAL@RB",2.6,5.2,6.1,3.6,NA,NA,NA,NA,NA,NA,3.6,1.1,NA,4.2,4,NA,6.9,"Lance Dunbar","DAL","RB",4.14444444444444
"Cedric O'Neal@PHI@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cedric O'Neal","PHI","RB",NA
"Larry Donnell@NYG@TE",8.5,6.4,4.1,NA,NA,9.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Larry Donnell","NYG","TE",5.84
"Virgil Green@DEN@TE",6.8,7.6,NA,NA,NA,5.1,NA,9.5,5.7,4.4,NA,NA,NA,NA,1.9,NA,10.7,"Virgil Green","DEN","TE",6.4625
"Cameron Brate@TB@TE",6,4.6,21.6,11.7,4.8,NA,5.9,11.2,15.3,21.4,3.8,8.9,20.6,8.7,18.3,8.2,NA,"Cameron Brate","TB","TE",11.4
"Jared Cook@GB@TE",1.7,7.1,2.5,NA,NA,NA,NA,NA,NA,NA,24.5,1.7,4.9,2.5,14.5,6.7,9.6,"Jared Cook","GB","TE",7.57
"Austin Seferian-Jenkins@TB@TE",10,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin Seferian-Jenkins","TB","TE",6.7
"Jacob Tamme@ATL@TE",11.1,18.5,5.8,8.3,1.1,3.6,8.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Tamme","ATL","TE",7.625
"Jace Amaro@NYJ@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jace Amaro","NYJ","TE",NA
"Luke Willson@SEA@TE",4.6,1.6,2.9,NA,NA,1.9,NA,NA,NA,NA,2.2,2.1,NA,2.1,10.9,NA,11.6,"Luke Willson","SEA","TE",4.43333333333333
"Darren Fells@ARI@TE",NA,7.1,3.5,2.7,NA,1.8,NA,NA,NA,NA,3.2,NA,1.9,2.2,2.3,NA,10.7,"Darren Fells","ARI","TE",3.93333333333333
"Brent Celek@PHI@TE",2.1,NA,9.1,NA,NA,NA,1.7,NA,NA,1.9,2.9,NA,NA,2.7,1.5,5.7,1.9,"Brent Celek","PHI","TE",3.27777777777778
"Marcedes Lewis@JAX@TE",6.8,9.7,5,2.2,NA,NA,2.1,6.3,4.3,2.9,3.6,NA,NA,NA,NA,NA,NA,"Marcedes Lewis","JAX","TE",4.76666666666667
"Tyler Kroft@CIN@TE",NA,6.5,NA,NA,5.9,3.9,1.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyler Kroft","CIN","TE",3.84
"Garrett Celek@SF@TE",2.5,2.2,5.5,12.9,1.4,NA,1.4,NA,11.6,NA,7.1,8.9,NA,1.5,10.2,7.9,7.9,"Garrett Celek","SF","TE",6.23076923076923
"Mychal Rivera@OAK@TE",NA,NA,NA,1.1,NA,2.6,2.3,12.6,1.6,NA,NA,3.3,8.7,5.6,2.5,NA,2.9,"Mychal Rivera","OAK","TE",4.32
"Dennis Pitta@BAL@TE",6.9,22.2,10.2,4.7,12.9,9.6,8,NA,3.4,8.6,6,6.4,29,5.8,3.6,15.5,20.1,"Dennis Pitta","BAL","TE",10.80625
"Maxx Williams@BAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maxx Williams","BAL","TE",NA
"Vernon Davis@WAS@TE",3,10.1,NA,1.8,4.5,13,13.9,14.3,NA,15.6,NA,11.8,9.7,1.1,6.3,2.3,6.9,"Vernon Davis","WAS","TE",8.16428571428571
"Crockett Gillmore@BAL@TE",1.5,3.2,NA,3.6,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crockett Gillmore","BAL","TE",5.275
"Gavin Escobar@DAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,4.1,NA,NA,NA,NA,NA,1.7,"Gavin Escobar","DAL","TE",4.33333333333333
"Ryan Griffin@HOU@TE",3.7,1.5,13.2,8.4,2.8,6.1,3.3,6.4,NA,9.7,6.2,7.6,12.5,4.3,16.5,NA,3,"Ryan Griffin","HOU","TE",7.01333333333333
"Gabe Holmes@OAK@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabe Holmes","OAK","TE",NA
"Troy Niklas@ARI@TE",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troy Niklas","ARI","TE",1
"Ben Koyack@JAX@TE",NA,NA,NA,NA,NA,NA,NA,9.1,NA,6.5,NA,4.3,1.4,3.9,1.2,3.2,11.5,"Ben Koyack","JAX","TE",5.1375
"Kennard Backman@GB@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kennard Backman","GB","TE",NA
"Bryce Williams@NE@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryce Williams","NE","TE",NA
"Kyle Carter@MIN@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyle Carter","MIN","TE",NA
"Nick Boyle@BAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.5,NA,1.5,NA,"Nick Boyle","BAL","TE",3.46666666666667
"Tim Semisch@SD@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tim Semisch","SD","TE",NA
"Joshua Perkins@ATL@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,11.4,NA,"Joshua Perkins","ATL","TE",6.6
"Stephen Anderson@HOU@TE",5.5,3.5,NA,NA,NA,NA,NA,3.7,NA,7.7,2.4,1.8,NA,NA,1.7,NA,NA,"Stephen Anderson","HOU","TE",3.75714285714286
"Matt Weiser@SD@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Weiser","SD","TE",NA
"Steven Scheu@NE@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steven Scheu","NE","TE",NA
"Alex Ellis@TEN@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alex Ellis","TEN","TE",NA
"Tevin Westbrook@TB@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tevin Westbrook","TB","TE",NA
"Austin Traylor@DAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin Traylor","DAL","TE",NA
"Nick Vannett@SEA@TE",NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,4.5,NA,NA,NA,NA,"Nick Vannett","SEA","TE",3.1
"Matt LaCosse@NYG@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt LaCosse","NYG","TE",NA
"Nick O'Leary@BUF@TE",NA,NA,3.8,4,NA,4.9,1.7,4,NA,NA,NA,NA,1.8,2.2,NA,NA,NA,"Nick O'Leary","BUF","TE",3.2
"Mitchell Henry@GB@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitchell Henry","GB","TE",NA
"Demetrius Harris@KC@TE",4,NA,9.4,2.2,NA,2.1,2,4.3,NA,NA,NA,2,1.6,NA,NA,15.7,NA,"Demetrius Harris","KC","TE",4.81111111111111
"Ross Travis@KC@TE",NA,NA,3,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,"Ross Travis","KC","TE",2.25
"Ryan Malleck@NYG@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Malleck","NYG","TE",NA
"Darren Waller@BAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,3.7,9.4,NA,3.4,2.5,7.3,2.1,2.1,NA,"Darren Waller","BAL","TE",4.35714285714286
"David Reeves@CLE@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Reeves","CLE","TE",NA
"Adam Fuehne@DET@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adam Fuehne","DET","TE",NA
"C.J. Uzomah@CIN@TE",7.9,3.9,5.1,8.5,9.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,10.3,"C.J. Uzomah","CIN","TE",6.8
"Anthony Denham@HOU@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Denham","HOU","TE",NA
"M.J. McFarland@PHI@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.J. McFarland","PHI","TE",NA
"Chris Manhertz@NO@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Manhertz","NO","TE",NA
"Rashaun Allen@NO@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rashaun Allen","NO","TE",NA
"Casey Pierce@GB@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casey Pierce","GB","TE",NA
"Connor Hamlett@CLE@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connor Hamlett","CLE","TE",NA
